Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Olímpia (Município) (353390)	208,94	197,03	2.514.756,48	0,00	0,00	2.514.756,48	47,13
Osasco (Município) (353440)	1.169,19	751,18	43.311.353,88	0,00	0,00	43.311.353,88	62,33
Ourinhos (Município) (353470)	634,00	514,00	5.121.350,59	0,00	0,00	5.121.350,59	46,44
Paulínia (Município) (353650)	476,37	190,20	13.786.044,58	0,00	0,00	13.786.044,58	141,10
Penápolis (Município) (353730)	268,68	261,00	3.523.342,63	0,00	0,00	3.523.342,63	56,76
Peruíbe (Município) (353760)	524,03	463,07	5.410.145,68	0,00	0,00	5.410.145,68	82,94
Piedade (Município) (353780)	147,81	51,36	1.140.925,59	0,00	0,00	1.140.925,59	20,85
Pindamonhangaba (Município) (353800)	553,26	394,48	11.349.691,16	0,00	0,00	11.349.691,16	70,66
Piracicaba (Município) (353870)	1.619,26	1.359,86	64.011.104,20	0,00	0,00	64.011.104,20	163,52
Pirapora do Bom Jesus (Município) (353910)	70,50	31,52	1.123.430,86	0,00	0,00	1.123.430,86	63,66
Pirassununga (Município) (353930)	510,00	365,00	336.279,16	0,00	0,00	336.279,16	4,51
Poá (Município) (353980)	292,29	246,40	6.985.608,86	0,00	0,00	6.985.608,86	61,39
Porto Feliz (Município) (354060)	202,59	149,58	3.119.306,48	0,00	0,00	3.119.306,48	60,07
Porto Ferreira (Município) (354070)	258,00	256,00	6.171.382,42	0,00	0,00	6.171.382,42	112,70
Praia Grande (Município) (354100)	951,76	428,54	137.161.416,18	0,00	0,00	137.161.416,18	458,33
Presidente Prudente (Município) (354140)	986,95	818,45	13.246.524,23	0,00	0,00	13.246.524,23	59,62
Registro (Município) (354260)	209,51	204,57	3.006.443,63	0,00	0,00	3.006.443,63	53,42
Ribeirão Pires (Município) (354330)	545,23	331,04	2.839.466,77	0,00	0,00	2.839.466,77	23,58
Ribeirão Preto (Município) (354340)	2.072,00	2.001,00	42.563.103,97	0,00	0,00	42.563.103,97	63,88
Rio Claro (Município) (354390)	914,79	724,91	0,00	0,00	0,00	0,00	0,00
Rio Grande da Serra (Município) (354410)	153,22	71,41	2.568.032,74	0,00	0,00	2.568.032,74	53,17
Salesópolis (Município) (354500)	60,37	45,42	803.860,93	0,00	0,00	803.860,93	48,17
Salto (Município) (354520)	521,00	435,00	3.715.655,00	0,00	3.237.993,34	6.953.648,33	60,91
Santa Bárbara d'Oeste (Município) (354580)	773,61	676,58	12.017.485,27	0,00	0,00	12.017.485,27	63,20
Santa Isabel (Município) (354680)	119,00	79,00	0,00	0,00	0,00	0,00	0,00
Santana de Parnaíba (Município) (354730)	587,46	234,31	8.235.893,91	0,00	0,00	8.235.893,91	65,07
Santo André (Município) (354780)	1.859,12	1.239,84	11.154.206,29	0,00	0,00	11.154.206,29	15,71
Santos (Município) (354850)	1.409,30	536,28	29.435.582,24	0,00	0,00	29.435.582,24	67,83
São Bernardo do Campo (Município) (354870)	1.941,85	1.205,87	68.321.910,75	0,00	0,00	68.321.910,75	83,63
São Caetano do Sul (Município) (354880)	453,45	325,86	8.267.653,26	0,00	0,00	8.267.653,26	52,32
São Carlos (Município) (354890)	998,00	966,00	3.439.613,94	0,00	215.056,35	3.654.670,30	15,14
São João da Boa Vista (Município) (354910)	395,42	361,05	3.920.173,70	0,00	0,00	3.920.173,70	44,03
São Joaquim da Barra (Município) (354940)	150,00	165,00	0,00	0,00	0,00	0,00	0,00
São José do Rio Pardo (Município) (354970)	250,00	170,00	29.540,89	280.851,33	0,00	310.392,22	5,71
São José do Rio Preto (Município) (354980)	1.817,12	1.738,97	21.072.144,04	0,00	0,00	21.072.144,04	47,62
São José dos Campos (Município) (354990)	1.287,96	894,17	42.165.899,86	0,00	0,00	42.165.899,86	61,23
São Lourenço da Serra (Município) (354995)	31,91	34,25	954.837,40	0,00	0,00	954.837,40	62,91
São Paulo (Município) (355030)	21.180,97	17.128,66	2.583.160.186,06	0,00	0,00	2.583.160.186,06	215,84
São Roque (Município) (355060)	341,23	136,98	18.618.278,34	0,00	0,00	18.618.278,34	215,20
São Sebastião (Município) (355070)	347,88	261,87	22.986.195,25	0,00	0,00	22.986.195,25	276,88
São Vicente (Município) (355100)	858,58	318,17	37.488.355,53	0,00	0,00	37.488.355,53	105,44
Sertãozinho (Município) (355170)	505,00	405,00	1.451.331,06	0,00	305.712,82	1.757.043,89	14,62
Sorocaba (Município) (355220)	1.906,93	1.311,93	6.712.338,03	0,00	0,00	6.712.338,03	10,41
Sumaré (Município) (355240)	790,00	708,00	24.056.577,98	0,00	0,00	24.056.577,98	90,45
Suzano (Município) (355250)	865,17	589,25	71.737.338,81	0,00	0,00	71.737.338,81	251,46
Taboão da Serra (Município) (355280)	411,26	301,43	9.010.385,76	0,00	0,00	9.010.385,76	33,10
Taquaritinga (Município) (355370)	800,00	350,00	839.179,44	0,00	0,00	839.179,44	14,83
Tatuí (Município) (355400)	447,30	241,96	5.970.813,71	0,00	0,00	5.970.813,71	51,17
Taubaté (Município) (355410)	885,46	600,48	10.582.768,76	0,00	0,00	10.582.768,76	35,00
Tupã (Município) (355500)	332,84	263,47	1.929.908,06	0,00	0,00	1.929.908,06	29,40
Ubatuba (Município) (355540)	388,01	140,71	20.084.842,53	0,00	0,00	20.084.842,53	232,48
Valinhos (Município) (355620)	643,93	612,30	6.763.566,72	0,00	0,00	6.763.566,72	56,24
Vargem Grande Paulista (Município) (355645)	288,35	64,02	10.603.119,20	0,00	0,00	10.603.119,20	217,63
Várzea Paulista (Município) (355650)	211,06	181,50	9.258.272,04	0,00	0,00	9.258.272,04	79,40
Vinhedo (Município) (355670)	544,00	339,00	7.096.255,35	0,00	0,00	7.096.255,35	97,81
Votorantim (Município) (355700)	470,80	354,43	7.428.774,77	0,00	0,00	7.428.774,77	63,07
Votuporanga (Município) (355710)	453,75	438,31	7.322.370,63	0,00	0,00	7.322.370,63	80,22
Adrianópolis (Município) (410020)	48,36	0,00	786.504,20	0,00	0,00	786.504,20	124,19
Agudos do Sul (Município) (410030)	50,77	14,81	1.357.547,74	0,00	0,00	1.357.547,74	151,12
Almirante Tamandaré (Município) (410040)	464,96	183,14	20.912.858,65	0,00	0,00	20.912.858,65	185,28
Apucarana (Município) (410140)	560,45	627,63	20.752.429,09	0,00	0,00	20.752.429,09	159,11
Arapongas (Município) (410150)	616,52	448,40	7.197.615,16	0,00	0,00	7.197.615,16	62,36
Araucária (Município) (410180)	637,07	366,88	8.942.798,20	0,00	0,00	8.942.798,20	67,02
Balsa Nova (Município) (410230)	203,65	14,53	540.274,92	0,00	0,00	540.274,92	43,79
Bocaiúva do Sul (Município) (410310)	51,29	30,50	709.903,42	0,00	0,00	709.903,42	58,39
Cambé (Município) (410370)	347,80	450,11	4.436.661,11	0,00	0,00	4.436.661,11	42,73
Campina Grande do Sul (Município) (410400)	226,65	169,77	1.451.559,46	0,00	0,00	1.451.559,46	34,71
Campo Largo (Município) (410420)	639,80	346,52	35.963.323,55	0,00	0,00	35.963.323,55	289,80
Campo Magro (Município) (410425)	112,04	37,49	3.749.924,24	0,00	0,00	3.749.924,24	136,28
Campo Mourão (Município) (410430)	412,06	455,03	7.300.704,96	0,00	0,00	7.300.704,96	78,56
Cascavel (Município) (410480)	1.279,50	1.121,81	40.108.343,76	0,00	0,00	40.108.343,76	128,23
Castro (Município) (410490)	255,53	219,30	5.094.065,57	0,00	0,00	5.094.065,57	71,94
Cerro Azul (Município) (410520)	44,27	1,18	549.840,04	0,00	0,00	549.840,04	30,97
Cianorte (Município) (410550)	592,59	240,12	5.682.244,57	0,00	0,00	5.682.244,57	73,31
Colombo (Município) (410580)	893,45	452,35	18.428.948,02	0,00	0,00	18.428.948,02	79,29
Contenda (Município) (410620)	111,53	54,68	968.696,17	0,00	0,00	968.696,17	55,28
Curitiba (Município) (410690)	7.295,81	6.054,47	155.643.341,80	0,00	0,00	155.643.341,80	82,82
Fazenda Rio Grande (Município) (410765)	528,74	303,15	14.093.161,53	0,00	0,00	14.093.161,53	152,85
Foz do Iguaçu (Município) (410830)	1.408,33	1.044,65	19.374.657,41	0,00	0,00	19.374.657,41	73,45
Francisco Beltrão (Município) (410840)	484,74	287,21	25.373.310,45	0,00	0,00	25.373.310,45	293,34
Guarapuava (Município) (410940)	871,97	739,12	12.134.738,03	0,00	0,00	12.134.738,03	68,12
Ibiporã (Município) (410980)	360,78	255,07	242.850,80	0,00	0,00	242.850,80	4,64
Irati (Município) (411070)	368,60	279,84	5.240.532,37	0,00	0,00	5.240.532,37	87,77
Itaperuçu (Município) (411125)	69,69	16,99	6.484.698,41	0,00	0,00	6.484.698,41	242,37
Lapa (Município) (411320)	260,22	110,75	7.058.930,44	0,00	0,00	7.058.930,44	148,43
Londrina (Município) (411370)	1.899,17	1.749,46	46.793.813,06	0,00	0,00	46.793.813,06	85,35
Mandirituba (Município) (411430)	110,95	38,72	2.530.022,22	0,00	0,00	2.530.022,22	101,59
Marechal Cândido Rondon (Município) (411460)	543,68	91,72	4.692.445,82	0,00	0,00	4.692.445,82	92,36
Maringá (Município) (411520)	1.900,63	1.685,49	56.275.987,50	0,00	0,00	56.275.987,50	141,60
Palmas (Município) (411760)	208,72	134,71	1.440.467,39	0,00	0,00	1.440.467,39	30,21
Paranaguá (Município) (411820)	628,36	532,65	17.376.918,11	0,00	0,00	17.376.918,11	115,34
Paranavaí (Município) (411840)	686,30	499,59	5.847.461,01	0,00	0,00	5.847.461,01	67,39
Pato Branco (Município) (411850)	534,51	354,97	5.162.303,47	0,00	0,00	5.162.303,47	65,34
Pinhais (Município) (411915)	591,46	456,35	9.686.740,11	0,00	0,00	9.686.740,11	76,25
Piraquara (Município) (411950)	499,02	387,05	2.070.614,95	0,00	0,00	2.070.614,95	19,82
Ponta Grossa (Município) (411990)	1.344,03	1.492,44	23.392.870,99	0,00	0,00	23.392.870,99	69,24
Prudentópolis (Município) (412060)	163,35	165,79	3.001.230,13	0,00	0,00	3.001.230,13	58,20
Quatro Barras (Município) (412080)	160,76	110,39	6.188.397,19	0,00	0,00	6.188.397,19	280,68
Quitandinha (Município) (412120)	38,87	13,84	259.297,46	0,00	0,00	259.297,46	14,08
Rio Branco do Sul (Município) (412220)	36,43	0,00	12.743.253,74	0,00	0,00	12.743.253,74	395,36
Rolândia (Município) (412240)	326,36	217,19	3.303.389,88	0,00	0,00	3.303.389,88	52,17
São José dos Pinhais (Município) (412550)	1.240,17	718,29	16.107.691,26	0,00	0,00	16.107.691,26	54,07
Sarandi (Município) (412625)	-	-	-	-	-	-	-
Telêmaco Borba (Município) (412710)	310,28	243,93	7.515.839,19	0,00	0,00	7.515.839,19	99,14
Tijucas do Sul (Município) (412760)	103,95	0,00	603.006,13	0,00	0,00	603.006,13	37,76
Toledo (Município) (412770)	667,66	609,97	18.909.303,12	0,00	0,00	18.909.303,12	143,17
Tunas do Paraná (Município) (412788)	23,42	0,00	188.106,90	0,00	0,00	188.106,90	24,89
Umuarama (Município) (412810)	492,57	503,58	10.554.165,86	0,00	0,00	10.554.165,86	97,53
União da Vitória (Município) (412820)	335,78	89,05	2.378.794,84	0,00	0,00	2.378.794,84	42,28
Doutor Ulysses (Município) (412863)	15,10	0,00	0,00	0,00	0,00	0,00	0,00
Águas Mornas (Município) (420060)	25,63	0,00	71.031,70	0,00	0,00	71.031,70	11,62
Alfredo Wagner (Município) (420070)	18,31	10,00	3.777,21	0,00	0,00	3.777,21	0,38
Angelina (Município) (420090)	7,56	0,00	58.810,82	0,00	0,00	58.810,82	11,64
Anitápolis (Município) (420110)	15,00	0,00	27.064,61	0,00	0,00	27.064,61	8,32
Antônio Carlos (Município) (420120)	66,73	0,00	65.575,77	0,00	0,00	65.575,77	8,08
Araranguá (Município) (420140)	425,20	0,00	4.539.004,51	0,00	0,00	4.539.004,51	69,01
Balneário Camboriú (Município) (420200)	300,00	300,00	7.684.604,62	0,00	0,00	7.684.604,62	59,96
Biguaçu (Município) (420230)	176,84	0,00	10.110.330,09	0,00	0,00	10.110.330,09	156,78
Blumenau (Município) (420240)	1.564,50	321,00	40.449.099,07	0,00	0,00	40.449.099,07	119,36
Brusque (Município) (420290)	670,16	0,00	1.698.883,17	0,00	0,00	1.698.883,17	13,84
Caçador (Município) (420300)	259,10	9,40	488.545,92	0,00	0,00	488.545,92	6,44
Camboriú (Município) (420320)	342,52	0,00	0,00	1.525.461,42	0,00	1.525.461,42	20,49
Canelinha (Município) (420370)	73,00	0,00	54.850,12	0,00	0,00	54.850,12	4,72
Canoinhas (Município) (420380)	342,88	0,00	15.430.861,21	0,00	0,00	15.430.861,21	284,77
Chapecó (Município) (420420)	673,11	238,33	3.725.428,30	0,00	0,00	3.725.428,30	18,10
Concórdia (Município) (420430)	281,82	3,80	971.318,62	0,00	0,00	971.318,62	13,37
Criciúma (Município) (420460)	952,29	155,69	16.078.052,17	0,00	0,00	16.078.052,17	77,70
Florianópolis (Município) (420540)	1.374,35	557,75	55.911.674,86	0,00	0,00	55.911.674,86	119,04
Garopaba (Município) (420570)	110,49	0,00	8.260.373,00	0,00	0,00	8.260.373,00	392,21
Gaspar (Município) (420590)	386,52	0,00	971.683,79	0,00	0,00	971.683,79	14,94
Governador Celso Ramos (Município) (420600)	151,00	0,00	104.934,39	0,00	0,00	104.934,39	7,53
Içara (Município) (420700)	212,01	0,00	1.409.932,92	0,00	0,00	1.409.932,92	26,53
Indaial (Município) (420750)	373,48	0,00	720.865,19	202.627,10	0,00	923.492,29	14,55
Itajaí (Município) (420820)	674,75	99,00	11.531.267,99	0,00	0,00	11.531.267,99	56,18
Itapema (Município) (420830)	266,00	95,31	17.791.762,28	0,00	0,00	17.791.762,28	311,65
Jaraguá do Sul (Município) (420890)	696,36	410,96	14.610.925,08	0,00	0,00	14.610.925,08	89,24
Joinville (Município) (420910)	2.140,00	538,80	20.804.621,58	0,00	0,00	20.804.621,58	37,01
Lages (Município) (420930)	773,17	147,92	4.442.448,57	0,00	0,00	4.442.448,57	27,99
Leoberto Leal (Município) (420980)	7,32	0,00	0,00	0,00	0,00	0,00	0,00
Mafra (Município) (421010)	286,27	0,00	621.152,45	0,00	0,00	621.152,45	11,23
Major Gercino (Município) (421020)	6,64	0,00	43.016,06	0,00	0,00	43.016,06	12,64
Navegantes (Município) (421130)	-	-	-	-	-	-	-
Nova Trento (Município) (421150)	119,24	0,00	157.048,23	0,00	0,00	157.048,23	11,53
Palhoça (Município) (421190)	710,00	71,00	0,00	2.102.996,94	0,00	2.102.996,94	13,32
Paulo Lopes (Município) (421230)	20,49	0,00	8.358,66	0,00	0,00	8.358,66	1,16
Rancho Queimado (Município) (421430)	22,22	8,99	246.685,00	0,00	0,00	246.685,00	86,59
Rio do Sul (Município) (421480)	270,50	0,00	9.985.157,28	0,00	0,00	9.985.157,28	148,51
Santo Amaro da Imperatriz (Município) (421570)	120,31	0,00	1.253.703,94	0,00	0,00	1.253.703,94	57,19
São Bento do Sul (Município) (421580)	583,00	137,00	2.167.462,81	0,00	0,00	2.167.462,81	26,78
São Bonifácio (Município) (421590)	6,78	0,00	11.567,18	0,00	0,00	11.567,18	3,93
São Francisco do Sul (Município) (421620)	377,89	0,00	10.649.311,75	0,00	0,00	10.649.311,75	219,09
São João Batista (Município) (421630)	140,00	0,00	472.185,35	0,00	0,00	472.185,35	14,43
São José (Município) (421660)	333,96	152,45	16.367.744,04	0,00	0,00	16.367.744,04	70,46
São Pedro de Alcântara (Município) (421725)	12,35	0,00	0,00	0,00	0,00	0,00	0,00
Tijucas (Município) (421800)	119,00	0,00	3.380.456,26	0,00	0,00	3.380.456,26	95,49
Tubarão (Município) (421870)	530,00	0,00	2.533.155,41	0,00	0,00	2.533.155,41	24,62
Videira (Município) (421930)	161,95	0,00	955.746,80	0,00	0,00	955.746,80	18,77
Xanxerê (Município) (421950)	192,90	0,00	655.492,61	0,00	0,00	655.492,61	13,55
Alegrete (Município) (430040)	153,07	24,49	6.573.475,46	0,00	0,00	6.573.475,46	83,74
Alvorada (Município) (430060)	1.185,45	89,58	12.138.997,56	0,00	0,00	12.138.997,56	58,77
Araricá (Município) (430087)	-	-	-	-	-	-	-
Arroio dos Ratos (Município) (430110)	102,90	0,00	935.301,33	0,00	0,00	935.301,33	65,88
Bagé (Município) (430160)	476,52	294,41	1.256.710,70	0,00	0,00	1.256.710,70	10,32
Bento Gonçalves (Município) (430210)	365,70	0,53	12.104.409,12	0,00	0,00	12.104.409,12	106,85
Cachoeira do Sul (Município) (430300)	250,94	81,36	7.169.771,07	0,00	0,00	7.169.771,07	83,65
Cachoeirinha (Município) (430310)	328,68	176,33	1.096.931,97	0,00	0,00	1.096.931,97	8,71
Camaquã (Município) (430350)	231,41	0,00	1.389.275,82	0,00	0,00	1.389.275,82	21,10
Campo Bom (Município) (430390)	345,50	6,00	9.727.979,98	0,00	0,00	9.727.979,98	151,59
Canguçu (Município) (430450)	78,21	78,00	269.944,85	0,00	0,00	269.944,85	4,84
Canoas (Município) (430460)	844,88	135,84	19.816.898,74	0,00	0,00	19.816.898,74	58,06
Capão da Canoa (Município) (430463)	290,11	39,18	19.647.002,19	0,00	0,00	19.647.002,19	416,71
Capela de Santana (Município) (430468)	33,00	0,00	192.991,16	0,00	0,00	192.991,16	17,10
Carazinho (Município) (430470)	317,38	0,00	1.771.430,12	0,00	0,00	1.771.430,12	28,55
Caxias do Sul (Município) (430510)	1.652,75	1.656,53	56.675.998,76	0,00	0,00	56.675.998,76	119,35
Charqueadas (Município) (430535)	117,52	0,00	1.252.183,28	0,00	0,00	1.252.183,28	32,71
Cruz Alta (Município) (430610)	224,31	33,00	2.596.324,83	0,00	0,00	2.596.324,83	40,71
Dois Irmãos (Município) (430640)	108,10	42,00	655.610,33	12.184,64	0,00	667.794,97	22,13
Eldorado do Sul (Município) (430676)	99,31	0,00	153.114,33	0,00	0,00	153.114,33	4,05
Erechim (Município) (430700)	401,97	0,00	8.878.355,83	0,00	0,00	8.878.355,83	86,75
Estância Velha (Município) (430760)	167,58	7,20	5.250.613,90	0,00	0,00	5.250.613,90	113,05
Esteio (Município) (430770)	204,91	1,28	6.804.324,76	0,00	0,00	6.804.324,76	81,02
Farroupilha (Município) (430790)	234,87	0,00	858.822,79	0,00	0,00	858.822,79	12,53
Glorinha (Município) (430905)	34,36	0,03	402.857,13	0,00	0,00	402.857,13	53,59
Gravataí (Município) (430920)	697,62	244,80	8.811.416,96	0,00	0,00	8.811.416,96	32,36
Guaíba (Município) (430930)	589,79	13,10	13.414.094,99	0,00	0,00	13.414.094,99	135,46
Ijuí (Município) (431020)	299,01	5,36	3.614.555,15	0,00	0,00	3.614.555,15	43,64
Ivoti (Município) (431080)	120,00	0,00	442.857,24	0,00	0,00	442.857,24	20,12
Lajeado (Município) (431140)	332,09	0,71	5.564.564,90	0,00	0,00	5.564.564,90	70,90
Montenegro (Município) (431240)	231,20	0,00	1.245.475,35	0,00	0,00	1.245.475,35	19,70
Nova Hartz (Município) (431306)	-	-	-	-	-	-	-
Nova Santa Rita (Município) (431337)	85,59	0,00	104,17	0,00	0,00	104,17	0,00
Novo Hamburgo (Município) (431340)	863,22	39,15	8.891.753,41	0,00	0,00	8.891.753,41	35,75
Parobé (Município) (431405)	133,35	0,00	9.459.157,49	0,00	0,00	9.459.157,49	170,48
Passo Fundo (Município) (431410)	797,99	33,61	7.939.170,65	0,00	0,00	7.939.170,65	40,35
Pelotas (Município) (431440)	938,84	409,05	1.691.727,28	0,00	0,00	1.691.727,28	4,93
Portão (Município) (431480)	86,65	0,00	468.712,33	0,00	0,00	468.712,33	13,79
Porto Alegre (Município) (431490)	4.095,73	1.926,51	67.368.862,01	0,00	0,00	67.368.862,01	45,62
Rio Grande (Município) (431560)	547,58	110,00	10.380.653,00	0,00	0,00	10.380.653,00	49,94
Santa Cruz do Sul (Município) (431680)	598,01	50,71	2.123.784,58	0,00	0,00	2.123.784,58	16,84
Santa Maria (Município) (431690)	867,40	240,34	11.090.535,80	0,00	0,00	11.090.535,80	40,17
Sant'Ana do Livramento (Município) (431710)	279,13	97,24	1.186.166,73	0,00	0,00	1.186.166,73	14,30
Santa Rosa (Município) (431720)	253,31	41,57	11.406.383,25	0,00	0,00	11.406.383,25	157,90
Santo Ângelo (Município) (431750)	435,17	28,58	2.124.534,71	0,00	0,00	2.124.534,71	26,90
Santo Antônio da Patrulha (Município) (431760)	140,87	0,00	10.932.673,18	0,00	0,00	10.932.673,18	260,44
São Borja (Município) (431800)	199,34	49,64	6.695.045,12	0,00	0,00	6.695.045,12	106,29
São Gabriel (Município) (431830)	235,43	27,00	0,00	0,00	0,00	0,00	0,00
São Jerônimo (Município) (431840)	77,77	0,00	372.605,78	0,00	0,00	372.605,78	15,84
São Leopoldo (Município) (431870)	740,00	100,00	7.852.574,37	0,00	0,00	7.852.574,37	34,39
Sapiranga (Município) (431990)	270,18	0,00	11.838.808,18	0,00	0,00	11.838.808,18	148,80
Sapucaia do Sul (Município) (432000)	346,30	1,97	882.809,94	0,00	0,00	882.809,94	6,38
Taquara (Município) (432120)	620,37	0,00	209.656,88	0,00	0,00	209.656,88	3,66
Tramandaí (Município) (432160)	390,40	46,87	6.300.977,72	0,00	0,00	6.300.977,72	135,89
Triunfo (Município) (432200)	75,46	0,00	2.051.810,60	0,00	0,00	2.051.810,60	73,63
Uruguaiana (Município) (432240)	302,14	177,17	28.144.502,36	0,00	0,00	28.144.502,36	217,08
Vacaria (Município) (432250)	263,17	0,00	1.534.035,51	0,00	0,00	1.534.035,51	23,65
Venâncio Aires (Município) (432260)	251,32	0,00	6.862.655,17	0,00	0,00	6.862.655,17	98,24
Viamão (Município) (432300)	516,68	7,76	6.187.030,36	0,00	0,00	6.187.030,36	24,55
Campo Grande (Município) (500270)	3.663,00	1.848,00	97.046.785,19	0,00	0,00	97.046.785,19	113,69
Corumbá (Município) (500320)	393,48	203,26	5.774.045,39	0,00	4.853.981,15	10.628.026,53	97,81
Dourados (Município) (500370)	1.185,43	684,44	11.156.555,33	0,00	8.467.049,26	19.623.604,59	92,19
Naviraí (Município) (500570)	229,62	53,70	1.850.930,26	0,00	1.074.264,64	2.925.194,90	56,76
Nova Andradina (Município) (500620)	244,63	32,99	5.437.116,61	0,00	0,00	5.437.116,61	106,83
Ponta Porã (Município) (500660)	366,20	214,53	3.879.917,57	0,00	3.288.557,07	7.168.474,64	82,67
Sidrolândia (Município) (500790)	106,01	0,00	1.905.918,30	0,00	0,00	1.905.918,30	37,11
Três Lagoas (Município) (500830)	731,03	141,93	7.226.524,69	0,00	1.121.410,73	8.347.935,42	73,47
Alta Floresta (Município) (510025)	194,68	101,61	1.044.802,61	0,00	0,00	1.044.802,61	20,90
Barão de Melgaço (Município) (510160)	-	-	-	-	-	-	-
Barra do Garças (Município) (510180)	364,04	166,90	10.518.570,52	0,00	0,00	10.518.570,52	180,12
Cáceres (Município) (510250)	244,00	13,00	0,00	325.305,26	0,00	325.305,26	3,59
Chapada dos Guimarães (Município) (510300)	-	-	-	-	-	-	-
Cuiabá (Município) (510340)	2.483,19	792,57	71.378.406,93	0,00	0,00	71.378.406,93	122,96
Jangada (Município) (510490)	20,77	0,00	172.828,82	0,00	0,00	172.828,82	21,81
Lucas do Rio Verde (Município) (510525)	297,80	78,00	191.484,49	0,00	0,00	191.484,49	3,34
Nossa Senhora do Livramento (Município) (510610)	28,50	0,00	0,00	0,00	0,00	0,00	0,00
Nova Brasilândia (Município) (510620)	21,00	0,00	0,00	0,00	0,00	0,00	0,00
Planalto da Serra (Município) (510645)	-	-	-	-	-	-	-
Poconé (Município) (510650)	103,38	0,00	2.348.382,71	0,00	0,00	2.348.382,71	73,09
Primavera do Leste (Município) (510704)	289,50	194,75	29.364.975,95	0,00	0,00	29.364.975,95	511,38
Rondonópolis (Município) (510760)	954,37	462,57	5.947.506,87	0,00	0,00	5.947.506,87	27,62
Rosário Oeste (Município) (510770)	-	-	-	-	-	-	-
Santo Antônio do Leverger (Município) (510780)	-	-	-	-	-	-	-
Sinop (Município) (510790)	833,48	0,00	4.053.029,39	0,00	0,00	4.053.029,39	31,20
Sorriso (Município) (510792)	381,45	133,94	21.066.678,30	0,00	0,00	21.066.678,30	262,36
Tangará da Serra (Município) (510795)	422,50	90,90	0,00	0,00	0,00	0,00	0,00
Várzea Grande (Município) (510840)	1.152,03	136,50	0,00	0,00	0,00	0,00	0,00
Abadia de Goiás (Município) (520005)	68,69	18,87	941.057,71	0,00	0,00	941.057,71	119,20
Águas Lindas de Goiás (Município) (520025)	214,89	0,00	4.270.051,57	0,00	0,00	4.270.051,57	22,83
Anápolis (Município) (520110)	2.007,75	658,80	14.513.867,05	0,00	0,00	14.513.867,05	39,60
Aparecida de Goiânia (Município) (520140)	1.412,68	528,00	67.274.332,49	0,00	0,00	67.274.332,49	128,90
Aragoiânia (Município) (520180)	46,15	0,00	189.644,62	0,00	0,00	189.644,62	20,08
Bela Vista de Goiás (Município) (520330)	130,27	81,98	831.083,78	0,00	0,00	831.083,78	30,08
Bonfinópolis (Município) (520355)	48,54	0,00	39.392,15	0,00	0,00	39.392,15	4,53
Brazabrantes (Município) (520360)	25,71	0,00	6.642,36	0,00	0,00	6.642,36	1,88
Caldas Novas (Município) (520450)	-	-	-	-	-	-	-
Caldazinha (Município) (520455)	14,42	0,00	14.903,78	0,00	0,00	14.903,78	4,11
Catalão (Município) (520510)	454,00	299,00	592.532,23	4.300.539,60	0,00	4.893.071,83	49,56
Caturaí (Município) (520520)	27,77	0,00	42.369,25	0,00	0,00	42.369,25	8,51
Cidade Ocidental (Município) (520549)	292,32	52,55	2.445.736,83	0,00	0,00	2.445.736,83	38,08
Cristalina (Município) (520620)	129,82	80,45	4.842.769,19	0,00	0,00	4.842.769,19	90,86
Formosa (Município) (520800)	365,90	235,26	21.107.361,63	0,00	0,00	21.107.361,63	188,06
Goianápolis (Município) (520840)	65,57	0,00	77.557,80	0,00	0,00	77.557,80	7,04
Goianésia (Município) (520860)	292,43	161,17	3.051.579,97	0,00	0,00	3.051.579,97	46,40
Goiânia (Município) (520870)	6.025,02	3.567,72	108.537.562,21	0,00	0,00	108.537.562,21	75,86
Goianira (Município) (520880)	154,58	44,82	4.499.451,54	0,00	0,00	4.499.451,54	113,96
Guapó (Município) (520920)	70,86	45,03	121.548,29	0,00	0,00	121.548,29	8,42
Hidrolândia (Município) (520970)	101,49	0,00	366.340,76	0,00	0,00	366.340,76	18,54
Inhumas (Município) (521000)	246,38	99,98	344.963,28	0,00	0,00	344.963,28	6,69
Itumbiara (Município) (521150)	494,37	266,44	6.627.073,33	0,00	0,00	6.627.073,33	65,91
Jataí (Município) (521190)	422,63	326,00	3.789.525,26	0,00	0,00	3.789.525,26	39,48
Luziânia (Município) (521250)	818,94	100,76	13.404.388,66	0,00	0,00	13.404.388,66	69,08
Mineiros (Município) (521310)	-	-	-	-	-	-	-
Nerópolis (Município) (521450)	153,44	0,00	210.214,44	0,00	0,00	210.214,44	7,69
Nova Veneza (Município) (521500)	31,06	0,00	4.160,48	0,00	0,00	4.160,48	0,46
Novo Gama (Município) (521523)	307,23	36,56	2.115.999,64	0,00	0,00	2.115.999,64	19,84
Planaltina (Município) (521760)	236,65	69,04	15.279.824,95	0,00	0,00	15.279.824,95	174,68
