Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Piedade (Município) (353780)	177,47	62,26	330.549,71	0,00	0,00	330.549,71	6,00
Pindamonhangaba (Município) (353800)	587,50	434,18	6.021.789,39	0,00	0,00	6.021.789,39	36,72
Piracicaba (Município) (353870)	1.668,90	1.410,94	91.654.174,19	0,00	0,00	91.654.174,19	230,68
Pirapora do Bom Jesus (Município) (353910)	76,40	38,97	595.537,82	0,00	0,00	595.537,82	32,77
Pirassununga (Município) (353930)	512,00	431,00	1.454.510,27	0,00	0,00	1.454.510,27	19,27
Poá (Município) (353980)	294,86	252,44	4.075.849,04	0,00	0,00	4.075.849,04	35,29
Porto Feliz (Município) (354060)	203,38	150,36	1.522.627,94	0,00	0,00	1.522.627,94	29,00
Porto Ferreira (Município) (354070)	307,70	303,18	5.970.296,95	0,00	0,00	5.970.296,95	107,70
Praia Grande (Município) (354100)	984,31	615,60	41.064.816,80	0,00	0,00	41.064.816,80	132,46
Presidente Prudente (Município) (354140)	1.050,95	868,81	5.900.394,22	0,00	0,00	5.900.394,22	26,19
Registro (Município) (354260)	219,82	212,27	2.134.902,16	0,00	0,00	2.134.902,16	37,83
Ribeirão Pires (Município) (354330)	549,64	346,77	6.444.736,54	0,00	0,00	6.444.736,54	52,89
Ribeirão Preto (Município) (354340)	2.204,10	1.860,22	6.723.455,28	0,00	0,00	6.723.455,28	9,85
Rio Claro (Município) (354390)	924,88	737,03	0,00	0,00	0,00	0,00	0,00
Rio Grande da Serra (Município) (354410)	157,83	75,27	4.109.769,84	0,00	0,00	4.109.769,84	83,18
Salesópolis (Município) (354500)	60,09	46,96	495.862,91	0,00	0,00	495.862,91	29,34
Salto (Município) (354520)	552,00	454,00	175.284,98	0,00	540.573,49	715.858,46	6,16
Santa Bárbara d'Oeste (Município) (354580)	782,79	678,13	20.733.961,87	0,00	0,00	20.733.961,87	108,05
Santa Isabel (Município) (354680)	117,67	78,49	5.746.847,06	0,00	0,00	5.746.847,06	102,60
Santana de Parnaíba (Município) (354730)	609,42	241,08	29.744.543,67	0,00	0,00	29.744.543,67	225,53
Santo André (Município) (354780)	1.899,79	1.260,81	10.041.668,27	0,00	0,00	10.041.668,27	14,04
Santos (Município) (354850)	1.399,17	545,17	13.535.492,88	0,00	0,00	13.535.492,88	31,13
São Bernardo do Campo (Município) (354870)	1.995,56	1.231,86	45.553.162,04	0,00	0,00	45.553.162,04	55,05
São Caetano do Sul (Município) (354880)	455,09	325,86	6.793.650,04	0,00	0,00	6.793.650,04	42,56
São Carlos (Município) (354890)	1.022,66	987,68	941.738,89	0,00	134.541,75	1.076.280,64	4,37
São João da Boa Vista (Município) (354910)	396,40	362,87	4.273.349,52	0,00	0,00	4.273.349,52	47,43
São Joaquim da Barra (Município) (354940)	168,00	178,00	0,00	0,00	0,00	0,00	0,00
São José do Rio Pardo (Município) (354970)	260,00	230,00	263.527,15	34.142.152,03	0,00	34.405.679,17	628,60
São José do Rio Preto (Município) (354980)	1.976,00	1.858,00	24.466.250,33	0,00	0,00	24.466.250,33	54,29
São José dos Campos (Município) (354990)	1.290,61	897,99	13.891.556,45	0,00	0,00	13.891.556,45	19,75
São Lourenço da Serra (Município) (354995)	33,14	34,26	886.191,69	0,00	0,00	886.191,69	57,30
São Paulo (Município) (355030)	21.472,41	17.305,37	2.360.810.963,09	0,00	0,00	2.360.810.963,09	195,00
São Roque (Município) (355060)	341,76	137,49	19.831.599,11	0,00	0,00	19.831.599,11	224,15
São Sebastião (Município) (355070)	350,69	263,10	22.039.068,00	0,00	0,00	22.039.068,00	257,65
São Vicente (Município) (355100)	870,44	354,65	7.760.537,24	0,00	0,00	7.760.537,24	21,53
Sertãozinho (Município) (355170)	530,00	430,00	1.015.928,24	0,00	589.045,14	1.604.973,38	13,09
Sorocaba (Município) (355220)	1.982,09	1.374,61	21.059.195,61	0,00	0,00	21.059.195,61	31,91
Sumaré (Município) (355240)	795,87	712,12	5.660.710,88	0,00	0,00	5.660.710,88	20,73
Suzano (Município) (355250)	882,19	619,49	27.321.625,31	0,00	0,00	27.321.625,31	93,96
Taboão da Serra (Município) (355280)	414,24	311,04	10.448.028,45	0,00	0,00	10.448.028,45	37,36
Taquaritinga (Município) (355370)	270,00	268,00	106.550,90	0,00	0,00	106.550,90	1,87
Tatuí (Município) (355400)	459,50	249,77	8.550.716,30	0,00	0,00	8.550.716,30	71,89
Taubaté (Município) (355410)	896,25	608,41	8.672.548,41	0,00	0,00	8.672.548,41	28,16
Tupã (Município) (355500)	336,04	268,19	2.711.751,50	0,00	0,00	2.711.751,50	41,24
Ubatuba (Município) (355540)	393,47	141,22	13.903.723,84	0,00	0,00	13.903.723,84	157,44
Valinhos (Município) (355620)	667,28	616,73	8.075.710,91	0,00	0,00	8.075.710,91	65,11
Vargem Grande Paulista (Município) (355645)	304,17	74,42	1.774.047,08	0,00	0,00	1.774.047,08	35,24
Várzea Paulista (Município) (355650)	298,48	221,95	2.656.131,78	0,00	0,00	2.656.131,78	22,34
Vinhedo (Município) (355670)	547,36	342,87	5.843.514,77	0,00	0,00	5.843.514,77	77,78
Votorantim (Município) (355700)	477,30	364,51	7.182.262,12	0,00	0,00	7.182.262,12	59,90
Votuporanga (Município) (355710)	498,55	480,83	4.341.935,01	0,00	0,00	4.341.935,01	46,80
Adrianópolis (Município) (410020)	51,61	0,00	1.477.480,11	0,00	0,00	1.477.480,11	236,25
Agudos do Sul (Município) (410030)	50,84	14,87	739.382,71	0,00	0,00	739.382,71	80,71
Almirante Tamandaré (Município) (410040)	481,34	239,97	2.961.466,98	0,00	0,00	2.961.466,98	25,67
Apucarana (Município) (410140)	597,29	657,83	18.150.634,86	0,00	0,00	18.150.634,86	136,79
Arapongas (Município) (410150)	624,75	482,27	6.482.478,52	0,00	0,00	6.482.478,52	54,72
Araucária (Município) (410180)	663,11	495,40	13.385.276,67	0,00	0,00	13.385.276,67	97,38
Balsa Nova (Município) (410230)	205,35	14,62	561.200,90	0,00	0,00	561.200,90	44,53
Bocaiúva do Sul (Município) (410310)	56,14	31,04	255.334,19	0,00	0,00	255.334,19	20,46
Cambé (Município) (410370)	360,24	479,17	8.677.737,44	0,00	0,00	8.677.737,44	82,37
Campina Grande do Sul (Município) (410400)	238,80	171,42	917.974,34	0,00	0,00	917.974,34	21,58
Campo Largo (Município) (410420)	655,53	466,37	20.636.889,27	0,00	0,00	20.636.889,27	162,10
Campo Magro (Município) (410425)	127,69	47,12	2.553.318,98	0,00	0,00	2.553.318,98	90,40
Campo Mourão (Município) (410430)	477,48	521,56	8.053.238,48	0,00	0,00	8.053.238,48	85,53
Cascavel (Município) (410480)	1.389,55	1.390,38	24.446.395,80	0,00	0,00	24.446.395,80	76,49
Castro (Município) (410490)	284,29	239,10	1.504.149,40	0,00	0,00	1.504.149,40	21,04
Cerro Azul (Município) (410520)	44,49	1,20	244.906,99	0,00	0,00	244.906,99	13,69
Cianorte (Município) (410550)	633,68	242,52	3.774.845,59	0,00	0,00	3.774.845,59	47,44
Colombo (Município) (410580)	938,84	582,88	8.649.123,47	0,00	0,00	8.649.123,47	36,43
Contenda (Município) (410620)	119,26	56,14	1.769.671,49	0,00	0,00	1.769.671,49	98,53
Curitiba (Município) (410690)	7.360,79	6.281,35	96.037.805,15	0,00	0,00	96.037.805,15	50,32
Fazenda Rio Grande (Município) (410765)	581,95	354,68	25.467.934,02	0,00	0,00	25.467.934,02	267,45
Foz do Iguaçu (Município) (410830)	1.455,92	1.142,45	15.014.442,95	0,00	0,00	15.014.442,95	56,86
Francisco Beltrão (Município) (410840)	517,46	366,37	4.962.394,59	0,00	0,00	4.962.394,59	56,09
Guarapuava (Município) (410940)	943,37	784,87	30.294.032,15	0,00	0,00	30.294.032,15	167,96
Ibiporã (Município) (410980)	369,06	263,19	702.278,74	0,00	0,00	702.278,74	13,16
Irati (Município) (411070)	382,73	295,61	7.120.922,04	0,00	0,00	7.120.922,04	117,85
Itaperuçu (Município) (411125)	69,94	41,46	2.927.327,28	0,00	0,00	2.927.327,28	106,45
Lapa (Município) (411320)	271,41	116,11	2.641.825,44	0,00	0,00	2.641.825,44	54,96
Londrina (Município) (411370)	1.984,08	1.831,72	45.620.044,74	0,00	0,00	45.620.044,74	81,69
Mandirituba (Município) (411430)	119,31	39,55	1.308.873,47	0,00	0,00	1.308.873,47	51,00
Marechal Cândido Rondon (Município) (411460)	577,05	114,35	1.656.363,80	0,00	0,00	1.656.363,80	31,98
Maringá (Município) (411520)	1.952,55	1.740,45	29.118.329,28	0,00	0,00	29.118.329,28	71,60
Palmas (Município) (411760)	227,28	146,00	887.275,51	0,00	0,00	887.275,51	18,11
Paranaguá (Município) (411820)	640,07	535,07	17.380.979,63	0,00	0,00	17.380.979,63	113,62
Paranavaí (Município) (411840)	719,34	524,12	23.815.569,71	0,00	0,00	23.815.569,71	271,09
Pato Branco (Município) (411850)	600,15	380,11	14.022.471,38	0,00	0,00	14.022.471,38	173,74
Pinhais (Município) (411915)	612,06	478,75	2.363.826,49	0,00	0,00	2.363.826,49	18,26
Piraquara (Município) (411950)	518,79	407,76	10.994.624,94	0,00	0,00	10.994.624,94	102,04
Ponta Grossa (Município) (411990)	1.429,34	1.547,91	47.676.616,25	0,00	0,00	47.676.616,25	138,46
Prudentópolis (Município) (412060)	173,99	167,67	935.028,81	0,00	0,00	935.028,81	17,94
Quatro Barras (Município) (412080)	168,36	123,48	839.633,86	0,00	0,00	839.633,86	37,07
Quitandinha (Município) (412120)	41,35	14,02	791.009,19	0,00	0,00	791.009,19	42,23
Rio Branco do Sul (Município) (412220)	147,88	0,00	1.742.729,14	0,00	0,00	1.742.729,14	53,62
Rolândia (Município) (412240)	346,76	234,68	3.184.503,09	0,00	0,00	3.184.503,09	49,20
São José dos Pinhais (Município) (412550)	1.313,41	837,76	71.375.819,69	0,00	0,00	71.375.819,69	232,09
Sarandi (Município) (412625)	-	-	-	-	-	-	-
Telêmaco Borba (Município) (412710)	338,22	252,24	7.905.815,06	0,00	0,00	7.905.815,06	102,31
Tijucas do Sul (Município) (412760)	107,20	0,00	1.693.533,51	0,00	0,00	1.693.533,51	103,59
Toledo (Município) (412770)	759,73	679,32	18.337.901,37	0,00	0,00	18.337.901,37	135,30
Tunas do Paraná (Município) (412788)	25,76	0,00	667.606,22	0,00	0,00	667.606,22	83,75
Umuarama (Município) (412810)	503,78	560,48	10.950.859,17	0,00	0,00	10.950.859,17	99,59
União da Vitória (Município) (412820)	349,24	89,31	21.699.037,99	0,00	0,00	21.699.037,99	380,50
Doutor Ulysses (Município) (412863)	15,75	0,00	0,00	0,00	0,00	0,00	0,00
Águas Mornas (Município) (420060)	30,01	0,00	7.162,48	0,00	0,00	7.162,48	1,14
Alfredo Wagner (Município) (420070)	18,31	13,00	40.546,34	0,00	0,00	40.546,34	4,07
Angelina (Município) (420090)	7,56	0,00	17.127,91	0,00	0,00	17.127,91	3,47
Anitápolis (Município) (420110)	18,00	0,00	20.910,60	0,00	0,00	20.910,60	6,44
Antônio Carlos (Município) (420120)	92,09	0,00	142.910,37	0,00	0,00	142.910,37	17,16
Araranguá (Município) (420140)	513,40	63,18	2.861.011,50	0,00	0,00	2.861.011,50	42,63
Balneário Camboriú (Município) (420200)	381,00	300,00	19.104.785,00	0,00	0,00	19.104.785,00	141,24
Biguaçu (Município) (420230)	178,52	0,00	4.477.607,53	0,00	0,00	4.477.607,53	67,27
Blumenau (Município) (420240)	1.572,00	386,00	19.949.693,57	0,00	0,00	19.949.693,57	57,24
Brusque (Município) (420290)	687,86	0,00	883.524,43	0,00	0,00	883.524,43	6,86
Caçador (Município) (420300)	263,73	9,82	6.022.117,45	0,00	0,00	6.022.117,45	77,88
Camboriú (Município) (420320)	237,00	0,00	8.977.781,35	0,00	0,00	8.977.781,35	114,03
Canelinha (Município) (420370)	73,88	0,00	184.104,10	0,00	0,00	184.104,10	15,41
Canoinhas (Município) (420380)	362,77	0,00	9.417.050,47	0,00	0,00	9.417.050,47	173,10
Chapecó (Município) (420420)	685,40	239,80	6.696.209,26	0,00	0,00	6.696.209,26	31,40
Concórdia (Município) (420430)	296,06	3,80	17.182.384,55	0,00	0,00	17.182.384,55	232,93
Criciúma (Município) (420460)	1.129,40	155,69	10.265.485,19	0,00	0,00	10.265.485,19	48,57
Florianópolis (Município) (420540)	1.445,21	778,56	26.337.810,51	0,00	0,00	26.337.810,51	54,21
Garopaba (Município) (420570)	113,76	0,00	6.251.914,81	0,00	0,00	6.251.914,81	283,12
Gaspar (Município) (420590)	399,02	0,00	886.604,82	0,00	0,00	886.604,82	13,16
Governador Celso Ramos (Município) (420600)	151,00	0,00	0,00	0,00	0,00	0,00	0,00
Içara (Município) (420700)	212,01	48,11	557.067,75	0,00	0,00	557.067,75	10,16
Indaial (Município) (420750)	386,54	19,95	2.640.974,15	0,00	0,00	2.640.974,15	39,72
Itajaí (Município) (420820)	694,95	112,00	2.339.912,17	0,00	0,00	2.339.912,17	11,01
Itapema (Município) (420830)	283,38	105,60	10.125.924,38	0,00	0,00	10.125.924,38	165,49
Jaraguá do Sul (Município) (420890)	857,00	564,00	22.787.655,61	0,00	0,00	22.787.655,61	133,39
Joinville (Município) (420910)	2.161,99	547,10	43.773.313,87	11.825.985,86	0,00	55.599.299,74	96,35
Lages (Município) (420930)	785,69	154,94	8.727.171,26	0,00	0,00	8.727.171,26	55,06
Leoberto Leal (Município) (420980)	7,56	0,00	14.787,76	0,00	0,00	14.787,76	4,71
Mafra (Município) (421010)	311,65	0,00	1.400.097,10	0,00	0,00	1.400.097,10	25,04
Major Gercino (Município) (421020)	6,64	0,00	9.826,26	0,00	0,00	9.826,26	2,87
Navegantes (Município) (421130)	-	-	-	-	-	-	-
Nova Trento (Município) (421150)	85,00	0,00	63.419,02	0,00	0,00	63.419,02	4,50
Palhoça (Município) (421190)	712,00	71,00	0,00	5.125.145,98	0,00	5.125.145,98	31,08
Paulo Lopes (Município) (421230)	15,76	0,00	291.396,61	0,00	0,00	291.396,61	39,59
Rancho Queimado (Município) (421430)	23,03	8,99	19.140,38	0,00	0,00	19.140,38	6,67
Rio do Sul (Município) (421480)	270,50	0,00	3.593.601,12	0,00	0,00	3.593.601,12	51,94
Santo Amaro da Imperatriz (Município) (421570)	128,58	49,66	840.483,09	0,00	0,00	840.483,09	37,17
São Bento do Sul (Município) (421580)	591,00	140,00	1.419.786,23	0,00	0,00	1.419.786,23	17,14
São Bonifácio (Município) (421590)	6,78	0,00	30.956,15	0,00	0,00	30.956,15	10,68
São Francisco do Sul (Município) (421620)	391,00	0,00	4.995.831,57	0,00	0,00	4.995.831,57	98,54
São João Batista (Município) (421630)	165,00	0,00	875.982,58	0,00	0,00	875.982,58	24,98
São José (Município) (421660)	340,08	97,95	6.949.313,48	0,00	0,00	6.949.313,48	28,99
São Pedro de Alcântara (Município) (421725)	12,35	0,00	0,00	0,00	0,00	0,00	0,00
Tijucas (Município) (421800)	250,00	70,00	5.798.673,89	0,00	0,00	5.798.673,89	157,01
Tubarão (Município) (421870)	545,00	0,00	3.397.018,10	0,00	0,00	3.397.018,10	32,52
Videira (Município) (421930)	161,95	0,00	4.804.457,51	0,00	0,00	4.804.457,51	92,28
Xanxerê (Município) (421950)	211,59	0,00	402.652,30	0,00	0,00	402.652,30	8,10
Alegrete (Município) (430040)	153,07	24,49	9.689.816,52	0,00	0,00	9.689.816,52	124,22
Alvorada (Município) (430060)	599,95	89,58	11.317.756,48	0,00	0,00	11.317.756,48	54,37
Araricá (Município) (430087)	-	-	-	-	-	-	-
Arroio dos Ratos (Município) (430110)	102,90	0,00	1.600.779,20	0,00	0,00	1.600.779,20	112,30
Bagé (Município) (430160)	476,52	297,27	6.288.991,25	0,00	0,00	6.288.991,25	51,46
Bento Gonçalves (Município) (430210)	365,70	0,69	4.511.236,99	0,00	0,00	4.511.236,99	39,20
Cachoeira do Sul (Município) (430300)	250,94	81,36	5.067.305,66	0,00	0,00	5.067.305,66	59,27
Cachoeirinha (Município) (430310)	329,54	176,33	16.591.681,16	0,00	0,00	16.591.681,16	130,32
Camaquã (Município) (430350)	231,41	0,00	920.146,82	0,00	0,00	920.146,82	13,90
Campo Bom (Município) (430390)	345,50	6,00	14.417.824,76	0,00	0,00	14.417.824,76	222,11
Canguçu (Município) (430450)	78,21	56,00	423.565,09	0,00	0,00	423.565,09	7,55
Canoas (Município) (430460)	844,88	135,84	6.746.333,27	0,00	0,00	6.746.333,27	19,62
Capão da Canoa (Município) (430463)	359,78	39,18	37.788.839,98	0,00	0,00	37.788.839,98	780,75
Capela de Santana (Município) (430468)	33,00	0,00	0,00	0,00	0,00	0,00	0,00
Carazinho (Município) (430470)	322,87	0,00	1.633.446,55	0,00	0,00	1.633.446,55	26,20
Caxias do Sul (Município) (430510)	1.743,13	1.723,15	19.318.580,25	0,00	0,00	19.318.580,25	39,97
Charqueadas (Município) (430535)	117,52	0,00	1.566.062,72	0,00	0,00	1.566.062,72	40,26
Cruz Alta (Município) (430610)	224,31	33,00	3.341.912,77	0,00	0,00	3.341.912,77	52,66
Dois Irmãos (Município) (430640)	108,10	46,00	251.569,96	0,00	0,00	251.569,96	8,18
Eldorado do Sul (Município) (430676)	99,31	9,44	69.675,50	0,00	0,00	69.675,50	1,81
Erechim (Município) (430700)	401,97	0,00	6.078.103,28	0,00	0,00	6.078.103,28	58,76
Estância Velha (Município) (430760)	167,58	7,20	11.931.224,58	0,00	0,00	11.931.224,58	252,32
Esteio (Município) (430770)	204,91	1,28	8.940.846,50	0,00	0,00	8.940.846,50	106,14
Farroupilha (Município) (430790)	237,88	0,00	3.460.365,91	0,00	0,00	3.460.365,91	49,76
Glorinha (Município) (430905)	34,36	1,05	1.481.937,37	0,00	0,00	1.481.937,37	193,62
Gravataí (Município) (430920)	700,62	244,80	11.477.848,23	0,00	0,00	11.477.848,23	41,72
Guaíba (Município) (430930)	589,98	13,10	9.480.313,51	0,00	0,00	9.480.313,51	95,44
Ijuí (Município) (431020)	299,42	5,36	7.809.659,83	0,00	0,00	7.809.659,83	93,72
Ivoti (Município) (431080)	144,00	0,00	64.716,69	0,00	0,00	64.716,69	2,87
Lajeado (Município) (431140)	344,66	0,73	728.269,59	0,00	0,00	728.269,59	9,12
Montenegro (Município) (431240)	230,73	0,00	875.296,63	0,00	0,00	875.296,63	13,70
Nova Hartz (Município) (431306)	20,00	2,00	0,00	0,00	0,00	0,00	0,00
Nova Santa Rita (Município) (431337)	85,59	0,00	11.554,25	0,00	0,00	11.554,25	0,44
Novo Hamburgo (Município) (431340)	870,48	51,34	19.537.834,32	0,00	0,00	19.537.834,32	78,31
Parobé (Município) (431405)	135,37	0,00	378.862,73	0,00	0,00	378.862,73	6,73
Passo Fundo (Município) (431410)	798,91	33,61	15.269.920,00	0,00	0,00	15.269.920,00	76,81
Pelotas (Município) (431440)	947,70	416,54	10.561.199,85	0,00	0,00	10.561.199,85	30,67
Portão (Município) (431480)	86,65	0,00	0,00	0,00	0,00	0,00	0,00
Porto Alegre (Município) (431490)	4.142,64	1.962,72	80.234.847,28	0,00	0,00	80.234.847,28	54,03
Rio Grande (Município) (431560)	547,58	110,00	3.151.901,81	0,00	0,00	3.151.901,81	15,05
Santa Cruz do Sul (Município) (431680)	598,01	50,71	11.558.573,71	0,00	0,00	11.558.573,71	90,71
Santa Maria (Município) (431690)	740,58	240,34	22.572.758,08	0,00	0,00	22.572.758,08	81,07
Sant'Ana do Livramento (Município) (431710)	281,20	98,67	528.196,34	0,00	0,00	528.196,34	6,42
Santa Rosa (Município) (431720)	253,31	41,57	13.406.308,92	0,00	0,00	13.406.308,92	184,27
Santo Ângelo (Município) (431750)	435,17	28,58	7.780.700,73	0,00	0,00	7.780.700,73	98,36
Santo Antônio da Patrulha (Município) (431760)	143,85	0,00	6.428.071,39	0,00	0,00	6.428.071,39	151,85
São Borja (Município) (431800)	199,34	49,64	5.837.019,23	0,00	0,00	5.837.019,23	92,93
São Gabriel (Município) (431830)	235,43	27,00	0,00	0,00	0,00	0,00	0,00
São Jerônimo (Município) (431840)	62,99	0,00	599.862,57	0,00	0,00	599.862,57	25,24
São Leopoldo (Município) (431870)	764,81	124,93	4.161.008,24	0,00	0,00	4.161.008,24	18,02
Sapiranga (Município) (431990)	270,18	0,09	4.488.627,68	0,00	0,00	4.488.627,68	55,89
Sapucaia do Sul (Município) (432000)	346,30	1,97	4.032.824,85	0,00	0,00	4.032.824,85	28,91
Taquara (Município) (432120)	620,37	0,00	641.929,43	0,00	0,00	641.929,43	11,16
Tramandaí (Município) (432160)	396,88	46,87	11.085.174,23	0,00	0,00	11.085.174,23	233,27
Triunfo (Município) (432200)	90,23	0,00	1.049.709,11	0,00	0,00	1.049.709,11	37,11
Uruguaiana (Município) (432240)	314,84	209,00	24.660.797,95	0,00	0,00	24.660.797,95	190,01
Vacaria (Município) (432250)	264,71	0,00	1.655.997,04	0,00	0,00	1.655.997,04	25,32
Venâncio Aires (Município) (432260)	251,32	0,00	1.215.919,55	0,00	0,00	1.215.919,55	17,25
Viamão (Município) (432300)	516,68	7,76	4.088.741,77	0,00	0,00	4.088.741,77	16,12
Campo Grande (Município) (500270)	3.952,00	2.139,00	90.271.504,21	0,00	0,00	90.271.504,21	103,26
Corumbá (Município) (500320)	399,36	203,46	4.276.947,77	0,00	0,00	4.276.947,77	38,92
Dourados (Município) (500370)	1.293,52	721,16	37.813.927,83	0,00	0,00	37.813.927,83	173,40
Naviraí (Município) (500570)	231,56	95,82	1.022.159,70	0,00	0,00	1.022.159,70	19,22
Nova Andradina (Município) (500620)	329,76	47,24	2.696.633,06	0,00	0,00	2.696.633,06	51,24
Ponta Porã (Município) (500660)	372,44	214,53	5.744.481,54	0,00	0,00	5.744.481,54	64,12
Sidrolândia (Município) (500790)	108,52	28,11	1.138.985,06	0,00	0,00	1.138.985,06	20,87
Três Lagoas (Município) (500830)	736,14	142,47	20.712.246,52	0,00	0,00	20.712.246,52	176,31
Alta Floresta (Município) (510025)	220,00	117,00	988.475,41	0,00	0,00	988.475,41	19,70
Barão de Melgaço (Município) (510160)	-	-	-	-	-	-	-
Barra do Garças (Município) (510180)	386,62	180,53	4.742.736,93	0,00	0,00	4.742.736,93	80,42
Cáceres (Município) (510250)	226,73	39,50	1.243.108,35	0,00	0,00	1.243.108,35	13,62
Chapada dos Guimarães (Município) (510300)	83,00	0,00	0,00	30.757,73	0,00	30.757,73	1,61
Cuiabá (Município) (510340)	2.568,30	925,89	43.006.135,14	0,00	0,00	43.006.135,14	72,88
Jangada (Município) (510490)	23,14	0,00	68.576,73	0,00	0,00	68.576,73	8,58
Lucas do Rio Verde (Município) (510525)	429,00	100,00	1.919.673,37	0,00	0,00	1.919.673,37	31,21
Nossa Senhora do Livramento (Município) (510610)	24,35	0,00	0,00	0,00	0,00	0,00	0,00
Nova Brasilândia (Município) (510620)	21,00	0,00	0,00	0,00	0,00	0,00	0,00
Planalto da Serra (Município) (510645)	-	-	-	-	-	-	-
Poconé (Município) (510650)	103,74	0,00	206.186,37	0,00	0,00	206.186,37	6,40
Primavera do Leste (Município) (510704)	295,72	202,19	3.323.611,48	0,00	0,00	3.323.611,48	56,05
Rondonópolis (Município) (510760)	1.057,87	567,84	10.922.166,68	0,00	0,00	10.922.166,68	49,13
Rosário Oeste (Município) (510770)	45,40	0,00	0,00	0,00	0,00	0,00	0,00
Santo Antônio do Leverger (Município) (510780)	-	-	-	-	-	-	-
Sinop (Município) (510790)	893,93	132,05	12.383.938,23	0,00	0,00	12.383.938,23	91,14
Sorriso (Município) (510792)	434,29	292,98	12.574.061,84	0,00	0,00	12.574.061,84	147,54
Tangará da Serra (Município) (510795)	355,15	95,82	2.033.388,98	0,00	0,00	2.033.388,98	20,58
Várzea Grande (Município) (510840)	1.185,28	165,40	0,00	0,00	0,00	0,00	0,00
Abadia de Goiás (Município) (520005)	101,03	18,96	373.234,81	0,00	0,00	373.234,81	45,48
Águas Lindas de Goiás (Município) (520025)	214,94	22,55	10.234.202,16	0,00	0,00	10.234.202,16	52,27
Anápolis (Município) (520110)	2.036,95	720,41	10.869.930,03	0,00	0,00	10.869.930,03	28,98
Aparecida de Goiânia (Município) (520140)	2.284,36	1.016,46	44.314.633,12	0,00	0,00	44.314.633,12	81,75
Aragoiânia (Município) (520180)	73,81	0,00	32.783,06	0,00	0,00	32.783,06	3,36
Bela Vista de Goiás (Município) (520330)	148,67	96,27	595.044,80	0,00	0,00	595.044,80	20,87
Bonfinópolis (Município) (520355)	69,98	0,00	18.628,67	0,00	0,00	18.628,67	2,06
Brazabrantes (Município) (520360)	26,83	0,00	36.668,18	0,00	0,00	36.668,18	10,17
Caldas Novas (Município) (520450)	220,00	180,00	0,00	0,00	0,00	0,00	0,00
Caldazinha (Município) (520455)	17,28	0,00	7.083,90	0,00	0,00	7.083,90	1,91
Catalão (Município) (520510)	470,00	320,00	4.705.037,00	0,00	0,00	4.705.037,00	45,95
Caturaí (Município) (520520)	28,18	0,00	43.492,30	0,00	0,00	43.492,30	8,63
Cidade Ocidental (Município) (520549)	294,74	52,55	1.416.517,37	0,00	0,00	1.416.517,37	21,21
Cristalina (Município) (520620)	134,81	80,45	1.414.256,29	0,00	0,00	1.414.256,29	25,55
Formosa (Município) (520800)	365,90	235,26	5.337.639,40	0,00	0,00	5.337.639,40	46,10
Goianápolis (Município) (520840)	85,75	0,00	46.225,90	0,00	0,00	46.225,90	4,03
Goianésia (Município) (520860)	292,60	161,17	712.876,56	0,00	0,00	712.876,56	10,56
Goiânia (Município) (520870)	6.712,64	3.745,46	36.592.049,77	0,00	0,00	36.592.049,77	24,96
Goianira (Município) (520880)	169,19	99,71	264.548,85	0,00	0,00	264.548,85	6,43
Guapó (Município) (520920)	73,16	48,22	104.906,64	0,00	0,00	104.906,64	7,24
Hidrolândia (Município) (520970)	107,17	0,00	103.100,50	0,00	0,00	103.100,50	5,04
Inhumas (Município) (521000)	246,38	99,98	556.715,15	0,00	0,00	556.715,15	10,64
Itumbiara (Município) (521150)	594,37	266,44	2.083.807,07	0,00	0,00	2.083.807,07	20,33
Jataí (Município) (521190)	544,14	397,13	19.177.629,27	0,00	0,00	19.177.629,27	195,43
Luziânia (Município) (521250)	874,04	100,81	4.651.572,87	0,00	0,00	4.651.572,87	23,30
Mineiros (Município) (521310)	326,00	295,00	1.072.011,50	0,00	0,00	1.072.011,50	17,08
Nerópolis (Município) (521450)	105,22	0,00	169.220,80	0,00	0,00	169.220,80	5,99
Nova Veneza (Município) (521500)	31,18	0,00	261.360,09	0,00	0,00	261.360,09	27,84
Novo Gama (Município) (521523)	310,00	36,56	1.451.773,30	0,00	0,00	1.451.773,30	13,19
Planaltina (Município) (521760)	236,65	69,04	6.552.987,84	0,00	0,00	6.552.987,84	73,74
Rio Verde (Município) (521880)	621,15	273,77	30.127.482,03	0,00	0,00	30.127.482,03	138,81
Santo Antônio de Goiás (Município) (521973)	26,28	0,00	52.197,78	0,00	0,00	52.197,78	9,02
Santo Antônio do Descoberto (Município) (521975)	201,93	62,67	899.845,79	0,00	0,00	899.845,79	12,52
Senador Canedo (Município) (522045)	707,78	0,00	2.236.689,31	3.622.870,40	0,00	5.859.559,71	55,56
