Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Ourinhos (Município) (353470)	638,48	518,43	1.055.021,84	0,00	0,00	1.055.021,84	9,36
Paulínia (Município) (353650)	492,84	232,11	2.610.347,81	0,00	0,00	2.610.347,81	24,45
Penápolis (Município) (353730)	282,17	274,59	2.541.710,88	0,00	0,00	2.541.710,88	40,31
Peruíbe (Município) (353760)	539,21	471,55	25.122.260,03	0,00	0,00	25.122.260,03	371,92
Piedade (Município) (353780)	177,47	62,26	4.094.780,69	0,00	0,00	4.094.780,69	74,25
Pindamonhangaba (Município) (353800)	598,77	441,05	9.237.768,73	0,00	0,00	9.237.768,73	55,49
Piracicaba (Município) (353870)	1.696,11	1.430,40	93.962.749,57	0,00	0,00	93.962.749,57	234,35
Pirapora do Bom Jesus (Município) (353910)	77,18	38,97	796.591,83	0,00	0,00	796.591,83	42,82
Pirassununga (Município) (353930)	520,00	440,00	4.439.541,32	0,00	0,00	4.439.541,32	58,47
Poá (Município) (353980)	295,28	251,65	5.580.683,61	0,00	0,00	5.580.683,61	47,89
Porto Feliz (Município) (354060)	203,80	150,87	5.914.281,33	0,00	0,00	5.914.281,33	112,04
Porto Ferreira (Município) (354070)	308,00	306,00	3.230.409,75	0,00	0,00	3.230.409,75	57,91
Praia Grande (Município) (354100)	992,58	633,03	74.806.952,41	0,00	0,00	74.806.952,41	234,40
Presidente Prudente (Município) (354140)	1.116,42	910,98	9.964.060,97	0,00	0,00	9.964.060,97	43,88
Registro (Município) (354260)	226,02	219,21	2.903.157,70	0,00	0,00	2.903.157,70	51,61
Ribeirão Pires (Município) (354330)	551,91	350,10	11.716.605,48	0,00	0,00	11.716.605,48	95,56
Ribeirão Preto (Município) (354340)	2.318,00	1.937,14	3.375.367,08	0,00	0,00	3.375.367,08	4,86
Rio Claro (Município) (354390)	925,77	737,15	0,00	0,00	0,00	0,00	0,00
Rio Grande da Serra (Município) (354410)	161,96	75,27	2.780.293,84	0,00	0,00	2.780.293,84	55,34
Salesópolis (Município) (354500)	61,56	48,46	2.475.775,16	0,00	0,00	2.475.775,16	145,45
Salto (Município) (354520)	600,00	466,00	1.970.456,90	0,00	435.102,92	2.405.559,82	20,46
Santa Bárbara d'Oeste (Município) (354580)	785,19	680,36	37.876.676,42	0,00	0,00	37.876.676,42	196,73
Santa Isabel (Município) (354680)	118,12	78,71	6.761.534,51	0,00	0,00	6.761.534,51	119,06
Santana de Parnaíba (Município) (354730)	662,66	272,77	61.223.406,62	0,00	0,00	61.223.406,62	448,47
Santo André (Município) (354780)	1.908,03	1.269,21	7.240.950,97	0,00	0,00	7.240.950,97	10,11
Santos (Município) (354850)	1.400,27	548,83	20.875.766,72	0,00	0,00	20.875.766,72	48,22
São Bernardo do Campo (Município) (354870)	2.007,28	1.248,30	55.805.364,44	0,00	0,00	55.805.364,44	66,97
São Caetano do Sul (Município) (354880)	456,41	327,15	449.095,70	0,00	0,00	449.095,70	2,80
São Carlos (Município) (354890)	1.056,13	987,68	1.594.283,65	0,00	0,00	1.594.283,65	6,39
São João da Boa Vista (Município) (354910)	396,43	363,30	2.567.388,42	0,00	0,00	2.567.388,42	28,33
São Joaquim da Barra (Município) (354940)	248,00	273,00	0,00	0,00	0,00	0,00	0,00
São José do Rio Pardo (Município) (354970)	260,00	245,00	682.780,43	0,00	0,00	682.780,43	12,47
São José do Rio Preto (Município) (354980)	2.056,70	1.958,70	49.686.489,50	0,00	0,00	49.686.489,50	108,90
São José dos Campos (Município) (354990)	1.294,62	901,72	16.547.721,56	0,00	0,00	16.547.721,56	23,18
São Lourenço da Serra (Município) (354995)	33,14	34,26	593.341,19	0,00	0,00	593.341,19	37,87
São Paulo (Município) (355030)	21.766,31	17.531,73	1.799.550.643,18	0,00	0,00	1.799.550.643,18	147,78
São Roque (Município) (355060)	342,12	138,40	5.585.465,55	0,00	0,00	5.585.465,55	62,10
São Sebastião (Município) (355070)	350,69	263,10	18.882.870,69	0,00	0,00	18.882.870,69	215,57
São Vicente (Município) (355100)	881,47	356,43	17.430.800,16	0,00	0,00	17.430.800,16	48,00
Sertãozinho (Município) (355170)	535,00	435,00	712.123,71	0,00	26.802,97	738.926,68	5,94
Sorocaba (Município) (355220)	2.031,09	1.408,32	61.847.636,22	0,00	0,00	61.847.636,22	92,15
Sumaré (Município) (355240)	790,49	677,85	26.450.797,23	0,00	0,00	26.450.797,23	94,95
Suzano (Município) (355250)	901,69	628,46	61.403.261,26	0,00	0,00	61.403.261,26	208,40
Taboão da Serra (Município) (355280)	414,29	313,66	11.810.731,04	0,00	0,00	11.810.731,04	41,36
Taquaritinga (Município) (355370)	276,00	274,00	383.731,79	0,00	0,00	383.731,79	6,73
Tatuí (Município) (355400)	459,50	249,77	5.351.435,91	0,00	0,00	5.351.435,91	44,40
Taubaté (Município) (355410)	900,48	610,69	10.263.563,42	0,00	0,00	10.263.563,42	32,91
Tupã (Município) (355500)	337,07	268,94	2.862.310,64	0,00	0,00	2.862.310,64	43,71
Ubatuba (Município) (355540)	416,01	142,13	11.052.776,63	0,00	0,00	11.052.776,63	123,15
Valinhos (Município) (355620)	667,29	618,43	5.564.734,45	0,00	0,00	5.564.734,45	43,77
Vargem Grande Paulista (Município) (355645)	305,82	77,42	72.700.287,34	0,00	0,00	72.700.287,34	1.406,14
Várzea Paulista (Município) (355650)	298,91	222,59	3.384.676,42	0,00	0,00	3.384.676,42	28,07
Vinhedo (Município) (355670)	553,04	349,15	7.521.500,38	0,00	0,00	7.521.500,38	97,29
Votorantim (Município) (355700)	564,10	415,40	10.546.296,99	0,00	0,00	10.546.296,99	86,92
Votuporanga (Município) (355710)	504,79	485,31	3.278.928,60	0,00	0,00	3.278.928,60	34,98
Adrianópolis (Município) (410020)	52,92	-	1.275.574,71	0,00	0,00	1.275.574,71	213,20
Agudos do Sul (Município) (410030)	50,84	14,87	350.943,20	0,00	0,00	350.943,20	37,86
Almirante Tamandaré (Município) (410040)	484,59	240,09	7.833.515,33	0,00	0,00	7.833.515,33	66,86
Apucarana (Município) (410140)	617,59	664,25	13.752.603,80	0,00	0,00	13.752.603,80	102,84
Arapongas (Município) (410150)	626,52	482,27	10.698.631,29	0,00	0,00	10.698.631,29	88,27
Araucária (Município) (410180)	671,07	498,67	7.801.542,60	0,00	0,00	7.801.542,60	55,17
Balsa Nova (Município) (410230)	206,69	14,62	885.663,80	0,00	0,00	885.663,80	69,26
Bocaiúva do Sul (Município) (410310)	59,07	31,18	898.374,03	0,00	0,00	898.374,03	70,43
Cambé (Município) (410370)	377,52	517,80	15.870.696,73	0,00	0,00	15.870.696,73	150,14
Campina Grande do Sul (Município) (410400)	241,70	171,90	3.837.021,03	0,00	0,00	3.837.021,03	89,48
Campo Largo (Município) (410420)	664,81	555,89	11.130.881,10	0,00	0,00	11.130.881,10	85,56
Campo Magro (Município) (410425)	129,66	47,22	4.694.506,23	0,00	0,00	4.694.506,23	162,52
Campo Mourão (Município) (410430)	486,98	532,51	5.748.749,80	0,00	0,00	5.748.749,80	61,02
Cascavel (Município) (410480)	1.415,38	1.408,41	30.619.308,60	0,00	0,00	30.619.308,60	94,37
Castro (Município) (410490)	284,51	246,29	4.588.735,77	0,00	0,00	4.588.735,77	64,49
Cerro Azul (Município) (410520)	44,97	1,20	577.994,87	0,00	0,00	577.994,87	32,61
Cianorte (Município) (410550)	639,75	253,94	4.438.392,28	0,00	0,00	4.438.392,28	54,53
Colombo (Município) (410580)	945,53	593,27	13.800.624,64	0,00	0,00	13.800.624,64	57,30
Contenda (Município) (410620)	121,62	62,16	2.392.562,36	0,00	0,00	2.392.562,36	130,56
Curitiba (Município) (410690)	7.383,19	6.274,53	100.020.667,85	0,00	0,00	100.020.667,85	52,17
Fazenda Rio Grande (Município) (410765)	596,16	521,10	10.170.802,04	0,00	0,00	10.170.802,04	103,40
Foz do Iguaçu (Município) (410830)	1.502,60	1.184,88	28.884.031,17	0,00	0,00	28.884.031,17	111,60
Francisco Beltrão (Município) (410840)	544,96	388,00	7.069.818,63	0,00	0,00	7.069.818,63	78,60
Guarapuava (Município) (410940)	1.039,37	811,22	34.471.141,43	0,00	0,00	34.471.141,43	191,15
Ibiporã (Município) (410980)	369,06	263,19	1.012.108,67	0,00	0,00	1.012.108,67	18,75
Irati (Município) (411070)	391,59	295,61	10.360.531,48	0,00	0,00	10.360.531,48	171,65
Itaperuçu (Município) (411125)	71,33	41,47	2.206.610,22	0,00	0,00	2.206.610,22	78,28
Lapa (Município) (411320)	272,83	119,33	4.936.103,90	0,00	0,00	4.936.103,90	103,03
Londrina (Município) (411370)	1.999,68	1.857,92	61.916.425,53	0,00	0,00	61.916.425,53	109,79
Mandirituba (Município) (411430)	124,51	39,67	3.257.956,97	0,00	0,00	3.257.956,97	123,36
Marechal Cândido Rondon (Município) (411460)	594,54	134,73	4.662.496,45	0,00	0,00	4.662.496,45	89,01
Maringá (Município) (411520)	1.966,03	1.762,91	17.217.134,65	0,00	0,00	17.217.134,65	41,29
Palmas (Município) (411760)	231,04	149,14	1.565.453,58	0,00	0,00	1.565.453,58	31,19
Paranaguá (Município) (411820)	647,08	536,39	54.423.573,47	0,00	0,00	54.423.573,47	354,17
Paranavaí (Município) (411840)	747,59	549,41	11.154.785,62	0,00	0,00	11.154.785,62	127,03
Pato Branco (Município) (411850)	631,87	395,94	14.945.939,17	0,00	0,00	14.945.939,17	182,51
Pinhais (Município) (411915)	615,19	480,39	3.999.027,64	0,00	0,00	3.999.027,64	30,58
Piraquara (Município) (411950)	529,94	414,21	15.907.075,73	0,00	0,00	15.907.075,73	143,24
Ponta Grossa (Município) (411990)	1.446,20	1.587,26	29.658.058,75	0,00	0,00	29.658.058,75	85,21
Prudentópolis (Município) (412060)	174,84	168,78	1.215.132,65	0,00	0,00	1.215.132,65	23,39
Quatro Barras (Município) (412080)	174,22	124,33	1.996.319,98	0,00	0,00	1.996.319,98	86,05
Quitandinha (Município) (412120)	44,39	16,56	1.166.114,24	0,00	0,00	1.166.114,24	61,79
Rio Branco do Sul (Município) (412220)	148,30	-	1.484.380,42	0,00	0,00	1.484.380,42	45,99
Rolândia (Município) (412240)	350,74	237,91	4.933.982,24	0,00	0,00	4.933.982,24	75,03
São José dos Pinhais (Município) (412550)	1.371,23	850,39	42.952.542,14	0,00	0,00	42.952.542,14	135,29
Sarandi (Município) (412625)	-	-	0,00	0,00	0,00	0,00	0,00
Telêmaco Borba (Município) (412710)	339,92	254,12	5.508.914,87	0,00	0,00	5.508.914,87	70,51
Tijucas do Sul (Município) (412760)	109,14	-	677.386,15	0,00	0,00	677.386,15	40,69
Toledo (Município) (412770)	781,28	703,17	26.181.917,26	0,00	0,00	26.181.917,26	188,94
Tunas do Paraná (Município) (412788)	26,17	-	667.965,61	0,00	0,00	667.965,61	78,50
Umuarama (Município) (412810)	503,78	561,02	16.467.189,05	0,00	0,00	16.467.189,05	148,90
União da Vitória (Município) (412820)	353,51	89,31	8.267.663,50	0,00	0,00	8.267.663,50	144,76
Doutor Ulysses (Município) (412863)	16,10	12,00	0,00	0,00	0,00	0,00	0,00
Águas Mornas (Município) (420060)	30,02	-	33.680,43	0,00	0,00	33.680,43	5,28
Alfredo Wagner (Município) (420070)	21,30	13,00	76.525,61	0,00	0,00	76.525,61	7,66
Angelina (Município) (420090)	7,57	-	17.477,05	0,00	0,00	17.477,05	3,60
Anitápolis (Município) (420110)	19,00	-	15.310,25	0,00	0,00	15.310,25	4,73
Antônio Carlos (Município) (420120)	92,30	-	205.054,64	0,00	0,00	205.054,64	24,38
Araranguá (Município) (420140)	565,20	63,18	2.043.823,99	0,00	0,00	2.043.823,99	30,24
Balneário Camboriú (Município) (420200)	381,00	300,00	9.956.121,79	0,00	0,00	9.956.121,79	71,77
Biguaçu (Município) (420230)	178,82	-	567.472,44	0,00	0,00	567.472,44	8,41
Blumenau (Município) (420240)	1.583,01	364,00	11.478.657,77	0,00	0,00	11.478.657,77	32,57
Brusque (Município) (420290)	695,92	-	1.826.481,40	0,00	0,00	1.826.481,40	13,87
Caçador (Município) (420300)	263,73	11,82	0,00	0,00	0,00	0,00	0,00
Camboriú (Município) (420320)	265,19	24,00	6.248.573,70	0,00	0,00	6.248.573,70	77,30
Canelinha (Município) (420370)	75,00	-	617.822,87	0,00	0,00	617.822,87	51,14
Canoinhas (Município) (420380)	368,49	51,17	5.216.131,53	0,00	0,00	5.216.131,53	96,03
Chapecó (Município) (420420)	685,41	241,10	4.583.526,39	0,00	0,00	4.583.526,39	21,16
Concórdia (Município) (420430)	297,57	3,81	13.397.611,43	0,00	0,00	13.397.611,43	180,79
Criciúma (Município) (420460)	1.134,77	155,69	2.295.472,87	0,00	0,00	2.295.472,87	10,78
Florianópolis (Município) (420540)	1.425,11	647,17	31.672.690,83	0,00	0,00	31.672.690,83	64,25
Garopaba (Município) (420570)	120,34	-	8.060.968,59	0,00	0,00	8.060.968,59	357,19
Gaspar (Município) (420590)	420,00	1,90	3.353.092,71	515.322,71	0,00	3.868.415,42	56,50
Governador Celso Ramos (Município) (420600)	155,00	-	0,00	0,00	0,00	0,00	0,00
Içara (Município) (420700)	212,01	48,10	46.888,48	0,00	0,00	46.888,48	0,84
Indaial (Município) (420750)	388,02	20,04	10.027.086,98	0,00	0,00	10.027.086,98	147,62
Itajaí (Município) (420820)	708,28	113,65	8.720.498,73	0,00	0,00	8.720.498,73	40,39
Itapema (Município) (420830)	284,45	105,60	922.807,94	0,00	0,00	922.807,94	14,59
Jaraguá do Sul (Município) (420890)	879,10	569,70	8.777.958,74	0,00	0,00	8.777.958,74	50,40
Joinville (Município) (420910)	2.182,00	553,34	25.658.879,44	4.845.629,06	0,00	30.504.508,49	52,31
Lages (Município) (420930)	781,63	155,41	6.359.807,07	0,00	0,00	6.359.807,07	40,32
Leoberto Leal (Município) (420980)	7,57	-	8.852,93	0,00	0,00	8.852,93	2,87
Mafra (Município) (421010)	307,80	-	153.811,96	0,00	0,00	153.811,96	2,75
Major Gercino (Município) (421020)	6,64	-	17.727,12	0,00	0,00	17.727,12	5,17
Navegantes (Município) (421130)	348,00	-	0,00	1.699.361,98	0,00	1.699.361,98	21,43
Nova Trento (Município) (421150)	89,30	-	141.684,66	0,00	0,00	141.684,66	9,90
Palhoça (Município) (421190)	712,00	85,00	0,00	3.334.507,50	0,00	3.334.507,50	19,82
Paulo Lopes (Município) (421230)	16,36	-	68.503,78	0,00	0,00	68.503,78	9,23
Rancho Queimado (Município) (421430)	23,04	8,99	93.859,76	0,00	0,00	93.859,76	32,73
Rio do Sul (Município) (421480)	270,51	-	9.048.524,25	0,00	0,00	9.048.524,25	129,08
Santo Amaro da Imperatriz (Município) (421570)	130,68	49,67	854.114,41	0,00	0,00	854.114,41	37,29
São Bento do Sul (Município) (421580)	596,00	149,00	4.405.646,51	0,00	0,00	4.405.646,51	52,71
São Bonifácio (Município) (421590)	7,33	-	0,00	0,00	0,00	0,00	0,00
São Francisco do Sul (Município) (421620)	424,00	-	7.560.270,97	0,00	0,00	7.560.270,97	146,30
São João Batista (Município) (421630)	177,00	-	2.394.321,43	0,00	0,00	2.394.321,43	66,06
São José (Município) (421660)	357,72	97,95	11.898.685,82	0,00	0,00	11.898.685,82	48,98
São Pedro de Alcântara (Município) (421725)	12,35	-	0,00	0,00	0,00	0,00	0,00
Tijucas (Município) (421800)	45,00	20,00	7.327.009,37	0,00	0,00	7.327.009,37	194,63
Tubarão (Município) (421870)	606,20	-	36.346.523,90	0,00	0,00	36.346.523,90	346,37
Videira (Município) (421930)	162,87	-	0,00	0,00	0,00	0,00	0,00
Xanxerê (Município) (421950)	219,39	-	159.370,56	0,00	0,00	159.370,56	3,17
Alegrete (Município) (430040)	153,07	24,49	4.720.465,72	0,00	0,00	4.720.465,72	63,64
Alvorada (Município) (430060)	599,95	89,58	8.658.603,05	0,00	0,00	8.658.603,05	41,39
Araricá (Município) (430087)	-	-	0,00	0,00	0,00	0,00	0,00
Arroio dos Ratos (Município) (430110)	102,30	-	1.120.025,18	0,00	0,00	1.120.025,18	79,31
Bagé (Município) (430160)	476,52	305,68	4.177.076,15	0,00	0,00	4.177.076,15	34,54
Bento Gonçalves (Município) (430210)	368,10	0,69	10.025.412,16	0,00	0,00	10.025.412,16	84,21
Cachoeira do Sul (Município) (430300)	250,94	81,36	3.005.662,38	0,00	0,00	3.005.662,38	36,41
Cachoeirinha (Município) (430310)	329,54	176,33	25.825.657,31	0,00	0,00	25.825.657,31	199,72
Camaquã (Município) (430350)	231,41	-	1.064.387,50	0,00	0,00	1.064.387,50	16,12
Campo Bom (Município) (430390)	344,52	6,00	13.961.513,91	0,00	0,00	13.961.513,91	211,04
Canguçu (Município) (430450)	78,21	56,00	424.109,23	0,00	0,00	424.109,23	7,59
Canoas (Município) (430460)	844,88	135,84	10.108.273,08	0,00	0,00	10.108.273,08	29,30
Capão da Canoa (Município) (430463)	360,67	39,18	16.608.944,74	0,00	0,00	16.608.944,74	319,38
Capela de Santana (Município) (430468)	33,00	-	122.448,02	0,00	0,00	122.448,02	10,37
Carazinho (Município) (430470)	323,17	-	3.102.501,04	0,00	0,00	3.102.501,04	50,08
Caxias do Sul (Município) (430510)	2.034,00	1.773,39	16.229.598,79	0,00	0,00	16.229.598,79	32,20
Charqueadas (Município) (430535)	117,52	-	814.077,69	0,00	0,00	814.077,69	20,20
Cruz Alta (Município) (430610)	224,31	33,00	5.505.325,51	0,00	0,00	5.505.325,51	90,71
Dois Irmãos (Município) (430640)	108,10	47,20	561.796,06	0,00	0,00	561.796,06	17,44
Eldorado do Sul (Município) (430676)	99,31	9,44	5.262.316,54	0,00	0,00	5.262.316,54	129,48
Erechim (Município) (430700)	400,32	-	2.844.873,62	0,00	0,00	2.844.873,62	27,08
Estância Velha (Município) (430760)	162,98	7,20	10.055.911,71	0,00	0,00	10.055.911,71	203,79
Esteio (Município) (430770)	204,91	3,28	7.112.946,52	0,00	0,00	7.112.946,52	85,57
Farroupilha (Município) (430790)	121,02	-	4.741.014,78	0,00	0,00	4.741.014,78	66,24
Glorinha (Município) (430905)	34,36	20,10	261.770,93	0,00	0,00	261.770,93	32,77
Gravataí (Município) (430920)	700,62	240,34	10.842.372,58	0,00	0,00	10.842.372,58	38,81
Guaíba (Município) (430930)	589,98	13,10	21.246.327,96	0,00	0,00	21.246.327,96	216,70
Ijuí (Município) (431020)	299,42	11,21	11.242.591,15	0,00	0,00	11.242.591,15	135,17
Ivoti (Município) (431080)	144,00	7,50	249.751,79	0,00	0,00	249.751,79	10,46
Lajeado (Município) (431140)	344,62	0,73	22.780,22	0,00	0,00	22.780,22	0,27
Montenegro (Município) (431240)	233,23	-	1.088.259,80	0,00	0,00	1.088.259,80	16,80
Nova Hartz (Município) (431306)	20,50	2,00	0,00	0,00	0,00	0,00	0,00
Nova Santa Rita (Município) (431337)	85,59	-	28.083,83	0,00	0,00	28.083,83	0,98
Novo Hamburgo (Município) (431340)	888,58	52,15	10.394.024,02	0,00	0,00	10.394.024,02	42,17
Parobé (Município) (431405)	135,37	-	1.126.973,48	0,00	0,00	1.126.973,48	19,55
Passo Fundo (Município) (431410)	798,91	33,61	12.444.176,71	0,00	0,00	12.444.176,71	61,68
Pelotas (Município) (431440)	951,37	419,90	14.743.243,28	0,00	0,00	14.743.243,28	43,15
Portão (Município) (431480)	86,65	-	18.339,12	0,00	0,00	18.339,12	0,50
Porto Alegre (Município) (431490)	4.155,81	1.991,92	75.026.512,12	0,00	0,00	75.026.512,12	50,72
Rio Grande (Município) (431560)	547,58	183,94	5.256.513,81	0,00	0,00	5.256.513,81	25,03
Santa Cruz do Sul (Município) (431680)	598,01	50,71	9.095.367,86	0,00	0,00	9.095.367,86	70,27
Santa Maria (Município) (431690)	740,58	236,60	12.907.823,38	0,00	0,00	12.907.823,38	46,02
Sant'Ana do Livramento (Município) (431710)	282,35	98,67	654.400,62	0,00	0,00	654.400,62	8,42
Santa Rosa (Município) (431720)	253,31	41,57	15.648.615,00	0,00	0,00	15.648.615,00	214,60
Santo Ângelo (Município) (431750)	435,17	55,28	4.800.846,58	0,00	0,00	4.800.846,58	61,85
Santo Antônio da Patrulha (Município) (431760)	143,85	-	8.014.936,23	0,00	0,00	8.014.936,23	187,93
São Borja (Município) (431800)	155,91	49,64	6.041.426,46	0,00	0,00	6.041.426,46	99,76
São Gabriel (Município) (431830)	235,43	27,00	0,00	0,00	0,00	0,00	0,00
São Jerônimo (Município) (431840)	62,99	-	1.087.668,89	0,00	0,00	1.087.668,89	45,17
São Leopoldo (Município) (431870)	768,18	125,08	8.823.750,46	0,00	0,00	8.823.750,46	37,56
Sapiranga (Município) (431990)	270,18	1,80	3.294.049,04	0,00	0,00	3.294.049,04	40,57
Sapucaia do Sul (Município) (432000)	346,30	1,97	1.525.230,80	0,00	0,00	1.525.230,80	10,87
Taquara (Município) (432120)	620,37	-	661.470,45	0,00	0,00	661.470,45	11,55
Tramandaí (Município) (432160)	396,94	46,87	17.313.911,35	0,00	0,00	17.313.911,35	341,09
Triunfo (Município) (432200)	90,23	-	1.738.985,98	0,00	0,00	1.738.985,98	59,54
Uruguaiana (Município) (432240)	315,05	214,45	14.628.104,80	0,00	0,00	14.628.104,80	115,11
Vacaria (Município) (432250)	268,17	472,80	947.364,12	291.242,44	0,00	1.238.606,56	18,81
Venâncio Aires (Município) (432260)	251,32	-	2.710.149,63	0,00	0,00	2.710.149,63	38,11
Viamão (Município) (432300)	516,68	7,76	3.097.431,36	0,00	0,00	3.097.431,36	12,19
Campo Grande (Município) (500270)	3.971,34	2.176,69	84.758.651,55	0,00	0,00	84.758.651,55	95,70
Corumbá (Município) (500320)	402,46	203,46	4.364.520,12	0,00	0,00	4.364.520,12	39,39
Dourados (Município) (500370)	1.333,85	723,23	41.367.194,79	0,00	0,00	41.367.194,79	187,21
Naviraí (Município) (500570)	231,74	96,18	689.941,16	0,00	0,00	689.941,16	12,76
Nova Andradina (Município) (500620)	331,28	47,24	1.794.784,75	0,00	0,00	1.794.784,75	33,54
Ponta Porã (Município) (500660)	376,80	214,80	10.124.759,92	0,00	0,00	10.124.759,92	111,16
Sidrolândia (Município) (500790)	109,49	28,11	2.082.398,75	0,00	0,00	2.082.398,75	37,13
Três Lagoas (Município) (500830)	741,40	142,63	30.539.149,23	0,00	0,00	30.539.149,23	255,63
Alta Floresta (Município) (510025)	221,39	117,51	1.712.872,65	0,00	0,00	1.712.872,65	33,19
Barão de Melgaço (Município) (510160)	-	-	0,00	0,00	0,00	0,00	0,00
Barra do Garças (Município) (510180)	390,13	190,00	3.805.908,61	0,00	0,00	3.805.908,61	62,74
Cáceres (Município) (510250)	273,44	39,50	2.044.004,58	0,00	0,00	2.044.004,58	21,77
Chapada dos Guimarães (Município) (510300)	86,00	-	0,00	40.155,36	0,00	40.155,36	2,05
Cuiabá (Município) (510340)	2.563,77	971,91	154.376.216,90	0,00	0,00	154.376.216,90	254,26
Jangada (Município) (510490)	23,14	-	61.509,20	0,00	0,00	61.509,20	7,35
Lucas do Rio Verde (Município) (510525)	435,37	106,10	1.123.165,88	0,00	0,00	1.123.165,88	17,71
Nossa Senhora do Livramento (Município) (510610)	24,35	-	0,00	0,00	0,00	0,00	0,00
Nova Brasilândia (Município) (510620)	21,00	-	0,00	0,00	0,00	0,00	0,00
Planalto da Serra (Município) (510645)	-	-	0,00	0,00	0,00	0,00	0,00
Poconé (Município) (510650)	107,11	-	249.068,67	0,00	0,00	249.068,67	7,60
Primavera do Leste (Município) (510704)	335,88	311,64	2.908.089,00	0,00	0,00	2.908.089,00	47,64
Rondonópolis (Município) (510760)	1.124,85	609,78	22.676.735,12	0,00	0,00	22.676.735,12	99,09
Rosário Oeste (Município) (510770)	55,00	-	0,00	0,00	0,00	0,00	0,00
Santo Antônio do Leverger (Município) (510780)	-	-	0,00	0,00	0,00	0,00	0,00
Sinop (Município) (510790)	930,34	204,69	6.732.916,75	0,00	0,00	6.732.916,75	48,11
Sorriso (Município) (510792)	443,14	300,04	8.231.525,35	0,00	0,00	8.231.525,35	93,74
Tangará da Serra (Município) (510795)	355,15	95,82	2.654.599,03	0,00	0,00	2.654.599,03	26,09
Várzea Grande (Município) (510840)	1.201,24	187,67	0,00	0,00	0,00	0,00	0,00
Abadia de Goiás (Município) (520005)	101,03	18,96	82.142,35	0,00	0,00	82.142,35	9,57
Águas Lindas de Goiás (Município) (520025)	217,94	430,15	221.314,92	0,00	0,00	221.314,92	1,07
Anápolis (Município) (520110)	2.040,30	730,77	25.741.327,20	0,00	0,00	25.741.327,20	67,39
Aparecida de Goiânia (Município) (520140)	2.986,61	937,17	100.875.457,58	0,00	0,00	100.875.457,58	178,24
Aragoiânia (Município) (520180)	77,59	-	32.900,12	0,00	0,00	32.900,12	3,25
Bela Vista de Goiás (Município) (520330)	148,67	96,27	329.189,21	0,00	0,00	329.189,21	11,18
Bonfinópolis (Município) (520355)	69,99	-	25.966,50	0,00	0,00	25.966,50	2,74
Brazabrantes (Município) (520360)	26,83	-	188.204,22	0,00	0,00	188.204,22	51,44
Caldas Novas (Município) (520450)	390,00	180,00	0,00	0,00	0,00	0,00	0,00
Caldazinha (Município) (520455)	17,28	-	6.389,37	0,00	0,00	6.389,37	1,70
Catalão (Município) (520510)	496,59	349,20	4.256.392,20	2.664.077,44	0,00	6.920.469,64	64,91
Caturaí (Município) (520520)	28,18	-	72.715,80	0,00	0,00	72.715,80	14,43
Cidade Ocidental (Município) (520549)	294,74	52,55	1.188.018,77	0,00	0,00	1.188.018,77	17,01
Cristalina (Município) (520620)	141,07	80,45	542.746,30	0,00	0,00	542.746,30	9,40
Formosa (Município) (520800)	365,90	404,99	4.453.673,56	0,00	0,00	4.453.673,56	37,27
Goianápolis (Município) (520840)	85,75	-	414.911,86	0,00	0,00	414.911,86	36,92
Goianésia (Município) (520860)	292,60	161,17	8.952.706,19	0,00	0,00	8.952.706,19	129,61
Goiânia (Município) (520870)	7.597,02	4.349,34	74.500.825,23	0,00	0,00	74.500.825,23	49,81
Goianira (Município) (520880)	169,19	99,71	355.428,00	0,00	0,00	355.428,00	8,22
Guapó (Município) (520920)	82,20	54,56	120.536,51	0,00	0,00	120.536,51	8,48
Hidrolândia (Município) (520970)	107,17	-	81.589,53	0,00	0,00	81.589,53	3,83
Inhumas (Município) (521000)	246,38	99,98	1.310.089,07	0,00	0,00	1.310.089,07	24,97
Itumbiara (Município) (521150)	594,37	266,44	206.591,08	0,00	0,00	206.591,08	1,99
Jataí (Município) (521190)	557,71	503,45	22.764.516,01	0,00	0,00	22.764.516,01	228,39
Luziânia (Município) (521250)	881,03	100,81	35.509.619,05	0,00	0,00	35.509.619,05	173,20
Mineiros (Município) (521310)	399,00	391,00	2.212.344,22	0,00	0,00	2.212.344,22	33,82
Nerópolis (Município) (521450)	105,22	-	394.775,54	0,00	0,00	394.775,54	13,48
Nova Veneza (Município) (521500)	31,18	-	202.160,20	0,00	0,00	202.160,20	20,88
Novo Gama (Município) (521523)	310,45	101,96	611.407,63	0,00	0,00	611.407,63	5,38
Planaltina (Município) (521760)	296,65	233,93	20.404.149,16	0,00	0,00	20.404.149,16	228,79
Rio Verde (Município) (521880)	706,39	458,42	26.326.507,22	0,00	0,00	26.326.507,22	114,64
