Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Campo Formoso (Município) (290600)	20.498	7.870	3,53	3,43	685,620	9.486,72	7.161,830	10,09
Candeias (Município) (290650)	28.360	25.693	3,13	3,16	3.796,380	42.749,13	251,630	352,93
Casa Nova (Município) (290720)	19.426	10.875	3,72	3,84	606,240	8.399,98	9.647,070	7,48
Catu (Município) (290750)	17.247	14.313	3,23	3,26	698,160	12.529,93	433,190	128,63
Conceição do Coité (Município) (290840)	21.071	12.722	3,23	3,13	759,170	11.140,39	1.015,250	67,12
Cruz das Almas (Município) (290980)	19.597	16.649	3,28	3,28	965,220	15.035,22	139,120	461,46
Dias d'Ávila (Município) (291005)	22.660	21.043	3,44	3,49	3.732,070	47.811,48	184,230	423,70
Euclides da Cunha (Município) (291070)	18.060	9.027	3,33	3,27	712,090	11.855,15	1.992,640	30,14
Eunápolis (Município) (291072)	33.603	30.957	3,37	3,41	2.551,040	22.537,47	1.425,970	79,38
Feira de Santana (Município) (291080)	185.377	169.101	3,33	3,35	13.402,050	21.702,74	1.304,430	473,41
Guanambi (Município) (291170)	25.374	20.146	3,38	3,38	1.278,760	14.904,53	1.272,370	67,43
Ilhéus (Município) (291360)	63.844	53.084	2,82	2,86	4.079,790	22.638,70	1.584,690	113,72
Ipirá (Município) (291400)	19.438	9.992	3,19	3,04	685,190	11.034,53	3.105,280	20,00
Irecê (Município) (291460)	22.362	20.361	3,28	3,32	1.102,250	15.021,17	319,170	229,91
Itaberaba (Município) (291470)	20.206	15.791	3,28	3,30	808,670	12.195,27	2.386,390	27,79
Itabuna (Município) (291480)	71.702	69.094	3,06	3,10	4.294,100	19.547,07	401,030	547,79
Itamaraju (Município) (291560)	21.246	16.483	3,17	3,22	984,990	14.646,86	2.360,290	28,49
Itaparica (Município) (291610)	7.244	7.154	3,12	3,16	224,150	9.911,41	118,040	191,59
Itapetinga (Município) (291640)	21.943	20.968	3,47	3,53	1.053,490	13.828,22	1.651,150	46,14
Jacobina (Município) (291750)	28.309	19.987	3,00	2,99	1.163,270	13.715,98	2.192,910	38,68
Jaguaquara (Município) (291760)	16.130	12.401	3,44	3,41	569,040	10.262,48	924,740	59,96
Jequié (Município) (291800)	51.536	46.791	3,13	3,17	2.503,930	15.501,55	2.969,030	54,40
Juazeiro (Município) (291840)	62.596	50.526	3,49	3,51	3.512,650	16.089,18	6.721,200	32,48
Lauro de Freitas (Município) (291920)	56.327	55.629	3,40	3,44	6.336,170	33.098,09	57,660	3.319,85
Luís Eduardo Magalhães (Município) (291955)	20.268	18.440	3,91	3,92	4.903,220	61.939,04	3.940,540	20,09
Madre de Deus (Município) (291992)	5.891	5.651	3,45	3,49	553,950	27.223,89	32,200	631,91
Mata de São João (Município) (292100)	13.340	9.740	3,43	3,49	1.132,700	24.724,43	604,290	75,81
Paulo Afonso (Município) (292400)	35.551	30.368	3,35	3,38	2.493,230	20.913,93	1.545,190	77,15
Pojuca (Município) (292520)	10.917	9.306	3,44	3,46	1.070,670	28.518,43	308,700	121,62
Porto Seguro (Município) (292530)	43.856	36.391	3,32	3,28	2.565,510	17.640,76	2.287,090	63,59
Ribeira do Pombal (Município) (292660)	15.737	9.998	3,27	3,22	536,400	10.432,21	1.177,450	43,67
Salvador (Município) (292740)	1.023.727	1.023.653	2,85	2,85	64.888,980	22.213,98	692,820	4.216,24
Santo Amaro (Município) (292860)	19.455	14.912	3,17	3,20	773,560	12.537,03	489,320	126,10
Santo Antônio de Jesus (Município) (292870)	31.210	27.152	3,25	3,26	2.107,540	20.754,15	261,740	387,97
Santo Estêvão (Município) (292880)	14.974	8.778	3,55	3,50	653,120	12.278,40	360,330	147,62
São Francisco do Conde (Município) (292920)	10.795	8.747	3,64	3,71	9.683,870	246.227,10	269,610	145,87
São Sebastião do Passé (Município) (292950)	14.057	10.872	3,24	3,29	750,270	16.495,92	536,580	84,76
Senhor do Bonfim (Município) (293010)	25.114	19.393	3,24	3,24	879,880	10.818,59	789,360	103,03
Serrinha (Município) (293050)	24.786	15.876	3,36	3,22	849,560	10.201,91	583,310	142,76
Simões Filho (Município) (293070)	39.854	35.501	3,34	3,36	5.132,160	38.529,18	201,580	660,80
Teixeira de Freitas (Município) (293135)	46.921	43.196	3,36	3,41	2.382,800	15.099,77	1.165,620	135,38
Tucano (Município) (293190)	16.956	7.324	3,29	3,19	438,940	7.869,48	2.185,010	25,53
Valença (Município) (293290)	30.005	22.139	3,24	3,19	1.484,840	15.259,61	1.124,660	86,52
Vera Cruz (Município) (293320)	13.444	12.531	3,17	3,19	564,440	13.234,30	299,730	142,29
Vitória da Conquista (Município) (293330)	98.336	87.525	3,49	3,51	6.453,400	18.801,98	3.705,840	92,62
Alfenas (Município) (310160)	26.250	24.985	3,00	2,95	2.382,530	30.268,95	850,450	92,55
Araguari (Município) (310350)	40.151	37.786	2,90	2,87	4.139,090	35.599,85	2.729,510	42,60
Araxá (Município) (310400)	33.142	32.988	3,08	3,05	5.491,820	53.715,99	1.164,060	87,83
Baldim (Município) (310500)	2.882	1.856	2,80	2,78	89,520	11.091,69	556,270	14,51
Barão de Cocais (Município) (310540)	9.546	8.799	3,28	3,22	873,180	27.923,77	340,590	91,81
Barbacena (Município) (310560)	44.754	41.761	3,01	2,96	2.655,170	19.678,97	759,190	177,72
Belo Horizonte (Município) (310620)	874.636	874.636	2,86	2,86	97.818,370	39.087,37	331,400	7.551,45
Belo Vale (Município) (310640)	2.793	1.228	2,80	2,78	131,370	16.807,80	365,920	21,36
Betim (Município) (310670)	127.326	127.898	3,28	3,24	26.781,560	64.177,11	343,860	1.213,61
Bom Despacho (Município) (310740)	16.444	15.543	2,99	2,98	1.173,460	23.833,31	1.213,550	40,57
Bonfim (Município) (310810)	2.764	1.401	2,54	2,45	86,790	12.370,08	301,870	23,24
Brumadinho (Município) (310900)	11.963	10.153	3,16	3,14	1.794,070	47.390,82	639,430	59,20
Caeté (Município) (311000)	13.433	11.725	3,26	3,24	638,190	14.590,77	542,530	80,62
Campo Belo (Município) (311120)	19.407	18.500	2,79	2,76	956,860	17.694,75	528,230	102,37
Capim Branco (Município) (311250)	2.992	2.738	3,19	3,17	85,710	8.987,29	95,330	100,04
Caratinga (Município) (311340)	30.170	25.539	3,01	2,94	1.563,670	17.224,47	1.258,480	72,14
Cataguases (Município) (311530)	26.012	25.247	2,85	2,81	1.584,830	21.367,21	491,770	150,83
Confins (Município) (311787)	1.921	1.944	3,37	3,33	884,700	136.569,81	42,360	152,95
Congonhas (Município) (311800)	15.900	15.659	3,32	3,28	3.190,000	60.385,82	304,070	173,73
Conselheiro Lafaiete (Município) (311830)	39.748	38.513	3,16	3,11	2.105,130	16.784,55	370,250	338,75
Contagem (Município) (311860)	209.078	210.861	3,10	3,07	29.160,990	44.948,40	195,050	3.326,24
Coronel Fabriciano (Município) (311940)	35.759	35.760	3,06	3,02	1.722,260	15.748,08	221,250	494,29
Curvelo (Município) (312090)	25.664	23.410	3,07	3,06	1.534,730	19.451,61	3.296,200	23,94
Divinópolis (Município) (312230)	75.378	74.230	3,06	3,03	6.143,770	26.613,94	708,120	326,00
Esmeraldas (Município) (312410)	19.836	18.589	3,39	3,37	654,940	9.744,98	909,680	73,88
Florestal (Município) (312600)	2.297	1.940	3,14	3,10	113,370	15.726,19	194,240	37,11
Formiga (Município) (312610)	24.090	22.111	2,82	2,81	1.497,600	22.010,54	1.501,920	45,30
Fortuna de Minas (Município) (312640)	928	644	3,12	3,10	36,900	12.756,51	198,710	14,56
Frutal (Município) (312710)	20.390	17.879	2,83	2,79	1.581,890	27.370,78	2.426,970	23,81
Funilândia (Município) (312720)	1.334	675	3,15	3,27	52,460	12.502,29	199,800	21,00
Governador Valadares (Município) (312770)	92.440	90.176	3,01	2,97	6.090,060	21.878,13	2.342,330	118,84
Guaxupé (Município) (312870)	17.667	16.895	2,94	2,89	2.335,320	44.987,06	286,400	181,25
Ibirité (Município) (312980)	52.292	52.791	3,33	3,29	2.172,700	12.495,91	72,570	2.395,84
Igarapé (Município) (313010)	11.765	11.065	3,38	3,37	703,260	17.681,28	110,940	358,51
Inhaúma (Município) (313100)	1.870	1.353	3,29	3,32	92,320	14.991,65	245,000	25,14
Ipatinga (Município) (313130)	82.440	82.621	3,12	3,08	9.502,300	36.924,37	164,880	1.560,76
Itabira (Município) (313170)	35.860	33.715	3,28	3,25	4.256,110	36.180,99	1.253,700	93,83
Itabirito (Município) (313190)	14.974	14.491	3,32	3,29	3.271,590	65.736,74	542,610	91,72
Itaguara (Município) (313220)	4.513	3.430	2,92	2,96	240,980	18.294,69	410,470	32,09
Itajubá (Município) (313240)	31.580	29.298	3,04	2,99	3.043,110	31.692,48	294,840	325,67
Itatiaiuçu (Município) (313370)	3.478	2.154	3,10	3,14	830,370	77.021,90	295,150	36,53
Itaúna (Município) (313380)	30.179	28.655	3,03	3,00	2.763,170	30.214,09	495,770	184,47
Ituiutaba (Município) (313420)	36.661	35.374	2,82	2,80	3.075,320	29.761,29	2.598,050	39,77
Jaboticatubas (Município) (313460)	6.111	3.843	3,12	3,11	207,740	10.904,08	1.114,970	17,09
Janaúba (Município) (313510)	20.828	19.111	3,40	3,36	1.083,900	15.290,72	2.181,320	32,50
Januária (Município) (313520)	19.697	12.939	3,46	3,33	666,500	9.766,02	6.661,590	10,24
João Monlevade (Município) (313620)	25.062	25.252	3,14	3,10	2.621,080	33.354,23	99,160	792,50
Nova União (Município) (313660)	1.900	984	3,04	3,04	70,200	12.147,71	172,130	33,57
Juatuba (Município) (313665)	7.712	7.654	3,25	3,22	1.266,280	50.475,70	97,170	258,17
Juiz de Fora (Município) (313670)	192.843	193.002	2,88	2,84	16.174,010	29.127,45	1.435,750	386,76
Lagoa da Prata (Município) (313720)	15.859	15.626	3,17	3,14	1.502,330	29.928,72	439,980	114,09
Lagoa Santa (Município) (313760)	17.794	16.722	3,36	3,33	1.866,220	31.223,39	229,410	260,54
Lavras (Município) (313820)	32.782	31.644	3,06	3,02	2.355,490	23.497,78	564,740	177,50
Leopoldina (Município) (313840)	18.657	16.944	2,85	2,80	1.092,250	20.552,18	943,080	56,35
Manhuaçu (Município) (313940)	27.366	22.908	3,17	3,09	2.191,490	25.234,79	628,320	138,22
Mariana (Município) (314000)	17.944	16.106	3,28	3,21	3.646,370	62.011,07	1.194,210	49,24
Mário Campos (Município) (314015)	4.375	4.153	3,34	3,33	163,930	11.209,32	35,200	415,50
Mateus Leme (Município) (314070)	9.681	8.624	3,11	3,10	600,340	19.908,37	301,380	100,06
Matozinhos (Município) (314110)	11.161	10.270	3,29	3,25	1.086,260	29.583,18	252,280	145,55
Moeda (Município) (314230)	1.677	689	2,94	2,73	55,190	11.213,13	155,110	31,73
Montes Claros (Município) (314330)	117.734	112.881	3,35	3,32	8.975,440	22.760,09	3.568,940	110,49
Muriaé (Município) (314390)	37.098	34.793	2,89	2,85	2.120,130	19.765,72	841,690	127,44
Nova Lima (Município) (314480)	27.367	27.102	3,28	3,24	8.165,740	90.831,33	429,000	209,56
Nova Serrana (Município) (314520)	24.862	23.702	3,61	3,59	2.146,470	23.887,06	282,470	318,12
Ouro Preto (Município) (314610)	23.025	20.332	3,22	3,17	4.389,950	59.294,78	1.245,870	59,43
Paracatu (Município) (314700)	26.983	23.576	3,37	3,36	3.190,890	35.054,30	8.229,600	11,06
Pará de Minas (Município) (314710)	28.814	27.679	3,16	3,11	2.665,090	29.235,97	551,250	165,37
Passos (Município) (314790)	37.620	36.158	3,01	2,97	2.411,650	21.319,02	1.338,070	84,54
Patos de Minas (Município) (314800)	51.639	47.890	2,88	2,86	4.269,110	28.697,56	3.190,190	46,63
Patrocínio (Município) (314810)	28.725	25.530	3,09	3,06	2.420,230	27.301,53	2.874,340	30,84
Pedro Leopoldo (Município) (314930)	19.824	17.122	3,18	3,13	1.677,270	26.644,04	292,950	214,89
Pirapora (Município) (315120)	17.129	17.017	3,28	3,24	1.433,030	25.485,65	549,510	102,32
Poços de Caldas (Município) (315180)	57.074	56.503	2,87	2,83	7.287,340	44.522,70	546,670	299,41
Ponte Nova (Município) (315210)	19.975	18.319	3,00	2,92	1.557,070	25.949,01	470,640	127,50
Pouso Alegre (Município) (315250)	45.709	42.411	3,15	3,11	7.341,810	51.039,38	542,800	265,01
Prudente de Morais (Município) (315360)	3.053	2.958	3,40	3,37	146,130	14.067,56	124,190	83,65
Raposos (Município) (315390)	4.947	4.742	3,28	3,25	157,740	9.719,29	72,230	224,71
Ribeirão das Neves (Município) (315460)	96.277	96.694	3,35	3,31	3.887,590	12.048,60	155,450	2.075,59
Rio Acima (Município) (315480)	2.974	2.614	3,34	3,32	150,720	15.187,37	229,810	43,18
Rio Manso (Município) (315530)	1.918	1.015	2,96	2,98	77,520	13.638,24	231,540	24,55
Sabará (Município) (315670)	41.231	40.603	3,26	3,23	2.464,030	18.335,99	302,420	444,36
Santa Bárbara (Município) (315720)	9.049	8.122	3,33	3,30	781,680	25.909,90	684,060	44,10
Santa Luzia (Município) (315780)	65.950	66.573	3,28	3,24	3.635,260	16.810,16	235,080	919,93
São Francisco (Município) (316110)	15.289	10.090	3,69	3,55	485,760	8.609,26	3.308,100	17,06
São João del Rei (Município) (316250)	30.882	29.682	2,89	2,85	1.867,090	20.889,81	1.452,000	61,56
São Joaquim de Bicas (Município) (316292)	7.693	6.126	3,79	3,47	582,530	19.975,57	71,760	406,39
São José da Lapa (Município) (316295)	6.392	3.754	3,48	3,41	501,360	22.526,10	47,930	464,36
São José da Varginha (Município) (316310)	1.477	863	3,18	3,08	89,470	19.027,01	205,500	22,88
São Sebastião do Paraíso (Município) (316470)	23.442	21.998	2,97	2,92	1.849,640	26.585,16	814,930	85,37
Sarzedo (Município) (316553)	8.302	8.312	3,60	3,56	828,160	27.707,94	62,130	481,04
Sete Lagoas (Município) (316720)	71.422	70.491	3,25	3,21	8.605,410	37.075,19	536,640	432,52
Taquaraçu de Minas (Município) (316830)	1.315	631	3,06	2,95	51,440	12.763,18	329,290	12,24
Teófilo Otoni (Município) (316860)	45.745	38.198	3,08	3,02	2.537,870	17.993,21	3.242,270	43,50
Timóteo (Município) (316870)	27.731	28.019	3,16	3,12	3.129,980	35.754,06	144,380	606,33
Três Corações (Município) (316930)	24.379	22.637	3,20	3,11	2.252,210	28.903,77	828,040	94,10
Três Pontas (Município) (316940)	18.145	15.887	3,12	3,06	1.167,290	20.605,74	689,790	82,12
Ubá (Município) (316990)	36.377	35.468	3,05	3,01	2.655,040	23.916,70	407,450	272,45
Uberaba (Município) (317010)	109.596	108.319	2,94	2,91	14.020,940	43.526,27	4.523,960	71,20
Uberlândia (Município) (317020)	221.717	218.577	2,99	2,95	33.019,500	49.851,14	4.115,210	160,95
Unaí (Município) (317040)	27.500	22.403	3,01	2,97	2.732,780	32.969,92	8.448,080	9,81
Varginha (Município) (317070)	42.453	41.647	3,12	3,07	5.164,050	39.017,24	395,400	334,74
Vespasiano (Município) (317120)	33.696	34.097	3,52	3,48	3.467,630	29.248,67	71,080	1.667,94
Viçosa (Município) (317130)	25.701	24.349	3,01	2,96	1.565,500	20.247,54	299,420	258,23
Aracruz (Município) (320060)	27.655	24.738	3,44	3,36	5.955,110	62.648,44	1.423,870	66,76
Cachoeiro de Itapemirim (Município) (320120)	68.999	64.542	3,02	2,96	5.372,380	25.741,88	864,580	241,39
Cariacica (Município) (320130)	125.125	123.219	3,05	3,00	9.067,690	23.749,72	279,720	1.364,95
Colatina (Município) (320150)	41.956	37.645	2,92	2,87	3.573,560	29.137,23	1.416,800	86,57
Fundão (Município) (320220)	6.204	5.338	3,22	3,16	485,670	24.301,53	288,720	69,22
Guarapari (Município) (320240)	38.786	37.606	3,09	3,04	2.291,270	19.125,44	591,820	202,43
Linhares (Município) (320320)	48.829	42.866	3,35	3,28	5.872,450	35.881,59	3.496,560	46,81
São Mateus (Município) (320490)	38.156	30.386	3,26	3,18	2.380,870	19.111,98	2.345,730	53,11
Serra (Município) (320500)	144.945	146.509	3,35	3,29	19.929,170	41.059,24	547,640	886,31
Viana (Município) (320510)	22.170	21.016	3,36	3,25	2.028,190	27.224,43	312,280	238,57
Vila Velha (Município) (320520)	155.844	157.747	3,03	2,98	12.459,010	26.353,66	209,970	2.251,62
Vitória (Município) (320530)	126.836	126.836	2,81	2,81	25.836,270	72.599,28	96,540	3.686,45
Angra dos Reis (Município) (330010)	60.929	58.867	3,09	3,08	8.515,820	45.230,54	825,080	228,19
Araruama (Município) (330020)	40.804	39.090	3,01	2,99	2.522,810	20.533,21	638,480	192,43
Barra do Piraí (Município) (330030)	35.010	34.040	2,77	2,76	2.186,120	22.568,71	584,610	165,69
Barra Mansa (Município) (330040)	64.323	63.798	2,80	2,79	5.559,930	30.903,09	547,130	328,83
Belford Roxo (Município) (330045)	165.670	165.805	2,90	2,90	8.275,610	17.200,48	78,990	6.091,37
Cabo Frio (Município) (330070)	67.681	51.758	3,08	3,04	11.919,650	57.182,02	413,650	503,94
Cachoeiras de Macacu (Município) (330080)	20.297	17.654	2,77	2,76	1.109,980	19.718,97	954,750	58,96
