Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Apucarana (Município) (410140)	47.367	45.821	2,85	2,78	-	-	558,390	241,76
Arapongas (Município) (410150)	40.469	40.509	3,04	2,97	-	-	382,220	321,88
Araucária (Município) (410180)	43.326	40.820	3,32	3,26	-	-	469,240	306,54
Balsa Nova (Município) (410230)	4.314	2.667	3,00	2,95	-	-	348,930	37,09
Bocaiúva do Sul (Município) (410310)	3.958	1.888	3,27	3,20	-	-	826,340	15,66
Cambé (Município) (410370)	37.644	36.823	2,83	2,78	-	-	495,380	215,06
Campina Grande do Sul (Município) (410400)	14.239	12.015	3,04	2,97	-	-	539,250	80,28
Campo Largo (Município) (410420)	41.905	35.798	3,15	3,09	-	-	1.243,550	106,15
Campo Magro (Município) (410425)	9.049	7.254	3,24	3,18	-	-	275,350	106,47
Campo Mourão (Município) (410430)	34.875	33.941	2,72	2,65	-	-	757,880	125,16
Cascavel (Município) (410480)	112.100	109.124	2,93	2,84	-	-	2.100,830	156,34
Castro (Município) (410490)	24.735	18.485	2,89	2,84	-	-	2.531,500	28,24
Cerro Azul (Município) (410520)	6.442	1.934	2,76	2,61	-	-	1.341,190	13,26
Cianorte (Município) (410550)	27.449	24.934	3,01	2,95	-	-	811,670	101,79
Colombo (Município) (410580)	78.117	75.997	3,12	3,06	-	-	197,790	1.232,23
Contenda (Município) (410620)	5.736	3.363	3,24	3,21	-	-	299,040	62,15
Curitiba (Município) (410690)	717.189	717.189	2,70	2,70	-	-	435,040	4.443,55
Fazenda Rio Grande (Município) (410765)	28.879	27.399	3,47	3,40	-	-	116,680	858,85
Foz do Iguaçu (Município) (410830)	99.435	100.544	2,60	2,55	-	-	618,350	418,10
Francisco Beltrão (Município) (410840)	31.520	27.896	2,89	2,79	-	-	735,110	123,92
Guarapuava (Município) (410940)	62.804	58.849	2,89	2,82	-	-	3.178,650	57,10
Ibiporã (Município) (410980)	18.684	18.165	2,92	2,86	-	-	297,740	183,24
Irati (Município) (411070)	21.923	17.913	2,77	2,71	-	-	999,520	60,76
Itaperuçu (Município) (411125)	8.373	7.162	3,42	3,34	-	-	320,580	89,32
Lapa (Município) (411320)	17.578	10.807	2,74	2,70	-	-	2.093,860	23,00
Londrina (Município) (411370)	203.476	202.523	2,80	2,74	-	-	1.652,570	344,76
Mandirituba (Município) (411430)	8.167	2.725	3,29	3,29	-	-	379,180	70,86
Marechal Cândido Rondon (Município) (411460)	19.393	16.705	2,73	2,65	-	-	748,000	70,78
Maringá (Município) (411520)	142.170	142.970	2,98	2,91	-	-	487,050	869,86
Palmas (Município) (411760)	14.693	14.080	3,47	3,36	-	-	1.557,890	32,73
Paranaguá (Município) (411820)	50.141	49.121	3,09	3,04	-	-	826,670	187,42
Paranavaí (Município) (411840)	32.731	31.891	2,70	2,64	-	-	1.202,270	73,51
Pato Branco (Município) (411850)	28.679	27.555	2,89	2,83	-	-	539,090	153,74
Pinhais (Município) (411915)	43.761	44.799	3,02	2,95	-	-	60,870	2.171,17
Piraquara (Município) (411950)	31.752	16.963	3,56	3,27	-	-	227,040	497,86
Ponta Grossa (Município) (411990)	116.856	116.997	3,01	2,94	-	-	2.054,730	171,18
Prudentópolis (Município) (412060)	18.330	8.778	2,85	2,74	-	-	2.236,580	23,36
Quatro Barras (Município) (412080)	7.385	6.824	3,19	3,12	-	-	180,470	130,54
Quitandinha (Município) (412120)	6.479	1.925	2,94	2,83	-	-	447,020	42,61
Rio Branco do Sul (Município) (412220)	11.367	8.293	2,85	2,81	-	-	812,290	39,88
Rolândia (Município) (412240)	22.569	21.951	2,95	2,87	-	-	459,020	145,05
São José dos Pinhais (Município) (412550)	97.982	90.035	3,30	3,22	-	-	946,440	341,64
Sarandi (Município) (412625)	31.805	32.279	3,04	2,97	-	-	103,460	934,52
Telêmaco Borba (Município) (412710)	26.680	26.859	2,96	2,88	-	-	1.382,860	57,11
Tijucas do Sul (Município) (412760)	5.567	908	3,03	2,92	-	-	671,890	25,11
Toledo (Município) (412770)	47.673	44.462	2,95	2,87	-	-	1.197,000	117,49
Tunas do Paraná (Município) (412788)	2.139	979	4,10	4,00	-	-	668,480	13,12
Umuarama (Município) (412810)	41.471	39.375	2,69	2,63	-	-	1.234,540	90,36
União da Vitória (Município) (412820)	20.252	19.610	2,84	2,78	-	-	720,000	79,88
Doutor Ulysses (Município) (412863)	2.130	356	2,62	2,54	-	-	777,480	7,18
Águas Mornas (Município) (420060)	2.223	952	2,91	2,85	-	-	327,360	19,76
Alfredo Wagner (Município) (420070)	3.905	1.285	2,57	2,38	-	-	732,770	13,70
Angelina (Município) (420090)	2.153	494	2,23	2,08	-	-	500,040	9,60
Anitápolis (Município) (420110)	1.424	624	2,27	2,12	-	-	542,120	5,96
Antônio Carlos (Município) (420120)	2.998	982	2,84	2,72	-	-	233,570	36,45
Araranguá (Município) (420140)	26.242	21.964	2,60	2,56	-	-	303,300	224,95
Balneário Camboriú (Município) (420200)	51.556	52.507	2,76	2,71	-	-	46,240	3.077,05
Biguaçu (Município) (420230)	23.778	21.856	2,88	2,84	-	-	367,890	186,14
Blumenau (Município) (420240)	133.283	130.054	2,68	2,62	-	-	518,500	688,91
Brusque (Município) (420290)	43.600	42.997	3,09	3,03	-	-	283,220	475,68
Caçador (Município) (420300)	29.002	26.914	2,71	2,66	-	-	984,290	79,85
Camboriú (Município) (420320)	24.125	22.981	3,44	3,43	-	-	212,320	390,87
Canelinha (Município) (420370)	4.235	2.696	2,89	2,88	-	-	152,560	80,23
Canoinhas (Município) (420380)	21.502	16.393	2,53	2,47	-	-	1.140,390	47,70
Chapecó (Município) (420420)	77.322	72.872	2,85	2,77	-	-	626,060	351,99
Concórdia (Município) (420430)	30.219	25.181	2,47	2,37	-	-	799,450	93,37
Criciúma (Município) (420460)	81.202	81.611	2,65	2,60	-	-	235,700	912,96
Florianópolis (Município) (420540)	199.798	196.202	2,51	2,46	-	-	675,410	741,73
Garopaba (Município) (420570)	8.013	6.986	2,88	2,79	-	-	115,410	199,97
Gaspar (Município) (420590)	23.606	19.451	2,95	2,91	-	-	386,780	180,05
Governador Celso Ramos (Município) (420600)	5.420	5.166	2,67	2,64	-	-	117,190	123,49
Içara (Município) (420700)	24.425	22.877	2,31	2,26	-	-	228,930	246,46
Indaial (Município) (420750)	22.837	22.329	3,04	3,00	-	-	430,790	161,16
Itajaí (Município) (420820)	75.964	73.119	2,89	2,84	-	-	288,290	761,52
Itapema (Município) (420830)	19.732	19.597	3,31	3,25	-	-	57,800	1.129,91
Jaraguá do Sul (Município) (420890)	59.232	56.273	3,00	2,93	-	-	529,450	335,63
Joinville (Município) (420910)	210.881	207.449	2,80	2,75	-	-	1.126,110	524,34
Lages (Município) (420930)	65.101	64.744	2,42	2,39	-	-	2.631,500	59,87
Leoberto Leal (Município) (420980)	1.376	363	2,21	2,04	-	-	291,210	10,44
Mafra (Município) (421010)	21.904	17.374	2,57	2,53	-	-	1.404,030	40,09
Major Gercino (Município) (421020)	1.416	568	2,43	2,31	-	-	306,180	11,24
Navegantes (Município) (421130)	24.394	23.546	3,34	3,28	-	-	112,030	727,27
Nova Trento (Município) (421150)	5.052	3.850	2,88	2,83	-	-	402,890	36,11
Palhoça (Município) (421190)	56.512	56.611	3,04	2,99	-	-	395,130	434,78
Paulo Lopes (Município) (421230)	2.776	2.029	2,70	2,66	-	-	449,680	16,67
Rancho Queimado (Município) (421430)	1.235	617	2,33	2,19	-	-	286,290	10,05
Rio do Sul (Município) (421480)	26.125	24.788	2,72	2,66	-	-	260,970	272,30
Santo Amaro da Imperatriz (Município) (421570)	8.099	6.225	2,87	2,82	-	-	344,050	67,56
São Bento do Sul (Município) (421580)	31.415	30.255	2,69	2,66	-	-	501,630	168,46
São Bonifácio (Município) (421590)	1.290	302	2,20	2,14	-	-	460,360	6,16
São Francisco do Sul (Município) (421620)	17.811	16.826	2,96	2,91	-	-	498,650	105,73
São João Batista (Município) (421630)	10.693	9.645	3,50	3,48	-	-	200,580	186,58
São José (Município) (421660)	91.328	91.946	2,70	2,65	-	-	150,450	1.638,96
São Pedro de Alcântara (Município) (421725)	1.482	1.071	3,93	4,31	-	-	140,020	41,59
Tijucas (Município) (421800)	12.845	11.009	2,99	2,93	-	-	279,580	137,37
Tubarão (Município) (421870)	42.962	39.404	2,46	2,43	-	-	301,760	350,24
Videira (Município) (421930)	20.254	18.752	2,62	2,57	-	-	384,520	138,00
Xanxerê (Município) (421950)	18.143	16.565	2,81	2,73	-	-	377,760	134,96
Alegrete (Município) (430040)	32.852	29.708	2,24	2,22	-	-	7.803,950	9,43
Alvorada (Município) (430060)	72.519	74.051	2,90	2,84	-	-	71,310	2.949,12
Araricá (Município) (430087)	1.972	1.666	2,89	2,81	-	-	35,150	162,09
Arroio dos Ratos (Município) (430110)	5.615	5.412	2,52	2,49	-	-	425,930	33,22
Bagé (Município) (430160)	46.773	40.725	2,59	2,49	-	-	4.093,580	29,59
Bento Gonçalves (Município) (430210)	42.866	40.896	2,81	2,72	-	-	274,070	439,50
Cachoeira do Sul (Município) (430300)	36.697	31.814	2,24	2,21	-	-	3.735,160	22,01
Cachoeirinha (Município) (430310)	46.533	47.379	2,80	2,75	-	-	44,020	2.959,99
Camaquã (Município) (430350)	25.099	20.595	2,64	2,53	-	-	1.679,430	39,45
Campo Bom (Município) (430390)	23.741	23.410	2,81	2,72	-	-	60,510	1.102,50
Canguçu (Município) (430450)	21.229	8.856	2,64	2,34	-	-	3.525,290	15,90
Canoas (Município) (430460)	125.132	128.376	2,77	2,70	-	-	131,100	2.643,99
Capão da Canoa (Município) (430463)	15.649	15.883	3,39	3,32	-	-	97,100	546,33
Capela de Santana (Município) (430468)	4.592	2.844	2,60	2,50	-	-	183,070	65,22
Carazinho (Município) (430470)	24.453	24.695	2,54	2,47	-	-	665,090	93,39
Caxias do Sul (Município) (430510)	172.022	169.639	2,97	2,90	-	-	1.652,310	309,21
Charqueadas (Município) (430535)	11.857	11.890	3,44	3,35	-	-	216,510	188,39
Cruz Alta (Município) (430610)	26.681	26.437	2,26	2,20	-	-	1.360,290	44,33
Dois Irmãos (Município) (430640)	10.927	11.068	2,99	2,92	-	-	65,160	501,43
Eldorado do Sul (Município) (430676)	12.821	11.680	3,22	3,17	-	-	509,730	80,99
Erechim (Município) (430700)	39.649	38.224	2,67	2,61	-	-	430,670	245,81
Estância Velha (Município) (430760)	16.241	16.193	3,08	3,01	-	-	52,150	959,25
Esteio (Município) (430770)	32.249	32.841	2,58	2,53	-	-	27,680	3.006,29
Farroupilha (Município) (430790)	24.354	21.728	2,97	2,88	-	-	361,680	199,98
Glorinha (Município) (430905)	2.783	855	2,91	2,84	-	-	323,640	25,02
Gravataí (Município) (430920)	98.090	95.419	2,87	2,81	-	-	463,500	607,38
Guaíba (Município) (430930)	38.188	37.920	2,57	2,53	-	-	376,950	260,36
Ijuí (Município) (431020)	32.481	30.274	2,57	2,50	-	-	689,390	121,09
Ivoti (Município) (431080)	7.737	7.168	3,14	3,08	-	-	63,150	384,68
Lajeado (Município) (431140)	29.273	29.894	2,87	2,80	-	-	90,610	927,19
Montenegro (Município) (431240)	23.732	22.229	2,75	2,65	-	-	424,440	153,77
Nova Hartz (Município) (431306)	6.906	5.898	3,13	3,05	-	-	62,560	345,52
Nova Santa Rita (Município) (431337)	8.207	7.157	3,57	3,51	-	-	217,870	134,48
Novo Hamburgo (Município) (431340)	98.306	98.565	2,51	2,46	-	-	223,820	1.102,43
Parobé (Município) (431405)	19.956	19.307	2,92	2,85	-	-	108,760	535,80
Passo Fundo (Município) (431410)	73.918	73.643	2,75	2,69	-	-	783,420	259,47
Pelotas (Município) (431440)	139.189	133.629	2,46	2,39	-	-	1.610,080	212,66
Portão (Município) (431480)	11.771	9.906	3,15	3,06	-	-	159,900	231,89
Porto Alegre (Município) (431490)	612.350	612.350	2,42	2,42	-	-	496,680	2.987,37
Rio Grande (Município) (431560)	79.926	79.475	2,64	2,55	-	-	2.709,520	77,88
Santa Cruz do Sul (Município) (431680)	48.302	44.233	2,70	2,62	-	-	733,410	177,82
Santa Maria (Município) (431690)	105.270	102.059	2,68	2,63	-	-	1.781,760	158,34
Sant'Ana do Livramento (Município) (431710)	34.697	32.029	2,22	2,17	-	-	6.941,610	11,10
Santa Rosa (Município) (431720)	28.175	25.383	2,60	2,54	-	-	489,800	149,56
Santo Ângelo (Município) (431750)	31.542	30.435	2,46	2,40	-	-	680,500	114,02
Santo Antônio da Patrulha (Município) (431760)	16.626	11.870	2,58	2,56	-	-	1.049,810	40,86
São Borja (Município) (431800)	24.505	22.271	2,46	2,42	-	-	3.616,690	16,67
São Gabriel (Município) (431830)	24.645	22.377	2,52	2,47	-	-	5.023,820	12,36
São Jerônimo (Município) (431840)	8.817	6.972	2,75	2,68	-	-	936,380	25,90
São Leopoldo (Município) (431870)	84.887	86.726	2,79	2,72	-	-	102,740	2.305,23
Sapiranga (Município) (431990)	29.401	29.075	2,78	2,71	-	-	138,030	592,16
Sapucaia do Sul (Município) (432000)	51.300	52.444	2,75	2,68	-	-	58,310	2.419,44
Taquara (Município) (432120)	22.360	18.891	2,57	2,52	-	-	457,880	125,50
Tramandaí (Município) (432160)	15.863	15.818	3,26	3,19	-	-	144,410	358,12
Triunfo (Município) (432200)	10.186	6.680	2,90	2,89	-	-	818,800	36,07
Uruguaiana (Município) (432240)	46.004	43.857	2,76	2,71	-	-	5.703,590	22,26
Vacaria (Município) (432250)	23.819	22.840	2,78	2,71	-	-	2.124,580	31,17
Venâncio Aires (Município) (432260)	27.627	17.968	2,59	2,50	-	-	772,230	92,66
Viamão (Município) (432300)	90.827	87.528	2,81	2,74	-	-	1.497,090	170,48
Campo Grande (Município) (500270)	314.025	314.025	2,85	2,81	-	-	8.092,950	110,71
Corumbá (Município) (500320)	33.871	32.498	3,29	3,09	-	-	64.721,720	1,72
Dourados (Município) (500370)	74.565	74.049	2,99	2,78	-	-	4.086,240	54,56
Naviraí (Município) (500570)	18.112	17.964	3,03	2,82	-	-	3.193,550	17,18
Nova Andradina (Município) (500620)	17.945	16.290	3,03	2,84	-	-	4.776,000	11,38
Ponta Porã (Município) (500660)	27.456	23.561	3,37	3,13	-	-	5.330,450	17,36
Sidrolândia (Município) (500790)	16.290	11.250	3,54	3,38	-	-	5.286,410	10,91
Três Lagoas (Município) (500830)	39.284	39.779	3,09	2,91	-	-	10.206,950	11,89
Alta Floresta (Município) (510025)	19.179	17.108	2,70	2,63	-	-	8.953,190	5,78
Barão de Melgaço (Município) (510160)	2.660	1.214	3,22	3,18	-	-	11.174,470	0,77
Barra do Garças (Município) (510180)	22.514	21.637	2,71	2,54	-	-	9.079,290	6,72
Cáceres (Município) (510250)	32.101	28.531	2,94	2,88	-	-	24.593,030	3,84
Chapada dos Guimarães (Município) (510300)	7.054	4.448	2,80	2,75	-	-	6.611,790	2,99
Cuiabá (Município) (510340)	198.827	196.347	3,08	3,06	-	-	3.293,540	185,98
Jangada (Município) (510490)	2.533	1.028	3,32	3,13	-	-	1.015,310	8,28
Lucas do Rio Verde (Município) (510525)	17.857	17.301	3,67	3,53	-	-	3.675,220	17,83
Nossa Senhora do Livramento (Município) (510610)	4.347	1.578	3,04	3,06	-	-	4.934,710	2,68
Nova Brasilândia (Município) (510620)	1.781	1.427	2,15	2,14	-	-	3.278,860	1,17
Planalto da Serra (Município) (510645)	1.082	829	2,46	2,42	-	-	2.442,450	1,09
Poconé (Município) (510650)	11.404	8.305	2,88	2,87	-	-	17.164,000	1,91
Primavera do Leste (Município) (510704)	20.202	19.695	3,07	2,98	-	-	5.482,070	11,31
Rondonópolis (Município) (510760)	78.811	77.921	2,95	2,87	-	-	4.686,620	49,61
Rosário Oeste (Município) (510770)	6.597	3.915	2,60	2,64	-	-	7.419,630	2,31
Santo Antônio do Leverger (Município) (510780)	8.441	3.070	1,97	2,10	-	-	11.735,750	1,42
Sinop (Município) (510790)	43.864	37.630	3,26	3,15	-	-	3.942,230	36,27
Sorriso (Município) (510792)	25.804	23.169	3,50	3,42	-	-	9.347,560	9,66
Tangará da Serra (Município) (510795)	32.937	30.954	3,15	3,05	-	-	11.601,250	8,94
Várzea Grande (Município) (510840)	94.990	96.089	3,00	2,92	-	-	1.048,210	271,86
Abadia de Goiás (Município) (520005)	2.708	2.007	3,24	3,23	-	-	147,730	59,38
Águas Lindas de Goiás (Município) (520025)	55.759	56.869	3,81	3,73	-	-	188,390	1.127,69
Anápolis (Município) (520110)	134.816	134.805	2,87	2,82	-	-	933,160	414,64
Aparecida de Goiânia (Município) (520140)	173.107	176.633	3,34	3,27	-	-	278,540	2.075,76
Aragoiânia (Município) (520180)	3.436	2.317	3,00	2,94	-	-	218,180	47,24
Bela Vista de Goiás (Município) (520330)	10.408	7.637	2,88	2,87	-	-	1.275,850	23,49
Bonfinópolis (Município) (520355)	3.005	2.853	3,23	3,17	-	-	123,430	78,64
Brazabrantes (Município) (520360)	1.403	964	2,64	2,58	-	-	123,070	30,09
Caldas Novas (Município) (520450)	29.219	28.625	3,12	3,06	-	-	1.608,440	56,68
Caldazinha (Município) (520455)	1.425	844	2,67	2,60	-	-	249,690	15,23
Catalão (Município) (520510)	35.680	33.824	3,05	3,01	-	-	3.821,460	28,48
Caturaí (Município) (520520)	1.980	1.573	2,56	2,52	-	-	205,080	24,72
Cidade Ocidental (Município) (520549)	20.163	16.105	3,54	3,46	-	-	389,990	183,02
Cristalina (Município) (520620)	17.352	14.397	3,40	3,38	-	-	6.162,090	9,57
Formosa (Município) (520800)	38.732	35.840	3,14	3,12	-	-	5.811,790	20,93
Goianápolis (Município) (520840)	4.287	3.991	2,62	2,55	-	-	169,010	66,45
Goianésia (Município) (520860)	23.284	22.056	3,01	2,97	-	-	1.547,270	45,30
Goiânia (Município) (520870)	543.796	543.796	2,79	2,78	-	-	728,840	2.080,17
Goianira (Município) (520880)	13.065	13.102	3,39	3,32	-	-	212,550	208,37
Guapó (Município) (520920)	5.995	4.924	2,37	2,34	-	-	517,260	27,47
Hidrolândia (Município) (520970)	6.935	4.241	3,13	3,08	-	-	953,730	22,76
Inhumas (Município) (521000)	19.949	19.082	2,65	2,59	-	-	615,280	85,92
Itumbiara (Município) (521150)	39.978	38.875	2,62	2,58	-	-	2.464,510	42,50
Jataí (Município) (521190)	36.029	33.768	2,80	2,75	-	-	7.174,230	14,06
Luziânia (Município) (521250)	63.895	60.911	3,26	3,19	-	-	3.961,100	52,59
Mineiros (Município) (521310)	20.304	18.807	3,29	3,24	-	-	9.038,770	7,39
Nerópolis (Município) (521450)	9.446	9.239	3,16	3,10	-	-	204,220	146,17
Nova Veneza (Município) (521500)	3.189	2.783	3,09	3,06	-	-	123,380	79,86
Novo Gama (Município) (521523)	33.933	34.262	3,41	3,34	-	-	194,990	593,41
Planaltina (Município) (521760)	29.873	28.671	3,01	2,98	-	-	2.543,680	35,35
Rio Verde (Município) (521880)	69.925	66.193	3,37	3,30	-	-	8.386,830	28,10
Santo Antônio de Goiás (Município) (521973)	1.780	1.659	3,53	3,44	-	-	132,810	47,31
Santo Antônio do Descoberto (Município) (521975)	23.069	20.849	3,24	3,22	-	-	944,150	79,17
Senador Canedo (Município) (522045)	30.361	30.975	3,80	3,71	-	-	248,290	464,66
Terezópolis de Goiás (Município) (522119)	2.521	2.216	3,19	3,14	-	-	106,910	75,23
Trindade (Município) (522140)	40.897	40.081	3,12	3,05	-	-	710,330	179,63
Valparaíso de Goiás (Município) (522185)	50.440	51.836	3,34	3,25	-	-	61,450	2.741,55
Brasília (Município) (530010)	1.111.885	1.111.885	2,71	2,62	-	-	5.780,000	521,67
