Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Juazeiro (Município) (291840)	514,00	444,00	6.512.647,14	0,00	0,00	6.512.647,14	30,05
Lauro de Freitas (Município) (291920)	575,99	140,56	21.771.796,47	0,00	0,00	21.771.796,47	109,71
Luís Eduardo Magalhães (Município) (291955)	268,41	237,60	4.911.100,60	0,00	0,00	4.911.100,60	56,11
Madre de Deus (Município) (291992)	77,93	71,51	0,00	0,00	0,00	0,00	0,00
Mata de São João (Município) (292100)	203,87	103,31	2.550.840,40	0,00	0,00	2.550.840,40	54,76
Paulo Afonso (Município) (292400)	286,96	148,16	2.577.430,86	0,00	0,00	2.577.430,86	21,88
Pojuca (Município) (292520)	94,83	-	2.459.910,82	0,00	0,00	2.459.910,82	62,25
Porto Seguro (Município) (292530)	368,46	345,35	2.294.111,95	0,00	0,00	2.294.111,95	15,43
Ribeira do Pombal (Município) (292660)	181,80	-	1.127.707,65	0,00	0,00	1.127.707,65	20,96
Salvador (Município) (292740)	4.580,11	4.088,85	130.934.359,04	0,00	0,00	130.934.359,04	45,58
Santo Amaro (Município) (292860)	122,89	71,91	2.387.088,07	0,00	0,00	2.387.088,07	39,74
Santo Antônio de Jesus (Município) (292870)	384,56	49,41	6.970.952,37	0,00	0,00	6.970.952,37	68,67
Santo Estêvão (Município) (292880)	192,20	3,43	0,00	0,00	0,00	0,00	0,00
São Francisco do Conde (Município) (292920)	152,38	46,68	56.551,99	0,00	0,00	56.551,99	1,42
São Sebastião do Passé (Município) (292950)	113,62	2,86	0,00	0,00	0,00	0,00	0,00
Senhor do Bonfim (Município) (293010)	216,45	13,56	5.628.554,51	0,00	0,00	5.628.554,51	71,23
