Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Itupeva (Município) (352400)	13.682	11.954	3,38	3,36	3.711,200	80.165,79	200,820	230,53
Jaboticabal (Município) (352430)	23.378	22.736	3,08	3,07	2.801,540	38.916,19	706,600	101,88
Jacareí (Município) (352440)	66.053	65.136	3,22	3,22	11.045,420	51.918,83	464,270	458,23
Jaguariúna (Município) (352470)	13.953	13.565	3,26	3,25	6.470,310	142.389,16	141,390	321,39
Jandira (Município) (352500)	33.471	33.472	3,27	3,27	3.379,030	30.826,65	17,450	6.281,96
Jaú (Município) (352530)	42.128	40.976	3,15	3,13	4.477,950	33.797,37	687,100	192,83
Jundiaí (Município) (352590)	121.687	116.868	3,07	3,06	40.075,890	107.237,08	431,210	866,67
Juquitiba (Município) (352620)	9.076	6.913	3,19	3,24	494,150	17.091,49	522,170	55,37
Leme (Município) (352670)	28.774	28.194	3,22	3,22	2.849,050	30.766,97	402,870	229,85
Lençóis Paulista (Município) (352680)	18.690	18.238	3,31	3,32	2.689,660	43.438,35	809,540	76,49
Limeira (Município) (352690)	86.889	84.238	3,20	3,20	13.016,390	46.805,88	580,710	478,88
Lins (Município) (352710)	23.531	23.259	3,05	3,05	3.630,330	50.524,46	570,060	126,05
Lorena (Município) (352720)	25.807	25.116	3,21	3,21	2.170,830	26.190,28	414,160	200,13
Mairiporã (Município) (352850)	23.904	21.227	3,45	3,40	1.863,060	22.567,28	320,700	257,43
Marília (Município) (352900)	70.720	67.674	3,09	3,08	7.667,720	35.136,13	1.170,520	186,44
Matão (Município) (352930)	24.407	23.983	3,16	3,16	3.649,430	47.288,88	524,900	147,02
Mauá (Município) (352940)	128.963	128.968	3,27	3,27	14.800,200	35.139,52	61,910	6.803,28
Mirassol (Município) (353030)	17.972	17.543	3,02	3,01	1.656,030	30.547,38	243,230	222,89
Mococa (Município) (353050)	20.884	19.360	3,18	3,16	1.821,100	27.448,97	855,160	77,58
Mogi das Cruzes (Município) (353060)	119.766	110.953	3,27	3,26	15.332,980	39.095,20	712,540	550,42
Mogi Guaçu (Município) (353070)	43.026	40.970	3,21	3,20	6.040,690	43.695,51	812,750	170,09
Mogi Mirim (Município) (353080)	27.855	26.229	3,12	3,10	4.612,430	53.082,37	497,710	174,58
Mongaguá (Município) (353110)	15.020	14.942	3,14	3,14	748,270	15.869,04	143,210	329,27
Monte Alto (Município) (353130)	15.386	14.734	3,05	3,04	1.680,310	35.846,63	346,950	135,11
Monte Mor (Município) (353180)	14.886	13.995	3,35	3,35	3.488,440	69.991,32	240,570	207,18
Nova Odessa (Município) (353340)	16.286	16.023	3,19	3,19	2.758,330	53.099,91	73,790	703,99
Olímpia (Município) (353390)	16.446	15.539	3,06	3,06	1.938,190	38.508,05	802,560	62,71
Osasco (Município) (353440)	207.705	207.713	3,22	3,22	71.812,630	107.531,95	64,950	10.281,52
Ourinhos (Município) (353470)	33.742	32.963	3,07	3,07	3.012,620	29.040,39	295,820	350,69
Paulínia (Município) (353650)	24.994	24.972	3,38	3,38	14.787,930	174.980,30	138,780	608,98
Penápolis (Município) (353730)	19.455	18.617	3,02	3,02	1.514,760	25.757,73	711,320	82,68
Peruíbe (Município) (353760)	19.867	19.615	3,04	3,05	1.403,900	23.238,69	326,220	185,19
Piedade (Município) (353780)	15.875	7.347	3,29	3,24	1.031,110	19.716,00	746,870	70,02
Pindamonhangaba (Município) (353800)	44.288	42.649	3,36	3,36	6.808,630	45.816,97	730,000	203,57
Piracicaba (Município) (353870)	116.011	113.679	3,17	3,16	22.219,080	60.494,66	1.378,070	266,53
Pirapora do Bom Jesus (Município) (353910)	4.515	4.515	3,54	3,54	663,580	41.499,38	108,490	147,39
Pirassununga (Município) (353930)	23.230	21.354	3,03	3,02	2.611,530	37.052,49	727,120	96,93
Poá (Município) (353980)	31.459	30.977	3,39	3,39	6.387,730	59.811,88	17,260	6.186,11
Porto Feliz (Município) (354060)	14.977	12.667	3,28	3,26	1.529,710	31.121,49	556,710	88,29
Porto Ferreira (Município) (354070)	16.335	16.036	3,17	3,17	1.990,380	38.494,87	244,910	211,12
Praia Grande (Município) (354100)	85.927	85.930	3,11	3,11	5.580,460	20.876,61	149,250	1.790,97
Presidente Prudente (Município) (354140)	69.815	68.805	2,99	2,98	7.573,670	36.233,32	560,640	372,83
Registro (Município) (354260)	16.980	15.127	3,20	3,19	1.519,790	27.988,23	722,200	75,19
Ribeirão Pires (Município) (354330)	34.819	34.820	3,27	3,27	3.055,520	26.867,37	99,080	1.147,88
Ribeirão Preto (Município) (354340)	201.090	200.556	3,05	3,04	30.356,900	49.575,24	650,920	940,74
Rio Claro (Município) (354390)	61.455	60.136	3,05	3,04	9.823,560	52.353,79	498,420	376,46
Rio Grande da Serra (Município) (354410)	13.585	13.585	3,28	3,28	641,090	14.405,50	36,340	1.224,59
Salesópolis (Município) (354500)	4.821	3.059	3,26	3,27	206,000	13.092,48	425,000	37,02
Salto (Município) (354520)	32.792	32.577	3,25	3,25	5.908,510	55.497,22	133,060	800,15
Santa Bárbara d'Oeste (Município) (354580)	56.501	56.096	3,20	3,20	6.154,470	34.045,48	271,030	666,98
Santa Isabel (Município) (354680)	15.747	12.348	3,24	3,24	1.483,320	29.102,38	363,330	140,28
Santana de Parnaíba (Município) (354730)	32.523	32.524	3,43	3,43	8.649,110	77.624,76	179,950	619,19
Santo André (Município) (354780)	221.814	221.823	3,06	3,06	32.789,710	48.327,77	175,780	3.859,81
Santos (Município) (354850)	148.877	148.781	2,82	2,82	23.298,410	55.537,33	281,030	1.492,74
São Bernardo do Campo (Município) (354870)	246.116	242.352	3,13	3,13	70.117,160	91.031,33	409,530	1.880,81
São Caetano do Sul (Município) (354880)	51.949	51.951	2,89	2,89	20.028,610	133.557,92	15,330	9.781,62
São Carlos (Município) (354890)	73.771	70.938	3,04	3,03	11.258,260	50.221,29	1.136,910	197,18
São João da Boa Vista (Município) (354910)	28.374	27.336	2,96	2,95	2.945,710	35.018,43	516,400	162,90
São Joaquim da Barra (Município) (354940)	14.853	14.574	3,16	3,16	1.660,030	35.401,92	410,860	114,13
São José do Rio Pardo (Município) (354970)	16.345	14.620	3,18	3,15	1.909,510	36.693,09	419,680	124,00
São José do Rio Preto (Município) (354980)	141.203	133.765	2,92	2,89	16.892,740	40.994,23	431,940	954,00
São José dos Campos (Município) (354990)	194.961	190.992	3,27	3,27	38.487,560	60.431,79	1.099,410	579,29
São Lourenço da Serra (Município) (354995)	4.425	4.024	3,19	3,19	329,740	23.369,31	186,460	75,67
São Paulo (Município) (355030)	3.667.738	3.636.895	3,09	3,08	757.066,560	66.901,61	1.521,110	7.439,38
São Roque (Município) (355060)	24.440	22.413	3,26	3,23	2.445,310	30.659,48	306,910	259,87
São Sebastião (Município) (355070)	24.342	24.084	3,09	3,09	6.394,640	85.076,97	402,400	186,79
São Vicente (Município) (355100)	104.668	104.459	3,20	3,20	5.444,430	16.268,38	148,100	2.259,71
Sertãozinho (Município) (355170)	34.096	33.720	3,26	3,26	5.872,230	52.780,80	403,090	276,01
Sorocaba (Município) (355220)	183.942	182.137	3,23	3,23	34.666,190	58.382,61	450,380	1.318,38
Sumaré (Município) (355240)	75.613	74.750	3,21	3,21	14.339,600	59.020,41	153,470	1.583,16
Suzano (Município) (355250)	76.918	74.252	3,45	3,44	10.888,570	41.077,45	206,240	1.285,29
Taboão da Serra (Município) (355280)	74.386	74.389	3,34	3,34	9.130,940	36.799,46	20,390	12.170,25
Taquaritinga (Município) (355370)	17.933	17.042	3,02	3,01	1.311,880	24.233,07	594,340	91,09
Tatuí (Município) (355400)	33.453	31.822	3,24	3,25	4.007,670	36.973,50	523,750	206,96
Taubaté (Município) (355410)	86.269	84.429	3,26	3,26	19.796,520	70.366,11	625,000	450,14
Tupã (Município) (355500)	21.443	20.616	2,96	2,96	1.762,180	27.756,58	627,990	101,10
Ubatuba (Município) (355540)	25.843	25.246	3,08	3,08	1.573,040	19.732,59	708,110	112,58
Valinhos (Município) (355620)	34.592	33.026	3,14	3,13	6.570,690	60.491,33	148,540	731,27
Vargem Grande Paulista (Município) (355645)	12.920	12.920	3,39	3,39	1.640,230	37.457,58	42,490	1.030,60
Várzea Paulista (Município) (355650)	32.527	32.528	3,33	3,33	3.055,840	28.246,12	35,120	3.080,47
Vinhedo (Município) (355670)	19.934	19.360	3,25	3,25	7.826,600	120.650,52	81,600	794,94
Votorantim (Município) (355700)	32.897	31.710	3,34	3,33	3.158,500	28.766,45	183,520	598,30
Votuporanga (Município) (355710)	29.984	29.170	2,85	2,85	2.556,780	29.943,45	420,700	202,96
Adrianópolis (Município) (410020)	2.022	659	3,13	3,10	111,490	17.617,76	1.349,340	4,69
Agudos do Sul (Município) (410030)	2.639	902	3,16	3,16	131,560	15.753,74	192,260	43,44
Almirante Tamandaré (Município) (410040)	31.121	29.917	3,35	3,34	1.259,400	12.068,97	194,740	535,83
Apucarana (Município) (410140)	39.413	37.404	3,09	3,08	2.893,180	23.729,33	558,390	218,35
Arapongas (Município) (410150)	33.957	33.322	3,11	3,10	4.675,580	44.281,39	382,220	276,25
Araucária (Município) (410180)	36.326	33.673	3,33	3,33	11.069,690	91.460,84	469,240	257,93
Balsa Nova (Município) (410230)	3.607	2.187	3,17	3,18	703,150	61.560,80	348,930	32,73
Bocaiúva do Sul (Município) (410310)	3.322	1.552	3,35	3,35	174,510	15.670,95	826,340	13,48
Cambé (Município) (410370)	31.100	29.989	3,13	3,12	3.180,590	32.658,25	495,380	196,60
Campina Grande do Sul (Município) (410400)	11.869	9.813	3,29	3,28	1.221,310	31.241,95	539,250	72,49
Campo Largo (Município) (410420)	35.039	29.455	3,25	3,24	3.353,560	29.447,70	1.243,550	91,58
Campo Magro (Município) (410425)	7.589	5.965	3,32	3,32	340,830	13.533,50	275,350	91,46
Campo Mourão (Município) (410430)	28.887	27.505	3,04	3,02	3.052,080	34.797,40	757,880	115,73
Cascavel (Município) (410480)	93.810	89.332	3,08	3,06	9.512,950	32.878,12	2.100,830	137,73
Castro (Município) (410490)	20.324	14.943	3,31	3,31	2.003,710	29.749,37	2.531,500	26,61
Cerro Azul (Município) (410520)	5.306	1.562	3,20	3,09	232,280	13.677,24	1.341,190	12,66
Cianorte (Município) (410550)	23.021	20.602	3,08	3,06	2.155,170	30.387,87	811,670	87,38
Colombo (Município) (410580)	65.141	62.371	3,30	3,29	4.166,450	19.357,06	197,790	1.088,22
Contenda (Município) (410620)	4.799	2.772	3,35	3,37	284,620	17.683,65	299,040	53,82
Curitiba (Município) (410690)	590.240	590.240	2,99	2,99	99.428,410	56.348,03	435,040	4.056,08
Fazenda Rio Grande (Município) (410765)	24.318	22.640	3,42	3,41	1.280,170	15.401,89	116,680	712,37
Foz do Iguaçu (Município) (410830)	81.085	80.605	3,16	3,15	10.095,340	39.450,35	618,350	413,84
Francisco Beltrão (Município) (410840)	26.333	22.934	3,03	2,97	2.238,640	28.035,57	735,110	108,62
Guarapuava (Município) (410940)	51.866	47.604	3,25	3,23	4.393,830	26.099,51	3.178,650	52,96
Ibiporã (Município) (410980)	15.521	14.868	3,14	3,12	1.909,300	39.236,05	297,740	163,44
Irati (Município) (411070)	18.070	14.559	3,13	3,10	1.395,120	24.691,01	999,520	56,53
Itaperuçu (Município) (411125)	7.046	5.909	3,44	3,43	498,670	20.575,68	320,580	75,60
Lapa (Município) (411320)	14.444	8.759	3,12	3,12	1.282,780	28.419,77	2.093,860	21,56
Londrina (Município) (411370)	168.899	165.424	3,03	3,01	18.904,020	36.973,97	1.652,570	309,38
Mandirituba (Município) (411430)	6.883	2.250	3,28	3,35	594,600	26.332,98	379,180	59,55
Marechal Cândido Rondon (Município) (411460)	16.146	13.650	2,93	2,90	1.734,230	36.690,84	748,000	63,19
Maringá (Município) (411520)	119.664	117.884	3,03	3,02	14.872,530	41.047,05	487,050	743,92
Palmas (Município) (411760)	12.362	11.568	3,52	3,49	803,830	18.475,54	1.557,890	27,93
Paranaguá (Município) (411820)	41.563	40.040	3,40	3,41	7.303,960	51.626,51	826,670	171,14
Paranavaí (Município) (411840)	26.965	25.824	3,04	3,03	1.867,760	22.766,73	1.202,270	68,24
Pato Branco (Município) (411850)	23.980	22.599	3,05	3,05	2.689,060	36.761,85	539,090	135,69
Pinhais (Município) (411915)	36.433	36.519	3,25	3,24	5.901,640	49.872,70	60,870	1.944,08
Piraquara (Município) (411950)	26.791	14.048	3,53	3,30	1.164,490	12.320,30	227,040	416,30
Ponta Grossa (Município) (411990)	97.134	95.247	3,24	3,23	11.877,280	37.763,44	2.054,730	153,07
Prudentópolis (Município) (412060)	15.112	7.107	3,24	3,17	878,420	17.951,41	2.236,580	21,88
Quatro Barras (Município) (412080)	6.218	5.603	3,24	3,25	1.384,010	68.736,37	180,470	111,57
Quitandinha (Município) (412120)	5.373	1.572	3,21	3,13	272,530	15.818,19	447,020	38,54
Rio Branco do Sul (Município) (412220)	9.338	6.679	3,29	3,31	1.419,420	46.158,58	812,290	37,86
Rolândia (Município) (412240)	18.859	17.946	3,10	3,08	2.143,450	36.633,28	459,020	127,47
São José dos Pinhais (Município) (412550)	82.653	74.479	3,25	3,24	31.234,170	116.195,10	946,440	284,02
Sarandi (Município) (412625)	26.625	26.467	3,14	3,14	1.245,130	14.871,83	103,460	809,22
Telêmaco Borba (Município) (412710)	22.272	21.852	3,17	3,16	2.945,520	41.759,68	1.382,860	51,01
Tijucas do Sul (Município) (412760)	4.645	744	3,17	3,11	342,420	23.275,01	671,890	21,90
Toledo (Município) (412770)	39.971	36.600	3,03	3,00	4.309,060	35.631,52	1.197,000	101,03
Tunas do Paraná (Município) (412788)	1.838	827	3,51	3,49	93,760	14.514,05	668,480	9,66
Umuarama (Município) (412810)	34.390	32.099	2,95	2,93	2.578,650	25.419,71	1.234,540	82,17
União da Vitória (Município) (412820)	16.784	15.985	3,16	3,15	1.189,010	22.409,27	720,000	73,69
Doutor Ulysses (Município) (412863)	1.726	284	3,31	3,26	78,830	13.815,99	777,480	7,34
Águas Mornas (Município) (420060)	1.744	735	3,22	3,21	162,440	28.914,20	327,360	17,16
Alfredo Wagner (Município) (420070)	3.061	989	3,09	2,91	189,960	20.095,39	732,770	12,90
Angelina (Município) (420090)	1.679	379	3,10	2,94	114,570	21.990,59	500,040	10,42
Anitápolis (Município) (420110)	1.108	480	2,90	2,74	62,560	19.470,57	542,120	5,93
Antônio Carlos (Município) (420120)	2.344	761	3,22	3,11	390,160	51.765,32	233,570	32,27
Araranguá (Município) (420140)	20.439	16.939	3,02	3,01	1.816,700	29.388,42	303,300	203,82
Balneário Camboriú (Município) (420200)	40.555	40.619	2,73	2,73	4.594,280	41.484,11	46,240	2.394,86
Biguaçu (Município) (420230)	18.603	16.849	3,17	3,17	1.789,450	30.337,95	367,890	160,33
Blumenau (Município) (420240)	104.414	100.228	2,99	2,98	16.715,440	53.466,31	518,500	602,96
Brusque (Município) (420290)	34.272	33.250	3,14	3,13	5.472,020	50.777,85	283,220	380,49
Caçador (Município) (420300)	22.663	20.780	3,15	3,13	2.686,070	37.654,81	984,290	72,47
Camboriú (Município) (420320)	18.881	17.821	3,39	3,41	1.016,200	15.886,39	212,320	301,28
Canelinha (Município) (420370)	3.311	2.087	3,24	3,26	195,330	18.210,98	152,560	70,31
Canoinhas (Município) (420380)	16.759	12.698	3,15	3,10	1.664,360	31.490,27	1.140,390	46,35
Chapecó (Município) (420420)	60.665	56.301	3,07	3,03	8.024,630	43.065,13	626,060	297,63
Concórdia (Município) (420430)	23.742	19.396	2,91	2,85	2.792,060	40.436,49	799,450	86,37
Criciúma (Município) (420460)	63.538	62.929	3,05	3,04	7.177,060	36.997,23	235,700	823,03
Florianópolis (Município) (420540)	152.861	147.309	2,80	2,79	19.201,920	44.938,01	675,410	632,65
Garopaba (Município) (420570)	6.302	5.414	2,94	2,89	393,650	21.255,22	115,410	160,48
Gaspar (Município) (420590)	18.529	15.048	3,18	3,18	2.408,160	40.907,14	386,780	152,20
Governador Celso Ramos (Município) (420600)	4.248	4.009	3,09	3,08	216,240	16.498,11	117,190	111,85
Içara (Município) (420700)	19.099	17.607	3,12	3,10	1.874,520	31.443,18	228,930	260,41
Indaial (Município) (420750)	17.904	17.299	3,13	3,12	2.426,630	43.348,12	430,790	129,95
Itajaí (Município) (420820)	59.604	56.571	3,12	3,11	18.368,300	98.686,92	288,290	645,63
Itapema (Município) (420830)	15.509	15.168	3,05	3,04	1.391,640	29.404,81	57,800	818,76
Jaraguá do Sul (Município) (420890)	46.558	43.484	3,13	3,11	9.873,980	67.731,11	529,450	275,35
Joinville (Município) (420910)	165.703	160.664	3,14	3,13	28.165,930	54.071,15	1.126,110	462,57
Lages (Município) (420930)	50.839	49.966	3,08	3,08	4.407,440	28.132,88	2.631,500	59,53
Leoberto Leal (Município) (420980)	1.077	279	3,10	2,91	76,840	23.027,62	291,210	11,46
Mafra (Município) (421010)	17.093	13.408	3,11	3,09	1.593,740	29.990,69	1.404,030	37,85
Major Gercino (Município) (421020)	1.111	439	2,96	2,85	60,070	18.257,56	306,180	10,75
Navegantes (Município) (421130)	19.160	18.204	3,25	3,24	2.100,150	33.771,51	112,030	555,10
Nova Trento (Município) (421150)	3.950	2.992	3,13	3,10	453,520	36.662,73	402,890	30,70
Palhoça (Município) (421190)	44.340	43.742	3,16	3,15	4.725,930	33.759,04	395,130	354,29
Paulo Lopes (Município) (421230)	2.177	1.564	3,10	3,11	211,180	31.281,85	449,680	15,01
Rancho Queimado (Município) (421430)	966	475	2,85	2,72	103,310	37.472,15	286,290	9,63
Rio do Sul (Município) (421480)	20.582	19.204	3,01	2,99	2.695,650	43.526,64	260,970	237,31
Santo Amaro da Imperatriz (Município) (421570)	6.347	4.824	3,16	3,14	718,210	35.764,09	344,050	58,37
São Bento do Sul (Município) (421580)	24.556	23.443	3,08	3,07	3.416,120	45.234,59	501,630	150,55
São Bonifácio (Município) (421590)	1.006	234	2,97	2,91	52,650	17.595,42	460,360	6,50
São Francisco do Sul (Município) (421620)	13.980	13.076	3,10	3,08	4.006,660	92.521,82	498,650	86,85
São João Batista (Município) (421630)	8.393	7.503	3,23	3,24	705,270	25.991,25	200,580	135,28
São José (Município) (421660)	71.782	71.129	2,96	2,95	9.114,170	42.872,64	150,450	1.412,98
São Pedro de Alcântara (Município) (421725)	1.159	829	4,13	4,58	66,060	13.790,81	140,020	34,21
Tijucas (Município) (421800)	10.090	8.556	3,13	3,10	1.253,720	39.759,08	279,580	112,79
Tubarão (Município) (421870)	33.503	30.431	2,92	2,91	3.402,830	34.782,03	301,760	324,21
Videira (Município) (421930)	15.848	14.502	3,00	2,98	2.235,080	46.937,76	384,520	123,84
Xanxerê (Município) (421950)	14.173	12.804	3,15	3,09	1.873,310	41.961,94	377,760	118,18
Alegrete (Município) (430040)	26.526	23.608	2,91	2,93	1.665,270	21.587,64	7.803,950	9,88
Alvorada (Município) (430060)	61.500	61.656	3,20	3,19	2.319,200	11.798,20	71,310	2.756,55
Araricá (Município) (430087)	1.724	1.427	2,86	2,84	134,500	27.292,19	35,150	140,19
Arroio dos Ratos (Município) (430110)	4.705	4.456	2,90	2,91	169,810	12.461,00	425,930	31,99
Bagé (Município) (430160)	39.326	33.425	2,97	2,93	2.112,060	18.060,47	4.093,580	28,57
Bento Gonçalves (Município) (430210)	37.284	34.851	2,91	2,87	5.924,010	54.608,69	274,070	395,81
Cachoeira do Sul (Município) (430300)	30.016	25.631	2,78	2,79	2.111,080	25.277,29	3.735,160	22,36
Cachoeirinha (Município) (430310)	39.691	39.792	3,00	2,99	7.161,130	60.126,52	44,020	2.705,73
Camaquã (Município) (430350)	21.221	16.996	2,97	2,91	1.666,850	26.480,21	1.679,430	37,48
Campo Bom (Município) (430390)	20.436	19.672	2,96	2,94	2.660,570	43.948,04	60,510	1.000,48
Canguçu (Município) (430450)	17.967	7.293	2,97	2,71	787,550	14.748,37	3.525,290	15,15
Canoas (Município) (430460)	106.117	106.386	3,06	3,06	15.995,350	49.187,85	131,100	2.480,54
Capão da Canoa (Município) (430463)	13.952	13.900	3,08	3,07	1.148,440	26.753,94	97,100	442,08
Capela de Santana (Município) (430468)	3.989	2.419	2,94	2,89	150,060	12.788,53	183,070	64,10
Carazinho (Município) (430470)	20.594	20.288	2,89	2,88	2.107,990	35.461,11	665,090	89,38
Caxias do Sul (Município) (430510)	150.012	145.076	2,94	2,93	28.354,860	64.248,36	1.652,310	267,10
Charqueadas (Município) (430535)	10.315	10.126	3,46	3,45	1.328,120	37.168,80	216,510	165,03
Cruz Alta (Município) (430610)	21.743	21.041	2,87	2,86	2.717,870	43.504,04	1.360,290	45,93
Dois Irmãos (Município) (430640)	9.601	9.529	2,91	2,90	1.558,920	55.741,56	65,160	429,23
Eldorado do Sul (Município) (430676)	11.290	10.092	3,09	3,10	1.126,790	32.298,26	509,730	68,44
Erechim (Município) (430700)	33.798	32.109	2,86	2,84	4.280,960	44.244,46	430,670	224,67
Estância Velha (Município) (430760)	14.212	13.891	3,04	3,03	1.439,700	33.368,21	52,150	827,39
Esteio (Município) (430770)	26.964	27.003	3,00	2,99	3.335,780	41.279,24	27,680	2.919,86
Farroupilha (Município) (430790)	21.020	18.448	3,06	3,01	3.048,400	47.427,41	361,680	177,71
Glorinha (Município) (430905)	2.442	731	2,86	2,87	459,550	65.800,96	323,640	21,58
Gravataí (Município) (430920)	84.140	80.146	3,06	3,06	12.042,210	46.778,95	463,500	555,40
Guaíba (Município) (430930)	31.914	31.173	2,99	2,99	4.742,650	49.779,61	376,950	252,75
Ijuí (Município) (431020)	27.403	24.979	2,89	2,87	3.120,280	39.417,36	689,390	114,83
Ivoti (Município) (431080)	6.827	6.233	2,96	2,95	833,440	41.210,22	63,150	320,25
Lajeado (Município) (431140)	25.495	25.463	2,84	2,83	3.571,210	49.368,35	90,610	798,34
Montenegro (Município) (431240)	20.373	18.571	2,94	2,91	2.978,080	49.790,75	424,440	140,92
Nova Hartz (Município) (431306)	6.041	5.048	3,08	3,07	1.079,090	58.021,63	62,560	297,29
Nova Santa Rita (Município) (431337)	7.375	6.304	3,15	3,16	981,020	42.192,58	217,870	106,72
Novo Hamburgo (Município) (431340)	82.158	80.969	2,91	2,90	9.357,110	39.126,36	223,820	1.068,49
Parobé (Município) (431405)	17.177	16.254	3,03	3,02	1.231,370	23.671,46	108,760	478,30
Passo Fundo (Município) (431410)	63.131	61.771	2,95	2,94	7.013,500	37.690,15	783,420	237,53
Pelotas (Município) (431440)	116.397	109.727	2,83	2,80	7.943,020	24.152,82	1.610,080	204,25
Portão (Município) (431480)	10.350	8.525	3,03	3,01	1.271,690	40.498,31	159,900	196,38
Porto Alegre (Município) (431490)	520.429	520.429	2,72	2,72	72.828,590	51.538,39	496,680	2.845,07
Rio Grande (Município) (431560)	68.044	65.706	2,91	2,89	8.170,600	41.255,43	2.709,520	73,09
Santa Cruz do Sul (Município) (431680)	41.410	37.156	2,88	2,85	7.307,740	61.307,09	733,410	162,53
Santa Maria (Município) (431690)	89.334	85.201	2,94	2,93	6.897,180	26.288,10	1.781,760	147,25
Sant'Ana do Livramento (Município) (431710)	27.973	25.223	2,92	2,93	1.482,170	18.114,80	6.941,610	11,79
Santa Rosa (Município) (431720)	23.866	21.146	2,89	2,87	2.602,330	37.790,48	489,800	140,59
Santo Ângelo (Município) (431750)	26.296	24.768	2,90	2,90	2.057,340	26.985,42	680,500	112,03
Santo Antônio da Patrulha (Município) (431760)	14.088	9.885	2,83	2,86	932,490	23.377,01	1.049,810	38,00
São Borja (Município) (431800)	20.018	17.844	3,07	3,08	1.596,770	25.995,01	3.616,690	16,98
São Gabriel (Município) (431830)	20.603	18.277	2,93	2,94	1.319,140	21.821,28	5.023,820	12,03
São Jerônimo (Município) (431840)	7.527	5.860	2,96	2,93	543,650	24.404,30	936,380	23,79
São Leopoldo (Município) (431870)	72.721	72.652	2,97	2,96	7.168,440	33.238,91	102,740	2.099,16
Sapiranga (Município) (431990)	25.011	24.203	3,02	3,00	2.537,820	33.644,77	138,030	546,49
Sapucaia do Sul (Município) (432000)	43.661	43.608	3,01	3,01	3.465,450	26.335,78	58,310	2.256,72
Taquara (Município) (432120)	18.908	15.634	2,90	2,90	1.254,270	22.895,28	457,880	119,64
Tramandaí (Município) (432160)	14.107	13.781	3,01	3,00	816,180	19.251,91	144,410	293,58
Triunfo (Município) (432200)	8.816	5.693	2,96	2,99	7.892,110	302.704,53	818,800	31,84
Uruguaiana (Município) (432240)	38.279	35.849	3,27	3,27	2.366,770	18.885,82	5.703,590	21,97
Vacaria (Município) (432250)	20.261	18.975	3,04	3,04	1.808,280	29.331,40	2.124,580	29,02
Venâncio Aires (Município) (432260)	23.529	14.949	2,82	2,78	2.838,290	42.804,61	772,230	85,87
Viamão (Município) (432300)	77.132	72.251	3,12	3,13	3.183,220	13.246,74	1.497,090	160,51
Campo Grande (Município) (500270)	257.254	253.969	3,10	3,09	26.573,610	33.373,36	8.092,950	98,39
Corumbá (Município) (500320)	28.432	25.613	3,67	3,67	3.196,250	30.639,47	64.721,720	1,61
Dourados (Município) (500370)	62.432	58.440	3,18	3,13	7.239,340	36.484,55	4.086,240	48,56
Naviraí (Município) (500570)	15.107	14.127	3,12	3,08	1.497,970	31.754,21	3.193,550	14,77
Nova Andradina (Município) (500620)	14.971	12.794	3,10	3,08	1.659,210	35.782,79	4.776,000	9,71
Ponta Porã (Município) (500660)	22.958	18.462	3,45	3,42	1.969,760	24.878,91	5.330,450	14,85
Sidrolândia (Município) (500790)	13.547	8.842	3,22	3,25	1.238,100	28.420,18	5.286,410	8,24
Três Lagoas (Município) (500830)	32.737	31.299	3,16	3,15	6.623,790	63.975,76	10.206,950	10,14
Alta Floresta (Município) (510025)	15.648	13.634	3,15	3,14	1.126,280	22.830,70	8.953,190	5,51
Barão de Melgaço (Município) (510160)	2.299	1.020	3,30	3,35	90,680	11.954,91	11.174,470	0,68
Barra do Garças (Município) (510180)	18.323	17.175	3,11	2,98	1.583,140	27.821,81	9.079,290	6,27
Cáceres (Município) (510250)	26.116	22.669	3,39	3,40	1.530,370	17.306,37	24.593,030	3,60
Chapada dos Guimarães (Município) (510300)	5.724	3.526	3,14	3,16	284,740	15.836,43	6.611,790	2,72
Cuiabá (Município) (510340)	170.923	167.646	3,25	3,26	20.270,420	36.438,00	3.293,540	168,91
Jangada (Município) (510490)	2.092	831	3,70	3,57	197,800	25.555,16	1.015,310	7,62
Lucas do Rio Verde (Município) (510525)	14.208	13.373	3,35	3,32	2.846,600	59.838,88	3.675,220	12,94
Nossa Senhora do Livramento (Município) (510610)	3.674	1.303	3,15	3,25	145,580	12.572,61	4.934,710	2,35
Nova Brasilândia (Município) (510620)	1.496	1.168	3,00	3,07	65,730	14.623,41	3.278,860	1,37
Planalto da Serra (Município) (510645)	890	666	3,05	3,07	55,630	20.491,07	2.442,450	1,11
Poconé (Município) (510650)	9.188	6.530	3,47	3,54	419,600	13.171,36	17.164,000	1,86
Primavera do Leste (Município) (510704)	16.283	15.484	3,26	3,24	3.248,390	61.285,66	5.482,070	9,67
Rondonópolis (Município) (510760)	63.461	61.303	3,13	3,12	8.310,920	41.773,89	4.686,620	42,45
Rosário Oeste (Município) (510770)	5.359	3.103	3,28	3,42	211,960	12.042,27	7.419,630	2,37
