Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Mongaguá (Município) (353110)	50.641	50.641	50.420	143,210	11.823	11.602	23,0%	23,3%
Monte Alto (Município) (353130)	48.907	48.907	46.706	346,950	0	0	0,0%	0,0%
Monte Mor (Município) (353180)	53.488	53.488	50.242	240,570	24.695	21.449	42,7%	46,2%
Nova Odessa (Município) (353340)	55.229	55.229	54.329	73,790	0	0	0,0%	0,0%
Olímpia (Município) (353390)	52.650	52.650	49.724	802,560	2.926	0	0,0%	5,6%
Osasco (Município) (353440)	691.652	691.652	691.652	64,950	173.647	173.647	25,1%	25,1%
Ourinhos (Município) (353470)	108.674	108.674	105.867	295,820	4.609	1.802	1,7%	4,2%
Paulínia (Município) (353650)	92.668	92.668	92.582	138,780	6.863	6.777	7,3%	7,4%
Penápolis (Município) (353730)	61.371	61.371	58.614	711,320	2.861	104	0,2%	4,7%
Peruíbe (Município) (353760)	63.815	63.815	63.102	326,220	18.192	17.479	27,7%	28,5%
Piedade (Município) (353780)	54.323	54.323	24.753	746,870	37.828	8.258	33,4%	69,6%
Pindamonhangaba (Município) (353800)	157.062	157.062	151.413	730,000	5.649	0	0,0%	3,6%
Piracicaba (Município) (353870)	385.287	385.287	377.014	1.378,070	206	2.014	0,5%	0,1%
Pirapora do Bom Jesus (Município) (353910)	17.091	17.091	17.091	108,490	9.438	9.438	55,2%	55,2%
Pirassununga (Município) (353930)	73.656	73.656	67.492	727,120	6.164	0	0,0%	8,4%
Poá (Município) (353980)	112.015	112.015	110.245	17,260	7.465	5.695	5,2%	6,7%
Porto Feliz (Município) (354060)	51.320	51.320	43.136	556,710	1.840	0	0,0%	3,6%
Porto Ferreira (Município) (354070)	54.056	54.056	53.086	244,910	3.017	2.047	3,9%	5,6%
Praia Grande (Município) (354100)	287.967	287.967	287.967	149,250	93.647	93.647	32,5%	32,5%
Presidente Prudente (Município) (354140)	218.960	218.960	214.493	560,640	438	0	0,0%	0,2%
Registro (Município) (354260)	56.123	56.123	49.822	722,200	14.920	8.619	17,3%	26,6%
Ribeirão Pires (Município) (354330)	118.871	118.871	118.871	99,080	30.467	30.467	25,6%	25,6%
Ribeirão Preto (Município) (354340)	649.556	649.556	647.713	650,920	10.929	9.086	1,4%	1,7%
Rio Claro (Município) (354390)	196.821	196.821	192.031	498,420	0	0	0,0%	0,0%
Rio Grande da Serra (Município) (354410)	47.142	47.142	47.142	36,340	25.074	25.074	53,2%	53,2%
Salesópolis (Município) (354500)	16.462	16.462	10.481	425,000	7.380	1.399	13,3%	44,8%
Salto (Município) (354520)	112.052	112.052	111.264	133,060	3.052	2.264	2,0%	2,7%
Santa Bárbara d'Oeste (Município) (354580)	188.302	188.302	186.824	271,030	1.000	0	0,0%	0,5%
Santa Isabel (Município) (354680)	53.784	53.784	42.205	363,330	-	-	-	-
Santana de Parnaíba (Município) (354730)	120.998	120.998	120.998	179,950	81.153	81.153	67,1%	67,1%
Santo André (Município) (354780)	704.942	704.942	704.942	175,780	14.099	14.099	2,0%	2,0%
Santos (Município) (354850)	433.153	433.153	432.829	281,030	6.354	6.030	1,4%	1,5%
São Bernardo do Campo (Município) (354870)	805.895	805.895	792.414	409,530	97.412	83.931	10,6%	12,1%
São Caetano do Sul (Município) (354880)	156.362	156.362	156.362	15,330	0	0	0,0%	0,0%
São Carlos (Município) (354890)	236.457	236.457	226.987	1.136,910	0	0	0,0%	0,0%
São João da Boa Vista (Município) (354910)	87.912	87.912	84.405	516,400	2.936	0	0,0%	3,3%
São Joaquim da Barra (Município) (354940)	49.259	49.259	48.376	410,860	883	0	0,0%	1,8%
São José do Rio Pardo (Município) (354970)	54.024	54.024	47.840	419,680	6.184	0	0,0%	11,4%
São José do Rio Preto (Município) (354980)	434.039	434.039	407.707	431,940	29.513	3.181	0,8%	6,8%
São José dos Campos (Município) (354990)	673.255	673.255	659.558	1.099,410	26.229	12.532	1,9%	3,9%
São Lourenço da Serra (Município) (354995)	14.874	14.874	13.539	186,460	10.925	9.590	70,8%	73,5%
São Paulo (Município) (355030)	11.821.873	11.821.873	11.715.605	1.521,110	457.736	351.468	3,0%	3,9%
São Roque (Município) (355060)	84.460	84.460	76.602	306,910	47.377	39.519	51,6%	56,1%
São Sebastião (Município) (355070)	80.379	80.379	79.473	402,400	41.095	40.189	50,6%	51,1%
São Vicente (Município) (355100)	350.465	350.465	349.803	148,100	91.716	91.054	26,0%	26,2%
Sertãozinho (Município) (355170)	117.539	117.539	116.149	403,090	4.539	4.149	3,6%	3,9%
Sorocaba (Município) (355220)	629.231	629.231	622.827	450,380	62.923	62.283	10,0%	10,0%
Sumaré (Município) (355240)	258.556	258.556	255.512	153,470	26.665	23.621	9,2%	10,3%
Suzano (Município) (355250)	279.520	279.520	269.680	206,240	40.584	30.744	11,4%	14,5%
Taboão da Serra (Município) (355280)	264.352	264.352	264.352	20,390	37.121	37.121	14,0%	14,0%
Taquaritinga (Município) (355370)	56.204	56.204	53.268	594,340	1.925	0	0,0%	3,4%
Tatuí (Município) (355400)	114.314	114.314	108.914	523,750	6.021	621	0,6%	5,3%
Taubaté (Município) (355410)	296.431	296.431	290.035	625,000	10.137	3.741	1,3%	3,4%
Tupã (Município) (355500)	65.540	65.540	62.911	627,990	2.649	20	0,0%	4,0%
Ubatuba (Município) (355540)	84.377	84.377	82.349	708,110	53.768	51.740	62,8%	63,7%
Valinhos (Município) (355620)	116.308	116.308	110.681	148,540	3.460	3.189	2,9%	3,0%
Vargem Grande Paulista (Município) (355645)	47.013	47.013	47.013	42,490	34.705	34.705	73,8%	73,8%
Várzea Paulista (Município) (355650)	114.170	114.170	114.170	35,120	21.019	21.019	18,4%	18,4%
Vinhedo (Município) (355670)	69.845	69.845	67.650	81,600	10.477	8.282	12,2%	15,0%
Votorantim (Município) (355700)	115.585	115.585	111.177	183,520	6.045	1.637	1,5%	5,2%
Votuporanga (Município) (355710)	89.715	89.715	87.201	420,700	495	264	0,3%	0,6%
Adrianópolis (Município) (410020)	6.416	6.416	2.073	1.349,340	6.416	2.073	100,0%	100,0%
Agudos do Sul (Município) (410030)	8.797	8.797	3.002	192,260	7.393	1.598	53,2%	84,0%
Almirante Tamandaré (Município) (410040)	110.256	110.256	105.649	194,740	75.987	71.380	67,6%	68,9%
Apucarana (Município) (410140)	128.058	128.058	120.834	558,390	58.838	51.614	42,7%	45,9%
Arapongas (Município) (410150)	112.198	112.198	109.721	382,220	40.033	37.556	34,2%	35,7%
Araucária (Município) (410180)	129.209	129.209	119.536	469,240	83.332	73.659	61,6%	64,5%
Balsa Nova (Município) (410230)	12.059	12.059	7.331	348,930	9.478	4.750	64,8%	78,6%
Bocaiúva do Sul (Município) (410310)	11.826	11.826	5.520	826,340	11.826	5.520	100,0%	100,0%
Cambé (Município) (410370)	102.222	102.222	98.226	495,380	12.486	8.490	8,6%	12,2%
Campina Grande do Sul (Município) (410400)	41.060	41.060	33.850	539,250	8.137	927	2,7%	19,8%
Campo Largo (Município) (410420)	120.730	120.730	101.171	1.243,550	76.218	56.659	56,0%	63,1%
Campo Magro (Município) (410425)	26.755	26.755	21.051	275,350	20.698	14.994	71,2%	77,4%
Campo Mourão (Município) (410430)	91.648	91.648	86.899	757,880	19.124	14.375	16,5%	20,9%
Cascavel (Município) (410480)	305.615	305.615	288.363	2.100,830	67.781	50.529	17,5%	22,2%
Castro (Município) (410490)	70.086	70.086	51.471	2.531,500	28.022	9.407	18,3%	40,0%
Cerro Azul (Município) (410520)	17.619	17.619	5.001	1.341,190	17.452	4.834	96,7%	99,1%
Cianorte (Município) (410550)	75.360	75.360	67.091	811,670	26.780	18.511	27,6%	35,5%
Colombo (Município) (410580)	227.220	227.220	216.803	197,790	118.246	107.829	49,7%	52,0%
Contenda (Município) (410620)	17.067	17.067	9.914	299,040	17.067	9.914	100,0%	100,0%
Curitiba (Município) (410690)	1.848.946	1.848.946	1.848.946	435,040	17.190	17.190	0,9%	0,9%
Fazenda Rio Grande (Município) (410765)	89.037	89.037	82.772	116,680	42.047	35.782	43,2%	47,2%
Foz do Iguaçu (Município) (410830)	263.508	263.508	261.320	618,350	64.676	62.488	23,9%	24,5%
Francisco Beltrão (Município) (410840)	84.437	84.437	72.143	735,110	35.254	22.960	31,8%	41,8%
Guarapuava (Município) (410940)	175.779	175.779	160.720	3.178,650	64.034	48.975	30,5%	36,4%
Ibiporã (Município) (410980)	51.255	51.255	48.806	297,740	4.464	2.015	4,1%	8,7%
Irati (Município) (411070)	58.957	58.957	47.130	999,520	16.326	4.499	9,5%	27,7%
Itaperuçu (Município) (411125)	25.974	25.974	21.700	320,580	25.974	21.700	100,0%	100,0%
Lapa (Município) (411320)	47.023	47.023	28.489	2.093,860	22.490	3.956	13,9%	47,8%
Londrina (Município) (411370)	537.566	537.566	523.582	1.652,570	13.113	0	0,0%	2,4%
Mandirituba (Município) (411430)	24.112	24.112	8.045	379,180	23.514	7.447	92,6%	97,5%
Marechal Cândido Rondon (Município) (411460)	49.773	49.773	41.617	748,000	48.442	40.286	96,8%	97,3%
Maringá (Município) (411520)	385.753	385.753	378.813	487,050	18.348	11.408	3,0%	4,8%
Palmas (Município) (411760)	46.294	46.294	42.955	1.557,890	20.507	17.168	40,0%	44,3%
Paranaguá (Município) (411820)	148.232	148.232	142.868	826,670	43.944	38.580	27,0%	29,6%
Paranavaí (Município) (411840)	85.643	85.643	81.589	1.202,270	13.461	9.407	11,5%	15,7%
Pato Branco (Município) (411850)	77.230	77.230	72.664	539,090	12.520	7.954	10,9%	16,2%
Pinhais (Município) (411915)	124.528	124.528	124.528	60,870	23.757	23.757	19,1%	19,1%
Piraquara (Município) (411950)	101.053	101.053	49.588	227,040	30.744	0	0,0%	30,4%
Ponta Grossa (Município) (411990)	331.084	331.084	323.776	2.054,730	13.332	6.024	1,9%	4,0%
Prudentópolis (Município) (412060)	50.983	50.983	23.472	2.236,580	31.736	4.225	18,0%	62,2%
Quatro Barras (Município) (412080)	21.417	21.417	19.356	180,470	6.030	3.969	20,5%	28,2%
Quitandinha (Município) (412120)	18.089	18.089	5.173	447,020	18.089	5.173	100,0%	100,0%
Rio Branco do Sul (Município) (412220)	31.947	31.947	22.978	812,290	31.947	22.978	100,0%	100,0%
Rolândia (Município) (412240)	61.837	61.837	58.510	459,020	25.140	21.813	37,3%	40,7%
São José dos Pinhais (Município) (412550)	287.792	287.792	258.039	946,440	125.498	95.745	37,1%	43,6%
Sarandi (Município) (412625)	88.365	88.365	87.617	103,460	83.047	82.299	93,9%	94,0%
Telêmaco Borba (Município) (412710)	74.270	74.270	72.748	1.382,860	22.149	20.627	28,4%	29,8%
Tijucas do Sul (Município) (412760)	15.575	15.575	2.448	671,890	15.575	2.448	100,0%	100,0%
Toledo (Município) (412770)	128.448	128.448	116.548	1.197,000	32.573	20.673	17,7%	25,4%
Tunas do Paraná (Município) (412788)	7.127	7.127	3.181	668,480	7.127	3.181	100,0%	100,0%
Umuarama (Município) (412810)	106.387	106.387	98.756	1.234,540	21.854	14.223	14,4%	20,5%
União da Vitória (Município) (412820)	55.467	55.467	52.572	720,000	42.963	40.068	76,2%	77,5%
Doutor Ulysses (Município) (412863)	5.837	5.837	947	777,480	5.837	947	100,0%	100,0%
Águas Mornas (Município) (420060)	5.926	5.926	2.486	327,360	5.926	2.486	100,0%	100,0%
Alfredo Wagner (Município) (420070)	9.737	9.737	2.968	732,770	9.737	2.968	100,0%	100,0%
Angelina (Município) (420090)	5.166	5.166	1.105	500,040	5.166	1.105	100,0%	100,0%
Anitápolis (Município) (420110)	3.259	3.259	1.333	542,120	3.259	1.333	100,0%	100,0%
Antônio Carlos (Município) (420120)	7.906	7.906	2.482	233,570	7.906	2.482	100,0%	100,0%
Araranguá (Município) (420140)	64.405	64.405	53.077	303,300	64.405	53.077	100,0%	100,0%
Balneário Camboriú (Município) (420200)	120.926	120.926	120.926	46,240	18.139	18.139	15,0%	15,0%
Biguaçu (Município) (420230)	62.383	62.383	56.544	367,890	62.383	56.544	100,0%	100,0%
Blumenau (Município) (420240)	329.082	329.082	313.919	518,500	241.943	226.780	72,2%	73,5%
Brusque (Município) (420290)	116.634	116.634	112.789	283,220	116.634	112.789	100,0%	100,0%
Caçador (Município) (420300)	74.276	74.276	67.658	984,290	68.752	64.642	95,5%	92,6%
Camboriú (Município) (420320)	70.068	70.068	66.551	212,320	70.068	66.551	100,0%	100,0%
Canelinha (Município) (420370)	11.286	11.286	7.159	152,560	11.286	7.159	100,0%	100,0%
Canoinhas (Município) (420380)	53.969	53.969	40.169	1.140,390	53.969	40.169	100,0%	100,0%
Chapecó (Município) (420420)	198.188	198.188	181.540	626,060	141.855	125.207	69,0%	71,6%
Concórdia (Município) (420430)	71.499	71.499	57.166	799,450	68.065	53.732	94,0%	95,2%
Criciúma (Município) (420460)	202.395	202.395	199.577	235,700	150.273	147.455	73,9%	74,2%
Florianópolis (Município) (420540)	453.285	453.285	436.117	675,410	203.545	186.377	42,7%	44,9%
Garopaba (Município) (420570)	20.024	20.024	16.913	115,410	20.024	16.913	100,0%	100,0%
Gaspar (Município) (420590)	62.618	62.618	50.895	386,780	62.618	50.895	100,0%	100,0%
Governador Celso Ramos (Município) (420600)	13.655	13.655	12.870	117,190	13.655	12.870	100,0%	100,0%
Içara (Município) (420700)	51.416	51.416	47.116	228,930	51.096	46.816	99,4%	99,4%
Indaial (Município) (420750)	60.433	60.433	58.310	430,790	60.433	58.310	100,0%	100,0%
Itajaí (Município) (420820)	197.809	197.809	187.107	288,290	197.809	187.107	100,0%	100,0%
Itapema (Município) (420830)	52.923	52.923	51.608	57,800	21.958	20.643	40,0%	41,5%
Jaraguá do Sul (Município) (420890)	156.519	156.519	145.230	529,450	79.043	73.342	50,5%	50,5%
Joinville (Município) (420910)	546.981	546.981	528.470	1.126,110	444.869	426.358	80,7%	81,3%
Lages (Município) (420930)	158.961	158.961	156.131	2.631,500	125.077	122.247	78,3%	78,7%
Leoberto Leal (Município) (420980)	3.298	3.298	804	291,210	3.298	804	100,0%	100,0%
Mafra (Município) (421010)	54.708	54.708	42.720	1.404,030	54.708	42.720	100,0%	100,0%
Major Gercino (Município) (421020)	3.375	3.375	1.286	306,180	3.375	1.286	100,0%	100,0%
Navegantes (Município) (421130)	68.337	68.337	64.778	112,030	68.337	64.778	100,0%	100,0%
Nova Trento (Município) (421150)	13.135	13.135	9.837	402,890	13.135	9.837	100,0%	100,0%
Palhoça (Município) (421190)	150.623	150.623	148.404	395,130	138.321	136.102	91,7%	91,8%
Paulo Lopes (Município) (421230)	7.045	7.045	5.074	449,680	7.045	5.074	100,0%	100,0%
Rancho Queimado (Município) (421430)	2.827	2.827	1.327	286,290	2.063	563	42,4%	73,0%
Rio do Sul (Município) (421480)	65.256	65.256	60.550	260,970	65.256	60.550	100,0%	100,0%
Santo Amaro da Imperatriz (Município) (421570)	21.221	21.221	16.026	344,050	21.221	16.026	100,0%	100,0%
São Bento do Sul (Município) (421580)	78.998	78.998	75.231	501,630	64.518	60.777	80,8%	81,7%
São Bonifácio (Município) (421590)	2.989	2.989	681	460,360	2.989	681	100,0%	100,0%
São Francisco do Sul (Município) (421620)	46.477	46.477	43.165	498,650	46.477	43.165	100,0%	100,0%
São João Batista (Município) (421630)	30.337	30.337	27.207	200,580	30.337	27.207	100,0%	100,0%
São José (Município) (421660)	224.779	224.779	222.109	150,450	157.150	154.480	69,6%	69,9%
São Pedro de Alcântara (Município) (421725)	5.139	5.139	4.074	140,020	5.139	4.074	100,0%	100,0%
Tijucas (Município) (421800)	33.847	33.847	28.427	279,580	33.847	28.427	100,0%	100,0%
Tubarão (Município) (421870)	101.284	101.284	91.762	301,760	101.284	91.762	100,0%	100,0%
Videira (Município) (421930)	49.768	49.768	45.199	384,520	49.768	45.199	100,0%	100,0%
Xanxerê (Município) (421950)	46.981	46.981	41.674	377,760	46.981	41.674	100,0%	100,0%
Alegrete (Município) (430040)	79.054	79.054	70.850	7.803,950	67.100	58.896	83,1%	84,9%
Alvorada (Município) (430060)	204.750	204.750	204.750	71,310	167.666	167.666	81,9%	81,9%
Araricá (Município) (430087)	5.195	5.195	4.268	35,150	-	-	-	-
Arroio dos Ratos (Município) (430110)	14.132	14.132	13.457	425,930	14.132	13.457	100,0%	100,0%
Bagé (Município) (430160)	121.235	121.235	101.482	4.093,580	44.811	25.058	24,7%	37,0%
Bento Gonçalves (Município) (430210)	111.384	111.384	102.861	274,070	111.216	102.693	99,8%	99,8%
Cachoeira do Sul (Município) (430300)	85.955	85.955	73.520	3.735,160	64.822	52.387	71,3%	75,4%
Cachoeirinha (Município) (430310)	124.472	124.472	124.472	44,020	67.285	67.285	54,1%	54,1%
Camaquã (Município) (430350)	65.409	65.409	51.436	1.679,430	23.409	9.436	18,3%	35,8%
Campo Bom (Município) (430390)	63.339	63.339	60.454	60,510	63.242	60.357	99,8%	99,8%
Canguçu (Município) (430450)	55.462	55.462	20.509	3.525,290	38.880	3.927	19,1%	70,1%
Canoas (Município) (430460)	338.531	338.531	338.531	131,100	266.101	266.101	78,6%	78,6%
Capão da Canoa (Município) (430463)	45.744	45.744	45.469	97,100	23.083	22.808	50,2%	50,5%
Capela de Santana (Município) (430468)	12.323	12.323	7.338	183,070	12.323	7.338	100,0%	100,0%
Carazinho (Município) (430470)	61.702	61.702	60.595	665,090	61.702	60.595	100,0%	100,0%
Caxias do Sul (Município) (430510)	465.304	465.304	448.043	1.652,310	55.559	38.298	8,5%	11,9%
Charqueadas (Município) (430535)	37.589	37.589	36.706	216,510	37.589	36.706	100,0%	100,0%
Cruz Alta (Município) (430610)	64.126	64.126	61.853	1.360,290	54.234	51.961	84,0%	84,6%
Dois Irmãos (Município) (430640)	29.528	29.528	29.211	65,160	26.861	26.544	90,9%	91,0%
Eldorado do Sul (Município) (430676)	36.911	36.911	33.103	509,730	36.911	33.103	100,0%	100,0%
Erechim (Município) (430700)	101.122	101.122	95.297	430,670	101.122	95.297	100,0%	100,0%
Estância Velha (Município) (430760)	45.500	45.500	44.335	52,150	44.130	42.965	96,9%	97,0%
Esteio (Município) (430770)	83.700	83.700	83.584	27,680	79.658	79.542	95,2%	95,2%
Farroupilha (Município) (430790)	67.465	67.465	58.366	361,680	67.465	58.366	100,0%	100,0%
Glorinha (Município) (430905)	7.364	7.364	2.209	323,640	7.364	2.209	100,0%	100,0%
Gravataí (Município) (430920)	269.022	269.022	256.223	463,500	208.711	195.912	76,5%	77,6%
Guaíba (Município) (430930)	98.688	98.688	96.470	376,950	95.162	92.944	96,3%	96,4%
Ijuí (Município) (431020)	82.276	82.276	74.597	689,390	82.276	74.597	100,0%	100,0%
Ivoti (Município) (431080)	21.450	21.450	19.494	63,150	21.450	19.494	100,0%	100,0%
Lajeado (Município) (431140)	76.187	76.187	75.904	90,610	75.407	75.124	99,0%	99,0%
Montenegro (Município) (431240)	62.484	62.484	56.399	424,440	0	0	0,0%	0,0%
Nova Hartz (Município) (431306)	19.620	19.620	16.329	62,560	-	-	-	-
Nova Santa Rita (Município) (431337)	24.859	24.859	21.312	217,870	24.859	21.312	100,0%	100,0%
Novo Hamburgo (Município) (431340)	247.781	247.781	243.486	223,820	238.559	234.264	96,2%	96,3%
Parobé (Município) (431405)	54.599	54.599	51.557	108,760	54.599	51.557	100,0%	100,0%
Passo Fundo (Município) (431410)	194.432	194.432	189.481	783,420	152.507	147.556	77,9%	78,4%
Pelotas (Município) (431440)	341.180	341.180	318.230	1.610,080	136.535	113.585	35,7%	40,0%
Portão (Município) (431480)	33.212	33.212	27.150	159,900	33.212	27.150	100,0%	100,0%
Porto Alegre (Município) (431490)	1.467.816	1.467.816	1.467.816	496,680	155.588	155.588	10,6%	10,6%
Rio Grande (Município) (431560)	206.161	206.161	198.009	2.709,520	157.895	149.743	75,6%	76,6%
Santa Cruz do Sul (Município) (431680)	124.577	124.577	110.702	733,410	113.923	100.048	90,4%	91,4%
Santa Maria (Município) (431690)	273.489	273.489	260.200	1.781,760	141.682	128.393	49,3%	51,8%
Sant'Ana do Livramento (Município) (431710)	83.702	83.702	75.527	6.941,610	56.346	48.171	63,8%	67,3%
Santa Rosa (Município) (431720)	71.665	71.665	63.075	489,800	60.013	51.423	81,5%	83,7%
Santo Ângelo (Município) (431750)	78.836	78.836	74.215	680,500	69.568	64.947	87,5%	88,2%
Santo Antônio da Patrulha (Município) (431760)	41.579	41.579	29.456	1.049,810	41.579	29.456	100,0%	100,0%
São Borja (Município) (431800)	63.194	63.194	56.500	3.616,690	53.163	46.469	82,2%	84,1%
São Gabriel (Município) (431830)	62.594	62.594	55.705	5.023,820	52.630	45.741	82,1%	84,1%
São Jerônimo (Município) (431840)	23.263	23.263	17.925	936,380	23.263	17.925	100,0%	100,0%
São Leopoldo (Município) (431870)	225.520	225.520	224.626	102,740	194.032	193.138	86,0%	86,0%
Sapiranga (Município) (431990)	78.718	78.718	75.885	138,030	78.718	75.885	100,0%	100,0%
Sapucaia do Sul (Município) (432000)	137.104	137.104	136.593	58,310	130.485	129.974	95,2%	95,2%
Taquara (Município) (432120)	56.896	56.896	47.132	457,880	56.896	47.132	100,0%	100,0%
Tramandaí (Município) (432160)	45.079	45.079	43.986	144,410	33.640	32.547	74,0%	74,6%
Triunfo (Município) (432200)	27.394	27.394	17.903	818,800	27.394	17.903	100,0%	100,0%
Uruguaiana (Município) (432240)	129.504	129.504	121.224	5.703,590	71.038	62.758	51,8%	54,9%
Vacaria (Município) (432250)	64.252	64.252	60.059	2.124,580	16.204	12.011	20,0%	25,2%
Venâncio Aires (Município) (432260)	69.154	69.154	43.414	772,230	69.154	43.414	100,0%	100,0%
Viamão (Município) (432300)	250.028	250.028	234.945	1.497,090	246.734	231.651	98,6%	98,7%
Campo Grande (Município) (500270)	832.352	832.352	821.186	8.092,950	251.801	240.635	29,3%	30,3%
Corumbá (Município) (500320)	107.347	107.347	96.736	64.721,720	74.361	63.750	65,9%	69,3%
Dourados (Município) (500370)	207.498	207.498	191.589	4.086,240	119.461	103.552	54,0%	57,6%
Naviraí (Município) (500570)	49.827	49.827	45.996	3.193,550	42.384	38.553	83,8%	85,1%
Nova Andradina (Município) (500620)	49.104	49.104	41.780	4.776,000	44.920	37.596	90,0%	91,5%
Ponta Porã (Município) (500660)	83.747	83.747	66.750	5.330,450	68.574	51.577	77,3%	81,9%
Sidrolândia (Município) (500790)	48.027	48.027	31.670	5.286,410	48.027	31.670	100,0%	100,0%
Três Lagoas (Município) (500830)	109.633	109.633	104.547	10.206,950	65.289	60.203	57,6%	59,6%
Alta Floresta (Município) (510025)	49.761	49.761	43.237	8.953,190	32.096	25.572	59,1%	64,5%
Barão de Melgaço (Município) (510160)	7.565	7.565	3.410	11.174,470	-	-	-	-
Barra do Garças (Município) (510180)	57.791	57.791	52.056	9.079,290	-	-	-	-
Cáceres (Município) (510250)	89.683	89.683	78.084	24.593,030	-	-	-	-
Chapada dos Guimarães (Município) (510300)	18.393	18.393	11.391	6.611,790	-	-	-	-
Cuiabá (Município) (510340)	569.830	569.830	559.196	3.293,540	368.573	357.939	64,0%	64,7%
Jangada (Município) (510490)	7.851	7.851	3.005	1.015,310	7.851	3.005	100,0%	100,0%
Lucas do Rio Verde (Município) (510525)	52.843	52.843	49.246	3.675,220	38.328	34.731	70,5%	72,5%
Nossa Senhora do Livramento (Município) (510610)	11.497	11.497	4.201	4.934,710	11.497	4.201	100,0%	100,0%
Nova Brasilândia (Município) (510620)	4.252	4.252	3.392	3.278,860	-	-	-	-
Planalto da Serra (Município) (510645)	2.683	2.683	2.022	2.442,450	-	-	-	-
Poconé (Município) (510650)	32.053	32.053	23.261	17.164,000	32.053	23.261	100,0%	100,0%
Primavera do Leste (Município) (510704)	55.451	55.451	52.474	5.482,070	40.172	37.195	70,9%	72,4%
Rondonópolis (Município) (510760)	208.019	208.019	200.093	4.686,620	126.398	118.472	59,2%	60,8%
Rosário Oeste (Município) (510770)	17.393	17.393	10.482	7.419,630	-	-	-	-
Santo Antônio do Leverger (Município) (510780)	19.302	19.302	7.485	11.735,750	-	-	-	-
Sinop (Município) (510790)	123.634	123.634	102.486	3.942,230	123.634	102.486	100,0%	100,0%
Sorriso (Município) (510792)	75.104	75.104	65.895	9.347,560	75.104	65.895	100,0%	100,0%
Tangará da Serra (Município) (510795)	90.252	90.252	82.128	11.601,250	68.087	59.963	73,0%	75,4%
Várzea Grande (Município) (510840)	262.880	262.880	258.830	1.048,210	218.879	214.829	83,0%	83,3%
Abadia de Goiás (Município) (520005)	7.567	7.567	5.592	147,730	5.149	3.174	56,8%	68,0%
Águas Lindas de Goiás (Município) (520025)	177.890	177.890	177.622	188,390	177.890	177.622	100,0%	100,0%
Anápolis (Município) (520110)	357.402	357.402	351.145	933,160	161.167	154.910	44,1%	45,1%
Aparecida de Goiânia (Município) (520140)	500.619	500.619	500.109	278,540	396.784	396.274	79,2%	79,3%
Aragoiânia (Município) (520180)	9.108	9.108	6.019	218,180	9.108	6.019	100,0%	100,0%
Bela Vista de Goiás (Município) (520330)	26.642	26.642	19.482	1.275,850	16.681	9.521	48,9%	62,6%
Bonfinópolis (Município) (520355)	8.319	8.319	7.750	123,430	8.319	7.750	100,0%	100,0%
Brazabrantes (Município) (520360)	3.444	3.444	2.312	123,070	3.444	2.312	100,0%	100,0%
Caldas Novas (Município) (520450)	77.899	77.899	74.849	1.608,440	49.779	46.729	62,4%	63,9%
Caldazinha (Município) (520455)	3.540	3.540	2.042	249,690	3.540	2.042	100,0%	100,0%
Catalão (Município) (520510)	94.896	94.896	88.781	3.821,460	39.022	32.907	37,1%	41,1%
Caturaí (Município) (520520)	4.910	4.910	3.839	205,080	4.910	3.839	100,0%	100,0%
Cidade Ocidental (Município) (520549)	61.552	61.552	48.055	389,990	33.120	19.623	40,8%	53,8%
Cristalina (Município) (520620)	51.149	51.149	42.190	6.162,090	39.577	30.618	72,6%	77,4%
Formosa (Município) (520800)	108.503	108.503	99.763	5.811,790	60.535	51.795	51,9%	55,8%
Goianápolis (Município) (520840)	11.001	11.001	9.968	169,010	11.001	9.968	100,0%	100,0%
Goianésia (Município) (520860)	63.938	63.938	59.762	1.547,270	21.303	17.127	28,7%	33,3%
Goiânia (Município) (520870)	1.393.575	1.393.575	1.388.304	728,840	285.972	280.701	20,2%	20,5%
Goianira (Município) (520880)	37.713	37.713	37.039	212,550	30.508	29.834	80,5%	80,9%
Guapó (Município) (520920)	14.397	14.397	11.674	517,260	6.819	4.096	35,1%	47,4%
Hidrolândia (Município) (520970)	19.015	19.015	11.443	953,730	19.015	11.443	100,0%	100,0%
Inhumas (Município) (521000)	50.736	50.736	47.431	615,280	20.832	17.527	37,0%	41,1%
Itumbiara (Município) (521150)	98.484	98.484	94.305	2.464,510	20.688	16.509	17,5%	21,0%
Jataí (Município) (521190)	93.759	93.759	86.306	7.174,230	37.362	29.909	34,7%	39,8%
Luziânia (Município) (521250)	188.181	188.181	175.540	3.961,100	159.019	146.378	83,4%	84,5%
Mineiros (Município) (521310)	58.062	58.062	52.963	9.038,770	-	-	-	-
Nerópolis (Município) (521450)	26.364	26.364	25.296	204,220	26.364	25.296	100,0%	100,0%
Nova Veneza (Município) (521500)	8.806	8.806	7.611	123,380	8.806	7.611	100,0%	100,0%
