Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Mogi Mirim (Município) (353080)	92.365	92.365	86.428	497,710	6.762	825	1,0%	7,3%
Mongaguá (Município) (353110)	54.257	54.257	54.020	143,210	12.655	12.418	23,0%	23,3%
Monte Alto (Município) (353130)	49.979	49.979	47.730	346,950	571	0	0,0%	1,1%
Monte Mor (Município) (353180)	57.240	57.240	53.766	240,570	7.412	3.938	7,3%	12,9%
Nova Odessa (Município) (353340)	58.227	58.227	57.278	73,790	0	0	0,0%	0,0%
Olímpia (Município) (353390)	54.037	54.037	51.034	802,560	3.003	0	0,0%	5,6%
Osasco (Município) (353440)	697.886	697.886	697.886	64,950	76.061	76.061	10,9%	10,9%
Ourinhos (Município) (353470)	111.813	111.813	108.925	295,820	2.888	0	0,0%	2,6%
Paulínia (Município) (353650)	102.499	102.499	102.404	138,780	95	0	0,0%	0,1%
Penápolis (Município) (353730)	62.738	62.738	59.920	711,320	2.818	0	0,0%	4,5%
Peruíbe (Município) (353760)	66.572	66.572	65.828	326,220	16.472	15.728	23,9%	24,7%
Piedade (Município) (353780)	55.092	55.092	25.104	746,870	37.601	7.613	30,3%	68,3%
Pindamonhangaba (Município) (353800)	164.000	164.000	158.101	730,000	1.714	0	0,0%	1,0%
Piracicaba (Município) (353870)	397.322	397.322	388.791	1.378,070	0	0	0,0%	0,0%
Pirapora do Bom Jesus (Município) (353910)	18.174	18.174	18.174	108,490	8.814	8.814	48,5%	48,5%
Pirassununga (Município) (353930)	75.474	75.474	69.158	727,120	6.316	0	0,0%	8,4%
Poá (Município) (353980)	115.488	115.488	113.663	17,260	58	0	0,0%	0,1%
Porto Feliz (Município) (354060)	52.507	52.507	44.134	556,710	0	0	0,0%	0,0%
Porto Ferreira (Município) (354070)	55.432	55.432	54.438	244,910	2.076	1.082	2,0%	3,7%
Praia Grande (Município) (354100)	310.024	310.024	310.024	149,250	85.790	85.790	27,7%	27,7%
Presidente Prudente (Município) (354140)	225.271	225.271	220.676	560,640	1.177	0	0,0%	0,5%
Registro (Município) (354260)	56.430	56.430	50.094	722,200	9.431	3.095	6,2%	16,7%
Ribeirão Pires (Município) (354330)	121.848	121.848	121.848	99,080	32.487	32.487	26,7%	26,7%
Ribeirão Preto (Município) (354340)	682.302	682.302	680.366	650,920	3.207	1.271	0,2%	0,5%
Rio Claro (Município) (354390)	202.952	202.952	198.013	498,420	0	73	0,0%	0,0%
Rio Grande da Serra (Município) (354410)	49.408	49.408	49.408	36,340	23.554	23.554	47,7%	47,7%
Salesópolis (Município) (354500)	16.903	16.903	10.761	425,000	8.114	1.972	18,3%	48,0%
Salto (Município) (354520)	116.191	116.191	115.374	133,060	817	0	0,0%	0,7%
Santa Bárbara d'Oeste (Município) (354580)	191.889	191.889	190.383	271,030	1.506	0	0,0%	0,8%
Santa Isabel (Município) (354680)	56.014	56.014	43.955	363,330	29.498	17.439	39,7%	52,7%
Santana de Parnaíba (Município) (354730)	131.887	131.887	131.887	179,950	75.832	75.832	57,5%	57,5%
Santo André (Município) (354780)	715.231	715.231	715.231	175,780	8.082	8.082	1,1%	1,1%
Santos (Município) (354850)	434.742	434.742	434.417	281,030	325	0	0,0%	0,1%
São Bernardo do Campo (Município) (354870)	827.437	827.437	813.595	409,530	28.313	14.471	1,8%	3,4%
São Caetano do Sul (Município) (354880)	159.608	159.608	159.608	15,330	0	0	0,0%	0,0%
São Carlos (Município) (354890)	246.088	246.088	236.232	1.136,910	9.856	0	0,0%	4,0%
São João da Boa Vista (Município) (354910)	90.089	90.089	86.495	516,400	1.141	0	0,0%	1,3%
São Joaquim da Barra (Município) (354940)	50.921	50.921	50.008	410,860	0	88	0,2%	0,0%
São José do Rio Pardo (Município) (354970)	54.734	54.734	48.469	419,680	5.709	99	0,2%	10,4%
São José do Rio Preto (Município) (354980)	450.657	450.657	423.317	431,940	29.457	2.117	0,5%	6,5%
São José dos Campos (Município) (354990)	703.219	703.219	688.913	1.099,410	7.147	0	0,0%	1,0%
São Lourenço da Serra (Município) (354995)	15.465	15.465	14.077	186,460	11.036	9.648	68,5%	71,4%
São Paulo (Município) (355030)	12.106.920	12.106.920	11.998.090	1.521,110	447.956	359.943	3,0%	3,7%
São Roque (Município) (355060)	88.473	88.473	80.242	306,910	48.940	40.709	50,7%	55,3%
São Sebastião (Município) (355070)	85.538	85.538	84.574	402,400	37.845	36.881	43,6%	44,2%
São Vicente (Município) (355100)	360.380	360.380	359.699	148,100	95.415	94.734	26,3%	26,5%
Sertãozinho (Município) (355170)	122.643	122.643	121.192	403,090	643	192	0,2%	0,5%
Sorocaba (Município) (355220)	659.871	659.871	653.156	450,380	21.974	15.259	2,3%	3,3%
Sumaré (Município) (355240)	273.007	273.007	269.793	153,470	16.704	13.490	5,0%	6,1%
Suzano (Município) (355250)	290.769	290.769	280.533	206,240	15.598	5.362	1,9%	5,4%
Taboão da Serra (Município) (355280)	279.634	279.634	279.634	20,390	0	0	0,0%	0,0%
Taquaritinga (Município) (355370)	56.951	56.951	53.976	594,340	2.975	0	0,0%	5,2%
Tatuí (Município) (355400)	118.939	118.939	113.320	523,750	7.683	2.064	1,8%	6,5%
Taubaté (Município) (355410)	307.953	307.953	301.309	625,000	3.347	0	0,0%	1,1%
Tupã (Município) (355500)	65.758	65.758	63.120	627,990	859	0	0,0%	1,3%
Ubatuba (Município) (355540)	88.313	88.313	86.190	708,110	60.032	57.909	67,2%	68,0%
Valinhos (Município) (355620)	124.024	124.024	118.023	148,540	16.815	10.814	9,2%	13,6%
Vargem Grande Paulista (Município) (355645)	50.346	50.346	50.346	42,490	33.424	33.424	66,4%	66,4%
Várzea Paulista (Município) (355650)	118.917	118.917	118.917	35,120	11.677	11.677	9,8%	9,8%
Vinhedo (Município) (355670)	75.129	75.129	72.768	81,600	13.274	10.913	15,0%	17,7%
Votorantim (Município) (355700)	119.898	119.898	115.325	183,520	5.644	1.071	0,9%	4,7%
Votuporanga (Município) (355710)	92.768	92.768	90.169	420,700	0	0	0,0%	0,0%
Adrianópolis (Município) (410020)	6.254	6.254	2.021	1.349,340	6.254	2.021	100,0%	100,0%
Agudos do Sul (Município) (410030)	9.161	9.161	3.126	192,260	7.561	1.526	48,8%	82,5%
Almirante Tamandaré (Município) (410040)	115.364	115.364	110.544	194,740	66.429	61.609	55,7%	57,6%
Apucarana (Município) (410140)	132.691	132.691	125.206	558,390	21.161	13.676	10,9%	15,9%
Arapongas (Município) (410150)	118.477	118.477	115.862	382,220	33.645	31.030	26,8%	28,4%
Araucária (Município) (410180)	137.452	137.452	127.162	469,240	36.696	26.406	20,8%	26,7%
Balsa Nova (Município) (410230)	12.602	12.602	7.662	348,930	9.959	5.019	65,5%	79,0%
Bocaiúva do Sul (Município) (410310)	12.477	12.477	5.823	826,340	7.675	1.021	17,5%	61,5%
Cambé (Município) (410370)	105.347	105.347	101.229	495,380	11	0	0,0%	0,0%
Campina Grande do Sul (Município) (410400)	42.547	42.547	35.076	539,250	3.906	0	0,0%	9,2%
Campo Largo (Município) (410420)	127.309	127.309	106.684	1.243,550	56.466	35.841	33,6%	44,4%
Campo Magro (Município) (410425)	28.244	28.244	22.223	275,350	19.156	13.135	59,1%	67,8%
Campo Mourão (Município) (410430)	94.153	94.153	89.274	757,880	10	0	0,0%	0,0%
Cascavel (Município) (410480)	319.608	319.608	301.566	2.100,830	32	0	0,0%	0,0%
Castro (Município) (410490)	71.501	71.501	52.510	2.531,500	22.343	3.352	6,4%	31,2%
Cerro Azul (Município) (410520)	17.885	17.885	5.077	1.341,190	17.724	4.916	96,8%	99,1%
Cianorte (Município) (410550)	79.571	79.571	70.840	811,670	27.792	19.061	26,9%	34,9%
Colombo (Município) (410580)	237.402	237.402	226.518	197,790	78.325	67.441	29,8%	33,0%
Contenda (Município) (410620)	17.961	17.961	10.433	299,040	8.973	1.445	13,9%	50,0%
Curitiba (Município) (410690)	1.908.359	1.908.359	1.908.359	435,040	190	190	0,0%	0,0%
Fazenda Rio Grande (Município) (410765)	95.225	95.225	88.525	116,680	4.372	0	0,0%	4,6%
Foz do Iguaçu (Município) (410830)	264.044	264.044	261.852	618,350	28.432	26.240	10,0%	10,8%
Francisco Beltrão (Município) (410840)	88.465	88.465	75.585	735,110	26.764	13.884	18,4%	30,3%
Guarapuava (Município) (410940)	180.364	180.364	164.912	3.178,650	32.547	17.095	10,4%	18,0%
Ibiporã (Município) (410980)	53.356	53.356	50.807	297,740	3.773	1.224	2,4%	7,1%
Irati (Município) (411070)	60.425	60.425	48.304	999,520	12.446	325	0,7%	20,6%
Itaperuçu (Município) (411125)	27.500	27.500	22.974	320,580	20.878	16.352	71,2%	75,9%
Lapa (Município) (411320)	48.067	48.067	29.121	2.093,860	19.746	800	2,7%	41,1%
Londrina (Município) (411370)	558.439	558.439	543.912	1.652,570	110	54	0,0%	0,0%
Mandirituba (Município) (411430)	25.662	25.662	8.562	379,180	21.244	4.144	48,4%	82,8%
Marechal Cândido Rondon (Município) (411460)	51.795	51.795	43.308	748,000	39.849	31.362	72,4%	76,9%
Maringá (Município) (411520)	406.693	406.693	399.376	487,050	80	39	0,0%	0,0%
Palmas (Município) (411760)	48.990	48.990	45.457	1.557,890	12.820	9.287	20,4%	26,2%
Paranaguá (Município) (411820)	152.975	152.975	147.439	826,670	41.359	35.823	24,3%	27,0%
Paranavaí (Município) (411840)	87.850	87.850	83.692	1.202,270	6.464	2.306	2,8%	7,4%
Pato Branco (Município) (411850)	80.710	80.710	75.938	539,090	4.228	0	0,0%	5,2%
Pinhais (Município) (411915)	129.445	129.445	129.445	60,870	11.902	11.902	9,2%	9,2%
Piraquara (Município) (411950)	107.751	107.751	52.875	227,040	22.936	0	0,0%	21,3%
Ponta Grossa (Município) (411990)	344.332	344.332	336.732	2.054,730	68	33	0,0%	0,0%
Prudentópolis (Município) (412060)	52.125	52.125	23.997	2.236,580	29.042	914	3,8%	55,7%
Quatro Barras (Município) (412080)	22.651	22.651	20.472	180,470	5.197	3.018	14,7%	22,9%
Quitandinha (Município) (412120)	18.733	18.733	5.357	447,020	17.400	4.024	75,1%	92,9%
Rio Branco do Sul (Município) (412220)	32.504	32.504	23.378	812,290	32.504	23.378	100,0%	100,0%
Rolândia (Município) (412240)	64.726	64.726	61.244	459,020	25.627	22.145	36,2%	39,6%
São José dos Pinhais (Município) (412550)	307.530	307.530	275.736	946,440	88.290	56.496	20,5%	28,7%
Sarandi (Município) (412625)	94.181	94.181	93.384	103,460	-	-	-	-
Telêmaco Borba (Município) (412710)	77.276	77.276	75.692	1.382,860	14.041	12.457	16,5%	18,2%
Tijucas do Sul (Município) (412760)	16.348	16.348	2.570	671,890	16.348	2.570	100,0%	100,0%
Toledo (Município) (412770)	135.538	135.538	122.981	1.197,000	21.283	8.726	7,1%	15,7%
Tunas do Paraná (Município) (412788)	7.971	7.971	3.557	668,480	7.971	3.557	100,0%	100,0%
Umuarama (Município) (412810)	109.955	109.955	102.068	1.234,540	1.394	0	0,0%	1,3%
União da Vitória (Município) (412820)	57.027	57.027	54.051	720,000	39.247	36.271	67,1%	68,8%
Doutor Ulysses (Município) (412863)	5.781	5.781	938	777,480	5.781	938	100,0%	100,0%
Águas Mornas (Município) (420060)	6.298	6.298	2.642	327,360	6.298	2.642	100,0%	100,0%
Alfredo Wagner (Município) (420070)	9.960	9.960	3.036	732,770	110	34	1,1%	1,1%
Angelina (Município) (420090)	4.943	4.943	1.057	500,040	4.943	1.057	100,0%	100,0%
Anitápolis (Município) (420110)	3.248	3.248	1.329	542,120	3.248	1.329	100,0%	100,0%
Antônio Carlos (Município) (420120)	8.327	8.327	2.614	233,570	8.327	2.614	100,0%	100,0%
Araranguá (Município) (420140)	67.110	67.110	55.306	303,300	66.034	54.230	98,1%	98,4%
Balneário Camboriú (Município) (420200)	135.268	135.268	135.268	46,240	18.268	18.268	13,5%	13,5%
Biguaçu (Município) (420230)	66.558	66.558	60.328	367,890	66.558	60.328	100,0%	100,0%
Blumenau (Município) (420240)	348.513	348.513	332.455	518,500	208.882	192.824	58,0%	59,9%
Brusque (Município) (420290)	128.818	128.818	124.571	283,220	128.818	124.571	100,0%	100,0%
Caçador (Município) (420300)	77.323	77.323	70.433	984,290	73.785	66.895	95,0%	95,4%
Camboriú (Município) (420320)	78.731	78.731	74.779	212,320	78.731	74.779	100,0%	100,0%
Canelinha (Município) (420370)	11.944	11.944	7.577	152,560	11.944	7.577	100,0%	100,0%
Canoinhas (Município) (420380)	54.403	54.403	40.492	1.140,390	54.403	40.492	100,0%	100,0%
Chapecó (Município) (420420)	213.279	213.279	195.363	626,060	140.847	122.931	62,9%	66,0%
Concórdia (Município) (420430)	73.766	73.766	58.979	799,450	69.941	55.154	93,5%	94,8%
Criciúma (Município) (420460)	211.369	211.369	208.426	235,700	148.432	145.489	69,8%	70,2%
Florianópolis (Município) (420540)	485.838	485.838	467.437	675,410	179.834	161.433	34,5%	37,0%
Garopaba (Município) (420570)	22.082	22.082	18.651	115,410	22.082	18.651	100,0%	100,0%
Gaspar (Município) (420590)	67.392	67.392	54.775	386,780	67.392	54.775	100,0%	100,0%
Governador Celso Ramos (Município) (420600)	14.229	14.229	13.411	117,190	14.229	13.411	100,0%	100,0%
Içara (Município) (420700)	54.845	54.845	50.259	228,930	42.764	38.178	76,0%	78,0%
Indaial (Município) (420750)	66.497	66.497	64.161	430,790	55.421	53.085	82,7%	83,3%
Itajaí (Município) (420820)	212.615	212.615	201.112	288,290	169.251	157.748	78,4%	79,6%
Itapema (Município) (420830)	61.187	61.187	59.667	57,800	14.647	13.127	22,0%	23,9%
Jaraguá do Sul (Município) (420890)	170.835	170.835	158.513	529,450	33.402	30.037	18,9%	19,6%
Joinville (Município) (420910)	577.077	577.077	557.548	1.126,110	404.797	386.010	69,2%	70,1%
Lages (Município) (420930)	158.508	158.508	155.686	2.631,500	118.393	115.571	74,2%	74,7%
Leoberto Leal (Município) (420980)	3.140	3.140	765	291,210	3.140	765	100,0%	100,0%
Mafra (Município) (421010)	55.907	55.907	43.657	1.404,030	55.907	43.657	100,0%	100,0%
Major Gercino (Município) (421020)	3.429	3.429	1.306	306,180	3.429	1.306	100,0%	100,0%
Navegantes (Município) (421130)	77.137	77.137	73.119	112,030	-	-	-	-
Nova Trento (Município) (421150)	14.099	14.099	10.559	402,890	14.099	10.559	100,0%	100,0%
Palhoça (Município) (421190)	164.926	164.926	162.497	395,130	148.626	146.197	90,0%	90,1%
Paulo Lopes (Município) (421230)	7.360	7.360	5.301	449,680	7.360	5.301	100,0%	100,0%
Rancho Queimado (Município) (421430)	2.871	2.871	1.348	286,290	2.012	489	36,3%	70,1%
Rio do Sul (Município) (421480)	69.188	69.188	64.199	260,970	69.188	64.199	100,0%	100,0%
Santo Amaro da Imperatriz (Município) (421570)	22.609	22.609	17.074	344,050	15.662	10.127	59,3%	69,3%
São Bento do Sul (Município) (421580)	82.842	82.842	78.892	501,630	63.943	59.993	76,0%	77,2%
São Bonifácio (Município) (421590)	2.899	2.899	660	460,360	2.899	660	100,0%	100,0%
São Francisco do Sul (Município) (421620)	50.701	50.701	47.088	498,650	50.701	47.088	100,0%	100,0%
São João Batista (Município) (421630)	35.065	35.065	31.448	200,580	35.065	31.448	100,0%	100,0%
São José (Município) (421660)	239.718	239.718	236.871	150,450	148.332	145.485	61,4%	61,9%
São Pedro de Alcântara (Município) (421725)	5.602	5.602	4.441	140,020	5.602	4.441	100,0%	100,0%
Tijucas (Município) (421800)	36.931	36.931	31.017	279,580	21.931	16.017	51,6%	59,4%
Tubarão (Município) (421870)	104.457	104.457	94.637	301,760	104.457	94.637	100,0%	100,0%
Videira (Município) (421930)	52.066	52.066	47.286	384,520	52.066	47.286	100,0%	100,0%
Xanxerê (Município) (421950)	49.738	49.738	44.119	377,760	49.738	44.119	100,0%	100,0%
Alegrete (Município) (430040)	78.003	78.003	69.908	7.803,950	63.213	55.118	78,8%	81,0%
Alvorada (Município) (430060)	208.177	208.177	208.177	71,310	159.963	159.963	76,8%	76,8%
Araricá (Município) (430087)	5.395	5.395	4.432	35,150	-	-	-	-
Arroio dos Ratos (Município) (430110)	14.255	14.255	13.574	425,930	14.255	13.574	100,0%	100,0%
Bagé (Município) (430160)	122.209	122.209	102.298	4.093,580	44.145	24.234	23,7%	36,1%
Bento Gonçalves (Município) (430210)	115.069	115.069	106.264	274,070	114.408	105.603	99,4%	99,4%
Cachoeira do Sul (Município) (430300)	85.495	85.495	73.127	3.735,160	62.848	50.480	69,0%	73,5%
Cachoeirinha (Município) (430310)	127.318	127.318	127.318	44,020	49.797	49.797	39,1%	39,1%
Camaquã (Município) (430350)	66.215	66.215	52.070	1.679,430	66.215	52.070	100,0%	100,0%
Campo Bom (Município) (430390)	64.914	64.914	61.958	60,510	64.823	61.867	99,9%	99,9%
Canguçu (Município) (430450)	56.103	56.103	20.746	3.525,290	36.103	746	3,6%	64,4%
Canoas (Município) (430460)	343.853	343.853	343.853	131,100	230.192	230.192	66,9%	66,9%
Capão da Canoa (Município) (430463)	48.401	48.401	48.110	97,100	19.931	19.640	40,8%	41,2%
Capela de Santana (Município) (430468)	11.455	11.455	6.822	183,070	11.455	6.822	100,0%	100,0%
Carazinho (Município) (430470)	62.339	62.339	61.221	665,090	62.339	61.221	100,0%	100,0%
Caxias do Sul (Município) (430510)	483.377	483.377	465.445	1.652,310	43.600	25.668	5,5%	9,0%
Charqueadas (Município) (430535)	38.899	38.899	37.985	216,510	38.899	37.985	100,0%	100,0%
Cruz Alta (Município) (430610)	63.463	63.463	61.213	1.360,290	52.364	50.114	81,9%	82,5%
Dois Irmãos (Município) (430640)	30.753	30.753	30.423	65,160	27.632	27.302	89,7%	89,9%
Eldorado do Sul (Município) (430676)	38.581	38.581	34.601	509,730	34.867	30.887	89,3%	90,4%
Erechim (Município) (430700)	103.437	103.437	97.479	430,670	103.437	97.479	100,0%	100,0%
Estância Velha (Município) (430760)	47.287	47.287	46.076	52,150	45.938	44.727	97,1%	97,1%
Esteio (Município) (430770)	84.237	84.237	84.120	27,680	79.806	79.689	94,7%	94,7%
Farroupilha (Município) (430790)	69.542	69.542	60.163	361,680	69.542	60.163	100,0%	100,0%
Glorinha (Município) (430905)	7.654	7.654	2.296	323,640	6.888	1.530	66,6%	90,0%
Gravataí (Município) (430920)	275.146	275.146	262.056	463,500	196.671	183.581	70,1%	71,5%
Guaíba (Município) (430930)	99.334	99.334	97.101	376,950	94.279	92.046	94,8%	94,9%
Ijuí (Município) (431020)	83.330	83.330	75.553	689,390	77.176	69.399	91,9%	92,6%
Ivoti (Município) (431080)	22.514	22.514	20.461	63,150	22.514	20.461	100,0%	100,0%
Lajeado (Município) (431140)	79.819	79.819	79.523	90,610	78.986	78.690	99,0%	99,0%
Montenegro (Município) (431240)	63.868	63.868	57.648	424,440	63.868	57.648	100,0%	100,0%
Nova Hartz (Município) (431306)	20.405	20.405	16.983	62,560	18.905	15.483	91,2%	92,6%
Nova Santa Rita (Município) (431337)	26.450	26.450	22.676	217,870	26.450	22.676	100,0%	100,0%
Novo Hamburgo (Município) (431340)	249.508	249.508	245.183	223,820	236.417	232.092	94,7%	94,8%
Parobé (Município) (431405)	56.277	56.277	53.142	108,760	56.277	53.142	100,0%	100,0%
Passo Fundo (Município) (431410)	198.799	198.799	193.737	783,420	140.423	135.361	69,9%	70,6%
Pelotas (Município) (431440)	344.385	344.385	321.219	1.610,080	144.596	121.430	37,8%	42,0%
Portão (Município) (431480)	34.692	34.692	28.359	159,900	34.692	28.359	100,0%	100,0%
Porto Alegre (Município) (431490)	1.484.941	1.484.941	1.484.941	496,680	145.079	145.079	9,8%	9,8%
Rio Grande (Município) (431560)	209.378	209.378	201.099	2.709,520	150.332	142.053	70,6%	71,8%
Santa Cruz do Sul (Município) (431680)	127.429	127.429	113.236	733,410	109.860	95.667	84,5%	86,2%
Santa Maria (Município) (431690)	278.445	278.445	264.915	1.781,760	116.195	102.665	38,8%	41,7%
Sant'Ana do Livramento (Município) (431710)	82.312	82.312	74.273	6.941,610	51.394	43.355	58,4%	62,4%
Santa Rosa (Município) (431720)	72.753	72.753	64.033	489,800	54.973	46.253	72,2%	75,6%
Santo Ângelo (Município) (431750)	79.101	79.101	74.464	680,500	64.644	60.007	80,6%	81,7%
Santo Antônio da Patrulha (Município) (431760)	42.333	42.333	29.990	1.049,810	42.333	29.990	100,0%	100,0%
São Borja (Município) (431800)	62.808	62.808	56.155	3.616,690	51.760	45.107	80,3%	82,4%
São Gabriel (Município) (431830)	62.957	62.957	56.028	5.023,820	50.895	43.966	78,5%	80,8%
São Jerônimo (Município) (431840)	23.763	23.763	18.310	936,380	23.763	18.310	100,0%	100,0%
São Leopoldo (Município) (431870)	230.914	230.914	229.998	102,740	189.166	188.250	81,8%	81,9%
Sapiranga (Município) (431990)	80.311	80.311	77.420	138,030	79.464	76.573	98,9%	98,9%
Sapucaia do Sul (Município) (432000)	139.476	139.476	138.956	58,310	129.228	128.708	92,6%	92,7%
Taquara (Município) (432120)	57.544	57.544	47.669	457,880	57.544	47.669	100,0%	100,0%
Tramandaí (Município) (432160)	47.521	47.521	46.369	144,410	34.167	33.015	71,2%	71,9%
Triunfo (Município) (432200)	28.289	28.289	18.488	818,800	28.289	18.488	100,0%	100,0%
Uruguaiana (Município) (432240)	129.784	129.784	121.486	5.703,590	21.209	12.911	10,6%	16,3%
Vacaria (Município) (432250)	65.397	65.397	61.129	2.124,580	65.397	61.129	100,0%	100,0%
Venâncio Aires (Município) (432260)	70.481	70.481	44.247	772,230	70.481	44.247	100,0%	100,0%
Viamão (Município) (432300)	253.717	253.717	238.411	1.497,090	249.782	234.476	98,3%	98,4%
Campo Grande (Município) (500270)	874.210	874.210	862.482	8.092,950	169.637	157.909	18,3%	19,4%
Corumbá (Município) (500320)	109.899	109.899	99.036	64.721,720	57.790	46.927	47,4%	52,6%
Dourados (Município) (500370)	218.069	218.069	201.350	4.086,240	72.576	55.857	27,7%	33,3%
Naviraí (Município) (500570)	53.188	53.188	49.099	3.193,550	38.384	34.295	69,8%	72,2%
Nova Andradina (Município) (500620)	52.625	52.625	44.776	4.776,000	47.736	39.887	89,1%	90,7%
Ponta Porã (Município) (500660)	89.592	89.592	71.408	5.330,450	49.738	31.554	44,2%	55,5%
Sidrolândia (Município) (500790)	54.575	54.575	35.988	5.286,410	53.020	34.433	95,7%	97,2%
Três Lagoas (Município) (500830)	117.477	117.477	112.027	10.206,950	39.587	34.137	30,5%	33,7%
Alta Floresta (Município) (510025)	50.189	50.189	43.609	8.953,190	27.164	20.584	47,2%	54,1%
Barão de Melgaço (Município) (510160)	7.872	7.872	3.549	11.174,470	-	-	-	-
Barra do Garças (Município) (510180)	58.974	58.974	53.121	9.079,290	17.250	11.397	21,5%	29,3%
Cáceres (Município) (510250)	91.271	91.271	79.466	24.593,030	86.106	74.301	93,5%	94,3%
Chapada dos Guimarães (Município) (510300)	19.049	19.049	11.798	6.611,790	19.049	11.798	100,0%	100,0%
Cuiabá (Município) (510340)	590.118	590.118	579.106	3.293,540	274.282	263.270	45,5%	46,5%
Jangada (Município) (510490)	7.996	7.996	3.061	1.015,310	7.996	3.061	100,0%	100,0%
Lucas do Rio Verde (Município) (510525)	61.515	61.515	57.328	3.675,220	38.115	33.928	59,2%	62,0%
Nossa Senhora do Livramento (Município) (510610)	12.484	12.484	4.562	4.934,710	12.484	4.562	100,0%	100,0%
Nova Brasilândia (Município) (510620)	3.827	3.827	3.053	3.278,860	3.827	3.053	100,0%	100,0%
Planalto da Serra (Município) (510645)	2.604	2.604	1.962	2.442,450	-	-	-	-
Poconé (Município) (510650)	32.241	32.241	23.397	17.164,000	32.241	23.397	100,0%	100,0%
Primavera do Leste (Município) (510704)	59.293	59.293	56.110	5.482,070	12.373	9.190	16,4%	20,9%
Rondonópolis (Município) (510760)	222.316	222.316	213.845	4.686,620	9.000	529	0,2%	4,0%
Rosário Oeste (Município) (510770)	16.908	16.908	10.189	7.419,630	16.908	10.189	100,0%	100,0%
Santo Antônio do Leverger (Município) (510780)	18.392	18.392	7.132	11.735,750	-	-	-	-
Sinop (Município) (510790)	135.874	135.874	112.632	3.942,230	100.986	77.744	69,0%	74,3%
Sorriso (Município) (510792)	85.223	85.223	74.773	9.347,560	65.529	55.079	73,7%	76,9%
Tangará da Serra (Município) (510795)	98.828	98.828	89.932	11.601,250	72.995	64.099	71,3%	73,9%
Várzea Grande (Município) (510840)	274.013	274.013	269.791	1.048,210	194.144	189.922	70,4%	70,9%
Abadia de Goiás (Município) (520005)	8.207	8.207	6.065	147,730	5.184	3.042	50,2%	63,2%
Águas Lindas de Goiás (Município) (520025)	195.810	195.810	195.515	188,390	190.162	189.867	97,1%	97,1%
Anápolis (Município) (520110)	375.142	375.142	368.574	933,160	137.231	130.663	35,5%	36,6%
Aparecida de Goiânia (Município) (520140)	542.090	542.090	541.538	278,540	365.909	365.357	67,5%	67,5%
Aragoiânia (Município) (520180)	9.765	9.765	6.453	218,180	9.765	6.453	100,0%	100,0%
Bela Vista de Goiás (Município) (520330)	28.514	28.514	20.851	1.275,850	15.316	7.653	36,7%	53,7%
Bonfinópolis (Município) (520355)	9.052	9.052	8.433	123,430	9.052	8.433	100,0%	100,0%
Brazabrantes (Município) (520360)	3.604	3.604	2.420	123,070	3.604	2.420	100,0%	100,0%
Caldas Novas (Município) (520450)	84.900	84.900	81.576	1.608,440	14.900	11.576	14,2%	17,6%
Caldazinha (Município) (520455)	3.703	3.703	2.136	249,690	3.703	2.136	100,0%	100,0%
Catalão (Município) (520510)	102.393	102.393	95.795	3.821,460	41.982	35.384	36,9%	41,0%
Caturaí (Município) (520520)	5.041	5.041	3.942	205,080	5.041	3.942	100,0%	100,0%
Cidade Ocidental (Município) (520549)	66.777	66.777	52.134	389,990	33.598	18.955	36,4%	50,3%
Cristalina (Município) (520620)	55.347	55.347	45.652	6.162,090	42.374	32.679	71,6%	76,6%
Formosa (Município) (520800)	115.789	115.789	106.462	5.811,790	27.744	18.417	17,3%	24,0%
Goianápolis (Município) (520840)	11.471	11.471	10.394	169,010	11.471	10.394	100,0%	100,0%
Goianésia (Município) (520860)	67.507	67.507	63.098	1.547,270	9.501	5.092	8,1%	14,1%
Goiânia (Município) (520870)	1.466.105	1.466.105	1.460.559	728,840	109.605	104.059	7,1%	7,5%
Goianira (Município) (520880)	41.169	41.169	40.433	212,550	25.163	24.427	60,4%	61,1%
Guapó (Município) (520920)	14.482	14.482	11.743	517,260	5.131	2.392	20,4%	35,4%
Hidrolândia (Município) (520970)	20.472	20.472	12.320	953,730	20.472	12.320	100,0%	100,0%
Inhumas (Município) (521000)	52.311	52.311	48.903	615,280	12.677	9.269	19,0%	24,2%
Itumbiara (Município) (521150)	102.513	102.513	98.163	2.464,510	4.350	0	0,0%	4,2%
Jataí (Município) (521190)	98.128	98.128	90.327	7.174,230	16.988	9.187	10,2%	17,3%
Luziânia (Município) (521250)	199.615	199.615	186.206	3.961,100	165.235	151.826	81,5%	82,8%
Mineiros (Município) (521310)	62.750	62.750	57.239	9.038,770	3.373	2.862	5,0%	5,4%
Nerópolis (Município) (521450)	28.271	28.271	27.125	204,220	28.271	27.125	100,0%	100,0%
