Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Pirapora do Bom Jesus (Município) (353910)	60,60	29,32	8.453.786,52	0,00	0,00	8.453.786,52	528,69
Pirassununga (Município) (353930)	436,00	309,00	2.659.260,00	0,00	0,00	2.659.260,00	37,73
Poá (Município) (353980)	248,61	220,99	8.844.344,93	0,00	0,00	8.844.344,93	82,81
Porto Feliz (Município) (354060)	194,62	144,18	1.260.945,94	20.178.134,53	0,00	21.439.080,47	436,17
Porto Ferreira (Município) (354070)	248,50	248,27	1.348.084,79	0,00	0,00	1.348.084,79	26,07
Praia Grande (Município) (354100)	914,79	422,23	161.248.198,62	0,00	0,00	161.248.198,62	603,23
Presidente Prudente (Município) (354140)	932,87	780,00	15.377.605,21	0,00	0,00	15.377.605,21	73,57
Registro (Município) (354260)	204,86	194,90	9.614.768,86	0,00	0,00	9.614.768,86	177,06
Ribeirão Pires (Município) (354330)	480,25	289,11	27.737.366,26	0,00	0,00	27.737.366,26	243,90
Ribeirão Preto (Município) (354340)	1.939,00	1.824,00	15.730.091,55	0,00	2.299,49	15.732.391,04	25,69
Rio Claro (Município) (354390)	892,63	1.005,89	0,00	0,00	0,00	0,00	0,00
Rio Grande da Serra (Município) (354410)	124,31	57,29	12.999.763,13	0,00	0,00	12.999.763,13	292,11
Salesópolis (Município) (354500)	58,54	44,06	495.912,62	0,00	0,00	495.912,62	31,52
Salto (Município) (354520)	445,00	415,00	6.847.780,00	0,00	0,00	6.847.780,00	64,32
Santa Bárbara d'Oeste (Município) (354580)	702,77	548,70	11.091.713,95	0,00	0,00	11.091.713,95	61,36
Santa Isabel (Município) (354680)	99,00	65,00	0,00	0,00	0,00	0,00	0,00
Santana de Parnaíba (Município) (354730)	473,61	189,39	14.666.350,64	0,00	0,00	14.666.350,64	131,63
Santo André (Município) (354780)	1.792,56	1.198,58	12.302.701,95	0,00	0,00	12.302.701,95	18,13
Santos (Município) (354850)	1.380,87	534,13	33.553.596,66	0,00	0,00	33.553.596,66	79,98
São Bernardo do Campo (Município) (354870)	1.693,60	1.053,71	76.669.824,09	0,00	0,00	76.669.824,09	99,54
São Caetano do Sul (Município) (354880)	445,79	322,95	28.590.571,83	0,00	0,00	28.590.571,83	190,65
São Carlos (Município) (354890)	984,00	958,00	9.405.494,68	0,00	513.493,24	9.918.987,92	44,25
São João da Boa Vista (Município) (354910)	366,67	338,27	-	0,00	0,00	0,00	0,00
São Joaquim da Barra (Município) (354940)	175,00	165,00	0,00	42.035,52	0,00	42.035,52	0,90
São José do Rio Pardo (Município) (354970)	196,00	148,00	0,00	58.962,54	0,00	58.962,54	1,13
São José do Rio Preto (Município) (354980)	1.433,00	1.447,00	21.854.777,76	0,00	0,00	21.854.777,76	53,04
São José dos Campos (Município) (354990)	1.229,75	868,58	106.406.103,46	0,00	0,00	106.406.103,46	167,08
São Lourenço da Serra (Município) (354995)	31,91	34,26	1.360.313,77	0,00	0,00	1.360.313,77	96,41
São Paulo (Município) (355030)	20.221,76	16.257,59	1.317.241.925,35	0,00	0,00	1.317.241.925,35	116,40
São Roque (Município) (355060)	327,58	136,88	6.142.407,59	0,00	0,00	6.142.407,59	77,01
São Sebastião (Município) (355070)	346,01	214,77	42.910.542,28	0,00	0,00	42.910.542,28	570,90
São Vicente (Município) (355100)	844,95	317,32	32.301.527,62	0,00	0,00	32.301.527,62	96,52
Sertãozinho (Município) (355170)	440,00	350,00	839.142,09	2.142.229,38	30.570,11	3.011.941,58	27,07
Sorocaba (Município) (355220)	1.808,00	1.264,00	67.116.069,49	0,00	0,00	67.116.069,49	113,03
Sumaré (Município) (355240)	729,00	710,00	223.794,08	15.372.376,34	0,00	15.596.170,42	64,19
Suzano (Município) (355250)	779,17	541,43	59.952.068,45	0,00	0,00	59.952.068,45	226,17
Taboão da Serra (Município) (355280)	391,05	285,06	8.490.259,63	0,00	0,00	8.490.259,63	34,22
Taquaritinga (Município) (355370)	207,00	206,00	4.214.668,57	0,00	0,00	4.214.668,57	77,85
Tatuí (Município) (355400)	434,48	238,46	9.951.901,75	0,00	0,00	9.951.901,75	91,81
Taubaté (Município) (355410)	839,15	578,81	8.902.792,57	0,00	0,00	8.902.792,57	31,64
Tupã (Município) (355500)	256,84	244,24	3.842.675,61	0,00	0,00	3.842.675,61	60,53
Ubatuba (Município) (355540)	375,88	139,55	15.614.734,51	0,00	0,00	15.614.734,51	195,87
Valinhos (Município) (355620)	615,89	501,44	4.091.994,69	0,00	0,00	4.091.994,69	37,67
Vargem Grande Paulista (Município) (355645)	235,67	46,78	6.666.228,05	0,00	0,00	6.666.228,05	152,24
Várzea Paulista (Município) (355650)	210,27	180,07	42.678.902,46	0,00	0,00	42.678.902,46	394,50
Vinhedo (Município) (355670)	491,00	269,00	5.539.500,10	0,00	0,00	5.539.500,10	85,39
Votorantim (Município) (355700)	419,80	340,10	1.219.829,61	0,00	0,00	1.219.829,61	11,11
Votuporanga (Município) (355710)	382,13	380,24	1.213.595,66	0,00	0,00	1.213.595,66	14,21
Adrianópolis (Município) (410020)	36,01	0,00	98.540,04	0,00	0,00	98.540,04	15,57
Agudos do Sul (Município) (410030)	49,60	1,00	1.064.485,92	0,00	0,00	1.064.485,92	127,47
Almirante Tamandaré (Município) (410040)	450,76	96,83	7.947.515,72	0,00	0,00	7.947.515,72	76,16
Apucarana (Município) (410140)	480,19	216,52	16.663.498,19	0,00	0,00	16.663.498,19	136,67
Arapongas (Município) (410150)	524,70	283,99	21.729.123,43	0,00	0,00	21.729.123,43	205,79
Araucária (Município) (410180)	577,93	212,75	3.344.391,14	0,00	0,00	3.344.391,14	27,63
Balsa Nova (Município) (410230)	157,24	13,56	2.012.356,15	0,00	0,00	2.012.356,15	176,18
Bocaiúva do Sul (Município) (410310)	42,46	8,33	245.208,71	0,00	0,00	245.208,71	22,02
Cambé (Município) (410370)	262,86	385,59	4.350.476,22	0,00	0,00	4.350.476,22	44,67
Campina Grande do Sul (Município) (410400)	213,70	158,17	1.861.583,18	0,00	0,00	1.861.583,18	47,62
Campo Largo (Município) (410420)	561,03	285,00	4.859.885,96	0,00	0,00	4.859.885,96	42,67
Campo Magro (Município) (410425)	107,62	26,09	488.400,61	0,00	0,00	488.400,61	19,39
Campo Mourão (Município) (410430)	368,88	331,17	1.801.985,60	0,00	0,00	1.801.985,60	20,54
Cascavel (Município) (410480)	1.138,88	779,34	21.813.177,10	0,00	0,00	21.813.177,10	75,39
Castro (Município) (410490)	242,12	198,94	1.525.929,04	0,00	0,00	1.525.929,04	22,66
Cerro Azul (Município) (410520)	44,12	1,18	133.141,73	0,00	0,00	133.141,73	7,84
Cianorte (Município) (410550)	526,04	187,41	4.470.901,66	0,00	0,00	4.470.901,66	63,04
Colombo (Município) (410580)	859,51	370,62	18.584.614,64	0,00	0,00	18.584.614,64	86,34
Contenda (Município) (410620)	78,20	0,00	1.613.440,69	0,00	0,00	1.613.440,69	100,24
Curitiba (Município) (410690)	7.020,22	5.464,05	134.945.067,10	0,00	0,00	134.945.067,10	76,48
Fazenda Rio Grande (Município) (410765)	397,78	149,36	5.704.090,77	0,00	0,00	5.704.090,77	68,63
Foz do Iguaçu (Município) (410830)	1.054,47	840,55	12.686.239,90	0,00	0,00	12.686.239,90	49,57
Francisco Beltrão (Município) (410840)	336,93	224,73	5.944.996,89	0,00	0,00	5.944.996,89	74,45
Guarapuava (Município) (410940)	785,74	526,57	21.879.435,38	0,00	0,00	21.879.435,38	129,96
Ibiporã (Município) (410980)	312,63	219,94	980.350,28	0,00	0,00	980.350,28	20,15
Irati (Município) (411070)	355,42	264,50	3.040.688,86	0,00	0,00	3.040.688,86	53,81
Itaperuçu (Município) (411125)	58,42	0,00	1.606.956,69	0,00	0,00	1.606.956,69	66,30
Lapa (Município) (411320)	214,37	88,89	2.355.175,61	0,00	0,00	2.355.175,61	52,18
Londrina (Município) (411370)	1.778,21	1.538,68	48.617.688,57	0,00	0,00	48.617.688,57	95,09
Mandirituba (Município) (411430)	102,71	4,35	162.539,42	0,00	0,00	162.539,42	7,20
Marechal Cândido Rondon (Município) (411460)	449,13	13,60	2.200.758,11	0,00	0,00	2.200.758,11	46,56
Maringá (Município) (411520)	1.726,04	1.425,36	33.367.527,65	0,00	0,00	33.367.527,65	92,09
Palmas (Município) (411760)	151,92	112,95	5.082.739,11	0,00	0,00	5.082.739,11	116,82
Paranaguá (Município) (411820)	596,02	355,79	15.714.337,19	0,00	0,00	15.714.337,19	111,07
Paranavaí (Município) (411840)	579,60	429,88	3.069.944,20	0,00	0,00	3.069.944,20	37,42
Pato Branco (Município) (411850)	412,66	306,74	2.155.215,08	0,00	0,00	2.155.215,08	29,46
Pinhais (Município) (411915)	454,21	351,33	5.834.958,19	0,00	0,00	5.834.958,19	49,31
Piraquara (Município) (411950)	560,27	342,97	3.696.881,27	0,00	0,00	3.696.881,27	39,11
Ponta Grossa (Município) (411990)	1.308,24	1.316,44	14.804.367,02	0,00	0,00	14.804.367,02	47,07
Prudentópolis (Município) (412060)	150,36	149,72	1.607.697,10	0,00	0,00	1.607.697,10	32,86
Quatro Barras (Município) (412080)	149,72	96,88	1.633.779,73	0,00	0,00	1.633.779,73	81,14
Quitandinha (Município) (412120)	35,58	0,00	34.325,34	0,00	0,00	34.325,34	1,99
Rio Branco do Sul (Município) (412220)	-	-	-	-	-	-	-
Rolândia (Município) (412240)	259,34	133,07	12.732.315,09	0,00	0,00	12.732.315,09	217,61
São José dos Pinhais (Município) (412550)	1.136,65	652,47	7.196.375,08	0,00	0,00	7.196.375,08	26,77
Sarandi (Município) (412625)	-	-	-	-	-	-	-
Telêmaco Borba (Município) (412710)	219,90	195,65	5.121.371,00	0,00	0,00	5.121.371,00	72,61
Tijucas do Sul (Município) (412760)	85,54	0,00	288.136,47	0,00	0,00	288.136,47	19,59
Toledo (Município) (412770)	520,76	394,65	11.840.473,12	0,00	0,00	11.840.473,12	97,91
Tunas do Paraná (Município) (412788)	23,42	0,00	478.271,04	0,00	0,00	478.271,04	74,04
Umuarama (Município) (412810)	447,63	449,58	1.966.338,45	0,00	0,00	1.966.338,45	19,38
União da Vitória (Município) (412820)	275,76	86,09	2.807.850,97	0,00	0,00	2.807.850,97	52,92
Doutor Ulysses (Município) (412863)	-	-	-	-	-	-	-
Águas Mornas (Município) (420060)	24,08	0,00	2.419,99	0,00	69.626,16	72.046,15	12,82
Alfredo Wagner (Município) (420070)	17,72	0,00	19.758,25	0,00	69.626,16	89.384,41	9,46
Angelina (Município) (420090)	7,56	0,00	76,11	0,00	69.626,16	69.702,27	13,38
Anitápolis (Município) (420110)	11,50	4,00	3.326,73	0,00	0,00	3.326,73	1,04
Antônio Carlos (Município) (420120)	53,86	0,00	685.411,32	0,00	69.626,16	755.037,48	100,18
Araranguá (Município) (420140)	356,89	0,00	6.801.393,18	0,00	0,00	6.801.393,18	110,02
Balneário Camboriú (Município) (420200)	267,00	195,00	34.073.210,79	0,00	0,00	34.073.210,79	307,66
Biguaçu (Município) (420230)	172,58	0,00	1.000.050,77	0,00	0,00	1.000.050,77	16,95
Blumenau (Município) (420240)	1.518,00	127,00	42.555.998,43	0,00	0,00	42.555.998,43	136,12
Brusque (Município) (420290)	581,00	0,00	2.838.390,83	0,00	0,00	2.838.390,83	26,34
Caçador (Município) (420300)	240,05	0,00	183.405,90	0,00	0,00	183.405,90	2,57
Camboriú (Município) (420320)	280,00	0,00	0,00	888.689,18	0,00	888.689,18	13,89
Canelinha (Município) (420370)	60,00	0,00	320.745,76	0,00	0,00	320.745,76	29,90
Canoinhas (Município) (420380)	301,00	2,99	618.588,59	0,00	0,00	618.588,59	11,70
Chapecó (Município) (420420)	656,17	214,59	2.248.918,18	0,00	0,00	2.248.918,18	12,07
Concórdia (Município) (420430)	229,82	3,50	185.942,94	0,00	0,00	185.942,94	2,69
Criciúma (Município) (420460)	945,12	155,69	12.272.066,87	0,00	0,00	12.272.066,87	63,26
Florianópolis (Município) (420540)	905,63	557,75	47.592.206,66	0,00	0,00	47.592.206,66	111,38
Garopaba (Município) (420570)	98,67	0,00	101.243,07	0,00	0,00	101.243,07	5,47
Gaspar (Município) (420590)	378,00	0,00	493.847,98	0,00	0,00	493.847,98	8,39
Governador Celso Ramos (Município) (420600)	147,00	0,00	97.583,61	0,00	0,00	97.583,61	7,45
Içara (Município) (420700)	280,00	1,00	4.232.879,85	0,00	0,00	4.232.879,85	71,00
Indaial (Município) (420750)	342,09	0,00	508.282,07	0,00	0,00	508.282,07	9,08
Itajaí (Município) (420820)	645,00	0,00	33.656.899,76	0,00	0,00	33.656.899,76	180,83
Itapema (Município) (420830)	216,34	62,64	1.621.611,34	0,00	0,00	1.621.611,34	34,26
Jaraguá do Sul (Município) (420890)	650,00	331,00	10.403.416,00	0,00	0,00	10.403.416,00	71,36
Joinville (Município) (420910)	2.083,62	244,71	48.448.658,63	0,00	0,00	48.448.658,63	93,01
Lages (Município) (420930)	758,28	87,00	17.598,97	0,00	0,00	17.598,97	0,11
Leoberto Leal (Município) (420980)	6,02	0,00	503,44	0,00	159.191,93	159.695,37	47,86
Mafra (Município) (421010)	261,65	0,00	420.258,64	0,00	0,00	420.258,64	7,91
Major Gercino (Município) (421020)	6,64	0,00	0,00	0,00	69.626,16	69.626,16	21,16
Navegantes (Município) (421130)	235,00	0,00	0,00	0,00	0,00	0,00	0,00
Nova Trento (Município) (421150)	90,00	0,00	51.188,72	0,00	0,00	51.188,72	4,14
Palhoça (Município) (421190)	600,00	35,00	0,00	0,00	0,00	0,00	0,00
Paulo Lopes (Município) (421230)	9,92	0,00	285.265,54	0,00	69.626,16	354.891,70	52,57
Rancho Queimado (Município) (421430)	13,53	8,99	5.286,11	0,00	69.626,16	74.912,27	27,17
Rio do Sul (Município) (421480)	270,50	0,00	861.600,41	0,00	0,00	861.600,41	13,91
Santo Amaro da Imperatriz (Município) (421570)	119,62	0,00	38.675,16	0,00	0,00	38.675,16	1,93
São Bento do Sul (Município) (421580)	563,21	105,78	3.936.455,93	905.728,52	0,00	4.842.184,45	64,12
São Bonifácio (Município) (421590)	5,63	0,00	18,62	0,00	69.626,16	69.644,78	23,28
São Francisco do Sul (Município) (421620)	331,19	0,00	2.560.791,38	0,00	0,00	2.560.791,38	59,13
São João Batista (Município) (421630)	97,70	0,00	1.308.641,37	0,00	0,00	1.308.641,37	48,23
São José (Município) (421660)	321,02	134,40	10.325.005,55	0,00	0,00	10.325.005,55	48,57
São Pedro de Alcântara (Município) (421725)	-	-	-	-	-	-	-
Tijucas (Município) (421800)	131,35	0,00	863.785,54	0,00	0,00	863.785,54	27,39
Tubarão (Município) (421870)	532,88	0,00	0,00	1.299.983,15	0,00	1.299.983,15	13,29
Videira (Município) (421930)	156,00	0,00	892.539,33	1.389.531,02	0,00	2.282.070,35	47,92
Xanxerê (Município) (421950)	163,87	0,00	140.026,00	11.130.867,55	0,00	11.270.893,55	252,47
Alegrete (Município) (430040)	162,06	24,49	934.939,72	0,00	0,00	934.939,72	12,12
Alvorada (Município) (430060)	718,85	160,00	16.967.496,15	0,00	0,00	16.967.496,15	86,32
Araricá (Município) (430087)	-	-	-	-	-	-	-
Arroio dos Ratos (Município) (430110)	95,33	21,00	54.337,40	58.550,51	0,00	112.887,91	8,28
Bagé (Município) (430160)	470,49	280,37	7.266.962,40	0,00	0,00	7.266.962,40	62,14
Bento Gonçalves (Município) (430210)	324,98	0,00	2.415.063,40	0,00	0,00	2.415.063,40	22,26
Cachoeira do Sul (Município) (430300)	369,95	81,36	10.055.395,84	0,00	0,00	10.055.395,84	120,40
Cachoeirinha (Município) (430310)	296,90	176,33	1.054.547,35	0,00	0,00	1.054.547,35	8,85
Camaquã (Município) (430350)	191,87	0,00	35.877,96	0,00	0,00	35.877,96	0,57
Campo Bom (Município) (430390)	225,42	3,00	4.132.063,07	0,00	0,00	4.132.063,07	68,25
Canguçu (Município) (430450)	67,65	56,00	69.630,87	183.208,72	0,00	252.839,60	4,73
Canoas (Município) (430460)	739,50	135,84	15.806.615,22	0,00	0,00	15.806.615,22	48,61
Capão da Canoa (Município) (430463)	215,36	39,18	7.521.243,29	0,00	0,00	7.521.243,29	175,21
Capela de Santana (Município) (430468)	19,59	0,00	31.837,83	0,00	0,00	31.837,83	2,71
Carazinho (Município) (430470)	203,54	0,00	748.070,37	0,00	0,00	748.070,37	12,58
Caxias do Sul (Município) (430510)	1.470,00	1.495,00	261.897.288,67	0,00	0,00	261.897.288,67	593,42
Charqueadas (Município) (430535)	109,55	0,00	305.254,28	0,00	0,00	305.254,28	8,54
Cruz Alta (Município) (430610)	224,56	33,00	121.112,58	0,00	0,00	121.112,58	1,94
Dois Irmãos (Município) (430640)	112,51	0,00	331.162,11	0,00	0,00	331.162,11	11,84
Eldorado do Sul (Município) (430676)	76,69	0,00	358.629,56	0,00	0,00	358.629,56	10,28
Erechim (Município) (430700)	326,08	0,00	351.221,92	0,00	0,00	351.221,92	3,63
Estância Velha (Município) (430760)	145,99	7,20	2.796.776,92	0,00	0,00	2.796.776,92	64,82
Esteio (Município) (430770)	174,04	1,28	18.433.025,65	0,00	0,00	18.433.025,65	228,10
Farroupilha (Município) (430790)	231,85	0,00	378.478,12	0,00	0,00	378.478,12	5,89
Glorinha (Município) (430905)	34,36	0,00	5.353,19	0,00	0,00	5.353,19	0,77
Gravataí (Município) (430920)	698,81	244,80	6.774.777,24	0,00	0,00	6.774.777,24	26,32
Guaíba (Município) (430930)	276,10	13,10	37.569.778,85	0,00	0,00	37.569.778,85	394,34
Ijuí (Município) (431020)	367,07	0,00	6.740.326,79	0,00	0,00	6.740.326,79	85,15
Ivoti (Município) (431080)	104,38	0,00	56.774,04	0,00	0,00	56.774,04	2,81
Lajeado (Município) (431140)	253,35	0,00	334.388,65	0,00	0,00	334.388,65	4,62
Montenegro (Município) (431240)	192,76	0,00	119.284,77	0,00	0,00	119.284,77	1,99
Nova Hartz (Município) (431306)	-	-	-	-	-	-	-
Nova Santa Rita (Município) (431337)	85,59	0,00	219.796,50	0,00	0,00	219.796,50	9,45
Novo Hamburgo (Município) (431340)	792,00	14,37	22.016.496,29	304.097,19	0,00	22.320.593,47	93,33
Parobé (Município) (431405)	89,79	0,00	384.031,38	0,00	0,00	384.031,38	7,38
Passo Fundo (Município) (431410)	688,85	33,61	32.883.700,86	0,00	0,00	32.883.700,86	176,72
Pelotas (Município) (431440)	910,14	405,18	2.644.594,01	0,00	0,00	2.644.594,01	8,04
Portão (Município) (431480)	68,70	0,00	3.504.253,57	0,00	0,00	3.504.253,57	111,60
Porto Alegre (Município) (431490)	3.884,00	1.777,00	323.286.814,62	0,00	0,00	323.286.814,62	228,78
Rio Grande (Município) (431560)	637,96	110,00	22.602.237,03	0,00	0,00	22.602.237,03	114,12
Santa Cruz do Sul (Município) (431680)	446,71	50,71	3.723.992,42	0,00	0,00	3.723.992,42	31,24
Santa Maria (Município) (431690)	790,21	241,00	17.760.220,29	0,00	0,00	17.760.220,29	67,69
Sant'Ana do Livramento (Município) (431710)	275,00	97,24	1.197.916,39	566.411,23	631.505,16	2.395.832,77	29,28
Santa Rosa (Município) (431720)	263,48	41,57	4.640.715,38	0,00	0,00	4.640.715,38	67,39
Santo Ângelo (Município) (431750)	244,11	28,58	252.712,84	0,00	0,00	252.712,84	3,31
Santo Antônio da Patrulha (Município) (431760)	94,51	0,00	2.118.590,59	0,00	0,00	2.118.590,59	53,11
São Borja (Município) (431800)	192,83	49,64	16.411,92	0,00	0,00	16.411,92	0,27
São Gabriel (Município) (431830)	185,42	27,11	120.506,20	0,00	0,00	120.506,20	1,99
São Jerônimo (Município) (431840)	50,15	0,00	61.550,18	0,00	0,00	61.550,18	2,76
São Leopoldo (Município) (431870)	732,00	99,00	5.266.746,45	0,00	0,00	5.266.746,45	24,42
Sapiranga (Município) (431990)	259,86	0,00	2.558.937,96	0,00	0,00	2.558.937,96	33,92
Sapucaia do Sul (Município) (432000)	253,56	1,97	8.459.557,68	0,00	0,00	8.459.557,68	64,29
Taquara (Município) (432120)	131,50	0,00	883.996,38	0,00	0,00	883.996,38	16,14
Tramandaí (Município) (432160)	233,63	46,70	977.134,83	0,00	0,00	977.134,83	23,05
Triunfo (Município) (432200)	93,00	0,00	828.360,60	0,00	0,00	828.360,60	31,77
Uruguaiana (Município) (432240)	-	-	21.888.721,38	0,00	0,00	21.888.721,38	174,66
Vacaria (Município) (432250)	239,67	0,00	98.698,26	0,00	0,00	98.698,26	1,60
Venâncio Aires (Município) (432260)	270,49	0,00	680.269,63	0,00	0,00	680.269,63	10,26
Viamão (Município) (432300)	836,22	7,76	6.568.883,56	0,00	0,00	6.568.883,56	27,34
Campo Grande (Município) (500270)	3.475,00	1.529,60	57.752.684,35	0,00	0,00	57.752.684,35	72,53
Corumbá (Município) (500320)	332,58	6,04	25.454.039,72	0,00	0,00	25.454.039,72	244,00
Dourados (Município) (500370)	809,62	293,18	5.314.729,86	0,00	0,00	5.314.729,86	26,78
Naviraí (Município) (500570)	203,99	41,42	1.788.007,37	0,00	0,00	1.788.007,37	37,90
Nova Andradina (Município) (500620)	173,22	32,73	2.004.005,46	0,00	0,00	2.004.005,46	43,22
Ponta Porã (Município) (500660)	297,90	114,06	5.664.323,91	0,00	0,00	5.664.323,91	71,54
Sidrolândia (Município) (500790)	84,46	0,00	257.745,17	0,00	0,00	257.745,17	5,92
Três Lagoas (Município) (500830)	449,50	89,13	18.179.156,27	0,00	0,00	18.179.156,27	175,58
Alta Floresta (Município) (510025)	185,94	75,59	1.468.758,87	0,00	0,00	1.468.758,87	29,77
Barão de Melgaço (Município) (510160)	-	-	-	-	-	-	-
Barra do Garças (Município) (510180)	345,00	97,00	2.665.420,25	0,00	0,00	2.665.420,25	46,84
Cáceres (Município) (510250)	240,16	12,00	0,00	0,00	0,00	0,00	0,00
Chapada dos Guimarães (Município) (510300)	-	-	-	-	-	-	-
Cuiabá (Município) (510340)	2.911,45	663,53	7.150.597,02	0,00	0,00	7.150.597,02	12,85
Jangada (Município) (510490)	15,00	0,00	154.356,66	0,00	0,00	154.356,66	19,94
Lucas do Rio Verde (Município) (510525)	215,00	62,00	886.059,36	0,00	0,00	886.059,36	18,63
Nossa Senhora do Livramento (Município) (510610)	25,00	0,00	0,00	0,00	0,00	0,00	0,00
Nova Brasilândia (Município) (510620)	11,00	0,00	37.432,81	0,00	0,00	37.432,81	8,33
Planalto da Serra (Município) (510645)	-	-	-	-	-	-	-
Poconé (Município) (510650)	78,00	0,00	154.357,17	0,00	0,00	154.357,17	4,85
Primavera do Leste (Município) (510704)	177,00	85,00	621.832,26	0,00	0,00	621.832,26	11,73
Rondonópolis (Município) (510760)	43,61	198,66	44.140.384,60	0,00	0,00	44.140.384,60	221,87
Rosário Oeste (Município) (510770)	-	-	-	-	-	-	-
Santo Antônio do Leverger (Município) (510780)	-	-	-	-	-	-	-
Sinop (Município) (510790)	700,00	0,00	5.191.055,40	0,00	0,00	5.191.055,40	44,75
Sorriso (Município) (510792)	305,00	0,00	1.623.963,63	0,00	0,00	1.623.963,63	23,57
Tangará da Serra (Município) (510795)	360,00	81,00	1.421.830,07	0,00	0,00	1.421.830,07	16,66
Várzea Grande (Município) (510840)	1.120,60	103,36	0,00	0,00	0,00	0,00	0,00
Abadia de Goiás (Município) (520005)	40,15	11,13	22.725,28	0,00	0,00	22.725,28	3,24
Águas Lindas de Goiás (Município) (520025)	214,89	0,00	557.541,37	0,00	0,00	557.541,37	3,41
Anápolis (Município) (520110)	1.192,09	494,67	38.867.646,59	0,00	0,00	38.867.646,59	114,81
Aparecida de Goiânia (Município) (520140)	1.270,75	196,67	20.947.279,04	0,00	0,00	20.947.279,04	45,04
Aragoiânia (Município) (520180)	44,46	0,00	48.125,26	0,00	0,00	48.125,26	5,65
Bela Vista de Goiás (Município) (520330)	88,78	59,53	139.310,01	0,00	0,00	139.310,01	5,58
Bonfinópolis (Município) (520355)	44,95	0,00	36.639,08	0,00	0,00	36.639,08	4,76
Brazabrantes (Município) (520360)	23,42	0,00	365.796,49	0,00	0,00	365.796,49	111,93
Caldas Novas (Município) (520450)	365,00	140,92	3.116.583,59	0,00	0,00	3.116.583,59	43,24
Caldazinha (Município) (520455)	8,02	0,00	17.708,12	0,00	0,00	17.708,12	5,27
Catalão (Município) (520510)	357,11	223,00	2.732.416,85	0,00	0,00	2.732.416,85	30,93
Caturaí (Município) (520520)	25,28	0,00	23.144,21	0,00	0,00	23.144,21	4,91
Cidade Ocidental (Município) (520549)	264,87	38,04	594.138,42	0,00	0,00	594.138,42	10,40
Cristalina (Município) (520620)	122,63	85,89	1.240.174,68	0,00	0,00	1.240.174,68	26,09
Formosa (Município) (520800)	339,73	212,50	11.082.462,77	0,00	0,00	11.082.462,77	108,94
Goianápolis (Município) (520840)	51,47	0,00	67.635,37	0,00	0,00	67.635,37	6,32
Goianésia (Município) (520860)	224,63	161,17	7.768.949,99	0,00	0,00	7.768.949,99	128,74
Goiânia (Município) (520870)	5.762,44	2.846,89	127.944.478,02	0,00	0,00	127.944.478,02	97,06
Goianira (Município) (520880)	100,14	22,48	227.401,59	0,00	0,00	227.401,59	6,52
Guapó (Município) (520920)	62,79	45,02	127.276,09	0,00	0,00	127.276,09	9,10
Hidrolândia (Município) (520970)	50,31	0,00	118.444,15	0,00	0,00	118.444,15	6,68
Inhumas (Município) (521000)	219,98	68,92	8.328.838,93	0,00	0,00	8.328.838,93	171,45
Itumbiara (Município) (521150)	493,88	266,42	11.178.769,98	0,00	0,00	11.178.769,98	119,22
Jataí (Município) (521190)	415,33	152,58	3.138.923,78	0,00	0,00	3.138.923,78	35,28
Luziânia (Município) (521250)	711,45	67,37	39.807.484,20	0,00	0,00	39.807.484,20	224,78
Mineiros (Município) (521310)	-	-	-	-	-	-	-
Nerópolis (Município) (521450)	80,31	0,00	362.720,53	0,00	0,00	362.720,53	14,72
Nova Veneza (Município) (521500)	27,04	0,00	36.353,47	0,00	0,00	36.353,47	4,40
Novo Gama (Município) (521523)	248,30	28,04	3.168.418,67	0,00	0,00	3.168.418,67	32,80
Planaltina (Município) (521760)	212,32	69,03	3.088.132,05	0,00	0,00	3.088.132,05	37,54
Rio Verde (Município) (521880)	602,22	136,28	4.854.135,80	0,00	0,00	4.854.135,80	26,82
Santo Antônio de Goiás (Município) (521973)	24,19	0,00	70.808,90	0,00	0,00	70.808,90	14,67
Santo Antônio do Descoberto (Município) (521975)	184,14	30,83	2.283.725,98	0,00	0,00	2.283.725,98	35,62
Senador Canedo (Município) (522045)	340,00	0,00	3.272.139,81	6.771.667,59	0,00	10.043.807,40	115,65
Terezópolis de Goiás (Município) (522119)	35,78	0,00	2.445.392,12	0,00	0,00	2.445.392,12	366,35
Trindade (Município) (522140)	343,26	128,58	536.303,34	0,00	0,00	536.303,34	5,05
Valparaíso de Goiás (Município) (522185)	287,50	35,00	3.715.141,40	0,00	0,00	3.715.141,40	27,34
Brasília (Município) (530010)	8.375,51	5.154,85	214.616.848,39	0,00	0,00	214.616.848,39	82,23
