Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
São Paulo (Município) (355030)	3,03	0,00	0,48	0,12	0,03	0,01	30.621	25,44
São Roque (Município) (355060)	1,37	0,00	0,34	0,00	0,00	0,00	345	39,43
São Sebastião (Município) (355070)	3,68	0,00	0,95	0,00	0,12	0,36	28	3,32
São Vicente (Município) (355100)	1,98	0,00	0,87	0,20	0,00	0,03	719	20,08
Sertãozinho (Município) (355170)	3,13	0,00	1,32	0,00	0,08	0,00	222	18,28
Sorocaba (Município) (355220)	0,81	0,00	0,05	0,02	0,00	0,00	1.594	24,43
Sumaré (Município) (355240)	1,82	0,00	0,19	0,19	0,00	0,00	186	6,90
Suzano (Município) (355250)	1,04	0,00	0,10	0,10	0,03	0,00	352	12,22
Taboão da Serra (Município) (355280)	2,75	0,00	0,80	0,11	0,00	0,04	1.022	37,04
Taquaritinga (Município) (355370)	18,67	0,00	4,40	0,00	0,00	0,00	198	34,88
Tatuí (Município) (355400)	4,41	0,00	0,17	0,08	0,08	0,00	362	30,72
Taubaté (Município) (355410)	0,39	0,00	0,98	0,00	0,00	0,00	475	15,56
Tupã (Município) (355500)	10,65	0,00	0,91	0,00	0,00	0,00	413	62,86
Ubatuba (Município) (355540)	0,00	0,00	0,11	0,00	0,11	0,00	347	39,72
Valinhos (Município) (355620)	0,90	0,00	0,16	0,16	0,00	0,00	209	17,11
Vargem Grande Paulista (Município) (355645)	1,01	0,00	0,00	0,20	0,00	0,00	69	13,93
Várzea Paulista (Município) (355650)	0,42	0,00	0,25	0,00	0,00	0,00	158	13,42
Vinhedo (Município) (355670)	1,90	0,00	0,00	0,00	0,00	0,00	165	22,34
Votorantim (Município) (355700)	0,59	0,00	0,25	0,25	0,00	0,00	367	30,88
Votuporanga (Município) (355710)	4,02	0,00	0,65	0,11	0,00	0,00	310	33,68
Adrianópolis (Município) (410020)	1,59	0,00	0,00	0,00	0,00	0,00	5	7,95
Agudos do Sul (Município) (410030)	6,61	0,00	0,00	0,00	0,00	0,00	24	26,45
Almirante Tamandaré (Município) (410040)	3,68	0,00	0,00	0,26	0,00	0,00	177	15,51
Apucarana (Município) (410140)	8,51	0,00	0,46	0,23	0,00	0,00	644	48,95
Arapongas (Município) (410150)	5,04	0,00	0,77	0,00	0,00	0,00	523	44,72
Araucária (Município) (410180)	1,99	0,00	0,22	0,59	0,00	0,00	211	15,58
Balsa Nova (Município) (410230)	4,01	0,00	0,00	0,00	0,00	0,00	22	17,64
Bocaiúva do Sul (Município) (410310)	3,25	0,00	0,00	0,00	0,00	0,00	16	12,99
Cambé (Município) (410370)	5,45	0,00	1,63	0,10	0,00	0,00	336	32,12
Campina Grande do Sul (Município) (410400)	1,19	0,00	0,47	0,24	0,00	0,00	68	16,12
Campo Largo (Município) (410420)	8,27	0,00	0,08	0,08	0,00	0,00	299	23,78
Campo Magro (Município) (410425)	3,94	0,00	0,00	0,00	0,00	0,00	42	15,06
Campo Mourão (Município) (410430)	3,21	0,00	0,96	0,00	0,00	0,00	424	45,32
Cascavel (Município) (410480)	1,64	0,00	0,47	0,00	0,03	0,00	520	16,44
Castro (Município) (410490)	2,95	0,00	0,00	0,14	0,00	0,00	233	32,74
Cerro Azul (Município) (410520)	18,52	0,00	0,00	0,00	0,00	0,00	152	85,29
Cianorte (Município) (410550)	11,08	0,00	1,78	0,00	0,00	0,00	344	43,79
Colombo (Município) (410580)	4,17	0,00	0,17	0,13	0,00	0,00	430	18,30
Contenda (Município) (410620)	2,25	0,00	0,00	0,56	0,00	0,00	70	39,45
Curitiba (Município) (410690)	2,16	0,00	0,14	0,21	0,01	0,00	2.420	12,78
Fazenda Rio Grande (Município) (410765)	1,49	0,00	0,00	0,00	0,00	0,00	138	14,72
Foz do Iguaçu (Município) (410830)	0,91	0,00	10,27	0,00	0,00	0,00	367	13,91
Francisco Beltrão (Município) (410840)	5,14	0,00	0,57	0,34	0,00	0,00	349	39,89
Guarapuava (Município) (410940)	9,54	0,00	0,17	0,11	0,00	0,00	939	52,38
Ibiporã (Município) (410980)	17,41	0,00	17,41	0,19	0,00	0,00	436	82,50
Irati (Município) (411070)	5,99	0,00	0,00	0,00	0,00	0,00	307	51,11
Itaperuçu (Município) (411125)	1,84	0,00	0,37	0,00	0,00	0,00	156	57,50
Lapa (Município) (411320)	2,09	0,00	0,00	0,00	0,00	0,00	147	30,74
Londrina (Município) (411370)	6,40	0,02	2,93	0,11	0,02	0,00	2.037	36,81
Mandirituba (Município) (411430)	16,21	0,00	0,79	1,19	0,00	0,00	231	91,35
Marechal Cândido Rondon (Município) (411460)	6,63	0,00	3,51	0,00	0,00	0,00	173	33,72
Maringá (Município) (411520)	2,68	0,00	3,10	0,02	0,00	0,00	1.064	26,40
Palmas (Município) (411760)	16,14	0,00	0,21	0,00	0,00	0,00	418	86,47
Paranaguá (Município) (411820)	6,45	0,00	17,65	0,79	0,00	0,00	570	37,54
Paranavaí (Município) (411840)	2,06	0,00	0,00	0,11	0,00	0,00	177	20,27
Pato Branco (Município) (411850)	11,64	0,00	1,50	0,00	0,00	0,00	469	58,72
Pinhais (Município) (411915)	7,87	0,00	0,08	0,23	0,00	0,00	398	31,03
Piraquara (Município) (411950)	8,86	0,00	0,28	0,09	0,00	0,00	365	34,39
Ponta Grossa (Município) (411990)	4,75	0,00	0,09	0,15	0,00	0,00	1.438	42,15
Prudentópolis (Município) (412060)	19,09	0,00	0,77	0,00	0,00	0,00	299	57,67
Quatro Barras (Município) (412080)	1,79	0,00	0,89	0,00	0,00	0,00	23	10,29
Quitandinha (Município) (412120)	45,21	0,00	0,00	0,00	0,00	0,00	221	118,96
Rio Branco do Sul (Município) (412220)	10,19	0,00	0,31	1,24	0,00	0,00	369	114,00
Rolândia (Município) (412240)	4,84	0,00	2,03	0,16	0,00	0,00	307	47,95
São José dos Pinhais (Município) (412550)	2,01	0,00	0,10	0,36	0,00	0,00	408	13,48
Sarandi (Município) (412625)	5,36	0,00	4,16	0,00	0,00	0,00	423	46,31
Telêmaco Borba (Município) (412710)	25,21	0,00	0,00	0,00	0,00	0,00	680	88,83
Tijucas do Sul (Município) (412760)	3,09	0,00	0,00	0,00	0,00	0,00	111	68,68
Toledo (Município) (412770)	5,53	0,00	0,15	0,00	0,00	0,00	448	33,48
Tunas do Paraná (Município) (412788)	0,00	0,00	0,00	0,00	0,00	0,00	3	3,86
Umuarama (Município) (412810)	13,01	0,00	0,82	0,00	0,00	0,00	425	38,94
União da Vitória (Município) (412820)	8,83	0,00	0,00	0,00	0,00	0,00	205	36,19
Doutor Ulysses (Município) (412863)	1,73	0,00	0,00	0,00	0,00	0,00	3	5,18
Águas Mornas (Município) (420060)	6,45	0,00	0,00	3,22	0,00	0,00	26	41,89
Alfredo Wagner (Município) (420070)	21,20	0,00	0,00	1,01	0,00	0,00	140	141,34
Angelina (Município) (420090)	32,01	0,00	0,00	4,00	0,00	0,00	28	56,02
Anitápolis (Município) (420110)	95,36	0,00	0,00	6,15	0,00	0,00	65	199,94
Antônio Carlos (Município) (420120)	0,00	0,00	0,00	1,22	0,00	0,00	8	9,73
Araranguá (Município) (420140)	6,77	0,00	0,15	0,15	0,00	0,00	295	44,40
Balneário Camboriú (Município) (420200)	1,21	0,00	0,23	0,30	0,00	0,00	209	15,87
Biguaçu (Município) (420230)	1,53	0,00	0,00	0,46	0,00	0,00	139	21,21
Blumenau (Município) (420240)	4,66	0,00	0,15	0,32	0,00	0,00	921	26,80
Brusque (Município) (420290)	8,50	0,00	0,24	0,08	0,00	0,00	320	25,44
Caçador (Município) (420300)	5,88	0,00	0,00	0,00	0,00	0,00	447	58,38
Camboriú (Município) (420320)	1,83	0,00	0,26	0,26	0,00	0,00	122	15,93
Canelinha (Município) (420370)	3,40	0,00	0,00	0,85	0,00	0,00	18	15,28
Canoinhas (Município) (420380)	9,02	0,00	0,00	0,18	0,00	0,00	241	44,39
Chapecó (Município) (420420)	2,15	0,00	1,38	0,00	0,00	0,00	821	39,18
Concórdia (Município) (420430)	8,88	0,00	0,41	0,41	0,00	0,00	323	44,12
Criciúma (Município) (420460)	5,64	0,00	0,00	0,05	0,00	0,00	760	36,34
Florianópolis (Município) (420540)	1,36	0,00	0,27	0,61	0,00	0,00	757	15,84
Garopaba (Município) (420570)	0,46	0,00	0,00	0,46	0,00	0,00	31	14,37
Gaspar (Município) (420590)	5,13	0,00	0,00	0,76	0,00	0,00	199	30,05
Governador Celso Ramos (Município) (420600)	2,13	0,00	0,71	0,00	0,00	0,00	29	20,59
Içara (Município) (420700)	4,63	0,00	0,19	0,00	0,00	0,00	209	38,71
Indaial (Município) (420750)	12,77	0,00	0,31	0,31	0,00	0,00	261	40,15
Itajaí (Município) (420820)	2,87	0,00	0,53	0,14	0,00	0,00	486	23,26
Itapema (Município) (420830)	2,54	0,00	0,17	0,17	0,00	0,00	155	26,21
Jaraguá do Sul (Município) (420890)	2,87	0,00	0,06	1,02	0,00	0,00	386	23,07
Joinville (Município) (420910)	1,77	0,00	0,12	0,56	0,00	0,00	1.256	22,05
Lages (Município) (420930)	6,12	0,00	0,06	0,06	0,00	0,00	503	31,71
Leoberto Leal (Município) (420980)	6,29	0,00	0,00	6,29	0,00	0,00	11	34,60
Mafra (Município) (421010)	2,70	0,00	0,00	0,00	0,00	0,00	263	47,29
Major Gercino (Município) (421020)	5,85	0,00	0,00	5,85	0,00	0,00	17	49,77
Navegantes (Município) (421130)	1,60	0,00	0,00	0,13	0,00	0,00	341	45,49
Nova Trento (Município) (421150)	18,76	0,00	0,72	1,44	0,00	0,00	96	69,26
Palhoça (Município) (421190)	1,18	0,00	0,31	0,68	0,00	0,00	282	17,47
Paulo Lopes (Município) (421230)	0,00	0,00	0,00	1,37	0,00	0,00	9	12,36
Rancho Queimado (Município) (421430)	13,99	0,00	0,00	3,50	0,00	0,00	3	10,49
Rio do Sul (Município) (421480)	0,73	0,00	0,00	0,29	0,00	0,00	169	24,77
Santo Amaro da Imperatriz (Município) (421570)	0,90	0,00	0,45	2,25	0,00	0,00	66	29,64
São Bento do Sul (Município) (421580)	2,93	0,00	0,00	0,12	0,00	0,00	260	31,75
São Bonifácio (Município) (421590)	328,54	0,00	0,00	0,00	0,00	0,00	116	396,99
São Francisco do Sul (Município) (421620)	1,01	0,00	0,00	0,00	0,00	0,00	168	33,83
São João Batista (Município) (421630)	3,25	0,00	0,00	1,18	0,00	0,00	161	47,50
São José (Município) (421660)	1,82	0,00	0,17	0,80	0,00	0,00	432	18,30
São Pedro de Alcântara (Município) (421725)	0,00	0,00	0,00	0,00	0,00	0,00	9	16,40
Tijucas (Município) (421800)	4,15	0,00	0,83	0,55	0,00	0,00	266	73,54
Tubarão (Município) (421870)	6,85	0,00	0,10	0,39	0,00	0,00	392	37,81
Videira (Município) (421930)	21,55	0,00	0,19	0,00	0,00	0,00	261	50,68
Xanxerê (Município) (421950)	5,30	0,00	0,41	0,00	0,00	0,00	137	27,93
Alegrete (Município) (430040)	13,16	0,00	0,00	0,00	0,00	0,00	283	36,17
Alvorada (Município) (430060)	6,61	0,00	0,00	0,48	0,00	0,00	1.172	56,51
Araricá (Município) (430087)	5,61	0,00	0,00	0,00	0,00	0,00	27	50,48
Arroio dos Ratos (Município) (430110)	5,62	0,00	0,00	0,00	0,00	0,00	73	51,31
Bagé (Município) (430160)	8,77	0,00	0,00	0,00	0,00	0,00	398	32,63
Bento Gonçalves (Município) (430210)	2,28	0,00	0,00	0,00	0,00	0,00	264	23,12
Cachoeira do Sul (Município) (430300)	9,70	0,00	0,00	0,12	0,00	0,00	344	40,19
Cachoeirinha (Município) (430310)	4,34	0,00	0,32	0,16	0,00	0,00	384	30,32
Camaquã (Município) (430350)	5,91	0,00	0,00	0,00	0,00	0,00	264	39,98
Campo Bom (Município) (430390)	2,01	0,00	0,00	0,31	0,00	0,00	263	40,74
Canguçu (Município) (430450)	10,37	0,00	0,00	1,07	0,00	0,00	389	69,52
Canoas (Município) (430460)	5,40	0,00	0,18	0,12	0,00	0,00	1.280	37,36
Capão da Canoa (Município) (430463)	2,72	0,00	0,21	0,21	0,21	0,00	150	31,39
Capela de Santana (Município) (430468)	1,76	0,00	0,00	0,00	0,00	0,00	44	38,68
Carazinho (Município) (430470)	4,66	0,00	0,16	0,00	0,00	0,00	570	91,65
Caxias do Sul (Município) (430510)	1,77	0,00	0,04	0,08	0,00	0,00	916	19,11
Charqueadas (Município) (430535)	9,07	0,00	0,00	0,52	0,00	0,00	96	24,87
Cruz Alta (Município) (430610)	11,32	0,00	0,63	0,16	0,00	0,00	312	49,05
Dois Irmãos (Município) (430640)	2,95	0,00	0,00	0,00	0,00	0,00	127	41,68
Eldorado do Sul (Município) (430676)	2,62	0,00	0,00	0,26	0,00	0,00	55	14,40
Erechim (Município) (430700)	10,69	0,00	0,00	0,19	0,00	0,00	378	36,73
Estância Velha (Município) (430760)	1,92	0,00	0,00	0,64	0,00	0,00	150	32,00
Esteio (Município) (430770)	7,85	0,00	0,24	0,24	0,00	0,00	523	62,18
Farroupilha (Município) (430790)	4,20	0,00	0,00	0,00	0,00	0,00	176	25,48
Glorinha (Município) (430905)	3,95	0,00	0,00	1,32	0,00	0,00	17	22,40
Gravataí (Município) (430920)	1,94	0,00	0,15	0,29	0,00	0,00	679	24,80
Guaíba (Município) (430930)	2,52	0,00	0,00	0,10	0,00	0,00	107	10,79
Ijuí (Município) (431020)	4,09	0,00	0,48	0,00	0,00	0,00	240	28,88
Ivoti (Município) (431080)	2,25	0,00	0,45	1,35	0,00	0,00	71	31,88
Lajeado (Município) (431140)	2,78	0,00	0,00	0,25	0,00	0,00	185	23,37
Montenegro (Município) (431240)	4,88	0,00	0,16	0,47	0,00	0,00	291	45,79
Nova Hartz (Município) (431306)	3,46	0,00	0,00	0,00	0,00	0,00	59	29,17
Nova Santa Rita (Município) (431337)	1,53	0,00	0,38	0,00	0,00	0,00	41	15,72
Novo Hamburgo (Município) (431340)	1,40	0,00	0,08	0,12	0,00	0,00	706	28,34
Parobé (Município) (431405)	5,37	0,00	0,18	0,18	0,00	0,00	255	45,62
Passo Fundo (Município) (431410)	4,04	0,00	0,00	0,35	0,00	0,00	1.110	56,12
Pelotas (Município) (431440)	0,61	0,00	0,03	0,47	0,00	0,00	1.086	31,60
Portão (Município) (431480)	1,16	0,00	0,00	0,00	0,00	0,00	50	14,55
Porto Alegre (Município) (431490)	7,39	0,00	0,12	0,23	0,00	0,00	5.225	35,28
Rio Grande (Município) (431560)	2,20	0,00	0,00	0,05	0,00	0,00	759	36,38
Santa Cruz do Sul (Município) (431680)	7,02	0,00	0,00	0,87	0,00	0,00	359	28,32
Santa Maria (Município) (431690)	0,90	0,00	0,04	0,04	0,00	0,00	835	30,11
Sant'Ana do Livramento (Município) (431710)	6,17	0,00	0,12	0,12	0,00	0,00	489	59,18
Santa Rosa (Município) (431720)	23,31	0,00	1,52	0,83	0,00	0,00	573	79,03
Santo Ângelo (Município) (431750)	9,62	0,00	1,14	0,00	0,00	0,00	572	72,37
Santo Antônio da Patrulha (Município) (431760)	1,66	0,00	0,00	0,00	0,00	0,00	143	33,92
São Borja (Município) (431800)	13,36	0,00	0,00	0,00	0,00	0,00	465	73,93
São Gabriel (Município) (431830)	8,75	0,00	0,00	0,00	0,00	0,00	282	44,85
São Jerônimo (Município) (431840)	6,34	0,00	0,00	0,00	0,00	0,00	130	54,97
São Leopoldo (Município) (431870)	2,61	0,00	0,04	0,00	0,00	0,00	796	34,66
Sapiranga (Município) (431990)	2,25	0,00	0,00	0,25	0,00	0,00	272	34,02
Sapucaia do Sul (Município) (432000)	2,02	0,00	0,14	0,36	0,07	0,00	504	36,28
Taquara (Município) (432120)	4,88	0,00	0,00	0,17	0,00	0,00	201	35,02
Tramandaí (Município) (432160)	1,49	0,00	0,21	0,21	0,00	0,00	162	34,50
Triunfo (Município) (432200)	17,09	0,00	0,36	0,71	0,00	0,00	142	50,56
Uruguaiana (Município) (432240)	0,15	0,00	0,08	0,00	0,00	0,00	341	26,29
Vacaria (Município) (432250)	15,20	0,00	0,15	0,31	0,00	0,00	333	51,12
Venâncio Aires (Município) (432260)	9,26	0,00	0,00	4,42	0,00	0,00	315	44,89
Viamão (Município) (432300)	3,28	0,00	0,71	0,71	0,00	0,00	834	32,98
Campo Grande (Município) (500270)	1,26	0,00	2,58	0,02	0,00	0,00	2.422	28,03
Corumbá (Município) (500320)	14,64	0,00	0,91	0,00	0,00	0,00	736	67,34
Dourados (Município) (500370)	9,93	0,00	7,47	0,05	0,00	0,00	741	34,39
Naviraí (Município) (500570)	8,78	0,00	6,30	0,00	0,38	0,00	373	71,23
Nova Andradina (Município) (500620)	33,03	0,00	11,01	0,00	0,00	0,00	515	99,49
Ponta Porã (Município) (500660)	12,93	0,00	17,58	0,00	0,00	0,00	533	60,46
Sidrolândia (Município) (500790)	11,14	0,00	4,72	0,00	0,00	0,00	208	39,26
Três Lagoas (Município) (500830)	6,92	0,00	2,25	0,09	0,00	0,00	488	42,23
Alta Floresta (Município) (510025)	16,97	0,00	2,20	0,00	0,00	0,00	264	52,71
Barão de Melgaço (Município) (510160)	1,27	0,00	0,00	0,00	0,00	0,00	22	27,90
Barra do Garças (Município) (510180)	2,04	0,00	0,17	0,00	0,00	0,00	231	39,36
Cáceres (Município) (510250)	6,05	0,00	0,22	0,00	0,00	0,00	472	51,94
Chapada dos Guimarães (Município) (510300)	0,53	0,00	0,53	0,00	0,00	0,00	36	19,04
Cuiabá (Município) (510340)	2,80	0,00	0,17	0,00	0,02	0,00	1.246	21,29
Jangada (Município) (510490)	2,51	0,00	0,00	0,00	0,00	0,00	14	17,59
Lucas do Rio Verde (Município) (510525)	13,80	0,00	1,51	0,00	0,17	0,00	337	56,70
Nossa Senhora do Livramento (Município) (510610)	10,39	0,00	0,00	0,00	0,00	0,00	35	27,96
Nova Brasilândia (Município) (510620)	2,54	0,00	0,00	0,00	0,00	0,00	2	5,09
Planalto da Serra (Município) (510645)	19,08	0,00	0,00	0,00	0,00	0,00	2	7,63
Poconé (Município) (510650)	33,85	0,00	1,24	0,00	0,00	0,00	231	71,73
Primavera do Leste (Município) (510704)	3,08	0,00	2,23	0,17	0,17	0,00	138	23,64
Rondonópolis (Município) (510760)	3,84	0,00	0,41	0,05	0,05	0,00	786	35,91
Rosário Oeste (Município) (510770)	47,60	0,00	6,46	0,00	0,00	0,00	136	79,92
Santo Antônio do Leverger (Município) (510780)	4,95	0,00	0,55	0,00	0,00	0,00	32	17,60
Sinop (Município) (510790)	2,11	0,00	0,60	0,00	0,08	0,00	212	15,95
Sorriso (Município) (510792)	14,37	0,00	1,09	0,00	0,00	0,00	264	31,89
Tangará da Serra (Município) (510795)	8,56	0,00	0,21	0,00	0,00	0,00	556	57,36
Várzea Grande (Município) (510840)	4,16	0,00	0,59	0,00	0,00	0,00	718	26,46
Abadia de Goiás (Município) (520005)	3,73	0,00	3,73	0,00	0,00	0,00	39	48,43
Águas Lindas de Goiás (Município) (520025)	3,60	0,00	3,60	0,05	0,00	0,05	283	14,78
Anápolis (Município) (520110)	3,72	0,00	3,83	0,05	0,03	0,00	1.080	29,12
Aparecida de Goiânia (Município) (520140)	2,35	0,00	7,91	0,04	0,09	0,00	1.113	20,92
Aragoiânia (Município) (520180)	13,53	0,00	7,29	0,00	0,00	0,00	43	44,76
Bela Vista de Goiás (Município) (520330)	12,82	0,00	11,75	0,00	0,00	0,00	229	81,56
Bonfinópolis (Município) (520355)	2,25	0,00	0,00	0,00	0,00	0,00	18	20,28
Brazabrantes (Município) (520360)	5,61	0,00	0,00	0,00	0,00	0,00	13	36,47
Caldas Novas (Município) (520450)	2,04	0,00	0,96	0,12	0,00	0,00	243	29,20
Caldazinha (Município) (520455)	8,19	0,00	8,19	0,00	0,00	0,00	12	32,75
Catalão (Município) (520510)	7,65	0,00	6,56	0,00	0,00	0,00	347	34,50
Caturaí (Município) (520520)	0,00	0,00	3,99	0,00	0,00	0,00	21	41,92
Cidade Ocidental (Município) (520549)	3,82	0,00	2,75	0,00	0,00	0,00	71	10,84
Cristalina (Município) (520620)	2,39	0,00	2,58	0,00	0,00	0,00	138	25,40
Formosa (Município) (520800)	7,98	0,00	3,77	0,09	0,00	0,00	409	35,87
Goianápolis (Município) (520840)	51,48	0,00	6,98	0,00	0,00	0,00	14	12,22
Goianésia (Município) (520860)	73,07	0,00	18,00	0,00	0,00	0,00	330	49,51
Goiânia (Município) (520870)	5,63	0,00	6,40	0,04	0,03	0,00	3.828	26,42
Goianira (Município) (520880)	32,97	0,25	12,64	0,25	0,25	0,00	190	47,10
Guapó (Município) (520920)	1,38	0,00	1,38	0,00	0,00	0,00	19	13,14
Hidrolândia (Município) (520970)	7,95	0,00	37,77	0,00	0,00	0,00	82	40,75
Inhumas (Município) (521000)	10,40	0,00	4,43	0,19	0,00	0,00	199	38,32
Itumbiara (Município) (521150)	7,68	0,00	0,98	0,00	0,00	0,00	240	23,64
Jataí (Município) (521190)	3,61	0,00	1,03	0,00	0,00	0,00	308	31,73
Luziânia (Município) (521250)	3,20	0,00	4,06	0,00	0,00	0,00	270	13,72
Mineiros (Município) (521310)	25,96	0,00	3,41	0,00	0,16	0,00	190	30,83
Nerópolis (Município) (521450)	20,49	0,00	6,11	0,00	0,00	0,00	190	68,32
Nova Veneza (Município) (521500)	2,16	0,00	1,08	0,00	0,00	0,00	19	20,54
Novo Gama (Município) (521523)	4,70	0,00	1,20	0,09	0,00	0,00	147	13,56
Planaltina (Município) (521760)	3,97	0,00	1,13	0,00	0,00	0,00	289	32,77
Rio Verde (Município) (521880)	8,72	0,00	1,98	0,00	0,00	0,00	799	37,65
Santo Antônio de Goiás (Município) (521973)	15,90	0,00	0,00	0,00	0,00	0,00	23	40,64
Santo Antônio do Descoberto (Município) (521975)	5,50	0,00	10,43	0,00	0,00	0,00	119	16,77
Senador Canedo (Município) (522045)	19,23	0,00	17,00	0,00	0,10	0,00	482	46,82
Terezópolis de Goiás (Município) (522119)	2,66	0,00	0,00	0,00	0,00	0,00	10	13,31
Trindade (Município) (522140)	11,98	0,00	8,04	0,00	0,00	0,00	817	68,43
Valparaíso de Goiás (Município) (522185)	3,64	0,00	1,09	0,00	0,00	0,00	139	8,89
Brasília (Município) (530010)	6,25	0,00	1,92	0,04	0,01	0,01	5.395	18,12
