Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
São Paulo (Município) (355030)	3,78	0,00	0,29	0,21	0,03	0,02	31.991	28,43
São Roque (Município) (355060)	0,89	0,00	0,00	0,25	0,00	0,00	231	29,31
São Sebastião (Município) (355070)	4,60	0,00	1,89	0,00	0,00	0,00	45	6,09
São Vicente (Município) (355100)	3,13	0,00	17,66	0,66	0,03	0,03	852	25,63
Sertãozinho (Município) (355170)	5,00	0,00	0,27	0,09	0,09	0,09	297	26,98
Sorocaba (Município) (355220)	3,77	0,00	0,10	0,10	0,00	0,00	2.139	36,46
Sumaré (Município) (355240)	1,53	0,04	0,91	0,04	0,00	0,00	287	11,89
Suzano (Município) (355250)	0,65	0,00	0,08	0,19	0,04	0,04	409	15,58
Taboão da Serra (Município) (355280)	3,27	0,00	0,33	0,08	0,00	0,04	619	25,31
Taquaritinga (Município) (355370)	41,12	0,00	4,63	0,00	0,19	0,00	246	45,57
Tatuí (Município) (355400)	6,15	0,00	0,00	0,00	0,00	0,00	155	14,44
Taubaté (Município) (355410)	0,25	0,00	0,47	0,04	0,00	0,00	253	9,08
Tupã (Município) (355500)	41,91	0,00	13,55	0,00	0,00	0,00	561	88,38
Ubatuba (Município) (355540)	1,78	0,00	0,63	0,00	0,00	0,00	224	28,43
Valinhos (Município) (355620)	3,18	0,00	0,09	0,00	0,00	0,00	248	23,22
Vargem Grande Paulista (Município) (355645)	1,63	0,00	0,00	0,23	0,00	0,00	73	16,98
Várzea Paulista (Município) (355650)	1,77	0,00	0,28	0,00	0,00	0,00	262	24,47
Vinhedo (Município) (355670)	4,87	0,00	0,16	0,31	0,00	0,00	306	48,10
Votorantim (Município) (355700)	0,64	0,00	0,09	0,00	0,00	0,00	195	17,92
Votuporanga (Município) (355710)	11,81	0,00	2,36	0,00	0,24	0,00	323	38,14
Adrianópolis (Município) (410020)	3,14	0,00	0,00	0,00	0,00	0,00	13	20,39
Agudos do Sul (Município) (410030)	7,26	0,00	0,00	0,00	0,00	0,00	15	18,14
Almirante Tamandaré (Município) (410040)	22,77	0,00	0,00	0,29	0,00	0,00	511	49,51
Apucarana (Município) (410140)	24,73	0,00	0,08	0,17	0,00	0,00	565	46,73
Arapongas (Município) (410150)	12,00	0,00	0,10	0,00	0,10	0,00	317	30,44
Araucária (Município) (410180)	5,46	0,00	0,08	1,01	0,00	0,00	367	30,81
Balsa Nova (Município) (410230)	3,54	0,00	0,00	0,00	0,00	0,00	60	53,10
Bocaiúva do Sul (Município) (410310)	7,28	0,00	0,00	0,91	0,00	0,00	37	33,68
Cambé (Município) (410370)	14,27	0,00	3,00	0,00	0,00	0,00	387	40,01
Campina Grande do Sul (Município) (410400)	14,44	0,00	0,00	1,81	0,00	0,00	92	23,73
Campo Largo (Município) (410420)	17,35	0,00	0,00	0,09	0,09	0,00	444	39,51
Campo Magro (Município) (410425)	4,83	0,00	0,00	1,21	0,00	0,00	63	25,36
Campo Mourão (Município) (410430)	8,95	0,00	1,15	0,00	0,00	0,00	232	26,61
Cascavel (Município) (410480)	3,95	0,00	0,14	0,00	0,07	0,00	590	20,61
Castro (Município) (410490)	15,65	0,00	0,00	0,15	0,00	0,00	219	32,65
Cerro Azul (Município) (410520)	37,78	0,00	0,00	0,00	0,00	0,00	193	113,94
Cianorte (Município) (410550)	14,44	0,00	2,57	0,00	0,00	0,00	150	21,44
Colombo (Município) (410580)	10,75	0,00	0,05	0,42	0,00	0,00	1.177	55,27
Contenda (Município) (410620)	8,81	0,00	0,00	0,00	0,00	0,00	50	31,46
Curitiba (Município) (410690)	4,61	0,00	0,01	0,32	0,01	0,00	2.426	13,85
Fazenda Rio Grande (Município) (410765)	1,96	0,00	0,00	0,24	0,00	0,00	123	15,06
Foz do Iguaçu (Município) (410830)	4,14	0,00	5,66	0,00	0,08	0,00	709	27,69
Francisco Beltrão (Município) (410840)	15,33	0,00	1,01	0,00	0,00	0,00	437	55,36
Guarapuava (Município) (410940)	25,64	0,00	0,06	0,00	0,00	0,00	1.020	60,96
Ibiporã (Município) (410980)	63,70	0,00	5,39	0,00	0,00	0,00	591	122,62
Irati (Município) (411070)	9,96	0,00	0,00	0,00	0,00	0,00	190	33,80
Itaperuçu (Município) (411125)	19,68	0,00	0,00	0,42	0,00	0,00	101	42,28
Lapa (Município) (411320)	8,46	0,00	0,00	0,00	0,00	0,00	163	36,28
Londrina (Município) (411370)	3,69	0,00	2,49	0,14	0,02	0,00	2.168	42,79
Mandirituba (Município) (411430)	25,65	0,00	0,00	0,00	0,00	0,00	210	94,51
Marechal Cândido Rondon (Município) (411460)	39,51	0,00	4,27	0,00	0,00	0,00	448	95,69
Maringá (Município) (411520)	5,88	0,00	6,97	0,00	0,00	0,00	1.784	49,96
Palmas (Município) (411760)	48,73	0,00	0,00	0,00	0,00	0,00	606	141,30
Paranaguá (Município) (411820)	19,29	0,00	0,07	0,28	0,00	0,00	439	31,25
Paranavaí (Município) (411840)	0,98	0,00	1,96	0,00	0,12	0,00	222	27,21
Pato Branco (Município) (411850)	39,80	0,00	0,00	0,00	0,14	0,00	538	74,34
Pinhais (Município) (411915)	19,49	0,00	0,00	0,51	0,00	0,00	472	40,34
Piraquara (Município) (411950)	106,43	0,00	0,00	0,32	0,00	0,00	429	46,03
Ponta Grossa (Município) (411990)	16,75	0,00	0,00	0,03	0,00	0,00	1.681	53,95
Prudentópolis (Município) (412060)	50,01	0,00	0,00	0,20	0,00	0,00	320	65,58
Quatro Barras (Município) (412080)	10,08	0,00	0,00	1,01	0,00	0,00	32	16,12
Quitandinha (Município) (412120)	80,17	0,00	0,00	0,00	0,00	0,00	170	99,48
Rio Branco do Sul (Município) (412220)	48,61	0,00	0,00	0,33	0,00	0,00	646	210,77
Rolândia (Município) (412240)	3,46	0,00	3,11	0,00	0,00	0,00	288	49,77
São José dos Pinhais (Município) (412550)	9,12	0,00	0,04	0,83	0,04	0,00	915	34,63
Sarandi (Município) (412625)	41,40	0,00	10,14	0,00	0,00	0,00	1.933	233,32
Telêmaco Borba (Município) (412710)	45,08	0,00	0,00	0,00	0,00	0,00	573	82,01
Tijucas do Sul (Município) (412760)	60,54	0,00	0,00	0,00	0,00	0,00	47	32,33
Toledo (Município) (412770)	5,28	0,00	0,34	0,00	0,00	0,00	923	77,36
Tunas do Paraná (Município) (412788)	6,39	0,00	0,00	0,00	0,00	0,00	15	23,98
Umuarama (Município) (412810)	25,23	0,00	3,77	0,00	0,00	0,00	374	37,15
União da Vitória (Município) (412820)	17,07	0,00	0,19	0,19	0,00	0,19	141	26,74
Doutor Ulysses (Município) (412863)	15,72	0,00	0,00	0,00	0,00	0,00	26	45,40
Águas Mornas (Município) (420060)	5,41	0,00	0,00	3,60	0,00	0,00	34	61,28
Alfredo Wagner (Município) (420070)	10,63	0,00	0,00	0,00	0,00	0,00	55	58,45
Angelina (Município) (420090)	1,90	0,00	0,00	1,90	0,00	0,00	21	40,00
Anitápolis (Município) (420110)	37,34	0,00	0,00	24,89	0,00	0,00	98	304,92
Antônio Carlos (Município) (420120)	2,68	0,00	1,34	4,02	0,00	0,00	8	10,73
Araranguá (Município) (420140)	19,57	0,00	0,00	0,16	0,00	0,00	301	49,09
Balneário Camboriú (Município) (420200)	4,44	0,00	0,19	0,09	0,00	0,00	313	28,96
Biguaçu (Município) (420230)	2,41	0,00	0,00	1,37	0,00	0,00	133	22,85
Blumenau (Município) (420240)	8,96	0,00	0,06	0,26	0,03	0,00	979	31,68
Brusque (Município) (420290)	3,51	0,00	0,00	0,28	0,00	0,00	208	19,72
Caçador (Município) (420300)	28,41	0,00	0,14	0,00	0,00	0,00	516	72,92
Camboriú (Município) (420320)	7,22	0,00	0,00	0,00	0,00	0,00	294	47,14
Canelinha (Município) (420370)	24,52	0,00	0,00	0,00	0,00	0,00	57	53,76
Canoinhas (Município) (420380)	9,48	0,00	0,00	0,00	0,00	0,00	167	31,65
Chapecó (Município) (420420)	6,05	0,00	0,11	0,05	0,05	0,00	756	41,19
Concórdia (Município) (420430)	15,01	0,00	0,00	0,15	0,29	0,00	249	36,29
Criciúma (Município) (420460)	5,88	0,00	0,00	0,10	0,00	0,00	895	46,54
Florianópolis (Município) (420540)	2,23	0,00	0,07	0,31	0,00	0,00	604	14,34
Garopaba (Município) (420570)	4,96	0,00	0,00	1,10	0,00	0,00	29	15,99
Gaspar (Município) (420590)	7,59	0,00	0,00	0,34	0,00	0,00	232	40,01
Governador Celso Ramos (Município) (420600)	6,15	0,00	0,00	0,00	0,00	0,00	81	62,31
Içara (Município) (420700)	8,16	0,00	0,00	0,00	0,00	0,00	151	25,67
Indaial (Município) (420750)	35,18	0,00	0,00	0,00	0,00	0,00	516	94,07
Itajaí (Município) (420820)	8,56	0,00	0,22	0,00	0,00	0,00	662	36,10
Itapema (Município) (420830)	2,84	0,00	0,00	0,44	0,00	0,00	76	16,59
Jaraguá do Sul (Município) (420890)	5,31	0,00	0,14	1,96	0,00	0,00	485	33,89
Joinville (Município) (420910)	3,67	0,00	0,00	0,45	0,02	0,00	1.273	24,70
Lages (Município) (420930)	12,63	0,00	0,00	0,00	0,00	0,00	321	20,48
Leoberto Leal (Município) (420980)	8,92	0,00	0,00	0,00	0,00	0,00	11	32,69
Mafra (Município) (421010)	4,72	0,00	0,00	0,00	0,00	0,00	227	42,90
Major Gercino (Município) (421020)	6,10	0,00	0,00	3,05	0,00	0,00	9	27,45
Navegantes (Município) (421130)	21,30	0,00	0,00	0,00	0,00	0,00	744	122,86
Nova Trento (Município) (421150)	16,41	0,00	0,00	0,00	0,00	0,00	84	68,91
Palhoça (Município) (421190)	3,35	0,00	0,00	0,95	0,00	0,00	342	24,90
Paulo Lopes (Município) (421230)	2,99	0,00	0,00	0,00	0,00	0,00	24	35,86
Rancho Queimado (Município) (421430)	7,28	0,00	0,00	0,00	0,00	0,00	10	36,39
Rio do Sul (Município) (421480)	1,96	0,00	0,00	0,00	0,00	0,00	132	21,57
Santo Amaro da Imperatriz (Município) (421570)	15,64	0,00	0,50	2,52	0,00	0,00	65	32,79
São Bento do Sul (Município) (421580)	9,89	0,00	0,13	0,40	0,00	0,00	284	37,97
São Bonifácio (Município) (421590)	0,00	0,00	0,00	3,32	0,00	0,00	72	239,36
São Francisco do Sul (Município) (421620)	11,29	0,00	0,00	0,00	0,00	0,00	175	41,16
São João Batista (Município) (421630)	12,95	0,00	0,00	0,76	0,00	0,00	128	48,74
São José (Município) (421660)	2,76	0,00	0,00	0,86	0,00	0,00	375	17,87
São Pedro de Alcântara (Município) (421725)	6,38	0,00	0,00	4,25	0,00	0,00	13	27,64
Tijucas (Município) (421800)	2,91	0,00	0,00	0,65	0,00	0,00	161	52,00
Tubarão (Município) (421870)	10,80	0,00	0,21	0,82	0,31	0,00	415	42,68
Videira (Município) (421930)	27,34	0,00	0,00	0,00	0,00	0,00	385	81,59
Xanxerê (Município) (421950)	6,35	0,00	0,00	0,45	0,00	0,00	173	39,20
Alegrete (Município) (430040)	17,64	0,00	0,00	0,13	0,00	0,00	320	41,21
Alvorada (Município) (430060)	11,50	0,00	0,00	0,41	0,00	0,00	980	50,08
Araricá (Município) (430087)	12,34	0,00	0,00	0,00	0,00	0,00	25	51,40
Arroio dos Ratos (Município) (430110)	32,34	0,00	0,00	0,00	0,00	0,00	101	74,23
Bagé (Município) (430160)	21,32	0,00	0,00	0,00	0,00	0,00	351	30,05
Bento Gonçalves (Município) (430210)	9,60	0,00	0,00	0,00	0,00	0,00	337	31,41
Cachoeira do Sul (Município) (430300)	12,17	0,00	0,00	0,12	0,00	0,00	482	57,50
Cachoeirinha (Município) (430310)	9,05	0,00	0,00	0,25	0,00	0,00	432	36,52
Camaquã (Município) (430350)	12,27	0,00	0,00	1,12	0,00	0,00	441	70,26
Campo Bom (Município) (430390)	7,99	0,00	0,00	0,50	0,17	0,00	43	7,16
Canguçu (Município) (430450)	41,12	0,00	0,19	0,00	0,00	0,00	39	7,32
Canoas (Município) (430460)	3,92	0,00	0,00	0,12	0,00	0,00	1.490	46,01
Capão da Canoa (Município) (430463)	4,52	0,00	0,00	0,00	0,00	0,00	175	41,63
Capela de Santana (Município) (430468)	5,17	0,00	0,00	0,00	0,00	0,00	44	37,89
Carazinho (Município) (430470)	9,95	0,00	0,00	0,00	0,00	0,00	299	50,41
Caxias do Sul (Município) (430510)	1,63	0,00	0,05	0,11	0,00	0,00	597	13,71
Charqueadas (Município) (430535)	3,68	0,00	0,00	0,00	0,00	0,00	91	25,76
Cruz Alta (Município) (430610)	37,25	0,00	0,32	0,00	0,00	0,00	513	81,66
Dois Irmãos (Município) (430640)	15,23	0,00	0,36	1,81	0,00	0,00	165	59,84
Eldorado do Sul (Município) (430676)	3,79	0,00	0,00	0,00	0,00	0,00	95	27,66
Erechim (Município) (430700)	27,27	0,00	0,10	0,00	0,00	0,00	447	46,52
Estância Velha (Município) (430760)	11,51	0,00	0,00	2,11	0,00	0,00	228	53,55
Esteio (Município) (430770)	11,27	0,00	0,00	0,25	0,00	0,00	479	59,32
Farroupilha (Município) (430790)	22,94	0,00	0,00	0,00	0,00	0,00	234	36,77
Glorinha (Município) (430905)	1,45	0,00	0,00	0,00	0,00	0,00	19	27,57
Gravataí (Município) (430920)	3,68	0,00	0,04	0,39	0,00	0,00	927	36,26
Guaíba (Município) (430930)	6,20	0,00	0,00	0,11	0,00	0,00	434	45,59
Ijuí (Município) (431020)	15,71	0,00	14,95	0,25	0,13	0,00	545	69,06
Ivoti (Município) (431080)	11,57	0,00	1,51	2,01	0,00	0,00	69	34,72
Lajeado (Município) (431140)	7,84	0,00	0,00	0,28	0,00	0,00	214	29,95
Montenegro (Município) (431240)	2,69	0,00	0,00	0,50	0,00	0,00	338	56,89
Nova Hartz (Município) (431306)	3,27	0,00	0,00	0,00	0,00	0,00	58	31,61
Nova Santa Rita (Município) (431337)	0,88	0,00	0,00	0,00	0,00	0,00	40	17,61
Novo Hamburgo (Município) (431340)	5,69	0,00	0,00	0,38	0,00	0,00	818	34,23
Parobé (Município) (431405)	28,93	0,00	0,00	0,19	0,00	0,00	456	88,54
Passo Fundo (Município) (431410)	7,90	0,05	0,05	0,22	0,00	0,00	1.549	83,81
Pelotas (Município) (431440)	3,66	0,00	0,00	0,43	0,00	0,00	889	27,08
Portão (Município) (431480)	6,79	0,00	0,00	0,00	0,00	0,00	186	60,16
Porto Alegre (Município) (431490)	8,97	0,00	0,06	0,21	0,01	0,00	6.661	47,26
Rio Grande (Município) (431560)	7,45	0,00	0,00	0,20	0,00	0,00	772	39,14
Santa Cruz do Sul (Município) (431680)	18,08	0,00	0,00	2,11	0,00	0,00	545	46,04
Santa Maria (Município) (431690)	4,56	0,00	0,04	0,04	0,00	0,00	1.110	42,52
Sant'Ana do Livramento (Município) (431710)	18,07	0,00	0,00	0,12	0,00	0,00	434	52,63
Santa Rosa (Município) (431720)	51,90	0,00	1,60	0,44	0,00	0,00	729	106,29
Santo Ângelo (Município) (431750)	44,44	0,00	0,26	0,13	0,00	0,00	490	64,24
Santo Antônio da Patrulha (Município) (431760)	2,02	0,00	0,00	0,25	0,00	0,00	266	67,03
São Borja (Município) (431800)	30,48	0,00	0,00	0,00	0,00	0,00	551	89,35
São Gabriel (Município) (431830)	2,32	0,00	0,00	0,00	0,00	0,00	268	44,35
São Jerônimo (Município) (431840)	10,84	0,00	0,00	0,00	0,00	0,00	290	131,02
São Leopoldo (Município) (431870)	6,35	0,05	0,05	0,00	0,00	0,00	1.067	49,84
Sapiranga (Município) (431990)	5,47	0,00	0,00	0,00	0,00	0,00	286	38,14
Sapucaia do Sul (Município) (432000)	6,64	0,00	0,00	0,08	0,00	0,00	849	64,83
Taquara (Município) (432120)	3,66	0,00	0,00	0,00	0,00	0,00	47	8,60
Tramandaí (Município) (432160)	4,09	0,00	0,00	0,00	0,24	0,00	133	31,98
Triunfo (Município) (432200)	30,63	0,00	0,00	1,94	0,00	0,00	180	69,79
Uruguaiana (Município) (432240)	13,87	0,00	0,00	0,00	0,00	0,00	539	42,97
Vacaria (Município) (432250)	43,85	0,00	0,00	0,00	0,00	0,00	8	1,30
Venâncio Aires (Município) (432260)	17,74	0,00	0,00	7,43	0,00	0,00	202	30,63
Viamão (Município) (432300)	6,06	0,00	0,00	0,33	0,00	0,00	942	39,35
Campo Grande (Município) (500270)	3,57	0,01	11,32	0,01	0,01	0,00	2.913	37,02
Corumbá (Município) (500320)	30,86	0,00	9,26	0,00	0,00	0,00	559	53,90
Dourados (Município) (500370)	25,91	0,00	16,78	0,00	0,10	0,05	754	38,46
Naviraí (Município) (500570)	32,10	0,00	10,34	0,00	0,00	0,00	673	144,97
Nova Andradina (Município) (500620)	23,47	0,00	27,42	0,00	0,00	0,00	284	62,30
Ponta Porã (Município) (500660)	24,01	0,00	8,48	0,00	0,00	0,00	490	62,92
Sidrolândia (Município) (500790)	33,94	0,00	3,80	0,00	0,00	0,00	260	61,71
Três Lagoas (Município) (500830)	15,42	0,00	12,57	0,00	0,20	0,00	394	38,71
Alta Floresta (Município) (510025)	6,92	0,00	2,24	0,00	0,00	0,00	204	41,49
Barão de Melgaço (Município) (510160)	2,63	0,00	2,63	0,00	0,00	0,00	7	9,22
Barra do Garças (Município) (510180)	11,14	0,00	8,31	0,00	0,18	0,00	185	32,71
Cáceres (Município) (510250)	13,19	0,00	8,76	0,00	0,23	0,00	339	38,55
Chapada dos Guimarães (Município) (510300)	17,40	0,00	12,34	0,00	0,00	0,00	106	59,48
Cuiabá (Município) (510340)	9,02	0,00	11,74	0,00	0,07	0,00	1.863	33,81
Jangada (Município) (510490)	6,50	0,00	2,60	0,00	0,00	0,00	23	29,89
Lucas do Rio Verde (Município) (510525)	13,17	0,00	14,27	0,00	8,34	0,00	248	54,44
Nossa Senhora do Livramento (Município) (510610)	17,23	0,00	55,99	0,00	0,00	0,00	114	98,20
Nova Brasilândia (Município) (510620)	37,06	0,00	148,25	0,00	0,00	0,00	7	15,26
Planalto da Serra (Município) (510645)	0,00	0,00	0,00	0,00	0,00	0,00	2	7,34
Poconé (Município) (510650)	78,04	0,00	6,92	0,00	1,89	0,00	339	106,67
Primavera do Leste (Município) (510704)	9,60	0,00	13,06	0,00	0,00	0,00	127	24,39
Rondonópolis (Município) (510760)	16,17	0,00	13,66	0,00	0,15	0,00	700	35,81
Rosário Oeste (Município) (510770)	83,15	0,00	11,88	0,00	0,00	0,00	139	78,62
Santo Antônio do Leverger (Município) (510780)	10,83	0,00	10,83	0,00	0,00	0,00	67	36,29
Sinop (Município) (510790)	3,36	0,00	5,84	0,00	2,39	0,00	295	26,08
Sorriso (Município) (510792)	6,16	0,00	10,22	0,00	0,45	0,00	234	35,18
Tangará da Serra (Município) (510795)	74,67	0,00	8,27	0,00	0,00	0,00	1.632	195,61
Várzea Grande (Município) (510840)	44,10	0,00	18,92	0,00	0,24	0,00	1.401	55,46
Abadia de Goiás (Município) (520005)	5,82	0,00	2,91	0,00	0,00	0,00	23	33,45
Águas Lindas de Goiás (Município) (520025)	31,69	0,00	5,71	0,00	0,00	0,00	557	34,95
Anápolis (Município) (520110)	52,57	0,00	10,28	0,00	0,09	0,00	1.656	49,49
Aparecida de Goiânia (Município) (520140)	15,91	0,00	6,63	0,00	0,04	0,00	2.460	53,99
Aragoiânia (Município) (520180)	63,36	0,00	58,58	0,00	0,00	0,00	75	89,66
Bela Vista de Goiás (Município) (520330)	3,67	0,00	2,04	0,00	0,00	0,00	18	7,33
Bonfinópolis (Município) (520355)	79,62	0,00	14,60	0,00	0,00	0,00	18	23,89
Brazabrantes (Município) (520360)	9,28	0,00	0,00	0,00	0,00	0,00	3	9,28
Caldas Novas (Município) (520450)	9,51	0,00	9,51	0,00	0,14	0,00	366	51,93
Caldazinha (Município) (520455)	0,00	0,00	9,02	0,00	0,00	0,00	4	12,03
Catalão (Município) (520510)	8,89	0,00	10,16	0,00	0,00	0,00	376	43,39
Caturaí (Município) (520520)	29,88	0,00	17,07	0,00	0,00	0,00	18	38,41
Cidade Ocidental (Município) (520549)	3,58	0,00	1,25	0,00	0,00	0,00	89	15,92
Cristalina (Município) (520620)	1,93	0,00	0,21	0,00	0,00	0,00	108	23,19
Formosa (Município) (520800)	7,99	0,00	2,20	0,10	0,00	0,00	218	21,78
Goianápolis (Município) (520840)	179,52	0,00	8,42	0,00	0,00	0,00	30	28,05
Goianésia (Município) (520860)	81,11	0,00	20,32	0,17	0,00	0,00	382	64,15
Goiânia (Município) (520870)	20,70	0,00	10,93	0,02	0,08	0,00	7.290	55,99
Goianira (Município) (520880)	33,18	0,00	15,27	0,00	0,00	0,00	151	44,33
Guapó (Município) (520920)	15,03	0,00	0,00	0,00	0,00	0,00	38	27,19
Hidrolândia (Município) (520970)	10,35	0,00	94,84	0,00	0,00	0,00	114	65,52
Inhumas (Município) (521000)	40,83	0,00	8,29	0,00	0,00	0,00	553	114,62
Itumbiara (Município) (521150)	3,55	0,00	1,61	0,00	0,00	0,00	172	18,52
Jataí (Município) (521190)	26,93	0,00	48,86	0,00	0,23	0,00	407	46,25
Luziânia (Município) (521250)	2,46	0,00	1,20	0,00	0,06	0,00	316	18,11
Mineiros (Município) (521310)	63,85	0,00	11,33	0,00	0,19	0,00	276	52,14
Nerópolis (Município) (521450)	123,50	0,00	127,22	0,00	0,00	0,00	492	203,22
Nova Veneza (Município) (521500)	56,59	0,00	14,76	0,00	0,00	0,00	39	47,98
Novo Gama (Município) (521523)	4,63	0,00	2,00	0,11	0,00	0,00	253	26,63
Planaltina (Município) (521760)	5,51	0,00	7,10	0,12	0,00	0,00	301	36,87
Rio Verde (Município) (521880)	17,74	0,00	4,93	0,00	0,00	0,00	640	36,28
Santo Antônio de Goiás (Município) (521973)	93,56	0,00	0,00	0,00	0,00	0,00	13	27,64
Santo Antônio do Descoberto (Município) (521975)	103,72	0,00	53,91	0,00	0,00	0,00	87	13,76
Senador Canedo (Município) (522045)	27,47	0,00	16,70	0,00	0,12	0,00	608	72,00
Terezópolis de Goiás (Município) (522119)	4,57	0,00	1,52	0,00	0,00	0,00	14	21,34
Trindade (Município) (522140)	79,34	0,00	28,71	0,00	0,00	0,00	2.208	211,32
Valparaíso de Goiás (Município) (522185)	3,08	0,00	0,45	0,00	0,08	0,00	133	10,00
Brasília (Município) (530010)	7,78	0,01	2,67	0,07	0,03	0,01	8.173	31,89
