Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Olímpia (Município) (353390)	202,14	191,03	1.239.475,61	0,00	0,00	1.239.475,61	23,38
Osasco (Município) (353440)	1.158,09	745,81	88.135.194,99	0,00	0,00	88.135.194,99	127,13
Ourinhos (Município) (353470)	632,00	512,00	3.867.853,93	0,00	0,00	3.867.853,93	35,33
Paulínia (Município) (353650)	476,37	190,20	9.688.015,40	0,00	0,00	9.688.015,40	101,74
Penápolis (Município) (353730)	248,92	240,34	1.126.836,94	0,00	0,00	1.126.836,94	18,26
Peruíbe (Município) (353760)	518,04	460,98	3.120.164,97	0,00	0,00	3.120.164,97	48,35
Piedade (Município) (353780)	147,81	51,36	2.711.220,92	0,00	0,00	2.711.220,92	49,73
Pindamonhangaba (Município) (353800)	535,35	376,33	19.207.972,15	0,00	0,00	19.207.972,15	120,91
Piracicaba (Município) (353870)	1.600,73	1.345,35	55.558.226,47	0,00	0,00	55.558.226,47	143,04
Pirapora do Bom Jesus (Município) (353910)	68,21	31,19	4.135.308,56	0,00	0,00	4.135.308,56	238,04
Pirassununga (Município) (353930)	508,00	362,00	3.838.591,40	0,00	0,00	3.838.591,40	51,78
Poá (Município) (353980)	280,35	240,68	9.520.160,42	0,00	0,00	9.520.160,42	84,31
Porto Feliz (Município) (354060)	201,35	148,00	3.286.330,13	0,00	0,00	3.286.330,13	63,65
Porto Ferreira (Município) (354070)	275,00	255,00	10.118.793,95	0,00	0,00	10.118.793,95	185,96
Praia Grande (Município) (354100)	941,99	425,49	162.058.538,08	0,00	0,00	162.058.538,08	551,79
Presidente Prudente (Município) (354140)	967,59	802,23	24.091.428,97	0,00	0,00	24.091.428,97	109,21
Registro (Município) (354260)	206,40	200,03	10.155.750,96	0,00	0,00	10.155.750,96	180,70
Ribeirão Pires (Município) (354330)	532,34	327,32	18.186.708,88	0,00	0,00	18.186.708,88	152,01
Ribeirão Preto (Município) (354340)	2.054,00	1.992,00	13.752.104,51	12.488.992,58	0,00	26.241.097,09	39,88
Rio Claro (Município) (354390)	907,82	724,10	6.478.289,81	0,00	0,00	6.478.289,81	32,65
Rio Grande da Serra (Município) (354410)	127,74	69,75	3.931.756,49	0,00	0,00	3.931.756,49	82,37
Salesópolis (Município) (354500)	57,96	44,98	469.554,89	0,00	0,00	469.554,89	28,33
Salto (Município) (354520)	520,00	425,00	2.730.521,18	3.459.119,08	1.407.283,15	7.596.923,41	67,15
Santa Bárbara d'Oeste (Município) (354580)	760,61	665,71	18.174.635,09	0,00	0,00	18.174.635,09	96,04
Santa Isabel (Município) (354680)	117,00	76,00	0,00	0,00	0,00	0,00	0,00
Santana de Parnaíba (Município) (354730)	588,52	229,53	11.084.699,34	0,00	0,00	11.084.699,34	89,52
Santo André (Município) (354780)	1.837,91	1.222,73	4.374.732,26	0,00	0,00	4.374.732,26	6,18
Santos (Município) (354850)	1.401,10	535,65	8.995.118,85	0,00	0,00	8.995.118,85	20,75
São Bernardo do Campo (Município) (354870)	1.948,68	1.160,68	91.496.922,14	0,00	0,00	91.496.922,14	112,75
São Caetano do Sul (Município) (354880)	450,33	325,86	6.554.740,78	0,00	0,00	6.554.740,78	41,70
São Carlos (Município) (354890)	993,00	961,00	11.456.915,79	0,00	346.381,33	11.803.297,13	49,39
São João da Boa Vista (Município) (354910)	395,24	360,73	6.865.913,20	0,00	0,00	6.865.913,20	77,60
São Joaquim da Barra (Município) (354940)	150,00	165,00	0,00	313.908,16	0,00	313.908,16	6,32
São José do Rio Pardo (Município) (354970)	240,00	160,00	65.241,32	159.994,26	0,00	225.235,58	4,15
São José do Rio Preto (Município) (354980)	1.743,35	1.666,95	80.772.295,17	0,00	0,00	80.772.295,17	184,26
São José dos Campos (Município) (354990)	1.283,57	892,68	139.236.882,94	0,00	0,00	139.236.882,94	204,45
São Lourenço da Serra (Município) (354995)	31,91	34,25	1.103.532,13	0,00	0,00	1.103.532,13	73,43
São Paulo (Município) (355030)	20.993,97	16.919,31	1.733.956.371,39	0,00	0,00	1.733.956.371,39	145,76
São Roque (Município) (355060)	330,09	136,98	17.142.767,51	0,00	0,00	17.142.767,51	200,50
São Sebastião (Município) (355070)	347,88	261,87	33.097.758,84	0,00	0,00	33.097.758,84	405,02
São Vicente (Município) (355100)	858,37	318,15	35.533.550,15	0,00	0,00	35.533.550,15	100,65
Sertãozinho (Município) (355170)	500,00	400,00	4.399.653,41	0,00	292.950,99	4.692.604,39	39,48
Sorocaba (Município) (355220)	1.866,72	1.292,55	7.311.771,03	0,00	0,00	7.311.771,03	11,48
Sumaré (Município) (355240)	777,52	774,49	24.730,02	6.418.696,99	0,00	6.443.427,01	24,56
Suzano (Município) (355250)	839,55	583,93	29.307.083,01	0,00	0,00	29.307.083,01	103,76
Taboão da Serra (Município) (355280)	402,47	295,96	6.765.030,19	0,00	0,00	6.765.030,19	25,21
Taquaritinga (Município) (355370)	263,00	235,00	3.144.169,19	0,00	175.636,13	3.319.805,32	58,86
Tatuí (Município) (355400)	446,22	241,84	9.999.910,92	0,00	0,00	9.999.910,92	86,57
Taubaté (Município) (355410)	875,07	596,65	15.373.057,71	0,00	0,00	15.373.057,71	51,34
Tupã (Município) (355500)	331,23	259,02	4.331.002,65	0,00	0,00	4.331.002,65	66,03
Ubatuba (Município) (355540)	376,67	140,23	26.561.422,33	0,00	0,00	26.561.422,33	311,03
Valinhos (Município) (355620)	642,37	608,28	5.078.000,35	0,00	0,00	5.078.000,35	42,92
Vargem Grande Paulista (Município) (355645)	264,11	56,07	24.214.481,45	0,00	0,00	24.214.481,45	505,74
Várzea Paulista (Município) (355650)	211,06	181,50	5.158.537,38	0,00	0,00	5.158.537,38	44,70
Vinhedo (Município) (355670)	517,00	272,00	12.385.414,03	0,00	0,00	12.385.414,03	173,91
Votorantim (Município) (355700)	438,50	343,40	6.981.937,66	0,00	0,00	6.981.937,66	59,83
Votuporanga (Município) (355710)	438,31	422,64	2.530.000,61	0,00	0,00	2.530.000,61	27,95
Adrianópolis (Município) (410020)	36,01	0,00	1.749.751,49	0,00	0,00	1.749.751,49	274,51
Agudos do Sul (Município) (410030)	49,64	0,01	231.645,24	0,00	0,00	231.645,24	26,05
Almirante Tamandaré (Município) (410040)	457,16	182,31	16.564.319,14	0,00	0,00	16.564.319,14	148,44
Apucarana (Município) (410140)	535,49	462,14	32.133.159,90	0,00	0,00	32.133.159,90	248,58
Arapongas (Município) (410150)	558,72	418,42	11.009.528,85	0,00	0,00	11.009.528,85	96,72
Araucária (Município) (410180)	621,67	236,13	37.714.467,34	0,00	0,00	37.714.467,34	287,12
Balsa Nova (Município) (410230)	201,17	14,33	1.938.841,82	0,00	0,00	1.938.841,82	158,92
Bocaiúva do Sul (Município) (410310)	47,72	8,34	8.736.412,88	0,00	0,00	8.736.412,88	728,28
Cambé (Município) (410370)	319,31	420,18	7.224.040,21	0,00	0,00	7.224.040,21	70,11
Campina Grande do Sul (Município) (410400)	221,91	168,84	2.011.100,35	0,00	0,00	2.011.100,35	48,52
Campo Largo (Município) (410420)	603,90	299,11	93.787.817,21	0,00	0,00	93.787.817,21	765,97
Campo Magro (Município) (410425)	111,18	36,55	643.669,22	0,00	0,00	643.669,22	23,71
Campo Mourão (Município) (410430)	403,17	408,05	12.334.996,08	0,00	0,00	12.334.996,08	133,64
Cascavel (Município) (410480)	1.201,86	968,24	56.414.591,37	0,00	0,00	56.414.591,37	182,42
Castro (Município) (410490)	246,58	199,84	4.010.789,74	0,00	0,00	4.010.789,74	56,93
Cerro Azul (Município) (410520)	44,12	1,18	188.049,43	0,00	0,00	188.049,43	10,63
Cianorte (Município) (410550)	532,04	236,92	5.756.417,44	0,00	0,00	5.756.417,44	75,29
Colombo (Município) (410580)	884,55	435,09	16.628.852,87	0,00	0,00	16.628.852,87	72,34
Contenda (Município) (410620)	105,62	1,86	2.760.966,87	0,00	0,00	2.760.966,87	159,59
Curitiba (Município) (410690)	7.259,35	5.880,17	174.093.871,00	0,00	0,00	174.093.871,00	93,38
Fazenda Rio Grande (Município) (410765)	483,39	256,44	9.299.618,21	0,00	0,00	9.299.618,21	102,59
Foz do Iguaçu (Município) (410830)	1.379,25	959,35	31.655.716,67	0,00	0,00	31.655.716,67	120,07
Francisco Beltrão (Município) (410840)	379,05	268,10	5.558.400,86	0,00	0,00	5.558.400,86	65,02
Guarapuava (Município) (410940)	848,37	591,70	40.871.875,68	0,00	0,00	40.871.875,68	230,95
Ibiporã (Município) (410980)	360,78	255,07	1.987.657,41	0,00	0,00	1.987.657,41	38,37
Irati (Município) (411070)	368,03	275,73	2.776.820,26	0,00	0,00	2.776.820,26	46,80
Itaperuçu (Município) (411125)	61,41	11,05	2.094.383,10	0,00	0,00	2.094.383,10	79,42
Lapa (Município) (411320)	247,10	107,22	13.848.136,39	0,00	0,00	13.848.136,39	292,81
Londrina (Município) (411370)	1.868,95	1.729,16	88.521.838,34	0,00	0,00	88.521.838,34	163,02
Mandirituba (Município) (411430)	106,27	4,35	5.096.148,50	0,00	0,00	5.096.148,50	207,87
Marechal Cândido Rondon (Município) (411460)	516,10	89,00	1.698.568,09	0,00	0,00	1.698.568,09	33,77
Maringá (Município) (411520)	1.882,69	1.657,89	49.460.011,66	0,00	0,00	49.460.011,66	126,27
Palmas (Município) (411760)	165,28	132,48	1.985.144,38	0,00	0,00	1.985.144,38	42,24
Paranaguá (Município) (411820)	562,75	528,57	68.159.944,80	0,00	0,00	68.159.944,80	456,02
Paranavaí (Município) (411840)	627,87	478,92	10.269.814,46	0,00	0,00	10.269.814,46	119,11
Pato Branco (Município) (411850)	462,71	343,58	4.370.893,10	0,00	0,00	4.370.893,10	55,94
Pinhais (Município) (411915)	466,73	419,92	7.836.843,76	0,00	0,00	7.836.843,76	62,29
Piraquara (Município) (411950)	602,20	414,11	7.768.468,41	0,00	0,00	7.768.468,41	75,57
Ponta Grossa (Município) (411990)	1.339,78	1.449,59	27.819.145,36	0,00	0,00	27.819.145,36	83,16
Prudentópolis (Município) (412060)	158,03	157,03	4.962.660,94	0,00	0,00	4.962.660,94	96,77
Quatro Barras (Município) (412080)	158,39	100,16	5.954.503,18	0,00	0,00	5.954.503,18	273,92
Quitandinha (Município) (412120)	37,09	0,39	1.031.027,28	0,00	0,00	1.031.027,28	56,47
Rio Branco do Sul (Município) (412220)	36,43	0,00	19.474.282,30	0,00	0,00	19.474.282,30	606,83
Rolândia (Município) (412240)	319,84	215,74	4.189.937,95	0,00	0,00	4.189.937,95	66,94
São José dos Pinhais (Município) (412550)	1.214,34	698,39	34.996.058,74	0,00	0,00	34.996.058,74	119,47
Sarandi (Município) (412625)	-	-	-	-	-	-	-
Telêmaco Borba (Município) (412710)	235,61	241,79	4.795.264,38	0,00	0,00	4.795.264,38	63,89
Tijucas do Sul (Município) (412760)	93,05	0,00	3.261.508,17	0,00	0,00	3.261.508,17	206,74
Toledo (Município) (412770)	618,34	587,24	24.666.288,97	0,00	0,00	24.666.288,97	189,31
Tunas do Paraná (Município) (412788)	23,42	0,00	96.386,34	0,00	0,00	96.386,34	13,12
Umuarama (Município) (412810)	475,91	476,03	17.376.175,00	0,00	0,00	17.376.175,00	161,91
União da Vitória (Município) (412820)	289,01	87,51	3.159.019,64	0,00	0,00	3.159.019,64	56,54
Doutor Ulysses (Município) (412863)	15,10	0,00	0,00	0,00	0,00	0,00	0,00
Águas Mornas (Município) (420060)	25,63	0,00	11.131,29	0,00	0,00	11.131,29	1,85
Alfredo Wagner (Município) (420070)	18,32	0,00	39.439,64	0,00	0,00	39.439,64	4,03
Angelina (Município) (420090)	7,57	0,00	10.079,73	0,00	0,00	10.079,73	1,97
Anitápolis (Município) (420110)	13,00	0,00	27.180,71	0,00	0,00	27.180,71	8,35
Antônio Carlos (Município) (420120)	54,34	0,00	59.874,58	0,00	0,00	59.874,58	7,47
Araranguá (Município) (420140)	413,00	0,00	4.296.690,92	0,00	0,00	4.296.690,92	66,01
Balneário Camboriú (Município) (420200)	300,00	300,00	13.251.494,04	0,00	0,00	13.251.494,04	106,39
Biguaçu (Município) (420230)	176,44	0,00	2.425.350,29	0,00	0,00	2.425.350,29	38,23
Blumenau (Município) (420240)	1.559,00	288,00	10.505.556,97	0,00	0,00	10.505.556,97	31,45
Brusque (Município) (420290)	643,40	0,00	3.979.893,42	0,00	0,00	3.979.893,42	33,24
Caçador (Município) (420300)	259,11	9,40	736.084,45	690.919,82	0,00	1.427.004,27	19,01
Camboriú (Município) (420320)	292,04	0,00	0,00	1.010.283,12	0,00	1.010.283,12	13,98
Canelinha (Município) (420370)	71,00	0,00	60.163,61	0,00	0,00	60.163,61	5,25
Canoinhas (Município) (420380)	333,09	0,00	2.341.002,92	0,00	0,00	2.341.002,92	43,29
Chapecó (Município) (420420)	673,11	214,59	12.280.633,61	0,00	0,00	12.280.633,61	60,79
Concórdia (Município) (420430)	229,83	3,50	511.480,95	0,00	0,00	511.480,95	7,10
Criciúma (Município) (420460)	952,29	155,69	27.505.767,80	0,00	0,00	27.505.767,80	134,39
Florianópolis (Município) (420540)	1.402,45	557,75	64.658.048,58	0,00	0,00	64.658.048,58	140,10
Garopaba (Município) (420570)	109,62	0,00	4.873.583,97	0,00	0,00	4.873.583,97	237,22
Gaspar (Município) (420590)	385,20	0,00	623.626,41	0,00	0,00	623.626,41	9,77
Governador Celso Ramos (Município) (420600)	150,00	0,00	274.767,33	0,00	0,00	274.767,33	19,91
Içara (Município) (420700)	212,01	1,00	3.595.410,38	0,00	0,00	3.595.410,38	68,77
Indaial (Município) (420750)	361,23	0,00	934.975,02	0,00	0,00	934.975,02	15,09
Itajaí (Município) (420820)	672,00	97,00	4.723.252,90	0,00	0,00	4.723.252,90	23,43
Itapema (Município) (420830)	236,74	64,20	15.280.096,18	0,00	0,00	15.280.096,18	277,74
Jaraguá do Sul (Município) (420890)	685,00	379,00	10.221.297,37	0,00	0,00	10.221.297,37	63,83
Joinville (Município) (420910)	2.126,20	538,76	18.924.121,64	0,00	0,00	18.924.121,64	34,12
Lages (Município) (420930)	772,44	145,53	3.975.996,25	0,00	0,00	3.975.996,25	25,03
Leoberto Leal (Município) (420980)	7,05	0,00	10.145,08	0,00	0,00	10.145,08	3,11
Mafra (Município) (421010)	280,45	0,00	1.091.960,88	0,00	0,00	1.091.960,88	19,85
Major Gercino (Município) (421020)	6,64	0,00	125.313,82	0,00	0,00	125.313,82	36,98
Navegantes (Município) (421130)	345,00	0,00	0,00	1.017.911,74	0,00	1.017.911,74	14,43
Nova Trento (Município) (421150)	115,80	0,00	258.421,03	0,00	0,00	258.421,03	19,32
Palhoça (Município) (421190)	707,00	70,20	0,00	2.710.045,21	0,00	2.710.045,21	17,57
Paulo Lopes (Município) (421230)	20,49	0,00	62.290,80	0,00	0,00	62.290,80	8,74
Rancho Queimado (Município) (421430)	21,03	8,99	21.353,39	0,00	0,00	21.353,39	7,52
Rio do Sul (Município) (421480)	270,51	0,00	1.782.167,55	0,00	0,00	1.782.167,55	26,90
Santo Amaro da Imperatriz (Município) (421570)	120,32	0,00	294.731,54	0,00	0,00	294.731,54	13,66
São Bento do Sul (Município) (421580)	577,50	126,10	3.178.429,20	0,00	0,00	3.178.429,20	39,74
São Bonifácio (Município) (421590)	5,63	0,00	59.226,47	0,00	0,00	59.226,47	19,97
São Francisco do Sul (Município) (421620)	338,00	0,00	1.188.729,86	0,00	0,00	1.188.729,86	25,00
São João Batista (Município) (421630)	140,00	0,00	1.167.102,35	0,00	0,00	1.167.102,35	37,01
São José (Município) (421660)	322,60	134,41	6.549.841,97	0,00	0,00	6.549.841,97	28,66
São Pedro de Alcântara (Município) (421725)	12,35	0,00	0,00	0,00	0,00	0,00	0,00
Tijucas (Município) (421800)	150,00	0,00	1.667.720,13	0,00	0,00	1.667.720,13	48,16
Tubarão (Município) (421870)	529,29	0,00	0,00	9.659.572,35	0,00	9.659.572,35	94,62
Videira (Município) (421930)	161,95	0,00	569.042,23	0,00	0,00	569.042,23	11,30
Xanxerê (Município) (421950)	168,32	0,00	86.718,54	0,00	0,00	86.718,54	1,82
Alegrete (Município) (430040)	153,00	24,00	7.260.819,96	0,00	0,00	7.260.819,96	92,18
Alvorada (Município) (430060)	1.185,00	160,00	25.077.921,38	0,00	0,00	25.077.921,38	121,93
Araricá (Município) (430087)	-	-	-	-	-	-	-
Arroio dos Ratos (Município) (430110)	103,00	0,00	1.336.585,73	0,00	0,00	1.336.585,73	94,35
Bagé (Município) (430160)	476,52	294,41	2.223.226,92	0,00	0,00	2.223.226,92	18,30
Bento Gonçalves (Município) (430210)	392,00	22,00	10.940.358,08	0,00	0,00	10.940.358,08	97,41
Cachoeira do Sul (Município) (430300)	232,00	81,00	12.482.267,78	0,00	0,00	12.482.267,78	145,43
Cachoeirinha (Município) (430310)	326,00	176,00	3.382.809,46	0,00	0,00	3.382.809,46	27,01
Camaquã (Município) (430350)	231,00	0,00	2.266.163,86	0,00	0,00	2.266.163,86	34,53
Campo Bom (Município) (430390)	346,00	30,00	13.748.228,87	0,00	0,00	13.748.228,87	215,60
Canguçu (Município) (430450)	78,00	57,50	139.435,85	0,00	0,00	139.435,85	2,51
Canoas (Município) (430460)	840,00	136,00	23.691.295,18	0,00	0,00	23.691.295,18	69,68
Capão da Canoa (Município) (430463)	225,00	39,00	20.983.137,76	0,00	0,00	20.983.137,76	451,57
Capela de Santana (Município) (430468)	33,00	0,00	333.922,44	0,00	0,00	333.922,44	29,82
Carazinho (Município) (430470)	317,00	0,00	2.540.114,10	0,00	0,00	2.540.114,10	41,05
Caxias do Sul (Município) (430510)	1.606,06	1.621,27	28.821.329,65	0,00	0,00	28.821.329,65	61,29
Charqueadas (Município) (430535)	118,00	0,00	977.326,57	0,00	0,00	977.326,57	25,76
Cruz Alta (Município) (430610)	220,00	33,00	3.095.815,38	0,00	0,00	3.095.815,38	48,41
Dois Irmãos (Município) (430640)	113,00	41,00	129.951,94	0,00	0,00	129.951,94	4,35
Eldorado do Sul (Município) (430676)	103,00	0,00	719.876,62	0,00	0,00	719.876,62	19,27
Erechim (Município) (430700)	395,00	0,00	6.149.338,61	0,00	0,00	6.149.338,61	60,43
Estância Velha (Município) (430760)	147,00	7,00	523.510,74	0,00	0,00	523.510,74	11,38
Esteio (Município) (430770)	198,00	1,00	20.697.346,16	0,00	0,00	20.697.346,16	246,85
Farroupilha (Município) (430790)	234,00	0,00	6.241.417,63	0,00	0,00	6.241.417,63	91,75
Glorinha (Município) (430905)	34,00	0,00	2.843.379,29	0,00	0,00	2.843.379,29	382,02
Gravataí (Município) (430920)	698,00	245,00	14.797.411,76	0,00	0,00	14.797.411,76	54,67
Guaíba (Município) (430930)	587,00	13,00	14.616.471,76	0,00	0,00	14.616.471,76	147,84
Ijuí (Município) (431020)	299,00	20,00	5.880.882,80	0,00	0,00	5.880.882,80	71,23
Ivoti (Município) (431080)	120,00	0,00	998.992,23	0,00	0,00	998.992,23	45,95
Lajeado (Município) (431140)	332,00	3,00	10.108.768,86	0,00	0,00	10.108.768,86	130,00
Montenegro (Município) (431240)	231,00	0,00	2.269.357,08	0,00	0,00	2.269.357,08	36,10
Nova Hartz (Município) (431306)	-	-	-	-	-	-	-
Nova Santa Rita (Município) (431337)	86,00	0,00	995.925,12	0,00	0,00	995.925,12	39,38
Novo Hamburgo (Município) (431340)	854,00	35,70	25.422.147,15	0,00	0,00	25.422.147,15	102,41
Parobé (Município) (431405)	90,00	0,00	784.256,75	0,00	0,00	784.256,75	14,24
Passo Fundo (Município) (431410)	796,00	34,00	8.699.928,67	0,00	0,00	8.699.928,67	44,47
Pelotas (Município) (431440)	933,55	408,00	180.534,25	0,00	0,00	180.534,25	0,53
Portão (Município) (431480)	69,00	0,00	1.064.879,41	0,00	0,00	1.064.879,41	31,68
Porto Alegre (Município) (431490)	4.052,20	1.907,03	71.972.243,68	0,00	0,00	71.972.243,68	48,88
Rio Grande (Município) (431560)	518,00	110,00	10.238.173,63	0,00	0,00	10.238.173,63	49,45
Santa Cruz do Sul (Município) (431680)	598,00	51,00	3.200.365,42	0,00	0,00	3.200.365,42	25,53
Santa Maria (Município) (431690)	867,00	240,00	13.418.710,14	0,00	0,00	13.418.710,14	48,82
Sant'Ana do Livramento (Município) (431710)	279,00	97,24	2.856.696,77	0,00	637.811,56	3.494.508,33	41,94
Santa Rosa (Município) (431720)	253,00	42,00	22.471.724,48	0,00	0,00	22.471.724,48	312,28
Santo Ângelo (Município) (431750)	435,00	29,00	3.447.504,65	0,00	0,00	3.447.504,65	43,69
Santo Antônio da Patrulha (Município) (431760)	129,00	0,00	702.587,43	0,00	0,00	702.587,43	16,81
São Borja (Município) (431800)	199,00	50,00	5.661.443,92	0,00	0,00	5.661.443,92	89,74
São Gabriel (Município) (431830)	184,19	27,00	0,00	0,00	0,00	0,00	0,00
São Jerônimo (Município) (431840)	78,00	0,00	306.665,08	0,00	0,00	306.665,08	13,11
São Leopoldo (Município) (431870)	739,20	99,90	16.898.257,09	0,00	0,00	16.898.257,09	74,45
Sapiranga (Município) (431990)	262,00	0,00	10.421.851,73	0,00	0,00	10.421.851,73	131,67
Sapucaia do Sul (Município) (432000)	254,00	2,00	1.532.712,77	0,00	0,00	1.532.712,77	11,13
Taquara (Município) (432120)	620,00	0,00	559.741,99	0,00	0,00	559.741,99	9,81
Tramandaí (Município) (432160)	389,00	47,00	2.182.127,24	0,00	0,00	2.182.127,24	47,70
Triunfo (Município) (432200)	75,00	0,00	287.826,25	0,00	0,00	287.826,25	10,41
Uruguaiana (Município) (432240)	263,70	169,38	46.437.053,29	0,00	0,00	46.437.053,29	358,37
Vacaria (Município) (432250)	266,00	0,00	4.588.230,60	86.608,86	0,00	4.674.839,46	72,41
Venâncio Aires (Município) (432260)	251,00	0,00	6.417.952,81	0,00	0,00	6.417.952,81	92,32
Viamão (Município) (432300)	967,00	8,00	6.799.594,50	0,00	0,00	6.799.594,50	27,09
Campo Grande (Município) (500270)	3.634,00	1.781,00	130.333.181,03	0,00	0,00	130.333.181,03	154,58
Corumbá (Município) (500320)	392,44	203,26	10.864.065,17	0,00	854.792,10	11.718.857,27	108,50
Dourados (Município) (500370)	1.047,95	307,41	33.572.762,63	0,00	13.600.881,02	47.173.643,64	224,40
Naviraí (Município) (500570)	321,58	44,31	5.043.573,56	0,00	2.608.737,46	7.652.311,02	150,96
Nova Andradina (Município) (500620)	240,30	32,73	12.512.151,65	0,00	0,00	12.512.151,65	250,19
Ponta Porã (Município) (500660)	362,38	114,56	10.750.389,03	0,00	2.322.884,85	13.073.273,88	153,35
Sidrolândia (Município) (500790)	160,86	0,00	6.232.952,37	0,00	0,00	6.232.952,37	125,38
Três Lagoas (Município) (500830)	726,99	99,28	15.719.394,87	0,00	0,00	15.719.394,87	140,79
Alta Floresta (Município) (510025)	194,18	99,05	3.471.564,52	0,00	0,00	3.471.564,52	69,60
Barão de Melgaço (Município) (510160)	-	-	-	-	-	-	-
Barra do Garças (Município) (510180)	362,03	142,92	8.940.254,14	0,00	0,00	8.940.254,14	153,88
Cáceres (Município) (510250)	240,00	13,00	0,00	396.523,99	0,00	396.523,99	4,40
Chapada dos Guimarães (Município) (510300)	-	-	-	-	-	-	-
Cuiabá (Município) (510340)	2.400,96	740,94	121.035.104,47	0,00	0,00	121.035.104,47	210,32
Jangada (Município) (510490)	20,77	0,00	143.867,36	0,00	0,00	143.867,36	18,24
Lucas do Rio Verde (Município) (510525)	295,00	78,00	428.294,79	0,00	0,00	428.294,79	7,77
Nossa Senhora do Livramento (Município) (510610)	28,50	0,00	0,00	0,00	0,00	0,00	0,00
Nova Brasilândia (Município) (510620)	20,00	0,00	12.219,54	0,00	0,00	12.219,54	2,95
Planalto da Serra (Município) (510645)	-	-	-	-	-	-	-
Poconé (Município) (510650)	103,38	0,00	3.495.920,29	0,00	0,00	3.495.920,29	108,93
Primavera do Leste (Município) (510704)	282,51	137,52	17.268.558,12	0,00	0,00	17.268.558,12	305,91
Rondonópolis (Município) (510760)	948,85	443,67	14.411.059,28	0,00	0,00	14.411.059,28	68,07
Rosário Oeste (Município) (510770)	-	-	-	-	-	-	-
Santo Antônio do Leverger (Município) (510780)	-	-	-	-	-	-	-
Sinop (Município) (510790)	140,11	0,00	884.011,11	0,00	0,00	884.011,11	6,97
Sorriso (Município) (510792)	381,45	119,98	19.868.124,16	0,00	0,00	19.868.124,16	255,59
Tangará da Serra (Município) (510795)	420,00	90,90	207.188,37	0,00	0,00	207.188,37	2,24
Várzea Grande (Município) (510840)	1.148,73	133,29	0,00	0,00	0,00	0,00	0,00
Abadia de Goiás (Município) (520005)	68,02	18,87	2.381.103,72	0,00	0,00	2.381.103,72	307,91
Águas Lindas de Goiás (Município) (520025)	214,89	0,00	6.405.155,74	0,00	0,00	6.405.155,74	35,09
Anápolis (Município) (520110)	2.006,73	658,80	25.169.478,09	0,00	0,00	25.169.478,09	69,53
Aparecida de Goiânia (Município) (520140)	1.410,56	400,00	74.503.099,74	0,00	0,00	74.503.099,74	145,71
Aragoiânia (Município) (520180)	46,15	0,00	225.383,78	0,00	0,00	225.383,78	24,29
Bela Vista de Goiás (Município) (520330)	128,73	81,98	542.052,75	0,00	0,00	542.052,75	19,99
Bonfinópolis (Município) (520355)	48,54	0,00	43.031,57	0,00	0,00	43.031,57	5,06
Brazabrantes (Município) (520360)	25,71	0,00	15.517,61	0,00	0,00	15.517,61	4,45
Caldas Novas (Município) (520450)	174,42	75,00	6.489.201,54	0,00	0,00	6.489.201,54	81,42
Caldazinha (Município) (520455)	14,42	0,00	81.143,39	0,00	0,00	81.143,39	22,65
Catalão (Município) (520510)	395,00	260,00	1.663.264,07	0,00	0,00	1.663.264,07	17,18
Caturaí (Município) (520520)	27,77	0,00	470.428,10	0,00	0,00	470.428,10	95,15
Cidade Ocidental (Município) (520549)	288,17	51,83	2.617.107,59	0,00	0,00	2.617.107,59	41,61
Cristalina (Município) (520620)	125,90	80,45	2.718.768,69	0,00	0,00	2.718.768,69	52,05
Formosa (Município) (520800)	362,51	235,26	27.299.390,67	0,00	0,00	27.299.390,67	247,30
Goianápolis (Município) (520840)	65,47	0,00	305.185,85	0,00	0,00	305.185,85	27,71
Goianésia (Município) (520860)	227,30	161,17	12.005.911,08	0,00	0,00	12.005.911,08	185,10
Goiânia (Município) (520870)	5.986,06	3.552,96	197.158.632,13	0,00	0,00	197.158.632,13	139,59
Goianira (Município) (520880)	147,14	44,82	13.038.338,82	0,00	0,00	13.038.338,82	337,72
Guapó (Município) (520920)	70,86	45,03	131.328,37	0,00	0,00	131.328,37	9,11
Hidrolândia (Município) (520970)	101,49	0,00	345.639,06	0,00	0,00	345.639,06	17,82
Inhumas (Município) (521000)	246,24	99,98	5.711.482,94	0,00	0,00	5.711.482,94	111,67
Itumbiara (Município) (521150)	494,37	266,44	18.017.445,34	0,00	0,00	18.017.445,34	181,03
Jataí (Município) (521190)	422,51	290,00	6.924.982,71	0,00	0,00	6.924.982,71	72,98
Luziânia (Município) (521250)	718,55	100,76	27.085.599,33	0,00	0,00	27.085.599,33	141,71
Mineiros (Município) (521310)	303,00	283,00	3.329.742,03	0,00	0,00	3.329.742,03	56,17
Nerópolis (Município) (521450)	152,99	0,00	5.429.936,12	0,00	0,00	5.429.936,12	202,18
