Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Itu (Município) (352390)	58.176	54.570	2,96	2,95	8.166,730	47.407,10	640,720	268,87
Itupeva (Município) (352400)	16.625	14.528	3,59	3,57	6.976,560	116.960,22	200,820	297,03
Jaboticabal (Município) (352430)	28.407	27.637	2,71	2,70	3.031,270	39.436,86	706,600	108,78
Jacareí (Município) (352440)	80.262	79.170	2,89	2,89	13.249,250	57.142,57	464,270	499,41
Jaguariúna (Município) (352470)	16.954	16.487	3,32	3,31	12.023,380	213.859,22	141,390	397,63
Jandira (Município) (352500)	40.671	40.684	3,04	3,04	4.186,560	33.904,50	17,450	7.076,68
Jaú (Município) (352530)	51.191	49.804	2,90	2,89	4.935,700	33.218,92	687,100	216,24
Jundiaí (Município) (352590)	147.865	142.050	2,81	2,79	45.500,600	109.690,21	431,210	961,97
Juquitiba (Município) (352620)	11.027	8.402	2,83	2,88	535,900	17.157,08	522,170	59,82
Leme (Município) (352670)	34.964	34.268	2,93	2,93	3.344,900	32.661,25	402,870	254,21
Lençóis Paulista (Município) (352680)	22.710	22.168	2,99	2,99	2.752,030	40.555,08	809,540	83,82
Limeira (Município) (352690)	105.580	102.388	2,88	2,88	13.756,710	45.299,72	580,710	522,95
Lins (Município) (352710)	28.592	28.270	2,71	2,71	3.947,400	50.927,60	570,060	135,97
Lorena (Município) (352720)	31.358	30.528	2,82	2,81	2.947,720	33.392,04	414,160	213,14
Mairiporã (Município) (352850)	29.045	25.800	3,39	3,33	1.823,400	18.535,39	320,700	306,75
Marília (Município) (352900)	85.932	82.256	2,76	2,75	8.428,270	35.542,82	1.170,520	202,59
Matão (Município) (352930)	29.657	29.150	2,79	2,79	4.331,800	52.378,42	524,900	157,56
Mauá (Município) (352940)	156.706	156.758	2,99	2,99	15.941,860	34.053,04	61,910	7.561,87
Mirassol (Município) (353030)	21.837	21.322	2,72	2,71	1.887,710	31.815,51	243,230	243,94
Mococa (Município) (353050)	25.376	23.532	2,71	2,70	2.211,390	32.147,88	855,160	80,44
Mogi das Cruzes (Município) (353060)	145.530	134.858	3,03	3,01	16.045,120	36.402,56	712,540	618,59
Mogi Guaçu (Município) (353070)	52.281	49.797	2,88	2,87	6.124,920	40.639,59	812,750	185,44
Mogi Mirim (Município) (353080)	33.847	31.879	2,74	2,72	4.798,540	51.755,82	497,710	186,28
Mongaguá (Município) (353110)	18.251	18.161	3,05	3,06	1.079,910	19.377,16	143,210	389,17
Monte Alto (Município) (353130)	18.695	17.908	2,69	2,68	1.879,990	37.438,06	346,950	144,74
Monte Mor (Município) (353180)	18.089	17.011	3,25	3,24	3.634,620	61.850,14	240,570	244,28
Nova Odessa (Município) (353340)	19.790	19.475	3,00	3,00	3.692,070	62.186,44	73,790	804,62
Olímpia (Município) (353390)	19.985	18.887	2,72	2,72	2.121,150	38.987,37	802,560	67,79
Osasco (Município) (353440)	252.386	252.465	2,76	2,76	79.888,300	114.642,04	64,950	10.728,36
Ourinhos (Município) (353470)	41.000	40.065	2,75	2,74	3.200,790	28.398,23	295,820	381,01
Paulínia (Município) (353650)	30.371	30.351	3,52	3,51	34.090,210	319.268,50	138,780	769,41
Penápolis (Município) (353730)	23.641	22.627	2,67	2,66	1.735,410	27.525,68	711,320	88,63
Peruíbe (Município) (353760)	24.143	23.840	2,80	2,80	1.587,570	23.502,84	326,220	207,07
Piedade (Município) (353780)	19.291	8.932	2,86	2,81	1.260,400	22.854,44	746,870	73,84
Pindamonhangaba (Município) (353800)	53.815	51.840	3,09	3,10	8.985,790	53.976,82	730,000	228,05
Piracicaba (Município) (353870)	140.967	138.172	2,84	2,84	27.552,030	68.717,04	1.378,070	290,95
Pirapora do Bom Jesus (Município) (353910)	5.486	5.489	3,39	3,39	477,010	25.640,14	108,490	171,48
Pirassununga (Município) (353930)	28.228	25.956	2,69	2,68	2.911,110	38.339,43	727,120	104,43
Poá (Município) (353980)	38.227	37.652	3,05	3,05	4.859,860	41.704,79	17,260	6.749,88
Porto Feliz (Município) (354060)	18.201	15.396	2,90	2,88	2.711,130	51.361,67	556,710	94,82
Porto Ferreira (Município) (354070)	19.848	19.491	2,81	2,81	2.138,950	38.341,43	244,910	227,79
Praia Grande (Município) (354100)	104.411	104.444	3,06	3,06	7.343,240	23.009,05	149,250	2.138,29
Presidente Prudente (Município) (354140)	84.834	83.630	2,68	2,66	8.336,750	36.714,11	560,640	405,02
Registro (Município) (354260)	20.633	18.387	2,73	2,72	2.050,770	36.458,83	722,200	77,89
Ribeirão Pires (Município) (354330)	42.310	42.321	2,90	2,90	3.173,180	25.880,93	99,080	1.237,52
Ribeirão Preto (Município) (354340)	244.347	243.768	2,84	2,84	35.796,940	51.540,94	650,920	1.067,01
Rio Claro (Município) (354390)	74.677	73.092	2,74	2,73	10.219,340	49.899,85	498,420	410,89
Rio Grande da Serra (Município) (354410)	16.507	16.512	3,04	3,04	591,100	11.765,34	36,340	1.382,49
Salesópolis (Município) (354500)	5.858	3.717	2,91	2,92	211,220	12.408,78	425,000	40,05
Salto (Município) (354520)	39.848	39.597	2,95	2,95	7.623,820	64.849,88	133,060	883,54
Santa Bárbara d'Oeste (Município) (354580)	68.657	68.183	2,80	2,80	6.183,600	32.116,59	271,030	710,39
Santa Isabel (Município) (354680)	19.134	15.008	2,97	2,97	1.643,590	28.940,58	363,330	156,31
Santana de Parnaíba (Município) (354730)	39.520	39.532	3,45	3,45	9.630,790	70.546,43	179,950	758,64
Santo André (Município) (354780)	269.530	269.617	2,66	2,66	30.235,800	42.222,35	175,780	4.073,85
Santos (Município) (354850)	180.904	180.838	2,39	2,39	23.439,100	54.137,26	281,030	1.540,59
São Bernardo do Campo (Município) (354870)	299.060	294.570	2,79	2,78	52.733,290	63.287,04	409,530	2.034,62
São Caetano do Sul (Município) (354880)	63.124	63.145	2,54	2,54	14.016,060	87.450,07	15,330	10.454,31
São Carlos (Município) (354890)	89.640	86.222	2,78	2,78	11.651,260	46.714,36	1.136,910	219,38
São João da Boa Vista (Município) (354910)	34.477	33.226	2,63	2,62	3.262,960	36.000,28	516,400	175,52
São Joaquim da Barra (Município) (354940)	18.048	17.716	2,85	2,85	1.771,020	34.424,16	410,860	125,22
São José do Rio Pardo (Município) (354970)	19.861	17.769	2,76	2,73	1.897,510	34.649,52	419,680	130,49
São José do Rio Preto (Município) (354980)	171.579	162.586	2,66	2,64	18.293,390	40.095,54	431,940	1.056,26
São José dos Campos (Município) (354990)	236.901	232.144	3,01	3,01	41.396,750	57.983,28	1.099,410	649,39
São Lourenço da Serra (Município) (354995)	5.378	4.891	2,91	2,92	217,620	13.890,06	186,460	84,03
São Paulo (Município) (355030)	4.353.465	4.301.141	2,80	2,81	745.275,420	61.204,21	1.521,110	8.005,25
São Roque (Município) (355060)	29.697	27.242	3,03	2,99	3.098,850	34.453,51	306,910	293,06
São Sebastião (Município) (355070)	29.578	29.274	2,96	2,96	3.943,720	45.021,70	402,400	217,69
São Vicente (Município) (355100)	127.183	126.965	2,86	2,86	5.683,340	15.649,13	148,100	2.452,21
Sertãozinho (Município) (355170)	41.430	40.986	3,00	3,00	5.731,590	46.054,27	403,090	308,75
Sorocaba (Município) (355220)	223.510	221.381	3,00	3,00	36.514,020	54.402,23	450,380	1.490,26
Sumaré (Município) (355240)	91.878	90.856	3,03	3,03	15.056,960	54.050,69	153,470	1.815,21
Suzano (Município) (355250)	93.464	90.250	3,15	3,15	11.625,050	39.455,37	206,240	1.428,64
Taboão da Serra (Município) (355280)	90.388	90.417	3,16	3,16	8.737,540	30.596,84	20,390	14.006,77
Taquaritinga (Município) (355370)	21.790	20.714	2,62	2,61	1.637,810	28.741,49	594,340	95,88
Tatuí (Município) (355400)	40.648	38.679	2,97	2,97	4.173,330	34.623,98	523,750	230,14
Taubaté (Município) (355410)	104.828	102.620	2,97	2,97	18.006,350	57.739,68	625,000	498,96
Tupã (Município) (355500)	26.056	25.058	2,51	2,51	1.871,750	28.586,35	627,990	104,27
Ubatuba (Município) (355540)	31.401	30.687	2,86	2,85	2.229,920	24.846,71	708,110	126,74
Valinhos (Município) (355620)	42.032	40.143	3,02	3,01	6.464,940	50.855,79	148,540	855,83
Vargem Grande Paulista (Município) (355645)	15.700	15.704	3,29	3,29	2.171,850	42.006,98	42,490	1.216,83
Várzea Paulista (Município) (355650)	39.524	39.536	3,05	3,05	2.965,430	24.594,64	35,120	3.433,14
Vinhedo (Município) (355670)	24.224	23.532	3,19	3,18	9.673,770	125.132,88	81,600	947,36
Votorantim (Município) (355700)	39.974	38.543	3,04	3,03	3.225,780	26.586,62	183,520	661,14
Votuporanga (Município) (355710)	36.434	35.456	2,57	2,57	3.054,050	32.581,40	420,700	222,81
Adrianópolis (Município) (410020)	2.374	787	2,52	2,46	272,510	45.547,09	1.349,340	4,43
Agudos do Sul (Município) (410030)	3.099	1.077	2,99	2,94	213,500	23.033,28	192,260	48,21
Almirante Tamandaré (Município) (410040)	36.547	35.719	3,21	3,14	1.608,920	13.731,70	194,740	601,65
Apucarana (Município) (410140)	46.284	44.656	2,89	2,83	3.251,370	24.313,64	558,390	239,49
Arapongas (Município) (410150)	39.878	39.783	3,04	2,98	4.479,200	36.957,73	382,220	317,09
Araucária (Município) (410180)	42.659	40.200	3,31	3,25	17.112,640	121.014,37	469,240	301,36
Balsa Nova (Município) (410230)	4.237	2.612	3,02	2,98	718,930	56.223,69	348,930	36,65
Bocaiúva do Sul (Município) (410310)	3.903	1.853	3,27	3,21	206,240	16.169,36	826,340	15,44
Cambé (Município) (410370)	36.522	35.805	2,89	2,84	4.002,540	37.865,59	495,380	213,38
Campina Grande do Sul (Município) (410400)	13.938	11.716	3,08	3,02	1.632,920	38.081,18	539,250	79,52
Campo Largo (Município) (410420)	41.149	35.166	3,16	3,10	4.518,100	34.730,30	1.243,550	104,61
Campo Magro (Município) (410425)	8.912	7.122	3,24	3,19	441,120	15.271,58	275,350	104,90
Campo Mourão (Município) (410430)	33.922	32.837	2,78	2,72	4.080,710	43.314,12	757,880	124,31
Cascavel (Município) (410480)	110.165	106.651	2,95	2,87	12.767,540	39.348,18	2.100,830	154,45
Castro (Município) (410490)	23.867	17.840	2,98	2,93	2.940,390	41.326,08	2.531,500	28,11
Cerro Azul (Município) (410520)	6.230	1.864	2,85	2,70	330,160	18.626,92	1.341,190	13,22
Cianorte (Município) (410550)	27.036	24.598	3,01	2,95	2.772,310	34.060,76	811,670	100,28
Colombo (Município) (410580)	76.498	74.463	3,15	3,09	5.445,530	22.610,56	197,790	1.217,64
Contenda (Município) (410620)	5.635	3.311	3,25	3,22	417,520	22.783,03	299,040	61,28
Curitiba (Município) (410690)	696.789	696.789	2,75	2,75	90.882,490	47.404,13	435,040	4.406,96
Fazenda Rio Grande (Município) (410765)	28.557	27.029	3,44	3,38	2.626,760	26.703,38	116,680	843,07
Foz do Iguaçu (Município) (410830)	95.221	96.235	2,72	2,67	15.304,170	59.129,87	618,350	418,57
Francisco Beltrão (Município) (410840)	30.924	27.380	2,91	2,81	3.325,880	36.978,03	735,110	122,35
Guarapuava (Município) (410940)	60.906	56.835	2,96	2,90	6.377,590	35.365,44	3.178,650	56,73
Ibiporã (Município) (410980)	18.226	17.751	2,96	2,90	2.545,720	47.169,15	297,740	181,26
Irati (Município) (411070)	21.221	17.383	2,84	2,78	1.905,790	31.575,34	999,520	60,39
Itaperuçu (Município) (411125)	8.274	7.054	3,41	3,34	529,600	18.788,81	320,580	87,93
Lapa (Município) (411320)	16.961	10.456	2,82	2,78	1.713,230	35.760,17	2.093,860	22,88
Londrina (Município) (411370)	198.344	197.497	2,84	2,78	20.808,300	36.897,87	1.652,570	341,25
Mandirituba (Município) (411430)	8.082	2.686	3,27	3,28	639,350	24.207,86	379,180	69,65
Marechal Cândido Rondon (Município) (411460)	18.962	16.296	2,76	2,69	2.443,350	46.647,59	748,000	70,03
Maringá (Município) (411520)	140.526	140.739	2,97	2,91	19.326,280	46.344,88	487,050	856,19
Palmas (Município) (411760)	14.519	13.811	3,46	3,37	1.234,780	24.598,18	1.557,890	32,22
Paranaguá (Município) (411820)	48.810	47.804	3,15	3,10	10.192,550	66.329,22	826,670	185,88
Paranavaí (Município) (411840)	31.666	30.830	2,77	2,71	2.761,150	31.443,51	1.202,270	73,04
Pato Branco (Município) (411850)	28.161	26.980	2,91	2,86	4.000,280	48.847,60	539,090	151,91
Pinhais (Município) (411915)	42.784	43.599	3,06	3,00	6.106,550	46.690,12	60,870	2.148,70
Piraquara (Município) (411950)	31.462	16.772	3,53	3,25	1.352,730	12.181,05	227,040	489,13
Ponta Grossa (Município) (411990)	114.069	113.715	3,05	2,99	15.698,410	45.104,80	2.054,730	169,39
Prudentópolis (Município) (412060)	17.747	8.486	2,93	2,82	1.247,960	24.017,17	2.236,580	23,23
Quatro Barras (Município) (412080)	7.302	6.689	3,18	3,13	1.615,920	69.654,71	180,470	128,55
Quitandinha (Município) (412120)	6.311	1.876	2,99	2,88	408,650	21.652,70	447,020	42,22
Rio Branco do Sul (Município) (412220)	10.966	7.974	2,94	2,91	1.165,250	36.105,94	812,290	39,73
Rolândia (Município) (412240)	22.147	21.425	2,97	2,90	2.771,030	42.140,44	459,020	143,25
São José dos Pinhais (Município) (412550)	97.062	88.920	3,27	3,20	25.136,760	79.176,88	946,440	335,44
Sarandi (Município) (412625)	31.267	31.599	3,06	3,00	1.655,690	17.329,26	103,460	923,45
Telêmaco Borba (Município) (412710)	26.155	26.088	2,99	2,93	3.578,480	45.798,73	1.382,860	56,50
Tijucas do Sul (Município) (412760)	5.455	889	3,05	2,94	338,790	20.352,86	671,890	24,77
Toledo (Município) (412770)	46.939	43.694	2,95	2,88	6.422,910	46.350,68	1.197,000	115,77
Tunas do Paraná (Município) (412788)	2.160	987	3,94	3,85	114,890	13.501,90	668,480	12,73
Umuarama (Município) (412810)	40.386	38.323	2,74	2,68	3.535,750	31.971,74	1.234,540	89,58
União da Vitória (Município) (412820)	19.710	19.084	2,90	2,84	1.648,440	28.863,76	720,000	79,32
Doutor Ulysses (Município) (412863)	2.027	338	2,77	2,69	64,990	11.587,21	777,480	7,21
Águas Mornas (Município) (420060)	2.156	919	2,96	2,91	171,530	26.894,31	327,360	19,48
Alfredo Wagner (Município) (420070)	3.783	1.236	2,64	2,46	270,630	27.106,41	732,770	13,63
Angelina (Município) (420090)	2.076	474	2,34	2,19	116,890	24.051,83	500,040	9,72
Anitápolis (Município) (420110)	1.369	601	2,36	2,20	59,520	18.393,40	542,120	5,97
Antônio Carlos (Município) (420120)	2.897	951	2,90	2,78	684,190	81.345,06	233,570	36,01
Araranguá (Município) (420140)	25.265	21.172	2,67	2,63	1.912,060	28.294,16	303,300	222,81
Balneário Camboriú (Município) (420200)	50.130	50.769	2,77	2,73	5.787,150	41.714,60	46,240	3.000,00
Biguaçu (Município) (420230)	22.995	21.060	2,93	2,90	1.944,320	28.822,68	367,890	183,36
Blumenau (Município) (420240)	129.065	125.276	2,73	2,68	17.684,700	50.175,07	518,500	679,77
Brusque (Município) (420290)	42.364	41.562	3,11	3,06	6.648,410	50.480,28	283,220	465,02
Caçador (Município) (420300)	28.014	25.973	2,78	2,73	3.440,080	44.181,14	984,290	79,11
Camboriú (Município) (420320)	23.338	22.276	3,46	3,45	1.565,390	19.365,46	212,320	380,72
Canelinha (Município) (420370)	4.092	2.609	2,95	2,94	198,080	16.397,58	152,560	79,18
Canoinhas (Município) (420380)	20.715	15.870	2,62	2,55	1.774,900	32.675,55	1.140,390	47,63
Chapecó (Município) (420420)	74.987	70.371	2,89	2,82	10.013,370	46.218,24	626,060	346,06
Concórdia (Município) (420430)	29.346	24.241	2,53	2,44	3.492,750	47.131,84	799,450	92,70
Criciúma (Município) (420460)	78.538	78.657	2,71	2,67	8.013,380	37.617,43	235,700	903,78
Florianópolis (Município) (420540)	194.887	187.395	2,53	2,53	21.961,020	44.547,76	675,410	729,89
Garopaba (Município) (420570)	7.790	6.767	2,90	2,82	609,920	27.025,80	115,410	195,55
Gaspar (Município) (420590)	22.904	18.807	2,99	2,96	3.104,820	45.348,94	386,780	177,01
Governador Celso Ramos (Município) (420600)	5.252	5.010	2,73	2,70	330,090	23.029,82	117,190	122,31
Içara (Município) (420700)	23.608	22.008	2,35	2,31	2.436,770	43.841,82	228,930	242,79
Indaial (Município) (420750)	22.130	21.621	3,07	3,03	2.700,610	39.759,90	430,790	157,67
Itajaí (Município) (420820)	73.676	70.709	2,93	2,89	26.501,250	122.750,67	288,290	748,89
Itapema (Município) (420830)	19.171	18.958	3,30	3,25	1.952,150	30.864,01	57,800	1.094,23
Jaraguá do Sul (Município) (420890)	57.549	54.351	3,03	2,97	9.380,750	53.863,43	529,450	328,94
Joinville (Município) (420910)	204.825	200.816	2,85	2,81	32.103,460	55.052,38	1.126,110	517,84
Lages (Município) (420930)	62.842	62.452	2,51	2,48	5.322,310	33.740,41	2.631,500	59,94
Leoberto Leal (Município) (420980)	1.330	349	2,32	2,15	97,990	31.785,51	291,210	10,59
Mafra (Município) (421010)	21.127	16.759	2,65	2,61	2.044,130	36.491,25	1.404,030	39,90
Major Gercino (Município) (421020)	1.373	549	2,50	2,38	51,450	14.998,79	306,180	11,20
Navegantes (Município) (421130)	23.683	22.754	3,35	3,30	3.984,120	50.250,67	112,030	707,72
Nova Trento (Município) (421150)	4.882	3.740	2,93	2,87	617,010	43.111,50	402,890	35,52
Palhoça (Município) (421190)	54.809	54.673	3,07	3,03	5.724,660	34.022,91	395,130	425,83
Paulo Lopes (Município) (421230)	2.691	1.955	2,76	2,73	198,450	26.752,52	449,680	16,50
Rancho Queimado (Município) (421430)	1.197	593	2,40	2,27	122,620	42.753,72	286,290	10,02
Rio do Sul (Município) (421480)	25.441	24.003	2,76	2,71	2.836,060	40.457,35	260,970	268,61
Santo Amaro da Imperatriz (Município) (421570)	7.845	6.028	2,92	2,87	885,310	38.651,59	344,050	66,57
São Bento do Sul (Município) (421580)	30.353	29.301	2,75	2,72	3.335,090	39.904,84	501,630	166,61
São Bonifácio (Município) (421590)	1.244	293	2,30	2,23	74,500	26.030,53	460,360	6,22
São Francisco do Sul (Município) (421620)	17.281	16.344	2,99	2,94	4.320,040	83.597,02	498,650	103,63
São João Batista (Município) (421630)	10.374	9.378	3,49	3,47	937,290	25.860,48	200,580	180,69
São José (Município) (421660)	88.731	88.904	2,74	2,70	11.061,540	45.534,41	150,450	1.614,64
São Pedro de Alcântara (Município) (421725)	1.433	1.039	3,98	4,36	84,320	14.770,37	140,020	40,77
Tijucas (Município) (421800)	12.473	10.694	3,02	2,96	1.605,660	42.652,63	279,580	134,65
Tubarão (Município) (421870)	41.413	38.035	2,53	2,50	3.901,710	37.181,44	301,760	347,76
Videira (Município) (421930)	19.590	18.128	2,68	2,63	2.531,790	48.215,37	384,520	136,56
Xanxerê (Município) (421950)	17.520	16.004	2,87	2,79	1.776,640	35.314,51	377,760	133,18
Alegrete (Município) (430040)	30.596	27.716	2,42	2,40	2.279,230	30.728,62	7.803,950	9,50
Alvorada (Município) (430060)	70.937	72.389	2,95	2,89	2.817,440	13.466,87	71,310	2.933,81
Araricá (Município) (430087)	1.989	1.675	2,83	2,76	169,410	30.133,45	35,150	159,93
Arroio dos Ratos (Município) (430110)	5.427	5.232	2,60	2,57	272,850	19.319,88	425,930	33,16
Bagé (Município) (430160)	45.360	39.241	2,67	2,58	3.105,180	25.674,78	4.093,580	29,54
Bento Gonçalves (Município) (430210)	43.005	40.917	2,77	2,69	6.218,530	52.235,02	274,070	434,37
Cachoeira do Sul (Município) (430300)	34.621	30.092	2,38	2,35	2.455,770	29.749,95	3.735,160	22,10
Cachoeirinha (Município) (430310)	45.781	46.718	2,82	2,77	5.498,670	42.524,12	44,020	2.937,59
Camaquã (Município) (430350)	24.476	19.954	2,70	2,60	2.097,910	31.770,08	1.679,430	39,32
Campo Bom (Município) (430390)	23.573	23.097	2,81	2,73	3.253,710	49.182,34	60,510	1.093,31
Canguçu (Município) (430450)	20.725	8.562	2,70	2,41	1.161,320	20.785,67	3.525,290	15,85
Canoas (Município) (430460)	122.399	124.905	2,82	2,76	19.998,510	57.973,91	131,100	2.631,33
Capão da Canoa (Município) (430463)	16.092	16.318	3,23	3,17	1.496,010	28.767,15	97,100	535,57
Capela de Santana (Município) (430468)	4.601	2.839	2,57	2,48	211,390	17.899,30	183,070	64,51
Carazinho (Município) (430470)	23.753	23.820	2,61	2,55	3.139,030	50.671,19	665,090	93,14
Caxias do Sul (Município) (430510)	173.028	170.328	2,91	2,85	25.735,300	51.055,11	1.652,310	305,07
Charqueadas (Município) (430535)	11.898	11.888	3,39	3,31	1.784,440	44.277,79	216,510	186,14
Cruz Alta (Município) (430610)	25.079	24.704	2,42	2,37	4.118,060	67.850,73	1.360,290	44,62
Dois Irmãos (Município) (430640)	11.075	11.188	2,91	2,85	2.087,450	64.817,66	65,160	494,28
Eldorado do Sul (Município) (430676)	13.022	11.848	3,12	3,08	1.676,280	41.244,12	509,730	79,73
Erechim (Município) (430700)	38.983	37.699	2,69	2,63	5.157,970	49.095,98	430,670	243,94
Estância Velha (Município) (430760)	16.393	16.309	3,01	2,95	1.524,680	30.898,46	52,150	946,27
Esteio (Município) (430770)	31.102	31.704	2,67	2,62	3.315,420	39.886,67	27,680	3.003,36
Farroupilha (Município) (430790)	24.245	21.660	2,95	2,86	3.573,360	49.928,23	361,680	197,88
Glorinha (Município) (430905)	2.816	858	2,84	2,79	343,560	43.009,02	323,640	24,68
Gravataí (Município) (430920)	97.050	94.097	2,88	2,83	12.476,170	44.653,77	463,500	602,80
Guaíba (Município) (430930)	36.810	36.599	2,66	2,62	7.017,850	71.579,28	376,950	260,10
Ijuí (Município) (431020)	31.608	29.327	2,63	2,57	3.681,560	44.263,84	689,390	120,65
Ivoti (Município) (431080)	7.877	7.318	3,03	2,97	1.055,670	44.207,11	63,150	378,14
Lajeado (Município) (431140)	29.407	29.893	2,82	2,76	4.422,780	53.318,00	90,610	915,46
Montenegro (Município) (431240)	23.498	21.804	2,76	2,68	3.889,430	60.033,12	424,440	152,65
Nova Hartz (Município) (431306)	6.968	5.926	3,06	2,99	660,040	30.963,24	62,560	340,76
Nova Santa Rita (Município) (431337)	8.507	7.402	3,37	3,32	1.734,580	60.501,58	217,870	131,59
Novo Hamburgo (Município) (431340)	94.763	95.063	2,60	2,55	9.807,000	39.792,74	223,820	1.101,11
Parobé (Município) (431405)	19.813	19.085	2,91	2,85	1.279,750	22.194,81	108,760	530,17
Passo Fundo (Município) (431410)	72.818	72.523	2,77	2,71	9.536,990	47.267,34	783,420	257,55
Pelotas (Município) (431440)	134.256	128.826	2,54	2,47	9.221,880	26.992,33	1.610,080	212,19
Portão (Município) (431480)	11.938	10.010	3,06	2,98	1.258,840	34.479,45	159,900	228,33
Porto Alegre (Município) (431490)	607.181	607.181	2,44	2,44	80.436,360	54.381,93	496,680	2.977,96
Rio Grande (Município) (431560)	78.484	77.143	2,68	2,61	11.317,890	53.893,45	2.709,520	77,51
Santa Cruz do Sul (Município) (431680)	47.765	43.624	2,71	2,64	9.891,210	76.423,10	733,410	176,47
Santa Maria (Município) (431690)	103.041	100.031	2,72	2,67	8.127,600	28.974,87	1.781,760	157,43
Sant'Ana do Livramento (Município) (431710)	32.264	29.613	2,41	2,37	2.744,150	35.288,62	6.941,610	11,20
Santa Rosa (Município) (431720)	27.528	24.826	2,65	2,59	3.125,300	42.859,89	489,800	148,88
Santo Ângelo (Município) (431750)	30.331	29.078	2,56	2,51	2.762,480	35.589,78	680,500	114,06
Santo Antônio da Patrulha (Município) (431760)	16.249	11.606	2,62	2,60	1.329,310	31.169,38	1.049,810	40,62
São Borja (Município) (431800)	23.089	20.950	2,62	2,58	1.987,130	32.814,23	3.616,690	16,74
São Gabriel (Município) (431830)	23.764	21.459	2,61	2,57	1.920,370	30.943,32	5.023,820	12,35
São Jerônimo (Município) (431840)	8.682	6.880	2,77	2,70	607,020	25.210,62	936,380	25,71
São Leopoldo (Município) (431870)	83.879	85.299	2,80	2,74	9.388,020	39.958,02	102,740	2.286,86
Sapiranga (Município) (431990)	28.849	28.415	2,81	2,75	3.453,780	42.535,30	138,030	588,28
Sapucaia do Sul (Município) (432000)	50.360	51.198	2,79	2,73	3.536,760	25.206,57	58,310	2.406,34
Taquara (Município) (432120)	21.810	18.356	2,63	2,59	1.362,830	23.787,41	457,880	125,12
Tramandaí (Município) (432160)	16.272	16.180	3,12	3,06	1.071,970	21.118,48	144,410	351,50
Triunfo (Município) (432200)	10.168	6.683	2,87	2,86	9.265,340	317.230,15	818,800	35,67
Uruguaiana (Município) (432240)	44.152	42.088	2,88	2,83	2.889,990	22.741,67	5.703,590	22,28
Vacaria (Município) (432250)	23.370	22.277	2,82	2,76	2.353,330	35.739,87	2.124,580	30,99
Venâncio Aires (Município) (432260)	27.140	17.552	2,62	2,54	3.660,070	51.465,48	772,230	92,09
Viamão (Município) (432300)	88.967	84.826	2,86	2,81	3.903,750	15.362,97	1.497,090	169,73
Campo Grande (Município) (500270)	308.476	306.247	2,87	2,85	30.426,440	34.352,56	8.092,950	109,44
Corumbá (Município) (500320)	33.310	31.629	3,33	3,16	3.187,150	28.763,36	64.721,720	1,71
Dourados (Município) (500370)	73.146	72.164	3,02	2,83	8.864,020	40.115,04	4.086,240	54,08
Naviraí (Município) (500570)	17.700	17.444	3,05	2,86	1.918,860	35.500,90	3.193,550	16,93
Nova Andradina (Município) (500620)	17.540	15.798	3,05	2,88	2.185,210	40.832,00	4.776,000	11,21
Ponta Porã (Município) (500660)	26.897	22.798	3,39	3,18	3.193,170	35.058,18	5.330,450	17,09
Sidrolândia (Município) (500790)	15.871	10.917	3,53	3,39	2.258,650	40.274,83	5.286,410	10,61
Três Lagoas (Município) (500830)	38.355	38.648	3,11	2,95	12.039,240	100.776,30	10.206,950	11,70
Alta Floresta (Município) (510025)	19.110	17.002	2,70	2,64	1.520,670	29.461,78	8.953,190	5,76
Barão de Melgaço (Município) (510160)	2.810	1.273	3,05	3,03	95,340	11.134,06	11.174,470	0,77
Barra do Garças (Município) (510180)	22.377	21.417	2,71	2,55	1.978,700	32.619,05	9.079,290	6,68
Cáceres (Município) (510250)	31.892	28.269	2,94	2,89	1.976,960	21.057,92	24.593,030	3,82
Chapada dos Guimarães (Município) (510300)	6.991	4.396	2,80	2,76	774,620	39.545,78	6.611,790	2,96
Cuiabá (Município) (510340)	210.146	206.029	2,89	2,89	24.719,970	40.714,57	3.293,540	184,35
Jangada (Município) (510490)	2.555	1.035	3,27	3,09	186,620	22.307,13	1.015,310	8,24
Lucas do Rio Verde (Município) (510525)	17.349	16.676	3,66	3,54	4.764,910	75.143,22	3.675,220	17,25
Nossa Senhora do Livramento (Município) (510610)	4.486	1.624	2,95	2,98	305,040	23.055,00	4.934,710	2,68
Nova Brasilândia (Município) (510620)	1.827	1.456	2,15	2,15	70,780	18.018,51	3.278,860	1,20
Planalto da Serra (Município) (510645)	1.088	830	2,46	2,43	70,900	26.496,30	2.442,450	1,10
Poconé (Município) (510650)	11.221	8.143	2,92	2,92	562,930	17.179,38	17.164,000	1,91
Primavera do Leste (Município) (510704)	19.883	19.308	3,07	2,99	4.125,710	67.592,50	5.482,070	11,13
