Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Itupeva (Município) (352400)	14.068	12.292	3,39	3,37	3.873,900	81.244,45	200,820	237,44
Jaboticabal (Município) (352430)	24.038	23.379	3,01	3,00	2.814,100	38.919,92	706,600	102,33
Jacareí (Município) (352440)	67.917	66.977	3,15	3,15	10.691,620	49.908,82	464,270	461,42
Jaguariúna (Município) (352470)	14.347	13.948	3,24	3,24	5.822,030	125.116,15	141,390	329,11
Jandira (Município) (352500)	34.416	34.418	3,22	3,22	3.374,120	30.440,85	17,450	6.352,34
Jaú (Município) (352530)	43.317	42.134	3,09	3,08	4.497,770	33.590,52	687,100	194,88
Jundiaí (Município) (352590)	125.122	120.172	3,01	3,00	42.871,750	113.663,01	431,210	874,71
Juquitiba (Município) (352620)	9.332	7.108	3,12	3,17	494,190	16.993,71	522,170	55,69
Leme (Município) (352670)	29.586	28.991	3,16	3,16	2.932,490	31.391,43	402,870	231,88
Lençóis Paulista (Município) (352680)	19.218	18.754	3,25	3,25	2.697,820	43.239,14	809,540	77,07
Limeira (Município) (352690)	89.341	86.619	3,14	3,14	13.160,950	46.987,28	580,710	482,33
Lins (Município) (352710)	24.195	23.916	2,99	2,99	3.659,720	50.646,54	570,060	126,76
Lorena (Município) (352720)	26.535	25.826	3,14	3,13	2.177,720	26.166,91	414,160	200,95
Mairiporã (Município) (352850)	24.579	21.827	3,42	3,37	1.812,960	21.556,22	320,700	262,25
Marília (Município) (352900)	72.716	69.587	3,02	3,02	8.062,080	36.701,86	1.170,520	187,66
Matão (Município) (352930)	25.096	24.661	3,09	3,09	4.127,370	53.224,76	524,900	147,74
Mauá (Município) (352940)	132.603	132.614	3,21	3,21	12.987,700	30.547,15	61,910	6.867,64
Mirassol (Município) (353030)	18.479	18.039	2,96	2,95	1.753,060	32.096,71	243,230	224,55
Mococa (Município) (353050)	21.473	19.907	3,09	3,08	1.975,870	29.757,58	855,160	77,65
Mogi das Cruzes (Município) (353060)	123.146	114.089	3,22	3,20	15.574,480	39.283,07	712,540	556,41
Mogi Guaçu (Município) (353070)	44.240	42.128	3,15	3,14	6.193,120	44.487,28	812,750	171,28
Mogi Mirim (Município) (353080)	28.641	26.970	3,05	3,03	16.665,680	190.975,68	497,710	175,34
Mongaguá (Município) (353110)	15.444	15.364	3,11	3,11	805,960	16.796,51	143,210	335,07
Monte Alto (Município) (353130)	15.820	15.150	2,98	2,97	1.827,810	38.807,06	346,950	135,75
Monte Mor (Município) (353180)	15.306	14.391	3,31	3,31	3.664,590	72.277,08	240,570	210,76
Nova Odessa (Município) (353340)	16.746	16.476	3,14	3,14	2.773,540	52.701,86	73,790	713,22
Olímpia (Município) (353390)	16.910	15.978	2,99	2,99	1.953,540	38.584,56	802,560	63,09
Osasco (Município) (353440)	213.568	213.584	3,13	3,13	69.944,310	104.569,76	64,950	10.297,70
Ourinhos (Município) (353470)	34.694	33.895	3,01	3,00	3.147,010	30.138,00	295,820	352,99
Paulínia (Município) (353650)	25.699	25.678	3,38	3,38	11.822,930	136.208,91	138,780	625,46
Penápolis (Município) (353730)	20.004	19.143	2,95	2,95	1.620,850	27.427,36	711,320	83,08
Peruíbe (Município) (353760)	20.428	20.169	2,99	2,99	1.544,200	25.302,24	326,220	187,08
Piedade (Município) (353780)	16.323	7.555	3,21	3,16	1.021,330	19.473,52	746,870	70,22
Pindamonhangaba (Município) (353800)	45.538	43.855	3,30	3,30	7.189,090	47.875,58	730,000	205,70
Piracicaba (Município) (353870)	119.285	116.892	3,10	3,10	22.429,160	60.632,62	1.378,070	268,43
Pirapora do Bom Jesus (Município) (353910)	4.642	4.643	3,50	3,50	592,770	36.505,17	108,490	149,67
Pirassununga (Município) (353930)	23.886	21.958	2,97	2,96	2.659,250	37.523,44	727,120	97,47
Poá (Município) (353980)	32.347	31.853	3,33	3,32	5.436,040	50.541,52	17,260	6.230,07
Porto Feliz (Município) (354060)	15.400	13.025	3,21	3,19	1.578,340	31.947,55	556,710	88,74
Porto Ferreira (Município) (354070)	16.796	16.489	3,10	3,10	1.964,910	37.787,45	244,910	212,32
Praia Grande (Município) (354100)	88.352	88.359	3,08	3,08	6.025,570	22.121,10	149,250	1.825,02
Presidente Prudente (Município) (354140)	71.786	70.750	2,93	2,91	7.832,040	37.225,76	560,640	375,27
Registro (Município) (354260)	17.459	15.555	3,11	3,10	1.687,110	31.048,42	722,200	75,24
Ribeirão Pires (Município) (354330)	35.802	35.804	3,19	3,19	3.091,210	27.030,29	99,080	1.154,29
Ribeirão Preto (Município) (354340)	206.766	206.225	3,00	3,00	30.535,440	49.270,90	650,920	952,11
Rio Claro (Município) (354390)	63.190	61.836	2,99	2,98	10.121,660	53.560,30	498,420	379,15
Rio Grande da Serra (Município) (354410)	13.968	13.969	3,22	3,22	631,530	14.029,70	36,340	1.238,66
Salesópolis (Município) (354500)	4.957	3.145	3,19	3,20	203,860	12.879,39	425,000	37,24
Salto (Município) (354520)	33.718	33.498	3,18	3,18	6.127,560	57.063,15	133,060	807,04
Santa Bárbara d'Oeste (Município) (354580)	58.096	57.682	3,12	3,12	6.096,310	33.586,84	271,030	669,70
Santa Isabel (Município) (354680)	16.191	12.697	3,18	3,18	1.639,030	31.846,25	363,330	141,65
Santana de Parnaíba (Município) (354730)	33.441	33.443	3,41	3,41	8.678,560	76.164,50	179,950	633,21
Santo André (Município) (354780)	228.075	228.093	2,98	2,98	33.314,000	48.955,47	175,780	3.871,25
Santos (Município) (354850)	153.079	152.987	2,74	2,74	23.543,530	56.107,58	281,030	1.493,11
São Bernardo do Campo (Município) (354870)	253.063	249.203	3,06	3,06	63.295,100	81.683,11	409,530	1.892,13
São Caetano do Sul (Município) (354880)	53.415	53.419	2,82	2,82	21.090,500	140.007,85	15,330	9.825,71
São Carlos (Município) (354890)	75.853	72.943	2,98	2,98	11.410,720	50.418,07	1.136,910	199,07
São João da Boa Vista (Município) (354910)	29.175	28.109	2,90	2,89	2.964,090	35.043,17	516,400	163,80
São Joaquim da Barra (Município) (354940)	15.272	14.986	3,09	3,10	1.599,040	33.837,84	410,860	115,02
São José do Rio Pardo (Município) (354970)	16.806	15.033	3,10	3,07	1.914,680	36.696,53	419,680	124,32
São José do Rio Preto (Município) (354980)	145.188	137.546	2,86	2,84	17.415,710	41.887,94	431,940	962,55
São José dos Campos (Município) (354990)	200.464	196.391	3,21	3,21	37.144,860	57.713,93	1.099,410	585,41
São Lourenço da Serra (Município) (354995)	4.550	4.138	3,13	3,13	256,400	18.004,58	186,460	76,38
São Paulo (Município) (355030)	3.758.652	3.725.103	3,03	3,03	752.932,210	66.182,04	1.521,110	7.479,20
São Roque (Município) (355060)	25.130	23.047	3,21	3,17	2.525,260	31.307,03	306,910	262,82
São Sebastião (Município) (355070)	25.029	24.765	3,05	3,05	6.357,970	83.280,49	402,400	189,72
São Vicente (Município) (355100)	107.622	107.412	3,13	3,13	5.511,260	16.363,15	148,100	2.274,20
Sertãozinho (Município) (355170)	35.058	34.673	3,21	3,20	5.860,600	52.140,12	403,090	278,85
Sorocaba (Município) (355220)	189.134	187.285	3,18	3,17	36.285,480	60.406,13	450,380	1.333,74
Sumaré (Município) (355240)	77.747	76.863	3,17	3,17	15.621,990	63.440,32	153,470	1.604,58
Suzano (Município) (355250)	79.089	76.351	3,38	3,38	10.825,860	40.457,94	206,240	1.297,46
Taboão da Serra (Município) (355280)	76.486	76.492	3,29	3,29	8.990,960	35.733,98	20,390	12.340,98
Taquaritinga (Município) (355370)	18.439	17.524	2,94	2,94	1.314,370	24.215,08	594,340	91,33
Tatuí (Município) (355400)	34.397	32.722	3,18	3,19	4.174,460	38.149,06	523,750	208,93
Taubaté (Município) (355410)	88.704	86.816	3,20	3,20	19.301,550	67.987,38	625,000	454,24
Tupã (Município) (355500)	22.048	21.199	2,88	2,88	1.860,490	29.299,95	627,990	101,11
Ubatuba (Município) (355540)	26.572	25.960	3,03	3,03	1.674,040	20.768,71	708,110	113,83
Valinhos (Município) (355620)	35.568	33.960	3,10	3,09	6.316,830	57.222,86	148,540	743,18
Vargem Grande Paulista (Município) (355645)	13.285	13.285	3,35	3,35	1.785,260	40.068,74	42,490	1.048,62
Várzea Paulista (Município) (355650)	33.445	33.447	3,27	3,27	2.996,420	27.427,95	35,120	3.110,68
Vinhedo (Município) (355670)	20.497	19.907	3,22	3,22	8.019,540	121.348,26	81,600	809,85
Votorantim (Município) (355700)	33.826	32.606	3,27	3,27	3.468,320	31.315,25	183,520	603,51
Votuporanga (Município) (355710)	30.830	29.995	2,79	2,79	2.724,110	31.653,94	420,700	204,56
Adrianópolis (Município) (410020)	2.069	676	3,04	3,00	117,670	18.734,06	1.349,340	4,65
Agudos do Sul (Município) (410030)	2.700	925	3,12	3,11	134,600	15.968,54	192,260	43,84
Almirante Tamandaré (Município) (410040)	31.844	30.684	3,31	3,29	1.311,780	12.438,92	194,740	541,52
Apucarana (Município) (410140)	40.328	38.363	3,05	3,02	2.989,000	24.321,36	558,390	220,09
Arapongas (Município) (410150)	34.746	34.176	3,08	3,06	4.953,370	46.302,71	382,220	279,89
Araucária (Município) (410180)	37.170	34.536	3,31	3,29	7.994,210	65.058,10	469,240	261,87
Balsa Nova (Município) (410230)	3.691	2.243	3,13	3,13	712,810	61.774,41	348,930	33,07
Bocaiúva do Sul (Município) (410310)	3.399	1.592	3,32	3,31	188,960	16.751,33	826,340	13,65
Cambé (Município) (410370)	31.822	30.758	3,08	3,06	3.609,260	36.820,20	495,380	197,88
Campina Grande do Sul (Município) (410400)	12.145	10.065	3,24	3,23	1.242,980	31.544,46	539,250	73,07
Campo Largo (Município) (410420)	35.853	30.210	3,22	3,20	3.618,720	31.375,45	1.243,550	92,75
Campo Magro (Município) (410425)	7.765	6.118	3,29	3,28	355,550	13.935,88	275,350	92,66
Campo Mourão (Município) (410430)	29.558	28.210	2,98	2,96	3.179,040	36.039,81	757,880	116,39
Cascavel (Município) (410480)	95.989	91.622	3,05	3,01	10.078,160	34.470,34	2.100,830	139,17
Castro (Município) (410490)	20.796	15.326	3,25	3,24	2.379,640	35.195,08	2.531,500	26,71
Cerro Azul (Município) (410520)	5.429	1.602	3,14	3,02	240,270	14.110,84	1.341,190	12,70
Cianorte (Município) (410550)	23.556	21.130	3,05	3,03	2.306,650	32.101,45	811,670	88,53
Colombo (Município) (410580)	66.654	63.970	3,26	3,24	4.562,080	20.980,58	197,790	1.099,35
Contenda (Município) (410620)	4.910	2.843	3,32	3,33	269,220	16.524,42	299,040	54,48
Curitiba (Município) (410690)	604.400	604.400	2,94	2,94	98.696,720	55.548,68	435,040	4.084,17
Fazenda Rio Grande (Município) (410765)	24.883	23.220	3,40	3,38	1.352,970	16.008,88	116,680	724,34
Foz do Iguaçu (Município) (410830)	82.968	82.672	3,08	3,07	11.484,210	44.909,66	618,350	413,55
Francisco Beltrão (Município) (410840)	26.945	23.522	3,00	2,93	2.431,640	30.121,71	735,110	109,82
Guarapuava (Município) (410940)	53.070	48.825	3,19	3,17	4.806,280	28.397,17	3.178,650	53,25
Ibiporã (Município) (410980)	15.881	15.249	3,09	3,07	2.180,290	44.395,09	297,740	164,94
Irati (Município) (411070)	18.490	14.932	3,07	3,04	1.506,940	26.535,23	999,520	56,82
Itaperuçu (Município) (411125)	7.210	6.061	3,41	3,39	552,050	22.465,73	320,580	76,65
Lapa (Município) (411320)	14.779	8.984	3,07	3,06	1.378,160	30.400,09	2.093,860	21,65
Londrina (Município) (411370)	172.821	169.665	2,98	2,96	20.635,680	40.014,34	1.652,570	312,06
Mandirituba (Município) (411430)	7.043	2.308	3,26	3,31	611,020	26.650,50	379,180	60,46
Marechal Cândido Rondon (Município) (411460)	16.521	14.000	2,89	2,85	1.742,300	36.528,44	748,000	63,77
Maringá (Município) (411520)	122.443	120.906	3,00	2,98	15.914,810	43.316,22	487,050	754,35
Palmas (Município) (411760)	12.649	11.865	3,49	3,45	860,070	19.499,62	1.557,890	28,31
Paranaguá (Município) (411820)	42.528	41.067	3,35	3,34	7.459,850	52.367,47	826,670	172,32
Paranavaí (Município) (411840)	27.591	26.486	2,99	2,97	2.069,860	25.097,69	1.202,270	68,60
Pato Branco (Município) (411850)	24.537	23.178	3,01	3,00	3.025,610	40.941,43	539,090	137,09
Pinhais (Município) (411915)	37.279	37.455	3,20	3,19	6.293,570	52.719,27	60,870	1.961,24
Piraquara (Município) (411950)	27.413	14.408	3,50	3,27	1.304,570	13.586,06	227,040	422,93
Ponta Grossa (Município) (411990)	99.390	97.689	3,19	3,18	12.502,080	39.396,62	2.054,730	154,44
Prudentópolis (Município) (412060)	15.463	7.289	3,18	3,10	913,670	18.589,39	2.236,580	21,98
Quatro Barras (Município) (412080)	6.362	5.747	3,21	3,21	1.234,140	60.470,33	180,470	113,09
Quitandinha (Município) (412120)	5.498	1.612	3,16	3,08	283,120	16.304,73	447,020	38,84
Rio Branco do Sul (Município) (412220)	9.555	6.850	3,23	3,24	1.327,300	43.027,11	812,290	37,98
Rolândia (Município) (412240)	19.297	18.406	3,06	3,04	2.264,350	38.288,54	459,020	128,84
São José dos Pinhais (Município) (412550)	84.572	76.389	3,23	3,21	31.118,450	113.880,64	946,440	288,72
Sarandi (Município) (412625)	27.243	27.146	3,10	3,09	1.349,380	15.955,22	103,460	817,42
Telêmaco Borba (Município) (412710)	22.789	22.412	3,12	3,11	2.814,350	39.540,65	1.382,860	51,47
Tijucas do Sul (Município) (412760)	4.753	763	3,13	3,07	395,760	26.594,87	671,890	22,15
Toledo (Município) (412770)	40.899	37.538	3,00	2,96	4.583,500	37.415,68	1.197,000	102,34
Tunas do Paraná (Município) (412788)	1.881	848	3,54	3,50	114,800	17.247,41	668,480	9,96
Umuarama (Município) (412810)	35.189	32.922	2,90	2,88	3.025,510	29.608,43	1.234,540	82,77
União da Vitória (Município) (412820)	17.174	16.395	3,11	3,09	1.196,680	22.421,46	720,000	74,13
Doutor Ulysses (Município) (412863)	1.766	291	3,22	3,17	76,920	13.528,21	777,480	7,31
Águas Mornas (Município) (420060)	1.798	759	3,16	3,14	171,990	30.253,29	327,360	17,37
Alfredo Wagner (Município) (420070)	3.155	1.021	3,01	2,83	190,600	20.076,09	732,770	12,96
Angelina (Município) (420090)	1.731	391	2,99	2,83	115,610	22.358,29	500,040	10,34
Anitápolis (Município) (420110)	1.142	496	2,81	2,65	54,830	17.074,77	542,120	5,92
Antônio Carlos (Município) (420120)	2.416	786	3,15	3,04	452,730	59.468,02	233,570	32,59
Araranguá (Município) (420140)	21.067	17.487	2,96	2,94	1.752,910	28.132,92	303,300	205,43
Balneário Camboriú (Município) (420200)	41.802	41.934	2,71	2,70	4.677,700	41.279,06	46,240	2.450,46
Biguaçu (Município) (420230)	19.175	17.395	3,12	3,11	1.870,440	31.311,78	367,890	162,37
Blumenau (Município) (420240)	107.624	103.473	2,94	2,91	16.908,750	53.485,17	518,500	609,72
Brusque (Município) (420290)	35.326	34.327	3,11	3,10	5.501,420	50.035,69	283,220	388,21
Caçador (Município) (420300)	23.360	21.453	3,08	3,05	2.664,070	37.059,68	984,290	73,03
Camboriú (Município) (420320)	19.461	18.398	3,37	3,38	1.086,330	16.580,20	212,320	308,59
Canelinha (Município) (420370)	3.413	2.155	3,18	3,19	201,150	18.547,33	152,560	71,09
Canoinhas (Município) (420380)	17.274	13.109	3,06	3,01	1.700,540	32.123,91	1.140,390	46,42
Chapecó (Município) (420420)	62.530	58.124	3,02	2,98	8.214,310	43.450,02	626,060	301,97
Concórdia (Município) (420430)	24.472	20.024	2,84	2,77	2.631,210	37.879,86	799,450	86,89
Criciúma (Município) (420460)	65.491	64.967	2,99	2,97	7.008,910	35.830,32	235,700	829,92
Florianópolis (Município) (420540)	158.258	152.462	2,74	2,73	19.486,560	44.987,18	675,410	641,33
Garopaba (Município) (420570)	6.496	5.589	2,91	2,85	423,370	22.412,32	115,410	163,68
Gaspar (Município) (420590)	19.099	15.535	3,13	3,12	2.350,390	39.351,56	386,780	154,43
Governador Celso Ramos (Município) (420600)	4.379	4.139	3,02	3,01	222,230	16.821,27	117,190	112,74
Içara (Município) (420700)	19.686	18.177	2,50	2,48	1.887,520	38.334,59	228,930	215,08
Indaial (Município) (420750)	18.454	17.859	3,09	3,08	2.517,310	44.110,65	430,790	132,47
Itajaí (Município) (420820)	61.436	58.403	3,07	3,06	18.970,250	100.482,80	288,290	654,87
Itapema (Município) (420830)	15.986	15.659	3,05	3,04	1.503,850	30.812,11	57,800	844,37
Jaraguá do Sul (Município) (420890)	47.989	44.892	3,09	3,07	9.563,950	64.467,50	529,450	280,20
Joinville (Município) (420910)	170.797	165.866	3,08	3,07	28.605,210	54.347,60	1.126,110	467,40
Lages (Município) (420930)	52.402	51.584	2,99	2,98	5.705,870	36.435,04	2.631,500	59,51
Leoberto Leal (Município) (420980)	1.110	288	2,98	2,80	89,860	27.154,88	291,210	11,36
Mafra (Município) (421010)	17.618	13.842	3,03	3,01	1.668,460	31.267,44	1.404,030	38,01
Major Gercino (Município) (421020)	1.145	453	2,88	2,77	59,380	17.994,13	306,180	10,78
Navegantes (Município) (421130)	19.749	18.793	3,23	3,22	3.234,250	50.722,24	112,030	569,17
Nova Trento (Município) (421150)	4.071	3.089	3,08	3,04	454,770	36.253,65	402,890	31,13
Palhoça (Município) (421190)	45.703	45.158	3,12	3,11	5.375,090	37.704,59	395,130	360,78
Paulo Lopes (Município) (421230)	2.244	1.615	3,03	3,04	221,670	32.560,17	449,680	15,14
Rancho Queimado (Município) (421430)	996	490	2,78	2,65	84,460	30.544,38	286,290	9,66
Rio do Sul (Município) (421480)	21.215	19.826	2,95	2,93	2.723,810	43.471,05	260,970	240,10
Santo Amaro da Imperatriz (Município) (421570)	6.542	4.980	3,11	3,08	697,140	34.287,87	344,050	59,10
São Bento do Sul (Município) (421580)	25.311	24.202	3,01	3,00	3.488,760	45.775,24	501,630	151,93
São Bonifácio (Município) (421590)	1.037	242	2,87	2,80	53,850	18.087,88	460,360	6,47
São Francisco do Sul (Município) (421620)	14.410	13.499	3,06	3,03	4.041,290	91.714,03	498,650	88,37
São João Batista (Município) (421630)	8.651	7.746	3,23	3,24	670,120	23.948,10	200,580	139,50
São José (Município) (421660)	73.989	73.432	2,91	2,90	9.069,700	42.130,18	150,450	1.430,87
São Pedro de Alcântara (Município) (421725)	1.195	856	4,08	4,51	69,340	14.226,52	140,020	34,81
Tijucas (Município) (421800)	10.400	8.833	3,09	3,05	1.334,170	41.579,91	279,580	114,77
Tubarão (Município) (421870)	34.533	31.416	2,85	2,84	3.496,620	35.530,46	301,760	326,13
Videira (Município) (421930)	16.335	14.972	2,94	2,92	2.177,140	45.296,65	384,520	125,00
Xanxerê (Município) (421950)	14.609	13.219	3,09	3,03	1.841,920	40.804,52	377,760	119,49
Alegrete (Município) (430040)	27.072	24.155	2,83	2,84	1.811,270	23.632,26	7.803,950	9,82
Alvorada (Município) (430060)	62.767	63.086	3,15	3,13	2.440,340	12.359,87	71,310	2.768,73
Araricá (Município) (430087)	1.760	1.460	2,84	2,81	140,450	28.146,09	35,150	141,95
Arroio dos Ratos (Município) (430110)	4.802	4.559	2,84	2,85	195,460	14.322,60	425,930	32,04
Bagé (Município) (430160)	40.136	34.200	2,92	2,87	2.314,980	19.770,91	4.093,580	28,60
Bento Gonçalves (Município) (430210)	38.052	35.659	2,81	2,77	6.032,590	56.339,88	274,070	390,68
Cachoeira do Sul (Município) (430300)	30.634	26.225	2,72	2,71	2.105,760	25.304,39	3.735,160	22,28
Cachoeirinha (Município) (430310)	40.509	40.715	2,96	2,94	7.306,630	60.941,36	44,020	2.723,79
Camaquã (Município) (430350)	21.658	17.390	2,91	2,85	1.795,950	28.451,10	1.679,430	37,59
Campo Bom (Município) (430390)	20.857	20.128	2,92	2,89	2.606,440	42.736,22	60,510	1.007,92
Canguçu (Município) (430450)	18.337	7.462	2,92	2,65	798,290	14.912,09	3.525,290	15,19
Canoas (Município) (430460)	108.303	108.853	3,01	3,00	13.685,490	41.915,09	131,100	2.490,58
Capão da Canoa (Município) (430463)	14.239	14.222	3,07	3,06	1.211,630	27.673,61	97,100	450,91
Capela de Santana (Município) (430468)	4.071	2.475	2,91	2,85	163,780	13.820,27	183,070	64,74
Carazinho (Município) (430470)	21.018	20.758	2,83	2,82	2.057,600	34.541,53	665,090	89,57
Caxias do Sul (Município) (430510)	153.102	148.440	2,92	2,90	28.154,750	62.998,57	1.652,310	270,48
Charqueadas (Município) (430535)	10.528	10.361	3,43	3,41	1.398,240	38.700,21	216,510	166,87
Cruz Alta (Município) (430610)	22.191	21.529	2,80	2,78	2.573,010	41.407,96	1.360,290	45,68
Dois Irmãos (Município) (430640)	9.799	9.750	2,89	2,88	1.687,980	59.544,98	65,160	435,08
Eldorado do Sul (Município) (430676)	11.523	10.326	3,07	3,08	1.102,610	31.136,65	509,730	69,47
Erechim (Município) (430700)	34.494	32.854	2,82	2,79	4.475,390	45.946,71	430,670	226,17
Estância Velha (Município) (430760)	14.505	14.213	3,01	3,00	1.400,560	32.050,91	52,150	837,98
Esteio (Município) (430770)	27.519	27.629	2,94	2,92	3.418,910	42.280,83	27,680	2.921,74
Farroupilha (Município) (430790)	21.453	18.876	3,02	2,97	2.973,630	45.823,57	361,680	179,42
Glorinha (Município) (430905)	2.492	748	2,84	2,84	501,070	70.832,40	323,640	21,86
Gravataí (Município) (430920)	85.873	82.004	3,02	3,01	11.753,800	45.357,30	463,500	559,09
Guaíba (Município) (430930)	32.571	31.896	2,93	2,92	5.032,700	52.786,85	376,950	252,93
Ijuí (Município) (431020)	27.968	25.558	2,84	2,82	3.298,760	41.548,19	689,390	115,17
Ivoti (Município) (431080)	6.968	6.378	2,95	2,93	898,100	43.677,50	63,150	325,60
Lajeado (Município) (431140)	26.020	26.053	2,81	2,80	3.961,000	54.111,32	90,610	807,86
Montenegro (Município) (431240)	20.793	19.002	2,90	2,86	2.953,940	49.072,04	424,440	141,83
Nova Hartz (Município) (431306)	6.165	5.165	3,06	3,04	1.015,170	53.880,83	62,560	301,18
Nova Santa Rita (Município) (431337)	7.527	6.450	3,16	3,16	1.090,530	45.882,31	217,870	109,09
Novo Hamburgo (Município) (431340)	83.851	82.847	2,85	2,84	9.112,200	38.069,81	223,820	1.069,40
Parobé (Município) (431405)	17.531	16.631	3,00	2,98	1.235,860	23.532,07	108,760	482,89
Passo Fundo (Município) (431410)	64.432	63.203	2,91	2,89	8.314,480	44.391,72	783,420	239,08
Pelotas (Município) (431440)	118.795	112.271	2,77	2,74	8.015,080	24.329,77	1.610,080	204,61
Portão (Município) (431480)	10.563	8.723	3,02	2,99	1.173,020	36.811,11	159,900	199,29
Porto Alegre (Município) (431490)	532.018	532.018	2,66	2,66	75.736,310	53.459,14	496,680	2.852,36
Rio Grande (Município) (431560)	69.446	67.230	2,86	2,84	9.027,130	45.398,50	2.709,520	73,39
Santa Cruz do Sul (Município) (431680)	42.263	38.018	2,84	2,80	7.609,240	63.411,93	733,410	163,62
Santa Maria (Município) (431690)	91.174	87.177	2,89	2,88	7.043,430	26.713,88	1.781,760	147,98
Sant'Ana do Livramento (Município) (431710)	28.549	25.808	2,84	2,84	1.558,590	19.194,98	6.941,610	11,70
Santa Rosa (Município) (431720)	24.358	21.636	2,84	2,81	2.912,020	42.125,67	489,800	141,13
Santo Ângelo (Município) (431750)	26.838	25.342	2,84	2,83	1.987,390	26.079,46	680,500	111,98
Santo Antônio da Patrulha (Município) (431760)	14.378	10.114	2,79	2,81	1.009,520	25.183,95	1.049,810	38,18
São Borja (Município) (431800)	20.430	18.258	3,00	3,00	1.669,740	27.288,18	3.616,690	16,92
São Gabriel (Município) (431830)	21.027	18.701	2,88	2,88	1.321,290	21.847,41	5.023,820	12,04
São Jerônimo (Município) (431840)	7.682	5.996	2,92	2,88	555,520	24.784,49	936,380	23,94
São Leopoldo (Município) (431870)	74.219	74.337	2,93	2,91	7.438,170	34.247,46	102,740	2.114,01
Sapiranga (Município) (431990)	25.526	24.764	2,97	2,95	2.733,710	36.035,83	138,030	549,61
Sapucaia do Sul (Município) (432000)	44.560	44.619	2,97	2,95	3.644,980	27.572,36	58,310	2.267,18
Taquara (Município) (432120)	19.298	15.997	2,85	2,84	1.291,700	23.520,60	457,880	119,94
Tramandaí (Município) (432160)	14.398	14.101	3,00	2,99	870,560	20.162,22	144,410	299,00
Triunfo (Município) (432200)	8.998	5.825	2,93	2,96	7.815,220	296.694,09	818,800	32,17
Uruguaiana (Município) (432240)	39.068	36.680	3,20	3,20	2.520,580	20.130,99	5.703,590	21,95
Vacaria (Município) (432250)	20.678	19.415	3,00	2,98	1.938,890	31.299,23	2.124,580	29,16
Venâncio Aires (Município) (432260)	24.014	15.296	2,78	2,74	2.854,070	42.816,55	772,230	86,32
Viamão (Município) (432300)	78.721	73.926	3,06	3,07	3.489,730	14.468,81	1.497,090	161,11
Campo Grande (Município) (500270)	264.014	260.852	3,05	3,05	26.768,260	33.236,10	8.092,950	99,52
Corumbá (Município) (500320)	29.083	26.397	3,61	3,58	3.418,320	32.582,77	64.721,720	1,62
Dourados (Município) (500370)	63.861	60.228	3,14	3,08	7.641,030	38.066,41	4.086,240	49,12
Naviraí (Município) (500570)	15.453	14.559	3,10	3,04	1.546,380	32.284,29	3.193,550	15,00
Nova Andradina (Município) (500620)	15.314	13.185	3,08	3,04	1.727,200	36.650,68	4.776,000	9,87
Ponta Porã (Município) (500660)	23.483	19.027	3,43	3,37	2.136,800	26.566,18	5.330,450	15,09
Sidrolândia (Município) (500790)	13.857	9.112	3,24	3,25	1.523,930	33.903,54	5.286,410	8,50
Três Lagoas (Município) (500830)	33.486	32.256	3,14	3,11	7.056,680	67.063,38	10.206,950	10,31
Alta Floresta (Município) (510025)	16.101	14.071	3,07	3,06	1.109,940	22.425,83	8.953,190	5,53
Barão de Melgaço (Município) (510160)	2.366	1.053	3,20	3,24	86,790	11.452,52	11.174,470	0,68
Barra do Garças (Município) (510180)	18.854	17.725	3,04	2,91	1.544,640	26.987,66	9.079,290	6,30
Cáceres (Município) (510250)	26.872	23.395	3,31	3,31	1.559,620	17.544,17	24.593,030	3,61
Chapada dos Guimarães (Município) (510300)	5.890	3.639	3,08	3,09	290,400	16.015,03	6.611,790	2,74
Cuiabá (Município) (510340)	176.043	172.657	3,19	3,19	22.295,110	39.718,44	3.293,540	170,43
Jangada (Município) (510490)	2.153	858	3,61	3,47	228,280	29.337,94	1.015,310	7,66
Lucas do Rio Verde (Município) (510525)	14.619	13.801	3,39	3,34	2.992,000	60.421,21	3.675,220	13,47
Nossa Senhora do Livramento (Município) (510610)	3.780	1.345	3,06	3,14	142,630	12.348,80	4.934,710	2,34
Nova Brasilândia (Município) (510620)	1.539	1.205	2,86	2,92	59,870	13.589,16	3.278,860	1,34
Planalto da Serra (Município) (510645)	916	687	2,95	2,97	60,120	22.242,90	2.442,450	1,11
Poconé (Município) (510650)	9.454	6.739	3,38	3,44	412,060	12.904,73	17.164,000	1,86
Primavera do Leste (Município) (510704)	16.754	15.980	3,22	3,19	3.283,710	60.911,02	5.482,070	9,83
Rondonópolis (Município) (510760)	65.298	63.267	3,10	3,08	7.721,480	38.166,78	4.686,620	43,17
