Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Penápolis (Município) (353730)	269,44	262,01	3.324.781,05	0,00	0,00	3.324.781,05	53,27
Peruíbe (Município) (353760)	528,36	470,00	3.815.594,80	0,00	0,00	3.815.594,80	57,89
Piedade (Município) (353780)	167,14	59,55	1.219.160,96	0,00	0,00	1.219.160,96	22,20
Pindamonhangaba (Município) (353800)	577,64	433,03	7.780.431,13	0,00	0,00	7.780.431,13	47,93
Piracicaba (Município) (353870)	1.647,94	1.389,50	67.522.705,95	0,00	0,00	67.522.705,95	171,20
Pirapora do Bom Jesus (Município) (353910)	74,73	38,22	3.356.581,28	0,00	0,00	3.356.581,28	187,38
Pirassununga (Município) (353930)	510,00	365,00	379.715,31	0,00	0,00	379.715,31	5,06
Poá (Município) (353980)	293,03	251,27	6.057.648,24	0,00	0,00	6.057.648,24	52,84
Porto Feliz (Município) (354060)	202,95	150,11	369.876,26	0,00	0,00	369.876,26	7,08
Porto Ferreira (Município) (354070)	307,70	300,20	2.393.310,09	0,00	0,00	2.393.310,09	43,44
Praia Grande (Município) (354100)	976,20	613,82	78.425.047,23	0,00	0,00	78.425.047,23	257,38
Presidente Prudente (Município) (354140)	989,33	819,18	11.894.773,66	0,00	0,00	11.894.773,66	53,16
Registro (Município) (354260)	209,51	204,57	2.726.960,06	0,00	0,00	2.726.960,06	48,39
Ribeirão Pires (Município) (354330)	548,69	335,36	3.188.944,81	0,00	0,00	3.188.944,81	26,33
Ribeirão Preto (Município) (354340)	1.876,10	1.848,78	71.527.903,17	0,00	0,00	71.527.903,17	106,06
Rio Claro (Município) (354390)	921,94	736,84	0,00	0,00	0,00	0,00	0,00
Rio Grande da Serra (Município) (354410)	153,95	72,70	29.302.781,93	0,00	0,00	29.302.781,93	599,72
Salesópolis (Município) (354500)	60,57	46,72	1.196.930,45	0,00	0,00	1.196.930,45	71,26
Salto (Município) (354520)	540,00	454,00	7.223.538,20	0,00	1.749.211,55	8.972.749,74	77,89
Santa Bárbara d'Oeste (Município) (354580)	777,46	678,02	6.987.053,92	0,00	0,00	6.987.053,92	36,58
Santa Isabel (Município) (354680)	113,49	78,48	3.287.361,23	0,00	0,00	3.287.361,23	59,26
Santana de Parnaíba (Município) (354730)	595,08	235,42	21.507.589,78	0,00	0,00	21.507.589,78	166,39
Santo André (Município) (354780)	1.886,75	1.250,59	12.493.293,93	0,00	0,00	12.493.293,93	17,53
Santos (Município) (354850)	1.398,27	541,22	11.175.899,48	0,00	0,00	11.175.899,48	25,73
São Bernardo do Campo (Município) (354870)	1.965,71	1.216,04	62.487.501,38	0,00	0,00	62.487.501,38	76,00
São Caetano do Sul (Município) (354880)	453,55	325,86	10.558.232,13	0,00	0,00	10.558.232,13	66,48
São Carlos (Município) (354890)	999,71	973,13	718.337,92	0,00	6.635,95	724.973,87	2,97
São João da Boa Vista (Município) (354910)	395,78	361,07	4.089.386,02	0,00	0,00	4.089.386,02	45,66
São Joaquim da Barra (Município) (354940)	168,00	178,00	0,00	0,00	0,00	0,00	0,00
São José do Rio Pardo (Município) (354970)	260,00	180,00	17.083,10	0,00	0,00	17.083,10	0,31
São José do Rio Preto (Município) (354980)	1.940,00	1.832,00	23.958.029,07	0,00	0,00	23.958.029,07	53,64
São José dos Campos (Município) (354990)	1.289,75	896,49	36.777.766,40	0,00	0,00	36.777.766,40	52,84
São Lourenço da Serra (Município) (354995)	32,14	34,25	265.229,21	0,00	0,00	265.229,21	17,31
São Paulo (Município) (355030)	21.262,00	17.101,64	3.006.027.683,48	0,00	0,00	3.006.027.683,48	249,71
São Roque (Município) (355060)	341,41	137,13	17.692.241,96	0,00	0,00	17.692.241,96	202,18
São Sebastião (Município) (355070)	350,68	263,09	17.189.519,82	0,00	0,00	17.189.519,82	203,92
São Vicente (Município) (355100)	867,50	353,51	20.976.458,63	0,00	0,00	20.976.458,63	58,60
Sertãozinho (Município) (355170)	520,00	420,00	103.849,64	0,00	379.581,57	483.431,21	3,98
Sorocaba (Município) (355220)	1.952,22	1.351,67	15.660.660,70	0,00	0,00	15.660.660,70	24,00
Sumaré (Município) (355240)	790,53	708,04	13.460.367,61	0,00	0,00	13.460.367,61	49,94
Suzano (Município) (355250)	874,50	610,30	17.696.220,07	0,00	0,00	17.696.220,07	61,43
Taboão da Serra (Município) (355280)	414,21	307,34	10.285.987,12	0,00	0,00	10.285.987,12	37,28
Taquaritinga (Município) (355370)	265,00	265,00	1.327.194,27	0,00	0,00	1.327.194,27	23,38
Tatuí (Município) (355400)	459,30	248,87	4.485.926,42	0,00	0,00	4.485.926,42	38,07
Taubaté (Município) (355410)	891,80	606,85	11.169.338,06	0,00	0,00	11.169.338,06	36,60
Tupã (Município) (355500)	333,33	265,17	2.889.830,33	0,00	0,00	2.889.830,33	43,98
Ubatuba (Município) (355540)	393,47	141,22	25.521.570,72	0,00	0,00	25.521.570,72	292,13
Valinhos (Município) (355620)	662,00	605,00	8.405.025,56	0,00	0,00	8.405.025,56	68,80
Vargem Grande Paulista (Município) (355645)	307,66	72,90	5.080.769,09	0,00	0,00	5.080.769,09	102,55
Várzea Paulista (Município) (355650)	298,42	221,66	6.706.887,00	0,00	0,00	6.706.887,00	56,95
Vinhedo (Município) (355670)	544,00	339,00	8.721.589,01	0,00	0,00	8.721.589,01	118,09
Votorantim (Município) (355700)	473,29	359,55	8.985.363,39	0,00	0,00	8.985.363,39	75,60
Votuporanga (Município) (355710)	482,80	465,87	6.950.431,81	0,00	0,00	6.950.431,81	75,52
Adrianópolis (Município) (410020)	49,75	0,00	232.046,04	0,00	0,00	232.046,04	36,87
Agudos do Sul (Município) (410030)	50,84	14,81	630.423,17	0,00	0,00	630.423,17	69,48
Almirante Tamandaré (Município) (410040)	472,57	238,83	7.279.480,29	0,00	0,00	7.279.480,29	63,78
Apucarana (Município) (410140)	590,66	645,72	7.241.661,74	0,00	0,00	7.241.661,74	55,04
Arapongas (Município) (410150)	619,34	452,24	8.426.958,28	0,00	0,00	8.426.958,28	72,05
Araucária (Município) (410180)	652,29	393,66	24.205.527,61	0,00	0,00	24.205.527,61	178,69
Balsa Nova (Município) (410230)	204,30	14,62	494.919,30	0,00	0,00	494.919,30	39,69
Bocaiúva do Sul (Município) (410310)	55,74	30,99	490.133,84	0,00	0,00	490.133,84	39,78
Cambé (Município) (410370)	358,95	474,08	6.390.525,42	0,00	0,00	6.390.525,42	61,10
Campina Grande do Sul (Município) (410400)	236,88	171,18	1.574.433,80	0,00	0,00	1.574.433,80	37,32
Campo Largo (Município) (410420)	647,40	462,99	10.369.186,28	0,00	0,00	10.369.186,28	82,48
Campo Magro (Município) (410425)	125,66	45,93	1.584.488,46	0,00	0,00	1.584.488,46	56,82
Campo Mourão (Município) (410430)	430,61	482,66	8.116.724,55	0,00	0,00	8.116.724,55	86,77
Cascavel (Município) (410480)	1.348,38	1.336,88	35.569.134,18	0,00	0,00	35.569.134,18	112,48
Castro (Município) (410490)	275,59	231,06	4.033.557,71	0,00	0,00	4.033.557,71	56,68
Cerro Azul (Município) (410520)	43,93	1,18	83.009,97	0,00	0,00	83.009,97	4,66
Cianorte (Município) (410550)	601,76	240,37	4.349.736,31	0,00	0,00	4.349.736,31	55,37
Colombo (Município) (410580)	930,61	534,31	14.002.402,09	0,00	0,00	14.002.402,09	59,60
Contenda (Município) (410620)	113,73	55,59	560.598,19	0,00	0,00	560.598,19	31,59
Curitiba (Município) (410690)	7.327,52	6.131,34	190.564.177,66	0,00	0,00	190.564.177,66	100,61
Fazenda Rio Grande (Município) (410765)	541,27	322,86	22.468.543,75	0,00	0,00	22.468.543,75	239,72
Foz do Iguaçu (Município) (410830)	1.423,97	1.072,10	37.434.650,74	0,00	0,00	37.434.650,74	141,84
Francisco Beltrão (Município) (410840)	504,12	296,96	21.165.695,00	0,00	0,00	21.165.695,00	241,92
Guarapuava (Município) (410940)	925,19	749,09	16.809.019,07	0,00	0,00	16.809.019,07	93,77
Ibiporã (Município) (410980)	367,78	262,07	592.560,53	0,00	0,00	592.560,53	11,21
Irati (Município) (411070)	375,43	294,11	3.106.229,35	0,00	0,00	3.106.229,35	51,71
Itaperuçu (Município) (411125)	69,38	26,75	3.501.742,34	0,00	0,00	3.501.742,34	129,07
Lapa (Município) (411320)	261,56	110,80	4.731.021,51	0,00	0,00	4.731.021,51	98,95
Londrina (Município) (411370)	1.970,87	1.778,24	33.525.246,00	0,00	0,00	33.525.246,00	60,58
Mandirituba (Município) (411430)	117,93	39,10	521.168,93	0,00	0,00	521.168,93	20,61
Marechal Cândido Rondon (Município) (411460)	568,52	105,16	2.447.135,18	0,00	0,00	2.447.135,18	47,70
Maringá (Município) (411520)	1.912,21	1.723,66	39.051.924,88	0,00	0,00	39.051.924,88	96,89
Palmas (Município) (411760)	221,60	139,47	948.769,12	0,00	0,00	948.769,12	19,63
Paranaguá (Município) (411820)	631,84	534,14	16.052.151,75	0,00	0,00	16.052.151,75	105,73
Paranavaí (Município) (411840)	705,03	517,15	15.116.383,59	0,00	0,00	15.116.383,59	173,12
Pato Branco (Município) (411850)	576,70	373,72	5.736.052,44	0,00	0,00	5.736.052,44	71,82
Pinhais (Município) (411915)	604,82	459,76	5.302.094,04	0,00	0,00	5.302.094,04	41,34
Piraquara (Município) (411950)	514,18	397,69	7.725.473,46	0,00	0,00	7.725.473,46	72,79
Ponta Grossa (Município) (411990)	1.415,93	1.535,96	20.718.508,53	0,00	0,00	20.718.508,53	60,73
Prudentópolis (Município) (412060)	172,70	167,29	1.750.742,47	0,00	0,00	1.750.742,47	33,77
Quatro Barras (Município) (412080)	167,29	123,09	1.895.989,94	0,00	0,00	1.895.989,94	84,82
Quitandinha (Município) (412120)	39,78	13,90	184.746,75	0,00	0,00	184.746,75	9,94
Rio Branco do Sul (Município) (412220)	146,56	0,00	780.394,52	0,00	0,00	780.394,52	24,11
Rolândia (Município) (412240)	336,97	226,35	4.960.168,96	0,00	0,00	4.960.168,96	77,47
São José dos Pinhais (Município) (412550)	1.285,01	758,23	32.901.169,69	0,00	0,00	32.901.169,69	108,67
Sarandi (Município) (412625)	-	-	-	-	-	-	-
Telêmaco Borba (Município) (412710)	323,09	254,99	10.383.496,97	0,00	0,00	10.383.496,97	135,64
Tijucas do Sul (Município) (412760)	103,95	0,00	576.662,56	0,00	0,00	576.662,56	35,68
Toledo (Município) (412770)	723,42	648,05	12.649.088,54	0,00	0,00	12.649.088,54	94,52
Tunas do Paraná (Município) (412788)	25,17	0,00	103.341,00	0,00	0,00	103.341,00	13,31
Umuarama (Município) (412810)	494,19	529,63	6.747.815,61	0,00	0,00	6.747.815,61	61,83
União da Vitória (Município) (412820)	337,14	89,12	6.468.575,33	0,00	0,00	6.468.575,33	114,18
Doutor Ulysses (Município) (412863)	15,15	0,00	0,00	0,00	0,00	0,00	0,00
Águas Mornas (Município) (420060)	26,03	0,00	109.062,77	0,00	0,00	109.062,77	17,57
Alfredo Wagner (Município) (420070)	18,31	11,00	3.245,43	0,00	0,00	3.245,43	0,33
Angelina (Município) (420090)	7,56	0,00	10.954,57	0,00	0,00	10.954,57	2,19
Anitápolis (Município) (420110)	16,20	0,00	27.012,54	0,00	0,00	27.012,54	8,31
Antônio Carlos (Município) (420120)	86,85	0,00	76.791,40	0,00	0,00	76.791,40	9,34
Araranguá (Município) (420140)	468,60	0,00	6.951.362,63	0,00	0,00	6.951.362,63	104,62
Balneário Camboriú (Município) (420200)	300,00	300,00	13.394.880,04	0,00	0,00	13.394.880,04	101,69
Biguaçu (Município) (420230)	177,94	0,00	10.274.406,61	0,00	0,00	10.274.406,61	156,79
Blumenau (Município) (420240)	1.562,50	367,00	46.175.122,13	0,00	0,00	46.175.122,13	134,34
Brusque (Município) (420290)	673,81	0,00	4.891.138,42	0,00	0,00	4.891.138,42	38,88
Caçador (Município) (420300)	263,73	9,82	313.854,58	0,00	0,00	313.854,58	4,10
Camboriú (Município) (420320)	236,03	0,00	7.118.588,50	0,00	0,00	7.118.588,50	92,94
Canelinha (Município) (420370)	78,00	0,00	4.969,99	0,00	0,00	4.969,99	0,42
Canoinhas (Município) (420380)	351,69	0,00	6.934.662,89	0,00	0,00	6.934.662,89	127,72
Chapecó (Município) (420420)	684,50	239,49	4.795.700,54	0,00	0,00	4.795.700,54	22,89
Concórdia (Município) (420430)	293,39	3,80	9.765.783,39	0,00	0,00	9.765.783,39	133,40
Criciúma (Município) (420460)	952,29	127,09	12.217.974,77	0,00	0,00	12.217.974,77	58,42
Florianópolis (Município) (420540)	1.378,61	647,17	40.519.735,84	0,00	0,00	40.519.735,84	84,81
Garopaba (Município) (420570)	112,53	0,00	2.279.791,55	0,00	0,00	2.279.791,55	105,68
Gaspar (Município) (420590)	389,02	0,00	1.024.289,93	58.634,59	0,00	1.082.924,52	16,36
Governador Celso Ramos (Município) (420600)	151,00	0,00	256.188,54	0,00	0,00	256.188,54	18,19
Içara (Município) (420700)	212,01	0,00	1.452.395,48	0,00	0,00	1.452.395,48	26,90
Indaial (Município) (420750)	379,77	19,76	3.810.413,44	0,00	0,00	3.810.413,44	58,62
Itajaí (Município) (420820)	690,00	105,95	2.725.464,10	0,00	0,00	2.725.464,10	13,04
Itapema (Município) (420830)	281,97	105,60	17.611.094,17	0,00	0,00	17.611.094,17	297,75
Jaraguá do Sul (Município) (420890)	703,50	423,30	17.456.214,04	0,00	0,00	17.456.214,04	104,34
Joinville (Município) (420910)	2.148,61	542,30	28.817.559,95	0,00	0,00	28.817.559,95	50,59
Lages (Município) (420930)	778,88	149,72	9.453.720,54	0,00	0,00	9.453.720,54	59,60
Leoberto Leal (Município) (420980)	7,56	0,00	3.718,25	0,00	0,00	3.718,25	1,17
Mafra (Município) (421010)	293,59	0,00	1.315.202,35	0,00	0,00	1.315.202,35	23,65
Major Gercino (Município) (421020)	6,64	0,00	31.731,23	0,00	0,00	31.731,23	9,29
Navegantes (Município) (421130)	3.537,00	0,00	0,00	1.702.863,48	0,00	1.702.863,48	22,72
Nova Trento (Município) (421150)	131,05	0,00	225.769,05	0,00	0,00	225.769,05	16,29
Palhoça (Município) (421190)	710,00	71,00	0,00	2.220.728,66	0,00	2.220.728,66	13,76
Paulo Lopes (Município) (421230)	15,63	0,00	280.159,51	0,00	0,00	280.159,51	38,47
Rancho Queimado (Município) (421430)	22,31	8,99	52.248,54	0,00	0,00	52.248,54	18,27
Rio do Sul (Município) (421480)	270,50	0,00	10.737.661,36	0,00	0,00	10.737.661,36	157,40
Santo Amaro da Imperatriz (Município) (421570)	121,34	49,66	409.222,55	0,00	0,00	409.222,55	18,38
São Bento do Sul (Município) (421580)	587,00	137,00	1.807.185,09	0,00	0,00	1.807.185,09	22,07
São Bonifácio (Município) (421590)	6,78	0,00	5.682,13	0,00	0,00	5.682,13	1,94
São Francisco do Sul (Município) (421620)	377,96	0,00	18.101.524,60	0,00	0,00	18.101.524,60	364,52
São João Batista (Município) (421630)	144,00	0,00	704.897,56	0,00	0,00	704.897,56	20,80
São José (Município) (421660)	334,68	97,95	6.003.341,95	0,00	0,00	6.003.341,95	25,43
São Pedro de Alcântara (Município) (421725)	12,35	0,00	0,00	0,00	0,00	0,00	0,00
Tijucas (Município) (421800)	100,00	0,00	3.814.671,93	0,00	0,00	3.814.671,93	105,47
Tubarão (Município) (421870)	531,07	0,00	2.833.377,95	0,00	0,00	2.833.377,95	27,33
Videira (Município) (421930)	161,95	0,00	1.022.732,14	0,00	0,00	1.022.732,14	19,86
Xanxerê (Município) (421950)	211,50	0,00	1.108.050,76	0,00	0,00	1.108.050,76	22,59
Alegrete (Município) (430040)	153,08	24,49	2.589.551,51	0,00	0,00	2.589.551,51	33,10
Alvorada (Município) (430060)	599,95	89,58	22.299.560,20	0,00	0,00	22.299.560,20	107,52
Araricá (Município) (430087)	-	-	-	-	-	-	-
Arroio dos Ratos (Município) (430110)	102,90	0,00	315.970,72	0,00	0,00	315.970,72	22,21
Bagé (Município) (430160)	476,52	297,27	1.706.942,63	0,00	0,00	1.706.942,63	13,99
Bento Gonçalves (Município) (430210)	365,70	0,69	8.932.527,03	0,00	0,00	8.932.527,03	78,22
Cachoeira do Sul (Município) (430300)	250,95	81,36	5.536.243,95	0,00	0,00	5.536.243,95	64,68
Cachoeirinha (Município) (430310)	329,54	176,33	7.423.595,85	0,00	0,00	7.423.595,85	58,61
Camaquã (Município) (430350)	231,42	0,00	1.073.299,16	0,00	0,00	1.073.299,16	16,25
Campo Bom (Município) (430390)	345,51	6,00	9.195.899,69	0,00	0,00	9.195.899,69	142,46
Canguçu (Município) (430450)	78,21	80,00	263.836,42	0,00	0,00	263.836,42	4,72
Canoas (Município) (430460)	844,89	135,84	9.275.545,98	0,00	0,00	9.275.545,98	27,07
Capão da Canoa (Município) (430463)	359,65	39,18	22.958.738,08	0,00	0,00	22.958.738,08	480,39
Capela de Santana (Município) (430468)	33,00	0,00	15.141,27	0,00	0,00	15.141,27	1,33
Carazinho (Município) (430470)	322,82	0,00	974.725,96	0,00	0,00	974.725,96	15,67
Caxias do Sul (Município) (430510)	1.718,58	1.710,13	27.171.380,95	0,00	0,00	27.171.380,95	56,70
Charqueadas (Município) (430535)	117,52	0,00	78.439,47	0,00	0,00	78.439,47	2,03
Cruz Alta (Município) (430610)	224,32	33,00	1.072.867,97	0,00	0,00	1.072.867,97	16,87
Dois Irmãos (Município) (430640)	108,11	44,00	295.388,42	1.266,51	0,00	296.654,93	9,74
Eldorado do Sul (Município) (430676)	99,32	9,44	3.804.242,08	0,00	0,00	3.804.242,08	99,59
Erechim (Município) (430700)	401,98	0,00	17.562.904,48	0,00	0,00	17.562.904,48	170,67
Estância Velha (Município) (430760)	167,59	7,20	2.022.959,68	0,00	0,00	2.022.959,68	43,15
Esteio (Município) (430770)	204,91	1,28	8.520.606,49	0,00	0,00	8.520.606,49	101,30
Farroupilha (Município) (430790)	237,88	0,00	1.339.937,64	0,00	0,00	1.339.937,64	19,40
Glorinha (Município) (430905)	34,37	0,84	84.334,68	0,00	0,00	84.334,68	11,11
Gravataí (Município) (430920)	700,62	244,80	7.378.276,57	0,00	0,00	7.378.276,57	26,95
Guaíba (Município) (430930)	589,98	13,10	7.291.890,90	0,00	0,00	7.291.890,90	73,52
Ijuí (Município) (431020)	299,02	5,36	3.046.086,49	0,00	0,00	3.046.086,49	36,66
Ivoti (Município) (431080)	134,50	0,00	363.343,23	0,00	0,00	363.343,23	16,32
Lajeado (Município) (431140)	332,10	0,73	1.320.062,62	0,00	0,00	1.320.062,62	16,67
Montenegro (Município) (431240)	230,73	0,00	1.431.706,98	0,00	0,00	1.431.706,98	22,53
Nova Hartz (Município) (431306)	-	-	-	-	-	-	-
Nova Santa Rita (Município) (431337)	85,59	0,00	139.358,19	0,00	0,00	139.358,19	5,34
Novo Hamburgo (Município) (431340)	867,20	39,15	9.565.772,01	0,00	0,00	9.565.772,01	38,40
Parobé (Município) (431405)	134,72	0,00	940.619,96	0,00	0,00	940.619,96	16,83
Passo Fundo (Município) (431410)	798,91	33,61	7.960.017,34	0,00	0,00	7.960.017,34	40,24
Pelotas (Município) (431440)	941,64	414,85	6.317.185,87	0,00	0,00	6.317.185,87	18,38
Portão (Município) (431480)	86,65	0,00	290.678,12	0,00	0,00	290.678,12	8,46
Porto Alegre (Município) (431490)	4.119,17	1.947,90	112.439.253,48	0,00	0,00	112.439.253,48	75,92
Rio Grande (Município) (431560)	547,58	110,00	5.544.753,52	0,00	0,00	5.544.753,52	26,58
Santa Cruz do Sul (Município) (431680)	598,02	50,71	14.869.868,08	0,00	0,00	14.869.868,08	117,29
Santa Maria (Município) (431690)	876,46	240,34	24.465.947,71	0,00	0,00	24.465.947,71	88,23
Sant'Ana do Livramento (Município) (431710)	280,15	98,53	1.030.217,10	0,00	0,00	1.030.217,10	12,47
Santa Rosa (Município) (431720)	253,31	41,57	10.930.398,70	0,00	0,00	10.930.398,70	150,76
Santo Ângelo (Município) (431750)	435,17	28,58	3.197.808,80	0,00	0,00	3.197.808,80	40,46
Santo Antônio da Patrulha (Município) (431760)	143,86	0,00	16.188.508,17	0,00	0,00	16.188.508,17	383,98
São Borja (Município) (431800)	199,35	49,64	2.892.118,64	0,00	0,00	2.892.118,64	45,98
São Gabriel (Município) (431830)	235,43	27,00	0,00	0,00	0,00	0,00	0,00
São Jerônimo (Município) (431840)	63,00	0,00	566.984,26	0,00	0,00	566.984,26	23,97
São Leopoldo (Município) (431870)	745,17	122,33	5.854.049,87	0,00	0,00	5.854.049,87	25,49
Sapiranga (Município) (431990)	270,18	0,09	7.986.067,77	0,00	0,00	7.986.067,77	99,89
Sapucaia do Sul (Município) (432000)	346,30	1,97	7.797.869,88	0,00	0,00	7.797.869,88	56,13
Taquara (Município) (432120)	620,37	0,00	137.812,73	0,00	0,00	137.812,73	2,40
Tramandaí (Município) (432160)	394,70	46,87	11.699.966,16	0,00	0,00	11.699.966,16	249,14
Triunfo (Município) (432200)	90,24	0,01	745.365,32	0,00	0,00	745.365,32	26,54
Uruguaiana (Município) (432240)	314,79	143,39	20.952.697,47	0,00	0,00	20.952.697,47	161,52
Vacaria (Município) (432250)	264,71	471,46	620.143,92	368.062,38	0,00	988.206,30	15,17
Venâncio Aires (Município) (432260)	251,32	0,00	3.865.390,87	0,00	0,00	3.865.390,87	55,08
Viamão (Município) (432300)	516,68	7,76	6.806.029,37	0,00	0,00	6.806.029,37	26,91
Campo Grande (Município) (500270)	3.906,00	2.111,00	146.548.381,62	0,00	0,00	146.548.381,62	169,62
Corumbá (Município) (500320)	398,89	203,46	6.408.352,91	0,00	4.238.175,73	10.646.528,64	97,41
Dourados (Município) (500370)	1.194,65	684,60	42.510.944,71	0,00	1.731.358,14	44.242.302,85	205,31
Naviraí (Município) (500570)	230,12	95,82	6.390.055,80	0,00	1.259.507,30	7.649.563,09	146,08
Nova Andradina (Município) (500620)	301,67	32,99	3.749.944,24	0,00	0,00	3.749.944,24	72,44
Ponta Porã (Município) (500660)	369,07	214,53	7.125.290,62	0,00	4.147.133,77	11.272.424,39	127,86
Sidrolândia (Município) (500790)	107,64	28,11	362.078,50	0,00	0,00	362.078,50	6,83
Três Lagoas (Município) (500830)	733,79	142,14	21.884.488,43	19.139,82	2.635.129,28	24.538.757,52	212,34
Alta Floresta (Município) (510025)	203,73	107,55	831.569,38	0,00	0,00	831.569,38	16,60
Barão de Melgaço (Município) (510160)	-	-	-	-	-	-	-
Barra do Garças (Município) (510180)	386,62	177,85	8.823.916,05	0,00	0,00	8.823.916,05	150,35
Cáceres (Município) (510250)	220,00	0,00	0,00	0,00	0,00	0,00	0,00
Chapada dos Guimarães (Município) (510300)	80,00	0,00	0,00	7.527,86	0,00	7.527,86	0,40
Cuiabá (Município) (510340)	2.523,00	905,00	46.895.555,93	0,00	0,00	46.895.555,93	80,11
Jangada (Município) (510490)	20,78	0,00	56.488,49	0,00	0,00	56.488,49	7,10
Lucas do Rio Verde (Município) (510525)	329,00	80,00	2.603.481,78	0,00	0,00	2.603.481,78	43,80
Nossa Senhora do Livramento (Município) (510610)	28,50	0,00	0,00	0,00	0,00	0,00	0,00
Nova Brasilândia (Município) (510620)	21,00	0,00	3,21	0,00	0,00	3,21	0,00
Planalto da Serra (Município) (510645)	-	-	-	-	-	-	-
Poconé (Município) (510650)	103,38	0,00	435.650,48	0,00	0,00	435.650,48	13,53
Primavera do Leste (Município) (510704)	295,72	202,19	3.967.479,88	0,00	0,00	3.967.479,88	67,97
Rondonópolis (Município) (510760)	1.056,61	567,84	10.053.652,66	0,00	0,00	10.053.652,66	45,93
Rosário Oeste (Município) (510770)	44,00	0,00	0,00	0,00	0,00	0,00	0,00
Santo Antônio do Leverger (Município) (510780)	-	-	-	-	-	-	-
Sinop (Município) (510790)	893,93	125,64	35.902.603,89	0,00	0,00	35.902.603,89	270,08
Sorriso (Município) (510792)	444,17	199,67	45.208.388,56	0,00	0,00	45.208.388,56	546,05
Tangará da Serra (Município) (510795)	355,15	95,82	924.259,58	2.590.304,02	0,00	3.514.563,60	36,26
Várzea Grande (Município) (510840)	1.163,10	136,50	0,00	0,00	0,00	0,00	0,00
Abadia de Goiás (Município) (520005)	71,03	18,87	349.107,89	0,00	0,00	349.107,89	43,35
Águas Lindas de Goiás (Município) (520025)	214,94	0,00	2.213.144,17	0,00	0,00	2.213.144,17	11,56
Anápolis (Município) (520110)	2.008,89	661,54	20.584.169,22	0,00	0,00	20.584.169,22	55,50
Aparecida de Goiânia (Município) (520140)	2.280,26	449,68	82.256.237,08	0,00	0,00	82.256.237,08	154,58
Aragoiânia (Município) (520180)	52,16	0,00	87.655,53	0,00	0,00	87.655,53	9,12
Bela Vista de Goiás (Município) (520330)	130,27	83,10	524.923,05	0,00	0,00	524.923,05	18,70
Bonfinópolis (Município) (520355)	58,15	0,00	24.788,33	0,00	0,00	24.788,33	2,79
Brazabrantes (Município) (520360)	26,83	0,00	170.479,69	0,00	0,00	170.479,69	47,82
Caldas Novas (Município) (520450)	202,00	180,00	4.623.423,11	0,00	0,00	4.623.423,11	55,56
Caldazinha (Município) (520455)	17,24	0,00	7.833,75	0,00	0,00	7.833,75	2,14
Catalão (Município) (520510)	456,00	300,00	26.101.448,25	0,00	0,00	26.101.448,25	259,48
Caturaí (Município) (520520)	28,18	0,00	109.412,11	0,00	0,00	109.412,11	21,84
Cidade Ocidental (Município) (520549)	294,03	52,55	991.518,77	0,00	0,00	991.518,77	15,13
Cristalina (Município) (520620)	131,96	80,45	5.137.444,18	0,00	0,00	5.137.444,18	94,55
Formosa (Município) (520800)	365,90	235,26	18.631.522,69	0,00	0,00	18.631.522,69	163,38
Goianápolis (Município) (520840)	65,57	0,00	27.758,35	0,00	0,00	27.758,35	2,42
Goianésia (Município) (520860)	292,60	161,17	2.280.440,89	0,00	0,00	2.280.440,89	34,22
Goiânia (Município) (520870)	6.638,65	3.690,67	78.239.136,57	0,00	0,00	78.239.136,57	54,01
Goianira (Município) (520880)	154,58	44,82	336.065,32	0,00	0,00	336.065,32	8,33
Guapó (Município) (520920)	70,86	45,03	236.489,23	0,00	0,00	236.489,23	16,35
Hidrolândia (Município) (520970)	101,49	0,00	104.325,34	0,00	0,00	104.325,34	5,18
Inhumas (Município) (521000)	246,38	99,98	1.153.995,39	0,00	0,00	1.153.995,39	22,22
Itumbiara (Município) (521150)	594,37	266,44	5.101.910,87	0,00	0,00	5.101.910,87	50,24
Jataí (Município) (521190)	541,76	318,20	15.291.481,96	0,00	0,00	15.291.481,96	157,52
Luziânia (Município) (521250)	872,87	100,81	14.383.005,67	0,00	0,00	14.383.005,67	73,06
Mineiros (Município) (521310)	321,00	295,00	4.185.626,77	0,00	0,00	4.185.626,77	67,92
Nerópolis (Município) (521450)	153,44	0,00	169.388,30	0,00	0,00	169.388,30	6,09
Nova Veneza (Município) (521500)	31,18	0,00	117.477,01	0,00	0,00	117.477,01	12,70
Novo Gama (Município) (521523)	310,00	36,56	732.909,96	0,00	0,00	732.909,96	6,76
Planaltina (Município) (521760)	236,65	69,04	26.424.592,28	0,00	0,00	26.424.592,28	299,67
Rio Verde (Município) (521880)	620,27	273,77	21.060.359,91	0,00	0,00	21.060.359,91	99,23
Santo Antônio de Goiás (Município) (521973)	26,28	0,00	83.281,34	0,00	0,00	83.281,34	14,72
