Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
São Paulo (Município) (355030)	2,62	0,04	0,07	0,09	0,02	0,01	26.183	21,50
São Roque (Município) (355060)	1,22	0,11	0,00	0,33	0,00	0,00	252	28,02
São Sebastião (Município) (355070)	3,42	0,11	0,57	0,00	0,11	0,34	19	2,17
São Vicente (Município) (355100)	3,88	0,00	0,14	0,19	0,00	0,03	813	22,39
Sertãozinho (Município) (355170)	2,41	0,00	0,00	0,00	0,08	0,00	271	21,78
Sorocaba (Município) (355220)	0,57	0,03	0,07	0,03	0,00	0,00	2.052	30,57
Sumaré (Município) (355240)	1,72	0,00	0,04	0,04	0,00	0,04	189	6,78
Suzano (Município) (355250)	0,98	0,00	0,07	0,10	0,00	0,00	316	10,73
Taboão da Serra (Município) (355280)	1,89	0,00	0,11	0,21	0,00	0,00	1.044	36,56
Taquaritinga (Município) (355370)	27,20	0,00	1,58	0,00	0,00	0,00	237	41,59
Tatuí (Município) (355400)	1,99	0,00	0,00	0,00	0,00	0,00	351	29,12
Taubaté (Município) (355410)	0,35	0,06	0,06	0,00	0,00	0,00	589	18,89
Tupã (Município) (355500)	3,05	0,00	1,22	0,31	0,00	0,00	159	24,28
Ubatuba (Município) (355540)	0,11	0,45	0,00	0,00	0,00	0,00	275	30,64
Valinhos (Município) (355620)	1,49	0,31	0,24	0,08	0,00	0,00	180	14,16
Vargem Grande Paulista (Município) (355645)	1,74	0,39	0,00	0,19	0,00	0,00	63	12,19
Várzea Paulista (Município) (355650)	0,75	0,00	0,08	0,00	0,00	0,08	179	14,85
Vinhedo (Município) (355670)	4,53	0,00	0,00	0,00	0,00	0,00	231	29,88
Votorantim (Município) (355700)	0,82	0,00	0,08	0,00	0,00	0,00	437	36,02
Votuporanga (Município) (355710)	5,33	0,00	0,32	0,00	0,00	0,00	311	33,18
Adrianópolis (Município) (410020)	0,00	0,00	0,00	0,00	0,00	0,00	1	1,67
Agudos do Sul (Município) (410030)	2,16	0,00	0,00	0,00	0,00	0,00	31	33,44
Almirante Tamandaré (Município) (410040)	3,67	0,00	0,00	0,17	0,00	0,00	229	19,54
Apucarana (Município) (410140)	7,03	0,00	0,00	0,15	0,00	0,00	651	48,68
Arapongas (Município) (410150)	3,88	0,00	0,00	0,00	0,08	0,00	457	37,71
Araucária (Município) (410180)	2,62	0,00	0,00	0,21	0,00	0,00	269	19,02
Balsa Nova (Município) (410230)	4,69	0,00	0,00	0,00	0,00	0,00	34	26,59
Bocaiúva do Sul (Município) (410310)	1,57	0,00	0,00	0,00	0,00	0,00	22	17,25
Cambé (Município) (410370)	1,99	0,00	0,28	0,00	0,00	0,00	465	43,99
Campina Grande do Sul (Município) (410400)	4,90	0,00	0,00	0,00	0,47	0,00	77	17,96
Campo Largo (Município) (410420)	8,15	0,00	0,00	0,15	0,00	0,00	403	30,98
Campo Magro (Município) (410425)	6,92	0,00	0,00	0,00	0,00	0,00	86	29,77
Campo Mourão (Município) (410430)	1,59	0,00	0,00	0,00	0,00	0,00	316	33,54
Cascavel (Município) (410480)	1,36	0,00	0,12	0,00	0,00	0,03	443	13,65
Castro (Município) (410490)	2,11	0,00	0,00	0,00	0,00	0,00	186	26,14
Cerro Azul (Município) (410520)	5,64	0,00	0,00	0,56	0,00	0,00	91	51,34
Cianorte (Município) (410550)	3,69	0,00	0,12	0,12	0,00	0,00	210	25,80
Colombo (Município) (410580)	3,65	0,00	0,04	0,17	0,00	0,00	534	22,17
Contenda (Município) (410620)	2,18	0,00	0,00	0,55	0,00	0,00	60	32,74
Curitiba (Município) (410690)	2,61	0,00	0,03	0,17	0,02	0,00	3.340	17,42
Fazenda Rio Grande (Município) (410765)	2,74	0,00	0,00	0,30	0,00	0,00	190	19,32
Foz do Iguaçu (Município) (410830)	1,85	0,00	0,58	0,00	0,08	0,00	375	14,49
Francisco Beltrão (Município) (410840)	5,00	0,00	0,00	0,00	0,00	0,00	267	29,69
Guarapuava (Município) (410940)	6,82	0,00	0,00	0,11	0,00	0,00	936	51,90
Ibiporã (Município) (410980)	4,08	0,00	0,00	0,00	0,00	0,00	346	64,11
Irati (Município) (411070)	4,47	0,00	0,00	0,17	0,00	0,00	205	33,96
Itaperuçu (Município) (411125)	3,19	0,00	0,00	0,00	0,00	0,00	179	63,50
Lapa (Município) (411320)	3,13	0,00	0,00	0,00	0,00	0,00	115	24,00
Londrina (Município) (411370)	2,87	0,00	0,14	0,07	0,02	0,00	1.811	32,11
Mandirituba (Município) (411430)	6,82	0,00	0,00	0,00	0,00	0,00	115	43,54
Marechal Cândido Rondon (Município) (411460)	5,15	0,00	0,19	0,19	0,00	0,00	244	46,58
Maringá (Município) (411520)	1,18	0,00	0,19	0,02	0,02	0,00	982	23,55
Palmas (Município) (411760)	45,22	0,00	0,00	0,00	0,00	0,00	498	99,21
Paranaguá (Município) (411820)	2,02	0,07	0,00	0,20	0,00	0,00	380	24,73
Paranavaí (Município) (411840)	2,62	0,00	0,00	0,00	0,00	0,00	148	16,85
Pato Branco (Município) (411850)	14,41	0,00	0,00	0,00	0,00	0,00	507	61,91
Pinhais (Município) (411915)	7,42	0,00	0,23	0,00	0,00	0,00	473	36,17
Piraquara (Município) (411950)	6,48	0,00	0,00	0,00	0,00	0,00	384	34,58
Ponta Grossa (Município) (411990)	3,94	0,00	0,00	0,29	0,00	0,00	1.062	30,51
Prudentópolis (Município) (412060)	20,78	0,00	0,00	0,00	0,00	0,00	325	62,55
Quatro Barras (Município) (412080)	3,45	0,00	0,00	0,00	0,00	0,00	29	12,50
Quitandinha (Município) (412120)	24,37	0,00	0,00	0,00	0,00	0,00	145	76,83
Rio Branco do Sul (Município) (412220)	3,72	0,00	0,00	0,62	0,00	0,00	291	90,17
Rolândia (Município) (412240)	2,43	0,00	0,15	0,00	0,00	0,00	376	57,18
São José dos Pinhais (Município) (412550)	1,98	0,00	0,00	0,09	0,00	0,00	471	14,84
Sarandi (Município) (412625)	10,47	0,00	0,10	0,00	0,00	0,00	494	51,70
Telêmaco Borba (Município) (412710)	17,66	0,00	0,00	0,26	0,13	0,00	578	73,97
Tijucas do Sul (Município) (412760)	2,40	0,00	0,00	0,00	0,00	0,00	109	65,48
Toledo (Município) (412770)	1,95	0,00	0,07	0,00	0,00	0,00	264	19,05
Tunas do Paraná (Município) (412788)	0,00	0,00	0,00	0,00	0,00	0,00	4	4,70
Umuarama (Município) (412810)	8,86	0,00	0,09	0,09	0,00	0,00	549	49,64
União da Vitória (Município) (412820)	4,20	0,00	0,00	0,00	0,00	0,00	163	28,54
Doutor Ulysses (Município) (412863)	0,00	0,00	0,00	0,00	0,00	0,00	7	12,48
Águas Mornas (Município) (420060)	1,57	0,00	1,57	3,14	0,00	0,00	20	31,36
Alfredo Wagner (Município) (420070)	72,12	0,00	0,00	0,00	0,00	0,00	235	235,38
Angelina (Município) (420090)	14,40	0,00	0,00	4,12	0,00	0,00	39	80,25
Anitápolis (Município) (420110)	21,63	0,00	0,00	0,00	0,00	0,00	74	228,68
Antônio Carlos (Município) (420120)	0,00	0,00	0,00	0,00	0,00	0,00	8	9,51
Araranguá (Município) (420140)	5,77	0,00	0,00	0,00	0,00	0,00	268	39,66
Balneário Camboriú (Município) (420200)	1,51	0,00	0,07	0,00	0,00	0,00	181	13,05
Biguaçu (Município) (420230)	0,89	0,00	0,00	0,74	0,00	0,00	138	20,46
Blumenau (Município) (420240)	2,95	0,00	0,03	0,51	0,03	0,00	936	26,56
Brusque (Município) (420290)	6,91	0,00	0,15	0,76	0,00	0,00	287	21,79
Caçador (Município) (420300)	5,78	0,00	0,00	0,00	0,00	0,00	330	42,38
Camboriú (Município) (420320)	1,61	0,00	0,12	0,25	0,00	0,00	111	13,73
Canelinha (Município) (420370)	1,66	0,00	0,00	0,83	0,00	0,00	38	31,46
Canoinhas (Município) (420380)	9,76	0,00	0,37	0,37	0,00	0,00	405	74,56
Chapecó (Município) (420420)	2,63	0,00	0,00	0,05	0,05	0,00	821	37,89
Concórdia (Município) (420430)	7,42	0,00	0,00	0,00	0,00	0,00	330	44,53
Criciúma (Município) (420460)	3,47	0,00	0,00	0,00	0,05	0,00	563	26,43
Florianópolis (Município) (420540)	1,58	0,04	0,02	0,47	0,02	0,00	771	15,64
Garopaba (Município) (420570)	0,89	0,00	0,00	0,00	0,00	0,00	36	15,95
Gaspar (Município) (420590)	3,80	0,15	0,00	0,29	0,00	0,00	207	30,23
Governador Celso Ramos (Município) (420600)	2,79	0,00	0,00	0,70	0,00	0,00	31	21,63
Içara (Município) (420700)	5,40	0,00	0,00	0,18	0,00	0,00	154	27,71
Indaial (Município) (420750)	9,13	0,00	0,15	0,88	0,15	0,00	325	47,85
Itajaí (Município) (420820)	2,69	0,00	0,05	0,14	0,09	0,00	583	27,00
Itapema (Município) (420830)	1,42	0,00	0,00	0,47	0,00	0,00	159	25,14
Jaraguá do Sul (Município) (420890)	4,08	0,00	0,00	0,86	0,00	0,00	402	23,08
Joinville (Município) (420910)	2,19	0,00	0,00	0,41	0,00	0,00	1.409	24,16
Lages (Município) (420930)	5,01	0,00	0,00	0,06	0,00	0,00	487	30,87
Leoberto Leal (Município) (420980)	0,00	0,00	0,00	3,24	0,00	0,00	12	38,92
Mafra (Município) (421010)	1,96	0,00	0,00	0,36	0,00	0,00	208	37,13
Major Gercino (Município) (421020)	0,00	0,00	0,00	0,00	0,00	0,00	10	29,15
Navegantes (Município) (421130)	2,40	0,00	0,00	0,50	0,00	0,00	447	56,38
Nova Trento (Município) (421150)	11,88	0,00	0,00	0,00	0,00	0,00	48	33,54
Palhoça (Município) (421190)	1,78	0,00	0,00	0,83	0,00	0,00	285	16,94
Paulo Lopes (Município) (421230)	2,70	0,00	0,00	0,00	0,00	0,00	17	22,92
Rancho Queimado (Município) (421430)	3,49	0,00	0,00	3,49	0,00	0,00	11	38,35
Rio do Sul (Município) (421480)	1,57	0,00	0,14	0,29	0,00	0,00	161	22,97
Santo Amaro da Imperatriz (Município) (421570)	2,18	0,00	0,00	2,62	0,00	0,00	73	31,87
São Bento do Sul (Município) (421580)	4,79	0,00	0,00	0,60	0,00	0,00	241	28,84
São Bonifácio (Município) (421590)	307,48	0,00	0,00	0,00	0,00	0,00	144	503,14
São Francisco do Sul (Município) (421620)	0,97	0,00	0,00	0,19	0,00	0,00	79	15,29
São João Batista (Município) (421630)	3,59	0,00	0,00	0,83	0,00	0,00	111	30,63
São José (Município) (421660)	1,61	0,00	0,00	0,62	0,04	0,00	444	18,28
São Pedro de Alcântara (Município) (421725)	3,50	0,00	0,00	3,50	0,00	0,00	7	12,26
Tijucas (Município) (421800)	2,92	0,00	0,00	0,53	0,53	0,00	203	53,92
Tubarão (Município) (421870)	3,34	0,00	0,00	0,48	0,00	0,00	438	41,74
Videira (Município) (421930)	9,14	0,00	0,00	0,00	0,00	0,00	179	34,09
Xanxerê (Município) (421950)	1,59	0,00	0,40	0,00	0,00	0,00	161	32,00
Alegrete (Município) (430040)	12,27	0,00	0,00	0,27	0,00	0,00	373	50,29
Alvorada (Município) (430060)	4,40	0,00	0,00	0,67	0,00	0,00	1.129	53,96
Araricá (Município) (430087)	1,78	0,00	0,00	0,00	0,00	0,00	30	53,36
Arroio dos Ratos (Município) (430110)	1,42	0,00	0,71	0,71	0,00	0,00	60	42,48
Bagé (Município) (430160)	10,09	0,00	0,00	0,08	0,00	0,00	439	36,30
Bento Gonçalves (Município) (430210)	2,35	0,00	0,00	0,00	0,00	0,00	279	23,44
Cachoeira do Sul (Município) (430300)	7,63	0,00	0,00	0,48	0,00	0,00	362	43,85
Cachoeirinha (Município) (430310)	1,55	0,00	0,00	0,00	0,00	0,00	464	35,88
Camaquã (Município) (430350)	2,57	0,00	0,00	0,00	0,00	0,00	148	22,41
Campo Bom (Município) (430390)	1,21	0,00	0,00	0,00	0,00	0,00	234	35,37
Canguçu (Município) (430450)	6,09	0,00	0,00	0,36	0,18	0,00	319	57,10
Canoas (Município) (430460)	3,07	0,00	0,03	0,09	0,00	0,00	974	28,24
Capão da Canoa (Município) (430463)	1,54	0,19	0,00	0,00	0,00	0,00	164	31,54
Capela de Santana (Município) (430468)	1,69	0,00	0,00	0,00	0,00	0,00	28	23,71
Carazinho (Município) (430470)	3,07	0,00	0,16	0,32	0,00	0,00	428	69,09
Caxias do Sul (Município) (430510)	1,75	0,00	0,00	0,06	0,00	0,00	695	13,79
Charqueadas (Município) (430535)	4,71	0,00	0,00	0,25	0,00	0,00	118	29,28
Cruz Alta (Município) (430610)	5,11	0,00	0,00	0,16	0,00	0,00	370	60,96
Dois Irmãos (Município) (430640)	1,86	0,00	0,00	0,93	0,00	0,00	134	41,61
Eldorado do Sul (Município) (430676)	3,44	0,00	0,00	0,00	0,00	0,00	52	12,79
Erechim (Município) (430700)	2,67	0,00	0,00	0,10	0,00	0,00	317	30,17
Estância Velha (Município) (430760)	1,62	0,00	0,00	0,41	0,00	0,00	171	34,65
Esteio (Município) (430770)	4,93	0,00	0,00	0,36	0,00	0,00	495	59,55
Farroupilha (Município) (430790)	5,59	0,00	0,00	0,00	0,00	0,00	264	36,89
Glorinha (Município) (430905)	1,25	0,00	0,00	1,25	0,00	0,00	24	30,05
Gravataí (Município) (430920)	1,65	0,00	0,04	0,25	0,00	0,00	678	24,27
Guaíba (Município) (430930)	2,55	0,00	0,00	0,10	0,00	0,00	127	12,95
Ijuí (Município) (431020)	4,45	0,00	0,00	0,12	0,00	0,00	199	23,93
Ivoti (Município) (431080)	1,68	0,00	0,42	0,42	0,00	0,00	93	38,94
Lajeado (Município) (431140)	1,81	0,00	0,00	0,36	0,00	0,00	208	25,08
Montenegro (Município) (431240)	1,54	0,00	0,00	0,46	0,00	0,00	159	24,54
Nova Hartz (Município) (431306)	0,00	0,00	0,00	0,47	0,00	0,00	64	30,02
Nova Santa Rita (Município) (431337)	2,79	0,00	0,00	0,70	0,00	0,00	44	15,35
Novo Hamburgo (Município) (431340)	1,18	0,00	0,00	0,41	0,04	0,00	595	24,14
Parobé (Município) (431405)	3,99	0,00	0,00	0,69	0,00	0,00	280	48,56
Passo Fundo (Município) (431410)	4,71	0,00	0,00	0,10	0,00	0,00	946	46,89
Pelotas (Município) (431440)	0,35	0,00	0,00	0,26	0,00	0,00	951	27,84
Portão (Município) (431480)	1,92	0,00	0,00	0,00	0,00	0,00	27	7,40
Porto Alegre (Município) (431490)	6,44	0,00	0,00	0,17	0,01	0,00	4.463	30,17
Rio Grande (Município) (431560)	1,43	0,00	0,00	0,05	0,00	0,00	577	27,48
Santa Cruz do Sul (Município) (431680)	3,48	0,00	0,00	1,39	0,00	0,00	233	18,00
Santa Maria (Município) (431690)	1,07	0,00	0,00	0,04	0,04	0,00	570	20,32
Sant'Ana do Livramento (Município) (431710)	3,21	0,00	0,00	0,00	0,00	0,00	125	16,07
Santa Rosa (Município) (431720)	11,52	0,00	0,14	0,69	0,00	0,00	477	65,42
Santo Ângelo (Município) (431750)	10,95	0,00	0,13	0,00	0,00	0,00	687	88,51
Santo Antônio da Patrulha (Município) (431760)	2,34	0,00	0,00	0,70	0,00	0,00	153	35,88
São Borja (Município) (431800)	14,86	0,00	0,00	0,00	0,00	0,00	278	45,91
São Gabriel (Município) (431830)	5,16	0,00	0,00	0,00	0,00	0,00	272	43,83
São Jerônimo (Município) (431840)	1,25	0,00	0,00	0,00	0,00	0,00	134	55,65
São Leopoldo (Município) (431870)	1,70	0,00	0,00	0,09	0,00	0,00	610	25,96
Sapiranga (Município) (431990)	1,23	0,00	0,00	0,00	0,00	0,00	299	36,82
Sapucaia do Sul (Município) (432000)	0,93	0,00	0,00	0,29	0,00	0,00	466	33,21
Taquara (Município) (432120)	3,14	0,00	0,00	0,00	0,00	0,00	183	31,94
Tramandaí (Município) (432160)	2,36	0,00	0,00	0,00	0,00	0,00	163	32,11
Triunfo (Município) (432200)	3,42	0,00	0,00	0,68	0,00	0,00	139	47,59
Uruguaiana (Município) (432240)	0,24	0,00	0,00	0,00	0,00	0,00	187	14,72
Vacaria (Município) (432250)	20,50	0,00	0,00	0,00	0,00	0,00	290	44,04
Venâncio Aires (Município) (432260)	4,36	0,00	0,00	2,81	0,00	0,00	288	40,50
Viamão (Município) (432300)	2,52	0,00	0,00	0,16	0,00	0,00	572	22,51
Campo Grande (Município) (500270)	1,15	0,01	0,35	0,00	0,00	0,00	2.146	24,23
Corumbá (Município) (500320)	16,06	0,00	0,00	0,00	0,00	0,00	614	55,41
Dourados (Município) (500370)	10,41	0,00	0,59	0,05	0,00	0,00	904	40,91
Naviraí (Município) (500570)	9,99	0,00	0,00	0,00	0,00	0,00	432	79,92
Nova Andradina (Município) (500620)	19,43	0,00	0,75	0,00	0,00	0,00	463	86,51
Ponta Porã (Município) (500660)	8,89	0,00	0,77	0,00	0,00	0,00	477	52,37
Sidrolândia (Município) (500790)	3,92	0,00	0,18	0,00	0,00	0,00	239	42,62
Três Lagoas (Município) (500830)	5,52	0,00	11,80	0,00	0,00	0,00	493	41,27
Alta Floresta (Município) (510025)	12,59	0,00	2,52	0,00	0,00	0,00	367	71,10
Barão de Melgaço (Município) (510160)	0,00	0,00	0,00	0,00	0,00	0,00	8	9,34
Barra do Garças (Município) (510180)	0,82	0,00	0,99	0,00	0,00	0,00	242	39,89
Cáceres (Município) (510250)	5,54	0,00	0,53	0,00	0,00	0,00	287	30,57
Chapada dos Guimarães (Município) (510300)	1,53	0,00	0,00	0,00	0,00	0,00	15	7,66
Cuiabá (Município) (510340)	1,75	0,00	0,15	0,02	0,00	0,00	718	11,83
Jangada (Município) (510490)	3,59	0,00	1,20	0,00	0,00	0,00	22	26,30
Lucas do Rio Verde (Município) (510525)	8,04	0,00	0,00	0,00	0,32	0,00	258	40,69
Nossa Senhora do Livramento (Município) (510610)	8,31	0,00	2,27	0,00	0,00	0,00	37	27,96
Nova Brasilândia (Município) (510620)	2,55	0,00	0,00	0,00	0,00	0,00	2	5,09
Planalto da Serra (Município) (510645)	7,47	0,00	0,00	0,00	0,00	0,00	2	7,47
Poconé (Município) (510650)	28,08	0,00	5,19	0,00	0,00	0,00	224	68,36
Primavera do Leste (Município) (510704)	1,97	0,00	0,16	0,00	0,00	0,00	69	11,30
Rondonópolis (Município) (510760)	2,71	0,00	0,13	0,09	0,13	0,00	726	31,72
Rosário Oeste (Município) (510770)	29,59	0,00	27,85	0,00	0,00	0,00	177	102,69
Santo Antônio do Leverger (Município) (510780)	0,00	0,00	0,00	0,00	0,00	0,00	28	17,04
Sinop (Município) (510790)	0,93	0,00	0,21	0,00	0,07	0,00	95	6,79
Sorriso (Município) (510792)	3,07	0,00	0,23	0,00	0,11	0,00	165	18,79
Tangará da Serra (Município) (510795)	13,36	0,00	0,10	0,00	0,00	0,00	488	47,95
Várzea Grande (Município) (510840)	4,18	0,00	0,35	0,00	0,04	0,00	688	24,40
Abadia de Goiás (Município) (520005)	9,32	1,17	10,49	0,00	0,00	0,00	28	32,62
Águas Lindas de Goiás (Município) (520025)	3,28	0,00	0,34	0,00	0,00	0,00	380	18,35
Anápolis (Município) (520110)	2,30	0,00	2,02	0,03	0,05	0,00	910	23,82
Aparecida de Goiânia (Município) (520140)	1,20	0,00	5,50	0,00	0,02	0,00	798	14,10
Aragoiânia (Município) (520180)	0,99	0,00	1,98	0,00	0,00	0,00	33	32,62
Bela Vista de Goiás (Município) (520330)	8,49	0,00	5,77	0,00	0,00	0,00	317	107,65
Bonfinópolis (Município) (520355)	1,05	0,00	1,05	0,00	0,00	0,00	7	7,38
Brazabrantes (Município) (520360)	2,73	0,00	0,00	0,00	0,00	0,00	2	5,47
Caldas Novas (Município) (520450)	3,48	0,00	1,68	0,00	0,11	0,00	241	27,05
Caldazinha (Município) (520455)	0,00	0,00	2,66	0,00	0,00	0,00	3	7,98
Catalão (Município) (520510)	3,38	0,00	1,22	0,00	0,00	0,00	251	23,54
Caturaí (Município) (520520)	25,80	0,00	5,95	0,00	0,00	0,00	31	61,53
Cidade Ocidental (Município) (520549)	0,72	0,00	0,14	0,00	0,00	0,00	76	10,88
Cristalina (Município) (520620)	2,42	0,00	0,17	0,00	0,00	0,00	169	29,26
Formosa (Município) (520800)	12,72	0,00	2,59	0,08	0,00	0,00	512	42,84
Goianápolis (Município) (520840)	8,01	0,00	0,00	0,00	0,00	0,00	77	68,51
Goianésia (Município) (520860)	36,63	0,00	1,88	0,14	0,00	0,00	253	36,63
Goiânia (Município) (520870)	1,70	0,00	6,44	0,01	0,09	0,00	2.863	19,14
Goianira (Município) (520880)	4,16	0,00	5,09	0,00	0,00	0,00	104	24,04
Guapó (Município) (520920)	3,52	0,00	5,63	0,00	0,00	0,00	31	21,81
Hidrolândia (Município) (520970)	9,40	0,00	16,45	0,00	0,00	0,00	143	67,21
Inhumas (Município) (521000)	10,67	0,00	17,92	0,00	0,00	0,00	290	55,27
Itumbiara (Município) (521150)	7,81	0,00	2,32	0,00	0,00	0,00	321	30,97
Jataí (Município) (521190)	6,02	0,00	9,73	0,00	0,00	0,00	306	30,70
Luziânia (Município) (521250)	2,54	0,00	0,54	0,00	0,00	0,00	314	15,32
Mineiros (Município) (521310)	18,19	0,00	11,16	0,00	0,15	0,00	245	37,45
Nerópolis (Município) (521450)	2,73	0,00	6,14	0,00	0,00	0,00	127	43,36
Nova Veneza (Município) (521500)	2,07	0,00	2,07	0,00	0,00	0,00	4	4,13
Novo Gama (Município) (521523)	4,57	0,00	0,18	0,09	0,00	0,00	152	13,37
Planaltina (Município) (521760)	2,69	0,00	1,57	0,00	0,00	0,00	192	21,53
Rio Verde (Município) (521880)	2,57	0,00	2,70	0,00	0,00	0,00	511	22,25
Santo Antônio de Goiás (Município) (521973)	32,66	0,00	13,07	0,00	0,00	0,00	25	40,83
Santo Antônio do Descoberto (Município) (521975)	3,12	0,00	0,27	0,00	0,00	0,00	89	12,09
Senador Canedo (Município) (522045)	2,50	0,00	33,59	0,00	0,36	0,00	155	13,81
Terezópolis de Goiás (Município) (522119)	2,53	0,00	2,53	0,00	0,00	0,00	18	22,79
Trindade (Município) (522140)	4,95	0,00	23,94	0,00	0,00	0,00	685	54,66
Valparaíso de Goiás (Município) (522185)	2,25	0,00	0,06	0,00	0,00	0,00	186	11,29
Brasília (Município) (530010)	6,51	0,00	0,27	0,02	0,03	0,00	5.708	19,19
