Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Mogi Mirim (Município) (353080)	92.715	92.715	86.756	497,710	6.762	803	0,9%	7,3%
Mongaguá (Município) (353110)	55.731	55.731	55.488	143,210	12.832	12.589	22,7%	23,0%
Monte Alto (Município) (353130)	50.216	50.216	47.956	346,950	518	0	0,0%	1,0%
Monte Mor (Município) (353180)	58.765	58.765	55.198	240,570	7.576	4.009	7,3%	12,9%
Nova Odessa (Município) (353340)	59.371	59.371	58.404	73,790	0	0	0,0%	0,0%
Olímpia (Município) (353390)	54.406	54.406	51.382	802,560	3.024	0	0,0%	5,6%
Osasco (Município) (353440)	696.850	696.850	696.850	64,950	43.349	43.349	6,2%	6,2%
Ourinhos (Município) (353470)	112.711	112.711	109.800	295,820	2.911	0	0,0%	2,6%
Paulínia (Município) (353650)	106.776	106.776	106.677	138,780	99	0	0,0%	0,1%
Penápolis (Município) (353730)	63.047	63.047	60.215	711,320	2.832	0	0,0%	4,5%
Peruíbe (Município) (353760)	67.548	67.548	66.793	326,220	15.747	14.992	22,5%	23,3%
Piedade (Município) (353780)	55.149	55.149	25.130	746,870	36.635	6.616	26,3%	66,4%
Pindamonhangaba (Município) (353800)	166.475	166.475	160.487	730,000	1.740	0	0,0%	1,1%
Piracicaba (Município) (353870)	400.949	400.949	392.340	1.378,070	0	0	0,0%	0,0%
Pirapora do Bom Jesus (Município) (353910)	18.604	18.604	18.604	108,490	9.029	9.029	48,5%	48,5%
Pirassununga (Município) (353930)	75.930	75.930	69.576	727,120	6.354	0	0,0%	8,4%
Poá (Município) (353980)	116.530	116.530	114.689	17,260	59	58	0,0%	0,0%
Porto Feliz (Município) (354060)	52.785	52.785	44.367	556,710	0	0	0,0%	0,0%
Porto Ferreira (Município) (354070)	55.787	55.787	54.786	244,910	2.932	1.931	3,5%	5,3%
Praia Grande (Município) (354100)	319.146	319.146	319.146	149,250	87.583	87.583	27,4%	27,4%
Presidente Prudente (Município) (354140)	227.072	227.072	222.440	560,640	922	0	0,0%	0,4%
Registro (Município) (354260)	56.249	56.249	49.934	722,200	7.331	1.016	2,0%	13,0%
Ribeirão Pires (Município) (354330)	122.607	122.607	122.607	99,080	32.231	32.231	26,3%	26,3%
Ribeirão Preto (Município) (354340)	694.534	694.534	692.563	650,920	14.237	12.266	1,8%	2,1%
Rio Claro (Município) (354390)	204.797	204.797	199.813	498,420	0	0	0,0%	0,0%
Rio Grande da Serra (Município) (354410)	50.241	50.241	50.241	36,340	24.076	24.076	47,9%	47,9%
Salesópolis (Município) (354500)	17.022	17.022	10.837	425,000	7.968	1.783	16,5%	46,8%
Salto (Município) (354520)	117.561	117.561	116.734	133,060	827	0	0,0%	0,7%
Santa Bárbara d'Oeste (Município) (354580)	192.536	192.536	191.025	271,030	1.541	30	0,0%	0,8%
Santa Isabel (Município) (354680)	56.792	56.792	44.565	363,330	30.881	18.654	41,9%	54,4%
Santana de Parnaíba (Município) (354730)	136.517	136.517	136.517	179,950	76.402	76.402	56,0%	56,0%
Santo André (Município) (354780)	716.109	716.109	716.109	175,780	8.092	8.092	1,1%	1,1%
Santos (Município) (354850)	432.957	432.957	432.633	281,030	324	0	0,0%	0,1%
São Bernardo do Campo (Município) (354870)	833.240	833.240	819.301	409,530	15.183	1.244	0,1%	1,8%
São Caetano do Sul (Município) (354880)	160.275	160.275	160.275	15,330	0	0	0,0%	0,0%
São Carlos (Município) (354890)	249.415	249.415	239.426	1.136,910	9.989	0	0,0%	4,0%
São João da Boa Vista (Município) (354910)	90.637	90.637	87.021	516,400	270	0	0,0%	0,3%
São Joaquim da Barra (Município) (354940)	51.447	51.447	50.525	410,860	0	225	0,4%	0,0%
São José do Rio Pardo (Município) (354970)	54.763	54.763	48.494	419,680	4.401	25	0,0%	8,0%
São José do Rio Preto (Município) (354980)	456.245	456.245	428.566	431,940	29.823	2.144	0,5%	6,5%
São José dos Campos (Município) (354990)	713.943	713.943	699.419	1.099,410	8.924	0	0,0%	1,3%
São Lourenço da Serra (Município) (354995)	15.667	15.667	14.261	186,460	11.114	9.708	68,1%	70,9%
São Paulo (Município) (355030)	12.176.866	12.176.866	12.067.407	1.521,110	450.544	362.023	3,0%	3,7%
São Roque (Município) (355060)	89.943	89.943	81.575	306,910	48.944	40.576	49,7%	54,4%
São Sebastião (Município) (355070)	87.596	87.596	86.609	402,400	37.678	36.691	42,4%	43,0%
São Vicente (Município) (355100)	363.173	363.173	362.487	148,100	92.300	91.614	25,3%	25,4%
Sertãozinho (Município) (355170)	124.453	124.453	122.981	403,090	453	81	0,1%	0,4%
Sorocaba (Município) (355220)	671.186	671.186	664.355	450,380	11.947	5.116	0,8%	1,8%
Sumaré (Município) (355240)	278.571	278.571	275.291	153,470	20.001	16.721	6,1%	7,2%
Suzano (Município) (355250)	294.638	294.638	284.266	206,240	11.762	1.390	0,5%	4,0%
Taboão da Serra (Município) (355280)	285.570	285.570	285.570	20,390	12.565	12.565	4,4%	4,4%
Taquaritinga (Município) (355370)	56.984	56.984	54.008	594,340	2.976	0	0,0%	5,2%
Tatuí (Município) (355400)	120.533	120.533	114.839	523,750	8.138	2.444	2,1%	6,8%
Taubaté (Município) (355410)	311.854	311.854	305.125	625,000	875	0	0,0%	0,3%
Tupã (Município) (355500)	65.477	65.477	62.851	627,990	292	0	0,0%	0,4%
Ubatuba (Município) (355540)	89.747	89.747	87.590	708,110	60.129	57.972	66,2%	67,0%
Valinhos (Município) (355620)	127.123	127.123	120.972	148,540	13.240	7.089	5,9%	10,4%
Vargem Grande Paulista (Município) (355645)	51.702	51.702	51.702	42,490	34.387	34.387	66,5%	66,5%
Várzea Paulista (Município) (355650)	120.572	120.572	120.572	35,120	12.082	12.082	10,0%	10,0%
Vinhedo (Município) (355670)	77.308	77.308	74.879	81,600	13.659	11.230	15,0%	17,7%
Votorantim (Município) (355700)	121.331	121.331	116.703	183,520	5.364	736	0,6%	4,4%
Votuporanga (Município) (355710)	93.736	93.736	91.110	420,700	0	0	0,0%	0,0%
Adrianópolis (Município) (410020)	5.983	5.983	1.933	1.349,340	5.983	1.933	100,0%	100,0%
Agudos do Sul (Município) (410030)	9.269	9.269	3.163	192,260	7.631	1.525	48,2%	82,3%
Almirante Tamandaré (Município) (410040)	117.168	117.168	112.273	194,740	67.070	62.175	55,4%	57,2%
Apucarana (Município) (410140)	133.726	133.726	126.183	558,390	18.661	11.118	8,8%	14,0%
Arapongas (Município) (410150)	121.198	121.198	118.523	382,220	32.889	30.214	25,5%	27,1%
Araucária (Município) (410180)	141.410	141.410	130.824	469,240	24.301	13.715	10,5%	17,2%
Balsa Nova (Município) (410230)	12.787	12.787	7.774	348,930	10.150	5.137	66,1%	79,4%
Bocaiúva do Sul (Município) (410310)	12.755	12.755	5.953	826,340	7.893	1.091	18,3%	61,9%
Cambé (Município) (410370)	105.704	105.704	101.572	495,380	11	0	0,0%	0,0%
Campina Grande do Sul (Município) (410400)	42.880	42.880	35.350	539,250	3.197	0	0,0%	7,5%
Campo Largo (Município) (410420)	130.091	130.091	109.015	1.243,550	48.389	27.313	25,1%	37,2%
Campo Magro (Município) (410425)	28.885	28.885	22.727	275,350	18.051	11.893	52,3%	62,5%
Campo Mourão (Município) (410430)	94.212	94.212	89.330	757,880	10	0	0,0%	0,0%
Cascavel (Município) (410480)	324.476	324.476	306.160	2.100,830	33	0	0,0%	0,0%
Castro (Município) (410490)	71.151	71.151	52.253	2.531,500	19.732	834	1,6%	27,7%
Cerro Azul (Município) (410520)	17.725	17.725	5.031	1.341,190	17.567	4.873	96,9%	99,1%
Cianorte (Município) (410550)	81.393	81.393	72.462	811,670	28.276	19.345	26,7%	34,7%
Colombo (Município) (410580)	240.840	240.840	229.798	197,790	72.213	61.171	26,6%	30,0%
Contenda (Município) (410620)	18.326	18.326	10.645	299,040	9.143	1.462	13,7%	49,9%
Curitiba (Município) (410690)	1.917.185	1.917.185	1.917.185	435,040	191	191	0,0%	0,0%
Fazenda Rio Grande (Município) (410765)	98.368	98.368	91.446	116,680	10	0	0,0%	0,0%
Foz do Iguaçu (Município) (410830)	258.823	258.823	256.674	618,350	13.895	11.746	4,6%	5,4%
Francisco Beltrão (Município) (410840)	89.942	89.942	76.847	735,110	20.516	7.421	9,7%	22,8%
Guarapuava (Município) (410940)	180.334	180.334	164.885	3.178,650	25.677	10.228	6,2%	14,2%
Ibiporã (Município) (410980)	53.970	53.970	51.391	297,740	3.816	1.237	2,4%	7,1%
Irati (Município) (411070)	60.357	60.357	48.250	999,520	11.609	0	0,0%	19,2%
Itaperuçu (Município) (411125)	28.187	28.187	23.548	320,580	20.268	15.629	66,4%	71,9%
Lapa (Município) (411320)	47.909	47.909	29.026	2.093,860	19.423	540	1,9%	40,5%
Londrina (Município) (411370)	563.943	563.943	549.273	1.652,570	111	54	0,0%	0,0%
Mandirituba (Município) (411430)	26.411	26.411	8.812	379,180	21.916	4.317	49,0%	83,0%
Marechal Cândido Rondon (Município) (411460)	52.379	52.379	43.796	748,000	39.940	31.357	71,6%	76,3%
Maringá (Município) (411520)	417.010	417.010	409.508	487,050	82	40	0,0%	0,0%
Palmas (Município) (411760)	50.198	50.198	46.578	1.557,890	13.466	9.846	21,1%	26,8%
Paranaguá (Município) (411820)	153.666	153.666	148.105	826,670	41.213	35.652	24,1%	26,8%
Paranavaí (Município) (411840)	87.813	87.813	83.656	1.202,270	4.453	296	0,3%	5,1%
Pato Branco (Município) (411850)	81.893	81.893	77.051	539,090	2.054	0	0,0%	2,5%
Pinhais (Município) (411915)	130.789	130.789	130.789	60,870	10.434	10.434	8,0%	8,0%
Piraquara (Município) (411950)	111.052	111.052	54.495	227,040	20.467	0	0,0%	18,4%
Ponta Grossa (Município) (411990)	348.043	348.043	340.361	2.054,730	69	34	0,0%	0,0%
Prudentópolis (Município) (412060)	51.961	51.961	23.922	2.236,580	27.829	0	0,0%	53,6%
Quatro Barras (Município) (412080)	23.199	23.199	20.967	180,470	4.917	2.685	12,8%	21,2%
Quitandinha (Município) (412120)	18.873	18.873	5.397	447,020	17.294	3.818	70,7%	91,6%
Rio Branco do Sul (Município) (412220)	32.273	32.273	23.212	812,290	32.273	23.212	100,0%	100,0%
Rolândia (Município) (412240)	65.757	65.757	62.219	459,020	26.305	22.767	36,6%	40,0%
São José dos Pinhais (Município) (412550)	317.476	317.476	284.654	946,440	78.865	46.043	16,2%	24,8%
Sarandi (Município) (412625)	95.543	95.543	94.735	103,460	0	0	-	-
Telêmaco Borba (Município) (412710)	78.135	78.135	76.534	1.382,860	13.495	11.894	15,5%	17,3%
Tijucas do Sul (Município) (412760)	16.646	16.646	2.617	671,890	16.646	2.617	100,0%	100,0%
Toledo (Município) (412770)	138.572	138.572	125.734	1.197,000	18.930	6.092	4,9%	13,7%
Tunas do Paraná (Município) (412788)	8.509	8.509	3.797	668,480	8.509	3.797	100,0%	100,0%
Umuarama (Município) (412810)	110.590	110.590	102.658	1.234,540	12	0	0,0%	0,0%
União da Vitória (Município) (412820)	57.111	57.111	54.131	720,000	38.012	35.032	64,7%	66,6%
Doutor Ulysses (Município) (412863)	5.609	5.609	910	777,480	4.699	0	0,0%	83,8%
Águas Mornas (Município) (420060)	6.378	6.378	2.675	327,360	6.378	2.675	100,0%	100,0%
Alfredo Wagner (Município) (420070)	9.984	9.984	3.043	732,770	134	41	1,4%	1,3%
Angelina (Município) (420090)	4.860	4.860	1.040	500,040	4.860	1.040	100,0%	100,0%
Anitápolis (Município) (420110)	3.236	3.236	1.324	542,120	3.236	1.324	100,0%	100,0%
Antônio Carlos (Município) (420120)	8.411	8.411	2.640	233,570	8.411	2.640	100,0%	100,0%
Araranguá (Município) (420140)	67.578	67.578	55.692	303,300	66.414	54.528	97,9%	98,3%
Balneário Camboriú (Município) (420200)	138.732	138.732	138.732	46,240	8.732	8.732	6,3%	6,3%
Biguaçu (Município) (420230)	67.458	67.458	61.144	367,890	67.458	61.144	100,0%	100,0%
Blumenau (Município) (420240)	352.460	352.460	336.220	518,500	207.885	191.645	57,0%	59,0%
Brusque (Município) (420290)	131.703	131.703	127.361	283,220	131.703	127.361	100,0%	100,0%
Caçador (Município) (420300)	77.863	77.863	70.925	984,290	74.317	67.379	95,0%	95,5%
Camboriú (Município) (420320)	80.834	80.834	76.777	212,320	79.204	75.147	97,9%	98,0%
Canelinha (Município) (420370)	12.080	12.080	7.663	152,560	12.080	7.663	100,0%	100,0%
Canoinhas (Município) (420380)	54.319	54.319	40.430	1.140,390	46.379	32.490	80,4%	85,4%
Chapecó (Município) (420420)	216.654	216.654	198.454	626,060	142.765	124.565	62,8%	65,9%
Concórdia (Município) (420430)	74.106	74.106	59.250	799,450	70.266	55.410	93,5%	94,8%
Criciúma (Município) (420460)	213.023	213.023	210.057	235,700	149.515	146.549	69,8%	70,2%
Florianópolis (Município) (420540)	492.977	492.977	474.306	675,410	176.834	158.163	33,4%	35,9%
Garopaba (Município) (420570)	22.568	22.568	19.062	115,410	22.568	19.062	100,0%	100,0%
Gaspar (Município) (420590)	68.465	68.465	55.647	386,780	67.341	54.523	98,0%	98,4%
Governador Celso Ramos (Município) (420600)	14.333	14.333	13.509	117,190	14.333	13.509	100,0%	100,0%
Içara (Município) (420700)	55.581	55.581	50.933	228,930	43.409	38.761	76,1%	78,1%
Indaial (Município) (420750)	67.923	67.923	65.537	430,790	55.643	53.257	81,3%	81,9%
Itajaí (Município) (420820)	215.895	215.895	204.214	288,290	152.089	140.408	68,8%	70,5%
Itapema (Município) (420830)	63.250	63.250	61.678	57,800	15.142	13.570	22,0%	23,9%
Jaraguá do Sul (Município) (420890)	174.158	174.158	161.597	529,450	33.527	27.923	17,3%	19,3%
Joinville (Município) (420910)	583.144	583.144	563.410	1.126,110	397.847	378.880	67,3%	68,2%
Lages (Município) (420930)	157.743	157.743	154.935	2.631,500	117.518	114.710	74,0%	74,5%
Leoberto Leal (Município) (420980)	3.083	3.083	751	291,210	3.083	751	100,0%	100,0%
Mafra (Município) (421010)	56.017	56.017	43.743	1.404,030	56.017	43.743	100,0%	100,0%
Major Gercino (Município) (421020)	3.430	3.430	1.307	306,180	3.430	1.307	100,0%	100,0%
Navegantes (Município) (421130)	79.285	79.285	75.156	112,030	79.285	75.156	100,0%	100,0%
Nova Trento (Município) (421150)	14.312	14.312	10.718	402,890	14.312	10.718	100,0%	100,0%
Palhoça (Município) (421190)	168.259	168.259	165.780	395,130	151.309	148.830	89,8%	89,9%
Paulo Lopes (Município) (421230)	7.418	7.418	5.343	449,680	7.418	5.343	100,0%	100,0%
Rancho Queimado (Município) (421430)	2.868	2.868	1.346	286,290	2.018	496	36,9%	70,4%
Rio do Sul (Município) (421480)	70.100	70.100	65.045	260,970	70.100	65.045	100,0%	100,0%
Santo Amaro da Imperatriz (Município) (421570)	22.905	22.905	17.297	344,050	15.958	10.350	59,8%	69,7%
São Bento do Sul (Município) (421580)	83.576	83.576	79.591	501,630	63.896	59.911	75,3%	76,5%
São Bonifácio (Município) (421590)	2.862	2.862	652	460,360	2.862	652	100,0%	100,0%
São Francisco do Sul (Município) (421620)	51.677	51.677	47.994	498,650	51.677	47.994	100,0%	100,0%
São João Batista (Município) (421630)	36.244	36.244	32.505	200,580	36.244	32.505	100,0%	100,0%
São José (Município) (421660)	242.927	242.927	240.042	150,450	149.771	146.886	61,2%	61,7%
São Pedro de Alcântara (Município) (421725)	5.709	5.709	4.526	140,020	5.709	4.526	100,0%	100,0%
Tijucas (Município) (421800)	37.645	37.645	31.616	279,580	19.345	13.316	42,1%	51,4%
Tubarão (Município) (421870)	104.937	104.937	95.072	301,760	104.937	95.072	100,0%	100,0%
Videira (Município) (421930)	52.510	52.510	47.689	384,520	52.510	47.689	100,0%	100,0%
Xanxerê (Município) (421950)	50.309	50.309	44.626	377,760	50.309	44.626	100,0%	100,0%
Alegrete (Município) (430040)	74.173	74.173	66.475	7.803,950	59.289	51.591	77,6%	79,9%
Alvorada (Município) (430060)	209.213	209.213	209.213	71,310	160.529	160.529	76,7%	76,7%
Araricá (Município) (430087)	5.622	5.622	4.619	35,150	0	0	-	-
Arroio dos Ratos (Município) (430110)	14.123	14.123	13.448	425,930	14.123	13.448	100,0%	100,0%
Bagé (Município) (430160)	120.943	120.943	101.238	4.093,580	42.990	23.285	23,0%	35,6%
Bento Gonçalves (Município) (430210)	119.049	119.049	109.939	274,070	118.368	109.258	99,4%	99,4%
Cachoeira do Sul (Município) (430300)	82.547	82.547	70.605	3.735,160	59.147	47.205	66,9%	71,7%
Cachoeirinha (Município) (430310)	129.307	129.307	129.307	44,020	45.768	45.768	35,4%	35,4%
Camaquã (Município) (430350)	66.034	66.034	51.927	1.679,430	66.034	51.927	100,0%	100,0%
Campo Bom (Município) (430390)	66.156	66.156	63.143	60,510	66.065	63.052	99,9%	99,9%
Canguçu (Município) (430450)	55.871	55.871	20.660	3.525,290	35.211	0	0,0%	63,0%
Canoas (Município) (430460)	344.957	344.957	344.957	131,100	216.139	216.139	62,7%	62,7%
Capão da Canoa (Município) (430463)	52.004	52.004	51.691	97,100	22.534	22.221	43,0%	43,3%
Capela de Santana (Município) (430468)	11.810	11.810	7.033	183,070	11.810	7.033	100,0%	100,0%
Carazinho (Município) (430470)	61.949	61.949	60.838	665,090	61.949	60.838	100,0%	100,0%
Caxias do Sul (Município) (430510)	504.069	504.069	485.370	1.652,310	56.171	37.472	7,7%	11,1%
Charqueadas (Município) (430535)	40.301	40.301	39.354	216,510	40.301	39.354	100,0%	100,0%
Cruz Alta (Município) (430610)	60.693	60.693	58.541	1.360,290	49.279	47.127	80,5%	81,2%
Dois Irmãos (Município) (430640)	32.205	32.205	31.859	65,160	28.875	28.529	89,6%	89,7%
Eldorado do Sul (Município) (430676)	40.643	40.643	36.450	509,730	36.740	32.547	89,3%	90,4%
Erechim (Município) (430700)	105.059	105.059	99.007	430,670	105.059	99.007	100,0%	100,0%
Estância Velha (Município) (430760)	49.345	49.345	48.082	52,150	47.996	46.733	97,2%	97,3%
Esteio (Município) (430770)	83.121	83.121	83.006	27,680	75.440	75.325	90,8%	90,8%
Farroupilha (Município) (430790)	71.570	71.570	61.918	361,680	71.570	61.918	100,0%	100,0%
Glorinha (Município) (430905)	7.988	7.988	2.396	323,640	6.759	1.167	48,7%	84,6%
Gravataí (Município) (430920)	279.398	279.398	266.106	463,500	198.654	185.362	69,7%	71,1%
Guaíba (Município) (430930)	98.043	98.043	95.839	376,950	92.886	90.682	94,6%	94,7%
Ijuí (Município) (431020)	83.173	83.173	75.411	689,390	73.850	66.088	87,6%	88,8%
Ivoti (Município) (431080)	23.880	23.880	21.703	63,150	21.485	19.308	89,0%	90,0%
Lajeado (Município) (431140)	82.951	82.951	82.643	90,610	82.101	81.793	99,0%	99,0%
Montenegro (Município) (431240)	64.788	64.788	58.479	424,440	64.788	58.479	100,0%	100,0%
Nova Hartz (Município) (431306)	21.317	21.317	17.742	62,560	19.817	16.242	91,6%	93,0%
Nova Santa Rita (Município) (431337)	28.670	28.670	24.580	217,870	28.670	24.580	100,0%	100,0%
Novo Hamburgo (Município) (431340)	246.452	246.452	242.180	223,820	231.102	226.830	93,7%	93,8%
Parobé (Município) (431405)	57.660	57.660	54.448	108,760	57.660	54.448	100,0%	100,0%
Passo Fundo (Município) (431410)	201.767	201.767	196.630	783,420	141.350	136.213	69,3%	70,1%
Pelotas (Município) (431440)	341.648	341.648	318.666	1.610,080	138.563	117.581	36,9%	40,6%
Portão (Município) (431480)	36.510	36.510	29.846	159,900	36.510	29.846	100,0%	100,0%
Porto Alegre (Município) (431490)	1.479.101	1.479.101	1.479.101	496,680	140.958	140.958	9,5%	9,5%
Rio Grande (Município) (431560)	210.005	210.005	201.701	2.709,520	148.384	140.080	69,5%	70,7%
Santa Cruz do Sul (Município) (431680)	129.427	129.427	115.012	733,410	110.565	96.150	83,6%	85,4%
Santa Maria (Município) (431690)	280.505	280.505	266.875	1.781,760	113.321	99.691	37,4%	40,4%
Sant'Ana do Livramento (Município) (431710)	77.763	77.763	70.168	6.941,610	53.038	45.443	64,8%	68,2%
Santa Rosa (Município) (431720)	72.919	72.919	64.179	489,800	52.985	44.245	68,9%	72,7%
Santo Ângelo (Município) (431750)	77.620	77.620	73.070	680,500	61.463	56.913	77,9%	79,2%
Santo Antônio da Patrulha (Município) (431760)	42.648	42.648	30.213	1.049,810	42.648	30.213	100,0%	100,0%
São Borja (Município) (431800)	60.557	60.557	54.142	3.616,690	49.129	42.714	78,9%	81,1%
São Gabriel (Município) (431830)	62.061	62.061	55.231	5.023,820	51.294	44.464	80,5%	82,7%
São Jerônimo (Município) (431840)	24.078	24.078	18.553	936,380	24.078	18.553	100,0%	100,0%
São Leopoldo (Município) (431870)	234.947	234.947	234.015	102,740	192.540	191.608	81,9%	82,0%
Sapiranga (Município) (431990)	81.198	81.198	78.275	138,030	80.348	77.425	98,9%	99,0%
Sapucaia do Sul (Município) (432000)	140.311	140.311	139.788	58,310	130.054	129.531	92,7%	92,7%
Taquara (Município) (432120)	57.292	57.292	47.460	457,880	57.292	47.460	100,0%	100,0%
Tramandaí (Município) (432160)	50.760	50.760	49.530	144,410	36.985	35.755	72,2%	72,9%
Triunfo (Município) (432200)	29.207	29.207	19.088	818,800	29.207	19.088	100,0%	100,0%
Uruguaiana (Município) (432240)	127.079	127.079	118.954	5.703,590	15.335	7.210	6,1%	12,1%
Vacaria (Município) (432250)	65.846	65.846	61.549	2.124,580	4.297	0	0,0%	6,5%
Venâncio Aires (Município) (432260)	71.117	71.117	44.646	772,230	71.117	44.646	100,0%	100,0%
Viamão (Município) (432300)	254.101	254.101	238.772	1.497,090	250.037	234.708	98,3%	98,4%
Campo Grande (Município) (500270)	885.711	885.711	873.829	8.092,950	153.160	141.278	16,2%	17,3%
Corumbá (Município) (500320)	110.806	110.806	99.853	64.721,720	54.497	43.544	43,6%	49,2%
Dourados (Município) (500370)	220.965	220.965	204.024	4.086,240	66.970	50.029	24,5%	30,3%
Naviraí (Município) (500570)	54.051	54.051	49.896	3.193,550	36.567	32.412	65,0%	67,7%
Nova Andradina (Município) (500620)	53.517	53.517	45.535	4.776,000	45.962	37.980	83,4%	85,9%
Ponta Porã (Município) (500660)	91.082	91.082	72.596	5.330,450	48.261	29.775	41,0%	53,0%
Sidrolândia (Município) (500790)	56.081	56.081	36.981	5.286,410	54.474	35.374	95,7%	97,1%
Três Lagoas (Município) (500830)	119.465	119.465	113.923	10.206,950	28.589	23.047	20,2%	23,9%
Alta Floresta (Município) (510025)	51.615	51.615	44.848	8.953,190	27.846	21.079	47,0%	54,0%
Barão de Melgaço (Município) (510160)	8.563	8.563	3.860	11.174,470	0	0	-	-
Barra do Garças (Município) (510180)	60.661	60.661	54.641	9.079,290	17.790	11.770	21,5%	29,3%
Cáceres (Município) (510250)	93.882	93.882	81.740	24.593,030	87.159	75.017	91,8%	92,8%
Chapada dos Guimarães (Município) (510300)	19.588	19.588	12.131	6.611,790	19.588	12.131	100,0%	100,0%
Cuiabá (Município) (510340)	607.153	607.153	595.823	3.293,540	247.244	235.914	39,6%	40,7%
Jangada (Município) (510490)	8.366	8.366	3.202	1.015,310	8.366	3.202	100,0%	100,0%
Lucas do Rio Verde (Município) (510525)	63.411	63.411	59.095	3.675,220	38.047	33.731	57,1%	60,0%
Nossa Senhora do Livramento (Município) (510610)	13.231	13.231	4.835	4.934,710	13.231	4.835	100,0%	100,0%
Nova Brasilândia (Município) (510620)	3.928	3.928	3.133	3.278,860	3.928	3.133	100,0%	100,0%
Planalto da Serra (Município) (510645)	2.676	2.676	2.016	2.442,450	0	0	-	-
Poconé (Município) (510650)	32.768	32.768	23.780	17.164,000	32.768	23.780	100,0%	100,0%
Primavera do Leste (Município) (510704)	61.038	61.038	57.761	5.482,070	10.503	7.226	12,5%	17,2%
Rondonópolis (Município) (510760)	228.857	228.857	220.137	4.686,620	8.720	0	0,0%	3,8%
Rosário Oeste (Município) (510770)	17.237	17.237	10.388	7.419,630	17.237	10.388	100,0%	100,0%
Santo Antônio do Leverger (Município) (510780)	16.433	16.433	6.373	11.735,750	0	0	-	-
Sinop (Município) (510790)	139.935	139.935	115.999	3.942,230	92.233	68.297	58,9%	65,9%
Sorriso (Município) (510792)	87.815	87.815	77.047	9.347,560	58.684	47.916	62,2%	66,8%
Tangará da Serra (Município) (510795)	101.764	101.764	92.604	11.601,250	72.238	63.078	68,1%	71,0%
Várzea Grande (Município) (510840)	282.009	282.009	277.664	1.048,210	199.821	195.476	70,4%	70,9%
Abadia de Goiás (Município) (520005)	8.583	8.583	6.342	147,730	5.501	3.260	51,4%	64,1%
Águas Lindas de Goiás (Município) (520025)	207.070	207.070	206.758	188,390	167.637	167.325	80,9%	81,0%
Anápolis (Município) (520110)	381.970	381.970	375.283	933,160	178.074	171.387	45,7%	46,6%
Aparecida de Goiânia (Município) (520140)	565.957	565.957	565.381	278,540	431.080	430.504	76,1%	76,2%
Aragoiânia (Município) (520180)	10.116	10.116	6.685	218,180	10.116	6.685	100,0%	100,0%
Bela Vista de Goiás (Município) (520330)	29.448	29.448	21.534	1.275,850	21.010	13.096	60,8%	71,4%
Bonfinópolis (Município) (520355)	9.488	9.488	8.840	123,430	9.488	8.840	100,0%	100,0%
Brazabrantes (Município) (520360)	3.659	3.659	2.457	123,070	3.659	2.457	100,0%	100,0%
Caldas Novas (Município) (520450)	89.087	89.087	85.599	1.608,440	18.087	14.599	17,1%	20,3%
Caldazinha (Município) (520455)	3.759	3.759	2.168	249,690	3.759	2.168	100,0%	100,0%
Catalão (Município) (520510)	106.618	106.618	99.748	3.821,460	43.715	36.845	36,9%	41,0%
Caturaí (Município) (520520)	5.038	5.038	3.939	205,080	5.038	3.939	100,0%	100,0%
Cidade Ocidental (Município) (520549)	69.829	69.829	54.517	389,990	44.301	28.989	53,2%	63,4%
Cristalina (Município) (520620)	57.759	57.759	47.642	6.162,090	49.365	39.248	82,4%	85,5%
Formosa (Município) (520800)	119.506	119.506	109.880	5.811,790	23.777	14.151	12,9%	19,9%
Goianápolis (Município) (520840)	11.239	11.239	10.184	169,010	11.239	10.184	100,0%	100,0%
Goianésia (Município) (520860)	69.072	69.072	64.561	1.547,270	18.090	13.579	21,0%	26,2%
Goiânia (Município) (520870)	1.495.705	1.495.705	1.490.047	728,840	290.758	285.100	19,1%	19,4%
Goianira (Município) (520880)	43.260	43.260	42.487	212,550	32.456	31.683	74,6%	75,0%
Guapó (Município) (520920)	14.211	14.211	11.524	517,260	6.330	3.643	31,6%	44,5%
Hidrolândia (Município) (520970)	21.278	21.278	12.805	953,730	21.278	12.805	100,0%	100,0%
Inhumas (Município) (521000)	52.465	52.465	49.047	615,280	18.856	15.438	31,5%	35,9%
Itumbiara (Município) (521150)	103.652	103.652	99.254	2.464,510	9.843	5.445	5,5%	9,5%
Jataí (Município) (521190)	99.674	99.674	91.750	7.174,230	7.924	0	0,0%	8,0%
Luziânia (Município) (521250)	205.023	205.023	191.251	3.961,100	166.228	152.456	79,7%	81,1%
Mineiros (Município) (521310)	65.420	65.420	59.675	9.038,770	1.800	5.298	8,9%	2,8%
Nerópolis (Município) (521450)	29.293	29.293	28.106	204,220	29.293	28.106	100,0%	100,0%
