Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Mongaguá (Município) (353110)	46.293	46.293	46.091	143,210	25.791	25.589	55,5%	55,7%
Monte Alto (Município) (353130)	46.642	46.642	44.543	346,950	155	0	0,0%	0,3%
Monte Mor (Município) (353180)	48.949	48.949	45.978	240,570	26.304	23.333	50,7%	53,7%
Nova Odessa (Município) (353340)	51.242	51.242	50.407	73,790	1.396	561	1,1%	2,7%
Olímpia (Município) (353390)	50.024	50.024	47.244	802,560	2.780	0	0,0%	5,6%
Osasco (Município) (353440)	666.740	666.740	666.740	64,950	169.317	169.317	25,4%	25,4%
Ourinhos (Município) (353470)	103.035	103.035	100.374	295,820	4.368	1.707	1,7%	4,2%
Paulínia (Município) (353650)	82.146	82.146	82.070	138,780	10.182	10.106	12,3%	12,4%
Penápolis (Município) (353730)	58.510	58.510	55.882	711,320	2.628	0	0,0%	4,5%
Peruíbe (Município) (353760)	59.773	59.773	59.105	326,220	29.098	28.430	48,1%	48,7%
Piedade (Município) (353780)	52.143	52.143	23.760	746,870	36.781	8.398	35,3%	70,5%
Pindamonhangaba (Município) (353800)	146.995	146.995	141.708	730,000	8.135	2.848	2,0%	5,5%
Piracicaba (Município) (353870)	364.571	364.571	356.743	1.378,070	0	0	0,0%	0,0%
Pirapora do Bom Jesus (Município) (353910)	15.733	15.733	15.733	108,490	9.566	9.566	60,8%	60,8%
Pirassununga (Município) (353930)	70.081	70.081	64.216	727,120	5.865	0	0,0%	8,4%
Poá (Município) (353980)	106.013	106.013	104.338	17,260	3.465	1.790	1,7%	3,3%
Porto Feliz (Município) (354060)	48.893	48.893	41.096	556,710	7.297	0	0,0%	14,9%
Porto Ferreira (Município) (354070)	51.400	51.400	50.478	244,910	922	0	0,0%	1,8%
Praia Grande (Município) (354100)	262.051	262.051	262.051	149,250	109.115	109.115	41,6%	41,6%
Presidente Prudente (Município) (354140)	207.610	207.610	203.375	560,640	1.256	0	0,0%	0,6%
Registro (Município) (354260)	54.261	54.261	48.169	722,200	16.432	10.340	21,5%	30,3%
Ribeirão Pires (Município) (354330)	113.068	113.068	113.068	99,080	30.925	30.925	27,4%	27,4%
Ribeirão Preto (Município) (354340)	604.682	604.682	602.966	650,920	13.349	11.633	1,9%	2,2%
Rio Claro (Município) (354390)	186.253	186.253	181.720	498,420	43	43	0,0%	0,0%
Rio Grande da Serra (Município) (354410)	43.974	43.974	43.974	36,340	28.266	28.266	64,3%	64,3%
Salesópolis (Município) (354500)	15.635	15.635	9.954	425,000	7.078	1.397	14,0%	45,3%
Salto (Município) (354520)	105.516	105.516	104.774	133,060	7.280	6.538	6,2%	6,9%
Santa Bárbara d'Oeste (Município) (354580)	180.009	180.009	178.596	271,030	1.719	306	0,2%	1,0%
Santa Isabel (Município) (354680)	50.453	50.453	39.591	363,330	25.663	14.801	37,4%	50,9%
Santana de Parnaíba (Município) (354730)	108.813	108.813	108.813	179,950	74.386	74.386	68,4%	68,4%
Santo André (Município) (354780)	676.407	676.407	676.407	175,780	27.057	27.057	4,0%	4,0%
Santos (Município) (354850)	419.400	419.400	419.086	281,030	0	0	0,0%	0,0%
São Bernardo do Campo (Município) (354870)	765.463	765.463	752.658	409,530	92.112	79.307	10,5%	12,0%
São Caetano do Sul (Município) (354880)	149.263	149.263	149.263	15,330	0	0	0,0%	0,0%
São Carlos (Município) (354890)	221.950	221.950	213.061	1.136,910	8.889	0	0,0%	4,0%
São João da Boa Vista (Município) (354910)	83.639	83.639	80.302	516,400	3.411	74	0,1%	4,1%
São Joaquim da Barra (Município) (354940)	46.512	46.512	45.678	410,860	834	0	0,0%	1,8%
São José do Rio Pardo (Município) (354970)	51.900	51.900	45.959	419,680	5.441	0	0,0%	10,5%
São José do Rio Preto (Município) (354980)	408.258	408.258	383.490	431,940	43.943	19.175	5,0%	10,8%
São José dos Campos (Município) (354990)	629.921	629.921	617.106	1.099,410	38.431	25.616	4,2%	6,1%
São Lourenço da Serra (Município) (354995)	13.973	13.973	12.719	186,460	10.394	9.140	71,9%	74,4%
São Paulo (Município) (355030)	11.253.503	11.253.503	11.152.344	1.521,110	436.681	335.522	3,0%	3,9%
São Roque (Município) (355060)	78.821	78.821	71.488	306,910	44.576	37.243	52,1%	56,6%
São Sebastião (Município) (355070)	73.942	73.942	73.109	402,400	37.472	36.639	50,1%	50,7%
São Vicente (Município) (355100)	332.445	332.445	331.817	148,100	94.521	93.893	28,3%	28,4%
Sertãozinho (Município) (355170)	110.074	110.074	108.772	403,090	0	0	0,0%	0,0%
Sorocaba (Município) (355220)	586.625	586.625	580.655	450,380	14.847	13.877	2,4%	2,5%
Sumaré (Município) (355240)	241.311	241.311	238.470	153,470	28.315	25.474	10,7%	11,7%
Suzano (Município) (355250)	262.480	262.480	253.240	206,240	48.940	39.700	15,7%	18,6%
Taboão da Serra (Município) (355280)	244.528	244.528	244.528	20,390	36.138	36.138	14,8%	14,8%
Taquaritinga (Município) (355370)	53.988	53.988	51.168	594,340	2.820	0	0,0%	5,2%
Tatuí (Município) (355400)	107.326	107.326	102.256	523,750	7.642	2.572	2,5%	7,1%
Taubaté (Município) (355410)	278.686	278.686	272.673	625,000	14.403	8.390	3,1%	5,2%
Tupã (Município) (355500)	63.476	63.476	60.930	627,990	1.726	0	0,0%	2,7%
Ubatuba (Município) (355540)	78.801	78.801	76.907	708,110	51.587	49.693	64,6%	65,5%
Valinhos (Município) (355620)	106.793	106.793	101.626	148,540	5.167	0	0,0%	4,8%
Vargem Grande Paulista (Município) (355645)	42.997	42.997	42.997	42,490	31.951	31.951	74,3%	74,3%
Várzea Paulista (Município) (355650)	107.089	107.089	107.089	35,120	22.013	22.013	20,6%	20,6%
Vinhedo (Município) (355670)	63.611	63.611	61.612	81,600	11.241	9.242	15,0%	17,7%
Votorantim (Município) (355700)	108.809	108.809	104.659	183,520	4.150	0	0,0%	3,8%
Votuporanga (Município) (355710)	84.692	84.692	82.319	420,700	0	0	0,0%	0,0%
Adrianópolis (Município) (410020)	6.376	6.376	2.060	1.349,340	6.376	2.060	100,0%	100,0%
Agudos do Sul (Município) (410030)	8.270	8.270	2.822	192,260	8.270	2.822	100,0%	100,0%
Almirante Tamandaré (Município) (410040)	103.204	103.204	98.892	194,740	90.941	86.629	87,6%	88,1%
Apucarana (Município) (410140)	120.919	120.919	114.098	558,390	85.551	78.730	69,0%	70,8%
Arapongas (Município) (410150)	104.150	104.150	101.851	382,220	59.770	57.471	56,4%	57,4%
Araucária (Município) (410180)	119.123	119.123	110.205	469,240	77.972	69.054	62,7%	65,5%
Balsa Nova (Município) (410230)	11.300	11.300	6.870	348,930	8.836	4.406	64,1%	78,2%
Bocaiúva do Sul (Município) (410310)	10.987	10.987	5.128	826,340	10.987	5.128	100,0%	100,0%
Cambé (Município) (410370)	96.733	96.733	92.952	495,380	27.200	23.419	25,2%	28,1%
Campina Grande do Sul (Município) (410400)	38.769	38.769	31.961	539,250	13.322	6.514	20,4%	34,4%
Campo Largo (Município) (410420)	112.377	112.377	94.171	1.243,550	74.154	55.948	59,4%	66,0%
Campo Magro (Município) (410425)	24.843	24.843	19.547	275,350	20.379	15.083	77,2%	82,0%
Campo Mourão (Município) (410430)	87.194	87.194	82.676	757,880	29.013	24.495	29,6%	33,3%
Cascavel (Município) (410480)	286.205	286.205	270.049	2.100,830	125.603	109.447	40,5%	43,9%
Castro (Município) (410490)	67.084	67.084	49.266	2.531,500	29.752	11.934	24,2%	44,4%
Cerro Azul (Município) (410520)	16.938	16.938	4.808	1.341,190	16.768	4.638	96,5%	99,0%
Cianorte (Município) (410550)	69.958	69.958	62.282	811,670	33.438	25.762	41,4%	47,8%
Colombo (Município) (410580)	212.967	212.967	203.203	197,790	153.001	143.237	70,5%	71,8%
Contenda (Município) (410620)	15.891	15.891	9.231	299,040	15.891	9.231	100,0%	100,0%
Curitiba (Município) (410690)	1.751.907	1.751.907	1.751.907	435,040	121.986	121.986	7,0%	7,0%
Fazenda Rio Grande (Município) (410765)	81.675	81.675	75.928	116,680	52.411	46.664	61,5%	64,2%
Foz do Iguaçu (Município) (410830)	256.088	256.088	253.962	618,350	90.658	88.532	34,9%	35,4%
Francisco Beltrão (Município) (410840)	78.943	78.943	67.449	735,110	37.776	26.282	39,0%	47,9%
Guarapuava (Município) (410940)	167.328	167.328	152.993	3.178,650	70.027	55.692	36,4%	41,9%
Ibiporã (Município) (410980)	48.198	48.198	45.895	297,740	3.220	917	2,0%	6,7%
Irati (Município) (411070)	56.207	56.207	44.932	999,520	19.148	7.873	17,5%	34,1%
Itaperuçu (Município) (411125)	23.887	23.887	19.956	320,580	23.887	19.956	100,0%	100,0%
Lapa (Município) (411320)	44.932	44.932	27.222	2.093,860	23.531	5.821	21,4%	52,4%
Londrina (Município) (411370)	506.701	506.701	493.520	1.652,570	82.099	68.918	14,0%	16,2%
Mandirituba (Município) (411430)	22.220	22.220	7.414	379,180	21.626	6.820	92,0%	97,3%
Marechal Cândido Rondon (Município) (411460)	46.819	46.819	39.147	748,000	45.715	38.043	97,2%	97,6%
Maringá (Município) (411520)	357.077	357.077	350.653	487,050	52.451	46.027	13,1%	14,7%
Palmas (Município) (411760)	42.888	42.888	39.795	1.557,890	20.291	17.198	43,2%	47,3%
Paranaguá (Município) (411820)	140.469	140.469	135.386	826,670	39.344	34.261	25,3%	28,0%
Paranavaí (Município) (411840)	81.590	81.590	77.728	1.202,270	16.995	13.133	16,9%	20,8%
Pato Branco (Município) (411850)	72.370	72.370	68.091	539,090	17.777	13.498	19,8%	24,6%
Pinhais (Município) (411915)	117.008	117.008	117.008	60,870	41.782	41.782	35,7%	35,7%
Piraquara (Município) (411950)	93.207	93.207	45.738	227,040	40.297	0	0,0%	43,2%
Ponta Grossa (Município) (411990)	311.611	311.611	304.733	2.054,730	65.466	58.588	19,2%	21,0%
Prudentópolis (Município) (412060)	48.792	48.792	22.463	2.236,580	32.396	6.067	27,0%	66,4%
Quatro Barras (Município) (412080)	19.851	19.851	17.941	180,470	8.910	7.000	39,0%	44,9%
Quitandinha (Município) (412120)	17.089	17.089	4.887	447,020	17.089	4.887	100,0%	100,0%
Rio Branco do Sul (Município) (412220)	30.650	30.650	22.045	812,290	-	-	-	-
Rolândia (Município) (412240)	57.862	57.862	54.749	459,020	37.629	34.516	63,0%	65,0%
São José dos Pinhais (Município) (412550)	264.210	264.210	236.895	946,440	132.177	104.862	44,3%	50,0%
Sarandi (Município) (412625)	82.847	82.847	82.146	103,460	79.847	79.146	96,3%	96,4%
Telêmaco Borba (Município) (412710)	69.872	69.872	68.440	1.382,860	24.128	22.696	33,2%	34,5%
Tijucas do Sul (Município) (412760)	14.537	14.537	2.285	671,890	14.537	2.285	100,0%	100,0%
Toledo (Município) (412770)	119.313	119.313	108.259	1.197,000	50.285	39.231	36,2%	42,1%
Tunas do Paraná (Município) (412788)	6.256	6.256	2.792	668,480	6.256	2.792	100,0%	100,0%
Umuarama (Município) (412810)	100.676	100.676	93.455	1.234,540	25.393	18.172	19,4%	25,2%
União da Vitória (Município) (412820)	52.735	52.735	49.983	720,000	40.384	37.632	75,3%	76,6%
Doutor Ulysses (Município) (412863)	5.727	5.727	929	777,480	-	-	-	-
Águas Mornas (Município) (420060)	5.548	5.548	2.327	327,360	5.548	2.327	100,0%	100,0%
Alfredo Wagner (Município) (420070)	9.410	9.410	2.868	732,770	9.410	2.868	100,0%	100,0%
Angelina (Município) (420090)	5.250	5.250	1.123	500,040	5.250	1.123	100,0%	100,0%
Anitápolis (Município) (420110)	3.214	3.214	1.315	542,120	-	-	-	-
Antônio Carlos (Município) (420120)	7.458	7.458	2.341	233,570	7.458	2.341	100,0%	100,0%
Araranguá (Município) (420140)	61.310	61.310	50.526	303,300	61.310	50.526	100,0%	100,0%
Balneário Camboriú (Município) (420200)	108.089	108.089	108.089	46,240	17.800	17.800	16,5%	16,5%
Biguaçu (Município) (420230)	58.206	58.206	52.758	367,890	58.206	52.758	100,0%	100,0%
Blumenau (Município) (420240)	309.011	309.011	294.773	518,500	298.845	284.607	96,6%	96,7%
Brusque (Município) (420290)	105.503	105.503	102.025	283,220	105.503	102.025	100,0%	100,0%
Caçador (Município) (420300)	70.762	70.762	64.457	984,290	70.762	64.457	100,0%	100,0%
Camboriú (Município) (420320)	62.361	62.361	59.231	212,320	62.361	59.231	100,0%	100,0%
Canelinha (Município) (420370)	10.603	10.603	6.726	152,560	10.603	6.726	100,0%	100,0%
Canoinhas (Município) (420380)	52.765	52.765	39.273	1.140,390	51.885	38.393	97,8%	98,3%
Chapecó (Município) (420420)	183.530	183.530	168.113	626,060	129.905	114.488	68,1%	70,8%
Concórdia (Município) (420430)	68.621	68.621	54.865	799,450	64.770	51.014	93,0%	94,4%
Criciúma (Município) (420460)	192.308	192.308	189.630	235,700	192.308	189.630	100,0%	100,0%
Florianópolis (Município) (420540)	421.240	421.240	405.286	675,410	194.165	178.211	44,0%	46,1%
Garopaba (Município) (420570)	18.138	18.138	15.320	115,410	18.138	15.320	100,0%	100,0%
Gaspar (Município) (420590)	57.981	57.981	47.126	386,780	57.981	47.126	100,0%	100,0%
Governador Celso Ramos (Município) (420600)	12.999	12.999	12.252	117,190	12.999	12.252	100,0%	100,0%
Içara (Município) (420700)	58.833	58.833	53.913	228,930	58.518	53.598	99,4%	99,5%
Indaial (Município) (420750)	54.854	54.854	52.927	430,790	54.854	52.927	100,0%	100,0%
Itajaí (Município) (420820)	183.373	183.373	173.452	288,290	183.373	173.452	100,0%	100,0%
Itapema (Município) (420830)	45.797	45.797	44.659	57,800	18.416	17.278	38,7%	40,2%
Jaraguá do Sul (Município) (420890)	143.123	143.123	132.800	529,450	80.261	69.947	52,7%	56,1%
Joinville (Município) (420910)	515.288	515.288	497.850	1.126,110	430.010	412.572	82,9%	83,5%
Lages (Município) (420930)	156.727	156.727	153.937	2.631,500	135.176	132.386	86,0%	86,2%
Leoberto Leal (Município) (420980)	3.365	3.365	820	291,210	3.365	820	100,0%	100,0%
Mafra (Município) (421010)	52.912	52.912	41.318	1.404,030	52.912	41.318	100,0%	100,0%
Major Gercino (Município) (421020)	3.279	3.279	1.249	306,180	3.279	1.249	100,0%	100,0%
Navegantes (Município) (421130)	60.556	60.556	57.402	112,030	60.556	57.402	100,0%	100,0%
Nova Trento (Município) (421150)	12.190	12.190	9.129	402,890	12.190	9.129	100,0%	100,0%
Palhoça (Município) (421190)	137.334	137.334	135.311	395,130	131.745	129.722	95,9%	95,9%
Paulo Lopes (Município) (421230)	6.692	6.692	4.820	449,680	6.692	4.820	100,0%	100,0%
Rancho Queimado (Município) (421430)	2.748	2.748	1.290	286,290	2.748	1.290	100,0%	100,0%
Rio do Sul (Município) (421480)	61.198	61.198	56.785	260,970	61.198	56.785	100,0%	100,0%
Santo Amaro da Imperatriz (Município) (421570)	19.823	19.823	14.970	344,050	19.823	14.970	100,0%	100,0%
São Bento do Sul (Município) (421580)	74.801	74.801	71.234	501,630	62.306	58.739	82,5%	83,3%
São Bonifácio (Município) (421590)	3.008	3.008	685	460,360	3.008	685	100,0%	100,0%
São Francisco do Sul (Município) (421620)	42.520	42.520	39.490	498,650	42.520	39.490	100,0%	100,0%
São João Batista (Município) (421630)	26.260	26.260	23.551	200,580	26.260	23.551	100,0%	100,0%
São José (Município) (421660)	209.804	209.804	207.312	150,450	147.380	144.888	69,9%	70,2%
São Pedro de Alcântara (Município) (421725)	4.704	4.704	3.729	140,020	-	-	-	-
Tijucas (Município) (421800)	30.960	30.960	26.002	279,580	30.960	26.002	100,0%	100,0%
Tubarão (Município) (421870)	97.235	97.235	88.094	301,760	97.235	88.094	100,0%	100,0%
Videira (Município) (421930)	47.188	47.188	42.856	384,520	47.188	42.856	100,0%	100,0%
Xanxerê (Município) (421950)	44.128	44.128	39.143	377,760	44.128	39.143	100,0%	100,0%
Alegrete (Município) (430040)	77.653	77.653	69.594	7.803,950	65.334	57.275	82,3%	84,1%
Alvorada (Município) (430060)	195.673	195.673	195.673	71,310	162.217	162.217	82,9%	82,9%
Araricá (Município) (430087)	4.864	4.864	3.996	35,150	-	-	-	-
Arroio dos Ratos (Município) (430110)	13.606	13.606	12.956	425,930	13.606	12.956	100,0%	100,0%
Bagé (Município) (430160)	116.794	116.794	97.765	4.093,580	42.242	23.213	23,7%	36,2%
Bento Gonçalves (Município) (430210)	107.278	107.278	99.069	274,070	107.278	99.069	100,0%	100,0%
Cachoeira do Sul (Município) (430300)	83.827	83.827	71.700	3.735,160	62.763	50.636	70,6%	74,9%
Cachoeirinha (Município) (430310)	118.278	118.278	118.278	44,020	77.454	77.454	65,5%	65,5%
Camaquã (Município) (430350)	62.764	62.764	49.356	1.679,430	62.764	49.356	100,0%	100,0%
Campo Bom (Município) (430390)	60.074	60.074	57.338	60,510	60.065	57.329	100,0%	100,0%
Canguçu (Município) (430450)	53.259	53.259	19.694	3.525,290	33.565	0	0,0%	63,0%
Canoas (Município) (430460)	323.827	323.827	323.827	131,100	268.105	268.105	82,8%	82,8%
Capão da Canoa (Município) (430463)	42.040	42.040	41.787	97,100	5.708	5.455	13,1%	13,6%
Capela de Santana (Município) (430468)	11.612	11.612	6.915	183,070	8.112	3.915	56,6%	69,9%
Carazinho (Município) (430470)	59.317	59.317	58.253	665,090	59.317	58.253	100,0%	100,0%
Caxias do Sul (Município) (430510)	435.564	435.564	419.406	1.652,310	96.685	80.527	19,2%	22,2%
Charqueadas (Município) (430535)	35.320	35.320	34.490	216,510	35.320	34.490	100,0%	100,0%
Cruz Alta (Município) (430610)	62.821	62.821	60.594	1.360,290	53.003	50.776	83,8%	84,4%
Dois Irmãos (Município) (430640)	27.572	27.572	27.276	65,160	25.194	24.898	91,3%	91,4%
Eldorado do Sul (Município) (430676)	34.343	34.343	30.800	509,730	34.343	30.800	100,0%	100,0%
Erechim (Município) (430700)	96.087	96.087	90.552	430,670	96.087	90.552	100,0%	100,0%
Estância Velha (Município) (430760)	42.574	42.574	41.484	52,150	41.203	40.113	96,7%	96,8%
Esteio (Município) (430770)	80.755	80.755	80.643	27,680	76.682	76.570	94,9%	95,0%
Farroupilha (Município) (430790)	63.635	63.635	55.053	361,680	63.635	55.053	100,0%	100,0%
Glorinha (Município) (430905)	6.891	6.891	2.067	323,640	6.891	2.067	100,0%	100,0%
Gravataí (Município) (430920)	255.660	255.660	243.497	463,500	202.168	190.005	78,0%	79,1%
Guaíba (Município) (430930)	95.204	95.204	93.064	376,950	92.127	89.987	96,7%	96,8%
Ijuí (Município) (431020)	78.915	78.915	71.550	689,390	78.915	71.550	100,0%	100,0%
Ivoti (Município) (431080)	19.874	19.874	18.062	63,150	19.874	18.062	100,0%	100,0%
Lajeado (Município) (431140)	71.445	71.445	71.180	90,610	71.445	71.180	100,0%	100,0%
Montenegro (Município) (431240)	59.415	59.415	53.629	424,440	59.415	53.629	100,0%	100,0%
Nova Hartz (Município) (431306)	18.346	18.346	15.269	62,560	-	-	-	-
Nova Santa Rita (Município) (431337)	22.716	22.716	19.475	217,870	22.716	19.475	100,0%	100,0%
Novo Hamburgo (Município) (431340)	238.940	238.940	234.798	223,820	233.217	229.075	97,6%	97,6%
Parobé (Município) (431405)	51.502	51.502	48.633	108,760	51.502	48.633	100,0%	100,0%
Passo Fundo (Município) (431410)	184.826	184.826	180.120	783,420	156.161	151.455	84,1%	84,5%
Pelotas (Município) (431440)	328.275	328.275	306.193	1.610,080	145.766	123.684	40,4%	44,4%
Portão (Município) (431480)	30.920	30.920	25.276	159,900	30.920	25.276	100,0%	100,0%
Porto Alegre (Município) (431490)	1.409.351	1.409.351	1.409.351	496,680	173.351	173.351	12,3%	12,3%
Rio Grande (Município) (431560)	197.228	197.228	189.429	2.709,520	151.001	143.202	75,6%	76,6%
Santa Cruz do Sul (Município) (431680)	118.374	118.374	105.190	733,410	111.205	98.021	93,2%	93,9%
Santa Maria (Município) (431690)	261.031	261.031	248.347	1.781,760	141.879	129.195	52,0%	54,4%
Sant'Ana do Livramento (Município) (431710)	82.464	82.464	74.410	6.941,610	53.010	44.956	60,4%	64,3%
Santa Rosa (Município) (431720)	68.587	68.587	60.366	489,800	59.404	51.183	84,8%	86,6%
Santo Ângelo (Município) (431750)	76.275	76.275	71.804	680,500	68.200	63.729	88,8%	89,4%
Santo Antônio da Patrulha (Município) (431760)	39.685	39.685	28.114	1.049,810	39.685	28.114	100,0%	100,0%
São Borja (Município) (431800)	61.671	61.671	55.138	3.616,690	52.877	46.344	84,1%	85,7%
São Gabriel (Município) (431830)	60.425	60.425	53.775	5.023,820	53.984	47.334	88,0%	89,3%
São Jerônimo (Município) (431840)	22.134	22.134	17.055	936,380	22.134	17.055	100,0%	100,0%
São Leopoldo (Município) (431870)	214.087	214.087	213.238	102,740	155.322	154.473	72,4%	72,6%
Sapiranga (Município) (431990)	74.985	74.985	72.286	138,030	74.985	72.286	100,0%	100,0%
Sapucaia do Sul (Município) (432000)	130.957	130.957	130.469	58,310	124.271	123.783	94,9%	94,9%
Taquara (Município) (432120)	54.643	54.643	45.266	457,880	54.643	45.266	100,0%	100,0%
Tramandaí (Município) (432160)	41.585	41.585	40.577	144,410	18.548	17.540	43,2%	44,6%
Triunfo (Município) (432200)	25.793	25.793	16.857	818,800	25.793	16.857	100,0%	100,0%
Uruguaiana (Município) (432240)	125.435	125.435	117.415	5.703,590	104.987	96.967	82,6%	83,7%
Vacaria (Município) (432250)	61.342	61.342	57.339	2.124,580	61.342	57.339	100,0%	100,0%
Venâncio Aires (Município) (432260)	65.946	65.946	41.400	772,230	65.946	41.400	100,0%	100,0%
Viamão (Município) (432300)	239.384	239.384	224.943	1.497,090	236.443	222.002	98,7%	98,8%
Campo Grande (Município) (500270)	786.797	786.797	776.242	8.092,950	312.650	302.095	38,9%	39,7%
Corumbá (Município) (500320)	103.703	103.703	93.452	64.721,720	103.703	93.452	100,0%	100,0%
Dourados (Município) (500370)	196.035	196.035	181.005	4.086,240	155.035	140.005	77,3%	79,1%
Naviraí (Município) (500570)	46.424	46.424	42.855	3.193,550	40.680	37.111	86,6%	87,6%
Nova Andradina (Município) (500620)	45.585	45.585	38.786	4.776,000	42.355	35.556	91,7%	92,9%
Ponta Porã (Município) (500660)	77.872	77.872	62.067	5.330,450	75.140	59.335	95,6%	96,5%
Sidrolândia (Município) (500790)	42.132	42.132	27.783	5.286,410	42.132	27.783	100,0%	100,0%
Três Lagoas (Município) (500830)	101.791	101.791	97.069	10.206,950	76.814	72.092	74,3%	75,5%
Alta Floresta (Município) (510025)	49.164	49.164	42.718	8.953,190	33.761	27.315	63,9%	68,7%
Barão de Melgaço (Município) (510160)	7.591	7.591	3.422	11.174,470	-	-	-	-
Barra do Garças (Município) (510180)	56.560	56.560	50.947	9.079,290	31.087	25.474	50,0%	55,0%
Cáceres (Município) (510250)	87.942	87.942	76.568	24.593,030	85.053	73.679	96,2%	96,7%
Chapada dos Guimarães (Município) (510300)	17.821	17.821	11.037	6.611,790	-	-	-	-
Cuiabá (Município) (510340)	551.098	551.098	540.814	3.293,540	331.198	320.914	59,3%	60,1%
Jangada (Município) (510490)	7.696	7.696	2.946	1.015,310	7.696	2.946	100,0%	100,0%
Lucas do Rio Verde (Município) (510525)	45.556	45.556	42.455	3.675,220	33.556	30.455	71,7%	73,7%
Nossa Senhora do Livramento (Município) (510610)	11.609	11.609	4.242	4.934,710	11.609	4.242	100,0%	100,0%
Nova Brasilândia (Município) (510620)	4.587	4.587	3.659	3.278,860	-	-	-	-
Planalto da Serra (Município) (510645)	2.726	2.726	2.054	2.442,450	-	-	-	-
Poconé (Município) (510650)	31.779	31.779	23.062	17.164,000	31.779	23.062	100,0%	100,0%
Primavera do Leste (Município) (510704)	52.066	52.066	49.271	5.482,070	30.504	27.709	56,2%	58,6%
Rondonópolis (Município) (510760)	195.476	195.476	188.028	4.686,620	130.951	123.503	65,7%	67,0%
Rosário Oeste (Município) (510770)	17.679	17.679	10.654	7.419,630	-	-	-	-
Santo Antônio do Leverger (Município) (510780)	18.463	18.463	7.160	11.735,750	-	-	-	-
Sinop (Município) (510790)	113.099	113.099	93.753	3.942,230	113.099	93.753	100,0%	100,0%
Sorriso (Município) (510792)	66.521	66.521	58.364	9.347,560	66.521	58.364	100,0%	100,0%
Tangará da Serra (Município) (510795)	83.431	83.431	75.921	11.601,250	66.831	59.321	78,1%	80,1%
Várzea Grande (Município) (510840)	252.596	252.596	248.704	1.048,210	219.397	215.505	86,7%	86,9%
Abadia de Goiás (Município) (520005)	6.876	6.876	5.081	147,730	4.719	2.924	57,5%	68,6%
Águas Lindas de Goiás (Município) (520025)	159.378	159.378	159.138	188,390	159.378	159.138	100,0%	100,0%
Anápolis (Município) (520110)	334.613	334.613	328.755	933,160	177.507	171.649	52,2%	53,0%
Aparecida de Goiânia (Município) (520140)	455.657	455.657	455.193	278,540	366.771	366.307	80,5%	80,5%
Aragoiânia (Município) (520180)	8.365	8.365	5.528	218,180	8.365	5.528	100,0%	100,0%
Bela Vista de Goiás (Município) (520330)	24.554	24.554	17.955	1.275,850	16.036	9.437	52,6%	65,3%
Bonfinópolis (Município) (520355)	7.536	7.536	7.021	123,430	7.536	7.021	100,0%	100,0%
Brazabrantes (Município) (520360)	3.232	3.232	2.170	123,070	3.232	2.170	100,0%	100,0%
Caldas Novas (Município) (520450)	70.473	70.473	67.714	1.608,440	36.679	33.920	50,1%	52,0%
Caldazinha (Município) (520455)	3.325	3.325	1.918	249,690	3.325	1.918	100,0%	100,0%
Catalão (Município) (520510)	86.647	86.647	81.064	3.821,460	40.612	35.029	43,2%	46,9%
Caturaí (Município) (520520)	4.686	4.686	3.664	205,080	4.686	3.664	100,0%	100,0%
Cidade Ocidental (Município) (520549)	55.915	55.915	43.654	389,990	28.406	16.145	37,0%	50,8%
Cristalina (Município) (520620)	46.580	46.580	38.421	6.162,090	37.141	28.982	75,4%	79,7%
Formosa (Município) (520800)	100.085	100.085	92.023	5.811,790	64.463	56.401	61,3%	64,4%
Goianápolis (Município) (520840)	10.695	10.695	9.691	169,010	10.695	9.691	100,0%	100,0%
Goianésia (Município) (520860)	59.549	59.549	55.660	1.547,270	28.787	24.898	44,7%	48,3%
Goiânia (Município) (520870)	1.302.001	1.302.001	1.297.076	728,840	304.192	299.267	23,1%	23,4%
Goianira (Município) (520880)	34.060	34.060	33.451	212,550	29.023	28.414	84,9%	85,2%
Guapó (Município) (520920)	13.976	13.976	11.333	517,260	6.835	4.192	37,0%	48,9%
Hidrolândia (Município) (520970)	17.398	17.398	10.470	953,730	17.398	10.470	100,0%	100,0%
Inhumas (Município) (521000)	48.246	48.246	45.103	615,280	34.087	30.944	68,6%	70,7%
Itumbiara (Município) (521150)	92.883	92.883	88.942	2.464,510	33.105	29.164	32,8%	35,6%
Jataí (Município) (521190)	88.006	88.006	81.010	7.174,230	42.279	35.283	43,6%	48,0%
Luziânia (Município) (521250)	174.531	174.531	162.807	3.961,100	154.899	143.175	87,9%	88,8%
Mineiros (Município) (521310)	52.935	52.935	48.286	9.038,770	7.063	2.414	5,0%	13,3%
Nerópolis (Município) (521450)	24.210	24.210	23.229	204,220	24.210	23.229	100,0%	100,0%
Nova Veneza (Município) (521500)	8.129	8.129	7.026	123,380	8.129	7.026	100,0%	100,0%
