Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Piracicaba (Município) (353870)	1.509,10	1.283,30	22.775.053,29	0,00	11.360.096,08	34.135.149,37	92,28
Pirapora do Bom Jesus (Município) (353910)	59,89	30,86	11.882.528,53	0,00	0,00	11.882.528,53	731,77
Pirassununga (Município) (353930)	507,00	362,00	1.078.303,68	0,00	0,00	1.078.303,68	15,22
Poá (Município) (353980)	276,21	226,27	7.678.876,89	0,00	0,00	7.678.876,89	71,39
Porto Feliz (Município) (354060)	196,19	145,69	1.341.499,14	16.754.282,18	0,00	18.095.781,33	366,28
Porto Ferreira (Município) (354070)	250,78	248,24	4.999.190,03	0,00	0,00	4.999.190,03	96,14
Praia Grande (Município) (354100)	925,45	424,20	101.787.297,88	0,00	0,00	101.787.297,88	373,68
Presidente Prudente (Município) (354140)	935,59	783,07	15.458.137,74	0,00	0,00	15.458.137,74	73,47
Registro (Município) (354260)	204,86	194,89	11.624.373,76	0,00	0,00	11.624.373,76	213,93
Ribeirão Pires (Município) (354330)	493,58	303,73	1.364.600,57	0,00	0,00	1.364.600,57	11,93
Ribeirão Preto (Município) (354340)	2.011,00	1.956,00	22.995.591,85	0,00	1.363.529,94	24.359.121,79	39,31
Rio Claro (Município) (354390)	899,94	1.012,66	9.083.029,41	0,00	0,00	9.083.029,41	48,06
Rio Grande da Serra (Município) (354410)	122,20	60,19	9.302.775,16	0,00	0,00	9.302.775,16	206,66
Salesópolis (Município) (354500)	56,85	44,05	845.974,18	0,00	0,00	845.974,18	53,45
Salto (Município) (354520)	445,00	415,00	0,00	0,00	0,00	0,00	0,00
Santa Bárbara d'Oeste (Município) (354580)	722,06	615,63	9.387.757,10	0,00	0,00	9.387.757,10	51,72
Santa Isabel (Município) (354680)	107,00	77,00	0,00	0,00	0,00	0,00	0,00
Santana de Parnaíba (Município) (354730)	494,52	197,70	12.381.100,47	0,00	0,00	12.381.100,47	108,66
Santo André (Município) (354780)	1.796,65	1.200,33	7.440.135,18	0,00	0,00	7.440.135,18	10,93
Santos (Município) (354850)	1.387,84	534,55	32.629.214,70	0,00	0,00	32.629.214,70	77,76
São Bernardo do Campo (Município) (354870)	1.794,85	1.062,08	85.130.391,43	0,00	0,00	85.130.391,43	109,86
São Caetano do Sul (Município) (354880)	445,98	324,65	33.064.136,87	0,00	0,00	33.064.136,87	219,49
São Carlos (Município) (354890)	984,00	958,00	8.397.575,23	0,00	84.037,35	8.481.612,58	37,48
São João da Boa Vista (Município) (354910)	367,50	340,23	5.066.459,90	0,00	0,00	5.066.459,90	59,90
São Joaquim da Barra (Município) (354940)	175,00	165,00	0,00	249.850,89	0,00	249.850,89	5,29
São José do Rio Pardo (Município) (354970)	215,00	150,00	0,00	235.990,76	0,00	235.990,76	4,52
São José do Rio Preto (Município) (354980)	1.626,00	1.568,00	39.744.041,46	0,00	0,00	39.744.041,46	95,59
São José dos Campos (Município) (354990)	1.254,95	883,09	80.480.390,07	0,00	0,00	80.480.390,07	125,05
São Lourenço da Serra (Município) (354995)	31,91	34,25	1.811.660,35	0,00	0,00	1.811.660,35	127,21
São Paulo (Município) (355030)	20.486,50	16.443,84	1.346.505.749,95	0,00	0,00	1.346.505.749,95	118,36
São Roque (Município) (355060)	327,96	136,87	19.750.199,09	0,00	0,00	19.750.199,09	244,85
São Sebastião (Município) (355070)	347,88	215,36	55.555.936,91	0,00	0,00	55.555.936,91	727,71
São Vicente (Município) (355100)	852,11	318,06	12.224.581,54	0,00	0,00	12.224.581,54	36,30
Sertãozinho (Município) (355170)	490,00	385,00	3.654.533,73	0,00	171.136,46	3.825.670,19	34,04
Sorocaba (Município) (355220)	1.816,00	1.271,00	29.381.545,18	0,00	0,00	29.381.545,18	48,91
Sumaré (Município) (355240)	729,00	710,00	197.552,96	0,00	0,00	197.552,96	0,80
Suzano (Município) (355250)	809,03	567,87	19.648.311,44	0,00	0,00	19.648.311,44	73,43
Taboão da Serra (Município) (355280)	395,48	286,79	9.967.115,35	0,00	0,00	9.967.115,35	39,61
Taquaritinga (Município) (355370)	210,00	206,00	2.524.595,13	0,00	0,00	2.524.595,13	46,51
Tatuí (Município) (355400)	435,32	239,06	8.116.231,82	0,00	0,00	8.116.231,82	74,17
Taubaté (Município) (355410)	839,19	578,88	12.484.816,71	0,00	0,00	12.484.816,71	43,98
Tupã (Município) (355500)	326,57	258,46	2.985.973,34	0,00	0,00	2.985.973,34	47,02
Ubatuba (Município) (355540)	376,43	140,15	22.946.946,73	0,00	0,00	22.946.946,73	284,69
Valinhos (Município) (355620)	638,95	579,38	6.847.988,21	0,00	0,00	6.847.988,21	62,03
Vargem Grande Paulista (Município) (355645)	241,75	46,77	2.295.431,19	0,00	0,00	2.295.431,19	51,52
Várzea Paulista (Município) (355650)	211,06	181,49	76.899.685,56	0,00	0,00	76.899.685,56	703,91
Vinhedo (Município) (355670)	512,00	270,00	13.285.510,46	0,00	0,00	13.285.510,46	201,03
Votorantim (Município) (355700)	424,47	342,32	24.415.192,53	0,00	0,00	24.415.192,53	220,44
Votuporanga (Município) (355710)	386,47	384,67	1.245.187,94	0,00	0,00	1.245.187,94	14,47
Adrianópolis (Município) (410020)	36,01	0,00	216.692,66	0,00	0,00	216.692,66	34,50
Agudos do Sul (Município) (410030)	49,60	0,00	462.042,24	0,00	0,00	462.042,24	54,82
Almirante Tamandaré (Município) (410040)	453,51	175,51	9.860.639,47	0,00	0,00	9.860.639,47	93,50
Apucarana (Município) (410140)	492,23	368,08	23.142.752,35	0,00	0,00	23.142.752,35	188,31
Arapongas (Município) (410150)	530,74	286,65	11.991.088,67	0,00	0,00	11.991.088,67	112,09
Araucária (Município) (410180)	590,53	214,92	4.091.195,71	0,00	0,00	4.091.195,71	33,29
Balsa Nova (Município) (410230)	167,40	14,07	759.497,75	0,00	0,00	759.497,75	65,82
Bocaiúva do Sul (Município) (410310)	46,75	8,33	203.166,33	0,00	0,00	203.166,33	18,01
Cambé (Município) (410370)	269,35	392,67	4.118.576,93	0,00	0,00	4.118.576,93	42,02
Campina Grande do Sul (Município) (410400)	216,51	163,89	2.432.742,12	0,00	0,00	2.432.742,12	61,74
Campo Largo (Município) (410420)	580,12	292,21	14.844.970,75	0,00	0,00	14.844.970,75	128,71
Campo Magro (Município) (410425)	109,00	27,10	1.107.739,20	0,00	0,00	1.107.739,20	43,42
Campo Mourão (Município) (410430)	377,05	364,75	5.756.041,09	0,00	0,00	5.756.041,09	65,25
Cascavel (Município) (410480)	1.162,63	877,98	26.593.515,47	0,00	0,00	26.593.515,47	90,96
Castro (Município) (410490)	243,69	198,94	2.627.864,27	0,00	0,00	2.627.864,27	38,87
Cerro Azul (Município) (410520)	44,12	1,18	32.551,93	0,00	0,00	32.551,93	1,91
Cianorte (Município) (410550)	529,01	232,98	3.748.666,82	0,00	0,00	3.748.666,82	52,17
Colombo (Município) (410580)	869,48	421,39	10.233.902,00	0,00	0,00	10.233.902,00	47,06
Contenda (Município) (410620)	87,92	0,00	10.555.064,58	0,00	0,00	10.555.064,58	647,87
Curitiba (Município) (410690)	7.082,24	5.602,81	131.990.730,60	0,00	0,00	131.990.730,60	74,29
Fazenda Rio Grande (Município) (410765)	418,06	205,26	8.783.779,10	0,00	0,00	8.783.779,10	103,93
Foz do Iguaçu (Município) (410830)	1.082,24	860,24	25.204.344,44	0,00	0,00	25.204.344,44	98,56
Francisco Beltrão (Município) (410840)	348,68	247,42	2.894.428,04	0,00	0,00	2.894.428,04	35,85
Guarapuava (Município) (410940)	804,05	537,97	8.959.171,69	0,00	0,00	8.959.171,69	52,93
Ibiporã (Município) (410980)	324,15	228,06	1.937.118,33	0,00	0,00	1.937.118,33	39,44
Irati (Município) (411070)	357,10	265,11	2.064.452,91	0,00	0,00	2.064.452,91	36,35
Itaperuçu (Município) (411125)	59,10	0,00	1.079.150,01	0,00	0,00	1.079.150,01	43,92
Lapa (Município) (411320)	217,88	90,24	8.963.062,08	0,00	0,00	8.963.062,08	197,71
Londrina (Município) (411370)	1.797,36	1.626,23	39.349.533,78	0,00	0,00	39.349.533,78	76,30
Mandirituba (Município) (411430)	103,44	4,35	676.163,09	0,00	0,00	676.163,09	29,49
Marechal Cândido Rondon (Município) (411460)	463,80	16,31	729.611,96	1.686.700,82	0,00	2.416.312,78	50,66
Maringá (Município) (411520)	1.741,93	1.590,36	16.066.024,07	0,00	0,00	16.066.024,07	43,73
Palmas (Município) (411760)	153,81	121,90	1.985.356,80	0,00	0,00	1.985.356,80	45,01
Paranaguá (Município) (411820)	553,18	383,19	51.687.607,37	0,00	0,00	51.687.607,37	362,84
Paranavaí (Município) (411840)	582,67	431,96	3.095.479,89	0,00	0,00	3.095.479,89	37,53
Pato Branco (Município) (411850)	436,90	313,25	3.383.155,04	0,00	0,00	3.383.155,04	45,78
Pinhais (Município) (411915)	457,49	357,37	5.769.065,58	0,00	0,00	5.769.065,58	48,33
Piraquara (Município) (411950)	569,75	384,94	10.808.164,59	0,00	0,00	10.808.164,59	112,56
Ponta Grossa (Município) (411990)	1.316,50	1.332,53	24.878.743,96	0,00	0,00	24.878.743,96	78,40
Prudentópolis (Município) (412060)	151,87	150,54	3.097.017,62	0,00	0,00	3.097.017,62	63,01
Quatro Barras (Município) (412080)	153,00	98,16	2.103.217,87	0,00	0,00	2.103.217,87	103,05
Quitandinha (Município) (412120)	35,58	0,00	3.018.026,28	0,00	0,00	3.018.026,28	173,81
Rio Branco do Sul (Município) (412220)	63,28	0,40	1.517.906,74	968.219,03	0,00	2.486.125,78	80,59
Rolândia (Município) (412240)	268,39	139,20	9.366.559,04	0,00	0,00	9.366.559,04	158,38
São José dos Pinhais (Município) (412550)	1.185,48	663,29	17.964.683,65	0,00	0,00	17.964.683,65	65,74
Sarandi (Município) (412625)	-	-	-	-	-	-	-
Telêmaco Borba (Município) (412710)	232,72	202,43	5.264.698,87	0,00	0,00	5.264.698,87	73,97
Tijucas do Sul (Município) (412760)	93,05	0,00	395.730,42	0,00	0,00	395.730,42	26,59
Toledo (Município) (412770)	546,57	523,52	8.375.115,78	0,00	0,00	8.375.115,78	68,37
Tunas do Paraná (Município) (412788)	23,42	0,00	45.456,17	0,00	0,00	45.456,17	6,83
Umuarama (Município) (412810)	448,79	456,32	2.963.215,41	0,00	0,00	2.963.215,41	29,00
União da Vitória (Município) (412820)	283,46	86,64	6.671.552,73	0,00	0,00	6.671.552,73	125,00
Doutor Ulysses (Município) (412863)	8,10	0,00	0,00	0,00	0,00	0,00	0,00
Águas Mornas (Município) (420060)	24,08	0,00	0,00	0,00	0,00	0,00	0,00
Alfredo Wagner (Município) (420070)	18,31	0,00	32.241,70	0,00	0,00	32.241,70	3,40
Angelina (Município) (420090)	7,56	0,00	965,62	0,00	0,00	965,62	0,19
Anitápolis (Município) (420110)	12,50	0,00	3.273,79	0,00	0,00	3.273,79	1,02
Antônio Carlos (Município) (420120)	54,18	0,00	288.507,11	0,00	0,00	288.507,11	37,90
Araranguá (Município) (420140)	368,38	0,00	4.869.234,98	0,00	0,00	4.869.234,98	78,15
Balneário Camboriú (Município) (420200)	300,00	300,00	36.949.954,59	0,00	0,00	36.949.954,59	326,07
Biguaçu (Município) (420230)	173,11	0,00	878.317,72	0,00	0,00	878.317,72	14,70
Blumenau (Município) (420240)	1.531,83	193,00	73.670.122,01	0,00	0,00	73.670.122,01	233,03
Brusque (Município) (420290)	625,00	0,00	3.207.501,21	0,00	0,00	3.207.501,21	29,17
Caçador (Município) (420300)	243,61	0,00	540.235,66	0,00	0,00	540.235,66	7,52
Camboriú (Município) (420320)	286,86	0,00	0,00	214.837,96	0,00	214.837,96	3,28
Canelinha (Município) (420370)	65,00	0,00	674.264,54	0,00	0,00	674.264,54	62,17
Canoinhas (Município) (420380)	319,71	2,99	624.225,43	0,00	0,00	624.225,43	11,79
Chapecó (Município) (420420)	656,90	214,59	5.741.052,41	0,00	0,00	5.741.052,41	30,37
Concórdia (Município) (420430)	229,82	3,50	758.871,03	0,00	0,00	758.871,03	10,92
Criciúma (Município) (420460)	945,20	155,69	2.300.752,40	0,00	0,00	2.300.752,40	11,76
Florianópolis (Município) (420540)	1.402,44	557,75	45.133.428,70	0,00	0,00	45.133.428,70	104,20
Garopaba (Município) (420570)	104,22	0,00	329.683,39	0,00	0,00	329.683,39	17,45
Gaspar (Município) (420590)	380,98	0,00	550.524,73	0,00	0,00	550.524,73	9,22
Governador Celso Ramos (Município) (420600)	147,00	0,00	127.701,26	0,00	0,00	127.701,26	9,67
Içara (Município) (420700)	300,00	1,00	3.740.736,14	0,00	0,00	3.740.736,14	75,97
Indaial (Município) (420750)	349,19	0,00	980.486,64	0,00	0,00	980.486,64	17,18
Itajaí (Município) (420820)	661,00	0,00	10.086.427,64	0,00	0,00	10.086.427,64	53,43
Itapema (Município) (420830)	220,23	62,64	371.947,88	0,00	0,00	371.947,88	7,62
Jaraguá do Sul (Município) (420890)	680,00	362,00	8.440.374,34	0,00	0,00	8.440.374,34	56,89
Joinville (Município) (420910)	2.017,49	229,17	71.944.299,98	0,00	0,00	71.944.299,98	136,69
Lages (Município) (420930)	761,14	113,10	3.274.510,72	0,00	0,00	3.274.510,72	20,91
Leoberto Leal (Município) (420980)	6,02	0,00	29.702,79	0,00	0,00	29.702,79	8,98
Mafra (Município) (421010)	265,75	0,00	2.506.976,92	0,00	0,00	2.506.976,92	46,98
Major Gercino (Município) (421020)	6,64	0,00	0,00	0,00	0,00	0,00	0,00
Navegantes (Município) (421130)	238,00	0,00	0,00	0,00	0,00	0,00	0,00
Nova Trento (Município) (421150)	101,69	0,00	438.572,96	0,00	0,00	438.572,96	34,96
Palhoça (Município) (421190)	700,00	39,30	0,00	0,00	0,00	0,00	0,00
Paulo Lopes (Município) (421230)	9,92	0,00	18.798,34	0,00	0,00	18.798,34	2,76
Rancho Queimado (Município) (421430)	13,84	8,99	12.281,13	0,00	0,00	12.281,13	4,44
Rio do Sul (Município) (421480)	270,50	0,00	5.059.307,08	0,00	0,00	5.059.307,08	80,74
Santo Amaro da Imperatriz (Município) (421570)	120,06	0,00	101.151,92	0,00	0,00	101.151,92	4,98
São Bento do Sul (Município) (421580)	570,26	107,85	4.794.926,97	8.825.905,01	0,00	13.620.831,98	178,72
São Bonifácio (Município) (421590)	5,63	0,00	785,97	0,00	0,00	785,97	0,26
São Francisco do Sul (Município) (421620)	335,00	0,00	1.164.203,18	0,00	0,00	1.164.203,18	26,42
São João Batista (Município) (421630)	105,00	0,00	1.535.599,48	0,00	0,00	1.535.599,48	54,88
São José (Município) (421660)	321,24	134,40	3.926.663,56	0,00	0,00	3.926.663,56	18,24
São Pedro de Alcântara (Município) (421725)	12,35	0,00	0,00	0,00	0,00	0,00	0,00
Tijucas (Município) (421800)	132,00	0,00	698.017,91	0,00	0,00	698.017,91	21,75
Tubarão (Município) (421870)	513,46	0,00	0,00	0,00	0,00	0,00	0,00
Videira (Município) (421930)	156,00	0,00	226.680,29	113.761,44	0,00	340.441,73	7,08
Xanxerê (Município) (421950)	163,87	0,00	239.368,77	0,00	0,00	239.368,77	5,30
Alegrete (Município) (430040)	162,06	24,49	7.309.019,66	0,00	0,00	7.309.019,66	95,36
Alvorada (Município) (430060)	721,35	87,00	14.691.484,46	0,00	0,00	14.691.484,46	74,41
Araricá (Município) (430087)	-	-	-	-	-	-	-
Arroio dos Ratos (Município) (430110)	102,87	0,00	1.666.982,60	0,00	0,00	1.666.982,60	122,15
Bagé (Município) (430160)	472,44	294,41	1.234.195,30	0,00	0,00	1.234.195,30	10,54
Bento Gonçalves (Município) (430210)	324,98	0,00	10.560.953,76	0,00	0,00	10.560.953,76	98,63
Cachoeira do Sul (Município) (430300)	372,88	81,36	8.722.756,15	0,00	0,00	8.722.756,15	104,82
Cachoeirinha (Município) (430310)	301,87	176,33	14.874.376,60	0,00	0,00	14.874.376,60	124,06
Camaquã (Município) (430350)	191,87	180,00	153.466,93	233.059,38	0,00	386.526,32	6,12
Campo Bom (Município) (430390)	225,42	30,00	961.663,72	0,00	0,00	961.663,72	15,77
Canguçu (Município) (430450)	67,65	56,00	34.740,11	0,00	0,00	34.740,11	0,65
Canoas (Município) (430460)	793,50	135,84	19.788.144,37	0,00	0,00	19.788.144,37	60,61
Capão da Canoa (Município) (430463)	215,36	39,18	5.211.409,82	0,00	0,00	5.211.409,82	119,03
Capela de Santana (Município) (430468)	19,59	0,00	487.503,10	0,00	0,00	487.503,10	41,14
Carazinho (Município) (430470)	219,29	0,00	5.006.130,12	0,00	0,00	5.006.130,12	84,04
Caxias do Sul (Município) (430510)	1.478,00	1.533,31	145.758.635,31	0,00	0,00	145.758.635,31	326,15
Charqueadas (Município) (430535)	109,50	0,00	432.029,44	0,00	0,00	432.029,44	11,96
Cruz Alta (Município) (430610)	224,56	33,00	330.649,21	0,00	0,00	330.649,21	5,32
Dois Irmãos (Município) (430640)	112,51	35,00	470.279,92	0,00	0,00	470.279,92	16,59
Eldorado do Sul (Município) (430676)	81,94	0,00	90.285,54	0,00	0,00	90.285,54	2,55
Erechim (Município) (430700)	326,08	0,00	1.562.965,74	0,00	0,00	1.562.965,74	16,05
Estância Velha (Município) (430760)	145,99	7,20	2.424.358,76	0,00	0,00	2.424.358,76	55,48
Esteio (Município) (430770)	174,04	1,28	25.047.005,62	0,00	0,00	25.047.005,62	309,75
Farroupilha (Município) (430790)	231,85	0,00	495.782,99	0,00	0,00	495.782,99	7,64
Glorinha (Município) (430905)	34,36	0,00	4.872.096,34	0,00	0,00	4.872.096,34	688,73
Gravataí (Município) (430920)	698,81	244,80	19.955.906,79	0,00	0,00	19.955.906,79	77,01
Guaíba (Município) (430930)	276,10	13,10	34.513.543,79	0,00	0,00	34.513.543,79	362,00
Ijuí (Município) (431020)	369,74	0,00	4.067.512,19	0,00	0,00	4.067.512,19	51,23
Ivoti (Município) (431080)	104,38	0,00	190.425,09	0,00	0,00	190.425,09	9,26
Lajeado (Município) (431140)	253,35	5,86	1.051.881,91	0,00	0,00	1.051.881,91	14,37
Montenegro (Município) (431240)	192,76	0,00	660.383,20	0,00	0,00	660.383,20	10,97
Nova Hartz (Município) (431306)	-	-	-	-	-	-	-
Nova Santa Rita (Município) (431337)	85,59	0,00	103.980,11	0,00	0,00	103.980,11	4,37
Novo Hamburgo (Município) (431340)	803,00	24,00	38.609.741,08	0,00	0,00	38.609.741,08	161,31
Parobé (Município) (431405)	89,79	90,00	43.615,65	0,00	0,00	43.615,65	0,83
Passo Fundo (Município) (431410)	688,85	33,61	33.536.269,20	0,00	0,00	33.536.269,20	179,05
Pelotas (Município) (431440)	923,00	406,27	1.151.783,04	0,00	0,00	1.151.783,04	3,50
Portão (Município) (431480)	68,07	0,00	703.723,23	0,00	0,00	703.723,23	22,08
Porto Alegre (Município) (431490)	3.929,24	1.809,98	331.438.190,80	0,00	0,00	331.438.190,80	233,95
Rio Grande (Município) (431560)	637,96	110,00	20.587.278,86	0,00	0,00	20.587.278,86	103,54
Santa Cruz do Sul (Município) (431680)	446,71	50,71	44.923.162,19	0,00	0,00	44.923.162,19	374,37
Santa Maria (Município) (431690)	820,60	240,34	13.125.071,16	0,00	0,00	13.125.071,16	49,78
Sant'Ana do Livramento (Município) (431710)	275,50	97,24	2.894.167,05	0,00	10.189,50	2.904.356,54	35,77
Santa Rosa (Município) (431720)	263,48	41,57	22.943.786,75	0,00	0,00	22.943.786,75	331,91
Santo Ângelo (Município) (431750)	244,11	28,58	2.361.453,50	0,00	0,00	2.361.453,50	30,99
Santo Antônio da Patrulha (Município) (431760)	94,51	0,00	2.844.576,42	0,00	0,00	2.844.576,42	70,96
São Borja (Município) (431800)	192,83	49,64	689.911,70	0,00	0,00	689.911,70	11,28
São Gabriel (Município) (431830)	-	-	-	-	-	-	-
São Jerônimo (Município) (431840)	50,15	0,00	33.212,50	0,00	0,00	33.212,50	1,48
São Leopoldo (Município) (431870)	736,13	99,00	6.960.777,72	0,00	0,00	6.960.777,72	32,05
Sapiranga (Município) (431990)	261,57	0,00	1.079.871,26	0,00	0,00	1.079.871,26	14,23
Sapucaia do Sul (Município) (432000)	253,62	1,97	3.816.858,89	0,00	0,00	3.816.858,89	28,87
Taquara (Município) (432120)	143,47	0,00	81.677,40	0,00	0,00	81.677,40	1,49
Tramandaí (Município) (432160)	250,25	46,70	4.049.475,37	0,00	0,00	4.049.475,37	93,79
Triunfo (Município) (432200)	93,00	0,00	190.882,81	0,00	0,00	190.882,81	7,25
Uruguaiana (Município) (432240)	253,91	85,21	62.484.759,25	0,00	0,00	62.484.759,25	499,04
Vacaria (Município) (432250)	274,79	0,00	1.016.337,36	0,00	0,00	1.016.337,36	16,41
Venâncio Aires (Município) (432260)	273,58	0,00	3.874.223,92	0,00	0,00	3.874.223,92	58,12
Viamão (Município) (432300)	379,77	7,76	4.035.028,53	0,00	0,00	4.035.028,53	16,73
Campo Grande (Município) (500270)	3.551,00	1.601,24	175.470.343,33	0,00	0,00	175.470.343,33	217,87
Corumbá (Município) (500320)	337,35	6,04	12.602.448,75	0,00	0,00	12.602.448,75	120,12
Dourados (Município) (500370)	826,88	294,92	10.693.969,86	0,00	0,00	10.693.969,86	53,28
Naviraí (Município) (500570)	211,65	43,89	1.053.472,57	0,00	0,00	1.053.472,57	21,99
Nova Andradina (Município) (500620)	182,33	32,73	471.390,63	0,00	0,00	471.390,63	10,00
Ponta Porã (Município) (500660)	304,17	114,15	4.184.482,45	0,00	0,00	4.184.482,45	52,02
Sidrolândia (Município) (500790)	85,68	0,00	757.588,48	0,00	0,00	757.588,48	16,85
Três Lagoas (Município) (500830)	456,92	89,13	14.992.103,54	0,00	0,00	14.992.103,54	142,48
Alta Floresta (Município) (510025)	190,50	75,89	3.158.599,05	0,00	0,00	3.158.599,05	63,82
Barão de Melgaço (Município) (510160)	-	-	-	-	-	-	-
Barra do Garças (Município) (510180)	347,39	119,42	3.423.112,10	0,00	0,00	3.423.112,10	59,81
Cáceres (Município) (510250)	243,90	16,20	0,00	0,00	0,00	0,00	0,00
Chapada dos Guimarães (Município) (510300)	53,00	0,00	0,00	0,00	0,00	0,00	0,00
Cuiabá (Município) (510340)	2.254,00	692,61	246.188.749,21	0,00	0,00	246.188.749,21	438,58
Jangada (Município) (510490)	19,31	0,00	10.206,84	0,00	0,00	10.206,84	1,31
Lucas do Rio Verde (Município) (510525)	231,00	72,00	183.687,24	0,00	0,00	183.687,24	3,71
Nossa Senhora do Livramento (Município) (510610)	27,00	0,00	0,00	0,00	0,00	0,00	0,00
Nova Brasilândia (Município) (510620)	-	-	-	-	-	-	-
Planalto da Serra (Município) (510645)	-	-	-	-	-	-	-
Poconé (Município) (510650)	99,32	0,00	388.727,51	0,00	0,00	388.727,51	12,17
Primavera do Leste (Município) (510704)	276,49	136,92	645.117,88	0,00	0,00	645.117,88	11,97
Rondonópolis (Município) (510760)	57,14	56,97	19.866.717,02	0,00	0,00	19.866.717,02	98,20
Rosário Oeste (Município) (510770)	32,80	3,38	0,00	0,00	0,00	0,00	0,00
Santo Antônio do Leverger (Município) (510780)	28,00	2,50	0,00	748.440,20	0,00	748.440,20	39,56
Sinop (Município) (510790)	715,00	0,00	14.971.402,77	259.875,07	0,00	15.231.277,84	128,17
Sorriso (Município) (510792)	340,15	0,00	6.514.095,08	0,00	0,00	6.514.095,08	91,50
Tangará da Serra (Município) (510795)	415,00	81,00	774.446,72	0,00	0,00	774.446,72	8,89
Várzea Grande (Município) (510840)	1.123,71	120,36	0,00	0,00	0,00	0,00	0,00
Abadia de Goiás (Município) (520005)	62,81	18,06	83.956,11	0,00	0,00	83.956,11	11,72
Águas Lindas de Goiás (Município) (520025)	214,90	0,00	550.370,23	0,00	0,00	550.370,23	3,29
Anápolis (Município) (520110)	1.374,53	658,22	15.892.941,12	0,00	0,00	15.892.941,12	46,42
Aparecida de Goiânia (Município) (520140)	1.288,98	449,63	30.478.487,77	0,00	0,00	30.478.487,77	64,27
Aragoiânia (Município) (520180)	45,61	0,00	69.917,01	0,00	0,00	69.917,01	8,07
Bela Vista de Goiás (Município) (520330)	114,95	68,09	478.226,08	0,00	0,00	478.226,08	18,86
Bonfinópolis (Município) (520355)	47,45	0,00	37.959,86	0,00	0,00	37.959,86	4,83
Brazabrantes (Município) (520360)	23,43	0,00	76.543,23	0,00	0,00	76.543,23	23,18
Caldas Novas (Município) (520450)	-	-	-	-	-	-	-
Caldazinha (Município) (520455)	8,59	0,00	180.666,05	0,00	0,00	180.666,05	53,20
Catalão (Município) (520510)	378,14	230,00	3.603.864,37	0,00	0,00	3.603.864,37	40,04
Caturaí (Município) (520520)	27,60	0,00	17.425,21	0,00	0,00	17.425,21	3,68
Cidade Ocidental (Município) (520549)	275,26	51,57	1.295.114,56	0,00	0,00	1.295.114,56	22,23
Cristalina (Município) (520620)	125,79	80,45	1.624.024,89	0,00	0,00	1.624.024,89	33,51
Formosa (Município) (520800)	348,94	235,26	16.249.621,10	0,00	0,00	16.249.621,10	157,27
Goianápolis (Município) (520840)	57,55	0,00	77.648,99	0,00	0,00	77.648,99	7,26
Goianésia (Município) (520860)	227,14	161,18	13.845.038,56	0,00	0,00	13.845.038,56	226,53
Goiânia (Município) (520870)	5.854,14	3.504,24	147.539.056,32	0,00	0,00	147.539.056,32	110,62
Goianira (Município) (520880)	130,16	44,82	222.887,54	0,00	0,00	222.887,54	6,26
Guapó (Município) (520920)	69,12	45,03	104.016,25	0,00	0,00	104.016,25	7,43
Hidrolândia (Município) (520970)	78,22	0,00	93.185,68	0,00	0,00	93.185,68	5,16
Inhumas (Município) (521000)	233,36	90,86	6.291.339,79	0,00	0,00	6.291.339,79	128,65
Itumbiara (Município) (521150)	494,23	266,42	14.296.352,73	0,00	0,00	14.296.352,73	151,10
Jataí (Município) (521190)	417,58	152,58	8.206.271,89	0,00	0,00	8.206.271,89	91,28
Luziânia (Município) (521250)	713,92	100,77	8.506.283,29	0,00	0,00	8.506.283,29	47,37
Mineiros (Município) (521310)	-	-	-	-	-	-	-
Nerópolis (Município) (521450)	152,10	0,00	348.693,86	0,00	0,00	348.693,86	13,91
Nova Veneza (Município) (521500)	27,04	0,00	258.044,32	0,00	0,00	258.044,32	30,76
Novo Gama (Município) (521523)	250,46	28,04	2.865.313,01	0,00	0,00	2.865.313,01	29,20
Planaltina (Município) (521760)	220,05	69,04	2.805.378,19	0,00	0,00	2.805.378,19	33,86
Rio Verde (Município) (521880)	604,58	252,10	19.472.527,97	0,00	0,00	19.472.527,97	104,99
Santo Antônio de Goiás (Município) (521973)	24,37	0,00	355.642,12	0,00	0,00	355.642,12	71,92
Santo Antônio do Descoberto (Município) (521975)	187,39	61,87	832.853,45	0,00	0,00	832.853,45	12,82
Senador Canedo (Município) (522045)	350,85	0,00	4.187.474,96	4.655.363,38	0,00	8.842.838,35	99,16
Terezópolis de Goiás (Município) (522119)	35,95	0,00	802.422,08	0,00	0,00	802.422,08	118,26
Trindade (Município) (522140)	351,72	219,64	582.054,08	0,00	0,00	582.054,08	5,39
Valparaíso de Goiás (Município) (522185)	287,50	99,22	2.516.322,25	0,00	0,00	2.516.322,25	18,14
Brasília (Município) (530010)	8.897,77	5.176,21	176.125.877,79	0,00	0,00	176.125.877,79	66,50
