Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Itu (Município) (352390)	50.618	47.470	3,24	3,23	9.305,450	56.781,38	640,720	255,78
Itupeva (Município) (352400)	14.465	12.639	3,53	3,51	4.146,540	81.174,27	200,820	254,37
Jaboticabal (Município) (352430)	24.716	24.040	3,04	3,03	2.746,340	36.597,92	706,600	106,20
Jacareí (Município) (352440)	69.834	68.870	3,19	3,19	10.905,320	48.888,76	464,270	480,46
Jaguariúna (Município) (352470)	14.752	14.342	3,36	3,35	7.518,220	151.892,44	141,390	350,07
Jandira (Município) (352500)	35.387	35.391	3,28	3,28	3.428,160	29.542,63	17,450	6.650,30
Jaú (Município) (352530)	44.540	43.325	3,14	3,13	4.715,890	33.666,39	687,100	203,87
Jundiaí (Município) (352590)	128.654	123.569	3,06	3,05	44.771,860	113.657,24	431,210	913,53
Juquitiba (Município) (352620)	9.595	7.309	3,15	3,20	534,430	17.673,60	522,170	57,91
Leme (Município) (352670)	30.421	29.810	3,21	3,20	2.996,630	30.733,12	402,870	242,03
Lençóis Paulista (Município) (352680)	19.760	19.284	3,29	3,30	2.801,360	43.080,55	809,540	80,32
Limeira (Município) (352690)	91.863	89.067	3,18	3,18	13.970,400	47.885,16	580,710	502,40
Lins (Município) (352710)	24.878	24.592	3,02	3,02	3.736,570	49.743,30	570,060	131,77
Lorena (Município) (352720)	27.284	26.556	3,16	3,16	2.175,630	25.199,32	414,160	208,46
Mairiporã (Município) (352850)	25.273	22.444	3,52	3,46	1.883,560	21.191,41	320,700	277,16
Marília (Município) (352900)	74.768	71.554	3,06	3,05	8.359,900	36.567,13	1.170,520	195,31
Matão (Município) (352930)	25.804	25.358	3,12	3,12	4.112,660	51.071,19	524,900	153,42
Mauá (Município) (352940)	136.346	136.363	3,26	3,26	13.645,890	30.724,57	61,910	7.174,01
Mirassol (Município) (353030)	19.001	18.549	3,00	2,99	1.846,370	32.443,63	243,230	233,98
Mococa (Município) (353050)	22.079	20.470	3,11	3,09	2.089,410	30.462,32	855,160	80,21
Mogi das Cruzes (Município) (353060)	126.622	117.314	3,28	3,26	16.726,820	40.314,62	712,540	582,29
Mogi Guaçu (Município) (353070)	45.489	43.319	3,19	3,18	6.225,690	42.946,76	812,750	178,36
Mogi Mirim (Município) (353080)	29.449	27.732	3,08	3,06	4.720,840	52.130,57	497,710	181,95
Mongaguá (Município) (353110)	15.880	15.798	3,19	3,19	907,880	17.927,70	143,210	353,63
Monte Alto (Município) (353130)	16.267	15.578	3,01	3,00	1.877,030	38.379,67	346,950	140,96
Monte Mor (Município) (353180)	15.738	14.798	3,40	3,40	3.584,090	67.007,45	240,570	222,34
Nova Odessa (Município) (353340)	17.219	16.942	3,21	3,21	2.981,660	53.987,16	73,790	748,48
Olímpia (Município) (353390)	17.387	16.430	3,03	3,03	1.935,150	36.754,96	802,560	65,60
Osasco (Município) (353440)	219.596	219.621	3,15	3,15	70.619,670	102.102,89	64,950	10.648,34
Ourinhos (Município) (353470)	35.673	34.853	3,05	3,04	3.364,750	30.961,91	295,820	367,37
Paulínia (Município) (353650)	26.424	26.404	3,51	3,51	14.276,800	154.063,98	138,780	667,75
Penápolis (Município) (353730)	20.569	19.684	2,98	2,98	1.547,460	25.214,84	711,320	86,28
Peruíbe (Município) (353760)	21.005	20.739	3,04	3,04	1.644,780	25.774,20	326,220	195,62
Piedade (Município) (353780)	16.784	7.769	3,24	3,19	1.248,260	22.978,52	746,870	72,73
Pindamonhangaba (Município) (353800)	46.823	45.095	3,35	3,36	7.397,670	47.100,31	730,000	215,15
Piracicaba (Município) (353870)	122.652	120.196	3,14	3,14	26.376,950	68.460,53	1.378,070	279,58
Pirapora do Bom Jesus (Município) (353910)	4.773	4.774	3,58	3,58	570,450	33.377,07	108,490	157,54
Pirassununga (Município) (353930)	24.560	22.579	3,00	2,99	2.706,910	36.750,64	727,120	101,30
Poá (Município) (353980)	33.260	32.753	3,37	3,37	5.196,460	46.390,74	17,260	6.488,36
Porto Feliz (Município) (354060)	15.835	13.393	3,24	3,22	1.693,460	32.998,05	556,710	92,19
Porto Ferreira (Município) (354070)	17.270	16.955	3,13	3,13	1.927,000	35.648,14	244,910	220,72
Praia Grande (Município) (354100)	90.846	90.857	3,17	3,17	6.454,800	22.415,05	149,250	1.929,39
Presidente Prudente (Município) (354140)	73.812	72.750	2,97	2,95	8.195,460	37.429,01	560,640	390,56
Registro (Município) (354260)	17.952	15.995	3,13	3,11	1.690,240	30.116,79	722,200	77,71
Ribeirão Pires (Município) (354330)	36.813	36.816	3,23	3,23	3.339,670	28.094,93	99,080	1.199,81
Ribeirão Preto (Município) (354340)	212.602	212.054	3,06	3,05	32.370,010	49.834,06	650,920	997,91
Rio Claro (Município) (354390)	64.974	63.584	3,03	3,02	10.081,280	51.220,58	498,420	394,89
Rio Grande da Serra (Município) (354410)	14.362	14.364	3,28	3,28	688,490	14.604,58	36,340	1.297,21
Salesópolis (Município) (354500)	5.097	3.234	3,23	3,24	211,260	12.833,22	425,000	38,73
Salto (Município) (354520)	34.670	34.445	3,23	3,23	6.524,180	58.224,55	133,060	842,14
Santa Bárbara d'Oeste (Município) (354580)	59.736	59.312	3,15	3,15	6.577,440	34.930,25	271,030	694,76
Santa Isabel (Município) (354680)	16.648	13.056	3,23	3,23	1.713,280	31.854,74	363,330	148,03
Santana de Parnaíba (Município) (354730)	34.385	34.388	3,52	3,52	9.120,050	75.373,60	179,950	672,40
Santo André (Município) (354780)	234.512	234.540	3,01	3,01	34.729,960	49.266,41	175,780	4.010,32
Santos (Município) (354850)	157.400	157.311	2,75	2,75	24.527,090	56.624,55	281,030	1.541,29
São Bernardo do Campo (Município) (354870)	260.206	256.247	3,10	3,09	63.410,900	78.683,82	409,530	1.967,84
São Caetano do Sul (Município) (354880)	54.923	54.929	2,85	2,85	20.733,700	132.600,65	15,330	10.199,07
São Carlos (Município) (354890)	77.994	75.005	3,03	3,03	11.870,460	50.201,33	1.136,910	207,98
São João da Boa Vista (Município) (354910)	29.998	28.904	2,93	2,92	3.091,970	35.171,14	516,400	170,24
São Joaquim da Barra (Município) (354940)	15.703	15.410	3,14	3,14	1.727,480	35.069,26	410,860	119,89
São José do Rio Pardo (Município) (354970)	17.280	15.458	3,13	3,09	1.876,310	34.731,03	419,680	128,73
São José do Rio Preto (Município) (354980)	149.286	141.434	2,91	2,88	18.599,630	42.852,43	431,940	1.004,85
São José dos Campos (Município) (354990)	206.122	201.942	3,27	3,27	36.768,310	54.612,76	1.099,410	612,38
São Lourenço da Serra (Município) (354995)	4.678	4.255	3,18	3,18	289,140	19.439,58	186,460	79,77
São Paulo (Município) (355030)	3.851.820	3.815.451	3,07	3,07	756.522,240	63.993,43	1.521,110	7.771,87
São Roque (Município) (355060)	25.839	23.698	3,27	3,23	2.681,710	31.751,22	306,910	275,20
São Sebastião (Município) (355070)	25.735	25.465	3,12	3,12	7.028,340	87.439,97	402,400	199,75
São Vicente (Município) (355100)	110.660	110.448	3,17	3,17	5.867,870	16.743,11	148,100	2.366,41
Sertãozinho (Município) (355170)	36.048	35.653	3,26	3,26	5.574,690	47.428,47	403,090	291,60
Sorocaba (Município) (355220)	194.472	192.579	3,24	3,23	38.152,270	60.633,17	450,380	1.397,11
Sumaré (Município) (355240)	79.941	79.036	3,23	3,23	15.173,770	58.686,59	153,470	1.684,79
Suzano (Município) (355250)	81.321	78.509	3,44	3,44	11.650,180	41.679,25	206,240	1.355,34
Taboão da Serra (Município) (355280)	78.645	78.654	3,36	3,36	9.176,970	34.714,95	20,390	12.966,06
Taquaritinga (Município) (355370)	18.959	18.019	2,96	2,96	1.551,530	27.605,31	594,340	94,57
Tatuí (Município) (355400)	35.368	33.647	3,23	3,24	4.304,230	37.652,70	523,750	218,26
Taubaté (Município) (355410)	91.208	89.270	3,25	3,25	19.087,100	64.389,69	625,000	474,29
Tupã (Município) (355500)	22.670	21.798	2,89	2,89	1.894,020	28.898,73	627,990	104,37
Ubatuba (Município) (355540)	27.322	26.694	3,09	3,08	1.901,750	22.538,73	708,110	119,16
Valinhos (Município) (355620)	36.572	34.920	3,18	3,17	6.603,470	56.775,68	148,540	783,02
Vargem Grande Paulista (Município) (355645)	13.660	13.661	3,44	3,44	1.852,210	39.397,92	42,490	1.106,47
Várzea Paulista (Município) (355650)	34.389	34.392	3,32	3,32	3.031,820	26.555,30	35,120	3.250,85
Vinhedo (Município) (355670)	21.076	20.470	3,31	3,30	8.731,120	125.007,13	81,600	855,90
Votorantim (Município) (355700)	34.781	33.528	3,32	3,32	3.867,660	33.461,63	183,520	629,83
Votuporanga (Município) (355710)	31.700	30.843	2,83	2,83	2.940,980	32.781,41	420,700	213,25
Adrianópolis (Município) (410020)	2.117	693	3,03	2,99	137,660	21.456,00	1.349,340	4,75
Agudos do Sul (Município) (410030)	2.763	949	3,18	3,16	156,000	17.733,35	192,260	45,76
Almirante Tamandaré (Município) (410040)	32.584	31.471	3,38	3,36	1.431,450	12.982,94	194,740	566,16
Apucarana (Município) (410140)	41.265	39.347	3,10	3,07	3.263,700	25.486,08	558,390	229,33
Arapongas (Município) (410150)	35.553	35.052	3,16	3,13	4.971,380	44.309,02	382,220	293,55
Araucária (Município) (410180)	38.033	35.421	3,40	3,37	8.887,680	68.785,29	469,240	275,36
Balsa Nova (Município) (410230)	3.777	2.301	3,19	3,19	716,540	59.419,11	348,930	34,56
Bocaiúva do Sul (Município) (410310)	3.478	1.633	3,40	3,38	199,800	16.894,63	826,340	14,31
Cambé (Município) (410370)	32.561	31.547	3,14	3,11	3.964,280	38.781,09	495,380	206,35
Campina Grande do Sul (Município) (410400)	12.427	10.323	3,30	3,28	1.312,260	31.959,64	539,250	76,14
Campo Largo (Município) (410420)	36.686	30.985	3,29	3,27	4.525,370	37.483,42	1.243,550	97,08
Campo Magro (Município) (410425)	7.945	6.275	3,37	3,35	361,020	13.493,54	275,350	97,17
Campo Mourão (Município) (410430)	30.244	28.933	3,03	3,00	3.302,690	36.036,67	757,880	120,93
Cascavel (Município) (410480)	98.218	93.971	3,11	3,07	10.960,850	35.864,89	2.100,830	145,47
Castro (Município) (410490)	21.279	15.719	3,29	3,27	2.604,930	37.167,61	2.531,500	27,69
Cerro Azul (Município) (410520)	5.555	1.643	3,17	3,04	266,190	15.107,93	1.341,190	13,14
Cianorte (Município) (410550)	24.103	21.672	3,13	3,10	2.565,530	34.043,68	811,670	92,85
Colombo (Município) (410580)	68.202	65.610	3,33	3,30	4.928,490	21.690,38	197,790	1.148,78
Contenda (Município) (410620)	5.024	2.916	3,40	3,40	316,750	18.559,49	299,040	57,07
Curitiba (Município) (410690)	618.900	618.900	2,99	2,99	103.672,860	56.071,33	435,040	4.250,10
Fazenda Rio Grande (Município) (410765)	25.461	23.815	3,50	3,48	1.722,750	19.348,71	116,680	763,10
Foz do Iguaçu (Município) (410830)	84.895	84.792	3,10	3,08	11.813,500	44.831,64	618,350	426,14
Francisco Beltrão (Município) (410840)	27.571	24.125	3,06	2,99	2.688,880	31.844,80	735,110	114,86
Guarapuava (Município) (410940)	54.302	50.077	3,24	3,21	5.380,340	30.608,52	3.178,650	55,30
Ibiporã (Município) (410980)	16.250	15.640	3,15	3,12	2.583,650	50.407,77	297,740	172,15
Irati (Município) (411070)	18.919	15.315	3,12	3,08	1.714,320	29.077,47	999,520	58,99
Itaperuçu (Município) (411125)	7.377	6.216	3,52	3,49	539,030	20.752,73	320,580	81,02
Lapa (Município) (411320)	15.122	9.214	3,11	3,09	1.514,070	32.198,51	2.093,860	22,46
Londrina (Município) (411370)	176.834	174.015	3,04	3,01	20.758,730	38.616,14	1.652,570	325,29
Mandirituba (Município) (411430)	7.207	2.367	3,35	3,40	657,130	27.253,30	379,180	63,59
Marechal Cândido Rondon (Município) (411460)	16.905	14.359	2,94	2,90	1.948,550	39.148,79	748,000	66,54
Maringá (Município) (411520)	125.287	124.006	3,08	3,05	17.924,020	46.465,03	487,050	792,02
Palmas (Município) (411760)	12.943	12.169	3,58	3,53	944,730	20.407,22	1.557,890	29,72
Paranaguá (Município) (411820)	43.516	42.120	3,41	3,39	8.038,000	54.225,81	826,670	179,31
Paranavaí (Município) (411840)	28.232	27.165	3,03	3,00	2.275,210	26.566,27	1.202,270	71,23
Pato Branco (Município) (411850)	25.107	23.772	3,08	3,06	3.289,890	42.598,64	539,090	143,26
Pinhais (Município) (411915)	38.145	38.415	3,26	3,24	6.446,710	51.769,16	60,870	2.045,84
Piraquara (Município) (411950)	28.050	14.777	3,60	3,36	1.408,610	13.939,29	227,040	445,09
Ponta Grossa (Município) (411990)	101.698	100.194	3,26	3,23	13.389,580	40.441,63	2.054,730	161,13
Prudentópolis (Município) (412060)	15.822	7.476	3,22	3,14	1.052,750	20.648,99	2.236,580	22,80
Quatro Barras (Município) (412080)	6.510	5.894	3,29	3,28	2.008,760	93.792,93	180,470	118,67
Quitandinha (Município) (412120)	5.626	1.653	3,22	3,13	338,180	18.695,42	447,020	40,47
Rio Branco do Sul (Município) (412220)	9.777	7.026	3,27	3,27	1.323,250	41.420,10	812,290	39,33
Rolândia (Município) (412240)	19.745	18.878	3,13	3,10	2.550,410	41.244,13	459,020	134,71
São José dos Pinhais (Município) (412550)	86.536	78.348	3,33	3,29	32.761,630	113.837,87	946,440	304,08
Sarandi (Município) (412625)	27.876	27.842	3,17	3,15	1.516,940	17.166,77	103,460	854,07
Telêmaco Borba (Município) (412710)	23.318	22.987	3,19	3,16	2.989,910	40.257,28	1.382,860	53,71
Tijucas do Sul (Município) (412760)	4.863	783	3,20	3,13	472,090	30.310,57	671,890	23,18
Toledo (Município) (412770)	41.849	38.500	3,07	3,03	5.165,270	40.212,96	1.197,000	107,31
Tunas do Paraná (Município) (412788)	1.925	870	3,70	3,66	114,520	16.068,94	668,480	10,66
Umuarama (Município) (412810)	36.006	33.766	2,95	2,92	3.202,540	30.102,77	1.234,540	86,18
União da Vitória (Município) (412820)	17.573	16.815	3,16	3,13	1.329,120	23.962,31	720,000	77,04
Doutor Ulysses (Município) (412863)	1.807	298	3,23	3,18	70,070	12.003,80	777,480	7,51
Águas Mornas (Município) (420060)	1.853	784	3,20	3,17	195,600	33.006,29	327,360	18,10
Alfredo Wagner (Município) (420070)	3.252	1.054	2,99	2,82	213,010	21.876,20	732,770	13,29
Angelina (Município) (420090)	1.784	404	2,90	2,74	133,300	25.803,57	500,040	10,33
Anitápolis (Município) (420110)	1.177	512	2,77	2,60	71,860	22.048,84	542,120	6,01
Antônio Carlos (Município) (420120)	2.490	811	3,18	3,06	629,140	79.578,05	233,570	33,85
Araranguá (Município) (420140)	21.715	18.053	2,97	2,94	1.740,850	27.029,70	303,300	212,35
Balneário Camboriú (Município) (420200)	43.087	43.292	2,81	2,79	5.138,980	42.496,94	46,240	2.614,96
Biguaçu (Município) (420230)	19.764	17.958	3,16	3,15	1.795,830	28.787,15	367,890	169,57
Blumenau (Município) (420240)	110.933	106.824	2,97	2,94	17.006,230	51.677,78	518,500	634,68
Brusque (Município) (420290)	36.412	35.439	3,20	3,18	5.711,770	48.971,75	283,220	411,81
Caçador (Município) (420300)	24.078	22.148	3,08	3,05	3.327,030	44.792,86	984,290	75,46
Camboriú (Município) (420320)	20.059	18.994	3,49	3,50	1.104,610	15.764,89	212,320	330,01
Canelinha (Município) (420370)	3.518	2.225	3,21	3,22	209,470	18.560,35	152,560	73,98
Canoinhas (Município) (420380)	17.805	13.533	3,03	2,97	1.789,710	33.161,86	1.140,390	47,32
Chapecó (Município) (420420)	64.452	60.006	3,07	3,03	8.819,520	44.500,78	626,060	316,56
Concórdia (Município) (420430)	25.224	20.672	2,83	2,77	3.099,410	43.349,05	799,450	89,44
Criciúma (Município) (420460)	67.504	67.071	3,00	2,98	7.143,840	35.296,54	235,700	858,69
Florianópolis (Município) (420540)	163.846	157.795	2,77	2,76	19.462,820	42.937,28	675,410	671,13
Garopaba (Município) (420570)	6.696	5.770	2,99	2,93	450,450	22.495,56	115,410	173,51
Gaspar (Município) (420590)	19.686	16.038	3,18	3,17	2.379,420	37.999,00	386,780	161,90
Governador Celso Ramos (Município) (420600)	4.514	4.273	3,03	3,01	236,990	17.355,67	117,190	116,53
Içara (Município) (420700)	20.291	18.766	2,53	2,51	2.002,230	38.941,86	228,930	224,59
Indaial (Município) (420750)	19.021	18.437	3,18	3,16	2.384,050	39.449,42	430,790	140,28
Itajaí (Município) (420820)	63.325	60.294	3,12	3,10	20.126,870	101.749,02	288,290	686,16
Itapema (Município) (420830)	16.477	16.166	3,21	3,19	1.501,420	28.369,96	57,800	915,58
Jaraguá do Sul (Município) (420890)	49.464	46.346	3,16	3,13	10.115,360	64.627,03	529,450	295,63
Joinville (Município) (420910)	176.048	171.237	3,11	3,09	28.657,740	52.392,57	1.126,110	485,73
Lages (Município) (420930)	54.013	53.254	2,94	2,93	4.672,630	29.394,85	2.631,500	60,41
Leoberto Leal (Município) (420980)	1.144	297	2,88	2,71	94,310	28.596,30	291,210	11,33
Mafra (Município) (421010)	18.160	14.290	3,01	2,99	1.630,210	29.798,33	1.404,030	38,96
Major Gercino (Município) (421020)	1.180	468	2,86	2,75	45,510	13.485,57	306,180	11,02
Navegantes (Município) (421130)	20.356	19.402	3,36	3,34	3.523,950	51.567,16	112,030	609,99
Nova Trento (Município) (421150)	4.196	3.189	3,13	3,08	504,790	38.430,60	402,890	32,60
Palhoça (Município) (421190)	47.108	46.620	3,20	3,18	5.186,250	34.432,00	395,130	381,20
Paulo Lopes (Município) (421230)	2.313	1.667	3,05	3,04	227,950	32.356,24	449,680	15,67
Rancho Queimado (Município) (421430)	1.027	506	2,75	2,62	119,230	42.176,66	286,290	9,87
Rio do Sul (Município) (421480)	21.867	20.468	2,98	2,96	2.699,010	41.360,27	260,970	250,05
Santo Amaro da Imperatriz (Município) (421570)	6.743	5.141	3,15	3,12	763,680	35.986,87	344,050	61,68
São Bento do Sul (Município) (421580)	26.089	24.986	3,03	3,01	3.496,290	44.257,94	501,630	157,48
São Bonifácio (Município) (421590)	1.069	250	2,80	2,72	59,890	20.037,12	460,360	6,49
São Francisco do Sul (Município) (421620)	14.853	13.936	3,13	3,10	4.262,170	91.705,03	498,650	93,21
São João Batista (Município) (421630)	8.917	7.997	3,40	3,40	716,060	23.603,63	200,580	151,24
São José (Município) (421660)	76.264	75.810	2,95	2,93	9.957,890	44.300,82	150,450	1.494,01
São Pedro de Alcântara (Município) (421725)	1.232	884	4,17	4,61	68,280	13.285,70	140,020	36,70
Tijucas (Município) (421800)	10.720	9.119	3,16	3,12	1.544,410	45.629,21	279,580	121,06
Tubarão (Município) (421870)	35.595	32.433	2,85	2,83	3.628,390	35.823,90	301,760	335,65
Videira (Município) (421930)	16.837	15.457	2,96	2,92	2.150,350	43.207,40	384,520	129,43
Xanxerê (Município) (421950)	15.058	13.647	3,12	3,05	1.715,210	36.508,51	377,760	124,37
Alegrete (Município) (430040)	27.630	24.715	2,86	2,87	1.970,260	24.922,95	7.803,950	10,13
Alvorada (Município) (430060)	64.060	64.549	3,20	3,17	2.598,820	12.692,64	71,310	2.871,23
Araricá (Município) (430087)	1.796	1.494	2,89	2,86	159,020	30.610,10	35,150	147,78
Arroio dos Ratos (Município) (430110)	4.901	4.665	2,88	2,88	226,120	16.000,64	425,930	33,18
Bagé (Município) (430160)	40.963	34.993	2,96	2,90	2.685,100	22.147,89	4.093,580	29,62
Bento Gonçalves (Município) (430210)	38.836	36.486	2,87	2,82	6.176,930	55.456,21	274,070	406,41
Cachoeira do Sul (Município) (430300)	31.265	26.833	2,75	2,74	2.375,930	27.641,52	3.735,160	23,01
Cachoeirinha (Município) (430310)	41.344	41.659	3,01	2,99	7.371,850	59.224,98	44,020	2.827,75
Camaquã (Município) (430350)	22.104	17.793	2,96	2,89	1.929,630	29.500,95	1.679,430	38,95
Campo Bom (Município) (430390)	21.287	20.595	2,98	2,94	2.821,250	44.542,05	60,510	1.046,75
Canguçu (Município) (430450)	18.715	7.635	2,96	2,69	1.017,360	18.343,43	3.525,290	15,73
Canoas (Município) (430460)	110.534	111.377	3,06	3,04	14.581,500	43.072,87	131,100	2.582,31
Capão da Canoa (Município) (430463)	14.532	14.552	3,15	3,12	1.238,780	27.080,62	97,100	471,10
Capela de Santana (Município) (430468)	4.155	2.532	2,97	2,90	198,130	16.077,83	183,070	67,31
Carazinho (Município) (430470)	21.451	21.239	2,88	2,85	2.378,970	38.555,72	665,090	92,77
Caxias do Sul (Município) (430510)	156.256	151.882	2,98	2,95	27.809,350	59.765,99	1.652,310	281,61
Charqueadas (Município) (430535)	10.745	10.601	3,50	3,46	1.315,150	34.987,68	216,510	173,61
Cruz Alta (Município) (430610)	22.648	22.028	2,83	2,81	3.460,760	53.968,12	1.360,290	47,14
Dois Irmãos (Município) (430640)	10.001	9.976	2,95	2,93	1.720,600	58.270,21	65,160	453,19
Eldorado do Sul (Município) (430676)	11.760	10.565	3,14	3,13	1.248,790	33.832,46	509,730	72,41
Erechim (Município) (430700)	35.205	33.616	2,87	2,83	5.286,050	52.273,97	430,670	234,80
Estância Velha (Município) (430760)	14.804	14.543	3,07	3,05	1.495,270	32.863,01	52,150	872,53
Esteio (Município) (430770)	28.086	28.270	2,98	2,96	3.528,990	42.162,39	27,680	3.024,28
Farroupilha (Município) (430790)	21.895	19.314	3,08	3,02	3.158,730	46.820,32	361,680	186,53
Glorinha (Município) (430905)	2.543	765	2,90	2,89	464,800	63.118,01	323,640	22,75
Gravataí (Município) (430920)	87.642	83.906	3,07	3,05	13.247,310	49.242,49	463,500	580,42
Guaíba (Município) (430930)	33.242	32.636	2,97	2,96	5.420,790	54.928,53	376,950	261,81
Ijuí (Município) (431020)	28.544	26.151	2,88	2,85	3.283,420	39.907,43	689,390	119,35
Ivoti (Município) (431080)	7.112	6.526	3,02	2,99	929,660	43.340,82	63,150	339,66
Lajeado (Município) (431140)	26.556	26.657	2,87	2,85	3.754,590	49.281,20	90,610	840,81
Montenegro (Município) (431240)	21.221	19.443	2,94	2,90	3.416,080	54.671,30	424,440	147,22
Nova Hartz (Município) (431306)	6.292	5.285	3,12	3,09	840,960	42.862,36	62,560	313,63
Nova Santa Rita (Município) (431337)	7.682	6.600	3,24	3,23	1.191,010	47.910,76	217,870	114,10
Novo Hamburgo (Município) (431340)	85.578	84.768	2,90	2,87	9.167,800	36.999,62	223,820	1.107,05
Parobé (Município) (431405)	17.892	17.017	3,05	3,03	1.246,480	22.829,71	108,760	502,02
Passo Fundo (Município) (431410)	65.759	64.669	2,96	2,93	9.400,280	48.347,37	783,420	248,18
Pelotas (Município) (431440)	121.242	114.874	2,81	2,77	7.755,250	22.730,68	1.610,080	211,90
Portão (Município) (431480)	10.781	8.925	3,08	3,04	1.262,490	38.012,99	159,900	207,71
Porto Alegre (Município) (431490)	543.866	543.866	2,70	2,70	75.278,420	51.286,00	496,680	2.955,24
Rio Grande (Município) (431560)	70.877	68.789	2,91	2,88	10.589,770	51.366,53	2.709,520	76,09
Santa Cruz do Sul (Município) (431680)	43.134	38.900	2,89	2,85	8.716,060	69.965,27	733,410	169,86
Santa Maria (Município) (431690)	93.052	89.199	2,94	2,92	7.479,890	27.349,86	1.781,760	153,49
Sant'Ana do Livramento (Município) (431710)	29.137	26.406	2,87	2,86	1.715,330	20.493,33	6.941,610	12,06
Santa Rosa (Município) (431720)	24.860	22.138	2,88	2,85	2.917,910	40.716,00	489,800	146,32
Santo Ângelo (Município) (431750)	27.391	25.930	2,88	2,86	2.286,000	28.996,85	680,500	115,85
Santo Antônio da Patrulha (Município) (431760)	14.674	10.349	2,83	2,85	1.254,500	30.171,37	1.049,810	39,61
São Borja (Município) (431800)	20.851	18.681	3,03	3,02	1.924,840	30.459,30	3.616,690	17,47
São Gabriel (Município) (431830)	21.460	19.135	2,92	2,91	1.535,900	24.537,56	5.023,820	12,46
São Jerônimo (Município) (431840)	7.840	6.135	2,97	2,92	543,670	23.370,70	936,380	24,84
São Leopoldo (Município) (431870)	75.748	76.061	2,98	2,95	7.620,030	33.788,72	102,740	2.195,10
Sapiranga (Município) (431990)	26.052	25.338	3,02	2,99	2.756,090	35.012,14	138,030	570,31
Sapucaia do Sul (Município) (432000)	45.478	45.654	3,01	2,99	3.411,710	24.884,09	58,310	2.351,34
Taquara (Município) (432120)	19.696	16.368	2,89	2,88	1.303,640	22.912,70	457,880	124,26
Tramandaí (Município) (432160)	14.695	14.428	3,07	3,05	938,490	20.818,89	144,410	312,16
Triunfo (Município) (432200)	9.183	5.960	2,98	3,00	7.638,870	278.851,76	818,800	33,46
Uruguaiana (Município) (432240)	39.873	37.531	3,25	3,23	2.721,770	21.016,89	5.703,590	22,71
Vacaria (Município) (432250)	21.104	19.865	3,04	3,02	2.159,170	33.604,79	2.124,580	30,24
Venâncio Aires (Município) (432260)	24.509	15.651	2,82	2,77	3.362,040	48.616,72	772,230	89,55
Viamão (Município) (432300)	80.343	75.640	3,11	3,11	3.491,080	13.962,74	1.497,090	167,01
Campo Grande (Município) (500270)	270.952	267.921	3,07	3,07	26.942,250	32.368,82	8.092,950	102,85
Corumbá (Município) (500320)	29.748	27.205	3,61	3,56	3.464,080	32.269,97	64.721,720	1,66
Dourados (Município) (500370)	65.322	62.070	3,18	3,09	7.308,130	35.220,23	4.086,240	50,78
Naviraí (Município) (500570)	15.807	15.004	3,15	3,07	1.551,900	31.145,73	3.193,550	15,60
Nova Andradina (Município) (500620)	15.664	13.588	3,13	3,07	1.830,100	37.269,96	4.776,000	10,28
Ponta Porã (Município) (500660)	24.020	19.609	3,49	3,40	2.320,830	27.712,43	5.330,450	15,71
Sidrolândia (Município) (500790)	14.174	9.391	3,39	3,37	1.376,300	28.656,74	5.286,410	9,09
Três Lagoas (Município) (500830)	34.252	33.243	3,20	3,14	8.440,680	76.990,30	10.206,950	10,74
Alta Floresta (Município) (510025)	16.567	14.522	3,00	2,98	1.173,110	23.574,82	8.953,190	5,56
Barão de Melgaço (Município) (510160)	2.435	1.087	3,11	3,14	84,210	11.131,79	11.174,470	0,68
Barra do Garças (Município) (510180)	19.400	18.293	2,98	2,85	1.588,230	27.482,23	9.079,290	6,37
Cáceres (Município) (510250)	27.650	24.145	3,24	3,23	1.555,440	17.343,78	24.593,030	3,65
Chapada dos Guimarães (Município) (510300)	6.061	3.756	3,03	3,03	311,530	16.937,22	6.611,790	2,78
Cuiabá (Município) (510340)	181.316	177.818	3,14	3,14	22.691,270	39.821,12	3.293,540	173,01
Jangada (Município) (510490)	2.215	885	3,54	3,40	280,800	35.766,18	1.015,310	7,73
Lucas do Rio Verde (Município) (510525)	15.042	14.243	3,51	3,46	3.165,010	59.894,65	3.675,220	14,38
Nossa Senhora do Livramento (Município) (510610)	3.889	1.388	2,96	3,03	153,290	13.332,63	4.934,710	2,33
Nova Brasilândia (Município) (510620)	1.584	1.244	2,68	2,73	62,430	14.681,71	3.278,860	1,30
Planalto da Serra (Município) (510645)	943	709	2,85	2,85	65,720	24.494,98	2.442,450	1,10
Poconé (Município) (510650)	9.728	6.955	3,29	3,34	463,840	14.471,17	17.164,000	1,87
Primavera do Leste (Município) (510704)	17.239	16.492	3,22	3,18	3.392,810	61.185,81	5.482,070	10,11
