Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Mongaguá (Município) (353110)	47.153	47.153	46.947	143,210	21.946	21.740	46,3%	46,5%
Monte Alto (Município) (353130)	46.875	46.875	44.766	346,950	0	0	0,0%	0,0%
Monte Mor (Município) (353180)	49.841	49.841	46.816	240,570	25.841	22.816	48,7%	51,8%
Nova Odessa (Município) (353340)	51.946	51.946	51.100	73,790	1.009	163	0,3%	1,9%
Olímpia (Município) (353390)	50.332	50.332	47.535	802,560	2.797	0	0,0%	5,6%
Osasco (Município) (353440)	667.826	667.826	667.826	64,950	159.130	159.130	23,8%	23,8%
Ourinhos (Município) (353470)	103.739	103.739	101.060	295,820	4.398	1.719	1,7%	4,2%
Paulínia (Município) (353650)	84.512	84.512	84.434	138,780	7.648	7.570	9,0%	9,0%
Penápolis (Município) (353730)	58.808	58.808	56.167	711,320	2.641	0	0,0%	4,5%
Peruíbe (Município) (353760)	60.412	60.412	59.737	326,220	24.121	23.446	39,2%	39,9%
Piedade (Município) (353780)	52.298	52.298	23.831	746,870	36.649	8.182	34,3%	70,1%
Pindamonhangaba (Município) (353800)	148.605	148.605	143.260	730,000	6.830	1.485	1,0%	4,6%
Piracicaba (Município) (353870)	367.290	367.290	359.404	1.378,070	554	2.279	0,6%	0,2%
Pirapora do Bom Jesus (Município) (353910)	15.990	15.990	15.990	108,490	9.046	9.046	56,6%	56,6%
Pirassununga (Município) (353930)	70.482	70.482	64.583	727,120	5.899	0	0,0%	8,4%
Poá (Município) (353980)	106.797	106.797	105.110	17,260	2.303	616	0,6%	2,2%
Porto Feliz (Município) (354060)	49.153	49.153	41.315	556,710	5.234	0	0,0%	10,6%
Porto Ferreira (Município) (354070)	51.705	51.705	50.778	244,910	2.958	2.031	4,0%	5,7%
Praia Grande (Município) (354100)	267.307	267.307	267.307	149,250	86.923	86.923	32,5%	32,5%
Presidente Prudente (Município) (354140)	209.025	209.025	204.761	560,640	425	0	0,0%	0,2%
Registro (Município) (354260)	54.301	54.301	48.205	722,200	15.825	9.729	20,2%	29,1%
Ribeirão Pires (Município) (354330)	113.726	113.726	113.726	99,080	29.143	29.143	25,6%	25,6%
Ribeirão Preto (Município) (354340)	612.340	612.340	610.602	650,920	13.951	12.213	2,0%	2,3%
Rio Claro (Município) (354390)	187.638	187.638	183.071	498,420	1.385	1.351	0,7%	0,7%
Rio Grande da Serra (Município) (354410)	44.503	44.503	44.503	36,340	27.316	27.316	61,4%	61,4%
Salesópolis (Município) (354500)	15.734	15.734	10.017	425,000	7.054	1.337	13,3%	44,8%
Salto (Município) (354520)	106.465	106.465	105.716	133,060	8.358	7.609	7,2%	7,9%
Santa Bárbara d'Oeste (Município) (354580)	180.772	180.772	179.353	271,030	1.334	625	0,3%	0,7%
Santa Isabel (Município) (354680)	50.969	50.969	39.996	363,330	26.029	15.056	37,6%	51,1%
Santana de Parnaíba (Município) (354730)	111.422	111.422	111.422	179,950	75.575	75.575	67,8%	67,8%
Santo André (Município) (354780)	678.486	678.486	678.486	175,780	14.166	14.166	2,1%	2,1%
Santos (Município) (354850)	419.509	419.509	419.195	281,030	0	0	0,0%	0,0%
São Bernardo do Campo (Município) (354870)	770.253	770.253	757.368	409,530	77.267	64.382	8,5%	10,0%
São Caetano do Sul (Município) (354880)	149.962	149.962	149.962	15,330	0	0	0,0%	0,0%
São Carlos (Município) (354890)	224.173	224.173	215.195	1.136,910	8.978	0	0,0%	4,0%
São João da Boa Vista (Município) (354910)	84.119	84.119	80.763	516,400	2.812	0	0,0%	3,3%
São Joaquim da Barra (Município) (354940)	46.891	46.891	46.050	410,860	1.213	372	0,8%	2,6%
São José do Rio Pardo (Município) (354970)	52.040	52.040	46.083	419,680	5.540	0	0,0%	10,6%
São José do Rio Preto (Município) (354980)	412.076	412.076	387.076	431,940	44.354	19.354	5,0%	10,8%
São José dos Campos (Município) (354990)	636.876	636.876	623.920	1.099,410	26.258	13.302	2,1%	4,1%
São Lourenço da Serra (Município) (354995)	14.110	14.110	12.844	186,460	10.363	9.097	70,8%	73,4%
São Paulo (Município) (355030)	11.316.119	11.316.119	11.214.397	1.521,110	438.154	336.432	3,0%	3,9%
São Roque (Município) (355060)	79.757	79.757	72.337	306,910	45.075	37.655	52,1%	56,5%
São Sebastião (Município) (355070)	75.163	75.163	74.316	402,400	38.426	37.579	50,6%	51,1%
São Vicente (Município) (355100)	334.663	334.663	334.031	148,100	87.578	86.946	26,0%	26,2%
Sertãozinho (Município) (355170)	111.257	111.257	109.941	403,090	0	0	0,0%	0,0%
Sorocaba (Município) (355220)	593.776	593.776	587.733	450,380	21.684	20.955	3,6%	3,7%
Sumaré (Município) (355240)	242.960	242.960	240.100	153,470	28.508	25.648	10,7%	11,7%
Suzano (Município) (355250)	265.074	265.074	255.743	206,240	38.482	29.151	11,4%	14,5%
Taboão da Serra (Município) (355280)	248.127	248.127	248.127	20,390	26.522	26.522	10,7%	10,7%
Taquaritinga (Município) (355370)	54.136	54.136	51.308	594,340	2.828	0	0,0%	5,2%
Tatuí (Município) (355400)	108.393	108.393	103.273	523,750	5.708	588	0,6%	5,3%
Taubaté (Município) (355410)	281.336	281.336	275.266	625,000	9.632	3.562	1,3%	3,4%
Tupã (Município) (355500)	63.487	63.487	60.941	627,990	864	0	0,0%	1,4%
Ubatuba (Município) (355540)	79.718	79.718	77.802	708,110	50.834	48.918	62,9%	63,8%
Valinhos (Município) (355620)	108.622	108.622	103.367	148,540	0	0	0,0%	0,0%
Vargem Grande Paulista (Município) (355645)	43.789	43.789	43.789	42,490	32.323	32.323	73,8%	73,8%
Várzea Paulista (Município) (355650)	108.186	108.186	108.186	35,120	20.253	20.253	18,7%	18,7%
Vinhedo (Município) (355670)	64.870	64.870	62.831	81,600	11.464	9.425	15,0%	17,7%
Votorantim (Município) (355700)	109.798	109.798	105.610	183,520	4.188	0	0,0%	3,8%
Votuporanga (Município) (355710)	85.387	85.387	82.995	420,700	0	0	0,0%	0,0%
Adrianópolis (Município) (410020)	6.328	6.328	2.044	1.349,340	6.328	2.044	100,0%	100,0%
Agudos do Sul (Município) (410030)	8.351	8.351	2.850	192,260	7.068	1.567	55,0%	84,6%
Almirante Tamandaré (Município) (410040)	104.350	104.350	99.990	194,740	87.056	82.696	82,7%	83,4%
Apucarana (Município) (410140)	121.924	121.924	115.046	558,390	85.196	78.318	68,1%	69,9%
Arapongas (Município) (410150)	105.588	105.588	103.257	382,220	57.543	55.212	53,5%	54,5%
Araucária (Município) (410180)	121.032	121.032	111.971	469,240	77.853	68.792	61,4%	64,3%
Balsa Nova (Município) (410230)	11.422	11.422	6.944	348,930	8.880	4.402	63,4%	77,7%
Bocaiúva do Sul (Município) (410310)	11.136	11.136	5.198	826,340	11.135	5.197	100,0%	100,0%
Cambé (Município) (410370)	97.390	97.390	93.583	495,380	25.336	21.529	23,0%	26,0%
Campina Grande do Sul (Município) (410400)	39.092	39.092	32.227	539,250	11.730	4.865	15,1%	30,0%
Campo Largo (Município) (410420)	113.882	113.882	95.432	1.243,550	73.837	55.387	58,0%	64,8%
Campo Magro (Município) (410425)	25.184	25.184	19.815	275,350	20.564	15.195	76,7%	81,7%
Campo Mourão (Município) (410430)	87.710	87.710	83.165	757,880	25.405	20.860	25,1%	29,0%
Cascavel (Município) (410480)	289.340	289.340	273.007	2.100,830	117.336	101.003	37,0%	40,6%
Castro (Município) (410490)	67.353	67.353	49.464	2.531,500	29.386	11.497	23,2%	43,6%
Cerro Azul (Município) (410520)	16.983	16.983	4.821	1.341,190	16.813	4.651	96,5%	99,0%
Cianorte (Município) (410550)	70.922	70.922	63.140	811,670	27.381	19.599	31,0%	38,6%
Colombo (Município) (410580)	215.242	215.242	205.374	197,790	131.130	121.262	59,0%	60,9%
Contenda (Município) (410620)	16.095	16.095	9.350	299,040	16.095	9.350	100,0%	100,0%
Curitiba (Município) (410690)	1.764.541	1.764.541	1.764.541	435,040	79.206	79.206	4,5%	4,5%
Fazenda Rio Grande (Município) (410765)	83.118	83.118	77.269	116,680	47.986	42.137	54,5%	57,7%
Foz do Iguaçu (Município) (410830)	255.900	255.900	253.776	618,350	78.944	76.820	30,3%	30,8%
Francisco Beltrão (Município) (410840)	79.850	79.850	68.224	735,110	37.078	25.452	37,3%	46,4%
Guarapuava (Município) (410940)	168.349	168.349	153.927	3.178,650	67.581	53.159	34,5%	40,1%
Ibiporã (Município) (410980)	48.662	48.662	46.337	297,740	2.325	0	0,0%	4,8%
Irati (Município) (411070)	56.503	56.503	45.169	999,520	16.710	5.376	11,9%	29,6%
Itaperuçu (Município) (411125)	24.236	24.236	20.248	320,580	24.236	20.248	100,0%	100,0%
Lapa (Município) (411320)	45.137	45.137	27.346	2.093,860	23.275	5.484	20,1%	51,6%
Londrina (Município) (411370)	511.279	511.279	497.979	1.652,570	49.814	36.514	7,3%	9,7%
Mandirituba (Município) (411430)	22.580	22.580	7.534	379,180	21.989	6.943	92,2%	97,4%
Marechal Cândido Rondon (Município) (411460)	47.266	47.266	39.521	748,000	46.162	38.417	97,2%	97,7%
Maringá (Município) (411520)	362.329	362.329	355.811	487,050	31.532	25.014	7,0%	8,7%
Palmas (Município) (411760)	43.508	43.508	40.370	1.557,890	19.658	16.520	40,9%	45,2%
Paranaguá (Município) (411820)	141.477	141.477	136.358	826,670	38.118	32.999	24,2%	26,9%
Paranavaí (Município) (411840)	82.039	82.039	78.156	1.202,270	15.007	11.124	14,2%	18,3%
Pato Branco (Município) (411850)	73.148	73.148	68.823	539,090	15.956	11.631	16,9%	21,8%
Pinhais (Município) (411915)	118.334	118.334	118.334	60,870	31.843	31.843	26,9%	26,9%
Piraquara (Município) (411950)	94.518	94.518	46.381	227,040	38.608	0	0,0%	40,8%
Ponta Grossa (Município) (411990)	314.518	314.518	307.576	2.054,730	51.480	44.538	14,5%	16,4%
Prudentópolis (Município) (412060)	48.933	48.933	22.528	2.236,580	31.211	4.806	21,3%	63,8%
Quatro Barras (Município) (412080)	20.135	20.135	18.198	180,470	6.600	4.663	25,6%	32,8%
Quitandinha (Município) (412120)	17.229	17.229	4.927	447,020	17.229	4.927	100,0%	100,0%
Rio Branco do Sul (Município) (412220)	30.751	30.751	22.118	812,290	-	-	-	-
Rolândia (Município) (412240)	58.511	58.511	55.363	459,020	37.838	34.690	62,7%	64,7%
São José dos Pinhais (Município) (412550)	268.808	268.808	241.018	946,440	124.398	96.608	40,1%	46,3%
Sarandi (Município) (412625)	83.724	83.724	83.016	103,460	-	-	-	-
Telêmaco Borba (Município) (412710)	70.535	70.535	69.089	1.382,860	23.339	21.893	31,7%	33,1%
Tijucas do Sul (Município) (412760)	14.712	14.712	2.313	671,890	14.712	2.313	100,0%	100,0%
Toledo (Município) (412770)	120.934	120.934	109.730	1.197,000	40.033	28.829	26,3%	33,1%
Tunas do Paraná (Município) (412788)	6.460	6.460	2.883	668,480	6.460	2.883	100,0%	100,0%
Umuarama (Município) (412810)	101.443	101.443	94.167	1.234,540	23.889	16.613	17,6%	23,5%
União da Vitória (Município) (412820)	53.059	53.059	50.290	720,000	41.112	38.343	76,2%	77,5%
Doutor Ulysses (Município) (412863)	5.706	5.706	926	777,480	-	-	-	-
Águas Mornas (Município) (420060)	5.618	5.618	2.356	327,360	5.618	2.356	100,0%	100,0%
Alfredo Wagner (Município) (420070)	9.453	9.453	2.881	732,770	9.453	2.881	100,0%	100,0%
Angelina (Município) (420090)	5.210	5.210	1.114	500,040	5.210	1.114	100,0%	100,0%
Anitápolis (Município) (420110)	3.213	3.213	1.315	542,120	1.898	0	0,0%	59,1%
Antônio Carlos (Município) (420120)	7.537	7.537	2.366	233,570	7.537	2.366	100,0%	100,0%
Araranguá (Município) (420140)	61.817	61.817	50.944	303,300	61.817	50.944	100,0%	100,0%
Balneário Camboriú (Município) (420200)	110.748	110.748	110.748	46,240	20.459	20.459	18,5%	18,5%
Biguaçu (Município) (420230)	58.984	58.984	53.463	367,890	58.984	53.463	100,0%	100,0%
Blumenau (Município) (420240)	312.635	312.635	298.230	518,500	297.185	282.780	94,8%	95,1%
Brusque (Município) (420290)	107.764	107.764	104.211	283,220	107.764	104.211	100,0%	100,0%
Caçador (Município) (420300)	71.334	71.334	64.978	984,290	71.334	64.978	100,0%	100,0%
Camboriú (Município) (420320)	63.967	63.967	60.756	212,320	63.967	60.756	100,0%	100,0%
Canelinha (Município) (420370)	10.726	10.726	6.804	152,560	10.726	6.804	100,0%	100,0%
Canoinhas (Município) (420380)	52.853	52.853	39.338	1.140,390	51.973	38.458	97,8%	98,3%
Chapecó (Município) (420420)	186.337	186.337	170.684	626,060	127.434	111.781	65,5%	68,4%
Concórdia (Município) (420430)	69.048	69.048	55.206	799,450	65.197	51.355	93,0%	94,4%
Criciúma (Município) (420460)	193.989	193.989	191.288	235,700	140.486	137.785	72,0%	72,4%
Florianópolis (Município) (420540)	427.298	427.298	411.115	675,410	186.071	169.888	41,3%	43,5%
Garopaba (Município) (420570)	18.520	18.520	15.643	115,410	18.520	15.643	100,0%	100,0%
Gaspar (Município) (420590)	58.869	58.869	47.848	386,780	58.869	47.848	100,0%	100,0%
Governador Celso Ramos (Município) (420600)	13.107	13.107	12.354	117,190	13.107	12.354	100,0%	100,0%
Içara (Município) (420700)	59.616	59.616	54.631	228,930	59.301	54.316	99,4%	99,5%
Indaial (Município) (420750)	55.980	55.980	54.013	430,790	55.980	54.013	100,0%	100,0%
Itajaí (Município) (420820)	186.127	186.127	176.057	288,290	186.127	176.057	100,0%	100,0%
Itapema (Município) (420830)	47.327	47.327	46.151	57,800	19.946	18.770	40,7%	42,1%
Jaraguá do Sul (Município) (420890)	145.782	145.782	135.267	529,450	77.701	67.192	49,7%	53,3%
Joinville (Município) (420910)	520.905	520.905	503.277	1.126,110	427.418	409.790	81,4%	82,1%
Lages (Município) (420930)	156.665	156.665	153.876	2.631,500	125.154	122.365	79,5%	79,9%
Leoberto Leal (Município) (420980)	3.337	3.337	813	291,210	3.337	813	100,0%	100,0%
Mafra (Município) (421010)	53.141	53.141	41.497	1.404,030	53.141	41.497	100,0%	100,0%
Major Gercino (Município) (421020)	3.290	3.290	1.253	306,180	3.290	1.253	100,0%	100,0%
Navegantes (Município) (421130)	62.187	62.187	58.948	112,030	62.187	58.948	100,0%	100,0%
Nova Trento (Município) (421150)	12.370	12.370	9.264	402,890	12.370	9.264	100,0%	100,0%
Palhoça (Município) (421190)	139.990	139.990	137.928	395,130	133.760	131.698	95,5%	95,5%
Paulo Lopes (Município) (421230)	6.751	6.751	4.862	449,680	6.751	4.862	100,0%	100,0%
Rancho Queimado (Município) (421430)	2.757	2.757	1.294	286,290	1.925	462	35,7%	69,8%
Rio do Sul (Município) (421480)	61.931	61.931	57.465	260,970	61.931	57.465	100,0%	100,0%
Santo Amaro da Imperatriz (Município) (421570)	20.082	20.082	15.166	344,050	20.082	15.166	100,0%	100,0%
São Bento do Sul (Município) (421580)	75.520	75.520	71.919	501,630	62.137	58.536	81,4%	82,3%
São Bonifácio (Município) (421590)	2.992	2.992	681	460,360	2.992	681	100,0%	100,0%
São Francisco do Sul (Município) (421620)	43.305	43.305	40.219	498,650	43.305	40.219	100,0%	100,0%
São João Batista (Município) (421630)	27.135	27.135	24.336	200,580	27.135	24.336	100,0%	100,0%
São José (Município) (421660)	212.587	212.587	210.062	150,450	140.489	137.964	65,7%	66,1%
São Pedro de Alcântara (Município) (421725)	4.790	4.790	3.797	140,020	-	-	-	-
Tijucas (Município) (421800)	31.533	31.533	26.483	279,580	31.533	26.483	100,0%	100,0%
Tubarão (Município) (421870)	97.833	97.833	88.636	301,760	97.833	88.636	100,0%	100,0%
Videira (Município) (421930)	47.618	47.618	43.247	384,520	47.618	43.247	100,0%	100,0%
Xanxerê (Município) (421950)	44.643	44.643	39.600	377,760	44.643	39.600	100,0%	100,0%
Alegrete (Município) (430040)	77.140	77.140	69.134	7.803,950	65.365	57.359	83,0%	84,7%
Alvorada (Município) (430060)	196.572	196.572	196.572	71,310	162.175	162.175	82,5%	82,5%
Araricá (Município) (430087)	4.928	4.928	4.049	35,150	-	-	-	-
Arroio dos Ratos (Município) (430110)	13.627	13.627	12.976	425,930	4.627	3.976	30,6%	34,0%
Bagé (Município) (430160)	116.944	116.944	97.891	4.093,580	42.392	23.339	23,8%	36,2%
Bento Gonçalves (Município) (430210)	108.481	108.481	100.180	274,070	108.481	100.180	100,0%	100,0%
Cachoeira do Sul (Município) (430300)	83.517	83.517	71.435	3.735,160	63.160	51.078	71,5%	75,6%
Cachoeirinha (Município) (430310)	119.101	119.101	119.101	44,020	70.971	70.971	59,6%	59,6%
Camaquã (Município) (430350)	62.947	62.947	49.500	1.679,430	62.947	49.500	100,0%	100,0%
Campo Bom (Município) (430390)	60.539	60.539	57.782	60,510	60.513	57.756	100,0%	100,0%
Canguçu (Município) (430450)	53.399	53.399	19.746	3.525,290	33.705	52	0,3%	63,1%
Canoas (Município) (430460)	325.189	325.189	325.189	131,100	268.757	268.757	82,6%	82,6%
Capão da Canoa (Município) (430463)	42.926	42.926	42.668	97,100	4.841	4.583	10,7%	11,3%
Capela de Santana (Município) (430468)	11.734	11.734	6.988	183,070	11.734	6.988	100,0%	100,0%
Carazinho (Município) (430470)	59.445	59.445	58.379	665,090	59.445	58.379	100,0%	100,0%
Caxias do Sul (Município) (430510)	441.332	441.332	424.960	1.652,310	101.207	84.835	20,0%	22,9%
Charqueadas (Município) (430535)	35.732	35.732	34.892	216,510	35.732	34.892	100,0%	100,0%
Cruz Alta (Município) (430610)	62.474	62.474	60.259	1.360,290	52.830	50.615	84,0%	84,6%
Dois Irmãos (Município) (430640)	27.967	27.967	27.667	65,160	27.967	27.667	100,0%	100,0%
Eldorado do Sul (Município) (430676)	34.887	34.887	31.288	509,730	34.887	31.288	100,0%	100,0%
Erechim (Município) (430700)	96.757	96.757	91.183	430,670	96.757	91.183	100,0%	100,0%
Estância Velha (Município) (430760)	43.146	43.146	42.041	52,150	41.783	40.678	96,8%	96,8%
Esteio (Município) (430770)	80.810	80.810	80.698	27,680	76.773	76.661	95,0%	95,0%
Farroupilha (Município) (430790)	64.275	64.275	55.607	361,680	64.275	55.607	100,0%	100,0%
Glorinha (Município) (430905)	6.984	6.984	2.095	323,640	6.984	2.095	100,0%	100,0%
Gravataí (Município) (430920)	257.428	257.428	245.181	463,500	203.017	190.770	77,8%	78,9%
Guaíba (Município) (430930)	95.273	95.273	93.131	376,950	91.999	89.857	96,5%	96,6%
Ijuí (Município) (431020)	79.160	79.160	71.772	689,390	79.160	71.772	100,0%	100,0%
Ivoti (Município) (431080)	20.224	20.224	18.380	63,150	20.224	18.380	100,0%	100,0%
Lajeado (Município) (431140)	72.338	72.338	72.070	90,610	72.338	72.070	100,0%	100,0%
Montenegro (Município) (431240)	59.812	59.812	53.987	424,440	59.812	53.987	100,0%	100,0%
Nova Hartz (Município) (431306)	18.598	18.598	15.479	62,560	-	-	-	-
Nova Santa Rita (Município) (431337)	23.251	23.251	19.934	217,870	23.251	19.934	100,0%	100,0%
Novo Hamburgo (Município) (431340)	239.151	239.151	235.005	223,820	234.459	230.313	98,0%	98,0%
Parobé (Município) (431405)	52.019	52.019	49.121	108,760	52.019	49.121	100,0%	100,0%
Passo Fundo (Município) (431410)	186.083	186.083	181.345	783,420	153.788	149.050	82,2%	82,6%
Pelotas (Município) (431440)	328.865	328.865	306.743	1.610,080	138.673	116.551	38,0%	42,2%
Portão (Município) (431480)	31.401	31.401	25.669	159,900	31.401	25.669	100,0%	100,0%
Porto Alegre (Município) (431490)	1.413.094	1.413.094	1.413.094	496,680	169.571	169.571	12,0%	12,0%
Rio Grande (Município) (431560)	198.049	198.049	190.218	2.709,520	152.845	145.014	76,2%	77,2%
Santa Cruz do Sul (Município) (431680)	119.199	119.199	105.923	733,410	112.160	98.884	93,4%	94,1%
Santa Maria (Município) (431690)	262.369	262.369	249.620	1.781,760	143.052	130.303	52,2%	54,5%
Sant'Ana do Livramento (Município) (431710)	81.821	81.821	73.830	6.941,610	54.465	46.474	62,9%	66,6%
Santa Rosa (Município) (431720)	68.862	68.862	60.608	489,800	59.521	51.267	84,6%	86,4%
Santo Ângelo (Município) (431750)	76.239	76.239	71.770	680,500	67.577	63.108	87,9%	88,6%
Santo Antônio da Patrulha (Município) (431760)	39.889	39.889	28.259	1.049,810	39.889	28.259	100,0%	100,0%
São Borja (Município) (431800)	61.426	61.426	54.919	3.616,690	52.842	46.335	84,4%	86,0%
São Gabriel (Município) (431830)	60.452	60.452	53.799	5.023,820	54.309	47.656	88,6%	89,8%
São Jerônimo (Município) (431840)	22.277	22.277	17.165	936,380	22.277	17.165	100,0%	100,0%
São Leopoldo (Município) (431870)	215.664	215.664	214.809	102,740	156.891	156.036	72,6%	72,7%
Sapiranga (Município) (431990)	75.430	75.430	72.715	138,030	75.430	72.715	100,0%	100,0%
Sapucaia do Sul (Município) (432000)	131.587	131.587	131.097	58,310	124.972	124.482	95,0%	95,0%
Taquara (Município) (432120)	54.783	54.783	45.382	457,880	54.783	45.382	100,0%	100,0%
Tramandaí (Município) (432160)	42.395	42.395	41.367	144,410	19.144	18.116	43,8%	45,2%
Triunfo (Município) (432200)	26.072	26.072	17.039	818,800	26.072	17.039	100,0%	100,0%
Uruguaiana (Município) (432240)	125.320	125.320	117.307	5.703,590	101.202	93.189	79,4%	80,8%
Vacaria (Município) (432250)	61.650	61.650	57.627	2.124,580	61.650	57.627	100,0%	100,0%
Venâncio Aires (Município) (432260)	66.308	66.308	41.627	772,230	66.308	41.627	100,0%	100,0%
Viamão (Município) (432300)	240.302	240.302	225.806	1.497,090	237.518	223.022	98,8%	98,8%
Campo Grande (Município) (500270)	796.252	796.252	785.570	8.092,950	308.310	297.628	37,9%	38,7%
Corumbá (Município) (500320)	104.318	104.318	94.006	64.721,720	101.019	90.707	96,5%	96,8%
Dourados (Município) (500370)	198.422	198.422	183.209	4.086,240	130.416	115.203	62,9%	65,7%
Naviraí (Município) (500570)	47.174	47.174	43.547	3.193,550	40.351	36.724	84,3%	85,5%
Nova Andradina (Município) (500620)	46.369	46.369	39.453	4.776,000	43.017	36.101	91,5%	92,8%
Ponta Porã (Município) (500660)	79.174	79.174	63.105	5.330,450	67.103	51.034	80,9%	84,8%
Sidrolândia (Município) (500790)	43.564	43.564	28.727	5.286,410	43.564	28.727	100,0%	100,0%
Três Lagoas (Município) (500830)	103.536	103.536	98.733	10.206,950	71.106	66.303	67,2%	68,7%
Alta Floresta (Município) (510025)	49.332	49.332	42.864	8.953,190	33.043	26.575	62,0%	67,0%
Barão de Melgaço (Município) (510160)	7.585	7.585	3.419	11.174,470	-	-	-	-
Barra do Garças (Município) (510180)	56.903	56.903	51.256	9.079,290	28.803	23.156	45,2%	50,6%
Cáceres (Município) (510250)	88.428	88.428	76.991	24.593,030	84.865	73.459	95,4%	96,0%
Chapada dos Guimarães (Município) (510300)	17.980	17.980	11.135	6.611,790	-	-	-	-
Cuiabá (Município) (510340)	556.299	556.299	545.918	3.293,540	334.337	323.956	59,3%	60,1%
Jangada (Município) (510490)	7.740	7.740	2.963	1.015,310	7.740	2.963	100,0%	100,0%
Lucas do Rio Verde (Município) (510525)	47.571	47.571	44.333	3.675,220	33.571	31.067	70,1%	70,6%
Nossa Senhora do Livramento (Município) (510610)	11.579	11.579	4.231	4.934,710	11.579	4.231	100,0%	100,0%
Nova Brasilândia (Município) (510620)	4.495	4.495	3.586	3.278,860	4.495	3.586	100,0%	100,0%
Planalto da Serra (Município) (510645)	2.715	2.715	2.046	2.442,450	-	-	-	-
Poconé (Município) (510650)	31.857	31.857	23.119	17.164,000	31.857	23.119	100,0%	100,0%
Primavera do Leste (Município) (510704)	53.004	53.004	50.159	5.482,070	38.163	36.115	72,0%	72,0%
Rondonópolis (Município) (510760)	198.950	198.950	191.370	4.686,620	133.913	126.333	66,0%	67,3%
Rosário Oeste (Município) (510770)	17.601	17.601	10.607	7.419,630	-	-	-	-
Santo Antônio do Leverger (Município) (510780)	18.696	18.696	7.250	11.735,750	-	-	-	-
Sinop (Município) (510790)	116.014	116.014	96.169	3.942,230	116.014	96.169	100,0%	100,0%
Sorriso (Município) (510792)	68.894	68.894	60.446	9.347,560	68.894	60.446	100,0%	100,0%
Tangará da Serra (Município) (510795)	85.319	85.319	77.639	11.601,250	63.154	55.474	71,5%	74,0%
Várzea Grande (Município) (510840)	255.449	255.449	251.513	1.048,210	201.533	197.597	78,6%	78,9%
Abadia de Goiás (Município) (520005)	7.023	7.023	5.190	147,730	4.778	2.945	56,7%	68,0%
Águas Lindas de Goiás (Município) (520025)	163.495	163.495	163.249	188,390	163.495	163.249	100,0%	100,0%
Anápolis (Município) (520110)	338.545	338.545	332.618	933,160	170.971	165.044	49,6%	50,5%
Aparecida de Goiânia (Município) (520140)	465.093	465.093	464.619	278,540	371.712	371.238	79,9%	79,9%
Aragoiânia (Município) (520180)	8.514	8.514	5.626	218,180	8.514	5.626	100,0%	100,0%
Bela Vista de Goiás (Município) (520330)	24.965	24.965	18.256	1.275,850	16.066	9.357	51,3%	64,4%
Bonfinópolis (Município) (520355)	7.704	7.704	7.178	123,430	7.704	7.178	100,0%	100,0%
Brazabrantes (Município) (520360)	3.268	3.268	2.194	123,070	3.268	2.194	100,0%	100,0%
Caldas Novas (Município) (520450)	72.071	72.071	69.249	1.608,440	26.291	33.469	48,3%	36,5%
Caldazinha (Município) (520455)	3.361	3.361	1.939	249,690	3.361	1.939	100,0%	100,0%
Catalão (Município) (520510)	88.354	88.354	82.661	3.821,460	37.891	32.198	39,0%	42,9%
Caturaí (Município) (520520)	4.714	4.714	3.686	205,080	4.714	3.686	100,0%	100,0%
Cidade Ocidental (Município) (520549)	57.108	57.108	44.585	389,990	29.108	16.585	37,2%	51,0%
Cristalina (Município) (520620)	47.537	47.537	39.210	6.162,090	37.024	28.697	73,2%	77,9%
Formosa (Município) (520800)	101.731	101.731	93.536	5.811,790	62.222	54.027	57,8%	61,2%
Goianápolis (Município) (520840)	10.697	10.697	9.693	169,010	10.697	9.693	100,0%	100,0%
Goianésia (Município) (520860)	60.347	60.347	56.406	1.547,270	27.260	23.319	41,3%	45,2%
Goiânia (Município) (520870)	1.318.149	1.318.149	1.313.163	728,840	310.880	305.894	23,3%	23,6%
Goianira (Município) (520880)	34.852	34.852	34.229	212,550	29.632	29.009	84,7%	85,0%
Guapó (Município) (520920)	13.985	13.985	11.340	517,260	6.719	4.074	35,9%	48,0%
Hidrolândia (Município) (520970)	17.729	17.729	10.669	953,730	17.729	10.669	100,0%	100,0%
Inhumas (Município) (521000)	48.580	48.580	45.415	615,280	30.662	27.497	60,5%	63,1%
Itumbiara (Município) (521150)	93.763	93.763	89.785	2.464,510	27.177	23.199	25,8%	29,0%
Jataí (Município) (521190)	88.970	88.970	81.897	7.174,230	42.003	34.930	42,7%	47,2%
Luziânia (Município) (521250)	177.099	177.099	165.202	3.961,100	156.743	144.846	87,7%	88,5%
Mineiros (Município) (521310)	54.003	54.003	49.260	9.038,770	-	-	-	-
Nerópolis (Município) (521450)	24.643	24.643	23.644	204,220	24.643	23.644	100,0%	100,0%
Nova Veneza (Município) (521500)	8.261	8.261	7.140	123,380	8.261	7.140	100,0%	100,0%
