 Morbidade Hospitalar do SUS - por local de residência - Pará
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Dengue [dengue clásssico]
Período:Jan/2008-Fev/2021
"Município";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"150307 Garrafão do Norte";-;-;-;-;-;-;-;261,60;-;-;-;-;-;261,60;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;303,76;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3872,56
"150309 Goianésia do Pará";-;-;-;261,60;-;5533,60;7706,40;2354,40;3498,36;1062,40;523,20;-;-;261,60;261,60;-;287,76;887,28;1774,56;591,52;2366,08;2605,84;3788,88;287,76;575,52;1167,04;863,28;287,76;-;-;-;-;895,28;1438,80;-;327,76;-;-;-;287,76;-;2653,84;3804,88;-;-;287,76;287,76;-;-;303,76;287,76;303,76;2430,08;5755,44;2909,60;303,76;2701,84;1518,80;303,76;608,52;-;1215,04;-;287,76;-;287,76;607,52;311,76;303,76;-;-;-;-;-;-;-;-;-;303,76;-;-;287,76;-;-;-;-;-;-;-;-;-;303,76;-;-;303,76;-;-;-;-;-;287,76;2877,60;3453,12;4316,40;5179,68;3453,12;1726,56;3453,12;7194,00;1726,56;1438,80;287,76;-;863,28;11207,36;9936,32;3093,60;6850,72;2470,08;311,76;1870,56;2174,32;311,76;623,52;599,52;1870,56;-;935,28;623,52;311,76;-;-;-;311,76;-;599,52;-;1870,56;1558,80;887,28;887,28;1558,80;623,52;623,52;-;-;-;311,76;287,76;623,52;623,52;623,52;-;-;-;-;-;-;-;-;-;-;-;159409,52
"150310 Gurupá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;576,52;-;-;-;287,76;-;-;-;287,76;-;-;287,76;-;-;-;295,76;871,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;287,76;-;-;-;-;288,76;-;-;287,76;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4078,64
"150320 Igarapé-Açu";-;-;-;-;261,60;261,60;784,80;1078,40;539,20;261,60;-;-;-;-;-;-;440,34;287,76;-;1438,80;1151,04;863,28;-;-;-;-;-;-;-;287,76;303,76;-;-;287,76;-;287,76;-;-;-;311,76;-;575,52;2637,84;871,28;-;575,52;591,52;-;-;-;583,52;575,52;879,28;-;-;591,52;1167,04;1790,56;927,28;-;303,76;-;863,28;-;287,76;-;-;911,28;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;583,52;-;287,76;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25289,78
"150330 Igarapé-Miri";-;-;-;-;-;523,20;1308,00;1062,40;2148,80;824,80;1062,40;-;1062,40;-;287,76;575,52;287,76;599,52;-;1726,56;287,76;-;-;-;-;623,52;-;-;-;287,76;287,76;591,52;615,52;927,28;-;-;-;-;575,52;-;615,52;2198,32;2797,84;2454,08;623,52;-;-;-;311,76;311,76;-;-;-;810,53;607,52;639,52;927,28;311,76;303,76;-;-;-;-;-;-;623,52;1263,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;311,76;623,52;303,76;303,76;-;-;-;-;303,76;-;-;316,62;-;-;-;-;-;303,76;-;303,76;-;-;-;-;-;319,76;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34491,23
"150340 Inhangapi";-;-;-;-;-;-;-;-;261,60;-;-;-;-;301,60;-;-;-;753,53;287,76;-;287,76;575,52;287,76;287,76;287,76;575,52;287,76;287,76;575,52;575,52;575,52;871,28;295,76;287,76;575,52;287,76;1758,56;583,52;287,76;1311,62;287,76;583,52;1835,27;1454,80;287,76;287,76;583,52;-;583,52;583,52;583,52;1462,80;-;8089,28;2885,60;1734,56;583,52;287,76;583,52;287,76;-;575,52;287,76;-;-;-;-;-;287,76;-;-;-;287,76;583,52;-;-;-;-;-;-;-;287,76;-;-;287,76;287,76;287,76;-;-;-;-;-;287,76;287,76;1726,56;287,76;-;4891,92;3165,36;9124,85;5755,20;4891,92;1151,04;2014,32;287,76;575,52;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;448,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73811,03
"150345 Ipixuna do Pará";-;-;-;-;-;-;-;-;-;329,66;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;607,52;-;-;287,76;287,76;-;-;287,76;287,76;1454,80;-;1814,56;-;-;-;-;-;-;-;-;575,52;-;287,76;287,76;-;-;287,76;-;-;-;-;-;-;311,76;-;-;1247,04;-;311,76;-;-;319,76;-;-;-;623,52;311,76;623,52;935,28;-;-;-;311,76;607,52;303,76;-;-;-;295,76;335,76;-;591,52;-;-;615,52;919,28;-;-;-;-;-;303,76;927,28;-;-;-;-;-;-;-;-;-;-;-;-;591,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;327,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18483,26
"150350 Irituia";-;-;-;-;-;-;-;562,50;-;-;-;-;-;261,60;523,20;-;575,52;1726,56;2877,60;1438,80;3740,88;863,28;1438,80;863,28;1151,04;327,76;1726,56;575,52;-;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;287,76;287,76;575,52;287,76;-;-;-;575,52;1151,04;575,52;-;863,28;1438,80;575,52;287,76;1151,04;287,76;863,28;2014,32;1726,56;1151,04;2877,60;863,28;4891,92;4028,64;1151,04;863,28;-;287,76;287,76;287,76;-;-;287,76;287,76;287,76;-;287,76;863,28;1151,04;575,52;287,76;-;287,76;-;-;-;575,52;-;-;-;-;-;-;287,76;-;-;1151,04;287,76;287,76;-;-;-;575,52;-;575,52;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;287,76;-;287,76;2014,32;287,76;1726,56;575,52;287,76;575,52;-;287,76;863,28;-;-;-;-;-;-;575,52;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65270,02
"150360 Itaituba";-;-;523,20;6825,60;8656,80;12456,20;15482,40;7175,20;6612,00;3139,20;523,20;523,20;1046,40;1418,48;1726,56;575,52;887,28;863,28;623,52;2046,32;3317,36;1247,04;1438,80;3221,36;887,28;287,76;911,28;591,52;1510,80;303,76;6282,96;11095,32;3477,12;3828,88;4876,36;5331,68;7885,36;3275,31;2629,84;3756,88;6189,40;6906,24;9855,84;8159,23;4144,54;1822,56;2052,27;1796,51;287,76;325,71;287,76;575,52;287,76;575,52;863,28;863,28;1758,56;287,76;863,28;303,76;1438,80;1454,80;1454,80;1782,56;3245,36;863,28;1220,99;1758,56;3681,02;2276,27;-;-;335,76;325,71;287,76;-;-;575,52;1476,75;1764,51;1204,99;2092,27;863,28;863,28;887,28;575,52;863,28;1788,51;613,47;325,71;575,52;2683,79;575,52;1151,04;-;287,76;319,76;287,76;287,76;575,52;-;1199,04;-;575,52;-;287,76;-;-;-;-;-;287,76;-;-;-;-;-;303,76;575,52;-;-;287,76;-;313,17;-;-;-;-;311,76;-;311,96;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;580,38;1486,80;575,52;-;303,76;-;-;-;-;-;-;-;-;233936,27
"150370 Itupiranga";-;-;-;-;261,60;2616,00;6540,00;5310,79;3742,74;1308,00;1046,40;261,60;261,60;261,60;1360,32;1151,04;863,28;2014,32;4199,04;3740,88;3453,12;287,76;2877,60;1726,56;575,52;287,76;-;1151,04;1151,04;-;1726,56;-;1152,04;-;287,76;575,52;287,76;1152,04;2877,60;7749,27;7482,76;7597,92;5492,83;4892,92;2877,60;1438,80;863,28;575,52;863,28;575,52;-;-;287,76;287,76;2302,08;1188,99;575,52;287,76;575,52;863,28;287,76;287,76;864,28;287,76;575,52;2302,08;1726,56;325,71;1151,04;575,52;1726,56;863,28;863,28;287,76;863,28;287,76;-;287,76;575,52;575,52;287,76;863,28;863,28;287,76;287,76;-;-;-;575,52;1151,04;287,76;-;575,52;287,76;287,76;-;-;287,76;-;-;-;575,52;863,28;287,76;575,52;-;575,52;287,76;2302,08;1726,56;1438,80;863,28;576,52;864,28;287,76;1438,80;-;-;287,76;575,52;287,76;863,28;575,52;-;287,76;287,76;287,76;287,76;-;575,52;-;287,76;575,52;-;-;-;-;-;288,76;863,28;365,71;903,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142309,28
"150375 Jacareacanga";-;-;-;-;-;-;-;-;-;523,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;335,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1146,72
"150380 Jacundá";-;-;-;2132,80;16871,40;21295,52;6310,40;5147,08;2616,00;1569,60;2108,80;1046,40;784,80;1062,40;287,76;1446,80;2318,08;3213,36;4340,40;1470,80;6370,72;8441,04;4332,40;1462,80;863,28;-;287,76;-;303,76;2062,32;3205,36;7657,76;4060,64;2909,60;2374,08;1183,04;287,76;599,52;1438,80;3804,88;575,52;7921,52;19807,92;34763,92;12845,44;4995,92;3029,60;3541,12;2406,08;3037,60;3541,12;4116,64;6906,48;11350,88;20455,44;15307,76;7474,00;2446,08;5683,44;2038,32;-;575,52;287,76;879,28;-;575,52;2014,32;4891,92;9208,32;5179,68;3740,88;1726,56;863,28;575,52;1151,04;1438,80;575,52;1476,75;3146,71;1726,56;2302,08;1438,80;-;1151,04;1151,04;2014,32;1151,04;575,52;1151,04;863,28;1438,80;1438,80;1438,80;1151,04;287,76;-;-;-;-;-;-;287,76;-;287,76;287,76;-;287,76;575,52;287,76;287,76;-;-;287,76;1470,80;12054,36;6067,16;1188,99;287,76;311,76;-;-;-;-;-;-;287,76;-;575,52;576,52;287,76;287,76;-;287,76;-;-;-;-;-;-;863,28;287,76;287,76;287,76;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;383788,09
"150390 Juruti";-;-;-;-;-;261,60;-;-;1324,00;1879,20;-;523,20;-;-;-;-;-;-;2605,84;7817,52;3477,32;2398,28;1175,04;863,28;311,76;-;-;-;-;-;287,76;1438,80;4604,16;2589,84;2302,08;863,28;575,52;-;-;-;-;287,76;863,28;1462,80;1790,56;287,76;599,52;-;-;-;-;287,76;287,76;-;599,52;-;615,52;-;-;313,19;613,47;914,14;576,52;287,76;1917,52;1726,56;1462,80;599,52;575,52;349,71;-;287,76;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53467,99
"150400 Limoeiro do Ajuru";-;-;261,60;261,60;261,60;1046,40;261,60;523,20;1864,20;523,20;-;261,60;285,60;-;-;-;-;335,76;-;1454,80;575,52;-;-;575,52;653,47;-;327,76;-;-;-;575,52;-;287,76;-;287,76;-;-;-;-;-;-;-;1188,99;575,52;575,52;575,52;575,52;-;-;388,47;-;-;-;-;-;591,52;287,76;-;-;-;287,76;-;-;-;575,52;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;17405,61
"150405 Mãe do Rio";-;-;-;-;1046,40;539,20;261,60;784,80;1428,00;285,60;571,20;880,80;1649,60;565,36;935,28;1452,64;1486,80;3013,60;4252,64;3916,88;2965,60;2086,32;575,52;575,52;-;319,76;-;-;-;-;-;430,94;-;-;287,76;287,76;-;287,76;-;-;-;287,76;623,52;599,52;1806,56;-;-;-;-;-;-;-;-;-;-;-;-;287,76;903,28;3205,36;3533,12;2398,08;1151,04;-;623,52;3621,12;3525,12;1478,80;919,28;591,52;-;-;-;-;-;-;-;-;-;-;287,76;-;287,76;-;-;575,52;-;-;-;287,76;-;-;287,76;-;287,76;-;-;1151,04;-;-;-;399,27;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;599,52;-;-;287,76;-;-;-;-;-;1215,04;303,76;-;-;287,76;287,76;575,52;1470,80;1766,56;1199,04;911,28;1199,04;1814,56;-;-;287,76;-;575,52;287,76;-;-;-;-;-;591,52;-;-;-;-;-;-;-;-;-;-;-;74243,81
"150410 Magalhães Barata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319,76
"150420 Marabá";261,60;-;261,60;989,48;7838,69;5133,63;15098,32;6950,90;6195,06;2945,99;784,80;710,68;392,18;332,32;261,60;-;-;887,28;963,58;1971,43;2613,84;2014,32;2302,08;863,28;-;1151,04;-;287,76;575,52;-;1438,80;-;-;-;-;-;-;287,76;-;599,52;575,52;2070,32;4251,13;3005,32;1175,04;802,08;327,76;327,76;-;-;-;-;931,44;1308,33;690,39;575,52;677,76;287,76;321,84;-;-;287,76;-;-;-;575,52;287,76;-;-;-;-;304,80;575,52;-;-;-;288,76;-;596,36;935,40;-;-;-;-;-;-;303,76;303,76;311,76;-;287,76;1421,78;879,28;2339,84;295,76;-;-;287,76;927,34;325,71;287,76;287,76;644,42;-;287,76;296,15;412,78;-;917,23;-;615,64;-;631,52;607,52;359,27;576,52;-;-;-;-;-;-;-;324,90;-;-;-;-;-;-;-;-;-;-;-;-;-;325,71;591,52;599,52;5044,33;319,76;671,91;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107083,16
"150430 Maracanã";-;-;-;-;-;1324,00;5018,40;4978,40;5755,20;2100,80;784,80;261,60;1569,60;784,80;784,80;1072,56;871,28;-;287,76;-;575,52;1734,56;2613,84;575,52;575,52;287,76;-;-;-;-;-;622,79;-;-;287,76;303,76;575,52;-;575,52;575,52;583,52;2645,84;575,52;1151,04;575,52;-;-;-;287,76;583,52;287,76;287,76;863,28;647,52;295,76;591,52;287,76;887,28;1454,80;287,76;863,28;-;575,52;-;-;-;295,76;303,76;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;287,76;287,76;-;-;287,76;-;-;-;-;-;307,82;-;-;303,76;-;319,76;-;287,76;-;575,52;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;871,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53334,53
"150440 Marapanim";-;-;-;-;-;-;277,60;784,80;523,20;-;261,60;-;-;-;-;-;-;-;-;55,27;-;287,76;-;863,28;579,52;-;-;-;-;-;-;575,52;863,28;287,76;1151,04;863,28;-;1324,58;4090,59;1726,56;863,28;287,76;863,28;3453,12;2661,84;1730,56;2022,32;1155,04;287,76;575,52;287,76;-;867,28;-;-;1155,04;863,28;-;437,48;-;-;-;-;-;-;-;-;311,76;303,76;-;-;-;-;-;-;-;-;-;863,28;287,76;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;879,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35568,08
"150442 Marituba";-;-;-;691,78;1875,62;2129,34;1460,58;784,80;1167,40;1308,00;-;-;-;-;549,36;287,76;1151,04;1438,80;3181,36;1848,87;1438,80;676,23;331,98;998,67;287,76;863,28;414,91;1176,47;-;1083,86;316,43;3046,86;3853,87;4091,54;1936,57;4946,10;4978,94;6160,35;5135,53;4639,44;6471,69;6760,00;4677,79;4854,15;1047,24;3910,89;637,47;990,43;1889,43;927,28;1216,47;1966,29;575,52;1742,56;863,28;1782,76;2820,77;1742,56;863,28;752,89;1151,04;911,28;-;287,76;364,37;-;879,28;927,28;461,26;-;-;335,76;287,76;-;287,76;-;676,23;676,23;287,76;1938,74;-;-;-;303,76;-;295,76;575,52;-;319,76;287,76;863,28;591,52;770,26;-;-;-;319,76;967,78;-;1086,67;-;287,76;311,76;-;959,28;499,53;287,76;-;303,76;-;-;371,82;-;-;-;-;319,76;-;-;-;1231,04;1175,04;-;655,52;1478,80;991,40;3058,14;1175,04;287,76;575,52;-;343,76;303,76;1263,04;-;-;-;-;-;698,38;313,19;303,76;-;-;-;-;-;-;-;863,28;287,76;-;-;-;-;-;-;-;-;-;324,62;-;-;145270,63
"150445 Medicilândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;-;-;-;287,76;287,76;575,52;-;287,76;303,76;-;287,76;287,76;287,76;-;311,76;-;599,52;-;287,76;287,76;-;591,52;-;-;575,52;287,76;-;-;-;311,76;-;-;287,76;653,47;887,28;2014,32;4497,20;863,28;863,28;1151,04;-;-;-;303,76;-;-;287,76;287,76;647,52;2014,32;3453,12;3453,12;1494,80;287,76;575,52;-;575,52;287,76;287,76;1175,04;3165,36;2589,84;863,28;863,28;575,52;287,76;-;-;575,52;-;287,76;287,76;287,76;1151,04;287,76;575,52;575,52;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2350,08;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;683,87;50205,82
"150450 Melgaço";-;-;-;-;-;-;-;-;293,60;-;-;-;-;-;-;-;-;-;295,76;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;287,76;-;-;-;-;-;303,76;295,76;319,76;-;-;-;-;287,76;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3882,72
"150460 Mocajuba";-;-;-;-;523,20;261,60;-;539,20;808,80;-;-;-;-;-;-;-;-;1502,80;575,52;-;-;-;-;-;-;-;-;-;-;-;388,47;-;-;295,76;-;287,76;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;388,47;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;626,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7069,38
"150470 Moju";-;-;-;-;-;5602,36;4607,60;4570,24;6504,78;1927,20;525,58;816,80;-;555,20;1308,00;1046,40;295,76;863,28;287,76;623,52;395,25;2346,97;943,28;623,52;1247,04;607,52;-;607,52;1191,04;1223,04;2859,79;1534,80;-;943,28;911,28;303,76;879,28;303,76;287,76;905,93;3713,83;591,52;911,28;1231,04;311,76;303,76;-;-;911,28;-;303,76;-;1378,69;311,76;-;-;-;-;-;311,76;-;311,76;303,76;1359,37;-;615,52;-;-;-;-;-;-;-;295,76;295,76;-;295,76;-;-;-;-;-;295,76;-;-;-;-;-;-;-;591,52;-;887,28;-;-;-;295,76;295,76;295,76;591,52;295,76;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;303,76;367,96;-;-;-;-;-;47,27;-;-;-;-;-;-;631,52;943,28;311,76;1215,04;911,28;640,95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70920,89
"150480 Monte Alegre";-;-;-;-;-;-;848,80;325,60;2731,33;2831,27;1082,40;-;-;-;-;-;-;335,96;311,96;599,52;1199,04;1215,24;3738,42;2150,52;-;-;-;-;-;-;-;-;303,76;-;387,25;-;575,52;1470,80;-;613,47;9038,63;25178,21;24237,43;21092,26;5093,08;1486,80;1019,18;325,71;-;-;-;-;-;-;-;287,76;-;287,76;2531,83;5243,88;5904,30;1606,60;2060,31;651,42;325,71;1948,31;1188,99;1215,04;1266,94;1036,50;619,74;-;325,71;714,09;-;-;-;287,76;-;575,52;887,28;-;-;-;687,72;-;-;-;-;-;-;591,52;-;683,42;357,71;907,50;1798,56;1750,56;2169,81;1228,18;1905,64;4100,64;3356,83;3770,46;2162,38;287,76;-;-;-;-;-;-;-;-;303,76;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;341,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;164193,29
"150490 Muaná";-;-;-;-;-;261,60;261,60;261,60;261,60;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;464,24;-;-;287,76;863,28;-;-;-;-;-;-;-;-;-;287,76;591,52;287,76;287,76;-;287,76;-;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;583,52;-;-;-;-;-;-;-;-;-;-;-;-;44,22;-;-;-;-;-;-;-;-;-;287,76;287,76;331,98;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7064,36
"150495 Nova Esperança do Piriá";-;-;-;-;-;-;-;-;-;595,20;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1438,80;-;-;-;-;-;-;287,76;287,76;-;-;-;575,52;287,76;879,28;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;287,76;-;-;-;6042,96;-;3453,12;1151,04;1151,04;1726,56;-;-;575,52;-;-;-;-;-;-;287,76;287,76;-;-;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21649,68
