"Município";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"210409 Formosa da Serra Negra";-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;4;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;2;1;6;-;4;1;5;13;5;11;20;20;19;7;1;-;-;-;-;142
"210410 Fortaleza dos Nogueiras";-;-;-;-;-;-;15;4;7;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;2;-;2;4;-;-;-;-;-;-;1;-;-;-;2;6;3;6;1;4;2;3;1;6;7;5;8;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;5;6;19;1;3;-;-;1;-;-;-;10;21;22;12;6;3;2;-;5;8;6;8;-;-;6;7;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;3;1;1;7;3;1;-;-;-;-;-;-;-;273
"210420 Fortuna";-;-;-;-;1;1;2;4;2;2;-;-;-;-;-;-;-;1;2;-;-;3;-;-;-;-;3;-;-;1;2;2;5;-;-;-;1;1;1;-;-;1;1;1;1;3;-;2;1;1;3;4;5;3;7;11;1;3;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;6;2;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;4;13;8;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;138
"210430 Godofredo Viana";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"210440 Gonçalves Dias";-;-;-;-;-;1;-;1;3;-;1;-;-;-;-;-;-;1;2;1;14;19;17;2;-;-;1;1;-;-;-;1;1;1;1;4;-;-;-;1;-;5;3;6;3;2;-;-;1;2;1;20;23;13;18;20;4;1;2;-;-;2;4;4;-;-;-;1;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;3;17;18;6;6;14;9;7;22;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;5;-;7;2;3;-;-;1;-;-;-;1;-;1;1;4;2;1;-;-;2;1;-;-;-;356
"210450 Governador Archer";-;-;-;-;5;4;3;4;2;-;-;-;-;-;-;-;-;-;2;4;9;7;1;1;1;-;-;-;2;-;-;1;3;2;1;-;3;-;-;-;1;2;11;3;2;-;-;-;18;-;-;-;1;1;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;2;8;2;1;1;1;2;-;-;1;-;-;-;-;5;-;-;-;-;-;-;-;-;4;7;10;2;6;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;164
"210455 Governador Edison Lobão";-;-;-;-;1;-;-;3;5;1;-;-;-;-;-;1;-;1;-;-;-;3;1;-;-;-;-;-;-;-;-;-;7;1;1;-;-;-;1;2;-;-;2;5;3;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;3;-;4;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;1;2;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;70
"210460 Governador Eugênio Barros";-;-;-;-;-;1;1;1;2;1;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;6;6;10;7;1;1;-;-;-;1;2;1;-;1;1;-;1;3;1;1;-;1;1;4;1;7;7;4;4;1;-;-;2;1;6;-;-;-;2;4;2;-;-;-;1;-;1;2;1;2;4;10;-;-;-;-;-;-;-;1;-;-;8;7;9;2;-;-;-;-;-;-;-;-;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;1;11;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;184
"210462 Governador Luiz Rocha";-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;3;2;3;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;8;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;2;6;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;54
"210465 Governador Newton Bello";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;4;1;-;1;-;1;-;-;9;16;-;4;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;54
"210467 Governador Nunes Freire";-;-;-;-;-;-;3;4;6;5;1;-;1;2;1;-;1;2;2;-;5;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;1;-;1;2;7;11;6;9;1;3;2;-;1;-;-;-;-;-;-;-;1;-;3;-;1;-;-;1;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;5;3;2;1;-;-;1;4;1;2;2;6;3;-;1;2;-;-;2;1;-;-;-;8;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;3;-;1;-;-;-;-;-;1;-;1;7;-;-;-;-;1;-;-;-;1;1;-;-;1;1;-;-;-;-;-;-;-;-;159
"210470 Graça Aranha";-;-;-;-;-;-;4;15;9;11;3;1;-;-;-;1;1;4;1;7;2;5;4;1;-;-;-;-;1;2;6;5;1;-;-;-;-;1;-;-;-;3;1;-;11;4;3;1;1;2;1;1;2;20;14;4;2;-;2;4;-;-;-;-;-;1;-;8;9;6;2;-;1;-;-;-;-;-;-;-;-;1;2;3;3;-;-;-;-;-;3;17;37;22;7;15;-;-;-;-;11;17;23;39;-;6;30;25;15;10;11;11;2;46;44;63;14;11;13;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;708
"210480 Grajaú";-;-;-;1;-;1;-;3;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;1;-;-;-;-;-;-;-;1;1;4;1;1;-;-;-;-;-;-;-;-;-;2;3;3;-;-;-;-;1;1;3;1;1;4;-;2;2;-;-;-;-;-;-;-;1;4;2;1;1;2;1;-;2;-;4;4;15;15;6;1;1;-;-;-;-;2;2;10;56;54;33;16;2;1;-;-;1;-;-;1;1;1;1;4;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;4;1;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;309
"210490 Guimarães";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;8;1;13;17;9;7;2;-;16;8;4;5;5;3;7;9;9;7;15;19;13;8;5;6;2;4;3;1;1;3;1;3;1;-;-;-;-;-;-;1;-;4;3;1;3;-;-;-;-;-;4;3;8;8;4;1;1;2;-;-;1;-;-;-;2;4;6;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;277
"210500 Humberto de Campos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"210510 Icatu";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;2;1;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"210515 Igarapé do Meio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;1;-;-;-;-;-;1;-;-;3;2;3;3;1;7;-;-;-;-;-;4;2;-;1;1;-;-;-;-;-;-;1;-;4;5;1;2;-;-;-;-;-;-;-;3;22;8;3;-;1;-;1;-;1;1;1;10;15;1;-;2;-;-;-;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;123
"210520 Igarapé Grande";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;10;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;2;3;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;29
"210530 Imperatriz";-;-;1;4;5;20;46;61;32;12;3;-;1;1;-;2;1;2;3;11;5;4;3;-;-;-;-;1;-;1;1;2;2;3;3;1;1;2;4;2;2;8;18;25;12;9;6;5;2;2;4;3;-;3;2;1;3;3;-;-;1;1;-;-;-;-;2;1;2;-;-;-;1;-;-;-;-;-;-;4;5;3;5;1;1;1;1;-;-;-;2;1;5;-;-;1;-;2;3;1;1;1;6;8;10;-;7;-;-;1;-;2;2;1;1;2;2;2;3;-;-;-;-;-;1;-;-;1;2;-;-;-;1;-;-;-;-;-;4;14;15;8;3;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;496
"210535 Itaipava do Grajaú";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;11;2;2;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;4;3;5;4;3;2;-;2;-;-;-;-;11;21;7;12;4;2;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;116
"210540 Itapecuru Mirim";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;1;-;-;-;1;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;1;1;2;7;7;4;2;3;4;2;1;3;2;1;2;4;2;3;1;3;3;4;7;5;11;8;10;11;11;11;2;6;3;7;5;13;12;7;5;6;10;17;3;6;4;13;7;4;10;3;13;2;2;1;7;7;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;333
"210542 Itinga do Maranhão";-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;1;1;-;13;2;2;-;-;1;-;-;-;-;-;-;-;-;2;-;-;2;2;3;1;1;5;1;4;4;4;23;7;8;6;8;4;2;6;4;13;11;6;8;7;5;2;6;9;10;5;9;12;27;19;18;5;8;11;2;5;9;3;10;30;32;23;9;4;5;7;6;5;8;10;10;23;36;25;14;3;5;6;2;2;7;14;35;88;35;2;1;-;-;-;1;-;3;5;13;9;6;22;4;2;1;-;3;1;3;1;1;3;2;1;-;-;-;-;-;-;-;5;1;2;2;2;1;-;-;-;-;1;1;2;7;9;1;-;-;-;-;-;-;-;-;-;-;902
"210545 Jatobá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;-;1;1;-;1;-;-;-;-;2;2;-;-;-;1;-;1;-;-;1;2;-;-;-;-;-;-;-;-;1;-;5;-;-;1;-;-;-;-;-;-;-;2;6;2;-;1;2;-;-;-;-;-;1;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;1;2;3;1;3;3;1;2;2;1;1;1;3;-;-;-;1;1;-;2;-;-;-;75
"210547 Jenipapo dos Vieiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;2;-;-;-;-;-;-;-;-;2;2;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;2;1;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;30
"210550 João Lisboa";-;-;-;-;-;-;10;6;11;3;-;-;-;1;-;-;-;-;3;12;16;10;2;3;2;-;-;-;-;-;-;3;1;2;-;2;4;2;1;2;1;7;3;6;4;4;-;1;2;-;2;-;1;4;1;-;2;-;1;-;2;-;1;1;1;5;6;6;5;3;-;2;3;1;2;2;-;2;3;7;3;2;-;2;-;1;1;-;1;3;2;4;2;-;-;1;1;-;1;-;1;-;2;13;1;2;1;-;-;1;-;-;-;-;2;1;-;1;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;1;1;3;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;252
"210560 Joselândia";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;8;3;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;4;2;1;2;-;-;-;2;3;-;1;1;1;-;-;1;3;2;5;5;1;-;-;-;1;-;1;-;-;1;1;2;1;-;-;1;-;-;2;2;5;2;-;-;2;2;2;-;2;7;6;4;2;-;1;1;1;-;-;-;-;-;-;1;7;28;27;29;8;4;1;2;-;2;5;1;2;2;1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;11;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;238
"210565 Junco do Maranhão";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;1;-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"210570 Lago da Pedra";-;-;-;-;-;-;3;5;7;6;-;-;-;-;-;-;-;4;4;1;-;3;6;1;1;-;1;-;-;-;-;1;-;5;8;5;2;-;-;-;-;-;-;-;6;4;5;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;-;3;-;1;-;2;-;-;-;-;1;1;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;5;4;-;-;1;1;-;-;-;1;-;-;2;1;3;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;2;3;2;1;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;137
"210580 Lago do Junco";-;-;-;-;-;-;-;5;2;10;-;5;-;-;-;-;-;-;1;6;15;9;3;4;2;-;-;-;-;-;-;2;-;4;7;6;5;4;2;-;2;-;6;-;-;9;-;3;7;5;-;5;-;2;-;4;-;9;-;1;9;-;8;-;-;2;4;2;8;6;7;4;4;2;6;3;-;4;2;4;4;2;2;2;3;4;2;2;2;4;2;2;2;4;2;4;2;2;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;279
"210594 Lago dos Rodrigues";-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6;1;3;7;6;24;14;7;8;7;16;12;2;6;-;-;1;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;138
"210590 Lago Verde";-;-;-;-;-;-;2;3;-;13;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;2;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9;6;2;3;2;3;5;-;-;-;-;1;3;1;-;2;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81
"210592 Lagoa do Mato";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"210596 Lagoa Grande do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;1;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;45
"210598 Lajeado Novo";-;-;1;-;-;1;-;2;-;-;1;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;1;-;1;-;-;1;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"210600 Lima Campos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2;2;-;2;2;1;-;-;-;-;-;-;3;2;1;4;2;-;1;-;-;-;4;-;4;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47
"210610 Loreto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;3;5;2;1;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;3;1;1;7;3;4;-;-;-;2;-;-;-;-;1;5;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;18;19;8;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104
"210620 Luís Domingues";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
