 Morbidade Hospitalar do SUS - por local de residência - Mato Grosso
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Dengue [dengue clásssico]
Período:Jan/2008-Fev/2021
"Município";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"510515 Juína";-;-;-;-;547,20;1126,40;864,80;2228,80;3101,60;-;-;-;-;-;-;927,28;1183,04;1167,04;4700,16;4856,87;615,52;287,76;303,76;-;1742,56;1438,80;4404,40;11878,16;6610,72;5211,68;1742,56;287,76;575,52;-;-;-;-;287,76;863,28;1151,04;863,28;1151,04;-;575,52;287,76;-;287,76;-;303,76;1183,04;287,76;1183,04;2981,60;1446,80;2078,32;-;287,76;1247,04;-;-;-;623,52;599,52;591,52;1203,26;623,52;303,76;287,76;-;-;-;-;-;287,76;-;287,76;-;-;575,52;-;-;295,76;-;-;-;591,52;295,76;575,52;-;583,52;591,52;-;-;-;-;-;-;-;583,52;2613,84;583,52;887,28;583,52;-;-;-;295,76;-;591,52;1446,80;575,52;575,52;295,76;287,76;-;879,28;-;295,76;295,76;287,76;287,76;-;-;-;927,28;-;-;295,76;-;319,76;-;-;-;-;-;-;303,76;303,76;295,76;-;-;-;-;-;-;287,76;-;1215,04;327,76;287,76;-;629,47;303,76;-;-;-;-;295,76;-;631,91;911,28;99289,67
"510517 Juruena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;871,28;-;-;-;-;-;287,76;-;1199,04;1470,80;1510,80;1175,04;2637,84;4700,16;575,52;1151,04;2014,32;-;-;-;-;-;-;863,28;-;-;-;-;-;-;-;-;-;287,76;295,76;-;575,52;1151,04;287,76;-;-;-;-;-;-;-;-;-;287,76;287,76;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;2326,08;895,28;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;287,76;-;-;-;-;-;-;26889,92
"510520 Juscimeira";-;-;-;-;-;-;824,80;261,60;261,60;-;-;-;-;-;-;-;287,76;287,76;599,52;1578,86;3956,88;3021,60;2062,32;3051,55;1806,56;2062,32;3666,23;18894,22;2130,38;1838,56;1462,80;287,76;-;575,52;575,52;311,76;-;863,28;287,76;1191,04;887,28;287,76;-;-;-;-;-;-;863,28;287,76;-;607,52;863,28;2094,32;3237,36;1790,56;1774,56;615,52;1167,04;-;-;623,52;575,52;2605,84;863,28;1774,56;2062,32;956,22;287,76;303,76;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;287,76;303,76;-;591,52;-;287,76;-;607,52;-;-;-;-;-;-;-;287,76;-;1289,67;4500,40;1774,56;2677,84;4180,64;3804,88;1774,56;1462,80;615,52;-;-;-;940,54;-;-;-;-;-;311,76;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;943,28;2164,12;1934,55;623,52;-;-;-;-;-;-;-;319,76;303,76;109832,26
"510523 Lambari D'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1175,04
"510525 Lucas do Rio Verde";-;-;-;531,20;1316,00;2925,60;2116,80;792,80;1340,00;-;-;-;-;-;-;325,71;1215,04;4675,36;2500,97;5259,87;2401,85;615,52;-;-;887,28;4467,30;6777,89;6820,11;6873,28;1680,65;2186,87;1438,80;-;-;303,76;607,52;-;-;-;287,76;-;-;-;303,76;-;287,76;-;287,76;-;287,76;-;287,76;631,52;895,28;863,28;-;9924,68;-;311,76;-;311,76;879,28;607,52;1494,80;911,28;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;349,71;287,76;-;863,28;607,52;287,76;583,52;287,76;613,47;1302,59;1220,99;287,76;-;-;-;575,52;-;1188,99;653,47;303,76;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;965,23;2239,49;858,89;287,76;287,76;-;-;-;1704,27;2165,23;1690,49;1206,13;518,12;2599,71;287,76;737,33;499,83;-;-;-;-;-;-;102671,28
"510530 Luciara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,76;-;-;-;-;-;-;-;-;-;-;-;311,76;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1558,80
"510558 Marcelândia";-;-;-;1574,36;6366,43;2242,42;1812,05;533,02;1093,00;-;-;-;305,82;-;-;287,76;-;-;575,52;-;88,44;287,76;-;-;911,28;879,28;2318,08;7528,55;7897,52;4140,64;1726,56;2877,60;863,28;1726,56;287,76;-;-;1151,04;1151,04;887,28;863,28;1151,04;1151,04;-;-;-;287,76;-;287,76;-;-;-;575,52;587,52;879,28;903,28;1454,80;1151,04;-;-;287,76;287,76;895,28;2046,32;2047,85;615,52;863,28;863,28;287,76;287,76;-;-;287,76;575,52;-;299,76;287,76;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;287,76;-;-;-;311,76;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;837,04;-;295,76;311,76;-;-;-;-;-;-;-;-;72805,14
"510560 Matupá";-;-;-;-;523,20;261,60;261,60;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;575,52;287,76;1151,04;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;287,76;-;1726,56;-;-;-;-;295,76;319,76;311,96;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;2156,27;287,76;887,28;-;-;287,76;-;-;-;-;-;287,76;-;12810,95
"510562 Mirassol d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;591,52;-;-;-;-;448,24;599,52;3621,12;2086,32;4092,64;4124,64;2054,32;599,52;-;-;-;-;287,76;287,76;575,52;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;1750,56;2893,60;1510,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;303,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;569,99;-;-;-;295,76;-;-;-;-;-;-;-;-;-;27860,39
"510590 Nobres";-;-;-;261,60;261,60;-;261,60;-;-;-;-;-;-;-;-;-;-;399,27;1316,15;2669,84;335,76;887,28;1206,51;-;-;3689,18;5339,68;2334,08;2856,67;3868,88;303,76;1223,04;-;287,76;-;-;311,76;-;575,52;311,76;-;-;-;-;-;-;-;-;-;-;295,76;303,76;1478,80;3285,36;1790,56;887,28;287,76;-;-;303,76;287,76;591,52;-;599,52;1175,04;1167,04;1454,80;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;887,28;287,76;-;-;-;-;-;-;1223,04;287,76;287,76;-;287,76;-;-;-;-;-;-;-;-;-;46735,06
"510600 Nortelândia";-;-;-;-;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;7536,09;7689,37;575,52;-;3013,60;5943,49;-;287,76;303,76;647,52;1215,04;914,14;1438,80;1454,80;-;-;-;-;-;575,52;591,52;575,52;-;-;-;311,76;-;-;-;-;-;-;-;327,76;575,52;1167,04;311,76;1462,80;879,28;287,76;287,76;-;311,76;287,76;-;887,28;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;343,76;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;246,48;-;-;-;-;-;-;295,76;-;-;44,22;327,76;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;43450,59
"510610 Nossa Senhora do Livramento";-;-;-;328,31;575,51;-;261,60;-;-;-;-;-;-;-;-;-;-;1167,38;4417,11;940,02;3411,91;820,36;-;-;709,35;2401,22;11712,48;5825,10;1251,72;2877,60;3165,36;-;287,76;287,76;-;311,76;-;575,52;4092,64;1151,04;575,52;287,76;863,28;-;-;-;-;-;-;-;599,52;287,76;1798,56;2084,27;2492,15;-;-;-;-;-;287,76;303,76;-;303,76;599,52;1167,04;599,52;-;-;-;-;-;-;-;-;-;891,28;287,76;-;-;-;-;-;-;-;-;-;-;-;383,70;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;919,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;393,30;364,50;-;-;419,64;-;-;-;-;-;287,76;-;-;-;63368,43
"510615 Nova Bandeirantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;388,47;-;-;-;-;-;-;-;-;1102,65;-;-;-;-;-;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;109,22;79,27;-;-;-;-;365,71;-;-;-;-;-;-;-;-;-;-;-;401,20;-;-;-;-;295,76;-;-;-;-;-;44,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;325,71;-;287,76;-;-;-;-;-;-;-;-;4047,44
"510620 Nova Brasilândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;388,47;-;-;-;-;-;-;6618,48;22769,36;15615,78;4028,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49708,49
"510621 Nova Canaã do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;683,78;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;287,76;-;287,76;368,00;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;607,70;-;-;-;-;-;-;-;-;328,88;-;-;-;-;-;-;-;542,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;489,64;-;-;-;-;-;-;2676,72;1835,63;9859,01
"510880 Nova Guarita";-;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;712,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;307,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;3032,44
"510618 Nova Lacerda";-;-;-;-;-;-;-;-;-;-;-;-;277,60;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;307,82;-;591,52;-;-;-;-;287,76;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2615,74
"510885 Nova Marilândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;607,52;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1183,04
"510890 Nova Maringá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;679,64;-;-;-;287,76;-;-;595,15;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;583,52;-;852,78;-;-;-;-;-;-;-;-;-;-;3894,13
"510895 Nova Monte Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;-;-;-;-;-;341,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336,16;-;-;-;-;-;-;514,01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;446,07;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;3076,74
"510622 Nova Mutum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;575,52;3829,73;10173,55;7923,10;8432,70;1183,04;287,76;-;-;287,76;1151,04;863,28;575,52;863,28;1204,99;575,52;-;-;-;-;-;287,76;287,76;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;1283,30;-;-;941,23;1790,76;1245,19;903,48;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;303,76;575,52;-;-;-;-;-;-;287,76;-;-;-;-;287,76;925,23;287,76;863,28;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;349,91;708,22;-;-;-;-;-;575,52;1231,20;287,76;1522,98;3903,70;363,53;412,70;349,71;325,71;-;-;287,76;287,76;311,76;61161,88
"510617 Nova Nazaré";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;583,91;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2310,47
"510623 Nova Olímpia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;871,28;1462,80;1734,56;-;287,76;-;-;1462,80;1454,80;591,52;895,28;-;863,28;591,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;895,28;1478,80;287,76;287,76;-;-;303,76;-;311,76;575,52;591,52;1486,80;2685,84;-;591,52;-;-;-;-;287,76;-;388,47;-;-;303,76;-;295,76;-;591,52;-;-;-;-;-;-;-;911,28;303,76;599,52;303,76;-;-;-;-;303,76;-;911,28;303,76;615,52;-;599,52;-;-;359,93;311,76;-;-;-;303,76;303,76;287,76;-;-;-;-;-;-;-;-;-;615,52;1534,80;-;303,76;303,76;-;-;-;-;-;607,52;607,52;911,28;3236,05;3972,88;1239,04;303,76;-;311,76;319,76;-;-;-;607,52;-;599,52;-;-;303,76;-;-;-;-;-;-;-;-;44639,81
"510619 Nova Santa Helena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;591,52;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319,76;-;-;-;319,76;-;287,76;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1762,28;-;-;-;-;-;-;-;-;-;4192,36
"510624 Nova Ubiratã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;895,28;829,82;-;303,76;-;-;-;-;-;675,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;325,71;-;-;671,46;-;335,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;325,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;401,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;699,62;-;575,52;-;-;-;-;-;-;-;-;6039,66
"510625 Nova Xavantina";-;-;-;523,20;-;523,20;523,20;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;327,76;599,52;2614,04;287,76;-;287,76;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;-;-;-;575,52;575,52;-;575,52;863,28;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;287,76;-;-;-;-;-;575,52;575,52;-;-;-;-;-;-;575,52;1438,80;2302,08;287,76;-;-;-;-;-;-;-;-;-;575,52;-;-;311,96;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;303,76;287,76;287,76;287,76;1438,80;287,76;287,76;-;-;287,76;-;-;-;613,47;863,28;-;287,76;-;287,76;-;-;-;-;-;-;-;22742,43
"510627 Novo Horizonte do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;575,52;863,28;615,64;287,76;287,76;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;287,76;575,52;287,76;-;-;-;-;-;287,76;287,76;-;863,28;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;325,71;575,52;-;575,52;287,76;-;-;-;-;-;-;-;9590,15
"510626 Novo Mundo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;357,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;1216,04;2709,84;373,71;327,76;-;-;-;-;-;-;-;-;-;6455,86
"510631 Novo Santo Antônio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;335,76;303,76;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1255,04
"510628 Novo São Joaquim";-;-;-;-;269,60;261,60;547,20;-;-;-;-;-;-;-;-;-;-;287,76;1454,80;3165,36;863,28;575,52;575,52;3453,12;4698,31;7947,37;6099,16;-;-;-;-;-;-;-;-;-;-;-;-;287,76;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;1159,04;287,76;-;-;303,76;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;575,52;-;-;-;-;287,76;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;295,76;-;-;287,76;1742,56;287,76;-;-;-;287,76;-;-;303,76;-;-;-;-;38359,88
"510629 Paranaíta";-;-;-;-;-;-;285,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;575,52;287,76;1790,56;2893,60;887,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;287,76;575,52;287,76;-;-;-;-;2014,32;2877,60;7825,52;6082,96;2893,60;1446,80;1159,04;2022,32;1220,99;287,76;2412,03;287,76;863,28;2022,32;1734,56;287,76;575,52;-;1734,56;863,28;1209,38;575,52;-;-;295,76;1462,80;287,76;1742,56;287,76;1167,04;2597,84;1167,04;-;-;-;-;-;-;871,28;-;287,76;-;287,76;287,76;-;-;-;-;-;-;-;287,76;-;-;-;-;287,76;-;1159,04;-;-;591,52;-;591,52;863,28;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;-;-;-;-;-;287,76;287,76;303,76;-;287,76;-;452,86;-;-;744,90;-;368,00;-;-;-;-;-;-;67251,60
