DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2019
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"314587 Orizânia";-;-;-;-;-;2;1;-;-;-;-;-;-;3
"314590 Ouro Branco";-;4;2;10;31;30;13;3;2;-;-;2;-;97
"314600 Ouro Fino";-;-;-;5;3;-;-;-;-;-;-;-;-;8
"314610 Ouro Preto";-;1;1;4;20;32;11;2;3;1;1;2;1;79
"314620 Ouro Verde de Minas";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"314625 Padre Carvalho";-;2;7;39;147;74;28;-;-;-;-;-;10;307
"314630 Padre Paraíso";-;-;-;-;-;9;10;-;-;-;-;-;-;19
"314655 Pai Pedro";-;-;-;-;10;19;12;2;-;-;-;-;-;43
"314640 Paineiras";-;-;1;10;21;6;7;-;-;-;-;1;-;46
"314650 Pains";-;3;16;27;20;10;5;2;-;-;-;-;-;83
"314690 Papagaios";-;1;25;152;62;103;48;5;4;2;-;-;3;405
"314710 Pará de Minas";-;2;9;63;916;1308;102;14;2;-;-;4;8;2428
"314700 Paracatu";-;469;354;704;679;616;207;67;23;9;6;13;21;3168
"314720 Paraguaçu";-;-;-;-;-;4;2;-;-;-;-;-;-;6
"314740 Paraopeba";-;1;4;4;38;38;3;1;-;-;-;1;-;90
"314760 Passa Quatro";-;-;1;-;1;-;-;-;-;-;-;-;1;3
"314770 Passa Tempo";-;-;-;1;-;2;1;-;-;-;-;-;-;4
"314790 Passos";-;463;493;486;463;448;181;50;41;35;22;28;43;2753
"314795 Patis";-;5;78;9;-;-;-;-;-;-;-;1;-;93
"314800 Patos de Minas";-;14;153;442;1227;2242;343;45;12;17;6;30;32;4563
"314810 Patrocínio";-;12;60;214;1196;596;45;3;2;1;2;2;-;2133
"314820 Patrocínio do Muriaé";-;1;16;5;-;-;-;-;-;-;-;-;-;22
"314840 Paulistas";-;-;-;1;6;10;3;-;-;-;-;-;-;20
"314860 Peçanha";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"314870 Pedra Azul";-;-;-;-;2;-;-;1;-;-;-;-;-;3
"314875 Pedra Bonita";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"314880 Pedra do Anta";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"314890 Pedra do Indaiá";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"314915 Pedras de Maria da Cruz";-;-;5;6;42;41;3;-;-;-;-;-;-;97
"314920 Pedrinópolis";-;-;-;2;6;4;-;-;-;-;-;-;1;13
"314930 Pedro Leopoldo";-;-;-;14;24;6;4;1;-;-;-;1;-;50
"314950 Pequeri";-;-;-;-;2;18;25;1;-;-;-;-;-;46
"314960 Pequi";-;6;36;71;131;60;8;2;-;-;-;-;-;314
"314970 Perdigão";-;5;2;8;38;158;87;22;-;-;-;1;2;323
"314980 Perdizes";-;-;4;12;18;26;7;3;1;1;-;1;-;73
"314990 Perdões";-;-;4;71;139;186;27;3;-;-;1;-;1;432
"314995 Periquito";-;-;-;-;-;-;1;-;-;-;-;1;9;11
"315000 Pescador";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"315010 Piau";-;-;-;-;2;3;-;-;1;-;-;-;-;6
"315015 Piedade de Caratinga";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"315020 Piedade de Ponte Nova";-;1;1;1;11;17;1;2;-;-;-;-;-;34
"315040 Piedade dos Gerais";-;-;-;1;2;2;-;-;-;-;-;-;-;5
"315050 Pimenta";-;4;12;1;7;-;-;-;-;2;-;1;-;27
"315053 Pingo-d'Água";-;-;-;-;-;1;-;2;-;-;1;1;6;11
"315057 Pintópolis";-;2;14;54;21;-;-;-;-;-;-;-;-;91
"315060 Piracema";-;1;-;-;26;29;10;-;-;-;-;-;1;67
"315070 Pirajuba";-;7;72;23;19;42;27;3;2;2;-;2;4;203
"315080 Piranga";-;-;-;-;2;1;-;-;-;-;-;1;-;4
"315100 Piranguinho";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"315110 Pirapetinga";-;-;-;1;1;-;-;-;2;-;-;-;-;4
"315120 Pirapora";-;33;158;106;27;89;6;1;-;-;1;-;3;424
"315130 Piraúba";-;12;41;127;164;69;-;-;-;-;1;1;1;416
"315140 Pitangui";-;-;2;1;3;1;2;-;-;-;-;-;-;9
"315150 Piumhi";-;1;2;16;51;168;61;16;4;3;2;1;1;326
"315160 Planura";-;3;24;125;140;138;57;17;-;2;1;-;2;509
"315170 Poço Fundo";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"315180 Poços de Caldas";-;1;10;9;8;3;-;2;2;-;1;1;-;37
"315190 Pocrane";-;4;5;33;52;62;6;1;-;-;-;-;-;163
"315200 Pompéu";-;5;2;35;5;1;-;-;-;-;-;-;1;49
"315210 Ponte Nova";-;-;-;6;31;117;29;5;-;1;-;-;-;189
"315213 Ponto Chique";-;7;12;15;6;9;2;-;-;11;2;3;15;82
"315220 Porteirinha";-;31;17;12;17;80;37;16;4;2;4;1;6;227
"315230 Porto Firme";-;-;-;-;1;3;-;-;-;-;-;-;-;4
"315240 Poté";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"315250 Pouso Alegre";-;1;7;3;5;7;1;-;-;-;2;-;1;27
"315260 Pouso Alto";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"315270 Prados";-;-;-;-;2;2;-;-;1;-;-;-;-;5
"315280 Prata";-;255;414;274;216;116;16;7;2;3;-;1;33;1337
"315290 Pratápolis";-;-;1;7;8;40;9;8;-;-;-;1;-;74
"315300 Pratinha";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"315310 Presidente Bernardes";-;-;-;-;1;1;-;-;-;-;-;-;2;4
"315320 Presidente Juscelino";-;-;1;7;16;25;4;-;-;-;-;-;-;53
"315340 Presidente Olegário";-;-;3;86;5;3;1;-;-;-;-;-;-;98
"315360 Prudente de Morais";-;-;-;-;1;1;-;1;-;-;-;-;-;3
"315370 Quartel Geral";-;-;-;2;3;10;-;1;-;-;-;-;-;16
"315390 Raposos";-;-;-;-;2;-;1;-;-;-;-;-;-;3
"315400 Raul Soares";-;1;1;2;1;9;2;2;-;-;-;-;-;18
"315415 Reduto";-;-;-;-;2;9;1;-;-;-;-;-;-;12
"315420 Resende Costa";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"315430 Resplendor";-;1;1;1;5;12;10;5;2;2;2;-;1;42
"315445 Riachinho";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"315450 Riacho dos Machados";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"315460 Ribeirão das Neves";-;78;306;454;944;898;222;39;-;4;-;4;3;2952
"315470 Ribeirão Vermelho";-;-;1;1;1;-;-;-;-;-;-;-;-;3
"315480 Rio Acima";-;1;-;4;20;17;6;-;-;-;-;-;-;48
"315490 Rio Casca";-;1;-;2;4;22;10;7;-;-;1;16;17;80
"315510 Rio do Prado";-;-;-;-;-;-;-;-;-;1;2;20;11;34
"315500 Rio Doce";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"315520 Rio Espera";-;1;18;20;3;-;-;-;-;-;-;-;-;42
"315530 Rio Manso";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"315540 Rio Novo";-;-;1;11;3;12;3;1;-;-;-;-;-;31
"315550 Rio Paranaíba";-;3;3;5;10;36;3;-;-;-;-;-;-;60
"315560 Rio Pardo de Minas";-;-;1;-;-;5;10;1;-;1;-;-;-;18
"315570 Rio Piracicaba";-;-;-;2;8;2;4;-;1;-;-;-;-;17
"315580 Rio Pomba";-;122;74;43;40;58;15;3;2;3;-;-;5;365
"315590 Rio Preto";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"315600 Rio Vermelho";-;1;-;10;66;25;3;-;-;-;-;-;-;105
"315610 Ritápolis";-;-;-;-;2;3;1;-;-;-;-;-;-;6
"315620 Rochedo de Minas";-;-;-;3;3;7;2;-;-;-;-;-;-;15
"315630 Rodeiro";-;-;-;-;22;29;5;-;-;-;8;13;12;89
"315640 Romaria";-;-;36;62;20;2;-;-;1;-;-;-;-;121
"315650 Rubelita";-;-;5;5;4;7;1;-;-;-;-;-;-;22
"315660 Rubim";-;-;-;-;-;2;-;-;-;-;3;-;-;5
"315670 Sabará";-;2;17;19;34;42;14;1;-;-;1;-;-;130
"315680 Sabinópolis";-;-;-;1;1;8;2;-;-;-;-;-;-;12
"315690 Sacramento";-;12;44;39;66;103;26;4;2;1;2;-;-;299
"315700 Salinas";-;1;5;24;9;5;4;-;1;1;-;-;1;51
"315725 Santa Bárbara do Leste";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"315727 Santa Bárbara do Monte Verde";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"315733 Santa Cruz de Minas";-;-;-;1;7;16;6;2;-;-;-;-;-;32
"315737 Santa Cruz de Salinas";-;-;-;3;6;8;1;-;-;-;-;-;-;18
"315740 Santa Cruz do Escalvado";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315750 Santa Efigênia de Minas";-;-;-;-;1;3;2;-;-;-;-;-;-;6
"315760 Santa Fé de Minas";-;1;15;10;10;5;-;-;-;-;-;-;-;41
"315765 Santa Helena de Minas";-;-;-;-;-;1;-;-;3;-;-;-;-;4
"315770 Santa Juliana";-;5;7;42;61;35;16;5;1;1;2;1;3;179
"315780 Santa Luzia";-;2;5;76;219;179;43;4;2;-;2;1;1;534
"315790 Santa Margarida";-;-;1;-;-;2;1;-;-;-;-;-;-;4
"315800 Santa Maria de Itabira";-;-;-;-;-;5;1;-;-;-;-;-;-;6
"315820 Santa Maria do Suaçuí";-;-;-;9;24;26;5;-;2;-;-;-;-;66
"315935 Santa Rita de Minas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"315950 Santa Rita do Itueto";-;1;1;-;-;1;1;-;-;-;-;-;-;4
"315960 Santa Rita do Sapucaí";-;-;2;7;10;13;1;-;-;-;-;-;-;33
"315970 Santa Rosa da Serra";-;-;-;1;-;-;3;-;-;-;-;-;-;4
"315980 Santa Vitória";-;2;3;24;20;6;7;4;1;3;-;2;1;73
"315830 Santana da Vargem";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"315840 Santana de Cataguases";-;-;-;-;-;4;1;-;-;-;-;-;-;5
"315850 Santana de Pirapama";-;1;2;4;26;45;2;1;-;1;1;1;-;84
"315860 Santana do Deserto";-;-;-;2;3;-;1;-;-;-;-;-;-;6
"315880 Santana do Jacaré";-;-;-;2;1;-;-;-;-;-;-;-;-;3
"315890 Santana do Manhuaçu";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"315895 Santana do Paraíso";-;6;2;10;8;20;12;7;3;1;4;2;8;83
"315900 Santana do Riacho";-;-;-;3;12;-;1;-;-;-;-;-;-;16
"315990 Santo Antônio do Amparo";-;-;5;7;37;18;2;-;-;-;-;-;-;69
"316000 Santo Antônio do Aventureiro";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316010 Santo Antônio do Grama";-;-;-;-;4;13;7;2;-;-;-;-;-;26
"316020 Santo Antônio do Itambé";-;-;-;-;3;2;-;-;-;-;-;-;-;5
"316030 Santo Antônio do Jacinto";-;-;-;-;-;2;7;6;-;-;-;-;-;15
"316040 Santo Antônio do Monte";-;1;2;5;23;54;20;1;-;-;-;-;-;106
"316045 Santo Antônio do Retiro";-;-;-;3;19;8;5;5;-;-;-;-;-;40
"316060 Santo Hipólito";-;-;3;18;22;3;-;-;-;-;-;-;-;46
"316070 Santos Dumont";-;-;-;3;3;18;8;-;-;-;1;-;-;33
"316090 São Brás do Suaçuí";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"316095 São Domingos das Dores";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"316100 São Domingos do Prata";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"316110 São Francisco";-;84;203;196;243;142;8;1;2;1;-;-;1;881
"316120 São Francisco de Paula";-;1;-;-;1;1;-;-;-;-;-;1;-;4
"316130 São Francisco de Sales";-;-;1;1;1;3;-;-;-;-;1;-;-;7
"316165 São Geraldo do Baixio";-;-;-;-;-;1;2;3;2;5;3;8;1;25
"316170 São Gonçalo do Abaeté";-;-;1;5;3;3;-;-;-;-;-;-;-;12
"316180 São Gonçalo do Pará";-;5;21;49;135;163;16;5;2;-;-;-;1;397
"316190 São Gonçalo do Rio Abaixo";-;1;-;3;21;23;11;2;1;1;1;2;-;66
"312550 São Gonçalo do Rio Preto";-;-;-;-;-;8;-;-;-;-;-;-;-;8
"316200 São Gonçalo do Sapucaí";-;-;-;-;1;7;-;-;-;-;-;-;-;8
"316210 São Gotardo";-;4;12;60;114;236;157;7;4;2;-;2;2;600
"316220 São João Batista do Glória";-;1;4;15;37;7;-;-;-;-;-;-;-;64
"316225 São João da Lagoa";-;-;-;1;19;12;-;-;1;-;-;-;-;33
"316240 São João da Ponte";-;6;7;5;26;155;19;3;1;-;-;1;-;223
"316245 São João das Missões";-;-;-;18;38;45;11;2;6;3;-;-;-;123
"316250 São João del Rei";-;-;8;28;112;265;60;12;-;2;6;2;2;497
"316255 São João do Manhuaçu";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"316257 São João do Manteninha";-;-;-;4;10;19;20;11;2;-;-;-;-;66
"316260 São João do Oriente";-;1;-;1;-;1;1;1;-;-;-;-;-;5
"316265 São João do Pacuí";-;-;3;2;3;7;5;-;-;-;-;-;-;20
"316270 São João do Paraíso";-;-;-;-;1;-;1;1;1;-;-;-;-;4
"316280 São João Evangelista";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316290 São João Nepomuceno";-;3;23;332;346;204;38;7;1;-;1;-;1;956
"316292 São Joaquim de Bicas";-;2;1;20;16;5;1;-;-;-;-;-;-;45
"316294 São José da Barra";-;-;-;9;4;-;-;-;-;-;-;-;-;13
"316295 São José da Lapa";-;-;-;4;52;54;11;2;-;1;-;1;-;125
"316300 São José da Safira";-;1;-;-;1;-;-;-;-;-;-;-;1;3
"316310 São José da Varginha";-;-;4;3;10;26;5;1;-;-;2;11;8;70
"316330 São José do Divino";-;-;2;-;4;-;1;-;-;-;-;-;-;7
"316340 São José do Goiabal";-;-;1;22;36;31;3;3;-;-;-;-;1;97
"316350 São José do Jacuri";-;-;-;-;2;5;10;15;-;-;-;-;-;32
"316370 São Lourenço";-;-;-;-;-;2;1;1;-;-;-;-;-;4
"316380 São Miguel do Anta";-;-;-;-;2;2;-;-;-;-;-;-;-;4
"316390 São Pedro da União";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316410 São Pedro do Suaçuí";-;-;-;13;12;-;-;-;-;-;-;-;-;25
"316400 São Pedro dos Ferros";-;-;-;-;7;12;7;3;-;4;2;31;32;98
"316420 São Romão";-;19;3;1;-;1;-;-;-;-;-;-;1;25
"316430 São Roque de Minas";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"316450 São Sebastião do Maranhão";-;-;-;1;3;3;-;-;-;-;-;-;-;7
"316460 São Sebastião do Oeste";-;-;1;1;-;1;-;-;-;-;-;-;-;3
"316470 São Sebastião do Paraíso";-;596;560;274;146;68;18;7;2;1;-;-;31;1703
"316520 São Thomé das Letras";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316500 São Tiago";-;-;-;-;2;1;-;-;-;-;-;-;-;3
"316510 São Tomás de Aquino";-;3;32;81;35;11;2;-;-;-;-;-;-;164
"316530 São Vicente de Minas";-;-;-;-;1;-;2;-;-;-;-;-;-;3
"316540 Sapucaí-Mirim";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"316553 Sarzedo";-;15;47;58;9;3;-;-;-;-;-;-;-;132
"316560 Senador Cortes";-;-;-;-;13;22;7;-;-;-;-;-;-;42
"316570 Senador Firmino";-;3;3;3;1;10;1;-;-;2;3;1;1;28
"316580 Senador José Bento";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"316610 Senhora do Porto";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"316620 Senhora dos Remédios";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"316630 Sericita";-;-;-;-;2;3;4;-;-;-;-;-;-;9
"316650 Serra Azul de Minas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316680 Serra do Salitre";-;1;2;8;27;46;5;-;-;-;-;-;1;90
"316670 Serra dos Aimorés";-;-;-;-;-;2;4;-;-;-;-;-;-;6
"316690 Serrania";-;1;-;-;-;-;-;-;-;1;-;-;-;2
"316695 Serranópolis de Minas";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"316710 Serro";-;-;-;1;2;5;-;-;-;1;-;-;-;9
"316720 Sete Lagoas";-;3;5;191;2328;2338;298;3;2;2;2;3;1;5176
"316555 Setubinha";-;-;-;-;1;13;3;-;-;-;-;-;-;17
"316730 Silveirânia";-;-;1;-;1;1;1;-;-;-;-;-;-;4
"316760 Simonésia";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"316770 Sobrália";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"316780 Soledade de Minas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316790 Tabuleiro";-;-;2;59;38;10;3;-;-;-;-;-;-;112
"316800 Taiobeiras";-;7;6;11;40;54;34;3;-;-;-;1;-;156
"316805 Taparuba";-;-;-;3;17;45;48;1;2;2;3;-;1;122
"316820 Tapiraí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316830 Taquaraçu de Minas";-;-;-;-;10;15;1;-;-;-;-;-;-;26
"316840 Tarumirim";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"316850 Teixeiras";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"316860 Teófilo Otoni";-;-;-;2;3;13;13;6;1;1;2;1;-;42
"316870 Timóteo";-;25;24;15;20;44;38;13;7;6;5;6;14;217
"316880 Tiradentes";-;-;2;19;99;56;4;-;-;-;-;-;-;180
"316890 Tiros";-;-;3;-;4;5;8;2;-;-;-;-;-;22
"316900 Tocantins";-;-;1;1;3;2;-;-;-;-;-;-;-;7
"316910 Toledo";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316920 Tombos";-;1;-;1;2;9;5;-;-;-;-;-;-;18
"316930 Três Corações";-;2;1;-;12;49;15;1;-;-;1;-;-;81
"316935 Três Marias";-;75;56;41;9;9;1;1;-;-;-;-;12;204
"316940 Três Pontas";-;15;80;262;622;492;59;6;1;1;2;2;2;1544
"316950 Tumiritinga";-;-;-;-;-;3;8;3;-;-;9;14;20;57
"316960 Tupaciguara";-;1;5;10;-;-;-;-;-;-;-;-;1;17
"316970 Turmalina";-;3;7;9;26;35;32;7;-;-;-;-;1;120
"316980 Turvolândia";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316990 Ubá";-;21;26;19;81;120;76;23;13;14;16;6;18;433
"317000 Ubaí";-;100;108;225;103;41;11;-;-;-;-;-;24;612
"317005 Ubaporanga";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"317010 Uberaba";-;95;195;166;107;95;53;16;2;1;3;5;10;748
"317020 Uberlândia";-;1070;2498;5937;5660;1179;387;28;2;3;5;3;79;16851
"317030 Umburatiba";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"317040 Unaí";-;12;4;4;2;3;1;1;-;-;-;1;1;29
"317043 União de Minas";-;-;-;-;1;9;7;2;-;-;-;1;1;21
"317047 Uruana de Minas";-;1;1;6;-;-;-;-;-;-;-;-;-;8
"317050 Urucânia";-;-;-;-;1;4;-;-;-;-;-;-;-;5
"317052 Urucuia";-;72;44;30;82;90;35;13;2;-;-;1;-;369
"317057 Vargem Alegre";-;-;-;-;-;1;6;2;-;-;-;-;-;9
"317060 Vargem Bonita";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"317070 Varginha";-;-;4;3;14;29;10;2;-;-;-;-;1;63
"317075 Varjão de Minas";-;-;1;7;27;31;10;-;-;-;-;-;-;76
"317080 Várzea da Palma";-;391;217;243;359;325;168;36;12;8;13;10;30;1812
"317090 Varzelândia";-;2;26;87;252;100;30;4;-;1;-;-;-;502
"317100 Vazante";-;2;3;2;8;5;1;-;-;1;-;-;1;23
"317103 Verdelândia";-;5;-;-;1;15;6;3;1;-;-;-;-;31
"317107 Veredinha";-;-;-;-;-;1;2;-;-;-;-;-;-;3
"317110 Veríssimo";-;24;31;24;21;1;-;-;-;-;-;1;2;104
"317120 Vespasiano";-;-;2;5;25;21;11;-;-;-;-;-;-;64
"317130 Viçosa";-;-;6;35;154;329;109;22;1;2;-;-;-;658
"317160 Virgem da Lapa";-;-;-;-;1;3;2;-;-;-;-;-;-;6
"317170 Virgínia";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"317180 Virginópolis";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"317190 Virgolândia";-;-;-;1;1;-;1;-;-;-;-;-;-;3
"317200 Visconde do Rio Branco";-;-;3;2;13;8;4;1;1;-;3;1;5;41
"320010 Afonso Cláudio";-;11;60;484;341;157;65;9;6;7;4;6;5;1155
"320016 Água Doce do Norte";-;-;-;-;-;1;-;-;-;-;-;7;1;9
"320013 Águia Branca";-;-;-;-;-;-;-;-;1;-;-;-;1;2
"320020 Alegre";-;1;-;3;15;83;95;59;18;13;10;5;-;302
"320030 Alfredo Chaves";-;-;-;1;-;1;2;-;-;-;-;1;-;5
"320035 Alto Rio Novo";-;-;-;-;1;1;-;1;-;-;-;-;-;3
"320040 Anchieta";-;-;2;1;7;17;1;2;-;-;1;1;-;32
"320050 Apiacá";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"320060 Aracruz";-;7;2;2;4;4;3;2;-;1;1;1;3;30
"320070 Atilio Vivacqua";-;-;2;-;4;7;7;10;2;2;-;1;-;35
"320080 Baixo Guandu";-;152;71;27;19;6;3;3;-;3;-;-;10;294
"320090 Barra de São Francisco";-;-;9;30;29;18;12;9;6;3;-;-;5;121
"320100 Boa Esperança";-;-;-;2;1;15;9;3;4;2;2;27;32;97
"320115 Brejetuba";-;-;-;1;9;2;-;-;-;-;-;-;-;12
"320120 Cachoeiro de Itapemirim";-;10;12;68;149;1180;1727;772;306;171;74;33;13;4515
"320130 Cariacica";-;56;56;37;34;108;60;47;13;4;11;4;17;447
"320140 Castelo";-;-;-;2;7;12;14;12;8;-;1;-;1;57
"320150 Colatina";-;2;5;2;6;71;112;22;3;-;1;-;5;229
"320160 Conceição da Barra";-;-;-;3;-;1;-;1;-;1;-;1;1;8
"320170 Conceição do Castelo";-;-;-;1;2;7;5;2;-;-;-;-;-;17
"320190 Domingos Martins";-;-;-;1;-;9;4;-;2;-;-;-;-;16
"320200 Dores do Rio Preto";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"320210 Ecoporanga";-;1;4;3;4;21;75;20;5;3;3;5;3;147
"320220 Fundão";-;10;9;20;9;20;16;7;7;1;1;1;1;102
"320230 Guaçuí";-;1;-;-;-;2;1;-;-;-;-;-;-;4
"320240 Guarapari";-;3;1;3;10;6;4;5;3;2;-;-;1;38
"320245 Ibatiba";-;2;42;203;137;32;6;2;-;-;-;-;-;424
"320250 Ibiraçu";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"320255 Ibitirama";-;-;-;1;3;2;1;-;-;-;-;-;1;8
"320260 Iconha";-;-;-;-;-;1;16;1;3;-;-;2;-;23
"320265 Irupi";-;-;5;16;46;18;22;3;-;-;1;1;1;113
"320270 Itaguaçu";-;15;13;5;22;89;28;7;15;3;-;1;1;199
"320280 Itapemirim";-;3;1;3;41;100;75;32;24;10;8;3;3;303
"320290 Itarana";-;-;1;-;1;1;-;1;-;-;-;-;-;4
"320300 Iúna";-;5;32;382;181;31;8;-;-;-;1;-;2;642
"320305 Jaguaré";-;-;5;1;3;9;21;10;12;2;-;4;2;69
"320310 Jerônimo Monteiro";-;5;20;62;134;150;73;13;1;-;-;1;1;460
"320313 João Neiva";-;7;13;11;19;45;72;18;20;6;5;2;2;220
"320316 Laranja da Terra";-;4;6;2;2;1;-;-;-;-;-;1;-;16
"320320 Linhares";-;2;-;1;2;2;2;1;8;9;-;9;-;36
"320330 Mantenópolis";-;-;2;1;34;151;93;22;2;1;-;-;1;307
"320332 Marataízes";-;-;1;-;1;18;20;18;5;2;1;1;-;67
"320334 Marechal Floriano";-;-;-;-;-;1;1;2;-;-;-;-;1;5
"320335 Marilândia";-;1;-;2;-;3;-;2;1;-;1;-;1;11
"320340 Mimoso do Sul";-;-;-;1;-;-;2;1;-;-;-;-;-;4
"320350 Montanha";-;2;33;56;72;109;83;62;10;3;1;1;1;433
"320360 Mucurici";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"320370 Muniz Freire";-;-;-;-;1;1;1;1;-;-;-;-;-;4
"320380 Muqui";-;2;3;10;7;34;22;20;10;5;1;1;-;115
"320390 Nova Venécia";-;2;1;7;13;20;24;16;11;10;2;3;2;111
"320400 Pancas";-;-;-;1;12;13;4;15;-;1;1;-;-;47
"320405 Pedro Canário";-;6;7;12;27;171;148;125;64;13;1;3;1;578
"320410 Pinheiros";-;-;-;3;15;89;38;7;-;-;-;-;4;156
"320420 Piúma";-;1;1;2;8;16;9;-;-;-;-;-;-;37
"320425 Ponto Belo";-;7;23;85;82;47;28;68;10;-;-;-;-;350
"320430 Presidente Kennedy";-;1;-;1;1;4;2;2;1;-;-;1;-;13
"320435 Rio Bananal";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"320440 Rio Novo do Sul";-;-;-;1;1;5;13;6;-;-;-;-;-;26
"320450 Santa Leopoldina";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"320455 Santa Maria de Jetibá";-;-;-;3;3;7;6;3;1;-;1;1;-;25
"320460 Santa Teresa";-;-;1;6;23;11;15;3;3;2;1;-;1;66
"320465 São Domingos do Norte";-;-;-;1;-;-;-;3;1;1;-;-;1;7
"320470 São Gabriel da Palha";-;-;-;-;1;1;2;1;-;-;-;-;-;5
"320480 São José do Calçado";-;2;-;-;-;-;-;-;2;1;-;1;1;7
"320490 São Mateus";-;25;21;12;3;21;8;7;-;1;-;-;3;101
"320495 São Roque do Canaã";-;-;-;-;2;35;39;6;1;-;1;-;1;85
"320500 Serra";-;1065;1271;1874;2621;3445;2684;1415;492;260;278;269;378;16052
"320501 Sooretama";-;52;25;9;10;10;6;1;2;-;-;1;22;138
"320503 Vargem Alta";-;1;-;1;-;2;1;2;2;-;4;-;-;13
"320506 Venda Nova do Imigrante";-;1;1;2;8;5;2;-;-;-;-;-;-;19
"320510 Viana";-;35;77;151;142;150;99;67;19;20;7;5;10;782
"320515 Vila Pavão";-;2;-;-;1;-;-;-;-;1;-;-;-;4
"320517 Vila Valério";-;-;1;-;-;2;1;-;-;-;-;-;-;4
"320520 Vila Velha";-;305;453;795;822;1185;1094;720;357;247;205;171;201;6555
"320530 Vitória";-;269;287;581;854;1470;1183;648;321;219;249;299;777;7157
"330010 Angra dos Reis";-;-;1;4;5;5;-;-;-;-;-;-;-;15
"330015 Aperibé";-;1;-;-;-;-;-;-;1;-;-;1;2;5
"330020 Araruama";-;1;-;1;-;12;11;2;-;-;-;-;-;27
"330023 Armação dos Búzios";-;1;2;4;24;16;1;5;-;-;-;-;-;53
"330025 Arraial do Cabo";-;3;1;2;3;16;4;3;-;-;-;-;-;32
"330030 Barra do Piraí";-;-;-;12;2;-;1;1;-;-;-;-;1;17
"330040 Barra Mansa";-;-;3;33;82;77;22;11;-;1;4;2;-;235
"330045 Belford Roxo";-;5;2;3;7;11;3;-;-;2;1;2;-;36
"330050 Bom Jardim";-;-;-;-;24;15;1;2;-;-;-;-;-;42
"330060 Bom Jesus do Itabapoana";-;2;11;16;28;125;18;2;-;-;-;1;1;204
