DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2016
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"314315 Monte Formoso";-;-;2;-;1;1;-;-;-;-;-;-;-;4
"314320 Monte Santo de Minas";-;4;4;8;16;7;1;-;-;-;-;-;-;40
"314340 Monte Sião";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"314330 Montes Claros";-;99;217;19;8;-;3;2;4;2;5;16;13;388
"314350 Morada Nova de Minas";-;132;245;115;7;7;1;-;1;2;-;1;9;520
"314360 Morro da Garça";-;4;70;141;31;7;2;1;-;-;-;-;-;256
"314390 Muriaé";-;284;826;389;209;70;6;1;2;2;1;8;16;1814
"314400 Mutum";-;468;333;180;44;12;-;-;1;-;-;1;19;1058
"314410 Muzambinho";-;-;-;2;1;-;-;-;-;-;-;-;-;3
"314420 Nacip Raydan";-;9;12;4;-;-;-;-;-;-;-;-;-;25
"314430 Nanuque";-;30;69;139;55;10;15;-;-;-;1;-;2;321
"314435 Naque";-;-;1;1;1;-;-;-;-;-;-;-;-;3
"314437 Natalândia";-;2;44;35;11;-;-;-;-;-;2;1;-;95
"314450 Nazareno";-;2;2;1;-;1;-;-;-;-;-;-;-;6
"314460 Nepomuceno";-;-;4;19;96;46;8;-;-;2;-;-;-;175
"314467 Nova Belém";-;-;19;6;-;-;-;-;-;-;-;-;-;25
"314470 Nova Era";-;7;11;5;9;-;-;-;-;-;-;1;-;33
"314480 Nova Lima";-;333;1161;1202;705;200;52;6;3;2;-;-;11;3675
"314490 Nova Módica";-;-;8;-;-;-;-;-;-;-;-;-;-;8
"314500 Nova Ponte";-;1;6;1;4;-;-;-;-;-;-;-;-;12
"314510 Nova Resende";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"314520 Nova Serrana";-;31;423;760;718;143;16;4;5;1;1;2;5;2109
"313660 Nova União";-;3;8;12;5;3;-;-;-;-;-;-;-;31
"314530 Novo Cruzeiro";-;2;14;29;9;9;-;-;1;-;-;-;1;65
"314535 Novo Oriente de Minas";-;-;20;1;-;-;-;-;-;-;-;-;-;21
"314540 Olaria";-;-;1;18;66;2;-;-;-;-;-;-;-;87
"314545 Olhos-d'Água";-;2;3;5;2;-;-;-;-;-;-;-;-;12
"314560 Oliveira";-;-;-;-;4;9;-;-;-;-;-;-;-;13
"314570 Oliveira Fortes";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"314580 Onça de Pitangui";-;-;-;4;1;2;-;-;-;-;-;-;-;7
"314585 Oratórios";-;11;2;10;1;3;-;1;-;-;-;-;2;30
"314587 Orizânia";-;1;2;1;1;-;-;-;-;-;-;-;-;5
"314590 Ouro Branco";-;1;4;6;12;-;2;-;-;-;-;-;-;25
"314600 Ouro Fino";-;1;1;1;5;1;-;-;-;-;-;-;-;9
"314610 Ouro Preto";-;7;19;40;55;24;5;-;2;1;-;-;-;153
"314620 Ouro Verde de Minas";-;78;68;16;-;-;-;-;-;-;-;-;8;170
"314625 Padre Carvalho";-;14;9;2;3;1;-;-;-;-;-;-;1;30
"314630 Padre Paraíso";-;3;5;18;20;4;2;1;-;-;-;-;-;53
"314655 Pai Pedro";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"314640 Paineiras";-;5;74;29;5;15;2;-;-;-;-;-;-;130
"314650 Pains";-;6;4;9;17;8;2;1;-;-;-;-;-;47
"314670 Palma";-;3;4;10;-;-;-;-;-;1;-;-;-;18
"314675 Palmópolis";-;2;4;-;-;4;-;-;-;-;-;-;1;11
"314690 Papagaios";-;171;178;72;261;12;1;-;-;1;-;-;2;698
"314710 Pará de Minas";-;844;815;643;1427;412;35;7;23;18;4;13;78;4319
"314700 Paracatu";-;184;261;31;3;-;-;2;-;1;2;-;7;491
"314720 Paraguaçu";-;-;1;8;9;4;-;-;-;-;-;-;-;22
"314730 Paraisópolis";-;2;1;3;-;-;-;-;-;-;-;-;-;6
"314740 Paraopeba";-;62;174;135;156;2;-;-;-;1;-;1;1;532
"314760 Passa Quatro";-;2;3;4;5;-;-;-;-;-;-;-;-;14
"314790 Passos";-;53;122;329;440;199;36;9;3;6;12;5;1;1215
"314795 Patis";-;1;5;50;59;1;-;-;-;-;-;-;-;116
"314800 Patos de Minas";-;16;122;342;543;188;30;4;2;2;5;5;1;1260
"314810 Patrocínio";-;154;363;628;647;189;25;2;-;5;2;6;11;2032
"314820 Patrocínio do Muriaé";-;63;66;23;8;1;-;-;-;-;-;-;3;164
"314830 Paula Cândido";-;9;50;60;-;5;-;-;-;-;-;-;-;124
"314840 Paulistas";-;2;6;5;11;-;-;-;-;-;-;-;-;24
"314850 Pavão";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"314860 Peçanha";-;3;-;-;-;-;-;-;-;-;-;-;-;3
"314870 Pedra Azul";-;39;151;37;-;-;-;-;-;-;-;-;2;229
"314880 Pedra do Anta";-;1;-;8;1;-;-;-;-;-;-;-;-;10
"314890 Pedra do Indaiá";-;6;11;1;6;3;-;-;-;-;-;-;-;27
"314900 Pedra Dourada";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"314910 Pedralva";-;1;23;75;14;-;-;-;-;-;-;-;-;113
"314915 Pedras de Maria da Cruz";-;-;4;5;9;3;-;-;-;-;-;-;-;21
"314920 Pedrinópolis";-;-;3;1;-;-;-;-;-;-;-;-;-;4
"314930 Pedro Leopoldo";-;-;1;1;-;1;1;-;-;-;-;-;-;4
"314940 Pedro Teixeira";-;1;-;2;-;-;-;-;-;-;-;-;-;3
"314950 Pequeri";-;-;2;5;-;1;-;-;-;-;-;-;-;8
"314960 Pequi";-;158;102;71;55;26;1;-;-;-;-;-;42;455
"314970 Perdigão";-;9;65;101;127;49;3;1;7;4;2;3;2;373
"314980 Perdizes";-;6;15;35;61;28;8;2;2;1;1;1;-;160
"314990 Perdões";-;-;6;1;1;-;-;-;-;-;-;-;1;9
"314995 Periquito";-;83;16;-;-;-;-;-;-;-;-;-;27;126
"315000 Pescador";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"315010 Piau";-;-;8;1;1;-;-;-;-;-;-;-;-;10
"315015 Piedade de Caratinga";-;4;8;15;13;5;1;-;1;-;1;-;-;48
"315020 Piedade de Ponte Nova";-;1;3;3;2;-;-;-;-;-;-;-;-;9
"315040 Piedade dos Gerais";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"315050 Pimenta";-;2;1;-;-;-;1;-;-;-;-;-;-;4
"315053 Pingo-d'Água";-;-;3;1;-;-;-;-;-;-;-;-;-;4
"315057 Pintópolis";-;1;-;-;9;11;-;-;-;-;-;-;-;21
"315060 Piracema";-;2;7;5;-;-;-;-;-;-;-;-;-;14
"315070 Pirajuba";-;7;39;53;54;12;4;-;2;-;-;-;1;172
"315080 Piranga";-;-;21;37;15;2;1;-;-;-;-;-;-;76
"315090 Piranguçu";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"315110 Pirapetinga";-;81;17;10;3;-;-;-;-;-;2;-;18;131
"315120 Pirapora";-;12;62;74;51;11;3;1;-;-;-;-;-;214
"315130 Piraúba";-;-;1;2;-;-;-;-;-;-;-;-;3;6
"315140 Pitangui";-;5;9;4;12;2;1;-;-;-;-;-;1;34
"315150 Piumhi";-;9;10;22;45;19;3;2;-;-;-;-;-;110
"315160 Planura";-;5;8;5;1;-;-;-;-;-;2;-;-;21
"315170 Poço Fundo";-;-;1;1;8;2;-;-;-;-;-;-;-;12
"315180 Poços de Caldas";-;3;9;8;6;-;-;-;-;-;1;-;1;28
"315200 Pompéu";-;3;1;2;-;-;-;-;-;-;-;-;-;6
"315210 Ponte Nova";-;51;183;166;127;22;-;-;-;-;-;-;-;549
"315213 Ponto Chique";-;1;3;1;1;-;-;-;-;-;-;-;-;6
"315217 Ponto dos Volantes";-;-;2;1;2;-;-;-;-;-;-;-;-;5
"315220 Porteirinha";-;9;25;4;1;1;-;-;-;-;1;-;7;48
"315230 Porto Firme";-;6;15;4;-;-;1;-;-;-;-;-;-;26
"315240 Poté";-;3;-;-;1;-;-;-;-;-;-;-;-;4
"315250 Pouso Alegre";-;4;11;10;6;3;-;1;-;1;-;-;1;37
"315260 Pouso Alto";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"315270 Prados";-;9;24;44;79;23;4;-;-;-;-;-;-;183
"315280 Prata";-;26;56;118;177;41;5;1;-;1;-;2;-;427
"315290 Pratápolis";-;-;1;-;-;-;-;4;-;-;-;-;-;5
"315310 Presidente Bernardes";-;2;2;4;3;2;-;-;-;-;-;-;-;13
"315320 Presidente Juscelino";-;1;2;2;-;-;-;-;-;-;-;-;-;5
"315340 Presidente Olegário";-;11;16;37;50;81;36;1;-;-;-;-;1;233
"315360 Prudente de Morais";-;5;1;1;4;-;-;-;-;-;-;-;-;11
"315370 Quartel Geral";-;-;1;3;4;1;-;3;-;1;16;14;3;46
"315390 Raposos";-;23;16;2;2;6;2;-;-;-;-;-;4;55
"315400 Raul Soares";-;6;63;41;29;2;-;1;-;-;-;-;-;142
"315410 Recreio";-;6;8;4;-;-;-;-;-;-;-;-;1;19
"315415 Reduto";-;-;7;31;8;3;-;-;-;-;-;-;-;49
"315420 Resende Costa";-;-;-;3;1;-;-;-;-;-;-;-;-;4
"315430 Resplendor";-;18;66;76;44;12;1;-;-;-;-;-;2;219
"315440 Ressaquinha";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"315450 Riacho dos Machados";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"315460 Ribeirão das Neves";-;905;3420;4129;2406;366;27;6;1;2;2;1;55;11320
"315470 Ribeirão Vermelho";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"315480 Rio Acima";-;4;37;119;168;45;11;-;-;-;-;-;-;384
"315490 Rio Casca";-;2;40;22;13;1;-;-;-;-;-;-;-;78
"315510 Rio do Prado";-;-;1;12;18;-;-;-;-;-;-;-;-;31
"315500 Rio Doce";-;1;1;1;-;-;-;-;-;-;-;-;-;3
"315520 Rio Espera";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"315530 Rio Manso";-;4;-;4;18;2;-;-;-;-;-;-;-;28
"315540 Rio Novo";-;3;2;2;5;3;-;-;-;-;-;-;-;15
"315550 Rio Paranaíba";-;5;9;26;49;1;-;1;-;-;-;-;-;91
"315570 Rio Piracicaba";-;4;23;56;39;8;5;-;-;-;-;-;-;135
"315580 Rio Pomba";-;282;87;56;73;21;1;-;-;1;-;4;24;549
"315590 Rio Preto";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315600 Rio Vermelho";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"315610 Ritápolis";-;-;-;8;1;1;-;-;-;-;-;-;-;10
"315630 Rodeiro";-;40;9;1;-;-;-;-;-;-;-;-;2;52
"315640 Romaria";-;2;1;1;8;3;-;-;-;-;-;-;-;15
"315645 Rosário da Limeira";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"315650 Rubelita";-;1;2;3;-;-;-;-;-;-;-;-;-;6
"315660 Rubim";-;-;10;-;-;-;-;-;-;-;-;-;-;10
"315670 Sabará";-;6;46;27;61;30;10;5;1;-;-;1;1;188
"315680 Sabinópolis";-;-;-;5;8;3;-;-;-;-;-;-;-;16
"315690 Sacramento";-;189;165;65;76;39;11;-;-;3;1;6;21;576
"315700 Salinas";-;1;-;-;1;1;-;-;-;-;-;-;-;3
"315710 Salto da Divisa";-;1;-;2;-;-;-;-;-;-;-;-;-;3
"315720 Santa Bárbara";-;-;1;1;2;1;-;-;-;-;-;-;1;6
"315725 Santa Bárbara do Leste";-;1;1;1;2;-;-;-;-;-;-;-;-;5
"315727 Santa Bárbara do Monte Verde";-;-;2;1;-;-;1;-;-;-;-;-;-;4
"315730 Santa Bárbara do Tugúrio";-;-;12;66;25;17;-;-;-;-;-;-;-;120
"315733 Santa Cruz de Minas";-;29;145;109;36;5;-;-;-;-;-;2;1;327
"315737 Santa Cruz de Salinas";-;82;43;16;19;-;-;-;-;-;-;-;3;163
"315740 Santa Cruz do Escalvado";-;1;1;-;1;2;-;-;-;-;-;-;-;5
"315760 Santa Fé de Minas";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"315765 Santa Helena de Minas";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"315770 Santa Juliana";-;-;12;-;-;-;-;-;-;-;-;-;1;13
"315780 Santa Luzia";-;6;13;66;68;10;8;3;-;-;1;-;1;176
"315790 Santa Margarida";-;-;4;19;63;8;-;-;-;-;-;-;-;94
"315800 Santa Maria de Itabira";-;-;-;3;-;1;-;-;-;-;-;-;-;4
"315820 Santa Maria do Suaçuí";-;1;27;81;16;1;4;1;-;-;-;-;-;131
"315920 Santa Rita de Caldas";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"315935 Santa Rita de Minas";-;-;3;3;1;-;-;-;-;-;-;-;-;7
"315950 Santa Rita do Itueto";-;4;1;1;1;-;-;-;-;-;-;-;-;7
"315960 Santa Rita do Sapucaí";-;7;9;5;5;-;-;-;-;-;-;-;-;26
"315970 Santa Rosa da Serra";-;-;1;5;2;1;-;-;-;-;-;-;-;9
"315980 Santa Vitória";-;11;29;12;33;13;9;3;-;-;-;-;-;110
"315830 Santana da Vargem";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"315840 Santana de Cataguases";-;7;1;1;-;-;-;-;-;-;-;-;-;9
"315850 Santana de Pirapama";-;113;38;31;6;-;-;-;-;1;-;-;6;195
"315860 Santana do Deserto";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"315880 Santana do Jacaré";-;-;-;3;1;2;-;-;-;-;-;-;-;6
"315890 Santana do Manhuaçu";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315895 Santana do Paraíso";-;39;45;12;10;5;1;-;-;2;2;6;14;136
"315900 Santana do Riacho";-;1;6;-;1;-;-;-;-;-;-;-;-;8
"315910 Santana dos Montes";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"315990 Santo Antônio do Amparo";-;6;21;5;4;6;-;-;-;-;-;-;-;42
"316000 Santo Antônio do Aventureiro";-;1;3;-;-;-;-;-;-;-;-;-;1;5
"316010 Santo Antônio do Grama";-;2;4;1;-;-;-;-;-;-;-;-;-;7
"316020 Santo Antônio do Itambé";-;-;1;2;-;-;-;-;-;-;-;-;-;3
"316030 Santo Antônio do Jacinto";-;-;1;-;1;5;1;-;-;-;-;-;-;8
"316040 Santo Antônio do Monte";-;2;18;10;2;-;-;-;-;1;-;2;1;36
"316060 Santo Hipólito";-;15;36;20;9;-;-;-;-;-;-;-;1;81
"316070 Santos Dumont";-;6;25;42;34;50;9;1;1;-;-;-;-;168
"316080 São Bento Abade";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"316090 São Brás do Suaçuí";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316095 São Domingos das Dores";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316100 São Domingos do Prata";-;3;9;20;8;7;2;-;-;-;-;-;-;49
"316105 São Félix de Minas";-;12;4;12;7;-;-;-;-;-;-;-;1;36
"316110 São Francisco";-;20;45;170;228;67;11;3;3;-;2;1;1;551
"316120 São Francisco de Paula";-;-;2;2;-;1;-;-;-;-;-;-;-;5
"316130 São Francisco de Sales";-;5;10;8;-;3;2;-;-;-;-;-;-;28
"316140 São Francisco do Glória";-;1;18;10;-;-;-;-;-;-;-;-;-;29
"316150 São Geraldo";-;7;6;1;2;-;-;-;-;-;-;-;2;18
"316165 São Geraldo do Baixio";-;-;-;2;5;-;-;-;-;-;-;-;-;7
"316170 São Gonçalo do Abaeté";-;1;23;63;109;48;2;1;-;1;-;-;-;248
"316180 São Gonçalo do Pará";-;-;4;2;2;-;-;-;-;-;-;-;-;8
"316190 São Gonçalo do Rio Abaixo";-;1;11;22;5;4;-;-;-;-;-;-;-;43
"316200 São Gonçalo do Sapucaí";-;1;3;2;4;-;-;-;-;-;-;-;-;10
"316210 São Gotardo";-;143;753;1238;1413;340;45;3;-;-;1;1;6;3943
"316220 São João Batista do Glória";-;1;10;6;16;9;-;-;-;-;-;-;-;42
"316225 São João da Lagoa";-;-;3;4;-;-;-;-;-;-;-;-;-;7
"316240 São João da Ponte";-;132;237;-;-;-;-;-;-;1;1;-;-;371
"316245 São João das Missões";-;1;2;-;2;-;-;-;-;-;-;-;-;5
"316250 São João del Rei";-;58;248;418;548;299;31;7;3;1;2;3;5;1623
"316255 São João do Manhuaçu";-;-;6;1;4;1;-;-;-;-;-;-;-;12
"316257 São João do Manteninha";-;4;35;-;-;-;1;1;1;-;-;-;-;42
"316260 São João do Oriente";-;47;128;43;10;-;1;-;-;-;-;1;-;230
"316265 São João do Pacuí";-;-;-;2;2;-;-;-;-;-;-;-;-;4
"316270 São João do Paraíso";-;-;1;4;2;-;-;-;-;-;-;-;-;7
"316280 São João Evangelista";-;10;107;128;85;10;1;-;-;-;-;1;-;342
"316290 São João Nepomuceno";-;14;55;69;99;14;-;1;1;-;1;-;1;255
"316292 São Joaquim de Bicas";-;24;8;1;1;-;-;1;-;-;-;1;5;41
"316294 São José da Barra";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"316295 São José da Lapa";-;6;12;1;5;-;-;-;-;-;-;-;-;24
"316300 São José da Safira";-;2;18;5;1;-;-;-;-;-;-;-;2;28
"316310 São José da Varginha";-;64;116;52;11;5;-;-;-;-;-;-;3;251
"316330 São José do Divino";-;4;14;13;4;-;-;-;-;-;-;-;-;35
"316340 São José do Goiabal";-;90;5;5;-;-;-;-;-;-;-;-;8;108
"316350 São José do Jacuri";-;-;6;4;-;-;-;-;-;-;-;-;-;10
"316370 São Lourenço";-;-;5;9;10;1;-;1;-;-;1;-;-;27
"316380 São Miguel do Anta";-;1;5;8;1;2;-;-;-;-;-;-;-;17
"316390 São Pedro da União";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316410 São Pedro do Suaçuí";-;-;-;17;-;-;-;-;-;-;-;-;-;17
"316400 São Pedro dos Ferros";-;2;19;28;14;38;1;-;-;-;-;-;-;102
"316420 São Romão";-;22;84;29;14;6;-;-;1;-;1;1;-;158
"316430 São Roque de Minas";-;2;15;18;14;1;-;-;-;-;-;-;-;50
"316443 São Sebastião da Vargem Alegre";-;3;2;-;-;-;-;-;-;-;-;-;-;5
"316447 São Sebastião do Anta";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"316450 São Sebastião do Maranhão";-;1;60;10;5;-;-;-;-;-;-;-;-;76
"316460 São Sebastião do Oeste";-;3;4;13;12;8;2;-;-;-;-;-;2;44
"316470 São Sebastião do Paraíso";-;17;42;71;145;64;2;1;3;7;8;6;2;368
"316480 São Sebastião do Rio Preto";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316520 São Thomé das Letras";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316500 São Tiago";-;-;8;7;5;-;1;-;-;-;-;-;-;21
"316510 São Tomás de Aquino";-;-;-;1;25;6;2;-;-;-;-;-;-;34
"316530 São Vicente de Minas";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"316540 Sapucaí-Mirim";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"316550 Sardoá";-;-;1;2;-;1;-;-;-;-;1;-;-;5
"316553 Sarzedo";-;179;348;393;218;42;2;1;-;1;-;2;6;1192
"316556 Sem-Peixe";-;12;27;4;2;-;-;-;-;-;-;-;9;54
"316560 Senador Cortes";-;-;3;3;-;-;-;-;-;-;-;-;-;6
"316570 Senador Firmino";-;8;2;-;1;-;1;-;-;-;-;-;-;12
"316590 Senador Modestino Gonçalves";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"316600 Senhora de Oliveira";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"316630 Sericita";-;-;-;19;7;2;1;-;2;-;-;-;-;31
"316650 Serra Azul de Minas";-;-;3;6;4;-;-;-;-;-;-;-;-;13
"316660 Serra da Saudade";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"316680 Serra do Salitre";-;3;2;3;11;1;-;-;-;-;-;-;-;20
"316670 Serra dos Aimorés";-;65;7;3;-;1;-;-;-;-;-;-;12;88
"316690 Serrania";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"316710 Serro";-;2;1;-;-;-;-;-;-;-;-;-;-;3
"316720 Sete Lagoas";-;1449;3712;3016;1045;146;32;2;3;-;2;1;37;9445
"316555 Setubinha";-;1;3;27;66;14;5;-;-;-;-;-;-;116
"316730 Silveirânia";-;-;-;2;1;-;1;-;-;-;-;-;-;4
"316750 Simão Pereira";-;1;-;5;4;3;1;-;-;-;-;-;-;14
"316760 Simonésia";-;15;30;11;10;2;-;-;-;-;-;-;1;69
"316770 Sobrália";-;7;17;12;1;-;-;-;-;-;-;-;-;37
"316790 Tabuleiro";-;4;1;-;-;1;-;-;-;-;1;-;-;7
"316800 Taiobeiras";-;1;3;-;-;-;-;-;-;-;-;-;-;4
"316805 Taparuba";-;2;17;76;13;-;-;-;-;-;-;-;-;108
"316810 Tapira";-;-;2;1;-;1;-;-;-;-;-;-;-;4
"316820 Tapiraí";-;1;1;1;-;-;-;-;-;-;-;-;-;3
"316830 Taquaraçu de Minas";-;-;3;-;1;-;-;-;-;-;-;-;-;4
"316840 Tarumirim";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"316850 Teixeiras";-;3;10;9;-;2;-;-;-;-;-;-;-;24
"316860 Teófilo Otoni";-;6;3;11;2;2;-;-;-;1;-;-;1;26
"316870 Timóteo";-;1123;338;8;2;-;-;3;-;-;1;5;33;1513
"316880 Tiradentes";-;3;22;18;21;1;1;-;-;-;-;1;-;67
"316890 Tiros";-;-;4;35;77;31;1;1;-;-;-;-;-;149
"316900 Tocantins";-;258;107;40;25;1;-;-;-;-;1;-;26;458
"316910 Toledo";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"316920 Tombos";-;9;52;83;34;7;-;-;-;-;-;-;2;187
"316930 Três Corações";-;17;73;118;134;65;3;-;3;-;1;-;3;417
"316935 Três Marias";-;5;7;37;43;21;2;-;-;-;-;-;-;115
"316940 Três Pontas";-;20;81;127;220;32;2;-;2;1;3;3;7;498
"316950 Tumiritinga";-;8;33;36;2;-;-;-;-;-;-;-;-;79
"316960 Tupaciguara";-;261;265;219;126;3;-;-;-;-;-;-;15;889
"316970 Turmalina";-;3;13;82;100;21;6;1;2;8;16;88;27;367
"316990 Ubá";-;2004;908;254;112;30;1;4;1;4;3;7;198;3526
"317000 Ubaí";-;15;32;26;2;-;-;-;-;-;-;-;1;76
"317005 Ubaporanga";-;30;35;10;8;13;1;-;-;-;-;-;4;101
"317010 Uberaba";-;301;671;630;230;23;1;2;3;1;3;5;14;1884
"317020 Uberlândia";-;381;1472;2168;2947;1490;317;86;43;56;67;60;69;9156
"317040 Unaí";-;-;3;1;1;-;2;-;-;-;-;-;-;7
"317043 União de Minas";-;2;12;15;8;1;-;-;1;-;1;-;-;40
"317047 Uruana de Minas";-;1;1;1;1;3;2;-;-;-;-;-;-;9
"317050 Urucânia";-;103;44;-;-;-;-;-;-;-;-;-;8;155
"317052 Urucuia";-;3;3;1;1;-;-;-;-;-;-;-;-;8
"317057 Vargem Alegre";-;24;8;-;-;-;-;-;-;-;-;-;-;32
"317065 Vargem Grande do Rio Pardo";-;1;-;-;-;1;2;-;-;-;-;-;-;4
"317070 Varginha";-;35;122;554;1183;539;83;36;51;77;100;81;55;2916
"317075 Varjão de Minas";-;-;-;-;4;3;1;-;-;-;-;-;-;8
"317080 Várzea da Palma";-;28;34;23;17;-;-;-;-;-;-;1;4;107
"317090 Varzelândia";-;-;3;16;27;41;6;-;-;-;-;-;-;93
"317100 Vazante";-;36;103;73;31;-;-;-;-;-;-;-;2;245
"317103 Verdelândia";-;-;2;1;1;-;-;-;-;-;-;-;-;4
"317107 Veredinha";-;3;9;23;15;5;-;-;-;-;-;-;-;55
"317110 Veríssimo";-;-;2;4;-;-;1;-;-;-;-;-;-;7
"317120 Vespasiano";-;208;399;511;318;22;9;1;-;1;1;-;6;1476
"317130 Viçosa";-;86;540;1382;921;184;25;-;-;-;-;2;2;3142
"317140 Vieiras";-;-;1;2;19;2;-;-;-;-;-;-;-;24
"317160 Virgem da Lapa";-;1;23;53;7;-;-;-;1;-;-;-;-;85
"317170 Virgínia";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"317180 Virginópolis";-;-;9;14;7;-;-;-;-;-;-;-;-;30
"317190 Virgolândia";-;1;2;-;-;-;-;-;-;-;-;-;-;3
"317200 Visconde do Rio Branco";-;1348;879;352;195;77;1;-;-;1;3;2;34;2892
"317210 Volta Grande";-;58;27;14;-;2;1;-;-;-;-;-;-;102
"310000 Município ignorado - MG";-;1;1;1;-;-;-;-;-;-;-;-;-;3
"320010 Afonso Cláudio";-;-;3;21;33;13;1;2;-;-;-;-;-;73
"320016 Água Doce do Norte";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"320013 Águia Branca";-;-;-;13;3;-;-;1;-;-;-;-;-;17
"320020 Alegre";-;207;452;53;56;14;1;-;-;-;-;-;10;793
"320030 Alfredo Chaves";-;129;85;28;9;3;2;-;-;-;-;-;7;263
"320035 Alto Rio Novo";-;-;11;6;6;-;-;-;-;-;-;-;-;23
"320040 Anchieta";-;47;65;56;34;15;1;-;-;-;-;-;8;226
"320050 Apiacá";-;154;6;5;-;-;-;1;-;1;-;2;64;233
"320060 Aracruz";-;45;67;97;6;2;4;1;2;2;2;-;27;255
"320070 Atilio Vivacqua";-;182;99;63;21;-;1;1;-;-;1;-;2;370
"320080 Baixo Guandu";-;7;23;7;3;3;1;-;-;1;-;-;1;46
"320090 Barra de São Francisco";-;-;4;6;3;1;-;-;-;1;-;-;-;15
"320100 Boa Esperança";-;2;4;-;2;-;-;-;-;-;-;-;-;8
"320110 Bom Jesus do Norte";-;3;1;-;-;-;-;-;-;-;-;-;1;5
"320115 Brejetuba";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"320120 Cachoeiro de Itapemirim";-;2962;2811;1698;1084;278;67;66;52;47;29;69;317;9480
"320130 Cariacica";-;879;828;789;393;150;57;42;28;31;26;68;296;3587
"320140 Castelo";-;47;86;64;30;4;3;1;1;-;-;-;5;241
"320150 Colatina";-;168;105;35;6;3;-;-;2;1;1;2;13;336
"320160 Conceição da Barra";-;-;4;2;1;2;-;-;1;-;-;-;1;11
"320170 Conceição do Castelo";-;4;27;64;73;8;9;1;-;-;-;-;1;187
"320180 Divino de São Lourenço";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"320190 Domingos Martins";-;34;45;13;2;2;1;-;-;-;-;-;2;99
"320200 Dores do Rio Preto";-;1;3;5;10;-;-;-;-;-;-;-;2;21
"320210 Ecoporanga";-;263;221;90;106;45;31;10;-;-;-;-;3;769
"320220 Fundão";-;6;6;3;10;2;-;1;-;-;-;-;1;29
"320230 Guaçuí";-;2;3;2;1;-;-;-;-;-;-;-;-;8
"320240 Guarapari";-;64;61;39;31;21;3;1;1;2;1;-;12;236
"320245 Ibatiba";-;-;2;23;34;4;3;-;-;-;-;-;-;66
"320250 Ibiraçu";-;1;4;3;5;1;-;3;-;-;-;1;2;20
"320260 Iconha";-;18;36;15;8;1;-;-;-;2;-;-;1;81
"320265 Irupi";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"320270 Itaguaçu";-;-;1;2;-;-;-;-;-;-;-;-;-;3
"320280 Itapemirim";-;24;64;120;9;2;1;1;-;-;1;2;5;229
"320290 Itarana";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"320300 Iúna";-;3;2;17;15;4;-;-;-;-;-;-;-;41
