DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2018
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"312083 Cuparaque";40;-;-;-;-;40
"312090 Curvelo";13;-;-;-;-;13
"312125 Delta";5;-;-;-;-;5
"312160 Diamantina";7;-;-;-;-;7
"312190 Divinésia";2;-;-;-;-;2
"312230 Divinópolis";69;-;-;-;-;69
"312247 Dom Bosco";1;-;-;-;-;1
"312250 Dom Cavati";1;-;-;-;-;1
"312290 Dona Eusébia";3;-;-;-;-;3
"312320 Dores do Indaiá";59;-;-;-;-;59
"312340 Doresópolis";1;-;-;-;-;1
"312360 Elói Mendes";1;-;-;-;-;1
"312385 Entre Folhas";1;-;-;-;-;1
"312410 Esmeraldas";4;-;-;-;-;4
"312420 Espera Feliz";1;-;-;-;-;1
"312470 Estrela do Indaiá";32;-;-;-;-;32
"312480 Estrela do Sul";1;-;-;-;-;1
"312490 Eugenópolis";2;-;-;-;-;2
"312570 Felixlândia";6;-;-;-;-;6
"312610 Formiga";12;-;-;-;-;12
"312660 Francisco Dumont";2;-;-;-;-;2
"312670 Francisco Sá";41;-;-;-;-;41
"312675 Franciscópolis";1;-;-;-;-;1
"312700 Fronteira";5;-;-;-;-;5
"312705 Fronteira dos Vales";2;-;-;-;-;2
"312730 Galiléia";1;-;-;-;-;1
"312733 Gameleiras";53;-;-;-;-;53
"312735 Glaucilândia";6;-;-;-;-;6
"312737 Goiabeira";9;-;-;-;-;9
"312760 Gouveia";2;-;-;-;-;2
"312770 Governador Valadares";134;-;-;-;-;134
"312800 Guanhães";2;-;-;-;-;2
"312810 Guapé";1;-;-;-;-;1
"312825 Guaraciama";48;-;-;-;-;48
"312840 Guarani";7;-;-;-;-;7
"312860 Guarda-Mor";9;-;-;-;-;9
"312880 Guidoval";37;-;-;-;-;37
"312890 Guimarânia";2;-;-;-;-;2
"312900 Guiricema";89;-;-;-;-;89
"312910 Gurinhatã";31;-;-;-;-;31
"312930 Iapu";5;-;-;-;-;5
"312950 Ibiá";2;-;-;-;-;2
"312960 Ibiaí";18;-;-;-;-;18
"312965 Ibiracatu";30;-;-;-;-;30
"312970 Ibiraci";1;-;-;-;-;1
"312980 Ibirité";10;1;-;-;-;11
"313005 Icaraí de Minas";35;-;-;-;-;35
"313020 Igaratinga";16;-;-;-;-;16
"313030 Iguatama";6;-;-;-;-;6
"313040 Ijaci";3;-;-;-;-;3
"313055 Imbé de Minas";1;-;-;-;-;1
"313070 Indianópolis";2;-;-;-;-;2
"313090 Inhapim";5;-;-;-;-;5
"313115 Ipaba";28;-;-;-;-;28
"313130 Ipatinga";1746;-;-;-;-;1746
"313140 Ipiaçu";3;-;-;-;-;3
"313160 Iraí de Minas";1;-;-;-;-;1
"313170 Itabira";5;-;-;-;-;5
"313190 Itabirito";2;-;-;-;-;2
"313210 Itacarambi";11;-;-;-;-;11
"313230 Itaipé";1;-;-;-;-;1
"313240 Itajubá";2;-;-;-;-;2
"313250 Itamarandiba";3;-;-;-;-;3
"313270 Itambacuri";5;-;-;-;-;5
"313280 Itambé do Mato Dentro";1;-;-;-;-;1
"313310 Itanhandu";1;-;-;-;-;1
"313320 Itanhomi";1;-;-;-;-;1
"313340 Itapagipe";14;-;-;-;-;14
"313350 Itapecerica";16;1;-;-;-;17
"313370 Itatiaiuçu";1;-;-;-;-;1
"313375 Itaú de Minas";3;-;-;-;-;3
"313380 Itaúna";2;-;-;-;-;2
"313410 Itueta";1;-;-;-;-;1
"313420 Ituiutaba";628;-;3;-;-;631
"313440 Iturama";45;-;-;-;-;45
"313460 Jaboticatubas";4;-;-;-;-;4
"313470 Jacinto";1;-;-;-;-;1
"313500 Jaguaraçu";6;-;-;-;-;6
"313505 Jaíba";2;-;-;-;-;2
"313510 Janaúba";1514;2;-;-;-;1516
"313520 Januária";23;-;-;-;-;23
"313530 Japaraíba";1;-;-;-;-;1
"313535 Japonvar";2;1;-;-;-;3
"313540 Jeceaba";1;-;-;-;-;1
"313570 Jequitibá";1;-;-;-;-;1
"313610 Joanésia";9;-;-;-;-;9
"313620 João Monlevade";5;-;-;-;-;5
"313630 João Pinheiro";184;-;-;-;-;184
"313670 Juiz de Fora";81;-;-;-;1;82
"313680 Juramento";1;-;-;-;-;1
"313695 Juvenília";7;-;-;-;-;7
"313720 Lagoa da Prata";281;-;1;-;-;282
"313730 Lagoa dos Patos";1;-;-;-;-;1
"313753 Lagoa Grande";147;-;-;-;-;147
"313760 Lagoa Santa";11;-;-;-;-;11
"313770 Lajinha";4;-;-;-;-;4
"313780 Lambari";5;-;-;-;-;5
"313810 Lassance";5;-;-;-;-;5
"313820 Lavras";8;-;-;-;-;8
"313840 Leopoldina";13;-;-;-;-;13
"313862 Limeira do Oeste";6;-;-;-;-;6
"313865 Lontra";1;-;-;-;-;1
"313868 Luislândia";4;-;-;-;-;4
"313880 Luz";30;-;-;-;-;30
"313920 Malacacheta";1;-;-;-;-;1
"313925 Mamonas";82;-;-;-;-;82
"313930 Manga";17;-;-;-;-;17
"313940 Manhuaçu";3;-;-;-;-;3
"313960 Mantena";31;-;-;-;-;31
"313970 Maravilhas";11;-;-;-;-;11
"314000 Mariana";10;-;-;-;-;10
"314010 Marilac";2;-;-;-;-;2
"314015 Mário Campos";4;-;-;-;-;4
"314030 Marliéria";61;-;-;-;-;61
"314050 Martinho Campos";80;-;-;-;-;80
"314055 Mata Verde";1;-;-;-;-;1
"314070 Mateus Leme";8;-;-;-;-;8
"314085 Matias Cardoso";3;-;-;-;-;3
"314100 Mato Verde";5;-;-;-;-;5
"314110 Matozinhos";2;-;-;-;-;2
"314120 Matutina";2;-;-;-;-;2
"314170 Mesquita";8;-;-;-;-;8
"314200 Mirabela";199;-;-;-;-;199
"314210 Miradouro";7;-;-;-;-;7
"314220 Miraí";12;-;-;-;-;12
"314225 Miravânia";1;1;-;-;-;2
"314240 Moema";2;-;2;-;-;4
"314250 Monjolos";1;1;-;-;-;2
"314260 Monsenhor Paulo";1;-;-;-;-;1
"314270 Montalvânia";223;-;-;-;-;223
"314280 Monte Alegre de Minas";6;-;-;-;-;6
"314290 Monte Azul";18;-;-;-;-;18
"314310 Monte Carmelo";8;-;-;-;-;8
"314320 Monte Santo de Minas";2;-;-;-;-;2
"314340 Monte Sião";2;-;-;-;-;2
"314330 Montes Claros";245;-;-;-;-;245
"314350 Morada Nova de Minas";10;-;-;-;-;10
"314390 Muriaé";6;-;-;-;-;6
"314400 Mutum";5;-;-;-;-;5
"314435 Naque";19;-;-;-;-;19
"314460 Nepomuceno";11;-;-;-;-;11
"314467 Nova Belém";3;-;-;-;-;3
"314470 Nova Era";1;-;-;-;-;1
"314480 Nova Lima";3;-;-;-;-;3
"314500 Nova Ponte";7;-;-;-;-;7
"314505 Nova Porteirinha";61;-;-;-;-;61
"314520 Nova Serrana";625;1;1;-;-;627
"314535 Novo Oriente de Minas";1;-;-;-;-;1
"314545 Olhos-d'Água";2;-;-;-;-;2
"314560 Oliveira";4;-;-;-;-;4
"314600 Ouro Fino";1;-;-;-;-;1
"314610 Ouro Preto";4;-;-;-;-;4
"314620 Ouro Verde de Minas";1;-;-;-;-;1
"314655 Pai Pedro";20;-;-;-;-;20
"314640 Paineiras";3;-;-;-;-;3
"314650 Pains";1;-;-;-;-;1
"314690 Papagaios";8;-;-;-;-;8
"314710 Pará de Minas";2;-;-;-;-;2
"314700 Paracatu";127;-;-;-;-;127
"314730 Paraisópolis";2;-;-;-;-;2
"314740 Paraopeba";1;-;-;-;-;1
"314790 Passos";36;-;-;-;-;36
"314800 Patos de Minas";66;-;-;-;-;66
"314810 Patrocínio";75;-;-;-;-;75
"314870 Pedra Azul";1;-;-;-;-;1
"314880 Pedra do Anta";1;-;-;-;-;1
"314890 Pedra do Indaiá";1;-;-;-;-;1
"314915 Pedras de Maria da Cruz";1;-;-;-;-;1
"314920 Pedrinópolis";1;-;-;-;-;1
"314930 Pedro Leopoldo";3;-;-;-;-;3
"314940 Pedro Teixeira";-;1;-;-;-;1
"314960 Pequi";56;-;-;-;-;56
"314970 Perdigão";22;-;-;-;-;22
"314980 Perdizes";5;-;-;-;-;5
"314990 Perdões";2;-;-;-;-;2
"315015 Piedade de Caratinga";2;-;-;-;-;2
"315020 Piedade de Ponte Nova";8;-;-;-;-;8
"315050 Pimenta";1;-;-;-;-;1
"315070 Pirajuba";18;-;-;-;-;18
"315110 Pirapetinga";2;-;-;-;-;2
"315120 Pirapora";22;-;-;-;-;22
"315130 Piraúba";217;-;-;-;-;217
"315150 Piumhi";22;-;-;-;-;22
"315160 Planura";29;-;-;-;-;29
"315180 Poços de Caldas";1;-;-;-;-;1
"315200 Pompéu";6;-;-;-;-;6
"315210 Ponte Nova";5;-;-;-;-;5
"315213 Ponto Chique";40;-;-;-;-;40
"315217 Ponto dos Volantes";1;-;-;-;-;1
"315220 Porteirinha";78;-;-;-;-;78
"315230 Porto Firme";2;-;-;-;-;2
"315250 Pouso Alegre";2;-;-;-;-;2
"315280 Prata";83;2;-;-;-;85
"315310 Presidente Bernardes";2;-;-;-;-;2
"315370 Quartel Geral";1;-;-;-;-;1
"315400 Raul Soares";4;-;-;-;-;4
"315430 Resplendor";8;-;-;-;-;8
"315445 Riachinho";2;-;-;-;-;2
"315460 Ribeirão das Neves";10;-;-;-;-;10
"315480 Rio Acima";3;-;-;-;-;3
"315490 Rio Casca";2;-;-;-;-;2
"315550 Rio Paranaíba";1;-;-;-;-;1
"315570 Rio Piracicaba";1;-;-;-;-;1
"315580 Rio Pomba";13;-;-;-;-;13
"315630 Rodeiro";92;-;-;-;-;92
"315640 Romaria";2;-;-;-;-;2
"315650 Rubelita";1;-;-;-;-;1
"315670 Sabará";5;-;-;-;-;5
"315690 Sacramento";63;-;-;-;-;63
"315700 Salinas";1;-;-;-;-;1
"315710 Salto da Divisa";2;-;-;-;-;2
"315733 Santa Cruz de Minas";3;-;-;-;-;3
"315750 Santa Efigênia de Minas";1;-;-;-;-;1
"315760 Santa Fé de Minas";2;-;-;-;-;2
"315765 Santa Helena de Minas";1;-;-;-;-;1
"315770 Santa Juliana";42;-;-;-;-;42
"315780 Santa Luzia";2;-;-;-;-;2
"315800 Santa Maria de Itabira";1;-;-;-;-;1
"315810 Santa Maria do Salto";1;-;-;-;-;1
"315935 Santa Rita de Minas";1;-;-;-;-;1
"315980 Santa Vitória";13;-;-;-;-;13
"315880 Santana do Jacaré";1;-;-;-;-;1
"315895 Santana do Paraíso";190;-;-;-;-;190
"315900 Santana do Riacho";1;-;-;-;-;1
"315990 Santo Antônio do Amparo";1;-;-;-;-;1
"316030 Santo Antônio do Jacinto";2;-;-;-;-;2
"316040 Santo Antônio do Monte";4;-;-;-;-;4
"316050 Santo Antônio do Rio Abaixo";1;-;-;-;-;1
"316060 Santo Hipólito";2;-;-;-;-;2
"316070 Santos Dumont";1;-;-;-;-;1
"316100 São Domingos do Prata";1;-;-;-;-;1
"316110 São Francisco";34;-;-;-;-;34
"316150 São Geraldo";9;-;-;-;-;9
"316170 São Gonçalo do Abaeté";2;-;-;-;-;2
"316180 São Gonçalo do Pará";1;-;-;-;-;1
"316190 São Gonçalo do Rio Abaixo";1;-;-;-;-;1
"316200 São Gonçalo do Sapucaí";3;-;-;-;-;3
"316210 São Gotardo";1;-;-;-;-;1
"316220 São João Batista do Glória";1;-;-;-;-;1
"316225 São João da Lagoa";4;-;-;-;-;4
"316240 São João da Ponte";26;-;-;-;-;26
"316245 São João das Missões";54;-;-;-;-;54
"316250 São João del Rei";48;-;-;-;-;48
"316260 São João do Oriente";3;-;-;-;-;3
"316265 São João do Pacuí";8;-;-;-;-;8
"316270 São João do Paraíso";2;-;-;-;-;2
"316290 São João Nepomuceno";2;-;-;-;-;2
"316300 São José da Safira";1;-;-;-;-;1
"316310 São José da Varginha";6;-;-;-;-;6
"316390 São Pedro da União";1;-;-;-;-;1
"316400 São Pedro dos Ferros";1;-;-;-;-;1
"316430 São Roque de Minas";4;-;-;-;-;4
"316470 São Sebastião do Paraíso";28;-;-;-;-;28
"316520 São Thomé das Letras";2;-;-;-;-;2
"316500 São Tiago";2;-;-;-;-;2
"316540 Sapucaí-Mirim";1;-;-;-;-;1
"316560 Senador Cortes";1;-;-;-;-;1
"316570 Senador Firmino";5;-;-;-;-;5
"316600 Senhora de Oliveira";1;-;-;-;-;1
"316640 Seritinga";1;-;-;-;-;1
"316650 Serra Azul de Minas";1;-;-;-;-;1
"316680 Serra do Salitre";3;-;-;-;-;3
"316670 Serra dos Aimorés";1;-;-;-;-;1
"316690 Serrania";1;-;-;-;-;1
"316710 Serro";1;1;-;-;-;2
"316720 Sete Lagoas";10;-;-;-;-;10
"316555 Setubinha";2;-;-;-;-;2
"316790 Tabuleiro";1;-;-;-;-;1
"316800 Taiobeiras";2;-;-;-;-;2
"316805 Taparuba";1;-;-;-;-;1
"316840 Tarumirim";5;-;-;-;-;5
"316860 Teófilo Otoni";4;-;-;-;-;4
"316870 Timóteo";584;-;-;-;-;584
"316880 Tiradentes";1;-;-;-;-;1
"316900 Tocantins";1;-;-;-;-;1
"316920 Tombos";1;-;-;-;-;1
"316930 Três Corações";3;-;-;-;-;3
"316935 Três Marias";50;-;-;-;-;50
"316940 Três Pontas";28;-;1;-;-;29
"316950 Tumiritinga";7;-;-;-;-;7
"316960 Tupaciguara";22;-;-;-;-;22
"316970 Turmalina";5;-;-;-;-;5
"316990 Ubá";1687;-;3;-;-;1690
"317000 Ubaí";2;-;-;-;-;2
"317005 Ubaporanga";3;-;-;-;-;3
"317010 Uberaba";234;-;1;-;-;235
"317020 Uberlândia";299;-;-;-;-;299
"317040 Unaí";18;-;-;-;-;18
"317043 União de Minas";1;-;-;-;-;1
"317050 Urucânia";1;-;-;-;-;1
"317052 Urucuia";4;-;-;-;-;4
"317057 Vargem Alegre";3;-;-;-;-;3
"317070 Varginha";28;-;-;-;-;28
"317075 Varjão de Minas";1;-;-;-;-;1
"317080 Várzea da Palma";16;-;-;-;-;16
"317090 Varzelândia";37;-;-;-;-;37
"317100 Vazante";39;-;-;-;-;39
"317103 Verdelândia";24;-;-;-;-;24
"317110 Veríssimo";1;-;-;-;-;1
"317120 Vespasiano";2;-;-;-;-;2
"317130 Viçosa";7;-;-;-;-;7
"317170 Virgínia";1;-;-;-;-;1
"317190 Virgolândia";1;-;-;-;-;1
"317200 Visconde do Rio Branco";516;-;-;-;-;516
"320010 Afonso Cláudio";376;-;8;-;-;384
"320016 Água Doce do Norte";13;-;-;-;-;13
"320020 Alegre";6;-;-;-;-;6
"320030 Alfredo Chaves";2;-;-;-;-;2
"320040 Anchieta";5;-;-;-;-;5
"320050 Apiacá";1;-;-;-;-;1
"320060 Aracruz";29;-;-;-;-;29
"320070 Atilio Vivacqua";4;-;-;-;-;4
"320080 Baixo Guandu";28;-;-;-;-;28
"320090 Barra de São Francisco";188;-;-;-;-;188
"320100 Boa Esperança";4;-;-;-;-;4
"320110 Bom Jesus do Norte";1;-;-;-;-;1
"320115 Brejetuba";3;-;-;-;-;3
"320120 Cachoeiro de Itapemirim";470;-;-;-;-;470
"320130 Cariacica";634;1;1;-;-;636
"320140 Castelo";3;-;-;-;-;3
"320150 Colatina";152;-;1;-;-;153
"320160 Conceição da Barra";2;-;-;-;-;2
"320170 Conceição do Castelo";1;-;-;-;-;1
"320190 Domingos Martins";3;-;-;-;-;3
"320210 Ecoporanga";6;-;-;-;-;6
"320220 Fundão";8;-;-;-;-;8
"320230 Guaçuí";1;-;-;-;-;1
"320240 Guarapari";12;-;-;-;-;12
"320250 Ibiraçu";1;-;-;-;-;1
"320260 Iconha";5;-;-;-;-;5
"320280 Itapemirim";18;-;-;-;-;18
"320300 Iúna";1;-;-;-;-;1
"320305 Jaguaré";2;-;-;-;-;2
"320313 João Neiva";11;-;-;-;-;11
"320316 Laranja da Terra";79;-;-;-;-;79
"320320 Linhares";4;1;-;-;-;5
"320332 Marataízes";1;-;-;-;-;1
"320334 Marechal Floriano";5;-;-;-;-;5
"320335 Marilândia";1;-;-;-;-;1
"320340 Mimoso do Sul";2;-;-;-;-;2
"320350 Montanha";3;-;-;-;-;3
"320370 Muniz Freire";4;-;-;-;-;4
"320380 Muqui";4;-;-;-;-;4
"320390 Nova Venécia";83;-;-;-;-;83
"320400 Pancas";1;-;-;-;-;1
"320405 Pedro Canário";2;-;-;-;-;2
"320410 Pinheiros";1;-;-;-;-;1
"320420 Piúma";13;-;-;-;-;13
"320425 Ponto Belo";15;-;-;-;-;15
"320430 Presidente Kennedy";7;-;-;-;-;7
"320435 Rio Bananal";2;-;-;-;-;2
"320450 Santa Leopoldina";1;-;-;-;-;1
"320455 Santa Maria de Jetibá";8;-;-;-;-;8
"320460 Santa Teresa";1;-;-;-;-;1
"320465 São Domingos do Norte";1;-;-;-;-;1
"320470 São Gabriel da Palha";1;-;-;-;-;1
"320490 São Mateus";14;-;-;-;-;14
"320495 São Roque do Canaã";4;-;-;-;-;4
"320500 Serra";1187;-;1;-;-;1188
"320501 Sooretama";9;-;-;-;-;9
"320503 Vargem Alta";1;-;-;-;-;1
"320510 Viana";190;-;2;-;-;192
"320515 Vila Pavão";16;-;-;-;-;16
"320520 Vila Velha";1159;-;4;-;-;1163
"320530 Vitória";1164;-;13;-;-;1177
"330010 Angra dos Reis";5;-;-;-;-;5
"330015 Aperibé";4;-;-;-;-;4
"330020 Araruama";4;-;-;-;-;4
"330025 Arraial do Cabo";19;-;-;-;-;19
"330030 Barra do Piraí";17;-;-;-;-;17
"330040 Barra Mansa";4;-;-;-;-;4
"330045 Belford Roxo";25;-;-;-;-;25
"330060 Bom Jesus do Itabapoana";15;-;-;-;-;15
"330070 Cabo Frio";4;-;-;-;-;4
"330080 Cachoeiras de Macacu";21;-;-;-;-;21
"330090 Cambuci";4;-;-;-;-;4
"330100 Campos dos Goytacazes";106;-;-;-;-;106
"330115 Cardoso Moreira";8;-;-;-;-;8
"330120 Carmo";4;-;-;-;-;4
"330130 Casimiro de Abreu";16;-;-;-;-;16
"330150 Cordeiro";1;-;-;-;-;1
"330170 Duque de Caxias";212;-;-;-;-;212
"330185 Guapimirim";7;-;-;-;-;7
"330190 Itaboraí";4;-;-;-;-;4
"330205 Italva";14;-;-;-;-;14
"330210 Itaocara";5;-;-;-;-;5
"330220 Itaperuna";115;-;-;-;-;115
"330225 Itatiaia";2;-;-;-;-;2
"330230 Laje do Muriaé";2;-;-;-;-;2
"330240 Macaé";44;-;-;-;-;44
"330250 Magé";19;-;-;-;-;19
"330270 Maricá";194;-;-;-;-;194
"330285 Mesquita";3;-;-;-;-;3
"330300 Miracema";1;-;-;-;-;1
"330320 Nilópolis";3;-;-;-;-;3
"330330 Niterói";95;-;-;-;-;95
"330340 Nova Friburgo";2;-;-;-;-;2
"330370 Paraíba do Sul";2;-;-;-;-;2
"330380 Paraty";6;-;-;-;-;6
"330390 Petrópolis";3;-;-;-;-;3
"330395 Pinheiral";2;-;-;-;-;2
"330400 Piraí";1;-;-;-;-;1
"330410 Porciúncula";4;-;-;-;-;4
"330414 Queimados";4;-;-;-;-;4
"330415 Quissamã";3;-;-;-;-;3
"330420 Resende";6;-;-;-;-;6
"330430 Rio Bonito";18;-;-;-;-;18
"330452 Rio das Ostras";42;-;-;-;-;42
"330455 Rio de Janeiro";2845;1;-;-;1;2847
"330470 Santo Antônio de Pádua";54;-;-;-;-;54
"330480 São Fidélis";35;-;-;-;-;35
"330490 São Gonçalo";23;-;-;-;-;23
"330500 São João da Barra";3;-;-;-;-;3
"330510 São João de Meriti";1;-;-;-;-;1
"330513 São José de Ubá";1;-;-;-;-;1
"330520 São Pedro da Aldeia";1;-;-;-;-;1
"330540 Sapucaia";5;-;-;-;-;5
"330550 Saquarema";64;-;-;-;-;64
"330560 Silva Jardim";2;-;-;-;-;2
"330570 Sumidouro";1;-;-;-;-;1
"330600 Três Rios";1;-;-;-;-;1
"330620 Vassouras";1;-;-;-;-;1
"330630 Volta Redonda";63;-;-;-;-;63
"350010 Adamantina";8;-;-;-;-;8
"350020 Adolfo";107;-;-;-;-;107
"350030 Aguaí";11;-;-;-;-;11
"350050 Águas de Lindóia";2;-;-;-;-;2
"350070 Agudos";40;-;-;-;-;40
"350090 Altair";8;-;-;-;-;8
"350120 Álvares Florence";4;-;-;-;-;4
"350130 Álvares Machado";1;-;-;-;-;1
"350160 Americana";13;-;-;-;-;13
"350170 Américo Brasiliense";7;-;-;-;-;7
"350180 Américo de Campos";2;-;-;-;-;2
"350190 Amparo";7;-;-;-;-;7
"350210 Andradina";270;1;32;1;-;304
"350230 Anhembi";1;-;-;-;-;1
"350250 Aparecida";3;-;-;-;-;3
"350280 Araçatuba";48;-;-;-;-;48
"350290 Araçoiaba da Serra";1;-;-;-;-;1
"350300 Aramina";54;-;-;-;-;54
"350320 Araraquara";983;1;6;-;-;990
"350330 Araras";12;-;-;-;-;12
"350370 Ariranha";4;-;-;-;-;4
"350380 Artur Nogueira";78;-;-;-;-;78
"350390 Arujá";1;-;-;-;-;1
"350400 Assis";10;-;-;-;-;10
"350410 Atibaia";58;1;-;-;-;59
"350420 Auriflama";4;-;-;-;-;4
"350440 Avanhandava";2;-;-;-;-;2
"350450 Avaré";4;-;-;-;-;4
"350460 Bady Bassitt";24;-;-;-;-;24
"350480 Bálsamo";3;-;-;-;-;3
"350490 Bananal";1;-;-;-;-;1
"350510 Barbosa";1;-;-;-;-;1
"350520 Bariri";1;-;-;-;-;1
"350550 Barretos";220;-;2;-;-;222
"350570 Barueri";2;-;-;-;-;2
"350580 Bastos";1;-;-;-;-;1
"350590 Batatais";4;-;-;-;-;4
"350600 Bauru";200;-;2;-;-;202
"350610 Bebedouro";50;-;4;-;-;54
"350635 Bertioga";10;1;-;-;-;11
"350640 Bilac";6;-;-;-;-;6
"350650 Birigui";28;-;-;-;-;28
"350680 Bocaina";1;-;-;-;-;1
"350730 Boracéia";2;-;-;-;-;2
"350740 Borborema";3;-;-;-;-;3
"350750 Botucatu";4;-;-;-;-;4
"350760 Bragança Paulista";8;-;-;-;-;8
"350770 Braúna";1;-;-;-;-;1
"350775 Brejo Alegre";1;-;-;-;-;1
"350780 Brodowski";1;-;-;-;-;1
"350790 Brotas";1;-;-;-;-;1
"350810 Buritama";2;-;-;-;-;2
"350820 Buritizal";13;-;-;-;-;13
"350840 Cabreúva";9;-;-;-;-;9
"350850 Caçapava";13;-;-;-;-;13
"350860 Cachoeira Paulista";19;-;-;-;-;19
"350870 Caconde";8;-;-;-;-;8
"350880 Cafelândia";1;-;-;-;-;1
"350900 Caieiras";1;-;-;-;-;1
"350910 Caiuá";45;-;-;-;-;45
"350930 Cajobi";1;-;-;-;-;1
"350940 Cajuru";3;-;-;-;-;3
"350950 Campinas";225;-;-;-;-;225
"350960 Campo Limpo Paulista";3;-;-;-;-;3
"350995 Canas";1;-;-;-;-;1
"351000 Cândido Mota";4;-;-;-;-;4
"351050 Caraguatatuba";17;-;-;-;-;17
"351060 Carapicuíba";1;-;-;-;-;1
"351070 Cardoso";5;-;-;-;-;5
"351080 Casa Branca";5;-;-;-;-;5
"351090 Cássia dos Coqueiros";1;-;-;-;-;1
"351100 Castilho";94;-;-;-;-;94
"351110 Catanduva";81;2;6;-;-;89
"351120 Catiguá";1;-;-;-;-;1
"351130 Cedral";132;-;-;-;-;132
"351160 Cesário Lange";1;-;-;-;-;1
"351170 Charqueada";1;-;-;-;-;1
"355720 Chavantes";90;4;-;-;-;94
"351190 Clementina";1;-;-;-;-;1
"351210 Colômbia";2;-;-;-;-;2
"351220 Conchal";6;-;-;-;-;6
"351230 Conchas";3;-;-;-;-;3
"351240 Cordeirópolis";2;-;-;-;-;2
"351280 Cosmópolis";1;-;-;-;-;1
"351290 Cosmorama";3;-;-;-;-;3
"351300 Cotia";3;-;-;-;-;3
"351310 Cravinhos";4;-;-;-;-;4
"351340 Cruzeiro";14;-;-;-;-;14
"351350 Cubatão";4;-;-;-;-;4
"351360 Cunha";2;-;-;-;-;2
"351370 Descalvado";5;-;-;-;-;5
"351380 Diadema";9;-;-;-;-;9
"351440 Dracena";3;-;-;-;-;3
"351460 Dumont";1;-;-;-;-;1
"351492 Elisiário";1;-;-;-;-;1
"351495 Embaúba";1;-;-;-;-;1
"351500 Embu das Artes";1;-;-;-;-;1
"351510 Embu-Guaçu";1;-;-;-;-;1
"351512 Emilianópolis";1;-;-;-;-;1
"351515 Engenheiro Coelho";3;-;-;-;-;3
"351518 Espírito Santo do Pinhal";6;-;1;-;-;7
"351519 Espírito Santo do Turvo";1;-;-;-;-;1
"351520 Estrela d'Oeste";17;-;-;-;-;17
"351550 Fernandópolis";115;-;-;-;-;115
"351570 Ferraz de Vasconcelos";3;-;-;-;-;3
"351600 Flórida Paulista";3;-;-;-;-;3
"351620 Franca";207;-;-;-;-;207
"351630 Francisco Morato";4;-;-;-;-;4
"351660 Gália";1;-;-;-;-;1
"351670 Garça";1;1;-;-;-;2
"351685 Gavião Peixoto";10;-;-;-;-;10
"351690 General Salgado";17;-;-;-;-;17
"351700 Getulina";1;-;-;-;-;1
"351720 Guaiçara";3;-;-;-;-;3
"351730 Guaimbê";2;-;-;-;-;2
"351740 Guaíra";14;-;-;-;-;14
"351750 Guapiaçu";9;-;-;-;-;9
"351760 Guapiara";1;-;-;-;-;1
"351770 Guará";31;-;-;-;-;31
"351780 Guaraçaí";7;-;-;-;-;7
"351790 Guaraci";15;-;-;-;-;15
"351810 Guarantã";1;-;-;-;-;1
"351820 Guararapes";37;-;-;-;-;37
"351830 Guararema";2;-;-;-;-;2
"351840 Guaratinguetá";2;-;-;-;-;2
"351860 Guariba";2;-;-;-;-;2
"351870 Guarujá";43;-;-;-;-;43
"351880 Guarulhos";75;2;-;-;-;77
"351885 Guatapará";1;-;-;-;-;1
"351890 Guzolândia";1;-;-;-;-;1
"351905 Holambra";6;-;-;-;-;6
"351907 Hortolândia";40;-;-;-;-;40
"351910 Iacanga";1;-;-;-;-;1
"351925 Iaras";1;-;-;-;-;1
"351930 Ibaté";4;-;-;-;-;4
"351940 Ibirá";2;-;-;-;-;2
"351960 Ibitinga";21;-;-;-;-;21
"351970 Ibiúna";2;-;-;-;-;2
"351990 Iepê";3;-;-;-;-;3
"352010 Igarapava";62;-;-;-;-;62
"352020 Igaratá";1;-;-;-;-;1
"352042 Ilha Comprida";2;-;-;-;-;2
"352044 Ilha Solteira";21;-;-;-;-;21
"352040 Ilhabela";43;-;-;-;-;43
"352050 Indaiatuba";15;-;-;-;-;15
"352070 Indiaporã";19;-;2;-;-;21
"352080 Inúbia Paulista";2;-;-;-;-;2
"352090 Ipaussu";1;-;-;-;-;1
"352100 Iperó";1;-;-;-;-;1
"352115 Ipiguá";67;-;18;-;-;85
"352130 Ipuã";23;-;-;-;-;23
"352140 Iracemápolis";5;-;-;-;-;5
"352160 Irapuru";2;-;-;-;-;2
"352190 Itajobi";27;-;1;-;-;28
"352210 Itanhaém";6;-;-;-;-;6
"352220 Itapecerica da Serra";1;-;-;-;-;1
"352230 Itapetininga";8;-;-;-;-;8
"352250 Itapevi";1;-;-;-;-;1
"352260 Itapira";1;-;-;-;-;1
"352270 Itápolis";6;-;-;-;-;6
"352280 Itaporanga";6;-;-;-;-;6
"352290 Itapuí";4;-;-;-;-;4
"352300 Itapura";8;-;-;-;-;8
"352310 Itaquaquecetuba";5;-;-;-;-;5
"352330 Itariri";3;-;-;-;-;3
"352340 Itatiba";4;-;-;-;-;4
"352360 Itirapina";1;-;-;-;-;1
"352370 Itirapuã";8;-;-;-;-;8
"352380 Itobi";2;-;-;-;-;2
"352390 Itu";16;-;-;-;-;16
