DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2017
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"311910 Corinto";42;-;-;-;-;42
"311920 Coroaci";2;-;-;-;-;2
"311930 Coromandel";1;-;-;-;-;1
"311940 Coronel Fabriciano";738;-;-;-;-;738
"311950 Coronel Murta";4;-;-;-;-;4
"312010 Couto de Magalhães de Minas";30;-;-;-;-;30
"312020 Cristais";1;-;-;-;-;1
"312060 Crucilândia";-;1;-;-;-;1
"312070 Cruzeiro da Fortaleza";1;-;-;-;-;1
"312080 Cruzília";3;-;-;-;-;3
"312083 Cuparaque";9;-;-;-;-;9
"312090 Curvelo";76;-;-;-;-;76
"312160 Diamantina";17;-;-;-;-;17
"312210 Divino das Laranjeiras";79;5;-;-;-;84
"312230 Divinópolis";76;-;-;-;-;76
"312290 Dona Eusébia";1;-;-;-;-;1
"312320 Dores do Indaiá";6;-;-;-;-;6
"312340 Doresópolis";1;-;-;-;-;1
"312350 Douradoquara";3;-;-;-;-;3
"312360 Elói Mendes";85;-;-;-;-;85
"312370 Engenheiro Caldas";4;-;-;-;-;4
"312390 Entre Rios de Minas";1;-;-;-;-;1
"312410 Esmeraldas";2;-;-;-;-;2
"312470 Estrela do Indaiá";18;-;-;-;-;18
"312490 Eugenópolis";1;-;-;-;-;1
"312520 Fama";2;-;-;-;-;2
"312560 Felisburgo";3;-;-;-;-;3
"312570 Felixlândia";4;-;-;-;-;4
"312580 Fernandes Tourinho";1;-;-;-;-;1
"312595 Fervedouro";2;-;-;-;-;2
"312610 Formiga";1;-;-;-;-;1
"312620 Formoso";1;-;-;-;-;1
"312650 Francisco Badaró";1;-;-;-;-;1
"312670 Francisco Sá";22;-;-;-;-;22
"312675 Franciscópolis";4;-;-;-;-;4
"312680 Frei Gaspar";2;-;-;-;-;2
"312690 Frei Inocêncio";2;-;-;-;-;2
"312700 Fronteira";2;-;-;-;-;2
"312705 Fronteira dos Vales";5;-;-;-;-;5
"312710 Frutal";1;-;-;-;-;1
"312730 Galiléia";4;-;-;-;-;4
"312735 Glaucilândia";1;-;-;-;-;1
"312738 Goianá";1;-;-;-;-;1
"312760 Gouveia";2;-;-;-;-;2
"312770 Governador Valadares";2016;1;-;-;-;2017
"312790 Grupiara";2;-;-;-;-;2
"312800 Guanhães";3;-;-;-;-;3
"312830 Guaranésia";1;-;-;-;-;1
"312870 Guaxupé";1;-;-;-;-;1
"312880 Guidoval";4;-;-;-;-;4
"312890 Guimarânia";10;-;-;-;-;10
"312900 Guiricema";1;-;-;-;-;1
"312910 Gurinhatã";52;-;-;-;-;52
"312930 Iapu";9;-;-;-;-;9
"312950 Ibiá";5;-;-;-;-;5
"312960 Ibiaí";1;-;-;-;-;1
"312965 Ibiracatu";140;-;-;-;-;140
"312970 Ibiraci";5;-;-;-;-;5
"312980 Ibirité";42;-;-;-;-;42
"313005 Icaraí de Minas";2;-;-;-;-;2
"313010 Igarapé";6;-;-;-;-;6
"313020 Igaratinga";12;-;-;-;-;12
"313055 Imbé de Minas";2;-;-;-;-;2
"313060 Inconfidentes";1;-;-;-;-;1
"313065 Indaiabira";1;-;-;-;-;1
"313090 Inhapim";117;-;-;-;-;117
"313100 Inhaúma";1;-;-;-;-;1
"313110 Inimutaba";2;-;-;-;-;2
"313115 Ipaba";62;-;-;-;-;62
"313120 Ipanema";2;-;-;-;-;2
"313130 Ipatinga";1336;-;-;-;-;1336
"313140 Ipiaçu";6;-;-;-;-;6
"313160 Iraí de Minas";1;-;-;-;-;1
"313170 Itabira";31;-;-;-;-;31
"313180 Itabirinha";13;-;-;-;-;13
"313190 Itabirito";8;-;-;-;-;8
"313210 Itacarambi";4;-;-;-;-;4
"313240 Itajubá";6;-;-;-;-;6
"313270 Itambacuri";32;-;-;-;-;32
"313320 Itanhomi";6;-;-;-;-;6
"313340 Itapagipe";107;-;-;-;-;107
"313350 Itapecerica";13;1;-;-;-;14
"313370 Itatiaiuçu";1;-;-;-;-;1
"313375 Itaú de Minas";5;-;-;-;-;5
"313380 Itaúna";2;-;-;-;-;2
"313400 Itinga";18;-;-;-;-;18
"313420 Ituiutaba";182;-;-;-;-;182
"313440 Iturama";26;-;-;-;-;26
"313460 Jaboticatubas";3;-;-;-;-;3
"313480 Jacuí";1;-;-;-;-;1
"313490 Jacutinga";1;-;-;-;-;1
"313500 Jaguaraçu";5;-;-;-;-;5
"313505 Jaíba";1;-;-;-;-;1
"313507 Jampruca";7;-;-;-;-;7
"313510 Janaúba";199;-;-;-;-;199
"313520 Januária";17;-;-;-;-;17
"313535 Japonvar";49;-;-;-;-;49
"313540 Jeceaba";1;-;-;-;-;1
"313550 Jequeri";2;-;-;-;-;2
"313560 Jequitaí";6;-;-;-;-;6
"313580 Jequitinhonha";10;-;-;-;-;10
"313600 Joaíma";35;-;-;-;-;35
"313610 Joanésia";4;-;-;-;-;4
"313620 João Monlevade";9;-;-;-;-;9
"313630 João Pinheiro";7;-;-;-;-;7
"313650 Jordânia";3;-;-;-;-;3
"313665 Juatuba";5;-;-;-;-;5
"313670 Juiz de Fora";75;-;-;-;-;75
"313700 Ladainha";8;-;-;-;-;8
"313720 Lagoa da Prata";6;-;-;-;-;6
"313730 Lagoa dos Patos";1;-;-;-;-;1
"313750 Lagoa Formosa";6;-;-;-;-;6
"313753 Lagoa Grande";4;-;-;-;-;4
"313760 Lagoa Santa";5;-;-;-;-;5
"313770 Lajinha";5;1;-;-;-;6
"313780 Lambari";3;-;-;-;-;3
"313810 Lassance";2;-;-;-;-;2
"313820 Lavras";13;-;-;-;-;13
"313835 Leme do Prado";12;-;-;-;-;12
"313840 Leopoldina";12;-;-;-;-;12
"313860 Lima Duarte";1;-;-;-;-;1
"313862 Limeira do Oeste";7;-;-;-;-;7
"313867 Luisburgo";1;-;-;-;-;1
"313868 Luislândia";29;-;-;-;-;29
"313870 Luminárias";7;-;-;-;-;7
"313880 Luz";1;-;-;-;-;1
"313890 Machacalis";1;-;-;-;-;1
"313900 Machado";1;-;-;-;-;1
"313920 Malacacheta";1;-;-;-;-;1
"313925 Mamonas";2;-;-;-;-;2
"313930 Manga";8;-;-;-;-;8
"313940 Manhuaçu";5;-;-;-;-;5
"313960 Mantena";1;-;-;-;-;1
"313970 Maravilhas";1;-;-;-;-;1
"314000 Mariana";3;-;-;-;-;3
"314010 Marilac";1;-;-;-;-;1
"314015 Mário Campos";9;-;-;-;-;9
"314030 Marliéria";1;-;-;-;-;1
"314050 Martinho Campos";4;-;-;-;-;4
"314070 Mateus Leme";10;-;-;-;-;10
"314080 Matias Barbosa";1;-;-;-;-;1
"314085 Matias Cardoso";1;-;-;-;-;1
"314090 Matipó";1;-;-;-;-;1
"314100 Mato Verde";2;-;-;-;-;2
"314110 Matozinhos";1;-;-;-;-;1
"314120 Matutina";1;-;-;-;-;1
"314140 Medina";289;-;-;-;-;289
"314160 Mercês";1;-;-;-;-;1
"314170 Mesquita";7;-;-;-;-;7
"314180 Minas Novas";1;-;-;-;-;1
"314200 Mirabela";1;-;-;-;-;1
"314210 Miradouro";2;-;-;-;-;2
"314220 Miraí";3;-;-;-;-;3
"314230 Moeda";1;-;-;-;-;1
"314250 Monjolos";6;-;-;-;-;6
"314260 Monsenhor Paulo";72;-;-;-;-;72
"314270 Montalvânia";29;-;-;-;-;29
"314280 Monte Alegre de Minas";90;-;-;-;-;90
"314290 Monte Azul";1;-;-;-;-;1
"314300 Monte Belo";3;-;-;-;-;3
"314310 Monte Carmelo";90;-;-;-;-;90
"314330 Montes Claros";81;-;-;-;-;81
"314350 Morada Nova de Minas";13;-;-;-;-;13
"314390 Muriaé";84;-;-;-;-;84
"314400 Mutum";42;-;-;-;-;42
"314430 Nanuque";53;-;-;-;-;53
"314435 Naque";4;-;-;-;-;4
"314450 Nazareno";1;-;-;-;-;1
"314460 Nepomuceno";7;-;-;-;-;7
"314480 Nova Lima";103;-;-;-;-;103
"314505 Nova Porteirinha";3;-;-;-;-;3
"314520 Nova Serrana";13;-;-;-;-;13
"314530 Novo Cruzeiro";11;-;-;-;-;11
"314535 Novo Oriente de Minas";1;-;-;-;-;1
"314610 Ouro Preto";3;-;-;-;-;3
"314620 Ouro Verde de Minas";6;-;-;-;-;6
"314630 Padre Paraíso";23;-;-;-;-;23
"314655 Pai Pedro";4;-;-;-;-;4
"314640 Paineiras";1;-;-;-;-;1
"314650 Pains";5;-;-;-;-;5
"314670 Palma";1;-;-;-;-;1
"314690 Papagaios";4;-;-;-;-;4
"314710 Pará de Minas";88;-;-;-;-;88
"314700 Paracatu";124;-;-;-;-;124
"314730 Paraisópolis";2;-;-;-;-;2
"314740 Paraopeba";38;-;-;-;-;38
"314760 Passa Quatro";1;-;-;-;-;1
"314790 Passos";6;-;-;-;-;6
"314800 Patos de Minas";447;-;-;-;-;447
"314810 Patrocínio";42;-;-;-;-;42
"314820 Patrocínio do Muriaé";1;-;-;-;-;1
"314870 Pedra Azul";73;-;-;-;-;73
"314910 Pedralva";1;-;-;-;-;1
"314930 Pedro Leopoldo";2;-;-;-;-;2
"314960 Pequi";1;-;-;-;-;1
"314970 Perdigão";25;-;-;-;-;25
"314980 Perdizes";2;-;-;-;-;2
"314995 Periquito";3;-;-;-;-;3
"315015 Piedade de Caratinga";5;-;-;-;-;5
"315050 Pimenta";1;-;-;-;-;1
"315053 Pingo-d'Água";13;-;-;-;-;13
"315057 Pintópolis";2;-;-;-;-;2
"315070 Pirajuba";19;-;-;-;-;19
"315080 Piranga";3;-;-;-;-;3
"315120 Pirapora";15;-;-;-;-;15
"315130 Piraúba";3;-;-;-;-;3
"315150 Piumhi";1;-;-;-;-;1
"315160 Planura";7;-;-;-;-;7
"315180 Poços de Caldas";2;-;-;-;-;2
"315200 Pompéu";5;-;-;-;-;5
"315217 Ponto dos Volantes";4;-;-;-;-;4
"315220 Porteirinha";467;-;-;-;-;467
"315240 Poté";2;-;-;-;-;2
"315250 Pouso Alegre";6;-;-;-;-;6
"315270 Prados";1;-;-;-;-;1
"315280 Prata";73;-;-;-;-;73
"315290 Pratápolis";1;-;-;-;-;1
"315310 Presidente Bernardes";2;-;-;-;-;2
"315320 Presidente Juscelino";1;-;-;-;-;1
"315370 Quartel Geral";3;-;-;-;-;3
"315400 Raul Soares";1;-;-;-;-;1
"315430 Resplendor";43;-;-;-;-;43
"315445 Riachinho";1;-;-;-;-;1
"315460 Ribeirão das Neves";63;-;-;-;-;63
"315480 Rio Acima";2;-;-;-;-;2
"315490 Rio Casca";4;-;-;-;-;4
"315500 Rio Doce";1;-;-;-;-;1
"315540 Rio Novo";1;-;-;-;-;1
"315550 Rio Paranaíba";6;-;-;-;-;6
"315580 Rio Pomba";17;-;-;-;-;17
"315620 Rochedo de Minas";1;-;-;-;-;1
"315645 Rosário da Limeira";2;-;-;-;-;2
"315660 Rubim";1;-;-;-;-;1
"315670 Sabará";6;-;-;-;-;6
"315690 Sacramento";11;-;-;-;-;11
"315710 Salto da Divisa";12;-;-;-;-;12
"315725 Santa Bárbara do Leste";3;-;-;-;-;3
"315760 Santa Fé de Minas";2;-;-;-;-;2
"315770 Santa Juliana";4;-;-;-;-;4
"315780 Santa Luzia";3;-;-;-;-;3
"315790 Santa Margarida";2;-;-;-;-;2
"315810 Santa Maria do Salto";1;-;-;-;-;1
"315820 Santa Maria do Suaçuí";1;-;-;-;-;1
"315940 Santa Rita de Ibitipoca";1;-;-;-;-;1
"315950 Santa Rita do Itueto";8;-;-;-;-;8
"315960 Santa Rita do Sapucaí";3;-;-;-;-;3
"315970 Santa Rosa da Serra";4;-;-;-;-;4
"315980 Santa Vitória";25;-;-;-;-;25
"315850 Santana de Pirapama";2;-;-;-;-;2
"315890 Santana do Manhuaçu";1;-;-;-;-;1
"315895 Santana do Paraíso";75;-;-;-;-;75
"315900 Santana do Riacho";1;-;-;-;-;1
"316030 Santo Antônio do Jacinto";25;-;-;-;-;25
"316060 Santo Hipólito";5;-;-;-;-;5
"316070 Santos Dumont";3;-;-;-;-;3
"316080 São Bento Abade";12;-;-;-;-;12
"316110 São Francisco";197;1;-;-;-;198
"316140 São Francisco do Glória";1;-;-;-;-;1
"316165 São Geraldo do Baixio";1;-;-;-;-;1
"316180 São Gonçalo do Pará";16;-;-;-;-;16
"316190 São Gonçalo do Rio Abaixo";1;-;-;-;-;1
"316200 São Gonçalo do Sapucaí";11;-;-;-;-;11
"316210 São Gotardo";7;-;-;-;-;7
"316225 São João da Lagoa";4;-;-;-;-;4
"316240 São João da Ponte";3;-;-;-;-;3
"316250 São João del Rei";29;-;-;-;-;29
"316257 São João do Manteninha";1;-;-;-;-;1
"316260 São João do Oriente";5;-;-;-;-;5
"316290 São João Nepomuceno";10;-;-;-;-;10
"316292 São Joaquim de Bicas";5;-;-;-;-;5
"316294 São José da Barra";1;-;-;-;-;1
"316300 São José da Safira";4;-;-;-;-;4
"316330 São José do Divino";4;-;-;-;-;4
"316390 São Pedro da União";1;-;-;-;-;1
"316400 São Pedro dos Ferros";2;-;-;-;-;2
"316420 São Romão";1;-;-;-;-;1
"316460 São Sebastião do Oeste";1;1;-;-;-;2
"316470 São Sebastião do Paraíso";18;-;-;-;-;18
"316553 Sarzedo";8;-;-;-;-;8
"316570 Senador Firmino";2;-;-;-;-;2
"316680 Serra do Salitre";1;-;-;-;-;1
"316670 Serra dos Aimorés";8;-;-;-;-;8
"316690 Serrania";2;-;-;-;-;2
"316720 Sete Lagoas";25;-;-;-;-;25
"316555 Setubinha";67;-;-;-;-;67
"316730 Silveirânia";1;-;-;-;-;1
"316770 Sobrália";1;-;-;-;-;1
"316780 Soledade de Minas";1;-;-;-;-;1
"316790 Tabuleiro";5;-;-;-;-;5
"316800 Taiobeiras";1;-;-;-;-;1
"316860 Teófilo Otoni";26;1;-;-;-;27
"316870 Timóteo";218;1;-;-;-;219
"316880 Tiradentes";2;-;-;-;-;2
"316890 Tiros";2;-;-;-;-;2
"316900 Tocantins";18;-;-;-;-;18
"316930 Três Corações";938;-;-;-;-;938
"316935 Três Marias";6;-;-;-;-;6
"316940 Três Pontas";172;-;-;-;-;172
"316950 Tumiritinga";27;-;-;-;-;27
"316960 Tupaciguara";45;-;-;-;-;45
"316970 Turmalina";369;-;-;-;-;369
"316990 Ubá";99;-;1;-;-;100
"317010 Uberaba";99;-;-;-;-;99
"317020 Uberlândia";847;-;-;-;-;847
"317040 Unaí";12;-;-;-;-;12
"317047 Uruana de Minas";7;-;-;-;-;7
"317057 Vargem Alegre";4;-;-;-;-;4
"317070 Varginha";346;-;-;-;-;346
"317075 Varjão de Minas";2;-;-;-;-;2
"317080 Várzea da Palma";8;-;-;-;-;8
"317090 Varzelândia";517;3;-;-;-;520
"317100 Vazante";5;-;-;-;-;5
"317103 Verdelândia";2;-;-;-;-;2
"317120 Vespasiano";4;-;-;-;-;4
"317130 Viçosa";6;-;-;-;-;6
"317160 Virgem da Lapa";1;-;-;-;-;1
"317180 Virginópolis";1;-;-;-;-;1
"317200 Visconde do Rio Branco";15;-;-;-;-;15
"320010 Afonso Cláudio";7;-;-;-;-;7
"320016 Água Doce do Norte";1;-;-;-;-;1
"320020 Alegre";2;-;-;-;-;2
"320040 Anchieta";2;-;-;-;-;2
"320060 Aracruz";7;-;-;-;-;7
"320070 Atilio Vivacqua";1;-;-;-;-;1
"320080 Baixo Guandu";22;-;-;-;-;22
"320090 Barra de São Francisco";39;-;-;-;-;39
"320100 Boa Esperança";19;-;-;-;-;19
"320110 Bom Jesus do Norte";1;-;-;-;-;1
"320115 Brejetuba";1;-;-;-;-;1
"320120 Cachoeiro de Itapemirim";503;-;-;-;-;503
"320130 Cariacica";482;-;-;-;-;482
"320140 Castelo";1;-;-;-;-;1
"320150 Colatina";13;-;-;-;-;13
"320160 Conceição da Barra";29;-;-;-;-;29
"320170 Conceição do Castelo";1;-;-;-;-;1
"320190 Domingos Martins";4;-;-;-;-;4
"320210 Ecoporanga";1;-;-;-;-;1
"320220 Fundão";5;-;-;-;-;5
"320240 Guarapari";11;-;-;-;-;11
"320260 Iconha";5;-;-;-;-;5
"320280 Itapemirim";34;-;-;-;-;34
"320305 Jaguaré";5;-;-;-;-;5
"320310 Jerônimo Monteiro";2;-;-;-;-;2
"320313 João Neiva";10;-;-;-;-;10
"320316 Laranja da Terra";7;-;-;-;-;7
"320320 Linhares";6;-;-;-;-;6
"320330 Mantenópolis";1;-;-;-;-;1
"320332 Marataízes";17;-;-;-;-;17
"320334 Marechal Floriano";3;-;-;-;-;3
"320340 Mimoso do Sul";2;-;-;-;-;2
"320350 Montanha";7;-;-;-;-;7
"320370 Muniz Freire";10;1;-;-;-;11
"320380 Muqui";4;-;-;-;-;4
"320390 Nova Venécia";475;2;-;-;-;477
"320400 Pancas";2;-;-;-;-;2
"320405 Pedro Canário";3;-;-;-;-;3
"320410 Pinheiros";1;-;-;-;-;1
"320420 Piúma";4;-;-;-;-;4
"320430 Presidente Kennedy";4;-;-;-;-;4
"320435 Rio Bananal";3;-;-;-;-;3
"320440 Rio Novo do Sul";1;-;-;-;-;1
"320450 Santa Leopoldina";8;-;-;-;-;8
"320455 Santa Maria de Jetibá";3;-;-;-;-;3
"320460 Santa Teresa";6;-;-;-;-;6
"320465 São Domingos do Norte";1;-;-;-;-;1
"320470 São Gabriel da Palha";109;1;-;-;-;110
"320480 São José do Calçado";2;-;-;-;-;2
"320490 São Mateus";8;-;-;-;-;8
"320495 São Roque do Canaã";1;-;-;-;-;1
"320500 Serra";701;1;-;-;-;702
"320501 Sooretama";17;-;-;-;-;17
"320503 Vargem Alta";8;-;-;-;-;8
"320506 Venda Nova do Imigrante";1;-;-;-;-;1
"320510 Viana";26;-;-;-;-;26
"320515 Vila Pavão";19;-;-;-;-;19
"320517 Vila Valério";4;-;-;-;-;4
"320520 Vila Velha";1583;-;-;-;-;1583
"320530 Vitória";905;-;-;-;-;905
"330010 Angra dos Reis";4;-;-;-;-;4
"330020 Araruama";9;-;-;-;-;9
"330022 Areal";42;-;-;-;-;42
"330023 Armação dos Búzios";1;-;-;-;-;1
"330025 Arraial do Cabo";13;-;-;-;-;13
"330030 Barra do Piraí";18;-;-;-;-;18
"330040 Barra Mansa";3;-;-;-;-;3
"330045 Belford Roxo";42;-;-;-;-;42
"330050 Bom Jardim";1;-;-;-;-;1
"330060 Bom Jesus do Itabapoana";31;-;-;-;-;31
"330070 Cabo Frio";5;-;-;-;-;5
"330080 Cachoeiras de Macacu";1;-;-;-;-;1
"330100 Campos dos Goytacazes";26;-;-;-;-;26
"330110 Cantagalo";1;-;-;-;-;1
"330130 Casimiro de Abreu";46;-;-;-;-;46
"330150 Cordeiro";4;-;-;-;-;4
"330170 Duque de Caxias";340;-;-;-;-;340
"330185 Guapimirim";14;-;-;-;-;14
"330187 Iguaba Grande";1;-;-;-;-;1
"330200 Itaguaí";1;-;-;-;-;1
"330205 Italva";4;-;-;-;-;4
"330210 Itaocara";2;-;-;-;-;2
"330220 Itaperuna";34;-;-;-;-;34
"330227 Japeri";1;-;-;-;-;1
"330240 Macaé";52;-;-;-;-;52
"330250 Magé";7;-;-;-;-;7
"330260 Mangaratiba";2;-;-;-;-;2
"330270 Maricá";161;-;-;-;-;161
"330285 Mesquita";2;-;-;-;-;2
"330320 Nilópolis";5;-;-;-;-;5
"330330 Niterói";7;-;-;-;-;7
"330340 Nova Friburgo";2;-;-;-;-;2
"330360 Paracambi";1;-;-;-;-;1
"330380 Paraty";3;-;-;-;-;3
"330390 Petrópolis";3;-;-;-;-;3
"330395 Pinheiral";3;-;-;-;-;3
"330400 Piraí";2;-;-;-;-;2
"330410 Porciúncula";5;-;-;-;-;5
"330411 Porto Real";3;-;-;-;-;3
"330414 Queimados";3;-;-;-;-;3
"330415 Quissamã";1;-;-;-;-;1
"330420 Resende";16;-;-;-;-;16
"330430 Rio Bonito";6;-;-;-;-;6
"330440 Rio Claro";1;-;-;-;-;1
"330450 Rio das Flores";4;-;-;-;-;4
"330452 Rio das Ostras";8;-;-;-;-;8
"330455 Rio de Janeiro";1720;-;2;-;22;1744
"330470 Santo Antônio de Pádua";10;-;-;-;-;10
"330480 São Fidélis";1;-;-;-;-;1
"330475 São Francisco de Itabapoana";1;-;-;-;-;1
"330490 São Gonçalo";2;-;-;-;-;2
"330500 São João da Barra";1;-;-;-;-;1
"330510 São João de Meriti";5;-;-;-;-;5
"330540 Sapucaia";7;-;-;-;-;7
"330550 Saquarema";1;-;-;-;-;1
"330555 Seropédica";4;-;-;-;-;4
"330580 Teresópolis";2;-;-;-;-;2
"330590 Trajano de Moraes";2;-;-;-;-;2
"330610 Valença";1;-;-;-;-;1
"330630 Volta Redonda";18;-;-;-;-;18
"350010 Adamantina";8;-;-;-;-;8
"350030 Aguaí";6;-;-;-;-;6
"350040 Águas da Prata";1;-;-;-;-;1
"350060 Águas de São Pedro";1;-;-;-;-;1
"350070 Agudos";2;-;-;-;-;2
"350090 Altair";2;-;-;-;-;2
"350100 Altinópolis";1;-;-;-;-;1
"350110 Alto Alegre";1;-;-;-;-;1
"350140 Álvaro de Carvalho";2;-;-;-;-;2
"350160 Americana";20;-;-;-;-;20
"350170 Américo Brasiliense";9;-;-;-;-;9
"350180 Américo de Campos";2;-;-;-;-;2
"350190 Amparo";9;-;-;-;-;9
"350210 Andradina";22;-;-;-;-;22
"350220 Angatuba";2;-;-;-;-;2
"350250 Aparecida";9;-;-;-;-;9
"350280 Araçatuba";84;-;-;-;-;84
"350290 Araçoiaba da Serra";2;-;-;-;-;2
"350320 Araraquara";110;-;-;-;-;110
"350330 Araras";26;-;-;-;-;26
"350340 Arealva";1;-;-;-;-;1
"350360 Areiópolis";1;-;-;-;-;1
"350370 Ariranha";1;-;-;-;-;1
"350380 Artur Nogueira";1;-;-;-;-;1
"350390 Arujá";9;-;-;-;-;9
"350400 Assis";20;-;-;-;-;20
"350410 Atibaia";23;-;-;-;-;23
"350420 Auriflama";3;-;-;-;-;3
"350440 Avanhandava";3;-;-;-;-;3
"350450 Avaré";2;-;-;-;-;2
"350460 Bady Bassitt";5;-;-;-;-;5
"350480 Bálsamo";4;-;-;-;-;4
"350510 Barbosa";2;1;-;-;-;3
"350520 Bariri";7;-;-;-;-;7
"350550 Barretos";15;-;-;-;-;15
"350560 Barrinha";1;-;-;-;-;1
"350570 Barueri";1;-;-;-;-;1
"350580 Bastos";5;-;-;-;-;5
"350590 Batatais";5;-;-;-;-;5
"350600 Bauru";77;-;-;1;-;78
"350610 Bebedouro";8;-;-;-;-;8
"350635 Bertioga";12;-;-;-;-;12
"350640 Bilac";3;-;-;-;-;3
"350650 Birigui";82;-;-;1;-;83
"350660 Biritiba-Mirim";2;-;-;-;-;2
"350700 Boituva";2;-;-;-;-;2
"350730 Boracéia";2;-;-;-;-;2
"350740 Borborema";1;-;-;-;-;1
"350750 Botucatu";6;-;-;-;-;6
"350760 Bragança Paulista";4;-;-;-;-;4
"350770 Braúna";1;-;-;-;-;1
"350790 Brotas";4;-;-;-;-;4
"350810 Buritama";8;-;-;-;-;8
"350830 Cabrália Paulista";1;-;-;-;-;1
"350840 Cabreúva";2;-;-;-;-;2
"350850 Caçapava";17;-;-;-;-;17
"350860 Cachoeira Paulista";8;-;-;-;-;8
"350900 Caieiras";1;-;-;-;-;1
"350910 Caiuá";2;-;-;-;-;2
"350920 Cajamar";2;-;-;-;-;2
"350925 Cajati";1;-;-;-;-;1
"350930 Cajobi";2;-;-;-;-;2
"350940 Cajuru";5;-;-;-;-;5
"350950 Campinas";133;-;-;-;-;133
"350990 Cananéia";1;-;-;-;-;1
"351000 Cândido Mota";11;-;-;-;-;11
"351015 Canitar";1;-;-;-;-;1
"351040 Capivari";9;-;-;-;-;9
"351050 Caraguatatuba";9;-;-;-;-;9
"351060 Carapicuíba";2;-;-;-;-;2
"351070 Cardoso";3;-;-;-;-;3
"351080 Casa Branca";3;-;-;-;-;3
"351100 Castilho";23;-;-;-;-;23
"351110 Catanduva";27;-;-;-;-;27
"351120 Catiguá";2;-;-;-;-;2
"351130 Cedral";2;-;-;-;-;2
"351170 Charqueada";1;-;-;-;-;1
"351200 Colina";4;-;-;-;-;4
"351210 Colômbia";2;-;-;-;-;2
"351220 Conchal";3;-;-;-;-;3
"351230 Conchas";1;-;-;-;-;1
"351270 Corumbataí";1;-;-;-;-;1
"351280 Cosmópolis";2;-;-;-;-;2
"351300 Cotia";21;-;-;-;-;21
"351310 Cravinhos";1;-;-;-;-;1
"351340 Cruzeiro";13;-;-;-;-;13
"351350 Cubatão";3;-;-;-;-;3
"351360 Cunha";3;-;-;-;-;3
"351370 Descalvado";31;-;-;-;-;31
"351380 Diadema";10;-;-;-;-;10
"351440 Dracena";7;-;-;-;-;7
"351450 Duartina";1;-;-;-;-;1
"351460 Dumont";2;-;-;-;-;2
"351492 Elisiário";2;-;-;-;-;2
"351500 Embu das Artes";4;-;-;-;-;4
"351510 Embu-Guaçu";1;-;-;-;-;1
"351512 Emilianópolis";1;-;-;-;-;1
"351518 Espírito Santo do Pinhal";4;-;-;-;-;4
"355730 Estiva Gerbi";2;-;-;-;-;2
"351520 Estrela d'Oeste";8;-;-;-;-;8
"351550 Fernandópolis";23;-;-;-;-;23
"351570 Ferraz de Vasconcelos";2;-;-;-;-;2
"351590 Floreal";5;-;-;-;-;5
"351600 Flórida Paulista";1;-;-;-;-;1
"351620 Franca";140;-;-;-;-;140
"351630 Francisco Morato";8;-;-;-;-;8
"351640 Franco da Rocha";1;-;-;-;-;1
"351670 Garça";2;-;-;-;-;2
"351680 Gastão Vidigal";2;-;-;-;-;2
"351690 General Salgado";3;-;-;-;-;3
"351700 Getulina";1;-;-;-;-;1
"351710 Glicério";2;-;-;-;-;2
"351720 Guaiçara";1;-;-;-;-;1
"351740 Guaíra";21;-;-;-;-;21
"351750 Guapiaçu";7;-;-;-;-;7
"351770 Guará";3;-;-;-;-;3
"351780 Guaraçaí";3;-;-;-;-;3
"351790 Guaraci";1;-;-;-;-;1
"351820 Guararapes";8;-;-;-;-;8
"351830 Guararema";2;-;-;-;-;2
"351840 Guaratinguetá";7;-;-;-;-;7
"351860 Guariba";1;-;-;-;-;1
"351870 Guarujá";52;-;-;-;-;52
"351880 Guarulhos";347;4;-;-;-;351
"351890 Guzolândia";1;-;-;-;-;1
"351900 Herculândia";2;-;-;-;-;2
"351907 Hortolândia";144;-;-;-;-;144
"351910 Iacanga";1;-;-;-;-;1
"351920 Iacri";2;-;-;-;-;2
"351930 Ibaté";1;-;-;-;-;1
"351940 Ibirá";9;-;-;-;-;9
"351960 Ibitinga";38;-;-;-;-;38
"351970 Ibiúna";1;-;-;-;-;1
"351980 Icém";3;-;-;-;-;3
"352020 Igaratá";1;-;-;-;-;1
"352030 Iguape";4;-;-;-;-;4
"352044 Ilha Solteira";5;-;-;-;-;5
"352040 Ilhabela";8;-;-;-;-;8
"352050 Indaiatuba";76;9;-;-;-;85
"352070 Indiaporã";1;-;-;-;-;1
"352100 Iperó";1;-;-;-;-;1
"352110 Ipeúna";2;-;-;-;-;2
"352115 Ipiguá";2;-;-;-;-;2
"352140 Iracemápolis";6;-;-;-;-;6
"352190 Itajobi";7;-;-;-;-;7
"352210 Itanhaém";13;-;-;-;-;13
"352230 Itapetininga";4;-;-;-;-;4
"352250 Itapevi";4;-;-;-;-;4
"352260 Itapira";9;-;-;-;-;9
"352270 Itápolis";18;-;-;-;-;18
"352300 Itapura";1;-;-;-;-;1
"352310 Itaquaquecetuba";2;-;-;-;-;2
"352320 Itararé";1;-;-;-;-;1
"352340 Itatiba";6;-;-;-;-;6
"352370 Itirapuã";1;-;-;-;-;1
"352380 Itobi";4;-;-;-;-;4
