DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2020
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"291450 Irará";2;-;-;-;-;2
"291460 Irecê";667;-;-;-;-;667
"291465 Itabela";4;-;-;-;-;4
"291470 Itaberaba";7;-;-;-;-;7
"291480 Itabuna";425;1;-;-;-;426
"291490 Itacaré";2;-;-;-;-;2
"291500 Itaeté";6;-;-;-;-;6
"291510 Itagi";1;-;-;-;-;1
"291520 Itagibá";3;-;-;-;-;3
"291530 Itagimirim";5;-;-;-;-;5
"291535 Itaguaçu da Bahia";1;-;-;-;-;1
"291540 Itaju do Colônia";1;-;-;-;-;1
"291550 Itajuípe";15;1;-;-;-;16
"291560 Itamaraju";70;-;-;-;-;70
"291570 Itamari";24;-;-;-;-;24
"291580 Itambé";7;-;-;-;-;7
"291600 Itanhém";489;-;-;-;-;489
"291610 Itaparica";7;-;-;-;-;7
"291620 Itapé";4;-;-;-;-;4
"291630 Itapebi";2;-;-;-;-;2
"291640 Itapetinga";83;1;-;-;-;84
"291650 Itapicuru";5;1;-;-;-;6
"291670 Itaquara";4;-;-;-;-;4
"291680 Itarantim";1;-;-;-;-;1
"291685 Itatim";12;-;-;-;-;12
"291690 Itiruçu";1;-;-;-;-;1
"291700 Itiúba";55;-;-;-;-;55
"291710 Itororó";3;-;-;-;-;3
"291720 Ituaçu";2;-;-;-;-;2
"291730 Ituberá";1;-;-;-;-;1
"291733 Iuiú";2;-;-;-;-;2
"291735 Jaborandi";94;-;-;-;-;94
"291740 Jacaraci";552;-;-;-;-;552
"291750 Jacobina";7;-;-;-;-;7
"291760 Jaguaquara";317;-;-;-;-;317
"291770 Jaguarari";61;-;-;-;-;61
"291780 Jaguaripe";1;-;-;-;-;1
"291800 Jequié";128;-;-;-;-;128
"291810 Jeremoabo";58;-;-;-;-;58
"291820 Jiquiriçá";6;-;-;-;-;6
"291830 Jitaúna";12;-;-;-;-;12
"291835 João Dourado";25;-;-;-;-;25
"291840 Juazeiro";348;2;5;-;-;355
"291850 Jussara";1;-;-;-;-;1
"291855 Jussari";19;-;-;-;-;19
"291860 Jussiape";2;-;-;-;-;2
"291870 Lafaiete Coutinho";40;-;-;-;-;40
"291875 Lagoa Real";23;-;-;-;-;23
"291880 Laje";1;-;-;-;-;1
"291890 Lajedão";3;-;-;-;-;3
"291900 Lajedinho";3;-;-;-;-;3
"291905 Lajedo do Tabocal";3;-;-;-;-;3
"291910 Lamarão";2;-;-;-;-;2
"291915 Lapão";87;-;-;-;-;87
"291920 Lauro de Freitas";106;-;-;-;-;106
"291930 Lençóis";121;-;-;-;-;121
"291940 Licínio de Almeida";49;-;-;-;-;49
"291950 Livramento de Nossa Senhora";146;-;-;-;-;146
"291955 Luís Eduardo Magalhães";114;-;-;-;-;114
"291960 Macajuba";40;-;-;-;-;40
"291970 Macarani";18;-;-;-;-;18
"291980 Macaúbas";1;-;-;-;-;1
"292000 Maiquinique";51;-;-;-;-;51
"292010 Mairi";9;-;-;-;-;9
"292020 Malhada";-;1;-;-;-;1
"292030 Malhada de Pedras";15;-;-;-;-;15
"292040 Manoel Vitorino";96;-;-;-;-;96
"292050 Maracás";32;-;-;-;-;32
"292070 Maraú";63;-;-;-;-;63
"292080 Marcionílio Souza";1;-;-;-;-;1
"292090 Mascote";2;-;-;-;-;2
"292100 Mata de São João";16;-;-;-;-;16
"292110 Medeiros Neto";27;-;-;-;-;27
"292120 Miguel Calmon";29;-;-;-;-;29
"292130 Milagres";5;-;-;-;-;5
"292145 Mirante";11;-;-;-;-;11
"292150 Monte Santo";2;-;-;-;-;2
"292160 Morpará";115;-;-;-;-;115
"292170 Morro do Chapéu";178;-;-;-;-;178
"292180 Mortugaba";13;1;-;-;-;14
"292200 Mucuri";109;-;-;-;-;109
"292205 Mulungu do Morro";46;-;-;-;-;46
"292210 Mundo Novo";4;-;-;-;-;4
"292220 Muniz Ferreira";1;-;-;-;-;1
"292230 Muritiba";19;-;-;-;-;19
"292240 Mutuípe";6;-;-;-;-;6
"292250 Nazaré";9;-;-;-;-;9
"292260 Nilo Peçanha";4;-;-;-;-;4
"292265 Nordestina";14;-;-;-;-;14
"292270 Nova Canaã";5;-;-;-;-;5
"292273 Nova Fátima";1;-;-;-;-;1
"292275 Nova Ibiá";22;-;-;-;-;22
"292280 Nova Itarana";14;-;-;-;-;14
"292285 Nova Redenção";126;-;-;-;-;126
"292290 Nova Soure";6;-;-;-;-;6
"292300 Nova Viçosa";3;-;-;-;-;3
"292303 Novo Horizonte";11;-;-;-;-;11
"292305 Novo Triunfo";7;-;-;-;-;7
"292310 Olindina";2;-;-;-;-;2
"292320 Oliveira dos Brejinhos";103;-;-;-;-;103
"292330 Ouriçangas";124;-;-;-;-;124
"292340 Palmas de Monte Alto";49;-;-;-;-;49
"292350 Palmeiras";34;-;-;-;-;34
"292360 Paramirim";3;-;-;-;-;3
"292370 Paratinga";2;-;-;-;-;2
"292380 Paripiranga";1;-;-;-;-;1
"292390 Pau Brasil";4;-;-;-;-;4
"292400 Paulo Afonso";50;-;-;-;-;50
"292405 Pé de Serra";88;2;-;-;-;90
"292410 Pedrão";3;-;-;-;-;3
"292420 Pedro Alexandre";1;-;-;-;-;1
"292440 Pilão Arcado";1;-;-;-;-;1
"292450 Pindaí";1;-;-;-;-;1
"292467 Piraí do Norte";3;-;-;-;-;3
"292470 Piripá";3;-;-;-;-;3
"292480 Piritiba";5;-;-;-;-;5
"292490 Planaltino";1;-;-;-;-;1
"292500 Planalto";63;-;-;-;-;63
"292510 Poções";6;-;-;-;-;6
"292520 Pojuca";222;-;-;-;-;222
"292530 Porto Seguro";50;-;1;-;-;51
"292540 Potiraguá";2;-;-;-;-;2
"292550 Prado";72;-;-;-;-;72
"292560 Presidente Dutra";106;-;-;-;-;106
"292570 Presidente Jânio Quadros";5;-;-;-;-;5
"292575 Presidente Tancredo Neves";35;-;-;-;-;35
"292580 Queimadas";15;-;-;-;-;15
"292590 Quijingue";1;-;-;-;-;1
"292595 Rafael Jambeiro";16;-;-;-;-;16
"292610 Retirolândia";32;-;-;-;-;32
"292620 Riachão das Neves";35;-;-;-;-;35
"292640 Riacho de Santana";17;-;-;-;-;17
"292660 Ribeira do Pombal";368;-;-;-;-;368
"292665 Ribeirão do Largo";1;-;-;-;-;1
"292670 Rio de Contas";10;-;-;-;-;10
"292680 Rio do Antônio";6;-;-;-;-;6
"292690 Rio do Pires";5;-;-;-;-;5
"292700 Rio Real";6;-;-;-;-;6
"292720 Ruy Barbosa";1;-;-;-;-;1
"292730 Salinas da Margarida";1;-;-;-;-;1
"292740 Salvador";682;1;-;-;-;683
"292770 Santa Cruz Cabrália";108;-;-;-;-;108
"292790 Santa Inês";2;-;-;-;-;2
"292805 Santa Luzia";3;-;-;-;-;3
"292810 Santa Maria da Vitória";298;9;-;-;-;307
"292840 Santa Rita de Cássia";1;-;-;-;-;1
"292850 Santa Teresinha";2;-;-;-;-;2
"292800 Santaluz";67;-;-;-;-;67
"292820 Santana";14;-;-;-;-;14
"292830 Santanópolis";2;-;-;-;-;2
"292860 Santo Amaro";10;-;-;-;-;10
"292870 Santo Antônio de Jesus";33;-;-;-;-;33
"292880 Santo Estêvão";20;-;-;-;-;20
"292890 São Desidério";18;-;-;-;-;18
"292895 São Domingos";73;2;-;-;-;75
"292900 São Félix";31;-;-;-;-;31
"292905 São Félix do Coribe";12;1;-;-;-;13
"292920 São Francisco do Conde";4;-;-;-;-;4
"292925 São Gabriel";49;-;-;-;-;49
"292930 São Gonçalo dos Campos";6;-;-;-;-;6
"292935 São José da Vitória";32;-;-;-;-;32
"292940 São Miguel das Matas";19;-;-;-;-;19
"292950 São Sebastião do Passé";1;-;-;-;-;1
"292960 Sapeaçu";11;-;-;-;-;11
"292975 Saubara";6;-;-;-;-;6
"292980 Saúde";1;-;-;-;-;1
"292990 Seabra";4;1;-;-;-;5
"293000 Sebastião Laranjeiras";183;-;-;-;-;183
"293010 Senhor do Bonfim";5;-;-;-;-;5
"293015 Serra do Ramalho";3;-;-;-;-;3
"293050 Serrinha";1145;1;-;-;-;1146
"293060 Serrolândia";5;-;-;-;-;5
"293070 Simões Filho";638;-;-;-;-;638
"293075 Sítio do Mato";4;-;-;-;-;4
"293076 Sítio do Quinto";12;-;-;-;-;12
"293080 Souto Soares";1;-;-;-;-;1
"293100 Tanhaçu";265;-;-;-;-;265
"293105 Tanque Novo";1;-;-;-;-;1
"293110 Tanquinho";36;-;-;-;-;36
"293120 Taperoá";2;-;-;-;-;2
"293135 Teixeira de Freitas";6;-;-;-;-;6
"293150 Teofilândia";2;-;-;-;-;2
"293160 Teolândia";2;-;-;-;-;2
"293170 Terra Nova";1;-;-;-;-;1
"293180 Tremedal";1;-;-;-;-;1
"293190 Tucano";174;2;-;-;-;176
"293200 Uauá";137;-;-;-;-;137
"293210 Ubaíra";226;-;-;-;-;226
"293220 Ubaitaba";39;-;-;-;-;39
"293230 Ubatã";53;-;-;-;-;53
"293240 Uibaí";326;-;-;-;-;326
"293250 Una";21;-;-;-;-;21
"293260 Urandi";1;-;-;-;-;1
"293270 Uruçuca";50;-;-;-;-;50
"293280 Utinga";19;-;-;-;-;19
"293290 Valença";4;-;-;-;-;4
"293300 Valente";10;-;-;-;-;10
"293310 Várzea do Poço";1;-;-;-;-;1
"293315 Várzea Nova";21;-;-;-;-;21
"293317 Varzedo";2;-;-;-;-;2
"293320 Vera Cruz";5;-;-;-;-;5
"293330 Vitória da Conquista";3016;-;1;-;-;3017
"293340 Wagner";16;-;-;-;-;16
"293345 Wanderley";1;-;-;-;-;1
"293350 Wenceslau Guimarães";2;-;-;-;-;2
"293360 Xique-Xique";5;-;-;-;-;5
"310010 Abadia dos Dourados";10;-;-;-;-;10
"310020 Abaeté";21;-;-;-;-;21
"310030 Abre Campo";10;-;-;-;-;10
"310040 Acaiaca";56;-;-;-;-;56
"310050 Açucena";125;-;-;-;-;125
"310060 Água Boa";2;1;-;-;-;3
"310080 Aguanil";20;-;-;-;-;20
"310090 Águas Formosas";88;-;-;-;-;88
"310100 Águas Vermelhas";17;-;-;-;-;17
"310110 Aimorés";35;-;-;-;-;35
"310120 Aiuruoca";2;-;-;-;-;2
"310150 Além Paraíba";16;-;-;-;-;16
"310160 Alfenas";1020;1;-;-;-;1021
"310170 Almenara";23;-;-;-;-;23
"310180 Alpercata";10;-;-;-;-;10
"310190 Alpinópolis";10;-;-;-;-;10
"310200 Alterosa";18;-;-;-;-;18
"310205 Alto Caparaó";1;-;-;-;-;1
"315350 Alto Jequitibá";350;-;-;-;-;350
"310220 Alvarenga";38;-;-;-;-;38
"310230 Alvinópolis";7;1;-;-;-;8
"310240 Alvorada de Minas";8;-;-;-;-;8
"310250 Amparo do Serra";22;-;-;-;-;22
"310260 Andradas";24;-;-;-;-;24
"310280 Andrelândia";33;-;-;-;-;33
"310290 Antônio Carlos";1;-;-;-;-;1
"310300 Antônio Dias";5;-;-;-;-;5
"310310 Antônio Prado de Minas";1;-;-;-;-;1
"310320 Araçaí";2;-;-;-;-;2
"310340 Araçuaí";802;-;-;-;-;802
"310350 Araguari";19;-;-;-;-;19
"310370 Araponga";1;-;-;-;-;1
"310375 Araporã";4;-;-;-;-;4
"310380 Arapuá";1;-;-;-;-;1
"310390 Araújos";2;-;-;-;-;2
"310400 Araxá";124;-;-;-;-;124
"310410 Arceburgo";95;-;-;-;-;95
"310420 Arcos";1;-;-;-;-;1
"310430 Areado";76;-;-;-;-;76
"310445 Aricanduva";-;1;-;-;-;1
"310450 Arinos";86;1;-;-;-;87
"310460 Astolfo Dutra";262;-;11;-;-;273
"310470 Ataléia";3;-;-;-;-;3
"310480 Augusto de Lima";1;-;-;-;-;1
"310490 Baependi";204;-;-;-;-;204
"310500 Baldim";1;-;-;-;-;1
"310510 Bambuí";13;-;-;-;-;13
"310520 Bandeira";179;-;-;-;-;179
"310530 Bandeira do Sul";1;-;-;-;-;1
"310540 Barão de Cocais";1;-;-;-;-;1
"310550 Barão de Monte Alto";1;-;-;-;-;1
"310560 Barbacena";8;-;-;-;-;8
"310590 Barroso";4;-;-;-;-;4
"310600 Bela Vista de Minas";3;-;-;-;-;3
"310620 Belo Horizonte";1489;-;20;-;-;1509
"310630 Belo Oriente";243;-;-;-;-;243
"310640 Belo Vale";6;-;-;-;-;6
"310650 Berilo";47;-;-;-;-;47
"310670 Betim";181;-;-;-;-;181
"310690 Bicas";6;-;-;-;-;6
"310710 Boa Esperança";132;-;-;-;-;132
"310730 Bocaiúva";187;-;-;-;-;187
"310740 Bom Despacho";519;1;1;-;-;521
"310750 Bom Jardim de Minas";1;-;-;-;-;1
"310760 Bom Jesus da Penha";7;-;-;-;-;7
"310770 Bom Jesus do Amparo";2;-;-;-;-;2
"310780 Bom Jesus do Galho";54;-;-;-;-;54
"310800 Bom Sucesso";2;-;-;-;-;2
"310810 Bonfim";3;-;-;-;-;3
"310820 Bonfinópolis de Minas";20;-;-;-;-;20
"310825 Bonito de Minas";3;-;-;-;-;3
"310830 Borda da Mata";3;-;-;-;-;3
"310850 Botumirim";1;-;-;-;-;1
"310870 Brás Pires";2;-;-;-;-;2
"310855 Brasilândia de Minas";10;-;-;-;-;10
"310860 Brasília de Minas";14;-;-;-;-;14
"310880 Braúnas";17;-;-;-;-;17
"310890 Brazópolis";1;-;-;-;-;1
"310900 Brumadinho";160;-;-;-;-;160
"310925 Bugre";5;-;-;-;-;5
"310930 Buritis";15;-;-;-;-;15
"310940 Buritizeiro";9;-;-;-;-;9
"310945 Cabeceira Grande";41;-;-;-;-;41
"310960 Cachoeira da Prata";4;-;-;-;-;4
"310970 Cachoeira de Minas";2;-;-;-;-;2
"310270 Cachoeira de Pajeú";17;-;-;-;-;17
"310980 Cachoeira Dourada";1;-;-;-;-;1
"311000 Caeté";69;-;-;-;-;69
"311080 Campanário";32;-;1;-;-;33
"311090 Campanha";12;-;-;-;-;12
"311110 Campina Verde";69;-;-;-;-;69
"311115 Campo Azul";73;-;-;-;-;73
"311120 Campo Belo";10;-;-;-;-;10
"311140 Campo Florido";50;-;-;-;-;50
"311150 Campos Altos";10;-;-;-;-;10
"311160 Campos Gerais";5;-;-;-;-;5
"311190 Cana Verde";11;-;-;-;-;11
"311180 Canápolis";56;-;-;-;-;56
"311200 Candeias";21;-;-;-;-;21
"311205 Cantagalo";25;-;-;-;-;25
"311210 Caparaó";1;-;-;-;-;1
"311240 Capetinga";6;-;-;-;-;6
"311250 Capim Branco";44;-;-;-;-;44
"311260 Capinópolis";80;-;-;-;-;80
"311265 Capitão Andrade";26;-;-;-;-;26
"311270 Capitão Enéas";1;-;-;-;-;1
"311280 Capitólio";85;-;-;-;-;85
"311290 Caputira";2;-;-;-;-;2
"311300 Caraí";3;-;-;-;-;3
"311330 Carangola";29;-;-;-;-;29
"311340 Caratinga";196;-;-;-;-;196
"311350 Carbonita";1;-;-;-;-;1
"311370 Carlos Chagas";102;-;-;-;-;102
"311400 Carmo da Mata";186;-;-;-;-;186
"311430 Carmo do Paranaíba";363;-;-;-;-;363
"311440 Carmo do Rio Claro";1;-;-;-;-;1
"311450 Carmópolis de Minas";22;-;-;-;-;22
"311455 Carneirinho";112;-;-;-;-;112
"311510 Cássia";359;-;-;-;-;359
"311530 Cataguases";262;-;-;-;-;262
"311545 Catuji";19;-;-;-;-;19
"311550 Caxambu";98;-;-;-;-;98
"311560 Cedro do Abaeté";1;-;-;-;-;1
"311570 Central de Minas";93;-;-;-;-;93
"311580 Centralina";2;-;-;-;-;2
"311600 Chalé";1;-;-;-;-;1
"311610 Chapada do Norte";212;-;-;-;-;212
"311615 Chapada Gaúcha";163;-;-;-;-;163
"311640 Claraval";1;-;-;-;-;1
"311660 Cláudio";7;-;-;-;-;7
"311680 Coluna";1;-;-;-;-;1
"311690 Comendador Gomes";27;-;-;-;-;27
"311730 Conceição das Alagoas";8;-;-;-;-;8
"311740 Conceição de Ipanema";1;-;-;-;-;1
"311750 Conceição do Mato Dentro";7;-;-;-;-;7
"311760 Conceição do Pará";4;-;-;-;-;4
"311770 Conceição do Rio Verde";2;-;-;-;-;2
"311780 Conceição dos Ouros";65;-;-;-;-;65
"311783 Cônego Marinho";4;-;-;-;-;4
"311787 Confins";7;-;-;-;-;7
"311800 Congonhas";16;-;-;-;-;16
"311820 Conquista";31;-;-;-;-;31
"311830 Conselheiro Lafaiete";6;-;-;-;-;6
"311840 Conselheiro Pena";206;-;-;-;-;206
"311860 Contagem";624;-;-;-;-;624
"311880 Coração de Jesus";1;-;-;-;-;1
"311890 Cordisburgo";59;-;-;-;-;59
"311900 Cordislândia";8;-;-;-;-;8
"311910 Corinto";20;-;-;-;-;20
"311920 Coroaci";178;-;-;-;-;178
"311930 Coromandel";7;-;-;-;-;7
"311940 Coronel Fabriciano";814;4;-;-;-;818
"311950 Coronel Murta";6;-;-;-;-;6
"311960 Coronel Pacheco";1;-;-;-;-;1
"311995 Córrego Fundo";8;-;-;-;-;8
"312000 Córrego Novo";2;-;-;-;-;2
"312010 Couto de Magalhães de Minas";81;1;-;-;-;82
"312015 Crisólita";63;-;-;-;-;63
"312020 Cristais";47;-;-;-;-;47
"312030 Cristália";3;-;-;-;-;3
"312050 Cristina";1;-;-;-;-;1
"312080 Cruzília";4;-;-;-;-;4
"312083 Cuparaque";8;-;-;-;-;8
"312090 Curvelo";27;-;-;-;-;27
"312100 Datas";3;-;-;-;-;3
"312120 Delfinópolis";2;-;-;-;-;2
"312130 Descoberto";1;-;-;-;-;1
"312160 Diamantina";19;-;-;-;-;19
"312180 Dionísio";3;-;-;-;-;3
"312200 Divino";1;-;-;-;-;1
"312210 Divino das Laranjeiras";33;-;-;-;-;33
"312220 Divinolândia de Minas";64;-;-;-;-;64
"312230 Divinópolis";622;-;-;-;-;622
"312235 Divisa Alegre";7;-;-;-;-;7
"312245 Divisópolis";5;-;-;-;-;5
"312250 Dom Cavati";4;-;-;-;-;4
"312270 Dom Silvério";2;-;-;-;-;2
"312290 Dona Eusébia";46;-;-;-;-;46
"312300 Dores de Campos";12;1;-;-;-;13
"312310 Dores de Guanhães";8;-;-;-;-;8
"312320 Dores do Indaiá";24;-;-;-;-;24
"312340 Doresópolis";1;-;-;-;-;1
"312352 Durandé";1;-;-;-;-;1
"312360 Elói Mendes";1;-;-;-;-;1
"312370 Engenheiro Caldas";5;-;-;-;-;5
"312380 Engenheiro Navarro";10;-;-;-;-;10
"312385 Entre Folhas";1;-;-;-;-;1
"312390 Entre Rios de Minas";-;1;-;-;-;1
"312400 Ervália";1;-;-;-;-;1
"312410 Esmeraldas";2;-;-;-;-;2
"312420 Espera Feliz";3;-;-;-;-;3
"312430 Espinosa";2;-;-;-;-;2
"312470 Estrela do Indaiá";4;-;-;-;-;4
"312480 Estrela do Sul";7;-;-;-;-;7
"312490 Eugenópolis";1;-;-;-;-;1
"312510 Extrema";1;-;-;-;-;1
"312520 Fama";12;-;-;-;-;12
"312560 Felisburgo";104;-;-;-;-;104
"312570 Felixlândia";59;-;-;-;-;59
"312580 Fernandes Tourinho";1;-;-;-;-;1
"312600 Florestal";19;-;-;-;-;19
"312610 Formiga";250;-;-;-;-;250
"312620 Formoso";1;-;-;-;-;1
"312640 Fortuna de Minas";1;-;-;-;-;1
"312650 Francisco Badaró";4;-;-;-;-;4
"312660 Francisco Dumont";2;-;-;-;-;2
"312670 Francisco Sá";15;-;-;-;-;15
"312675 Franciscópolis";29;-;-;-;-;29
"312680 Frei Gaspar";121;2;-;-;-;123
"312690 Frei Inocêncio";1;-;-;-;-;1
"312700 Fronteira";9;-;-;-;-;9
"312705 Fronteira dos Vales";4;-;-;-;-;4
"312710 Frutal";13;1;-;-;-;14
"312720 Funilândia";5;-;-;-;-;5
"312730 Galiléia";29;-;-;-;-;29
"312733 Gameleiras";4;-;-;-;-;4
"312735 Glaucilândia";5;-;-;-;-;5
"312738 Goianá";1;-;-;-;-;1
"312760 Gouveia";5;-;-;-;-;5
"312770 Governador Valadares";1075;25;13;-;-;1113
"312790 Grupiara";9;-;-;-;-;9
"312800 Guanhães";12;-;-;-;-;12
"312810 Guapé";6;-;-;-;-;6
"312825 Guaraciama";1;-;-;-;-;1
"312830 Guaranésia";8;-;-;-;-;8
"312840 Guarani";5;-;-;-;-;5
"312860 Guarda-Mor";1;-;-;-;-;1
"312870 Guaxupé";153;-;-;-;-;153
"312880 Guidoval";14;-;-;-;-;14
"312890 Guimarânia";2;-;-;-;-;2
"312900 Guiricema";5;-;-;-;-;5
"312910 Gurinhatã";34;-;-;-;-;34
"312930 Iapu";4;-;-;-;-;4
"312980 Ibirité";192;-;-;-;-;192
"313005 Icaraí de Minas";58;-;-;-;-;58
"313020 Igaratinga";220;-;-;-;-;220
"313030 Iguatama";1;-;-;-;-;1
"313050 Ilicínea";141;-;-;-;-;141
"313055 Imbé de Minas";1;-;-;-;-;1
"313070 Indianópolis";3;-;-;-;-;3
"313090 Inhapim";7;3;-;-;-;10
"313100 Inhaúma";130;-;-;-;-;130
"313110 Inimutaba";1;-;-;-;-;1
"313115 Ipaba";17;-;-;-;-;17
"313120 Ipanema";479;2;-;-;-;481
"313130 Ipatinga";1330;16;-;-;-;1346
"313140 Ipiaçu";197;-;-;-;-;197
"313160 Iraí de Minas";1;-;-;-;-;1
"313170 Itabira";534;-;-;-;-;534
"313180 Itabirinha";214;-;-;-;-;214
"313190 Itabirito";1;-;-;-;-;1
"313210 Itacarambi";2;-;-;-;-;2
"313220 Itaguara";1;-;-;-;-;1
"313230 Itaipé";77;8;-;-;-;85
"313240 Itajubá";965;-;-;-;-;965
"313250 Itamarandiba";11;-;-;-;-;11
"313260 Itamarati de Minas";4;-;-;-;-;4
"313270 Itambacuri";539;-;1;-;-;540
"313280 Itambé do Mato Dentro";1;-;-;-;-;1
"313290 Itamogi";3;-;-;-;-;3
"313300 Itamonte";11;-;-;-;-;11
"313310 Itanhandu";8;-;-;-;-;8
"313320 Itanhomi";105;-;1;-;-;106
"313330 Itaobim";376;-;-;-;-;376
"313340 Itapagipe";229;-;-;-;-;229
"313350 Itapecerica";37;-;-;-;-;37
"313370 Itatiaiuçu";22;-;-;-;-;22
"313375 Itaú de Minas";17;-;-;-;-;17
"313380 Itaúna";138;-;-;-;-;138
"313400 Itinga";87;-;-;-;-;87
"313410 Itueta";16;-;-;-;-;16
"313420 Ituiutaba";1183;-;1;-;-;1184
"313440 Iturama";558;-;1;-;-;559
"313460 Jaboticatubas";5;-;-;-;-;5
"313490 Jacutinga";1;-;-;-;-;1
"313500 Jaguaraçu";3;-;-;-;-;3
"313505 Jaíba";69;-;-;-;-;69
"313507 Jampruca";11;-;-;-;-;11
"313510 Janaúba";83;-;-;-;-;83
"313520 Januária";17;-;-;-;-;17
"313530 Japaraíba";1;-;-;-;-;1
"313545 Jenipapo de Minas";33;-;-;-;-;33
"313550 Jequeri";20;-;-;-;-;20
"313570 Jequitibá";2;-;-;-;-;2
"313580 Jequitinhonha";123;-;-;-;-;123
"313600 Joaíma";139;-;-;-;-;139
"313610 Joanésia";10;-;-;-;-;10
"313620 João Monlevade";12;-;-;-;-;12
"313630 João Pinheiro";80;-;-;-;-;80
"313650 Jordânia";46;-;-;-;-;46
"313652 José Gonçalves de Minas";35;-;-;-;-;35
"313657 Josenópolis";28;-;-;-;-;28
"313665 Juatuba";9;-;-;-;-;9
"313670 Juiz de Fora";143;-;-;-;-;143
"313695 Juvenília";21;-;-;-;-;21
"313700 Ladainha";22;-;-;-;-;22
"313710 Lagamar";3;-;-;-;-;3
"313720 Lagoa da Prata";30;1;-;-;-;31
"313730 Lagoa dos Patos";4;-;-;-;-;4
"313740 Lagoa Dourada";3;-;-;-;-;3
"313750 Lagoa Formosa";37;-;-;-;-;37
"313753 Lagoa Grande";58;-;-;-;-;58
"313760 Lagoa Santa";217;-;-;-;-;217
"313770 Lajinha";71;-;-;-;-;71
"313780 Lambari";1;-;-;-;-;1
"313810 Lassance";7;-;-;-;-;7
"313820 Lavras";25;-;-;-;-;25
"313830 Leandro Ferreira";14;-;-;-;-;14
"313835 Leme do Prado";96;2;-;-;-;98
"313840 Leopoldina";5;-;-;-;-;5
"313862 Limeira do Oeste";153;-;-;-;-;153
"313865 Lontra";14;-;-;-;-;14
"313868 Luislândia";11;-;-;-;-;11
"313880 Luz";32;-;-;-;-;32
"313890 Machacalis";9;-;-;-;-;9
"313900 Machado";5;-;-;-;-;5
"313910 Madre de Deus de Minas";1;-;-;-;-;1
"313920 Malacacheta";10;-;-;-;-;10
"313925 Mamonas";4;-;-;-;-;4
"313940 Manhuaçu";25;-;-;-;-;25
"313950 Manhumirim";98;-;-;-;-;98
"313960 Mantena";302;-;-;-;-;302
"313980 Mar de Espanha";1;-;-;-;-;1
"313970 Maravilhas";36;-;1;-;-;37
"313990 Maria da Fé";1;-;-;-;-;1
"314000 Mariana";15;-;-;-;-;15
"314010 Marilac";20;-;-;-;-;20
"314015 Mário Campos";31;-;-;-;-;31
"314030 Marliéria";5;-;-;-;-;5
"314050 Martinho Campos";79;-;-;-;-;79
"314055 Mata Verde";60;-;-;-;-;60
"314070 Mateus Leme";7;-;-;-;-;7
"317150 Mathias Lobato";1;-;-;-;-;1
"314080 Matias Barbosa";4;1;-;-;-;5
"314085 Matias Cardoso";4;-;-;-;-;4
"314100 Mato Verde";6;-;-;-;-;6
"314110 Matozinhos";93;-;-;-;-;93
"314120 Matutina";1;-;-;-;-;1
"314140 Medina";29;-;-;-;-;29
"314150 Mendes Pimentel";4;-;-;-;-;4
"314170 Mesquita";15;-;-;-;-;15
"314180 Minas Novas";156;1;-;-;-;157
"314200 Mirabela";13;-;-;-;-;13
"314210 Miradouro";3;-;-;-;-;3
"314220 Miraí";26;-;-;-;-;26
"314225 Miravânia";43;-;-;-;-;43
"314260 Monsenhor Paulo";7;-;-;-;-;7
"314270 Montalvânia";33;-;-;-;-;33
"314280 Monte Alegre de Minas";39;-;-;-;-;39
"314290 Monte Azul";6;-;-;-;-;6
"314300 Monte Belo";16;-;-;-;-;16
"314310 Monte Carmelo";104;-;-;-;-;104
"314315 Monte Formoso";11;-;-;-;-;11
"314320 Monte Santo de Minas";68;-;-;-;-;68
"314340 Monte Sião";3;-;-;-;-;3
"314330 Montes Claros";17;-;-;-;-;17
"314350 Morada Nova de Minas";63;-;-;-;-;63
"314370 Morro do Pilar";1;-;-;-;-;1
"314390 Muriaé";5;-;-;-;-;5
"314400 Mutum";535;-;-;-;-;535
"314410 Muzambinho";9;-;-;-;-;9
"314420 Nacip Raydan";38;-;-;-;-;38
"314430 Nanuque";3;-;-;-;-;3
"314435 Naque";15;-;-;-;-;15
"314437 Natalândia";9;-;-;-;-;9
"314460 Nepomuceno";3;-;-;-;-;3
"314467 Nova Belém";75;-;-;-;-;75
"314470 Nova Era";51;-;-;-;-;51
"314480 Nova Lima";7;-;-;-;-;7
"314490 Nova Módica";8;-;-;-;-;8
"314500 Nova Ponte";8;-;-;-;-;8
"314510 Nova Resende";3;-;-;-;-;3
"314520 Nova Serrana";730;-;-;-;-;730
"313660 Nova União";19;-;-;-;-;19
"314530 Novo Cruzeiro";14;-;-;-;-;14
"314535 Novo Oriente de Minas";284;-;13;-;-;297
"314537 Novorizonte";4;-;-;-;-;4
"314560 Oliveira";30;-;-;-;-;30
"314580 Onça de Pitangui";4;2;-;-;-;6
"314585 Oratórios";1;-;-;-;-;1
"314590 Ouro Branco";7;-;-;-;-;7
"314610 Ouro Preto";7;-;-;-;-;7
"314620 Ouro Verde de Minas";40;-;-;-;-;40
"314625 Padre Carvalho";78;-;-;-;-;78
"314630 Padre Paraíso";86;-;-;-;-;86
